@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R2,4-6,9-10,19,21'

@attribute A2 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A19 numeric
@attribute Class {0,1}

@data
-0.4935,-0.12,0.112,-1.6127,-0.3783,1.8565,0.1321,1
1.0297,0.1096,0.4815,1.652,0.2981,-2.1523,-0.2882,0
1.5917,2.7489,0.0482,0.637,1.3149,0.0388,1.1402,0
1.1104,-0.4069,-0.6281,0.5048,-1.7023,-0.9139,0.2499,0
0.8045,-0.4242,-0.0574,-0.7772,0.0668,-1.541,-1.4728,0
-0.2437,1.3369,-0.6108,1.2848,1.8875,-0.6994,1.4806,0
-0.7296,-0.5406,0.269,0.7647,0.2953,-0.4343,-1.3921,1
-0.5574,0.1474,-0.4808,-1.5354,-0.9632,-0.4931,-0.5384,1
-0.0819,2.0966,1.3257,-0.5301,1.1943,-1.6098,0.2868,0
-2.1043,-0.9683,-0.2711,0.3608,-0.8874,0.0105,-0.4395,1
-1.3854,-1.0618,1.1821,-1.1228,0.1159,-0.5758,0.5093,1
0.9604,-0.1321,1.3571,1.0993,1.2136,0.8406,-1.6889,0
-0.0785,1.5122,1.3577,0.6082,-2.1326,1.8373,-0.5264,0
-0.8698,-0.5355,-0.9912,-0.5225,0.0786,0.6248,-0.8755,1
0.2698,-1.1658,0.968,0.0782,-0.5035,-0.3679,0.0436,1
-1.6605,0.1748,0.195,0.1213,-1.3763,-1.2828,0.087,1
-0.2433,-0.8346,-1.5384,0.6964,-1.5543,-0.3884,0.5728,1
-0.9261,-0.1325,1.8715,1.9446,0.8085,0.1403,0.1414,0
0.2292,0.6136,2.2278,0.1855,0.9711,-0.7552,1.8284,0
0.1393,-0.9183,-1.4511,0.1635,-0.8402,-1.0003,-0.8515,1
-0.8289,-0.1862,-0.1726,0.3172,-0.2538,0.0713,-0.1209,0
-0.3045,-0.5662,1.4525,-0.4831,0.6034,0.5436,1.0388,0
-0.2037,-1.7186,-1.5581,1.0919,-0.4719,-1.0791,-1.0324,1
-0.0806,-2.0924,-0.045,-1.1638,-2.5012,0.108,-1.0576,1
1.4141,-0.2608,-0.1092,0.1462,1.3219,-0.2762,-0.3537,0
1.8037,0.738,0.2855,-0.1464,0.0458,0.6648,3.0071,0
-1.7027,-0.7307,0.1734,1.6828,-1.982,-0.6494,-1.472,1
0.2435,1.2133,0.3102,-1.4205,-2.1471,-2.3415,-0.7655,1
1.7773,0.3646,0.3442,0.14,-0.0032,0.9958,0.17,0
-0.0079,4.2589,-0.1242,1.5489,0.3565,-0.1019,-0.919,0
0.8935,-0.667,0.7635,1.6212,2.189,-0.0477,-0.5145,0
-1.2029,-0.2476,-1.9199,-0.5316,1.1015,-2.2051,-0.129,1
0.5383,2.1526,-0.6232,-0.1358,0.2541,0.8159,0.3392,0
-0.3766,-3.0107,-1.781,0.2007,0.0746,-0.3353,-1.2737,1
-1.4347,1.4052,-0.009,2.193,-0.646,1.0102,-0.2876,0
-0.3679,-0.2373,-1.459,1.0554,1.9294,1.3003,0.4842,0
1.087,0.005,0.505,1.4493,-0.2611,0.8339,0.6619,0
-1.305,-1.0907,-0.9571,-0.6241,0.2791,-0.5985,-2.4506,1
-0.7558,1.3521,2.0799,0.258,0.4837,-0.5194,1.2909,0
-2.2913,-0.7283,-0.4756,-1.6723,-1.8434,-2.1665,-1.0904,1
0.3682,0.6435,0.4466,1.4743,1.4894,1.5771,0.4952,0
0.113,0.9133,1.1393,0.2044,0.6355,-1.0456,1.4594,0
0.1547,-1.773,0.0162,-0.9901,-1.0173,-2.3497,0.459,1
0.2533,-1.0996,-0.9766,-0.209,-0.0423,0.0871,0.1342,1
-0.5308,0.1294,-0.2386,0.7689,-1.1135,0.2467,0.5997,1
1.4362,0.4063,0.654,1.337,0.1011,-0.206,1.0136,0
0.6073,0.0379,0.223,0.8134,1.3356,1.7513,-0.4672,0
0.3553,0.3255,-0.8592,0.3768,1.1527,-1.225,0.316,0
0.6656,-1.1933,1.5443,-1.127,-0.3795,1.3851,0.8698,0
0.5016,-2.1318,1.2074,-1.1446,1.401,0.3537,0.6277,1
1.7541,0.6722,-0.1961,0.9993,-0.5602,0.5225,0.5411,0
1.3713,2.0816,0.0969,-0.3935,0.1492,-0.8727,0.8431,0
-1.9171,0.7336,-2.2054,-0.3558,0.7531,-0.3368,1.3963,1
0.3206,-2.3018,2.3946,-0.0166,-0.7072,-0.2757,-1.7193,1
-0.3453,0.0046,-0.2263,-1.6077,-0.3142,-1.3076,0.217,1
2.1894,-0.7002,-1.2453,-0.42,0.672,-0.0496,0.542,1
-0.1055,0.5558,-0.1973,0.0179,0.9359,-1.0724,-0.5223,0
-1.867,0.2566,-0.4551,-1.2664,-0.9756,0.1025,0.0311,1
0.1426,-0.2325,0.2048,-2.1179,3.3725,0.632,0.3699,0
-0.2278,-0.1598,0.2385,0.693,-1.8932,-1.1569,-2.4611,1
-0.4676,0.2623,-0.0193,0.9904,-1.7762,2.8139,0.4487,0
-0.5226,0.3285,-1.475,0.9082,0.2964,-0.6841,-0.3005,1
2.1507,0.3753,0.5054,0.4715,0.0228,0.0786,0.8751,0
0.1319,1.7741,-0.2768,0.2257,0.143,-0.5428,-0.3147,0
1.2031,-0.02,0.7177,1.4827,0.833,0.8367,-0.0788,0
0.6984,1.8642,1.9823,1.5338,0.4201,-0.6225,0.3741,0
0.4144,-0.7609,1.128,0.289,-0.8857,-1.3858,-1.3645,1
-0.0344,1.2963,0.8376,0.0264,1.8673,1.5255,1.8404,0
0.4358,0.2854,0.4658,0.2586,-0.6151,-0.0035,0.5692,0
-1.6746,1.0203,-1.4475,-1.0061,0.1912,-0.3529,-1.0624,1
-1.1276,-0.383,-0.3205,0.3108,-2.5435,-0.1022,-1.7083,1
-1.172,-0.3288,-0.8403,-0.5096,0.6588,1.0379,1.1718,0
0.4161,3.0227,0.6497,2.1028,0.3428,0.0879,0.4766,0
-0.5332,-1.2835,-0.1944,-0.4408,-0.5656,0.487,-0.6668,1
-1.1097,-1.4821,-1.746,0.9226,-1.2743,-0.5406,-0.6633,1
0.4399,-0.9718,1.3904,-1.0652,0.3521,-0.7651,0.5783,0
-0.0507,0.1657,-0.2477,-1.9939,-0.8898,-0.4807,-0.0925,1
0.2342,1.6298,1.4672,0.3296,1.6534,1.9896,-1.4319,0
-0.5624,-0.4417,0.3033,-1.12,0.5388,-1.2266,0.3522,1
0.5366,0.8025,-1.3441,1.8071,-0.6603,1.0844,-0.6137,0
0.5674,-0.0538,2.0564,-2.3253,1.0783,-0.6178,0.9604,0
0.1084,2.8754,-1.1392,-0.5512,-0.3967,-1.1909,-2.0033,1
0.1642,2.2923,0.5145,-0.8615,-1.0874,-0.8494,-2.906,1
1.8694,0.3822,1.348,0.9343,-0.5032,0.3015,-1.2094,0
-0.7263,0.2009,0.0264,0.1345,-1.5873,-1.5284,0.4174,1
1.364,-0.3371,-2.0746,-0.9637,0.2782,-0.4687,1.8693,0
0.268,0.2475,0.0092,-0.4936,-0.3065,0.1231,0.5254,0
-1.9383,0.4184,-1.7456,-1.4777,-1.3406,1.1385,-1.1962,1
-1.4802,-0.8576,0.5852,-0.9586,0.5105,-1.5126,-0.2237,1
-0.7426,-0.0415,-1.7376,-1.9527,-1.389,-0.4352,0.5159,1
-1.2092,-0.4683,-0.3872,-0.0457,1.3126,1.3576,-0.1846,1
-1.5537,-0.6165,0.52,1.3032,0.0194,-0.3432,1.2641,1
0.8599,-0.4618,-0.1209,-0.6536,1.638,-0.8721,0.5614,0
0.3666,0.0908,0.5819,-0.1727,0.0378,0.2082,-0.7283,1
0.8423,0.7413,2.6995,-0.4995,0.5769,1.0399,-0.2414,0
-1.2142,-0.3057,-2.1375,0.7707,-0.4649,1.2813,1.3333,1
-0.9882,-1.0746,0.2169,-1.5727,-0.2053,1.1346,-2.0609,1
-1.3902,-0.1169,-0.8468,-0.3817,0.7602,-0.4616,0.0759,1
0.4259,-0.9087,-0.161,-0.8004,0.2376,0.4067,0.1577,0
0.6071,0.0344,0.5273,0.4559,0.9336,2.2814,-0.2849,0
-0.219,0.9699,-0.0934,-0.7351,0.4917,0.4356,0.083,1
1.2692,-0.5712,-0.8301,2.0237,0.0612,-0.4064,-0.4848,0
1.0291,-0.2318,1.0454,0.3664,0.796,2.7293,1.7516,0
0.2124,-1.0017,1.6306,-0.1323,0.9479,1.2055,1.3746,0
1.6859,-0.4989,1.3938,-0.8978,0.7632,1.433,-0.4859,1
-0.0191,0.4037,-0.1258,0.9045,1.0069,1.7697,1.5079,0
-0.1396,-0.6429,-0.6905,0.1358,-0.3695,-1.7467,-0.4651,1
0.8219,1.8303,-1.0699,0.6775,-1.2331,0.8907,1.1923,0
-1.0222,2.8484,0.0721,-0.6022,2.0597,0.8917,1.8655,0
-1.1536,-0.8614,-1.2218,0.4642,-1.2491,-1.3086,0.8562,1
-1.8376,-0.2202,-0.6646,0.684,0.7162,-0.5576,-0.9344,1
-1.2613,-0.2233,-0.798,0.9501,-1.2627,-0.6037,-1.9077,1
0.2892,1.0962,2.3691,2.571,0.1723,0.4391,1.3244,0
-0.3546,0.6808,0.6657,-1.4877,1.4135,1.6302,-0.573,0
0.753,0.1025,1.2785,-0.6222,0.5782,0.7652,-0.8082,0
-0.1021,-0.8518,-0.7764,-1.1641,-0.4591,-1.1974,1.0185,1
-0.3829,-0.2314,-0.1598,0.4306,-0.6013,-0.688,1.0141,1
0.5842,-0.0374,0.182,0.983,-1.0033,-1.364,-0.4295,0
-0.8875,-2.2452,-0.3497,-0.3986,-1.4449,-0.383,-1.489,1
0.331,0.9438,-0.3036,1.2901,0.3097,0.0764,0.053,0
0.1844,0.8478,0.8227,1.4602,0.7347,1.4743,0.9287,0
-1.5917,0.1497,1.5765,-0.2594,-1.1502,-1.0752,-0.6255,1
0.286,2.0959,0.0388,0.4168,0.1686,0.6689,-0.4999,0
-0.5359,2.2303,-0.0058,-0.5835,0.2529,0.2183,1.6479,0
-0.5521,-2.7157,-0.8583,-1.2893,-1.4249,0.9027,-1.8872,1
0.1103,1.222,-0.0971,1.3914,2.7781,1.1998,0.5937,0
0.6161,-1.3204,0.2995,-0.3597,0.0185,0.4295,0.1122,0
0.5076,-0.1322,0.388,0.0432,0.7732,2.2216,0.5488,0
0.082,-0.9875,0.4515,1.0927,-1.0754,2.1018,-0.8379,0
-0.6314,-0.4714,-0.6354,-1.4368,0.6545,-0.0092,-0.7173,1
-1.0496,-0.3365,-1.216,2.1668,-0.6481,-0.2215,1.4047,0
0.5896,0.0616,0.0806,2.1536,0.5752,-0.8009,0.1317,0
1.3903,-0.5423,0.0529,0.5656,0.0004,0.7585,2.5822,0
0.3922,-0.5729,2.1128,0.5056,-1.6278,-0.1995,-0.4029,0
0.1034,-1.7979,-0.5427,-0.0465,-0.7705,0.6817,0.272,1
-1.0681,-1.7088,0.5673,-1.1376,-0.0745,1.4099,-0.6724,1
1.0848,0.2303,-0.4695,1.497,0.0246,0.6678,0.4789,0
0.3133,1.6391,2.0844,0.331,-1.2331,0.4061,1.3421,0
0.287,-0.5761,-0.6047,1.846,-0.2438,-0.3604,0.8167,0
0.9283,-0.7501,-0.7106,0.4401,-0.1818,-0.0288,-1.3513,1
-0.1972,-0.3915,0.5499,0.2104,0.2347,-1.3122,0.3495,0
1.2867,-0.6595,-0.2194,0.6134,-0.7463,0.8172,0.9967,1
0.5687,-1.5717,-1.0206,-0.3673,-1.385,0.95,-1.1201,1
-1.2129,-0.5136,0.7879,-0.343,1.0989,0.1941,-0.4154,1
0.4178,-0.0176,0.3988,-1.1489,0.3324,-1.9399,-0.4588,1
0.8935,0.8658,0.4432,1.1159,-2.0401,0.9197,-1.3064,0
-0.5992,0.3403,-0.4937,-0.8762,0.802,-0.4279,-2.2701,1
0.2468,0.5832,1.9786,-0.9805,0.6075,-0.9681,1.1827,0
-0.1453,0.591,0.2994,0.3732,-0.5008,-1.8955,2.5103,0
-0.0103,-1.0512,-0.5874,-1.2751,1.4071,0.6889,-1.0543,1
-0.1406,1.0757,-0.2484,1.5978,-1.392,0.6842,-0.4802,0
1.4554,-0.2487,-0.9642,2.1439,1.3526,0.2031,2.0748,0
-0.6427,0.0344,-0.3871,-0.065,-0.7718,0.5017,-0.8538,1
-0.6963,-1.0365,-1.3734,-0.5514,-0.1739,-1.0299,-0.6071,1
0.9751,1.6987,0.4556,-0.6107,-0.6718,0.6564,1.4117,0
0.4293,-0.8692,0.2827,-1.1733,-0.8255,1.1951,1.5873,1
-0.4798,1.1916,0.8307,1.6434,0.5838,0.6801,-0.649,0
-1.562,-1.2304,0.1294,-0.755,-1.2906,0.5249,-0.5364,1
0.457,0.764,0.8123,-2.2976,2.6385,0.2978,-0.8649,0
-0.4334,0.3873,1.3752,-0.1762,1.5956,1.3323,-0.685,0
1.777,1.2339,1.6664,0.0074,0.5611,2.6948,-1.5194,0
-1.236,-1.4488,-1.5292,-1.2223,0.6853,0.4562,-2.6998,1
0.978,0.2374,-0.0748,-1.7189,-0.1181,-0.3787,-0.7826,1
1.0178,0.1724,-1.3711,-1.2901,-1.3198,-3.127,-1.0893,1
1.1601,2.1521,-0.4396,0.9871,0.695,0.9703,2.9359,0
-0.2643,0.5436,0.911,-0.1704,1.1093,0.3185,-0.077,0
-1.5934,0.8913,-0.9098,-1.4055,-0.6048,-1.724,-0.5261,1
0.9335,2.9039,0.2048,1.7238,1.1884,-0.6074,3.24,0
-0.1336,1.7303,0.8203,0.2151,0.1316,-0.2001,0.2022,0
-0.3688,-0.381,-0.449,-0.9475,-1.3798,-1.2079,-1.25,1
-1.4299,-0.2483,-0.6173,-2.9616,-0.4346,-0.5061,-0.1407,1
-0.7841,-1.1619,-1.7253,0.0612,0.4054,-0.9715,-2.437,1
-1.0959,1.9376,-1.0766,-1.3426,-0.2652,-0.7729,-0.8961,1
-0.8112,1.9143,0.2071,-1.4357,0.4733,0.6753,1.2087,0
-1.0365,-1.2434,0.1095,-0.5067,0.1506,-0.4275,-0.6374,1
-0.6289,0.31,-0.1824,-1.3881,-1.1055,0.9526,0.7211,0
-1.7596,-0.704,-0.6499,0.3316,0.0949,-0.9406,-1.9449,1
2.0577,-1.0103,-0.1003,0.9745,-0.071,1.4666,-0.3616,0
-0.2172,0.6614,0.6999,1.0413,0.6552,0.8431,1.9424,0
0.99,-1.0081,2.4813,2.0805,2.2456,0.9839,-1.0655,0
-1.1366,-1.0158,-0.9243,-0.7094,1.1734,-0.9481,0.0992,1
0.0042,-1.8863,0.9769,0.487,2.1636,0.6858,-0.7469,1
-0.1783,1.0626,1.2924,2.5927,0.2183,-0.3548,-0.0425,0
-2.1543,-0.0984,0.5756,-1.7267,-1.4241,0.3348,0.2206,1
0.4759,0.8724,1.0776,0.1159,0.6976,0.426,-0.7718,0
-0.3618,-1.0856,-0.4967,-0.0108,-0.5959,-0.7153,-2.2366,1
-1.5986,-0.1089,-0.421,2.1783,-0.1513,0.7196,1.1451,0
0.5062,-2.5021,-0.9007,0.3361,-0.2042,0.1849,0.6421,1
-1.0995,-0.8684,-0.4634,0.1664,-1.482,-0.7338,-1.8137,1
-1.1799,-0.4073,0.3311,0.0072,-0.3176,-1.232,-2.3011,1
-0.0589,0.0446,2.5033,-0.4452,1.0161,-0.3901,-0.1763,0
1.2584,0.3104,0.1748,-0.9797,1.1604,0.3681,0.1518,0
-1.4737,-0.6143,-0.4941,0.1341,0.2114,-0.5982,-1.9671,1
-0.1074,-1.0576,-1.1077,-0.7402,-0.5872,0.913,-1.0834,1
1.3763,0.1868,-0.2437,1.1602,0.4428,0.0257,-0.4762,0
-0.6012,1.7415,0.1866,0.7877,0.0903,-0.0865,-0.7191,0
-0.2813,-0.7588,-0.5483,0.7882,-1.6895,-0.5268,-1.3404,1
-0.7272,1.0364,2.2803,0.0615,0.6015,1.3807,1.0049,0
-0.5898,-1.3835,-1.2341,-0.7795,0.3881,-0.0575,0.0965,1
0.628,-0.6835,-0.4169,0.0111,0.2806,-1.9184,1.0372,0
-1.5806,-1.5816,0.0354,0.2374,1.0796,0.205,-0.621,1
1.0613,-0.9408,0.492,1.0646,0.3138,1.7831,0.9264,0
0.8616,0.9616,-0.9519,0.0708,-0.3051,-0.9355,-2.0315,1
1.3343,-0.1947,1.207,0.0528,0.0146,0.2231,0.2491,0
0.627,0.1963,-1.1915,0.0165,0.6705,-0.0461,0.3746,0
-0.778,-1.2506,1.0208,-0.5207,0.9632,-0.7406,-1.9642,1
-1.9682,-0.9916,-0.8926,-1.8231,-0.4525,1.4314,-1.3753,1
-0.5735,-0.8167,-0.9405,0.7702,1.3155,0.1142,0.1876,0
-1.3342,1.0241,-3.4928,2.0558,1.0616,-1.435,0.4299,1
-0.2581,0.3808,-1.3866,0.097,-0.6578,0.1387,-1.0616,1
-0.2445,-1.5126,-0.6996,0.9619,-0.4233,-0.5094,-0.1378,1
-0.1354,-1.2406,0.6477,1.6207,-0.7618,0.3646,2.349,0
-0.932,-0.3377,0.7653,-1.2117,0.3696,-0.9564,-2.8045,1
0.689,0.6785,-2.1214,0.4987,-1.1421,-0.0055,-1.5543,1
-0.3037,-1.7088,0.6629,-0.3798,-3.4004,-1.4781,-0.8689,1
-0.0317,1.1391,-1.8723,-2.0173,-2.0799,-1.3149,-0.605,1
0.4223,-0.4198,0.6836,-0.268,-0.319,-0.5334,0.0996,0
0.7085,0.9343,0.6052,-0.3335,0.3056,1.4464,0.0516,0
-2.3277,0.8136,1.6868,-1.5943,0.5572,0.7323,-0.3188,1
1.3331,0.4311,0.3825,1.0217,-1.7729,0.5858,-1.0028,0
