@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1-2,4,7,11,16-17,21'

@attribute A1 numeric
@attribute A2 numeric
@attribute A4 numeric
@attribute A7 numeric
@attribute A11 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute Class {0,1}

@data
-1.3613,-0.6184,-1.7244,-0.9735,-0.0513,0.446,-1.2764,1
0.4668,-0.0333,-0.34,-1.571,-0.9721,-0.1703,-1.8953,1
1.482,-2.5319,-0.9881,2.256,-1.3123,-0.8723,1.5215,0
0.1627,-2.4409,0.7394,-0.1327,0.2813,1.0447,1.0729,0
-0.4183,1.2229,-2.8704,-0.5616,0.3493,-1.4761,-0.4618,1
1.298,-0.3824,-0.0851,-0.1939,-0.0537,-1.5803,0.4003,0
-0.9193,-0.4402,1.6879,-0.5229,0.2637,-0.4598,2.0202,1
-1.4081,-0.5475,-0.9756,0.425,-0.7597,0.3539,-1.7196,1
-1.2437,1.1309,-0.3892,0.7329,-0.2102,-1.7407,0.4987,1
-0.7009,-1.3052,-0.7773,-1.1436,-1.1003,-1.4409,-0.2635,1
-2.9238,1.3081,-0.4769,0.8419,1.9433,-0.6876,-0.5092,0
-1.0068,-0.2172,-0.2543,0.8244,-1.2703,0.3685,0.4434,0
-0.396,-0.8469,-0.1995,-1.5336,-1.4631,0.7933,-1.8925,1
0.4149,0.9384,-0.8743,1.2139,0.4505,0.0031,-0.0122,0
-1.4118,-0.604,-1.4057,0.8139,-0.6943,-0.9445,-1.5907,1
1.4799,1.7742,-1.4258,-0.0854,-1.1045,-1.3318,-0.4862,1
1.0634,1.1576,-1.8897,0.1372,-1.5986,-1.5461,0.1718,1
0.2069,-1.7225,0.4035,1.6867,-0.6938,0.8778,-0.5697,0
-1.02,-1.0345,-1.2456,-0.5139,0.0592,-0.1544,-1.0338,1
1.7688,0.472,-0.6785,0.3677,-1.9993,-0.5625,-1.8727,1
-1.4717,-0.0946,-0.225,-1.0466,0.1898,-0.6765,-0.4371,1
0.6864,2.3661,-0.0211,-0.3255,0.3792,2.8235,-0.3974,0
0.1959,0.2323,1.6026,-1.4826,-0.3935,0.7977,0.6214,0
-1.5336,0.8755,1.3982,1.2977,0.1468,2.7321,-0.3718,0
1.3124,1.7396,-0.3074,0.7919,0.4238,0.6429,-0.1102,0
-1.0349,-1.2541,-0.9885,1.3198,1.2593,0.4425,0.7488,0
0.0692,0.2113,-0.1859,-0.5166,-0.1396,0.0052,0.3492,0
-1.0824,-0.4564,-1.1654,-2.8309,-2.0984,-0.1742,-1.2462,1
-0.8199,1.1563,0.3723,-0.8824,0.3059,-2.251,-1.283,1
1.2386,0.3053,1.0332,1.0638,0.9772,-0.6665,0.0101,0
1.8015,0.9421,1.0071,1.9511,0.1516,0.9917,0.7934,0
-2.6403,-2.3258,-0.3916,-0.7982,-0.728,-0.8956,-1.0368,1
0.2379,2.2982,0.1991,1.7023,0.6844,-0.5526,1.7016,0
-0.1706,-0.3257,-0.2728,1.5211,-1.6934,-1.0508,0.0898,1
0.8853,-0.2595,-0.5987,0.4579,2.2447,0.2098,0.2016,0
-1.1114,0.7388,-1.5713,0.5763,-0.7089,-1.479,-0.6534,1
-1.6154,0.2124,0.3995,0.1407,-0.4202,0.586,-1.0565,1
0.4521,0.0754,-1.4508,-0.0929,0.5113,2.2245,-0.1942,0
-0.0836,-0.3456,0.1548,-0.704,-0.1478,-0.6339,-0.1872,1
-0.2163,0.3984,-0.5398,0.6452,-0.3634,1.6567,1.9481,0
0.8294,-0.0826,1.5135,-0.9265,0.0315,-0.1472,0.3308,0
2.5773,0.4179,0.8677,0.6014,1.9825,1.1319,0.3408,0
0.09,-1.7458,-1.754,-0.5394,-0.4768,-2.4692,-0.9876,1
-1.4449,-1.4173,1.2322,-0.1515,-0.705,-0.1901,1.3722,0
0.1252,0.3777,-0.267,-0.6216,-0.7665,0.3828,0.133,0
1.2036,0.8681,1.3522,1.4966,1.1817,0.3138,0.7473,0
-0.4372,1.2891,0.1393,-0.3011,-0.5267,0.3212,-0.291,0
1.9596,-0.183,0.8735,0.3282,-0.29,1.0636,0.5356,0
-1.1658,-0.3627,1.2246,0.7304,1.5577,0.2042,-1.6274,1
2.2314,0.6058,0.3766,1.0477,0.9269,-1.548,0.9847,0
0.229,0.6854,0.2873,0.2403,0.9202,0.8987,0.4905,0
-1.794,-1.6443,-1.0102,-1.8157,2.109,0.0073,-0.7883,1
0.6068,-2.0401,0.221,-1.7844,-0.1735,-1.9033,0.1836,1
1.1215,-0.8548,-0.3105,-0.2311,0.2373,-0.394,-0.5734,1
0.7265,-0.4504,-0.6119,1.6906,0.9197,1.4667,0.2874,0
1.4716,1.6862,0.6885,0.2286,1.2255,1.2011,-1.0186,0
0.1062,1.3347,0.7344,0.6064,0.3467,0.3482,0.3911,0
1.6561,0.3812,-0.5415,-1.1253,1.4805,0.8271,-0.6808,0
-1.5804,-1.0834,-0.289,-0.4643,-1.0235,-1.5985,-1.3347,1
-0.4417,1.19,1.2213,0.996,0.3762,0.9662,0.5578,0
-1.085,-0.8292,0.5013,0.7489,-0.3363,-0.9288,-1.7264,1
-0.8116,-1.1316,-0.3321,-1.1286,-1.7639,-0.3785,0.1896,1
0.5525,2.9479,-1.1418,-1.1921,1.5679,-0.1115,-0.2401,0
-0.7253,-0.311,-0.0137,-0.8439,-0.6024,0.2172,-0.6146,1
-1.0579,2.1634,2.4372,-0.35,1.1449,0.4981,0.6288,0
-1.182,0.8608,0.8389,1.7222,-0.1001,0.8057,0.8371,0
-0.864,0.7798,0.4164,0.8215,0.6095,-0.3979,0.6031,0
0.6597,1.3751,1.2681,0.7779,-0.8923,0.4993,-0.3306,0
0.7619,1.2979,0.4372,-1.2671,-0.224,-0.5465,-0.302,1
-1.9838,1.2897,0.9893,0.5728,1.8922,1.0372,1.22,0
0.6324,-0.0165,-0.5805,-0.2749,-0.0822,0.6223,-0.7699,0
1.1982,1.1216,1.2737,0.6577,0.2824,2.2525,-0.3317,0
0.5624,-2.4961,-1.0801,-0.0936,-0.8399,0.0882,0.0394,1
-1.4789,-0.8551,0.6751,0.6304,1.0011,0.5714,-0.3117,0
1.1247,0.1602,-0.1652,0.1316,-1.6544,0.7873,-0.0658,0
-0.0314,0.943,-0.3879,-1.8947,-0.0256,-0.5499,0.4493,1
0.7678,-0.4155,0.4366,-2.4727,-1.5599,1.5633,-0.7826,1
-0.5253,-1.1916,0.8537,-0.0721,-0.2628,0.5314,-0.8879,1
0.1208,0.8454,-0.6711,-0.6167,-0.07,0.0898,-1.9196,1
-1.0148,-1.3941,-0.5745,1.1127,-1.3219,-0.6023,-0.9349,0
1.3211,1.1741,1.4321,-0.5734,-0.4093,0.1223,0.0316,0
1.3008,1.4904,1.8102,0.2838,1.3577,0.9503,-1.1646,0
-1.0292,1.5348,1.1966,-0.5962,0.1524,-0.8013,0.4599,1
-0.3561,-2.8921,0.2899,-1.3081,-0.2538,-0.3726,-0.3469,1
-0.4683,-2.0464,-1.2041,-1.9244,0.1935,-1.5458,-0.4143,1
-1.0574,1.1957,-1.3251,-0.6194,0.079,0.2933,-0.7209,0
0.0788,-0.5402,-0.822,-1.7776,0.9814,-0.7403,-0.8311,1
0.2771,0.5263,1.5196,-0.4907,-1.6538,1.4193,1.0367,1
-2.2528,-0.0159,0.5056,0.399,-1.8538,0.279,1.1466,1
-0.057,-1.2535,-1.4647,-1.0859,-1.4258,0.8551,1.7159,1
-0.059,-0.0308,1.5836,2.4812,-0.0347,0.558,0.5744,0
-1.397,-0.5745,0.1701,-0.5825,-2.1328,0.0255,-0.8775,1
-1.8627,0.286,-0.099,-0.9034,0.9818,-1.0649,0.1399,1
0.6845,-1.1155,-1.2362,-1.3958,-0.6538,-1.9827,1.2157,1
1.0019,1.9405,-1.1113,0.4193,1.9561,-0.2151,-0.6866,0
1.6638,1.6841,1.5134,1.5549,0.9044,-1.4061,0.216,0
-0.0784,0.7012,-0.4651,0.3102,0.8571,-0.1172,0.2405,0
-0.802,0.951,-0.8401,0.4491,-2.1182,0.2705,-0.2779,0
0.731,-0.2297,1.7873,0.4295,0.4815,0.9103,1.5837,0
1.3629,0.6768,1.4176,-1.447,-0.2177,0.9079,0.0254,0
1.7129,-0.503,-0.546,0.2928,0.9014,-0.725,1.7844,0
-0.3831,0.2445,-1.171,-0.0852,-1.0542,0.2542,-2.2492,1
1.5616,0.3277,1.9549,-0.9931,0.3803,0.8369,-0.0927,0
-0.0499,-1.9749,0.2981,2.4723,-1.3472,-0.6108,0.2909,0
0.3343,-0.3215,0.3455,-0.8331,-1.4901,-1.6775,-0.7401,1
1.0027,-0.4823,-0.18,-0.8965,0.9412,-0.3679,0.7082,0
0.192,-0.2329,0.6344,-0.7111,-0.2301,-0.0656,0.447,0
0.6534,0.9799,1.3464,0.009,0.6486,2.6432,0.5339,0
-1.3406,-0.8684,0.4794,-0.5343,-1.2103,-0.5869,-0.5011,1
-0.5535,0.5267,1.6099,0.2951,0.5815,0.2758,-2.8212,1
-0.4809,-0.116,-0.843,-1.4018,-0.9315,1.26,-0.5062,1
-0.068,-0.0375,-0.273,-0.6337,-1.9882,-2.2861,-1.8153,1
1.5477,0.3663,0.3557,-0.37,0.0222,-0.0318,2.0261,0
1.1765,0.5109,0.2113,1.4137,-0.0657,2.9603,2.4792,0
0.1089,0.1008,0.5244,0.0378,0.1569,-0.0002,2.3034,0
-1.1204,2.2493,-1.0234,-0.8908,0.8447,-0.481,0.8193,0
0.1273,0.7407,-0.4423,-0.3118,-0.3399,-0.9827,1.8944,0
-0.1148,-0.9735,-1.2322,-0.6558,-0.8994,-1.4099,0.3681,1
-0.6342,1.2804,0.3057,-0.8901,0.9287,0.089,2.8105,0
1.0991,-0.6352,0.7806,0.1333,-1.4461,2.0419,0.456,0
0.0435,1.3484,1.5189,1.2356,1.2099,-0.7991,0.0724,0
0.856,0.5215,0.3823,0.541,1.2252,1.2156,1.2395,0
-0.4583,-0.2178,-1.274,-0.6636,-1.1935,-1.5065,-1.5938,1
0.6779,-0.0312,-0.2685,-0.6094,-0.8258,0.0786,-0.7119,1
1.4266,-2.0785,-0.7207,1.0957,0.3958,-1.1106,-0.2719,1
1.4681,-1.3785,-0.1021,-0.9124,-1.6986,0.4101,-2.3179,1
0.0477,-0.5473,-1.0277,1.4491,1.5524,0.578,3.5159,0
-2.1732,-1.2244,0.7254,0.445,-1.6332,0.1495,0.0137,1
-0.0811,-1.0496,0.5504,1.0014,-1.2149,1.7506,-1.8161,1
0.1739,-1.1911,-1.631,1.9211,0.9222,-0.5263,0.8161,1
-0.0124,-1.0302,0.6521,-0.2475,-0.8657,-0.3851,-0.7071,1
0.3981,-0.1912,0.8423,-1.6155,0.5242,0.7402,0.1186,1
1.9206,1.4796,-0.6369,1.1131,-0.463,0.4405,0.3102,0
0.7544,0.249,-1.3266,0.8239,-0.8791,0.5669,-0.2651,1
-1.5033,-1.3676,0.1546,-0.9683,-0.0397,-0.6833,-0.8635,1
-0.6444,-1.9239,-1.2067,-0.746,-0.8871,-1.3373,-1.7635,1
-0.5916,1.1769,-0.3115,-0.4353,0.1967,0.1099,-0.1101,0
0.6382,-0.9207,0.2335,-1.4791,1.1234,-0.0394,-0.5765,0
-0.1859,1.3584,1.4799,-1.2454,2.6471,1.0457,1.2824,0
-0.9024,-0.4453,-1.9922,0.133,-0.7064,-0.3843,-0.3118,1
-0.4071,0.9428,-0.5714,1.7532,-0.3286,1.0022,1.6807,0
0.7104,1.1598,0.6163,1.3067,2.0343,-0.2117,-1.487,0
-0.0982,-0.9045,0.7488,-0.1276,0.6684,0.5253,-0.4249,1
-0.2453,0.8288,2.4568,-0.0392,0.0238,-0.4818,1.2543,0
0.7749,1.1138,0.095,2.8835,-0.7021,0.917,0.7232,0
0.6126,0.3872,0.8072,0.6551,-0.2181,0.4118,0.4204,0
1.0483,0.1187,0.0464,0.8387,1.0032,-2.477,0.7855,0
-1.4121,-0.6,2.2897,1.1976,-0.548,-0.4437,0.3101,0
0.5044,0.4568,2.1791,-0.1056,0.213,1.3369,0.8918,0
-1.6974,1.3442,-0.0059,-0.1269,-1.2233,-0.694,-0.8372,1
1.009,0.5108,-1.6136,-0.7356,-1.4607,-1.321,0.8961,1
0.2127,-1.1355,-0.0724,0.1511,-0.6556,-1.2113,-0.6279,1
-0.8213,-0.0391,-0.4889,0.9967,-0.5893,-0.5219,2.1677,0
-0.1979,-0.1082,0.9834,0.4926,-0.2955,0.001,1.4808,0
-0.4155,0.6793,2.3119,-0.4442,1.635,-0.2585,-1.1766,0
0.2816,1.3619,-0.3828,0.2666,-1.4519,-2.2282,0.0235,1
1.699,0.6581,0.4358,0.2199,-0.4467,0.9664,1.6591,0
-1.25,-1.7841,-1.2511,-1.5721,0.2825,-0.6411,2.0732,1
0.7942,-0.6929,0.6996,-0.7073,0.4061,1.2951,2.65,0
-1.0431,-2.6733,-0.0384,0.0399,-0.1761,-0.4172,-1.8949,1
-0.1392,-1.1844,-0.348,-0.2567,-0.337,0.1367,-1.8705,1
0.0819,-1.3168,0.2783,0.0406,0.1173,-0.6621,-0.6563,1
-0.527,0.462,-0.2113,1.4127,1.6847,0.2782,0.4439,0
-1.2087,-1.1477,-1.5081,0.9328,0.9061,-1.7959,1.0892,1
1.9636,0.5782,0.0324,-0.4283,-1.2099,-0.6327,-2.1312,1
0.3689,-1.2929,-0.401,1.4118,-0.6371,0.9088,0.6105,0
-1.7149,-0.083,-0.8834,-0.1196,-1.1882,0.2067,-2.5789,1
0.6809,2.7565,0.0835,0.2928,0.1031,0.7246,0.4816,0
0.9925,0.0071,-1.9425,-1.6489,-1.5378,-1.2895,-0.4905,1
-0.9347,1.1325,0.5954,0.8322,-0.3542,1.1583,1.1383,0
1.6674,-0.4245,-0.0543,1.5732,1.4629,-0.0054,0.967,0
0.3721,0.9404,-0.473,1.5181,1.0883,-0.9861,0.211,0
1.4419,-1.7332,-0.49,-2.2984,-1.383,-1.1981,-0.6679,1
0.8069,2.1883,1.245,0.4315,1.3785,0.5187,0.2581,0
0.6463,-0.6677,-1.4561,0.1752,0.2271,0.1337,-1.8092,1
1.5027,2.0761,1.6448,0.9446,1.2915,1.4586,-2.545,0
0.6247,0.9485,-0.7876,0.3948,-0.0554,0.821,0.1235,0
-0.4601,-0.5093,0.1122,-0.5733,-2.0622,0.0307,-0.4552,1
0.9972,2.6618,0.1252,1.0643,0.8159,0.1509,0.5113,0
1.8084,0.7802,2.7019,0.1769,0.0337,-1.7335,2.2727,0
0.3869,0.1496,-0.0071,0.6164,-1.7921,-1.9203,0.3717,0
1.6135,1.9092,-0.405,1.3468,0.5454,-2.0083,0.9999,0
-1.7451,0.5658,1.2097,-0.6446,-0.4306,-0.3888,-1.4783,1
1.8036,1.0715,-0.4461,-1.3324,-0.28,0.4965,-0.7211,0
1.5714,0.6821,1.1213,0.0634,-1.8283,0.3078,-2.0817,0
-0.2241,0.9777,0.9219,-0.483,0.1103,0.8905,0.0792,0
-1.4739,-0.401,-1.4394,-0.958,-1.294,-0.995,-0.3522,1
-0.1017,-0.5885,-1.052,-0.5806,-2.1047,0.9484,1.5345,1
0.0541,1.1056,-1.117,0.8484,2.5351,1.2088,2.1737,0
0.6231,0.5362,0.6783,-0.7159,0.7304,0.4251,2.1763,0
0.5163,1.0428,1.2058,1.6368,0.0819,-0.1153,0.4991,0
-1.4279,-1.0751,-0.9389,0.6422,-1.2849,-1.0004,-0.9797,1
-1.4313,-0.9246,-2.372,-0.6548,-0.7474,-0.8164,0.9293,1
1.1242,2.1638,0.6737,0.1101,1.0005,-0.2169,-1.5089,0
-1.7677,1.7055,-0.1689,4.4522,0.7912,1.3085,-0.3687,0
0.6982,0.0823,0.5857,1.653,2.6102,-0.1469,0.4453,0
-0.0837,-1.7339,-1.6908,-0.4488,-2.0892,-0.0912,-0.504,1
0.9356,0.4006,-1.0565,-1.2607,-0.5569,1.3998,-1.4102,1
0.8583,-0.6907,-0.487,-1.9444,-0.6793,-1.2164,-0.05,1
-0.2157,1.1329,-0.9319,-2.2822,0.0377,2.4007,0.791,1
-0.332,0.8019,0.0291,-1.3581,0.372,-0.679,-0.6001,1
-0.5253,-1.6219,0.816,-0.9511,1.6723,0.134,1.1446,1
2.7935,0.0299,-1.2082,-0.9379,0.8001,-1.421,-0.7623,1
-0.6853,-0.1574,-0.441,-0.0493,-0.522,-0.5031,-0.9385,1
0.0425,-0.9503,-0.5209,0.0835,-1.4738,-1.3875,-1.3572,1
1.2693,0.3332,-1.8569,0.9023,0.9958,0.3401,0.1687,0
0.186,0.2427,-0.1945,-0.6962,0.2387,1.6644,-1.6499,0
0.7271,0.43,1.5192,1.0614,0.6729,1.755,2.3005,0
-0.3852,-1.1782,-0.8531,0.5218,0.0378,-0.263,-1.1347,1
1.1298,-1.2587,0.626,-0.8575,-0.0319,0.6883,0.8809,0
1.236,1.9012,-1.1718,2.0472,0.7185,-0.8823,0.0185,0
-2.2566,-0.328,-1.0262,-0.1612,-0.7407,-1.821,-1.5709,1
-0.0207,4.3451,0.9309,-1.7958,1.2552,-0.6153,1.0671,0
-0.8327,2.2896,0.2157,1.2779,0.731,1.1728,1.499,0
0.2375,-0.448,-0.461,-0.4765,-3.272,-0.877,0.082,1
1.0626,1.6995,1.8477,0.7036,0.2281,-1.0055,0.1569,0
1.7336,0.6641,0.0621,0.7628,1.5433,0.4497,0.1805,0
0.1955,-0.6632,0.8463,1.4119,0.4602,-0.637,-0.6421,1
-2.4828,-1.7541,-1.2027,-1.6126,-0.717,-0.6313,-2.4334,1
1.6546,0.1254,0.6227,0.1364,1.2275,0.9794,0.5205,0
-0.6101,0.0694,-0.6684,-0.8264,-0.9092,0.9964,-2.4579,1
1.1108,-0.8223,-1.9547,-2.6345,0.6572,0.2955,-0.2523,1
-0.4132,-0.7754,-1.5865,-0.0487,-1.0497,-0.6471,-0.8236,1
-0.0849,-1.1699,0.7516,0.7577,-0.3633,1.085,-0.5003,1
-0.671,0.941,0.7566,2.5554,-0.202,0.4416,-0.7849,0
0.1718,-1.0268,0.1435,-0.8373,1.8527,-0.2042,-0.1462,0
-1.1716,-0.0989,0.2849,0.3222,-1.6561,-0.9653,0.2576,1
-0.3036,-0.0155,-0.5855,-1.1844,-0.1064,-1.7883,0.662,1
-1.5604,-0.5328,1.6003,1.8375,0.5921,0.818,-1.565,0
1.2194,0.1307,2.5385,0.0994,0.5968,-0.5691,0.8746,0
0.5575,-0.334,-0.829,-0.3634,0.5525,0.6511,-1.2218,1
0.345,-1.763,-0.4302,-1.4369,-0.4497,-1.1865,-0.7694,1
1.4251,-1.6945,0.1214,0.3997,0.1509,0.0658,0.3898,1
2.2344,-0.409,0.8417,-0.6176,0.5119,1.6224,0.0157,0
-1.1292,-1.1798,-0.2465,-1.3781,-0.0711,-0.945,-0.8407,1
0.1409,-1.0664,-2.4626,-0.4291,0.4781,0.5695,-0.253,1
0.2456,1.6506,-0.7912,0.288,0.997,0.696,1.1416,0
-0.3105,0.3024,1.5338,-0.5201,-0.982,1.7832,2.6073,0
-0.2606,0.4539,-0.7707,0.3465,0.1582,0.0191,-0.6686,1
2.1534,1.5405,0.9425,0.2494,-0.252,0.3131,-0.2658,0
-1.0763,-1.1765,-0.5245,-1.4614,0.0305,-1.0683,0.2406,1
-0.7353,-1.434,0.8654,-0.4173,-0.3345,-0.902,0.6348,1
1.7121,0.9795,1.7058,-0.4832,0.6089,0.9086,-0.9846,0
-0.9082,0.7448,0.4633,1.0229,1.2616,1.3867,0.8945,0
-0.4149,0.7367,0.3525,1.2319,-0.5056,-0.14,-0.0842,0
-0.6284,0.3366,0.8438,0.8276,0.8435,-0.5144,0.6254,0
1.8721,-0.4487,0.4479,-0.4341,-0.757,-1.0672,1.8863,1
1.5836,-0.4493,0.9602,1.9093,2.1392,-1.7851,-0.2977,0
-0.0391,-0.8931,-0.3582,-1.4364,-0.1106,0.3886,-0.8892,1
2.2935,1.5441,0.7238,0.3395,-0.6406,0.7892,0.1217,0
1.5943,0.2866,-0.0846,0.5238,-0.4276,1.2836,0.2231,0
-1.0227,1.0706,0.1903,0.3646,0.4125,0.7579,0.5907,0
-0.6052,1.3603,0.9018,-0.9441,2.0407,0.1763,-1.2042,0
-1.2568,-0.4705,-2.3705,-0.1537,-1.0379,0.7051,-0.7397,1
-1.0705,0.9639,-0.8545,-0.6198,-2.8826,0.8047,2.5171,0
-0.7094,1.6597,0.5648,-0.6919,-0.5867,0.1925,-0.9074,0
1.0738,0.8601,1.2714,0.2378,0.3244,0.1846,1.0347,0
0.3109,-1.0705,-0.7571,-1.7637,-2.5776,-1.0001,0.576,1
0.4897,0.6034,1.6775,-0.7493,1.2823,2.4161,-0.9255,0
0.1663,1.7256,2.0629,0.1297,1.4394,1.7971,-0.275,0
-2.005,-0.5283,-1.2814,-1.1503,-0.3411,-0.1137,0.63,0
1.8921,-0.5996,0.7552,2.2232,-0.6609,0.5351,-0.3366,0
-0.8806,1.2011,0.1645,-0.5089,0.8578,1.8836,-1.2772,0
-0.7105,1.2513,-0.3491,-0.8057,-0.6046,-1.8487,-0.2607,1
-1.1257,-0.4124,-0.2301,0.851,-0.4873,0.3616,-0.3015,1
1.0546,0.0955,1.5166,-0.2177,-0.0817,0.4448,0.199,0
-0.2258,-3.0018,-1.3656,-2.1646,-0.9385,-1.3563,-1.1845,1
0.0612,-2.0518,-0.998,-0.0177,-1.8148,-0.0662,-1.3474,1
-0.6184,0.7333,0.8251,0.8971,0.7251,0.1749,0.5024,0
1.441,-0.0307,0.4137,0.5463,-0.7333,-1.5907,-1.3989,1
0.4656,1.5807,1.2166,0.8337,-0.0035,-0.9404,1.6438,0
-2.1238,1.0253,-1.604,-0.4351,-1.0844,-1.9375,-0.0678,1
-0.0434,1.1531,0.3877,0.9182,2.4283,1.5468,-0.0797,0
-0.1402,0.7893,-2.3249,-0.6228,-1.1172,1.874,-0.4742,1
1.0082,1.3264,-0.4311,0.5366,1.0509,0.7059,0.205,0
0.8888,-0.1269,-0.4066,-1.1985,2.0531,1.7815,0.8644,0
-1.4259,0.3712,1.1887,0.2993,1.2639,-1.2633,-0.8399,1
-1.3683,-0.2358,1.1783,-0.5631,-0.6904,0.8451,0.3586,1
0.1004,0.589,0.0498,-0.3571,1.4486,0.9975,0.3538,0
1.1123,0.9585,-0.0261,0.7679,-0.0976,-1.1726,0.8631,1
-1.2956,0.7282,0.2887,-0.2683,-1.0969,-0.5142,1.278,0
1.2124,-1.1365,2.0243,4.1954,0.5988,1.1382,0.3261,0
-0.3521,-0.242,0.2159,-0.6423,-0.6857,1.8568,-1.34,1
-0.7561,1.9915,-1.3699,0.7348,-0.2574,0.194,0.2056,0
0.5399,0.1469,1.2934,-0.4113,0.331,1.9366,0.6243,0
-0.1803,0.0152,0.2068,0.4484,0.4489,1.7006,-2.2285,1
-0.6434,0.9073,-1.2141,-2.5245,0.4347,-0.563,-0.9381,1
0.3094,1.6613,0.4045,0.0124,0.7505,-0.2974,0.411,0
-1.8557,-0.233,-0.9645,-1.9872,-0.6134,-0.9741,0.5746,1
-1.1023,-0.9576,1.8117,-1.8338,1.6901,-0.3366,-1.5651,1
0.0795,-0.1408,-0.0621,-0.5776,-0.1738,0.3401,0.0043,1
0.9541,1.6314,-1.4787,1.2011,1.3173,0.8346,0.3076,0
0.3347,1.0812,0.9609,0.3852,0.3187,-0.4775,-0.893,0
1.0147,1.1163,-0.4575,-0.4057,0.9101,-0.8925,0.1016,1
-1.1172,0.5344,-0.9921,-0.7721,-0.3718,-1.4511,-0.0625,1
0.4152,-1.162,-1.2466,-0.4199,-0.8,-0.5941,-0.6569,1
1.4508,0.418,-0.5902,-0.3415,3.5458,1.6293,-0.6093,0
1.1386,0.5666,-1.7162,-1.6039,0.6111,0.5239,-1.0168,1
0.7202,0.2817,0.8374,0.6974,2.7162,-0.3722,-0.6009,0
-0.5182,-0.7003,-0.3908,-1.737,-1.1116,-0.2174,-1.1101,1
-0.2711,-1.5955,-0.0795,-1.5815,0.9829,-2.0684,-1.9661,1
0.4251,0.0169,0.4098,-1.147,0.2924,-0.9636,0.3957,0
-0.0807,1.1196,0.7036,0.0596,0.5833,-1.4083,1.3413,0
1.143,-0.8421,-0.7566,0.2187,-0.1764,-2.5586,-2.0989,1
-0.4144,0.2378,0.2812,-0.2438,0.2371,0.9542,2.4613,0
-2.0449,0.0916,0.5683,-0.2507,1.0451,0.0443,0.3125,0
-0.8106,0.3134,0.7086,0.2271,0.4804,0.4876,1.9215,0
-0.4949,-0.8863,1.0246,-0.8414,-0.363,-0.6077,0.9603,0
1.1158,-0.0324,-2.0641,-0.2915,0.5807,-1.6123,-0.6323,1
-1.9345,-1.4739,0.2334,0.0525,1.3298,-0.0155,-0.7892,1
-1.539,2.3309,0.5213,-0.281,1.6121,1.292,0.9953,0
0.5419,-1.1979,-1.3259,0.3837,0.6227,-1.8888,-1.0418,1
-0.1369,0.2478,0.408,0.6068,0.6749,0.4918,0.7822,0
-0.1011,1.4598,0.4772,2.1412,1.7175,1.2924,-0.5876,0
0.5366,0.8975,-0.3342,-0.6031,-0.5337,1.0276,-0.4191,1
0.0988,-0.7814,0.2358,-0.954,0.8939,-0.4151,1.3455,0
0.1996,0.1578,-0.4698,-0.9578,-0.2871,-1.6088,-0.3423,1
-1.6032,-0.3665,-1.0308,0.6082,-0.5358,-1.9073,-1.2663,1
-0.7009,0.5014,1.1468,-0.9616,0.3725,-0.3517,-0.4414,0
-0.7336,-0.0369,0.3051,-2.0672,-1.0391,-2.584,-0.9226,1
0.8592,-0.1754,0.6083,0.9893,1.7027,1.6266,0.7921,0
0.3826,0.526,-1.2651,1.8898,0.207,-0.2876,-0.504,0
-0.6813,1.6377,1.297,0.2232,-1.0479,-0.5292,0.4261,0
-1.0274,-2.3908,0.974,-1.9367,-1.3228,-2.1964,-1.0851,1
