@relation satimage

@attribute Sp14 numeric
@attribute Sp16 numeric
@attribute Sp19 numeric
@attribute Sp21 numeric
@attribute Sp23 numeric
@attribute Sp25 numeric
@attribute Sp27 numeric
@attribute Sp28 numeric
@attribute Sp31 numeric
@attribute Sp37 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
94,111,67,111,97,111,98,64,125,71,1
79,77,49,73,75,79,76,50,93,50,1
100,113,66,113,100,108,101,67,124,63,1
87,94,57,85,87,91,85,56,108,59,1
99,112,71,112,99,107,100,71,118,70,1
98,108,63,108,98,106,94,63,119,64,1
96,99,55,87,87,109,96,66,112,63,1
91,94,68,94,79,112,96,64,113,71,1
92,91,52,79,78,91,90,56,93,50,1
98,115,60,111,98,112,96,64,122,71,1
100,111,71,111,96,113,100,66,122,63,1
87,103,63,103,92,100,92,63,112,59,1
99,107,68,112,103,107,96,71,118,66,1
76,73,57,77,79,75,78,53,87,48,1
91,111,76,111,94,87,81,68,100,71,1
72,66,56,70,72,71,73,53,82,57,1
100,111,71,111,100,113,100,66,122,67,1
99,107,68,112,99,107,96,71,118,66,1
85,95,60,95,92,91,87,63,109,56,1
89,100,63,100,92,99,90,63,119,63,1
92,91,60,83,92,75,83,59,104,63,1
87,75,59,83,79,96,92,59,100,59,1
79,73,63,73,75,84,80,63,105,64,1
76,79,53,79,73,73,79,57,90,53,1
98,112,67,103,90,111,97,67,119,68,1
76,102,67,102,94,85,76,64,106,68,1
94,102,64,106,94,103,96,64,118,67,1
96,112,68,112,99,107,96,63,123,63,1
87,89,68,94,83,112,92,71,113,71,1
100,107,67,107,100,113,100,66,122,63,1
72,73,59,77,79,75,73,53,85,57,1
76,69,53,69,72,71,78,50,87,48,1
98,106,64,94,79,116,96,71,122,75,1
94,102,68,106,94,107,96,71,122,67,1
74,75,53,75,78,72,75,48,89,49,1
92,95,71,95,87,83,85,66,100,63,1
74,75,53,79,70,75,75,55,89,56,1
96,113,70,118,100,112,98,71,119,67,1
94,102,68,94,83,107,96,76,122,79,1
91,85,50,73,76,87,85,50,96,51,1
90,91,59,88,86,88,83,57,105,53,1
99,103,64,91,92,99,96,67,104,66,1
94,106,70,111,97,106,98,72,115,71,1
98,106,64,111,98,107,96,64,118,67,1
94,92,70,88,90,106,98,76,106,84,1
88,79,56,71,85,83,87,63,100,63,1
76,79,60,84,80,73,76,57,94,56,1
76,94,68,106,98,91,78,64,104,63,1
101,111,63,111,104,111,98,64,115,64,1
87,83,48,75,75,79,78,49,96,52,1
100,111,67,111,100,109,100,66,122,67,1
79,89,68,98,91,91,88,64,113,67,1
96,104,66,104,92,95,90,59,119,57,1
68,84,71,91,83,84,73,67,101,68,1
96,113,66,113,96,103,94,67,114,67,1
90,102,63,106,90,85,83,64,115,56,1
103,113,70,113,96,103,94,67,124,67,1
99,116,76,112,92,107,96,71,113,70,1
92,104,66,104,92,95,79,63,101,63,1
94,111,68,111,98,112,99,71,122,71,1
80,84,60,75,83,77,79,60,98,60,1
94,97,53,88,83,94,91,53,102,53,1
69,71,50,75,76,66,72,50,90,50,1
87,88,63,88,83,106,91,64,102,68,1
98,102,64,106,94,107,96,64,118,67,1
83,91,59,88,83,88,87,67,101,64,1
96,107,71,116,99,107,96,75,118,74,1
83,85,57,94,87,91,85,56,104,55,1
87,91,71,95,83,113,100,66,108,67,1
100,113,66,113,100,112,98,63,130,63,1
96,107,71,116,100,104,96,63,112,63,1
81,83,60,83,85,75,83,67,104,66,1
100,111,67,99,96,100,92,70,112,75,1
79,81,56,84,86,79,76,57,93,57,1
83,81,53,85,83,95,85,53,100,51,1
103,121,88,116,96,107,92,79,123,63,1
94,108,75,108,98,111,97,70,114,72,1
81,83,59,87,85,84,83,56,97,57,1
75,73,59,81,79,92,87,63,105,64,1
98,111,68,111,94,107,96,68,128,67,1
81,87,60,91,85,91,83,67,109,59,1
75,66,52,66,72,71,73,50,89,53,1
76,73,60,77,79,68,74,64,100,51,1
96,107,71,107,96,107,96,67,118,63,1
92,107,71,107,96,83,81,59,108,56,1
92,111,79,107,92,87,81,63,104,59,1
89,96,52,87,85,99,90,59,110,63,1
75,61,48,64,71,75,78,46,96,52,1
81,75,70,100,92,77,79,63,90,67,1
86,99,75,99,79,111,94,67,114,68,1
100,116,71,107,96,113,100,70,122,67,1
96,99,68,91,78,111,100,71,118,74,1
94,108,75,112,101,102,97,74,124,68,1
85,83,66,83,81,88,83,67,93,60,1
87,107,63,99,92,104,92,59,104,63,1
87,94,64,85,72,112,99,76,122,84,1
83,91,79,103,90,115,97,93,124,80,1
85,109,66,113,100,88,79,67,114,57,1
89,96,63,79,78,77,75,59,97,60,1
74,79,56,87,85,83,79,59,109,59,1
100,111,67,107,96,118,100,66,122,67,1
67,64,51,72,75,75,78,46,84,49,1
88,112,71,107,96,103,87,71,113,63,1
92,103,71,107,96,111,96,71,118,66,1
90,102,63,111,97,106,94,68,120,64,1
83,87,63,87,83,79,81,56,88,59,1
90,102,63,97,87,98,91,60,111,60,1
92,99,71,99,87,113,100,66,122,67,1
74,79,56,83,85,70,72,56,97,53,1
75,103,71,111,92,87,81,66,112,63,1
96,111,71,111,96,100,92,66,122,67,1
83,84,56,81,79,79,80,57,97,57,1
83,83,59,95,87,83,81,59,100,56,1
89,100,63,100,92,103,90,67,114,67,1
94,106,63,92,80,106,91,68,115,71,1
98,111,68,115,98,116,99,71,118,71,1
94,106,64,102,94,107,92,64,113,67,1
76,77,57,73,72,71,74,53,87,55,1
83,77,46,66,72,75,80,47,97,50,1
100,111,71,111,96,109,100,66,122,67,1
89,96,63,96,89,103,90,63,119,63,1
83,85,57,89,83,83,81,53,100,51,1
96,111,75,111,100,113,96,70,117,67,1
97,106,60,97,94,106,98,64,120,60,1
76,73,53,73,79,95,88,60,100,63,1
79,81,53,77,76,79,81,53,96,51,1
99,103,64,107,99,107,100,67,118,66,1
100,113,66,109,100,108,101,67,135,63,1
87,85,64,98,91,83,85,60,100,63,1
90,102,70,106,94,98,91,68,115,68,1
96,107,71,107,96,113,96,66,122,67,1
98,112,67,108,98,111,94,63,124,68,1
83,95,67,107,96,79,81,52,100,56,1
92,103,63,103,96,91,89,63,104,63,1
91,94,53,85,83,91,88,53,104,55,1
97,102,63,92,80,111,98,68,111,71,1
83,92,57,97,87,85,83,60,106,53,1
79,72,51,68,71,67,78,52,84,52,1
98,112,63,112,98,111,97,63,124,68,1
76,69,50,73,76,71,74,50,87,51,1
92,109,66,109,96,108,98,67,119,67,1
80,79,60,75,80,81,79,68,106,64,1
98,111,68,111,98,112,96,68,122,71,1
83,87,63,95,92,104,92,63,108,67,1
98,111,68,111,94,112,96,71,122,71,1
70,67,52,63,70,77,75,49,86,50,1
81,83,56,83,81,95,87,67,100,63,1
80,79,67,88,87,81,79,64,98,64,1
94,106,67,106,94,98,91,64,115,64,1
83,98,64,106,94,95,88,64,104,63,1
76,75,53,71,69,77,79,57,90,53,1
96,107,67,111,96,91,78,63,112,63,1
107,43,49,49,118,108,98,56,110,67,1
98,111,68,102,87,107,96,71,122,67,1
87,97,60,102,90,85,83,53,102,53,1
87,95,67,95,87,96,89,66,112,63,1
94,102,64,98,91,103,88,64,108,63,1
69,79,60,92,83,77,65,60,102,60,1
76,71,50,71,76,69,72,53,86,50,1
98,108,71,99,94,102,94,70,114,72,1
90,84,52,81,79,84,83,50,101,50,1
65,89,68,106,91,83,74,60,108,67,1
83,88,53,84,80,85,79,57,98,56,1
80,79,57,75,76,77,76,57,90,56,1
79,81,64,85,83,87,85,60,100,63,1
88,95,64,103,92,103,92,63,113,63,1
100,116,75,116,100,113,96,74,122,79,1
90,106,67,106,90,106,94,72,115,71,1
72,66,50,66,76,68,70,53,79,51,1
90,95,59,91,86,92,83,57,105,53,1
88,95,64,95,85,107,96,71,118,70,1
73,71,53,79,76,77,76,53,98,53,1
90,95,59,103,94,92,87,57,110,60,1
79,99,75,112,101,88,76,70,114,64,1
99,116,64,112,96,107,100,71,123,63,1
76,71,47,67,73,66,72,53,86,53,1
99,112,80,116,103,111,100,75,123,78,1
98,106,64,102,94,99,92,64,118,63,1
76,77,53,77,76,79,70,53,96,55,1
98,108,63,112,98,111,94,67,119,64,1
75,66,52,70,72,71,73,50,85,53,1
75,91,59,87,83,71,74,56,96,56,1
76,77,50,73,76,75,78,53,87,51,1
92,107,71,103,96,100,92,63,117,59,1
88,91,64,87,81,107,96,63,113,66,1
80,71,47,67,69,69,72,53,82,50,1
86,91,59,95,90,88,87,57,101,57,1
90,97,60,84,73,111,98,68,106,71,1
92,99,63,95,87,100,92,70,117,67,1
87,88,57,92,87,85,83,57,106,56,1
96,112,71,112,99,107,96,71,118,66,1
99,112,68,112,99,107,96,67,113,66,1
94,102,63,102,94,106,94,64,115,64,1
98,108,67,112,98,111,101,67,124,68,1
85,83,53,83,85,79,79,51,96,49,1
98,102,64,111,98,107,99,64,118,67,1
85,79,49,83,81,84,83,52,93,47,1
94,95,63,91,90,97,90,60,114,53,1
88,87,50,75,78,83,83,51,93,56,1
99,112,64,112,96,111,100,71,123,63,1
83,83,51,79,79,79,78,52,96,56,1
76,66,60,73,76,61,67,56,83,51,1
71,61,51,61,71,67,70,52,80,49,1
94,103,71,103,98,106,94,70,119,64,1
94,106,76,102,98,112,99,80,122,84,1
79,85,53,85,79,87,78,56,104,63,1
79,88,63,95,86,84,80,60,93,60,1
79,73,52,66,72,84,76,57,82,60,1
96,103,71,107,100,104,96,70,112,75,1
83,77,59,73,79,79,80,60,89,68,1
76,94,76,111,94,91,81,71,118,75,1
86,81,52,73,79,79,83,50,93,50,1
96,113,70,109,100,108,94,63,114,63,1
96,99,67,99,92,104,96,66,117,63,1
76,75,53,84,80,73,76,60,94,64,1
103,112,71,83,85,111,100,84,118,74,1
90,99,63,99,86,97,94,63,119,57,1
94,103,67,108,98,97,90,67,119,64,1
79,83,63,79,83,75,74,56,92,56,1
101,115,70,111,101,115,98,68,120,68,1
96,107,71,112,103,107,96,67,123,63,1
76,77,57,81,76,79,81,60,100,63,1
89,100,63,100,96,99,90,59,114,60,1
102,115,68,111,98,99,99,71,122,71,1
96,96,63,83,78,108,98,63,110,67,1
94,111,72,111,98,103,96,68,122,67,1
75,99,67,108,98,92,83,67,114,68,1
88,99,68,99,85,79,83,67,109,59,1
96,112,64,112,99,107,96,67,123,66,1
86,84,56,84,86,106,90,60,105,68,1
94,111,63,106,97,111,98,64,120,64,1
81,87,70,96,89,84,83,59,90,63,1
94,111,72,111,98,107,96,64,122,67,1
92,87,63,79,87,75,85,70,112,63,1
85,79,60,79,85,75,79,59,96,59,1
81,83,66,87,89,84,83,67,97,63,1
97,111,67,111,97,111,98,72,120,64,1
96,116,76,112,99,111,100,75,123,74,1
85,87,56,87,78,99,92,67,109,63,1
80,79,57,79,80,77,76,57,90,56,1
86,112,79,112,101,102,94,74,119,68,1
76,77,57,81,83,79,78,56,104,59,1
87,98,68,94,91,91,88,68,104,75,1
79,75,51,72,75,75,78,52,84,52,1
79,87,63,95,92,83,81,56,100,56,1
91,115,97,115,102,116,103,97,128,75,1
70,79,56,83,78,79,79,59,96,56,1
96,113,74,113,100,108,98,71,114,67,1
81,87,56,83,81,95,87,67,109,63,1
96,107,64,107,96,103,96,67,118,63,1
87,94,60,85,87,87,85,56,100,63,1
98,108,67,103,90,111,90,67,114,68,1
91,102,64,98,87,95,88,64,113,51,1
92,107,71,107,96,109,92,70,117,63,1
100,109,66,113,100,112,101,71,130,67,1
71,72,59,79,75,67,74,56,84,52,1
88,95,68,103,88,103,92,71,109,70,1
89,87,56,87,85,95,86,56,101,63,1
94,103,63,103,90,102,90,63,119,64,1
101,106,63,97,83,111,98,72,111,71,1
81,99,84,107,96,107,92,75,113,74,1
99,107,71,112,99,103,96,71,113,70,1
91,111,68,111,98,112,96,71,118,71,1
94,102,67,97,80,102,94,64,120,64,1
79,83,63,91,83,91,85,56,96,63,1
86,88,56,84,83,79,80,53,97,57,1
83,85,64,85,83,87,81,60,96,75,1
92,99,71,107,103,103,96,71,113,70,1
96,116,75,107,96,96,92,70,117,63,1
83,88,56,88,83,88,80,57,105,53,1
98,112,63,112,101,111,101,63,124,60,1
87,91,75,95,87,83,81,66,96,67,1
87,85,53,85,83,83,85,53,104,51,1
83,98,68,106,94,68,74,64,96,55,1
98,103,67,108,94,102,94,63,114,53,1
90,99,59,91,90,97,94,53,101,53,1
89,100,63,109,96,95,83,67,101,67,1
92,107,64,107,92,99,92,59,118,63,1
94,106,68,102,87,107,96,71,118,67,1
86,95,63,99,86,106,90,60,114,64,1
73,71,50,67,76,66,76,50,86,53,1
92,107,68,107,92,107,92,71,113,70,1
97,106,67,106,94,111,94,64,115,64,1
74,87,66,104,89,84,75,63,110,60,1
79,85,64,89,83,99,85,56,104,63,1
94,59,50,31,128,91,88,60,108,59,1
100,111,67,111,96,109,100,66,117,67,1
100,111,71,103,96,113,100,70,122,67,1
78,83,60,87,85,72,75,59,93,56,1
78,67,52,71,78,70,75,52,90,50,1
96,109,63,104,89,108,98,75,114,67,1
98,112,71,112,101,106,104,78,129,72,1
92,113,86,118,100,112,94,87,119,78,1
94,115,78,111,94,106,94,72,106,71,1
78,75,56,68,67,75,75,55,89,52,1
98,115,68,111,98,112,96,68,122,71,1
91,98,64,98,91,99,92,64,118,59,1
81,87,60,83,81,91,87,75,109,63,1
81,87,56,87,81,79,75,59,104,52,1
79,83,51,83,83,91,85,56,96,56,1
96,111,67,111,100,96,85,63,122,63,1
99,112,64,112,99,111,100,67,123,70,1
76,75,53,71,73,94,87,60,94,68,1
96,112,68,116,103,107,96,67,118,66,1
75,83,55,83,83,91,89,59,104,59,1
83,81,56,81,79,79,80,53,89,53,1
94,111,63,111,94,111,98,68,115,71,1
100,79,46,43,122,112,98,67,114,67,1
83,81,56,81,79,84,87,50,93,53,1
79,77,52,84,86,84,80,50,101,53,1
103,116,92,103,81,111,100,79,118,63,1
97,102,70,106,94,106,91,72,115,76,1
71,72,51,72,75,71,74,46,84,49,1
86,108,71,112,94,111,94,67,119,68,1
99,112,71,112,96,111,100,71,123,66,1
87,87,55,83,83,91,89,56,104,52,1
89,100,63,104,92,103,94,67,114,70,1
94,108,71,103,94,102,90,74,114,64,1
79,73,56,81,83,84,80,50,93,53,1
92,100,63,96,89,99,94,63,114,70,1
94,112,67,108,101,111,97,63,114,64,1
83,92,57,88,87,85,83,53,98,53,1
83,73,63,81,83,84,80,63,89,60,1
74,83,64,95,85,68,71,59,85,49,1
90,84,52,77,79,71,76,47,89,50,1
96,109,66,113,96,103,94,67,124,63,1
101,106,67,111,97,115,98,68,125,68,1
96,107,71,111,96,104,96,70,112,71,1
90,88,67,73,68,111,97,70,105,68,1
92,99,67,87,83,79,81,63,104,67,1
94,106,72,106,94,116,99,76,122,75,1
86,103,67,103,94,106,90,63,119,60,1
83,84,59,77,75,75,80,63,85,60,1
92,103,60,99,92,103,87,63,113,59,1
98,102,68,89,79,112,96,76,118,71,1
78,87,56,83,81,95,87,63,109,63,1
97,102,63,88,76,111,94,68,115,68,1
75,66,52,70,72,79,76,50,82,53,1
81,79,53,83,78,75,79,51,96,49,1
79,106,68,111,98,99,88,68,118,71,1
88,79,50,79,81,91,87,55,100,66,1
94,106,74,111,97,106,94,68,115,71,1
74,71,53,68,70,75,75,51,85,52,1
103,109,63,96,89,112,98,67,119,67,1
81,83,63,83,85,84,83,59,93,63,1
78,87,63,87,74,103,90,71,110,82,1
92,103,63,103,87,104,92,63,112,59,1
89,100,70,100,92,103,94,71,114,70,1
97,106,67,111,94,106,94,64,115,64,1
90,103,67,99,86,102,87,63,110,64,1
96,111,71,111,100,109,96,70,127,67,1
74,91,66,104,89,99,83,75,101,67,1
90,111,70,115,97,106,94,68,120,68,1
98,111,68,115,98,112,96,68,128,67,1
97,106,70,111,101,111,98,64,115,71,1
86,88,59,91,86,84,83,57,105,53,1
92,96,70,100,92,95,90,63,101,60,1
78,67,56,67,70,73,79,52,86,57,1
94,115,93,120,104,106,91,80,106,92,1
80,102,74,115,97,111,94,76,120,76,1
97,97,63,79,73,111,102,68,115,68,1
100,109,70,113,96,108,101,67,119,67,1
102,115,72,115,98,116,103,80,128,75,1
100,109,66,109,96,108,98,63,124,60,1
74,79,49,75,78,84,79,56,97,53,1
81,75,46,75,78,81,79,52,90,50,1
100,111,67,107,96,109,96,66,117,63,1
74,83,63,91,89,84,79,59,101,53,1
75,66,49,70,75,75,80,50,89,50,1
78,79,46,79,78,75,79,48,89,49,1
79,66,52,66,68,75,73,53,78,60,1
90,99,63,99,90,88,87,60,119,53,1
76,77,57,81,79,83,85,56,91,59,1
83,85,57,85,83,87,81,56,100,67,1
87,91,75,95,87,83,85,63,100,63,1
83,75,51,64,75,91,89,52,100,52,1
96,112,64,107,96,107,96,71,118,59,1
96,104,66,91,81,103,94,63,105,63,1
81,87,63,87,85,81,79,52,90,57,1
73,67,50,71,73,73,76,50,86,56,1
94,111,67,111,101,111,102,68,120,68,1
98,111,72,111,98,112,99,68,128,67,1
100,111,71,111,100,109,100,66,122,63,1
78,79,52,79,78,84,83,52,93,53,1
81,79,59,83,81,81,83,56,93,50,1
90,99,59,95,90,92,87,57,105,53,1
83,94,68,94,79,103,88,68,108,71,1
100,107,67,99,83,113,100,70,127,67,1
98,108,67,108,101,115,101,67,119,68,1
98,115,64,115,98,112,99,68,122,67,1
94,102,64,98,91,107,96,71,108,79,1
92,99,60,91,85,79,79,63,96,56,1
96,113,66,109,100,99,86,63,124,57,1
78,79,56,87,92,75,75,51,96,56,1
83,79,55,79,75,79,78,52,100,52,1
76,81,57,85,79,87,85,56,100,63,1
90,91,59,91,86,102,90,57,110,57,1
78,71,50,71,74,79,83,51,100,52,1
87,111,71,111,96,104,89,66,112,67,1
97,106,74,106,97,106,91,76,115,71,1
83,75,63,79,83,77,79,64,90,64,1
91,102,57,102,94,95,88,60,113,55,1
87,99,67,99,87,87,85,63,112,63,1
96,111,71,116,100,109,96,66,112,71,1
96,99,60,95,88,111,96,67,113,74,1
94,106,78,115,97,111,94,76,115,76,1
79,75,51,75,75,79,78,52,92,52,1
97,111,63,120,101,115,98,64,125,68,1
92,100,59,96,81,99,90,63,110,63,1
78,99,68,112,96,91,75,67,113,63,1
87,92,57,88,83,89,87,60,102,56,1
98,99,63,88,79,106,94,67,114,68,1
79,84,63,99,94,79,80,57,101,53,1
73,71,53,75,76,73,76,53,90,64,1
101,108,67,112,98,115,101,67,124,64,1
75,72,48,72,75,67,74,49,92,46,1
91,98,57,85,83,103,88,53,100,55,1
91,106,64,106,98,87,92,60,118,55,1
83,94,64,89,79,103,88,60,104,71,1
88,99,60,91,88,95,92,63,113,74,1
74,75,56,79,78,68,71,51,93,56,1
71,64,48,61,67,67,70,52,84,52,1
86,88,67,84,83,92,90,60,97,64,1
89,100,66,104,96,95,83,67,105,67,1
92,103,71,107,96,99,96,67,118,66,1
87,88,60,92,87,94,91,68,111,84,1
100,107,67,111,100,100,96,66,122,67,1
87,97,63,92,87,98,87,64,111,64,1
85,91,68,91,85,95,87,75,109,66,1
98,102,68,89,83,112,103,68,122,67,1
83,88,57,92,83,89,83,53,102,53,1
101,115,67,111,94,111,98,68,120,64,1
73,75,53,84,80,69,72,53,94,53,1
83,84,63,84,80,73,79,60,90,60,1
83,84,56,84,79,88,87,57,101,57,1
103,116,76,116,96,116,100,75,128,70,1
88,103,68,103,92,103,92,71,113,70,1
98,112,67,112,98,106,101,67,119,68,1
76,85,60,94,87,79,78,53,96,55,1
81,83,64,87,85,91,92,75,104,63,1
100,113,66,113,100,112,98,71,124,70,1
97,115,67,106,94,106,94,72,120,68,1
85,95,71,103,92,107,92,71,118,66,1
94,111,64,111,94,103,88,64,118,63,1
96,112,64,112,99,107,100,71,123,70,1
98,112,63,108,98,106,97,67,114,64,1
98,111,64,111,102,116,99,64,122,67,1
100,113,70,113,100,103,90,67,114,63,1
76,71,47,67,65,77,79,50,90,56,1
70,71,56,75,74,68,71,55,81,56,1
79,81,60,73,79,79,81,64,100,63,1
94,108,63,112,94,102,94,63,119,68,1
99,121,64,116,99,116,100,71,128,66,1
73,84,57,84,83,73,76,53,90,53,1
85,87,63,96,89,84,86,59,105,53,1
83,85,64,98,91,75,78,56,83,59,1
85,75,50,71,78,75,79,51,85,52,1
94,102,64,102,94,103,92,64,113,59,1
98,99,75,108,98,111,97,70,114,72,1
92,96,63,87,81,91,90,59,105,57,1
90,103,67,99,94,88,90,67,114,64,1
87,92,89,106,94,115,102,97,125,97,1
94,111,63,106,90,98,91,60,115,56,1
73,75,53,79,73,73,76,53,90,60,1
87,94,57,94,87,87,85,56,104,59,1
79,91,75,99,83,118,100,82,112,79,1
94,111,63,111,101,115,98,68,125,64,1
100,111,71,107,96,113,103,66,117,63,1
98,108,67,108,98,120,101,63,124,64,1
83,77,50,73,76,91,88,50,104,55,1
92,100,70,104,96,103,98,75,119,70,1
74,75,50,79,78,79,79,51,96,52,1
92,99,56,91,81,107,96,63,113,66,1
96,107,63,107,92,104,92,66,122,59,1
98,115,64,115,102,116,103,64,128,71,1
94,106,64,102,94,103,92,71,122,67,1
87,73,50,66,72,79,81,53,91,48,1
96,99,75,107,92,96,92,63,100,59,1
81,87,63,96,92,84,79,59,101,57,1
101,112,71,112,101,111,101,67,119,80,1
87,83,51,75,79,96,92,56,108,59,1
96,107,67,107,96,87,85,63,112,59,1
98,115,72,106,91,116,99,76,122,75,1
94,97,57,97,94,98,91,57,111,60,1
96,107,68,107,96,111,96,67,118,66,1
94,106,70,106,94,102,94,68,115,71,1
100,107,67,99,83,113,96,74,122,71,1
92,95,55,83,83,96,89,63,100,71,1
98,108,56,70,98,106,97,67,114,68,1
74,79,63,87,89,81,79,63,101,60,1
76,77,60,81,79,75,74,60,91,59,1
83,91,75,91,92,83,81,63,100,59,1
103,112,84,116,99,111,96,79,109,78,1
96,107,71,103,96,113,100,70,122,67,1
98,111,68,115,102,121,96,64,122,71,1
76,73,53,81,83,79,78,46,96,48,1
100,103,67,87,79,113,103,70,122,67,1
81,87,56,91,89,77,75,52,105,50,1
79,88,59,91,86,88,83,60,105,60,1
99,103,64,91,81,107,96,67,118,66,1
94,103,67,108,98,111,97,67,119,60,1
94,106,70,111,97,111,94,76,115,76,1
86,91,56,88,83,79,73,50,97,57,1
87,89,64,85,72,112,96,68,113,75,1
96,118,66,113,100,108,98,67,119,67,1
94,106,68,102,91,95,88,71,113,71,1
87,92,67,102,90,94,91,64,111,68,1
86,99,75,99,90,92,87,74,105,72,1
86,99,67,95,83,97,94,63,114,64,1
85,79,59,83,81,95,86,63,101,63,1
96,113,74,113,96,112,98,67,119,67,1
92,100,66,104,96,108,98,75,119,74,1
71,72,55,75,75,71,70,52,84,52,1
74,75,60,79,81,72,75,59,93,56,1
85,91,64,95,88,103,92,67,113,70,1
81,75,56,75,74,75,75,51,89,52,1
70,71,52,71,70,70,72,52,86,53,1
98,106,64,102,94,103,92,64,118,63,1
96,107,76,107,99,107,92,71,113,74,1
103,113,66,109,96,112,98,63,124,63,1
94,102,63,102,94,102,94,64,120,64,1
96,107,84,116,103,103,96,71,109,78,1
92,91,67,91,92,113,100,70,117,67,1
83,79,50,75,80,77,79,50,86,50,1
70,71,52,71,70,70,72,52,82,50,1
99,107,68,107,99,107,96,71,118,63,1
91,81,50,77,79,103,92,53,104,67,1
98,111,68,111,98,107,99,68,122,67,1
75,79,59,91,83,67,70,52,84,52,1
80,84,53,88,80,85,79,57,94,56,1
94,106,67,102,94,98,91,64,111,64,1
90,112,87,112,98,115,97,78,119,72,1
101,120,70,115,101,111,102,72,120,68,1
97,111,63,102,90,111,98,72,120,68,1
100,113,66,109,100,112,101,71,130,67,1
92,103,75,99,96,100,92,70,112,63,1
81,79,49,71,78,73,75,46,90,47,1
71,75,55,79,79,71,70,56,92,56,1
79,89,64,98,91,91,81,60,113,63,1
86,95,67,95,79,102,87,67,105,64,1
96,103,60,91,81,116,100,71,118,70,1
97,111,67,106,97,106,94,64,120,68,1
75,73,52,66,72,79,76,50,89,50,1
96,91,59,75,83,104,96,70,117,71,1
89,96,63,87,78,103,90,63,105,63,1
88,95,56,87,85,95,87,59,113,63,1
78,79,53,79,78,75,79,55,93,49,1
78,79,50,79,78,79,75,51,93,56,1
76,73,53,73,76,71,74,56,87,55,1
94,97,67,84,87,111,94,76,115,76,1
74,91,71,103,96,95,79,75,109,63,1
76,73,57,73,76,83,78,53,87,63,1
78,75,52,67,74,81,79,52,93,57,1
100,113,70,118,100,112,101,71,130,63,1
100,109,63,113,96,112,98,63,119,67,1
81,71,53,64,74,72,75,51,85,49,1
76,85,57,85,83,79,78,53,96,55,1
101,111,67,106,90,111,94,68,115,71,1
79,73,46,73,75,71,76,47,85,53,1
81,83,56,83,81,83,79,71,104,56,1
94,102,64,102,94,103,92,64,118,67,1
87,98,64,98,91,95,88,68,113,71,1
99,112,71,103,88,103,96,67,113,66,1
100,113,66,113,103,108,98,67,124,63,1
86,99,67,99,90,97,94,67,110,64,1
90,92,78,97,97,111,102,88,131,84,1
70,64,53,61,67,64,71,48,74,52,1
79,81,57,81,76,75,74,56,91,51,1
96,112,68,112,99,111,100,71,123,70,1
91,94,64,98,91,107,92,68,118,71,1
98,103,63,88,79,111,94,67,114,68,1
100,113,70,113,100,112,101,67,124,67,1
96,99,63,91,87,91,81,63,100,56,1
