@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R6,8-9,16,18-19,21,24-26,29,32,35-37'

@attribute Sp16 numeric
@attribute Sp18 numeric
@attribute Sp19 numeric
@attribute Sp27 numeric
@attribute Sp29 numeric
@attribute Sp31 numeric
@attribute Sp33 numeric
@attribute Sp36 numeric
@attribute Sp37 numeric
@attribute Sp38 numeric
@attribute Sp42 numeric
@attribute Sp45 numeric
@attribute Sp48 numeric
@attribute Sp49 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
32,136,52,139,34,124,46,131,44,34,44,136,124,136,2
113,89,90,94,108,110,87,86,93,111,89,83,114,87,3
100,85,82,86,103,105,87,83,89,111,89,90,114,94,3
83,70,74,57,77,82,71,64,63,63,67,65,82,62,7
95,79,79,80,75,97,53,108,88,102,76,83,115,116,2
91,79,71,83,49,114,47,126,76,77,53,116,125,135,2
42,124,49,133,31,129,44,143,47,34,50,135,125,135,2
103,86,87,80,102,105,85,90,64,69,80,79,102,87,3
112,90,92,94,111,114,93,90,92,115,88,91,115,87,3
112,90,96,94,120,119,93,90,92,115,92,94,111,87,3
77,64,71,73,88,89,70,65,76,81,76,72,90,68,7
73,60,63,65,75,74,67,55,68,69,64,57,74,57,7
37,126,50,135,31,120,50,113,46,34,46,132,122,121,2
102,83,85,79,98,102,84,87,53,51,71,78,104,85,3
111,94,93,91,115,115,88,91,88,103,88,88,113,92,3
111,90,89,91,106,115,88,91,92,107,92,88,113,92,3
106,87,89,91,111,115,97,91,92,112,92,92,118,92,3
106,87,89,91,111,120,92,87,92,112,92,92,118,88,3
75,69,70,61,81,86,72,76,64,68,64,63,79,67,7
111,91,88,88,107,113,84,88,88,111,84,92,118,92,3
40,116,44,74,64,104,46,139,84,95,71,79,113,108,2
34,120,47,121,36,118,46,121,44,32,48,112,118,112,2
37,124,44,128,34,122,50,125,48,37,48,125,118,125,2
62,54,64,52,57,67,60,63,55,54,55,50,70,54,5
107,88,88,92,107,109,88,83,95,113,86,89,104,78,3
31,143,46,141,34,139,44,146,46,34,43,144,138,144,2
57,49,56,46,51,67,55,50,59,53,59,44,73,52,5
111,92,88,96,109,112,95,85,101,112,96,90,114,94,3
51,108,44,78,83,96,63,103,79,95,79,75,93,79,2
32,141,44,144,32,133,46,136,46,32,46,142,124,139,2
34,133,48,133,34,127,49,133,42,32,46,135,119,131,2
37,112,48,114,34,112,49,111,49,34,49,116,110,113,2
111,92,88,81,100,108,90,89,67,70,79,75,110,90,3
54,50,55,55,49,69,59,44,56,51,59,60,65,45,5
75,67,71,63,67,69,59,55,63,63,63,60,75,64,7
75,62,67,59,63,66,59,59,63,60,59,64,72,57,7
56,103,46,75,77,93,56,120,78,88,78,76,101,90,2
104,85,78,75,84,86,71,64,78,84,70,65,74,58,7
79,63,63,64,70,68,59,42,57,63,53,48,56,44,5
56,44,59,53,54,72,56,45,53,53,53,58,67,48,5
37,113,52,111,63,97,70,80,68,77,68,61,82,61,2
57,42,52,48,56,56,53,44,57,59,60,54,71,57,5
63,57,63,108,53,85,60,55,44,31,44,94,78,57,2
88,80,78,72,85,90,80,76,76,87,76,78,96,78,4
34,140,44,139,31,131,47,139,46,31,46,139,133,143,2
34,140,44,139,34,131,44,139,46,31,46,143,133,139,2
43,111,44,116,43,106,47,120,46,36,50,117,113,107,2
37,122,47,124,34,115,47,113,46,31,50,114,104,103,2
63,94,70,65,77,78,68,61,64,68,64,56,75,59,7
56,51,53,50,49,71,53,50,53,45,56,56,71,56,5
60,58,57,61,55,78,57,54,53,48,56,63,79,63,5
37,108,53,113,31,106,44,94,43,29,43,128,122,132,2
89,76,80,81,103,96,84,78,84,99,84,79,104,79,4
85,72,76,74,87,87,76,78,79,91,84,79,96,79,4
40,116,50,121,36,122,50,117,44,34,44,129,118,129,2
31,135,47,107,34,122,43,135,48,37,51,104,113,116,2
77,61,68,56,75,75,68,59,67,75,67,62,85,62,7
34,116,44,128,29,122,43,135,51,45,44,146,134,146,2
91,74,68,79,99,96,75,75,82,96,82,78,104,81,4
68,85,50,79,87,93,63,100,82,100,82,81,100,85,2
68,56,64,58,75,74,67,58,63,67,66,55,76,63,7
54,52,53,54,48,70,55,67,59,53,56,59,76,59,5
29,139,43,112,29,128,41,146,56,49,52,100,117,133,2
48,59,56,116,45,85,51,62,43,27,43,133,96,89,2
95,75,84,85,96,96,82,78,92,108,92,83,105,79,4
95,79,84,78,91,96,82,78,83,99,83,79,97,79,4
37,116,51,129,49,108,63,74,59,60,63,64,75,57,2
95,79,79,78,87,92,82,78,75,91,79,72,97,75,7
79,67,75,66,75,80,70,70,71,81,75,72,90,75,7
51,67,55,59,49,76,56,63,52,51,56,60,79,64,5
87,78,63,86,103,105,75,79,93,111,93,90,105,80,3
79,63,70,64,81,82,71,64,70,79,74,65,82,62,7
83,70,74,68,81,82,71,68,67,75,70,69,82,69,7
49,70,52,64,54,82,59,90,53,49,50,87,105,115,5
27,129,43,135,30,119,42,127,44,29,44,115,101,101,2
95,79,83,80,97,105,82,80,88,98,88,79,102,79,3
99,83,83,80,102,110,85,83,92,106,92,83,106,87,3
81,79,56,90,102,105,67,80,101,115,97,87,98,72,3
70,53,67,51,67,74,67,55,64,69,64,54,67,54,7
66,53,67,55,67,70,63,55,64,66,64,54,78,54,7
84,64,75,62,79,85,74,69,68,73,68,61,82,61,7
91,72,79,69,84,85,74,69,76,81,72,72,90,72,7
57,68,59,65,60,82,57,73,57,59,60,68,86,68,5
97,80,85,83,98,102,88,79,97,112,92,88,118,85,3
79,69,78,61,73,82,76,68,68,75,71,59,79,63,7
88,73,74,76,89,94,76,72,76,87,80,78,100,74,7
75,69,70,72,77,90,68,72,64,71,64,78,87,78,7
84,73,70,68,77,82,68,72,71,75,71,70,83,67,7
49,58,53,65,49,82,57,61,56,54,60,70,83,78,5
53,58,53,61,55,78,57,68,56,57,53,85,96,96,5
102,79,84,92,112,118,92,85,97,111,97,92,113,92,3
106,87,92,88,107,113,92,85,88,107,88,92,113,92,3
106,87,92,88,107,108,92,88,88,107,97,92,118,92,3
69,87,68,63,71,79,64,56,67,72,67,54,74,58,7
81,72,72,74,75,87,64,78,79,91,71,79,93,79,5
77,72,68,78,64,87,64,78,67,68,67,79,85,79,5
59,68,60,70,57,79,64,70,63,58,63,71,85,67,5
29,120,47,114,29,113,43,114,44,34,44,104,109,112,2
112,92,92,96,111,118,93,96,99,113,99,96,117,92,3
112,92,92,96,111,118,97,92,95,113,104,96,117,92,3
107,88,92,92,111,118,97,92,90,104,95,89,117,89,3
71,59,64,54,72,70,63,58,63,67,63,55,76,55,7
68,52,60,54,72,77,63,54,63,75,63,59,80,59,7
75,56,64,54,68,74,67,58,66,71,66,55,69,55,7
75,67,71,67,75,81,71,71,63,71,66,66,80,70,7
79,74,71,67,79,89,71,71,66,71,66,70,88,70,7
111,92,93,89,104,117,95,89,92,108,92,90,110,90,3
72,58,67,55,71,73,66,55,63,70,63,57,72,57,7
83,71,79,70,79,88,78,66,71,77,75,64,82,68,7
68,79,67,78,79,92,70,78,79,84,71,79,93,79,5
75,67,71,66,71,80,66,70,63,66,63,68,86,72,5
68,75,63,70,79,88,70,74,71,77,71,75,93,75,4
37,104,48,70,87,96,63,100,71,77,75,72,93,83,4
32,112,44,107,32,100,40,107,42,30,42,116,105,109,2
104,89,95,94,108,114,96,90,93,111,89,87,110,87,3
71,59,63,57,73,75,67,60,63,75,63,58,78,58,7
75,70,66,75,73,90,63,75,67,75,67,80,93,76,5
34,118,46,116,30,101,46,116,50,34,47,111,101,119,2
70,53,59,51,67,78,60,55,64,69,64,57,74,57,7
70,57,63,58,71,74,67,62,64,69,68,61,82,61,7
73,79,67,80,75,93,67,76,72,81,72,79,94,83,5
70,72,63,76,75,89,67,76,80,94,80,83,106,83,5
66,68,63,76,79,89,70,80,80,94,72,83,102,87,5
32,127,46,122,31,110,42,126,47,34,44,124,111,128,2
120,94,97,94,120,120,101,94,101,116,101,96,122,96,3
115,94,93,94,111,111,92,91,92,107,92,88,113,92,3
79,62,67,65,85,86,72,68,76,79,71,63,83,70,7
37,119,44,124,34,102,50,113,40,29,43,121,100,99,2
106,83,84,81,99,104,84,85,84,103,88,83,109,87,4
106,83,80,85,107,113,84,85,88,107,88,87,113,87,4
69,54,64,56,75,71,68,56,63,68,67,54,77,54,7
73,61,64,59,79,79,64,59,71,79,67,58,81,58,7
69,57,68,56,71,71,68,59,67,75,67,58,74,58,7
66,98,50,74,87,96,60,103,75,79,75,71,100,83,2
49,94,60,78,83,87,71,70,63,64,71,67,85,67,4
116,96,101,100,116,123,97,96,99,118,99,96,112,92,3
75,59,64,58,75,77,67,58,66,79,70,59,80,63,7
75,63,68,58,72,74,71,62,63,75,63,55,76,59,7
79,63,71,67,79,85,71,62,66,75,66,63,76,63,7
45,99,64,129,37,109,63,75,43,29,46,122,92,92,2
121,96,97,96,118,122,99,100,96,117,96,94,114,90,3
107,87,84,89,100,100,78,70,87,103,79,72,82,64,4
72,58,71,59,75,73,66,59,67,73,67,60,75,57,7
113,92,90,86,108,114,92,90,85,102,97,101,124,97,3
109,81,86,94,108,110,83,86,93,120,89,87,114,87,4
113,92,90,90,112,114,87,83,89,111,89,83,101,80,4
83,66,74,64,77,86,71,60,67,79,70,62,85,62,7
71,55,66,57,73,75,67,57,70,84,67,62,82,58,7
75,59,66,60,77,75,63,57,63,71,63,55,78,58,7
71,59,63,60,70,72,63,57,63,75,63,62,82,58,7
79,63,70,60,77,79,67,60,67,75,63,58,85,62,7
84,64,67,65,79,85,63,65,64,77,60,65,82,65,7
84,68,63,65,79,85,60,65,60,77,64,72,94,76,7
91,83,75,80,102,114,74,97,76,111,76,102,120,102,1
84,72,71,73,84,89,74,73,68,81,72,68,90,76,4
63,75,67,73,88,85,74,73,76,98,76,76,94,72,4
106,87,85,87,106,111,84,87,84,107,84,85,108,85,4
71,62,63,61,77,78,68,65,68,79,68,67,83,67,7
67,62,63,57,69,74,64,57,68,75,68,59,75,59,7
79,62,67,65,77,82,64,65,64,79,64,63,83,67,7
56,83,63,68,94,86,76,76,76,91,76,81,104,78,4
88,73,74,76,94,98,76,72,76,95,71,74,91,70,4
102,87,88,85,99,104,84,78,88,99,84,79,93,75,4
81,65,72,67,87,91,71,70,75,91,75,75,93,71,7
73,61,68,59,75,79,68,59,67,72,71,58,74,58,7
77,57,68,63,79,79,68,56,67,79,67,58,77,62,7
73,54,68,56,75,79,68,59,67,75,67,62,85,62,7
115,102,72,99,112,128,80,103,75,111,75,100,123,100,1
94,79,64,99,103,118,64,81,71,111,67,96,113,92,1
79,63,68,62,79,77,67,58,66,75,66,63,88,70,7
83,70,68,62,72,74,67,58,59,63,59,55,69,55,7
91,70,76,71,91,89,75,71,74,87,74,74,92,70,4
107,87,84,63,100,104,82,89,63,77,71,72,105,83,4
107,83,84,85,104,108,82,81,71,84,83,83,105,83,4
79,62,67,63,75,84,66,63,63,70,63,79,93,83,7
72,58,67,81,71,88,70,59,59,57,59,79,82,64,5
75,62,67,59,79,80,66,66,67,77,67,64,82,64,7
116,100,75,96,113,117,66,100,71,108,67,98,124,98,1
111,100,67,100,113,127,66,100,67,112,63,98,124,101,1
68,62,67,52,63,66,59,55,63,66,63,53,68,53,7
75,63,63,64,73,82,67,60,74,84,74,80,93,69,7
79,63,66,64,77,82,63,68,67,71,63,65,85,76,7
60,85,59,86,57,97,56,86,57,56,53,90,93,87,5
113,100,70,101,112,124,71,98,74,115,70,101,124,101,1
63,55,63,53,66,68,63,60,63,67,63,62,74,62,7
87,70,74,72,88,90,71,64,70,88,67,62,74,62,4
77,64,71,62,75,82,67,65,72,81,72,61,78,65,7
88,72,75,76,88,97,70,65,68,81,68,65,78,61,4
88,76,67,79,81,90,68,68,71,79,68,67,91,74,7
67,58,63,57,69,74,68,65,68,71,68,59,75,59,7
75,65,74,61,73,82,68,68,68,75,68,59,79,63,7
77,61,68,59,79,79,64,59,71,83,67,62,89,62,7
85,72,76,81,91,96,76,74,84,95,79,75,89,75,4
94,76,80,70,91,91,76,78,71,79,71,67,85,71,7
55,83,57,78,57,87,56,70,59,58,59,71,85,71,5
66,54,64,59,71,75,68,59,67,68,63,58,70,62,7
99,85,80,75,95,100,84,75,82,87,82,78,104,78,4
64,67,64,71,51,81,59,67,56,53,52,78,88,74,5
75,63,68,71,61,81,67,62,52,49,56,74,84,66,5
112,96,68,96,107,113,67,96,66,109,66,96,112,96,1
103,88,60,100,107,118,67,83,70,113,70,100,122,96,1
75,59,64,67,75,81,67,62,66,75,70,70,73,63,7
75,59,68,62,68,74,63,58,66,71,63,55,69,55,7
95,75,84,66,87,96,82,78,67,77,71,72,101,79,4
58,71,55,59,60,76,59,70,56,60,52,68,82,72,5
54,71,55,74,53,84,52,78,52,54,52,75,90,72,5
68,58,63,63,63,66,63,55,67,73,63,57,68,57,7
75,58,67,55,71,73,66,59,59,70,63,60,72,60,7
53,66,59,75,54,82,59,72,67,67,60,80,85,80,5
87,66,78,68,88,97,75,72,70,79,74,73,97,80,7
63,55,63,64,66,68,63,57,70,75,67,65,70,58,7
81,64,67,69,84,85,63,65,76,94,68,65,82,61,7
108,98,67,101,111,119,63,97,68,115,68,98,125,98,1
112,98,63,101,111,124,63,101,60,111,64,98,120,98,1
112,98,67,101,111,119,67,94,68,115,68,98,120,98,1
66,60,67,58,71,74,63,58,64,69,60,54,71,57,7
97,83,78,87,102,111,84,83,80,99,84,85,104,81,3
111,94,67,91,111,115,68,98,68,112,71,96,122,96,1
111,101,67,102,115,120,68,98,68,116,68,99,122,99,1
85,68,72,70,83,96,71,70,75,91,75,71,93,71,4
77,65,64,63,83,83,68,63,71,83,67,62,85,62,7
52,68,53,59,54,71,56,59,55,54,55,58,74,58,5
55,61,53,63,54,75,53,67,55,54,55,58,74,58,5
111,98,68,96,107,118,71,96,71,111,71,100,123,100,1
68,74,60,75,79,89,59,71,82,91,82,78,92,74,5
107,96,71,96,111,123,71,100,66,104,70,96,122,96,1
112,96,68,100,107,123,71,100,70,113,70,96,117,100,1
112,99,64,100,111,123,67,100,70,113,70,100,122,100,1
107,96,68,96,116,118,71,104,63,109,66,96,122,100,1
112,99,68,96,107,118,71,96,66,109,66,96,122,96,1
87,67,79,74,87,96,74,74,79,88,75,72,90,72,4
91,71,75,70,91,88,78,70,79,88,79,72,90,68,4
103,87,79,78,91,96,86,81,75,81,75,72,90,75,7
54,50,55,59,56,66,52,52,75,84,63,49,65,49,5
54,58,55,52,56,69,52,59,56,54,56,53,72,57,5
103,87,71,74,91,100,66,89,67,99,75,79,110,86,1
107,100,71,96,113,122,63,96,63,108,63,94,114,94,1
111,104,71,96,109,122,66,103,63,103,67,98,124,98,1
111,100,71,96,113,117,70,103,63,108,67,101,130,98,1
104,89,82,75,95,105,83,86,70,84,78,80,114,87,7
91,78,66,83,99,101,67,86,67,106,63,80,105,83,1
104,96,63,90,103,119,67,94,63,102,63,94,114,97,1
84,68,67,73,88,93,70,65,76,85,80,72,94,68,4
84,68,75,65,75,82,70,69,72,81,68,65,78,57,7
88,79,75,76,79,89,67,73,68,81,72,76,86,68,7
54,49,56,65,63,74,57,55,80,94,76,68,71,54,5
108,98,67,87,111,114,67,97,64,89,64,91,115,94,1
108,94,63,94,102,114,63,94,64,106,64,94,115,94,1
103,94,63,94,106,114,63,90,68,106,64,94,115,94,1
84,69,78,72,94,98,80,83,76,91,76,85,113,88,7
115,97,93,91,106,106,80,98,92,103,80,81,100,85,1
92,80,63,91,89,102,60,79,68,107,64,85,104,81,1
97,87,67,79,89,98,64,91,56,91,60,88,104,88,1
102,90,63,94,102,115,64,94,64,103,64,96,122,92,1
102,94,63,94,106,120,68,94,64,107,64,92,113,92,1
111,97,67,98,111,125,68,98,64,107,68,96,122,99,1
85,76,72,78,99,104,84,78,71,79,84,83,104,75,7
69,87,72,81,99,108,84,96,75,107,75,96,109,96,3
115,102,97,103,121,128,88,96,75,107,79,100,118,92,1
106,94,64,92,103,113,64,96,67,103,67,92,118,92,1
111,98,68,99,107,122,68,99,67,107,71,96,113,100,1
83,67,68,67,87,89,67,67,66,79,70,63,88,70,4
103,88,84,92,107,113,88,92,86,113,90,96,117,96,3
103,96,88,96,107,113,88,92,95,109,90,92,112,89,3
107,96,64,92,103,118,63,96,63,91,63,89,112,92,1
107,92,64,96,103,118,67,92,66,100,66,96,117,92,1
107,96,64,100,111,118,67,96,66,109,66,96,122,96,1
87,67,71,63,79,76,70,63,71,81,67,57,75,57,7
107,92,71,92,100,117,66,96,59,99,59,90,119,94,1
107,96,71,92,104,117,66,92,63,103,59,90,110,90,1
103,87,63,92,104,112,59,81,59,99,63,90,110,86,1
99,92,59,81,96,104,63,89,63,99,59,86,101,86,1
103,96,67,89,100,112,66,96,67,95,67,79,101,79,1
111,100,67,100,109,122,66,96,67,108,67,94,119,94,1
111,100,67,96,109,122,66,96,63,112,67,101,119,98,1
60,59,78,57,70,86,79,83,67,71,74,73,97,87,5
91,78,82,79,99,105,87,94,82,102,85,90,119,97,3
104,92,63,90,91,105,59,86,57,88,57,83,105,87,1
113,96,74,98,108,114,71,98,67,115,67,97,119,97,1
77,64,71,80,92,93,78,80,88,102,80,83,102,79,7
95,79,83,83,102,105,85,90,80,94,88,87,111,91,3
103,90,83,94,115,114,78,94,76,106,72,91,102,91,3
103,90,59,87,92,114,57,83,57,85,53,87,106,83,1
103,94,67,94,102,114,63,94,64,102,68,94,120,98,1
108,94,63,94,111,119,63,97,68,111,64,94,125,98,1
84,65,70,57,73,74,64,57,64,71,64,56,71,59,7
106,90,67,91,98,111,60,87,64,103,60,88,100,85,1
106,90,60,98,106,120,64,94,60,103,64,96,118,96,1
69,57,64,56,71,71,68,56,67,72,67,58,74,54,7
73,54,64,56,71,75,64,56,63,72,67,54,70,58,7
77,68,72,63,79,79,68,70,63,72,63,58,85,67,7
85,79,80,78,83,91,80,81,75,79,75,79,109,87,7
75,59,76,67,72,81,71,67,78,91,82,85,108,89,7
95,81,88,79,95,109,93,92,74,83,78,81,112,92,7
112,92,71,96,99,113,63,87,66,91,63,81,104,85,1
103,96,60,87,87,104,55,83,56,91,56,85,100,81,1
103,88,64,96,107,118,67,79,66,109,70,96,122,96,1
107,96,64,96,107,118,67,96,66,87,66,78,112,85,1
112,96,71,100,111,118,71,100,66,109,66,96,117,100,1
72,58,67,55,71,73,66,55,63,66,63,57,68,57,7
79,67,67,63,79,80,70,70,83,99,87,83,110,86,7
99,87,63,81,87,100,63,85,56,81,52,75,105,86,1
91,87,59,81,87,104,56,89,52,77,52,86,101,79,1
107,96,67,85,96,112,66,92,59,88,59,86,105,90,1
91,79,67,96,104,108,63,78,75,108,67,86,101,79,1
111,96,71,100,109,122,66,96,63,108,67,94,124,94,1
75,63,70,79,99,101,87,83,89,106,89,87,110,87,3
66,53,63,55,71,74,67,58,72,85,80,72,94,76,7
103,90,92,83,106,114,85,94,76,89,84,94,111,91,3
81,79,52,90,84,101,50,76,57,94,53,87,94,76,1
71,58,67,72,89,94,80,79,84,103,84,85,108,81,7
79,80,53,76,81,98,57,79,56,87,56,81,100,78,1
88,87,57,83,89,106,60,87,56,83,56,85,104,85,1
97,83,57,87,94,111,60,94,56,91,56,88,113,92,1
106,90,63,91,94,111,64,91,43,34,46,107,104,92,1
89,72,80,85,103,113,84,85,84,103,88,83,104,87,3
89,76,80,81,99,104,84,81,88,103,88,87,109,83,3
106,87,88,81,103,104,84,85,79,95,79,79,100,79,3
85,83,53,78,87,104,56,81,63,95,63,87,100,87,1
73,94,50,121,34,118,43,132,44,29,44,133,118,129,2
112,92,88,83,107,109,88,87,86,100,86,81,108,85,3
71,74,53,75,68,85,51,71,49,71,49,74,88,70,1
95,85,56,92,107,118,63,96,66,113,66,100,122,100,1
48,103,43,96,45,113,44,133,66,113,59,107,112,122,2
99,85,64,83,95,104,63,92,56,71,59,81,112,89,5
107,87,88,81,100,104,86,85,83,95,83,83,110,86,3
103,79,84,85,96,96,82,78,96,112,92,90,105,79,3
87,87,51,85,79,92,49,81,56,84,52,79,90,75,1
79,83,63,78,79,96,56,81,59,84,59,83,93,79,1
95,87,63,81,87,104,63,92,56,84,63,94,110,94,1
99,92,67,85,96,112,63,89,59,81,59,86,110,86,1
95,83,63,114,71,104,59,81,42,30,46,124,101,101,2
75,79,51,100,91,108,63,78,79,91,79,86,86,75,5
100,81,90,79,99,101,87,83,82,102,85,80,101,80,3
104,89,90,86,103,105,87,86,85,102,89,87,114,87,3
104,85,82,94,112,119,92,90,93,115,97,97,114,94,3
75,78,59,83,84,93,59,83,57,84,53,87,93,80,1
96,89,59,90,99,114,59,86,67,102,63,90,114,90,1
91,85,63,98,99,110,71,75,70,88,74,94,93,80,5
53,74,56,75,60,72,59,72,78,84,63,73,82,65,5
99,83,87,83,102,105,85,80,88,102,88,83,102,79,3
103,90,83,97,106,114,89,80,92,106,88,83,106,83,3
70,72,49,73,67,82,50,73,50,73,50,72,82,72,1
77,79,56,73,84,97,57,83,53,73,53,76,94,76,1
34,124,49,133,29,114,44,133,44,31,47,124,106,124,2
77,75,59,94,84,93,63,73,68,73,68,79,94,76,7
54,68,52,69,63,74,60,65,72,81,68,65,74,65,7
97,76,82,79,98,98,80,79,80,91,80,78,100,78,3
71,76,47,72,69,82,50,72,50,71,50,74,91,74,1
88,83,57,76,77,94,57,79,60,83,56,78,96,85,1
92,87,53,94,98,111,57,87,68,99,68,85,104,88,1
106,87,88,88,99,104,84,81,84,99,84,79,109,83,3
98,79,84,85,99,100,84,85,84,99,84,83,113,87,3
85,83,68,81,87,104,68,88,75,95,71,87,109,92,1
34,128,44,128,36,118,46,114,59,68,55,96,104,92,2
85,79,64,81,75,96,64,88,59,61,59,79,100,92,5
85,76,72,81,99,104,80,81,71,79,79,79,96,79,4
73,65,64,81,79,91,68,67,79,95,75,79,85,71,4
95,78,80,83,95,100,79,79,86,96,86,81,104,81,3
103,88,88,79,99,104,88,87,82,96,82,78,108,85,3
112,88,92,83,107,113,88,87,82,91,86,85,112,92,3
75,78,50,79,64,85,48,67,52,83,49,78,96,78,1
91,88,68,87,91,109,75,87,66,83,66,81,104,89,1
75,78,56,79,72,85,55,75,70,96,63,78,84,70,1
83,81,80,96,79,96,79,79,59,67,63,96,104,85,4
95,92,63,89,96,104,63,92,79,99,71,94,110,90,1
72,75,48,74,71,92,49,78,46,66,49,75,90,75,1
75,75,55,81,71,84,52,70,49,66,52,72,86,72,1
68,75,63,78,63,84,59,74,59,73,63,75,93,79,1
103,96,71,92,100,112,70,96,71,103,75,98,114,94,1
91,78,86,79,95,105,92,90,85,106,93,90,114,94,3
75,78,46,79,73,90,49,83,50,75,50,80,101,80,1
104,96,70,98,108,114,71,94,74,111,70,97,114,94,1
100,92,70,94,108,119,75,98,70,106,74,97,119,97,1
79,85,63,94,88,105,63,86,78,97,70,83,101,83,5
60,89,56,86,63,90,59,83,57,71,60,80,93,83,5
95,75,83,80,92,97,78,76,80,98,80,76,102,79,3
103,86,87,87,97,110,85,80,80,94,80,79,102,83,3
81,79,52,83,75,93,50,80,50,73,50,72,90,76,1
66,72,49,80,71,89,50,76,50,73,50,76,94,79,1
66,79,63,87,92,105,78,94,76,102,80,102,131,102,1
92,83,60,94,89,102,64,76,84,112,71,85,96,81,5
67,83,53,83,73,90,53,83,64,83,64,85,96,85,1
115,87,84,96,103,113,84,74,93,111,84,83,100,75,3
94,79,84,81,99,108,84,96,84,99,88,92,109,92,3
69,76,50,78,71,87,50,74,51,79,51,83,96,79,1
73,76,57,78,71,87,53,74,48,79,55,79,93,75,1
77,79,57,74,71,87,53,74,55,79,55,75,89,75,1
