@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R1,7,10,12-13,16,18-19,21,23,27,30,35-37'

@attribute Sp11 numeric
@attribute Sp17 numeric
@attribute Sp21 numeric
@attribute Sp23 numeric
@attribute Sp24 numeric
@attribute Sp27 numeric
@attribute Sp29 numeric
@attribute Sp31 numeric
@attribute Sp33 numeric
@attribute Sp35 numeric
@attribute Sp39 numeric
@attribute Sp43 numeric
@attribute Sp48 numeric
@attribute Sp49 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
57,74,71,62,57,61,59,78,60,82,71,51,75,63,5
63,78,75,65,57,61,62,82,60,78,71,54,79,67,5
47,131,34,139,46,139,31,133,46,133,128,32,128,133,2
72,90,81,65,71,70,83,87,71,83,85,87,85,71,7
57,60,59,50,64,56,61,71,60,71,89,64,77,71,5
57,71,55,65,53,52,54,71,53,75,74,48,77,67,5
53,71,59,61,46,78,48,71,56,71,113,45,74,62,5
57,78,62,65,53,59,51,71,60,75,85,45,74,62,5
88,104,95,78,84,79,95,96,84,96,104,96,100,78,4
84,96,87,74,79,79,91,93,79,96,100,91,96,78,4
50,122,39,117,44,129,34,123,48,118,122,29,122,133,2
46,122,45,107,44,129,29,118,48,118,122,32,122,129,2
50,122,29,135,48,116,42,109,55,113,122,34,108,100,2
64,91,75,63,67,54,72,74,67,70,69,67,69,55,7
68,83,87,74,71,62,83,85,75,89,80,79,80,63,7
71,87,83,70,71,67,79,85,75,89,84,75,88,70,7
64,71,61,59,71,75,64,85,59,77,88,83,88,70,5
40,96,48,59,41,133,32,113,51,85,122,27,117,133,2
84,96,95,79,82,78,96,96,82,100,97,95,101,79,4
48,118,34,129,46,122,32,122,46,122,124,30,114,127,2
67,77,72,58,70,59,67,69,63,69,72,66,72,53,7
67,74,75,58,63,55,67,73,66,73,68,70,79,57,7
79,100,95,79,74,74,91,96,78,92,86,91,90,72,7
59,77,51,71,59,63,63,76,63,80,82,60,82,68,5
55,104,29,146,56,63,49,84,52,104,79,54,90,90,5
51,128,27,146,56,70,43,104,46,117,82,48,110,116,2
82,100,91,78,92,83,99,105,83,101,114,111,110,83,3
78,104,34,129,92,83,81,93,56,105,110,102,89,80,2
56,88,63,70,63,64,70,75,63,75,70,63,70,51,7
78,80,83,70,79,72,81,82,71,82,85,75,85,69,7
59,76,46,63,59,68,54,82,56,75,82,60,78,73,5
79,97,95,79,82,83,97,101,85,110,106,106,106,87,3
75,105,37,120,89,80,71,89,50,97,115,89,94,83,2
49,114,34,131,53,101,53,101,47,110,90,73,98,98,2
46,114,34,135,47,133,43,114,53,101,102,73,74,54,2
71,82,84,64,70,65,75,82,70,85,78,73,74,61,7
71,82,84,72,70,69,79,82,70,85,86,69,86,72,7
59,82,60,68,57,76,56,82,60,82,90,52,78,68,5
59,82,57,68,57,65,60,82,60,82,78,59,82,68,5
52,72,51,53,53,69,46,74,53,74,78,49,82,65,5
56,82,48,90,53,73,49,89,47,105,98,37,102,102,2
59,110,30,142,47,115,29,114,42,119,102,31,115,124,2
82,101,97,80,88,87,106,106,92,106,108,107,108,85,3
82,110,106,87,92,83,106,106,92,111,113,107,113,92,3
93,110,102,80,97,91,115,120,97,115,118,112,118,92,3
53,101,37,122,68,79,73,98,57,98,96,75,83,70,2
53,101,63,73,68,65,73,74,68,78,75,71,75,52,7
63,78,75,62,68,57,73,74,68,78,71,71,75,59,7
67,82,53,76,68,76,59,86,57,90,87,71,87,74,5
97,120,111,87,92,92,112,122,101,118,109,111,113,92,3
60,98,77,79,71,78,79,100,68,96,93,68,77,62,2
68,98,55,98,68,78,75,87,68,83,77,72,77,54,2
64,71,69,54,64,56,71,75,64,75,70,68,74,54,7
68,78,77,57,68,56,71,71,68,71,70,72,74,58,7
68,86,52,76,71,74,71,87,60,87,89,79,89,75,7
57,78,59,68,56,74,54,83,56,79,93,58,81,71,5
47,106,34,113,40,110,31,104,43,104,100,32,104,104,2
88,113,107,85,88,87,107,109,97,113,112,109,117,89,3
64,71,71,56,67,54,68,70,67,70,76,75,73,55,7
64,75,68,52,67,54,72,74,67,77,73,75,76,59,7
71,87,57,74,71,71,68,89,63,93,88,79,88,74,5
60,87,54,70,67,75,61,93,63,85,88,79,88,74,5
56,91,45,96,48,104,37,104,51,100,96,56,104,114,2
53,100,31,117,51,108,34,104,48,104,104,32,104,114,2
43,108,31,117,48,112,29,109,44,104,104,34,104,114,2
93,118,111,96,99,96,118,117,95,117,119,117,119,94,3
97,113,111,92,95,89,113,112,90,108,105,95,90,68,3
67,89,79,71,66,66,75,80,66,88,82,73,90,72,7
48,109,29,121,43,114,34,104,46,104,101,30,105,116,2
44,104,40,96,46,114,29,112,43,108,105,32,101,127,2
95,112,113,89,92,90,112,114,92,114,114,111,114,90,3
43,108,40,100,42,127,30,110,46,110,110,29,110,129,2
96,119,112,94,97,94,115,119,97,119,120,115,115,94,3
67,86,81,64,67,62,84,89,74,93,86,85,94,76,7
71,90,73,75,70,76,75,89,67,89,98,85,102,83,5
67,90,81,75,70,73,84,89,74,97,98,85,98,79,4
93,110,97,80,80,79,106,102,80,98,113,103,104,78,4
82,89,71,55,80,72,85,82,64,71,91,79,75,52,7
63,78,79,62,64,61,73,78,64,78,75,75,79,63,7
78,93,97,76,76,76,98,98,80,98,96,91,91,74,7
67,78,75,65,72,79,85,90,72,86,108,95,100,81,4
42,110,34,122,44,128,29,111,44,106,104,29,113,128,2
44,105,29,115,50,113,37,106,53,98,100,68,87,70,2
92,111,111,91,92,96,107,118,92,113,118,107,109,83,3
80,82,69,54,76,74,79,87,68,75,93,79,70,50,7
76,94,85,76,71,67,87,91,76,96,89,79,89,71,7
97,122,116,96,93,92,121,123,97,123,122,118,127,100,3
64,71,71,56,67,58,72,74,63,70,80,75,73,55,7
68,83,79,63,71,62,79,81,71,85,76,75,80,63,7
76,79,83,70,75,75,79,85,63,81,104,87,84,70,4
88,113,107,87,90,92,109,112,82,100,114,103,93,72,4
88,100,91,71,82,81,91,96,74,88,93,84,86,68,7
67,77,72,58,66,55,75,80,66,80,79,73,79,60,7
67,74,83,58,70,63,75,80,66,76,86,77,75,60,7
67,77,75,58,70,59,75,76,66,84,82,77,82,57,7
71,89,79,71,66,63,83,88,70,92,79,84,82,68,7
71,81,79,67,70,78,79,84,66,80,97,84,90,72,4
41,113,37,112,46,129,29,108,46,108,97,48,90,75,2
44,109,64,75,43,129,32,108,52,92,90,63,86,64,2
63,85,79,67,52,92,67,80,70,84,86,77,86,68,4
71,85,79,62,66,59,79,84,70,88,86,81,82,72,4
86,112,113,92,83,86,112,119,92,114,114,111,110,83,4
90,100,91,70,87,83,88,93,71,82,101,88,82,65,7
66,76,71,59,67,57,73,72,63,72,82,75,85,62,7
66,76,71,55,67,60,73,75,67,72,74,75,70,55,7
63,76,75,63,67,60,73,75,67,75,74,75,74,58,7
66,80,79,63,67,60,77,82,63,82,74,71,78,62,7
70,84,79,70,71,83,84,93,71,90,105,84,93,76,4
46,108,32,122,52,105,48,90,59,90,85,84,85,73,2
67,79,73,60,67,62,79,82,63,78,82,77,78,61,7
67,82,84,68,63,65,79,89,63,82,82,77,82,68,7
67,90,81,75,67,80,84,93,67,89,102,81,86,68,4
89,89,84,65,68,57,73,78,64,78,71,75,75,59,7
63,78,67,62,68,57,69,74,68,74,75,75,75,59,7
63,78,75,58,64,61,77,78,68,86,83,79,83,67,7
74,119,111,90,72,102,115,125,72,120,128,116,122,96,1
63,89,88,73,76,76,98,98,76,98,104,95,96,74,4
64,74,77,61,60,59,79,79,64,79,77,75,85,62,7
64,78,77,61,64,59,79,79,68,83,81,79,85,62,7
64,78,77,65,68,63,79,79,64,83,85,87,85,67,7
68,82,77,65,64,67,75,79,64,83,81,83,81,71,7
68,120,115,102,71,96,116,122,76,128,123,111,123,100,1
72,111,94,79,76,96,112,122,68,118,128,111,118,96,1
64,86,81,68,71,74,83,87,76,91,96,83,93,71,4
76,91,83,70,75,75,91,100,79,93,96,96,104,81,4
68,79,83,67,71,62,87,85,71,85,84,79,84,63,7
68,75,75,59,67,62,75,81,67,81,76,75,80,66,7
68,75,75,59,67,62,75,81,67,81,76,79,84,66,7
80,128,116,96,75,100,116,128,75,128,127,113,122,100,1
75,93,91,75,78,70,91,96,78,100,97,84,101,79,4
79,85,79,62,82,81,100,104,78,96,105,99,93,72,4
79,81,79,58,82,81,91,96,66,84,105,91,82,64,7
67,77,75,62,66,70,79,76,70,76,90,73,79,60,7
67,77,72,62,63,55,67,69,59,66,72,70,75,57,7
75,93,83,67,74,74,87,92,74,88,90,88,90,64,4
66,122,113,100,63,98,108,124,67,135,124,115,124,101,1
66,122,109,92,67,98,112,130,67,119,124,115,129,104,1
66,117,100,89,67,98,112,119,67,114,124,115,119,94,1
82,93,88,76,84,79,85,90,76,94,100,91,96,74,4
85,110,88,76,84,83,102,102,72,90,87,79,87,67,4
74,105,88,73,76,79,94,102,76,90,100,87,87,70,7
67,124,120,101,68,98,115,125,64,125,122,116,128,103,1
63,124,115,101,64,98,111,120,64,115,122,121,122,99,1
76,102,98,83,68,70,91,91,84,100,81,87,93,75,4
80,90,94,76,76,67,87,87,76,91,81,79,81,67,7
68,111,94,83,68,103,112,128,64,113,128,116,118,96,1
68,78,73,61,71,67,75,79,68,75,77,79,77,58,7
76,96,79,59,75,67,83,89,71,85,88,87,92,74,4
76,83,79,63,75,71,83,85,67,85,88,91,92,70,4
64,79,83,70,67,62,75,77,67,81,80,79,84,63,7
68,87,91,81,67,62,79,81,75,89,88,79,80,59,7
60,79,51,74,59,54,51,67,51,70,66,49,66,44,5
56,87,57,67,55,71,54,85,55,81,84,56,84,74,5
68,128,112,103,71,100,111,123,67,123,122,109,122,100,1
64,104,87,81,71,96,99,109,67,93,127,113,104,89,1
71,79,75,59,63,62,79,81,67,77,73,75,84,66,7
71,85,79,62,78,74,83,92,66,84,93,91,90,68,4
71,77,75,62,66,63,79,80,66,88,82,81,86,68,7
79,100,95,75,82,78,96,100,82,104,93,99,105,83,4
79,89,75,67,82,78,71,88,56,80,101,63,82,75,5
71,89,72,67,66,74,53,80,59,73,86,54,79,72,5
75,81,79,67,78,70,87,84,78,84,90,88,97,72,7
79,100,99,83,74,78,96,104,82,104,97,91,105,83,7
67,118,111,96,66,89,104,112,66,117,119,112,119,98,1
67,123,111,100,66,100,113,127,66,122,124,112,130,101,1
63,70,75,58,63,55,71,73,66,73,68,70,75,60,7
67,74,72,62,66,59,71,76,66,73,75,70,75,57,7
82,96,71,74,83,83,91,101,71,86,110,88,93,80,4
82,92,67,41,79,83,91,97,63,68,105,88,67,41,3
52,66,56,55,52,42,48,68,49,68,63,49,74,58,5
59,92,104,89,59,75,99,110,67,119,101,111,119,94,1
66,127,118,100,63,101,112,130,71,124,124,115,124,97,1
83,86,54,75,78,83,67,93,60,85,98,73,90,79,5
75,90,88,75,78,80,92,101,82,101,102,94,111,83,7
63,62,48,49,60,41,46,63,50,67,64,49,71,57,5
49,75,57,68,50,58,53,82,53,82,78,52,82,68,5
74,85,88,69,72,68,85,90,76,90,87,87,91,67,4
82,101,92,80,84,83,98,111,80,106,104,103,108,85,3
82,105,97,87,80,83,98,106,84,111,108,103,108,85,3
67,119,111,94,68,98,111,115,64,125,118,112,122,99,1
76,90,66,79,80,81,83,96,68,83,96,91,96,75,5
60,78,55,61,64,74,61,75,60,75,89,64,81,67,5
53,74,55,61,56,59,57,79,53,75,74,54,70,58,5
60,125,111,98,60,96,107,118,64,122,113,107,118,100,1
60,67,66,57,64,56,68,67,64,67,70,64,67,54,7
64,67,69,61,60,56,68,67,64,63,70,64,63,54,7
76,96,87,70,75,71,83,89,75,93,88,87,92,74,4
68,96,95,81,71,62,83,89,75,96,80,83,84,66,7
80,96,75,81,75,75,91,96,79,96,84,91,96,81,4
60,83,79,70,55,67,64,85,71,89,80,63,84,66,5
80,104,99,85,79,75,95,100,84,104,96,91,96,81,7
64,91,99,88,63,71,91,100,71,109,92,87,100,78,1
60,108,112,96,67,79,103,109,71,113,96,91,108,89,1
64,128,112,96,71,100,111,123,71,118,122,109,117,100,1
60,118,107,96,67,96,107,118,71,118,117,109,117,96,1
60,67,64,56,63,54,64,67,63,70,80,75,66,55,7
60,67,61,52,63,58,64,70,63,63,69,67,69,55,7
59,81,64,67,74,74,67,80,59,73,97,81,79,68,5
55,74,54,58,56,59,60,73,56,69,72,57,72,57,5
51,70,58,58,52,59,56,69,56,69,75,54,79,60,5
55,81,58,75,52,66,56,84,56,88,97,77,105,86,5
63,100,103,87,63,78,87,96,63,100,110,99,101,79,1
78,88,79,66,79,72,88,93,71,86,89,88,93,73,4
70,122,118,100,71,98,108,119,67,119,110,111,119,97,1
79,93,84,68,78,69,88,89,78,93,86,85,94,72,4
71,90,81,68,67,73,79,85,70,85,94,89,86,68,7
75,110,103,86,93,104,120,124,70,119,120,111,115,91,1
67,119,108,98,63,101,106,119,63,119,120,111,115,98,1
63,124,112,98,63,97,111,124,63,119,115,111,125,98,1
60,82,56,69,60,76,66,98,64,98,91,87,108,88,5
93,124,111,94,80,98,111,115,68,115,100,95,113,92,1
63,119,106,97,64,94,106,120,64,125,118,107,122,96,1
63,89,79,73,68,87,89,102,64,90,118,99,96,78,1
92,106,111,98,92,81,87,96,68,100,113,103,113,92,1
80,120,111,94,80,81,83,100,71,108,113,107,118,92,1
60,98,98,91,56,81,95,113,64,104,113,103,113,92,1
64,115,102,94,64,92,107,113,64,122,113,103,118,96,1
64,115,106,94,64,96,103,118,64,118,118,111,118,96,1
64,120,111,98,64,96,107,118,68,122,118,107,118,96,1
76,104,103,88,79,75,103,109,88,113,96,104,127,96,3
80,100,95,88,71,96,107,113,71,118,117,104,117,92,1
64,118,99,92,63,87,107,113,63,113,112,100,104,81,1
64,122,112,99,67,96,107,118,67,113,122,113,122,100,1
79,93,87,67,74,70,87,92,74,92,82,81,82,60,4
67,74,72,62,70,66,75,76,66,73,82,77,86,64,7
84,93,99,83,86,100,109,112,78,112,114,95,114,94,1
59,118,103,96,63,89,100,104,66,112,101,95,105,79,1
67,118,111,100,66,96,113,127,70,117,119,112,119,98,1
74,88,79,63,67,60,81,86,71,82,74,75,82,65,7
63,84,56,55,71,68,81,86,63,79,101,92,78,62,7
90,117,109,96,92,101,112,124,92,114,129,115,114,94,3
74,112,100,85,71,98,112,119,67,110,119,111,114,97,1
63,86,91,83,67,62,79,89,78,97,90,85,98,79,5
83,119,103,90,78,94,106,114,67,114,102,98,111,87,1
59,114,95,90,60,83,92,110,57,110,98,94,111,87,1
63,74,75,58,64,54,73,78,64,78,75,75,75,63,7
78,105,106,90,80,83,106,106,88,111,100,103,113,92,3
57,105,88,87,53,83,85,98,53,102,96,79,96,78,1
67,114,102,87,68,94,111,120,68,115,122,112,118,96,1
64,78,73,61,64,56,75,79,64,75,67,72,74,58,7
88,120,111,94,88,92,112,122,88,122,118,121,118,96,3
57,90,81,76,53,74,79,91,56,91,93,75,93,71,1
60,102,85,79,56,81,83,100,53,96,100,79,96,79,1
68,102,85,72,76,99,112,122,68,113,118,107,118,92,1
64,79,71,63,67,54,72,70,63,74,69,71,76,59,7
64,83,83,67,63,58,79,85,67,89,76,79,92,70,7
60,100,83,81,55,83,79,100,51,96,100,75,84,78,1
64,118,107,96,67,96,107,118,67,118,108,96,112,92,1
64,122,107,96,67,96,111,123,67,123,112,109,127,100,1
55,109,107,96,56,81,83,100,59,108,93,84,101,86,1
67,123,111,100,63,85,109,122,66,127,97,99,124,98,1
63,73,71,55,63,53,66,68,67,68,74,71,78,62,7
59,92,87,78,63,72,77,86,67,90,89,63,82,65,7
56,100,83,81,56,83,84,93,56,97,105,92,105,83,1
63,112,96,92,59,86,95,105,63,101,105,97,110,90,1
63,86,73,68,67,73,63,82,67,82,78,66,78,65,7
67,86,77,72,67,65,75,89,67,89,78,66,82,65,7
71,101,103,90,67,73,88,97,89,114,82,89,111,94,7
49,86,70,75,47,73,71,85,50,85,82,66,82,76,1
52,97,81,79,50,80,84,97,57,93,94,89,106,87,1
52,86,66,68,57,73,71,78,53,82,94,73,90,76,1
67,114,108,98,67,94,106,119,70,119,115,111,120,98,1
67,101,88,79,63,90,92,105,67,97,111,89,102,83,1
63,124,103,94,60,83,102,110,63,114,102,66,111,87,1
71,82,77,68,63,65,63,74,60,74,78,66,78,68,7
63,74,71,58,72,65,89,94,80,94,108,103,104,85,7
78,114,97,94,64,91,102,111,57,115,108,95,108,88,1
57,82,71,73,60,87,81,94,57,90,118,91,108,88,1
53,89,79,73,53,76,73,90,57,90,100,75,96,78,1
63,89,79,76,60,72,69,78,68,82,83,57,75,70,7
84,82,73,65,80,74,75,83,64,75,109,87,81,62,7
53,86,77,79,56,74,83,100,64,104,81,72,89,79,1
53,90,73,76,60,78,75,87,56,96,96,83,109,87,1
57,102,85,79,56,81,83,104,56,96,109,95,104,87,1
60,98,85,87,56,85,91,108,56,104,104,87,104,87,1
57,111,106,94,56,88,95,113,68,118,109,99,113,92,1
68,102,94,79,71,88,99,108,60,108,128,107,118,96,1
88,104,95,74,84,79,99,100,84,109,112,100,100,81,3
64,83,87,81,67,62,83,96,84,113,92,87,108,89,7
80,108,95,88,79,96,99,113,55,104,112,104,100,85,1
60,113,95,88,55,87,87,100,51,104,100,79,96,81,1
56,96,87,81,67,87,95,104,67,109,112,100,117,92,1
60,104,91,85,59,92,91,104,55,104,108,96,108,85,1
68,108,95,85,71,96,103,118,67,118,122,109,117,100,1
64,118,95,99,63,92,99,118,75,118,112,96,117,92,5
60,83,57,70,51,79,54,81,51,81,88,53,80,74,5
53,71,61,67,48,75,48,67,51,67,76,46,73,66,5
79,100,99,79,82,81,96,100,82,100,110,95,101,79,3
75,113,103,92,78,81,100,108,86,108,110,99,105,86,3
63,109,95,87,63,92,104,117,63,112,110,95,105,90,1
63,109,45,125,66,100,113,122,59,117,130,112,114,98,1
51,123,37,133,59,107,43,112,49,112,114,70,97,105,2
44,118,34,125,49,125,34,112,46,112,119,30,114,135,2
90,108,100,81,87,83,99,105,83,101,105,97,101,76,3
86,96,96,78,96,98,103,110,83,105,124,106,101,80,3
49,84,63,70,52,75,73,86,52,82,93,79,82,73,1
59,88,83,81,59,83,81,93,56,93,93,79,93,80,1
66,122,113,96,63,94,108,124,75,124,119,106,129,101,1
87,105,99,86,85,87,92,101,74,105,102,94,111,91,3
49,82,70,72,50,76,71,82,47,82,94,73,86,72,1
63,110,103,90,63,83,88,105,67,114,94,85,102,87,1
49,97,88,83,44,133,37,114,50,97,106,43,98,91,2
67,110,91,98,74,94,92,110,70,114,102,77,111,98,5
93,124,106,94,92,94,106,111,88,106,104,99,104,81,3
63,114,106,94,64,83,89,102,64,111,104,91,104,85,1
44,114,29,133,44,131,31,111,47,106,104,57,96,88,2
60,78,71,62,68,65,66,74,64,82,91,71,83,70,7
80,102,98,83,80,78,95,100,80,96,100,99,96,79,3
64,111,85,83,60,88,87,104,50,96,100,75,85,75,1
53,90,69,72,50,78,71,91,50,87,85,61,85,71,1
53,90,77,76,53,78,79,96,53,96,89,79,96,79,1
57,90,77,79,60,85,83,100,56,91,109,75,96,79,1
60,111,106,98,60,85,99,108,64,113,104,99,113,96,1
72,125,111,98,68,99,107,122,71,122,113,103,123,100,1
50,91,68,67,51,75,72,89,55,81,84,71,80,70,1
88,100,99,79,86,81,104,108,86,104,97,95,101,79,3
88,109,99,79,86,85,109,112,90,112,110,112,114,90,3
63,100,75,79,63,92,91,108,52,100,110,84,97,79,1
55,81,72,71,52,70,71,80,52,84,86,70,86,75,1
59,89,61,75,56,81,60,88,56,84,86,60,86,83,5
86,112,104,89,92,90,112,110,96,114,114,111,110,87,3
66,108,91,85,59,79,88,105,63,110,93,75,97,83,1
56,96,83,85,63,83,73,93,63,93,93,79,105,87,1
70,112,104,96,75,98,103,119,71,114,114,111,114,94,1
70,122,100,96,75,98,99,114,75,124,119,102,114,94,1
66,104,67,96,67,86,73,97,59,105,110,75,101,83,5
83,110,112,94,93,90,115,114,93,114,125,115,102,79,3
83,110,103,94,78,87,88,105,60,105,106,94,102,83,3
67,114,99,94,70,97,106,124,67,114,120,106,115,94,1
52,86,51,83,47,83,43,82,50,82,82,52,82,79,5
78,101,92,76,80,76,94,102,80,94,108,95,100,85,3
85,105,102,87,84,91,102,106,88,111,113,99,108,92,3
53,89,71,73,53,79,81,98,53,94,96,83,96,78,1
53,89,71,73,53,79,77,94,53,98,96,75,87,74,1
50,85,79,76,53,76,73,98,57,98,96,71,87,74,1
57,93,84,80,53,76,77,94,60,98,96,79,100,85,1
60,105,92,87,64,91,94,111,60,111,118,107,118,92,1
60,114,106,94,64,91,106,115,72,115,118,103,118,96,1
84,102,94,79,88,81,95,104,84,108,96,99,113,92,3
50,90,73,79,50,78,79,96,46,96,96,72,89,75,1
50,82,77,76,53,74,68,83,56,79,85,68,81,71,1
72,115,106,94,71,96,107,122,68,118,109,99,118,96,1
68,120,106,94,68,92,103,122,71,122,118,103,113,96,1
60,90,85,79,60,81,83,96,64,100,104,83,100,87,1
84,113,99,92,88,92,99,109,88,113,112,104,112,89,3
50,91,79,78,51,79,75,96,48,89,100,75,92,78,1
68,104,83,85,63,87,95,104,63,104,108,91,100,85,1
64,113,103,88,67,92,103,109,71,113,117,109,112,92,1
