@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R1,3,9-10,13,19-20,22,25-26,28,37'

@attribute Sp11 numeric
@attribute Sp13 numeric
@attribute Sp19 numeric
@attribute Sp21 numeric
@attribute Sp24 numeric
@attribute Sp31 numeric
@attribute Sp32 numeric
@attribute Sp34 numeric
@attribute Sp37 numeric
@attribute Sp38 numeric
@attribute Sp41 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
76,102,76,102,76,118,88,112,79,107,87,3
72,90,68,89,68,87,67,79,71,79,62,4
80,111,88,106,84,118,88,107,84,99,87,3
88,111,84,98,88,113,88,103,88,107,87,3
88,104,84,99,84,100,79,99,82,96,81,3
79,109,79,103,78,104,85,104,79,99,83,3
75,96,71,87,78,92,66,83,75,84,68,4
67,81,71,75,66,88,66,71,63,73,83,4
90,117,90,109,96,110,90,108,89,111,87,3
82,104,82,100,83,101,79,95,89,97,83,3
82,104,86,100,83,105,83,103,89,106,87,3
87,105,83,99,85,114,87,106,84,102,91,3
79,97,71,77,82,89,73,79,76,94,76,7
67,74,57,56,72,74,57,77,71,79,67,7
47,125,44,34,43,133,139,31,44,29,150,2
80,100,80,95,84,104,79,95,86,109,85,3
88,113,84,107,84,104,83,107,86,109,89,3
84,108,88,107,84,113,87,111,86,104,85,3
84,113,88,107,88,109,92,107,86,104,89,3
88,113,88,107,88,109,83,103,95,113,92,3
88,113,80,95,84,93,71,79,70,75,63,7
48,123,79,91,46,117,125,43,46,34,124,2
90,112,86,109,92,119,94,108,93,115,97,3
82,100,78,96,83,101,79,91,89,106,80,4
90,108,86,104,87,110,86,103,82,92,80,3
46,130,42,32,44,124,133,34,44,31,135,2
67,72,71,73,67,82,69,84,64,69,61,7
44,129,44,34,44,131,135,34,46,31,143,2
67,78,67,71,64,71,50,62,60,57,49,5
67,82,70,84,68,90,76,81,64,71,63,7
88,115,88,111,92,118,88,107,93,111,92,3
92,115,76,77,88,100,85,95,88,95,83,4
44,120,44,37,43,118,128,34,48,40,112,2
68,86,72,81,64,79,67,79,63,68,58,7
72,82,76,85,71,87,70,75,71,79,67,7
88,113,84,112,88,113,92,111,90,113,92,3
71,79,71,79,71,96,79,83,66,75,63,7
71,85,75,91,63,80,63,79,63,66,60,7
67,74,63,68,63,69,55,75,63,63,53,7
63,74,71,75,66,73,59,67,59,66,57,7
67,74,71,75,66,66,55,75,63,73,64,7
52,104,43,29,49,105,105,32,44,37,129,2
49,112,49,34,52,105,113,37,44,34,119,2
70,84,63,67,63,72,57,60,60,60,65,7
92,114,83,99,82,89,73,92,80,89,76,4
83,101,83,91,78,101,76,92,80,89,79,4
71,79,67,77,70,74,58,67,72,81,65,7
56,65,56,51,57,67,48,49,53,49,50,5
59,65,63,66,57,70,51,56,53,49,50,5
44,124,47,34,44,125,128,31,50,34,135,2
53,71,53,52,56,71,56,51,55,48,62,5
79,100,79,95,82,100,78,96,83,99,79,4
63,85,67,72,66,80,59,67,63,70,53,7
71,85,75,83,66,80,63,79,71,77,64,7
84,104,79,95,66,92,74,91,75,81,64,7
59,81,59,58,59,80,70,60,63,63,72,5
66,76,59,53,59,82,68,57,57,56,65,5
63,80,52,49,59,82,68,54,60,60,65,5
59,84,52,49,56,79,68,48,53,53,65,5
46,114,52,37,53,101,97,63,68,73,65,2
67,72,63,70,63,70,55,71,64,69,54,7
52,110,42,30,42,119,136,31,44,31,120,2
60,70,60,67,64,71,54,69,64,71,56,7
63,74,63,67,64,67,54,69,68,68,56,7
74,85,67,67,72,90,72,77,71,75,70,7
53,74,53,49,53,94,98,31,46,36,107,2
92,111,97,115,92,113,88,107,93,111,92,3
64,74,64,66,64,75,52,68,67,72,58,7
72,82,68,77,71,83,67,79,67,72,67,7
57,90,57,59,60,87,74,54,67,68,75,5
44,115,47,37,46,104,107,31,44,34,100,2
97,122,92,107,97,113,92,111,95,109,89,3
84,104,68,79,84,93,71,68,86,104,85,2
71,75,68,71,67,70,54,72,66,71,55,7
60,83,56,54,63,81,67,75,63,67,63,5
46,104,40,31,44,100,100,29,46,29,122,2
67,70,67,72,63,73,55,75,67,73,57,7
44,109,44,32,46,104,114,29,42,30,120,2
44,100,44,34,49,104,107,29,49,40,101,2
95,112,99,113,96,114,94,117,93,111,87,3
46,104,43,32,59,101,116,32,74,79,94,2
92,114,87,99,89,105,80,88,80,106,79,3
42,101,46,32,47,101,119,31,44,34,109,2
46,110,42,30,50,114,126,29,47,34,113,2
89,110,82,88,80,98,76,94,88,103,85,4
67,82,63,75,72,74,57,73,68,75,59,7
67,85,74,88,72,90,72,89,71,83,70,7
92,111,88,106,92,113,92,107,93,107,87,3
64,79,64,75,63,74,58,75,63,71,59,7
71,96,46,34,75,100,83,48,70,79,66,2
46,108,40,29,41,104,121,32,46,32,107,2
40,104,40,29,41,109,125,29,46,34,107,2
88,113,97,121,95,122,96,118,96,112,94,3
97,118,93,107,90,108,85,109,92,112,90,3
55,104,44,34,74,104,107,32,75,84,72,2
44,109,41,32,46,100,107,34,56,42,113,2
92,119,92,108,93,119,97,115,97,120,102,3
63,75,67,70,63,78,58,67,68,69,57,7
52,97,52,48,60,85,73,84,72,94,72,2
63,78,67,79,64,82,65,81,64,79,63,7
63,74,67,75,64,78,61,77,64,75,59,7
53,97,60,56,64,90,68,94,68,83,70,4
71,91,76,87,71,93,71,79,78,91,81,4
67,77,67,75,63,88,85,56,59,57,86,5
66,80,66,75,63,93,79,63,60,60,76,5
63,117,66,96,67,114,90,91,67,115,104,1
70,88,74,91,59,90,72,91,63,67,58,4
83,105,87,99,82,105,83,97,76,94,79,4
56,97,59,63,60,93,80,63,57,55,76,5
80,98,80,98,76,100,78,99,71,87,71,7
76,100,80,99,71,96,79,95,70,83,66,7
71,83,60,61,79,77,58,54,82,100,85,3
56,87,56,57,55,81,71,54,56,56,74,5
63,81,67,68,70,73,63,63,67,73,68,7
66,84,66,79,71,82,64,81,78,92,73,7
66,122,66,113,67,119,98,112,63,111,101,1
66,127,70,113,71,124,101,112,67,115,101,1
63,69,66,71,63,75,57,66,63,67,58,7
75,97,75,91,78,97,80,92,80,98,76,7
79,105,79,99,82,105,83,97,84,98,87,3
67,119,67,112,67,119,101,115,68,111,98,1
67,85,63,75,68,82,61,77,71,87,70,7
