@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R4-5,8-9,11,18,20,30,35-37'

@attribute Sp14 numeric
@attribute Sp15 numeric
@attribute Sp18 numeric
@attribute Sp19 numeric
@attribute Sp22 numeric
@attribute Sp29 numeric
@attribute Sp32 numeric
@attribute Sp43 numeric
@attribute Sp48 numeric
@attribute Sp49 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
143,44,136,42,119,31,135,31,122,128,2
129,44,129,44,114,31,128,34,122,121,2
94,93,90,93,114,111,91,107,118,88,3
90,85,87,89,114,106,87,107,113,88,3
94,97,97,93,114,120,94,103,91,67,3
58,67,62,67,74,62,54,57,75,63,7
55,60,58,63,70,66,54,71,71,59,7
91,88,91,92,115,112,88,111,118,92,3
135,44,135,44,120,34,135,32,123,133,2
79,84,87,88,111,99,85,95,109,87,3
83,88,91,92,115,103,85,107,113,92,3
87,88,87,92,115,107,88,107,118,87,3
54,64,61,68,86,68,56,72,70,58,7
68,72,61,68,71,79,63,72,74,58,7
143,50,135,50,128,32,137,32,127,136,2
121,53,103,50,118,40,112,32,112,118,2
121,43,121,46,118,40,112,34,117,114,2
88,88,88,88,108,111,92,100,108,89,3
92,92,88,88,118,111,92,109,122,96,3
63,68,59,68,71,68,58,67,76,63,7
141,44,146,44,134,32,144,32,130,142,2
137,44,129,44,128,29,140,32,130,139,2
58,63,58,67,74,67,63,60,79,64,7
75,75,79,75,89,79,70,73,75,60,7
144,46,144,46,138,32,142,34,124,143,2
129,49,118,52,104,34,124,34,119,129,2
125,46,118,46,112,34,120,31,114,126,2
125,52,107,74,100,45,109,79,97,76,2
92,95,96,90,117,117,94,115,114,87,3
96,90,96,90,117,112,90,106,110,83,3
96,90,96,90,122,108,90,106,105,76,3
96,90,96,90,112,108,90,97,101,76,3
81,74,78,74,92,77,68,67,67,55,7
44,56,48,59,73,54,45,53,70,48,5
94,92,98,96,130,115,94,106,102,76,3
135,42,135,46,119,34,136,31,125,135,2
136,44,133,44,114,31,135,34,133,135,2
119,44,111,47,110,40,105,61,91,70,2
111,50,115,53,110,69,79,75,75,56,2
115,53,111,60,97,77,65,68,75,56,7
94,92,94,88,111,95,78,91,100,79,4
76,72,76,57,115,91,74,99,93,75,4
139,44,139,47,125,29,132,32,118,121,2
124,47,124,44,115,36,121,34,118,129,2
94,97,94,88,120,107,88,95,104,79,3
91,88,87,88,106,95,78,95,104,79,7
83,84,83,88,106,103,81,95,85,67,7
42,57,50,60,67,61,59,58,81,67,5
81,71,74,76,87,91,75,91,100,74,4
74,76,74,76,91,95,79,91,104,81,4
85,50,132,43,133,58,100,100,92,78,2
92,64,81,68,91,72,54,67,69,55,7
70,71,63,68,75,72,54,71,73,55,7
56,64,56,68,75,75,58,75,84,63,7
92,88,88,84,104,95,79,91,92,74,7
79,79,79,79,96,91,81,99,105,83,4
58,67,58,67,77,71,55,73,82,60,7
75,71,67,71,85,83,70,88,82,68,7
67,75,71,75,85,83,70,84,97,75,7
67,55,75,51,104,53,63,48,82,72,5
78,82,78,82,96,95,79,97,101,80,4
129,46,129,46,117,37,120,43,105,111,2
74,66,70,66,80,70,57,67,74,55,7
55,63,55,63,69,66,53,67,74,55,7
66,74,74,82,96,84,64,79,89,69,7
78,82,78,78,96,84,72,84,85,69,7
70,78,74,74,88,88,75,84,85,73,7
63,66,66,63,80,60,68,56,82,65,5
83,83,79,83,101,111,87,111,111,91,3
79,83,79,83,97,97,80,102,102,83,3
53,67,57,67,79,67,55,73,74,57,7
64,75,72,79,90,79,69,73,86,68,7
68,71,64,71,79,75,69,73,86,76,7
72,56,64,52,75,53,73,52,78,76,5
60,56,64,59,82,49,73,31,102,102,5
80,82,83,85,101,98,87,103,113,88,3
90,93,90,93,110,115,91,107,122,88,3
55,63,55,63,78,73,57,71,71,56,7
69,78,73,82,93,85,68,79,83,74,7
69,70,73,74,93,73,72,71,87,74,5
65,60,65,60,82,59,68,54,79,70,5
104,47,94,50,82,31,105,29,104,103,2
83,84,83,88,106,103,81,111,109,87,3
83,88,87,88,106,103,88,107,109,92,3
83,60,91,64,98,83,78,79,89,71,2
76,68,72,68,86,71,78,68,85,71,5
65,53,65,57,71,54,70,54,100,104,5
74,80,78,80,100,95,75,83,92,70,7
74,71,74,64,87,75,79,91,88,74,5
71,63,71,67,77,75,63,66,75,53,7
75,79,75,71,93,83,70,91,105,79,7
71,63,67,63,77,63,70,73,75,60,5
92,95,96,95,117,112,90,115,114,90,3
92,95,96,104,127,112,94,115,119,94,3
96,99,92,95,122,112,98,115,114,90,3
55,63,55,66,73,81,60,79,82,58,7
59,70,59,70,88,81,68,79,85,62,7
66,74,66,74,88,73,60,79,89,69,7
66,78,66,78,92,84,68,92,93,76,7
70,66,70,66,80,70,75,79,89,76,5
68,75,57,67,75,67,48,66,71,54,7
64,67,60,71,86,79,62,81,90,72,7
68,63,68,67,86,84,73,94,98,83,5
72,71,75,71,93,84,76,85,94,83,4
75,71,75,75,93,88,76,89,98,87,4
75,75,75,75,86,79,73,85,94,79,4
116,46,120,42,101,31,122,34,111,124,2
87,93,90,93,114,106,83,107,113,85,4
58,67,58,67,78,73,61,75,79,63,7
65,70,65,70,85,81,65,79,83,63,7
76,74,76,74,89,89,83,95,108,92,4
122,44,129,42,110,31,124,34,104,125,2
79,80,79,80,98,103,85,107,100,79,4
79,80,76,80,94,99,78,99,93,71,4
76,72,72,72,86,91,81,103,104,83,4
63,68,56,68,75,75,58,75,76,59,7
132,40,128,43,108,29,129,27,108,129,2
99,64,78,68,87,64,75,43,80,59,2
96,97,96,93,118,109,89,112,110,94,3
58,67,58,67,77,79,59,81,86,64,7
58,71,62,71,81,75,59,73,75,60,7
100,99,96,95,112,103,86,102,124,101,3
66,66,55,63,69,77,57,84,82,62,7
60,67,57,67,72,75,62,77,74,65,7
113,46,105,49,97,43,101,73,90,68,2
75,67,64,67,86,84,73,89,86,68,4
73,70,65,85,105,73,61,75,79,63,7
80,78,73,67,82,85,68,87,91,63,7
101,70,90,63,105,115,98,116,122,99,1
91,88,87,88,111,107,88,103,104,83,4
87,84,87,88,111,99,85,99,100,79,4
65,68,65,68,82,83,67,87,81,62,7
57,64,57,64,74,75,59,75,81,62,7
102,72,102,72,125,116,103,116,128,100,1
76,64,72,68,90,83,70,72,96,79,4
68,72,72,76,98,99,81,99,100,79,4
72,72,68,72,90,91,70,91,93,71,4
59,68,59,60,79,75,58,75,80,59,7
81,64,81,64,100,99,87,109,117,92,1
70,76,81,76,104,87,79,67,73,59,4
83,84,83,88,104,100,81,99,101,83,4
75,79,75,75,89,91,74,95,97,72,4
58,67,58,67,77,79,63,88,86,64,7
79,75,87,79,123,91,81,99,119,101,1
74,70,66,66,80,88,68,92,85,62,4
78,78,74,78,92,95,75,92,93,76,4
59,70,59,70,76,77,64,88,97,83,7
59,63,59,63,76,70,64,84,101,80,7
85,59,85,59,100,57,86,56,93,80,5
100,66,100,66,127,112,98,111,124,101,1
59,63,52,59,66,66,57,71,70,58,7
55,63,55,63,73,66,60,67,74,58,7
72,83,83,83,105,92,76,81,102,79,7
83,87,83,87,105,97,83,98,98,83,4
64,67,64,67,90,88,83,98,106,83,7
64,67,64,67,82,84,83,98,102,79,7
64,67,64,67,82,88,80,98,94,72,7
64,71,64,67,82,71,65,69,82,68,5
68,63,79,63,93,60,83,59,98,87,5
98,67,90,63,105,106,94,115,111,91,1
65,67,62,67,78,77,61,79,83,59,7
62,67,62,67,74,69,57,75,75,59,7
61,68,61,64,74,79,59,79,77,58,7
65,76,79,84,102,83,70,79,89,71,7
79,72,65,68,86,75,67,68,93,75,5
65,64,68,60,90,61,70,54,67,50,5
79,57,76,57,86,54,78,54,85,71,5
68,68,65,64,78,79,67,75,81,62,7
78,80,81,80,104,95,79,91,104,81,7
70,56,78,56,87,54,71,60,88,74,5
99,64,96,68,128,111,100,118,127,100,1
67,63,67,71,93,53,66,54,82,64,5
67,71,67,71,85,79,63,84,90,75,7
75,71,58,59,67,91,74,91,68,34,3
96,67,96,67,118,109,96,108,114,98,1
96,71,100,67,123,109,100,108,130,101,1
100,71,100,67,123,113,100,112,130,101,1
63,66,63,66,84,84,68,79,85,65,7
63,56,66,56,73,51,72,53,78,69,5
55,63,55,66,73,66,57,67,74,58,7
75,59,75,59,79,60,80,66,82,76,5
49,49,53,56,75,53,58,55,82,72,5
64,59,60,63,86,56,69,52,78,61,5
98,67,98,71,119,111,101,111,115,98,1
98,67,101,67,124,111,97,115,125,98,1
60,67,57,63,68,67,55,62,64,57,7
69,78,73,67,89,94,72,87,91,74,4
87,78,83,67,93,89,79,95,96,81,4
83,84,87,84,111,99,85,107,104,87,3
87,84,83,76,90,99,81,99,81,62,3
65,53,68,53,74,51,59,54,70,62,5
102,68,98,68,120,116,99,111,118,96,1
81,84,85,84,108,103,87,91,108,81,3
59,53,63,53,75,54,58,56,69,59,5
63,53,67,53,79,58,58,56,73,59,5
99,64,99,64,122,107,96,109,122,96,1
99,64,99,64,122,107,100,113,122,96,1
96,64,96,60,122,107,96,109,117,96,1
99,68,99,68,128,111,104,113,122,103,1
71,71,67,67,85,96,74,88,93,72,4
75,59,71,55,81,83,74,88,86,75,4
58,55,62,55,77,56,59,57,72,57,5
62,55,58,51,74,56,59,57,75,57,5
100,71,100,71,123,113,96,108,119,98,1
63,52,66,56,84,70,83,106,124,97,5
68,75,79,79,101,84,69,73,78,68,4
68,67,72,71,86,60,65,69,94,76,5
57,56,57,56,72,63,69,66,98,87,5
101,67,98,63,124,111,97,111,120,98,1
98,63,98,67,119,111,97,111,131,102,1
57,59,60,67,75,71,58,77,71,57,7
69,78,73,78,93,85,68,87,91,67,4
80,82,87,85,114,102,87,103,113,88,3
80,70,65,60,74,94,83,107,108,88,3
76,80,72,80,94,91,70,87,93,71,4
68,76,68,76,86,87,70,87,89,67,4
68,80,68,76,90,87,70,87,89,67,4
68,72,65,68,82,79,63,79,81,67,7
68,64,54,60,74,75,59,99,93,71,5
87,80,91,84,111,112,96,99,113,92,3
102,97,102,92,115,116,96,107,113,92,1
98,72,98,68,106,112,96,111,118,100,1
79,64,72,64,90,91,78,99,89,75,1
67,76,70,71,87,87,67,79,88,63,4
70,71,70,64,75,75,71,75,84,66,7
52,60,59,71,91,54,54,56,80,59,5
88,71,59,60,71,99,79,118,112,92,3
88,71,92,68,118,107,96,104,122,92,1
67,75,67,75,89,83,70,73,79,60,4
62,67,67,71,81,75,63,84,82,64,7
96,67,96,63,123,109,96,99,110,94,1
96,63,100,63,118,100,96,103,119,98,1
100,75,100,71,118,113,96,108,119,98,1
66,70,59,66,73,77,64,97,93,83,7
92,63,81,63,104,91,86,88,105,83,1
81,63,81,63,104,95,90,88,110,83,1
92,70,92,66,122,99,90,92,105,83,1
92,66,89,63,112,95,83,84,85,73,1
96,74,100,70,112,112,98,111,119,94,1
60,67,57,63,72,71,58,69,74,54,7
64,67,64,67,82,88,73,106,111,87,7
64,71,68,75,86,92,80,94,90,68,7
101,96,98,92,114,115,101,115,115,94,3
90,59,90,59,114,88,83,85,106,87,1
97,93,97,93,129,111,94,116,122,99,3
87,57,87,57,105,89,87,87,108,85,1
57,64,57,64,71,71,56,72,74,58,7
57,64,57,64,74,71,56,75,74,54,7
98,72,98,72,120,112,99,111,123,100,1
81,76,70,76,87,87,71,75,92,78,7
81,53,85,50,91,72,75,71,92,74,1
85,53,81,53,96,79,79,79,96,85,1
81,53,78,46,87,79,75,83,108,85,1
54,63,58,63,74,71,55,73,72,57,7
96,88,100,84,118,104,92,108,114,94,3
79,55,75,51,93,83,85,81,101,83,1
96,79,96,84,118,96,92,95,114,94,1
96,75,96,67,118,109,92,103,114,98,1
55,63,59,63,76,88,72,102,110,87,7
81,49,78,52,84,70,75,67,89,76,1
78,52,78,56,96,73,75,84,97,80,1
78,56,85,56,108,81,83,88,105,87,1
100,70,100,70,122,103,90,102,110,87,1
90,92,86,83,97,102,83,98,106,79,3
98,87,94,79,110,102,90,98,111,91,3
86,52,79,49,97,71,76,69,82,76,1
79,52,75,52,90,67,76,66,86,76,1
86,67,83,67,97,88,83,89,111,91,5
80,85,83,85,114,106,91,107,113,85,3
94,85,83,82,101,98,79,95,96,74,3
80,74,73,67,89,81,65,75,75,63,7
90,63,94,57,105,102,94,95,104,85,1
80,53,80,57,93,89,83,99,118,88,1
80,57,76,57,82,94,87,99,104,85,1
73,53,73,53,82,73,76,95,100,78,1
90,63,97,67,119,106,94,103,118,96,1
90,74,90,67,114,98,91,95,113,88,1
91,64,91,60,111,95,88,87,100,87,1
94,57,87,53,102,83,85,75,89,75,1
87,60,87,60,98,91,85,91,104,87,1
81,88,88,88,122,103,83,100,104,81,3
92,88,92,88,113,107,87,104,108,89,3
74,71,59,64,75,87,71,96,92,81,7
67,76,81,84,100,103,92,100,108,89,3
74,76,88,80,118,107,96,104,112,96,3
88,60,78,53,87,87,83,83,100,81,1
85,64,85,60,104,103,92,113,117,100,1
83,88,87,88,109,104,85,99,101,83,3
92,88,87,88,109,104,89,103,114,86,3
79,84,79,93,109,96,78,95,105,83,3
87,84,79,84,100,109,89,103,97,79,3
87,63,87,67,109,87,85,81,105,86,1
81,86,81,86,108,95,83,102,110,90,3
70,52,70,49,76,66,72,71,82,65,1
66,49,70,52,80,70,72,71,89,73,1
81,59,81,59,100,81,79,79,101,83,1
85,63,92,70,117,99,94,88,93,83,1
85,63,89,63,112,88,86,88,105,87,1
96,66,92,66,122,99,94,97,119,97,1
114,56,89,59,100,34,124,29,114,133,2
75,46,75,49,86,71,73,73,94,76,1
90,67,94,63,114,106,94,98,115,91,1
94,63,90,63,119,97,90,89,102,83,1
139,42,135,42,110,31,133,34,115,131,2
124,49,101,56,97,29,133,37,98,109,2
83,85,80,85,101,106,83,99,96,78,3
76,47,69,47,85,66,72,75,87,78,1
101,67,97,67,124,111,98,112,122,99,1
83,88,83,88,102,99,78,99,104,83,3
79,84,79,84,111,99,85,103,109,92,3
72,53,72,53,94,71,74,75,89,79,1
79,60,79,64,90,91,81,91,109,92,1
83,60,87,60,102,83,85,87,104,92,1
91,68,79,72,94,68,92,64,96,79,5
88,92,88,88,104,107,87,109,112,89,3
85,84,81,84,100,99,83,104,104,81,3
85,88,88,88,113,103,92,104,108,89,3
92,76,88,68,113,95,92,96,100,92,1
78,53,70,53,96,79,79,83,100,78,1
85,60,85,60,108,95,92,96,112,92,1
96,64,92,60,108,75,83,83,92,81,1
99,53,114,50,113,79,87,100,96,85,1
78,64,88,64,108,64,92,67,92,81,5
92,60,99,64,108,58,100,60,104,96,5
79,84,83,88,113,91,78,95,110,90,3
75,55,79,55,96,79,78,84,97,83,1
87,71,87,75,109,83,81,84,97,83,1
92,75,87,67,96,87,89,77,97,79,1
83,67,92,67,109,79,81,91,114,94,1
87,63,92,63,113,96,89,103,114,98,1
92,59,83,59,104,83,89,99,97,79,1
92,55,96,55,104,71,92,73,105,94,5
92,59,100,59,104,71,81,70,97,90,5
79,75,79,71,85,91,81,91,97,79,4
78,46,78,46,84,73,83,75,97,80,1
74,49,74,49,84,70,75,67,97,80,1
74,52,78,52,92,70,75,71,89,73,1
81,63,89,63,112,103,94,106,110,90,1
89,66,89,66,112,103,94,106,119,94,1
96,59,96,63,108,63,90,71,101,90,5
85,74,78,74,100,91,79,88,101,80,4
94,96,90,92,110,102,87,94,98,79,3
86,87,83,87,105,102,80,98,102,79,3
86,83,83,83,105,97,83,102,106,91,3
83,56,83,52,97,79,80,73,90,76,1
79,59,79,59,105,84,80,81,90,79,1
83,67,83,67,97,75,80,81,106,87,1
94,63,90,63,114,106,90,106,120,94,1
94,67,94,67,114,106,94,102,115,94,1
86,71,94,67,105,97,97,111,102,76,1
86,49,83,59,90,46,83,52,82,72,5
76,78,76,82,97,98,76,95,108,92,3
87,53,83,50,101,77,79,79,100,81,1
80,50,80,47,97,69,76,71,91,78,1
80,60,80,63,105,98,91,103,113,92,1
83,60,87,63,101,66,91,64,108,96,5
80,74,76,74,93,89,79,95,104,85,4
91,68,91,57,102,103,92,103,109,87,1
76,53,76,57,94,75,74,79,100,83,1
76,60,79,68,106,91,88,103,109,92,1
91,64,91,68,115,103,92,103,118,96,1
94,72,98,72,115,103,96,103,113,92,1
83,50,79,57,82,64,78,75,89,71,5
74,84,81,88,104,95,79,96,92,78,3
74,50,74,50,91,79,79,83,96,78,1
74,53,74,53,83,79,75,75,88,78,1
74,53,74,53,87,75,75,75,84,74,1
85,60,85,64,96,91,83,87,96,81,1
88,68,92,68,113,107,92,104,117,96,1
92,68,92,71,118,103,92,104,112,92,1
79,76,83,76,106,107,88,107,104,83,3
72,68,72,68,90,83,67,75,85,62,4
87,84,91,88,115,107,88,99,109,83,3
91,88,87,84,111,103,88,107,109,83,3
85,84,85,84,104,99,79,100,104,78,3
87,79,87,79,104,104,85,103,105,83,3
71,75,67,71,89,87,66,84,90,68,4
62,71,62,71,81,79,66,60,119,116,4
89,90,89,90,112,108,90,106,110,87,3
78,86,81,82,104,95,79,102,101,80,3
85,82,85,86,108,99,83,106,105,83,3
83,87,83,83,101,111,87,111,120,91,3
72,71,68,71,82,88,73,89,86,72,7
62,60,58,57,74,73,57,83,79,63,7
135,44,131,44,120,31,139,27,134,141,2
78,80,78,80,100,99,79,100,100,81,3
85,84,85,84,113,103,83,104,108,89,3
85,84,88,88,118,107,87,104,112,85,3
88,88,92,88,113,111,92,104,108,89,3
85,88,85,88,113,107,83,104,108,81,3
85,84,81,80,91,91,71,79,80,66,7
125,59,92,79,100,37,125,37,119,124,2
92,86,89,86,104,112,94,115,119,94,3
81,82,78,78,100,95,79,75,114,108,4
85,86,85,86,104,103,86,102,110,90,3
135,42,135,42,124,34,133,31,131,139,2
60,67,60,71,75,75,69,81,90,76,7
140,44,133,44,124,31,135,31,133,143,2
62,63,58,67,78,62,50,54,67,52,5
69,70,76,70,85,81,76,79,79,63,7
91,92,91,88,111,112,88,111,109,87,3
91,88,83,76,102,95,85,99,96,79,4
120,47,124,44,120,36,128,37,123,125,2
72,72,76,72,86,79,67,75,85,67,7
68,76,76,76,90,83,70,75,74,62,7
88,84,88,84,113,111,92,113,117,96,3
67,68,67,71,87,91,79,79,84,66,7
67,71,75,75,96,75,63,70,79,64,7
58,63,58,63,74,67,55,60,72,57,7
58,67,62,71,77,71,59,73,72,60,7
62,71,67,71,74,67,55,70,82,64,7
103,49,122,43,138,45,105,43,110,111,2
111,46,114,49,112,37,113,37,110,111,2
66,70,63,63,69,63,57,53,97,101,7
90,92,86,83,101,88,73,89,94,79,4
75,79,75,83,97,92,76,89,98,76,4
64,71,68,67,86,67,58,69,60,46,7
45,56,49,56,72,56,48,52,71,50,5
49,59,57,63,79,56,51,55,71,54,5
133,44,122,47,114,31,128,29,122,125,2
50,53,50,53,71,51,56,51,67,50,5
79,84,79,79,96,96,78,95,97,75,4
67,67,62,67,77,71,59,66,72,53,7
62,71,62,75,89,79,63,81,82,64,7
83,79,79,79,100,87,74,84,90,72,7
67,63,62,59,77,56,70,57,82,68,5
66,63,66,59,84,60,68,60,82,69,5
66,59,70,52,76,57,68,60,82,73,5
66,56,59,52,76,51,68,53,78,65,5
127,42,135,52,114,56,97,73,78,54,2
53,67,53,63,68,67,55,69,71,57,7
116,46,142,42,124,29,136,31,115,120,2
55,63,51,60,70,69,54,71,75,56,7
55,67,55,63,70,66,54,68,67,59,7
73,70,73,67,85,77,72,75,87,74,7
69,57,65,53,78,37,98,31,108,121,2
87,92,91,97,115,107,88,111,109,87,3
54,68,54,64,64,71,52,72,77,54,7
68,68,72,68,90,75,67,75,89,71,7
76,57,72,57,78,57,74,61,85,75,5
124,44,120,47,106,31,107,29,100,100,2
88,101,92,92,113,107,92,113,108,89,3
74,71,78,68,100,79,71,91,84,63,2
59,68,56,68,67,72,54,71,73,55,7
70,56,74,56,83,68,67,71,80,63,5
107,43,107,40,104,29,100,40,92,92,2
54,67,54,67,74,71,55,81,82,64,7
121,44,121,44,104,34,114,32,105,120,2
100,44,104,44,104,32,107,32,101,113,2
89,95,89,99,117,112,94,111,114,87,3
114,46,111,43,104,32,116,43,105,115,2
90,92,86,87,105,97,80,98,94,72,3
120,46,116,46,105,31,119,34,106,116,2
113,39,113,42,105,29,126,34,106,116,2
87,85,80,82,97,98,76,99,91,74,4
62,67,58,63,78,77,57,75,75,56,7
62,67,69,74,93,85,72,83,91,74,7
91,92,91,88,111,112,92,107,109,79,3
59,68,59,64,75,75,58,71,80,59,7
81,60,103,46,104,79,83,83,100,85,2
121,40,125,40,113,32,121,34,104,114,2
125,40,132,40,113,32,125,32,108,129,2
92,93,92,97,123,118,96,117,114,94,3
96,93,92,93,113,104,85,108,110,90,3
108,44,112,44,109,49,107,70,97,113,2
112,41,116,41,104,32,107,34,97,98,2
90,92,94,92,110,120,97,120,120,91,3
57,67,60,67,75,71,58,69,74,57,7
101,52,105,52,90,71,73,94,98,76,2
62,63,62,67,82,77,65,83,83,63,7
58,63,62,67,78,73,61,79,83,63,7
101,53,90,60,85,81,68,91,104,81,4
74,71,70,76,91,83,71,83,73,59,4
62,67,62,67,85,60,85,57,97,86,5
63,66,63,66,84,66,79,60,93,87,5
92,66,89,66,96,103,90,106,105,87,1
70,78,78,74,92,84,72,75,89,76,4
83,87,83,87,101,97,83,98,102,83,4
86,59,86,59,90,60,80,55,82,72,5
83,84,83,80,106,95,78,95,104,79,7
78,80,78,80,104,95,79,87,100,78,7
63,64,67,60,83,72,58,91,66,41,3
70,56,67,56,83,58,71,53,84,78,5
62,67,62,67,74,71,63,73,68,57,7
63,66,63,66,80,81,64,88,85,62,7
100,66,100,66,122,112,98,111,124,101,1
100,70,100,70,127,112,101,120,129,101,1
55,66,55,66,73,70,57,71,74,58,7
72,75,68,75,90,92,80,98,102,79,7
83,83,83,79,105,97,83,102,106,83,3
98,71,98,67,114,111,101,111,120,98,1
62,63,65,63,85,81,61,83,83,67,7
80,82,87,82,105,98,87,99,108,85,3
97,70,101,70,119,115,102,116,122,99,1
102,68,102,68,120,116,99,111,123,96,1
52,53,59,56,79,58,58,53,69,59,5
63,60,59,53,71,54,62,56,73,59,5
56,64,56,60,67,68,54,67,66,55,7
75,79,75,79,100,87,70,81,93,68,7
58,59,54,63,70,67,55,70,72,57,7
70,78,70,78,92,91,68,84,89,69,4
55,63,55,63,73,66,60,71,74,58,7
64,67,64,67,82,79,65,81,86,65,7
62,70,69,78,93,73,57,75,79,63,7
73,67,73,60,78,77,68,75,75,52,7
73,60,62,53,78,62,57,61,75,59,5
65,72,68,72,86,79,63,79,81,67,7
61,64,61,64,71,75,63,75,77,58,7
63,80,67,76,91,87,67,79,76,59,4
85,56,81,60,113,99,87,100,112,92,1
96,71,99,71,122,111,96,113,117,96,1
99,71,96,76,118,111,100,113,117,96,1
71,79,75,79,93,87,70,84,90,68,4
67,67,67,67,81,87,70,84,90,72,7
63,70,63,70,84,81,64,88,97,80,7
63,70,66,70,76,81,64,92,97,80,7
92,70,92,66,108,91,90,92,101,87,1
96,66,100,66,122,108,98,102,114,94,1
68,63,57,63,86,71,62,77,98,79,5
65,67,65,60,70,77,65,83,87,67,7
73,74,73,78,97,106,87,103,113,88,7
80,82,83,78,101,98,83,95,96,70,7
97,67,97,70,119,111,94,112,122,96,1
57,64,57,64,74,75,56,72,74,58,7
61,64,57,68,74,75,56,68,70,58,7
83,88,87,88,111,103,85,87,96,79,7
56,68,56,68,75,75,58,71,76,55,7
88,84,85,84,104,91,83,71,88,74,7
78,76,78,80,100,83,79,83,100,81,7
81,64,88,64,118,95,83,87,92,78,1
88,64,96,68,118,107,96,87,104,78,1
99,68,96,68,113,107,92,113,117,100,1
98,75,98,67,110,111,97,111,111,87,1
73,67,73,78,97,62,65,83,113,88,7
83,57,90,63,119,102,94,95,118,92,1
83,67,87,63,85,73,79,61,83,74,7
65,76,87,84,111,95,88,107,118,96,7
76,57,76,53,90,95,88,87,96,83,1
78,53,74,56,96,83,79,83,104,85,1
121,43,132,43,118,37,133,49,108,114,2
88,64,85,60,104,95,83,71,100,81,5
92,76,78,64,83,99,83,87,108,85,5
74,60,70,60,83,51,79,63,76,74,5
125,51,104,59,104,32,133,30,114,135,2
133,46,133,46,112,30,139,31,110,133,2
