@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R6,8,11-13,15,17-18,22-23,27-28,30,36-37'

@attribute Sp16 numeric
@attribute Sp18 numeric
@attribute Sp22 numeric
@attribute Sp23 numeric
@attribute Sp24 numeric
@attribute Sp26 numeric
@attribute Sp28 numeric
@attribute Sp29 numeric
@attribute Sp34 numeric
@attribute Sp35 numeric
@attribute Sp39 numeric
@attribute Sp41 numeric
@attribute Sp43 numeric
@attribute Sp49 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
77,68,90,76,71,87,71,79,83,87,89,71,79,67,7
66,54,71,57,64,79,68,71,68,71,74,62,75,62,7
95,74,104,96,84,100,84,95,83,93,104,81,96,78,4
112,92,118,96,93,113,88,103,95,100,104,85,96,78,3
103,85,91,67,79,96,75,79,75,74,92,74,79,63,7
79,67,83,67,71,85,71,87,91,96,73,59,75,70,7
111,92,113,92,95,117,90,113,113,117,114,94,117,94,3
111,92,118,92,90,117,95,113,109,117,119,94,117,94,3
111,92,113,92,90,122,90,113,113,122,114,90,108,90,3
107,87,109,87,90,112,90,113,113,112,105,83,99,75,3
61,42,50,29,70,80,63,67,56,62,68,57,57,42,5
54,46,67,50,56,73,59,56,49,69,65,49,51,60,5
32,136,127,136,46,124,46,32,34,124,124,140,34,136,2
34,118,117,122,49,105,49,37,37,110,105,111,40,111,2
34,125,112,107,46,114,46,37,45,110,110,111,63,80,2
109,89,117,92,92,119,96,112,112,119,119,94,115,94,3
67,63,73,59,59,65,59,60,66,79,70,48,56,58,7
32,142,130,142,44,129,44,31,34,119,131,142,31,139,2
32,139,119,127,50,110,44,31,31,124,106,102,40,135,2
37,116,114,116,47,110,47,40,40,105,106,102,55,79,2
112,94,114,94,97,114,97,115,115,114,115,91,106,83,3
63,90,119,133,80,94,72,81,49,115,96,78,91,85,2
34,126,114,122,47,125,47,31,34,115,133,135,31,114,2
79,80,97,76,68,78,68,77,81,90,75,56,75,59,7
102,76,110,83,68,90,76,85,98,102,83,59,79,74,7
106,83,105,76,88,106,84,98,89,94,96,78,87,67,3
92,76,93,73,80,94,76,81,77,78,83,67,79,67,7
53,62,70,58,57,78,53,52,49,74,75,67,54,63,5
60,65,82,83,53,94,47,34,29,115,118,128,29,135,2
53,83,97,101,47,111,44,29,29,106,122,139,29,128,2
53,76,74,55,44,106,44,37,52,78,122,128,31,78,2
31,139,125,139,46,133,43,31,29,128,123,129,34,125,2
43,102,115,120,46,122,50,39,45,113,123,129,29,116,2
77,65,78,65,68,83,71,75,79,87,85,67,79,67,7
49,57,71,50,56,79,53,48,45,75,77,67,51,62,5
55,61,78,65,56,67,53,48,54,79,67,50,51,54,5
55,54,64,50,56,79,56,54,51,67,70,54,51,62,5
31,135,128,132,48,123,44,34,32,118,117,125,34,125,2
103,85,122,92,75,89,75,91,103,104,80,63,79,66,7
99,78,104,78,84,104,79,95,95,100,92,74,96,78,7
51,56,67,56,55,74,55,51,51,67,76,66,46,59,5
34,128,122,139,55,85,51,45,29,128,84,63,49,100,2
57,67,87,78,55,74,59,58,61,89,80,63,46,66,5
91,75,100,79,82,96,82,96,91,96,105,83,99,79,4
99,79,104,79,82,96,82,96,96,104,101,83,95,79,4
87,75,104,100,82,100,82,96,100,100,105,83,103,86,4
34,129,118,125,46,117,46,34,34,122,105,116,40,113,2
79,62,85,62,66,76,66,79,83,80,82,60,73,64,7
79,67,85,67,74,84,70,75,75,80,79,68,81,72,7
48,62,74,62,63,80,59,53,49,76,82,68,57,72,5
27,137,123,129,46,117,43,27,27,127,110,116,30,146,2
100,85,92,78,83,105,92,103,103,105,110,90,111,90,3
34,129,112,129,75,93,56,45,37,114,105,80,71,108,2
34,122,122,125,46,105,46,40,40,105,105,111,46,101,2
32,125,122,129,46,119,46,32,34,119,119,133,43,97,2
91,78,92,74,75,86,75,91,91,90,85,65,79,73,7
29,133,133,151,59,90,52,37,30,124,105,115,29,136,2
95,79,101,75,82,101,78,92,92,97,102,79,102,83,4
57,68,82,68,57,82,57,53,56,82,86,72,52,72,5
48,90,110,116,50,89,47,37,29,114,102,102,46,120,2
92,76,97,76,84,102,84,102,102,102,118,92,112,85,3
92,80,101,83,84,102,84,98,98,106,113,85,103,88,3
40,111,105,104,64,94,60,59,69,98,104,74,83,81,2
37,133,114,119,57,111,60,69,73,78,83,63,71,56,2
79,58,82,65,68,78,68,77,77,74,75,59,71,56,7
79,69,85,73,68,86,68,69,73,86,87,74,71,74,5
49,58,74,58,53,82,57,55,55,78,83,70,57,85,5
98,83,102,79,97,118,92,107,107,118,118,92,116,96,3
66,54,71,54,68,75,64,68,71,67,74,54,72,54,7
73,57,78,61,64,71,71,75,71,75,74,58,72,54,7
69,76,86,72,64,87,64,71,71,87,85,79,68,75,5
81,72,90,72,68,87,68,75,75,83,85,71,72,67,5
107,88,118,85,93,118,93,116,111,118,122,96,118,96,3
112,88,118,92,97,109,97,111,107,113,117,89,109,92,3
71,59,75,59,67,74,67,72,72,70,73,55,71,55,7
75,59,75,56,67,74,67,72,72,70,69,55,71,55,7
75,59,75,59,67,77,71,75,79,81,80,59,79,66,7
54,70,83,70,67,81,71,75,54,100,76,63,79,70,4
111,92,109,87,95,117,99,113,113,122,114,94,117,90,3
75,67,81,67,70,80,70,79,79,88,86,68,81,60,7
34,108,104,112,46,104,46,32,32,104,101,113,32,116,2
29,100,104,104,49,96,49,40,32,104,110,120,40,113,2
118,92,117,96,96,119,96,112,117,119,114,90,115,94,3
79,59,73,55,63,75,71,84,81,79,78,58,75,62,7
71,55,73,55,71,79,71,73,73,72,82,62,75,58,7
71,55,69,55,71,82,67,73,70,72,78,65,79,58,7
79,74,88,74,71,90,71,81,84,93,89,76,84,76,4
67,63,76,63,71,79,67,66,66,68,78,62,75,62,4
87,78,104,100,71,79,75,81,81,93,82,69,75,76,4
32,107,104,107,49,97,46,32,30,101,110,122,37,126,2
95,79,90,68,82,97,78,84,71,74,94,72,85,54,7
73,60,82,60,67,78,67,79,75,82,78,57,73,61,7
77,68,79,60,74,89,67,79,75,78,98,87,89,76,4
67,51,74,51,64,71,64,69,69,74,67,56,75,56,7
71,55,78,58,68,74,64,73,73,74,79,59,75,56,7
84,76,97,76,76,98,72,85,85,98,100,85,95,88,4
75,65,82,62,72,90,72,81,85,86,104,81,91,81,4
34,115,101,111,68,106,50,37,34,102,96,81,61,110,2
111,91,120,94,92,113,97,112,116,122,113,92,116,96,3
98,76,98,76,76,96,76,91,87,91,89,71,87,75,7
94,76,98,76,76,100,80,87,91,100,93,71,87,79,7
81,72,98,79,68,83,68,79,83,96,81,67,79,71,4
29,128,106,124,40,104,40,29,29,113,104,121,32,129,2
112,92,118,88,93,113,88,107,99,109,104,81,104,85,4
99,81,108,85,84,109,88,107,107,109,108,85,104,89,4
99,78,91,74,88,109,84,99,91,93,100,81,91,66,4
75,52,75,56,63,70,67,72,72,77,69,55,75,59,7
75,59,75,59,67,74,67,83,75,77,80,59,75,63,7
75,59,75,59,67,74,63,72,75,74,76,59,71,59,7
75,52,75,56,67,74,71,75,72,74,76,59,75,59,7
83,63,79,67,71,85,71,79,79,85,80,63,79,63,7
83,63,83,70,71,85,71,79,83,85,80,63,79,63,7
36,114,108,121,44,104,44,34,37,104,104,107,32,107,2
95,79,109,79,86,104,86,104,100,108,105,86,103,83,4
75,54,74,54,63,76,63,75,75,80,75,57,73,60,7
118,96,127,100,96,130,96,117,112,114,101,83,88,65,3
75,63,80,59,67,75,63,73,77,79,78,55,75,58,7
112,90,110,94,97,124,93,120,120,119,125,98,120,98,3
108,86,105,86,89,114,85,111,106,110,120,91,111,87,4
103,83,105,83,85,110,89,106,106,114,111,87,106,87,4
77,60,82,60,67,82,67,75,79,74,78,57,77,54,7
48,98,90,75,63,85,70,84,88,85,98,76,98,76,4
79,62,82,62,64,78,68,73,77,78,75,59,75,59,7
71,58,78,58,64,74,68,69,69,74,75,56,71,59,7
84,76,89,73,64,102,64,81,81,86,91,74,83,78,4
88,73,89,73,72,86,72,89,85,94,96,74,91,70,4
84,73,93,65,76,98,76,89,85,86,96,74,87,70,4
98,79,94,72,84,100,80,91,87,91,93,75,91,75,4
77,65,78,61,64,79,71,83,79,83,85,62,83,62,7
69,57,74,57,68,75,68,71,75,75,77,62,75,62,7
77,65,86,65,64,83,68,79,79,83,81,67,83,67,7
75,59,79,63,63,77,67,75,75,77,80,59,79,63,7
83,67,83,67,79,93,79,87,79,81,104,81,100,74,7
75,56,75,56,67,77,67,75,72,77,80,63,79,63,7
116,99,128,99,79,123,75,111,116,123,108,92,113,100,1
91,81,100,81,67,118,63,103,99,109,122,100,113,100,1
75,58,77,58,78,88,70,79,75,80,93,72,88,64,7
75,62,85,62,63,80,63,75,79,84,90,64,73,60,7
83,62,81,67,66,84,66,79,79,80,82,64,77,68,7
95,79,96,75,63,73,70,83,91,96,68,57,70,72,4
75,59,73,59,67,79,67,73,73,79,82,65,75,62,7
75,63,80,59,75,93,75,81,81,82,105,83,88,69,7
60,81,88,70,56,97,59,57,63,90,93,87,60,76,5
79,66,84,66,67,79,67,77,77,82,78,62,79,65,7
63,55,69,55,63,68,63,66,70,72,74,62,71,62,7
67,55,66,55,63,72,63,70,70,75,74,62,71,62,7
83,70,96,78,63,68,59,70,84,90,74,58,67,65,7
81,64,79,64,70,85,67,79,79,82,90,68,81,61,7
77,64,75,60,67,85,67,79,75,78,82,61,77,61,7
112,101,124,101,70,114,74,115,115,119,115,98,115,98,1
112,98,119,98,67,124,63,115,115,129,120,98,111,102,1
66,57,65,53,70,82,70,71,67,70,78,72,81,61,7
66,60,72,60,63,74,63,71,71,78,74,65,77,65,7
70,60,75,57,63,74,63,71,71,78,74,61,73,57,7
88,72,90,68,74,97,70,88,75,78,82,65,73,61,4
92,73,85,62,76,90,76,94,89,90,91,70,87,74,4
88,76,105,83,76,90,76,94,102,102,96,74,91,74,4
88,83,101,83,80,98,84,98,98,106,100,78,95,81,3
88,80,93,69,80,106,76,98,89,94,104,81,99,78,3
60,87,93,90,60,98,57,59,55,94,83,74,54,78,5
71,62,78,62,68,74,68,77,73,78,79,63,75,63,7
88,73,85,65,68,86,68,77,73,78,79,63,79,59,7
102,79,98,79,80,100,84,99,99,100,96,75,95,75,4
115,98,120,98,64,128,64,116,121,122,123,100,116,100,1
73,65,74,57,68,75,64,75,75,75,81,62,72,58,7
69,61,82,65,68,75,68,75,75,75,70,62,75,62,7
87,70,91,78,75,81,71,79,83,81,84,66,87,63,7
116,103,128,103,67,118,71,116,111,123,112,96,109,100,1
79,67,79,59,63,74,63,75,79,81,73,63,67,63,7
99,83,109,83,78,104,82,100,100,104,101,79,99,83,3
99,83,96,75,82,104,82,100,100,104,105,83,99,83,3
51,50,67,54,52,56,52,49,56,69,62,42,48,53,5
51,54,74,62,52,66,52,56,60,73,68,49,54,64,5
111,96,123,100,66,117,66,109,109,122,119,98,112,98,1
79,66,96,78,67,82,67,77,88,93,82,65,84,69,7
83,70,84,66,67,82,75,84,88,97,78,65,79,73,7
96,81,104,81,75,97,75,91,99,105,101,76,92,87,7
109,96,112,96,67,119,71,108,112,114,119,101,111,101,1
73,64,90,68,57,78,67,67,79,89,74,61,66,68,7
84,68,97,75,67,78,70,79,88,93,78,65,81,76,7
88,72,101,79,82,101,82,92,92,105,111,83,98,83,7
91,68,68,34,78,105,78,88,63,67,106,83,85,39,3
112,94,119,98,67,119,63,111,111,119,115,98,111,98,1
84,62,85,65,76,94,68,85,81,82,91,74,87,63,7
88,69,67,41,84,106,76,85,59,64,104,81,83,41,3
63,41,63,44,76,90,57,59,49,71,87,59,57,52,5
53,58,82,69,53,71,53,55,52,82,75,59,57,59,5
53,65,82,65,53,82,50,52,52,78,79,67,54,59,5
120,97,129,101,64,125,72,115,115,120,122,99,116,99,1
79,73,85,69,68,115,64,89,77,82,122,99,99,74,1
89,68,90,68,76,96,76,91,83,96,96,71,91,71,4
81,65,82,65,68,83,68,83,83,83,85,62,79,67,7
89,72,106,87,68,83,68,83,91,96,85,67,79,67,7
98,76,102,76,76,96,80,91,95,104,89,71,87,75,7
95,81,96,81,71,89,75,87,91,96,84,63,83,70,4
57,67,83,67,59,77,55,64,64,85,92,74,67,66,5
54,63,75,59,55,74,55,54,54,70,73,59,53,59,5
116,99,122,99,67,123,67,111,107,118,122,103,109,96,1
79,67,85,62,63,80,66,83,79,80,86,64,81,64,7
79,75,77,71,82,96,82,91,83,92,97,79,95,79,4
95,79,104,87,74,96,78,91,91,96,90,68,81,72,7
58,75,89,71,56,84,56,63,71,88,97,83,91,90,5
107,96,113,96,63,122,63,109,104,117,114,94,103,94,1
68,54,70,58,70,73,63,67,67,66,82,64,70,60,7
87,74,96,70,75,97,75,88,88,93,97,69,88,69,4
79,63,84,63,67,86,67,81,77,86,85,62,84,65,7
91,81,100,78,67,82,75,91,95,101,82,62,84,76,4
100,89,104,81,83,110,79,95,95,105,114,90,106,90,3
53,59,73,63,59,82,59,60,60,93,101,87,84,90,5
71,78,92,78,75,105,79,103,103,110,124,104,120,94,3
113,96,122,96,67,110,71,112,108,119,105,83,97,94,1
113,100,122,96,67,119,63,112,108,119,119,97,106,94,1
113,103,122,103,67,124,67,112,112,124,124,104,111,97,1
88,72,93,68,82,97,74,88,84,97,94,72,89,68,4
99,83,101,79,70,119,67,106,92,105,115,91,102,79,1
92,73,93,73,76,94,80,94,94,94,96,70,91,74,4
106,97,114,94,64,106,64,106,106,115,104,88,103,92,1
106,97,114,90,68,115,64,102,102,115,113,92,103,99,1
111,101,119,101,68,125,68,106,111,125,122,99,103,99,1
111,104,119,97,64,115,64,111,111,125,118,96,107,96,1
111,101,114,90,68,131,72,111,111,111,128,96,112,96,1
77,68,74,57,71,87,71,75,61,75,77,62,75,54,7
66,61,86,76,71,83,60,68,75,91,104,79,91,83,5
91,70,96,74,79,96,79,91,87,93,92,70,87,70,4
87,70,87,70,75,93,75,87,87,89,92,66,87,66,4
79,63,83,63,67,85,67,79,79,81,88,70,83,63,7
75,78,100,81,71,93,75,99,107,113,112,92,109,92,3
99,85,104,81,71,118,63,107,99,113,122,92,104,92,1
99,92,118,92,63,113,63,99,99,113,104,81,96,89,1
107,99,122,96,67,118,67,107,107,118,117,96,113,96,1
112,96,113,85,71,118,75,111,107,118,117,96,113,100,1
99,83,104,75,63,80,78,83,96,104,86,72,91,83,7
103,83,113,92,78,96,82,104,113,127,105,86,112,101,3
111,100,118,92,63,104,63,96,100,108,110,90,99,90,1
111,100,118,96,66,122,66,109,113,117,119,94,103,94,1
75,59,84,66,71,86,71,81,81,86,93,83,92,76,7
118,100,112,92,87,119,79,103,95,110,114,90,102,87,1
113,96,117,96,67,119,67,108,108,114,124,94,115,97,1
81,64,82,60,63,78,63,71,67,82,74,57,73,57,7
112,94,124,101,85,114,93,120,115,124,111,91,115,94,3
97,83,105,87,76,98,80,94,106,106,91,78,95,88,7
120,97,124,97,88,111,88,115,111,115,113,92,112,103,3
92,87,101,87,57,106,57,81,81,90,91,74,75,78,1
97,87,114,87,60,111,57,94,85,102,104,81,83,81,1
88,83,105,83,53,106,53,81,85,94,108,85,83,78,1
111,97,114,97,68,120,64,111,111,125,118,96,107,96,1
111,97,124,94,72,120,72,111,111,125,122,99,107,99,1
85,79,98,79,76,96,76,83,83,91,96,79,79,79,7
94,83,106,87,76,91,80,95,103,108,96,79,95,92,7
85,76,98,83,56,91,53,79,83,96,93,71,72,75,1
85,83,106,87,53,96,53,83,87,100,85,75,79,83,1
85,83,106,91,46,87,50,79,87,104,93,75,79,83,1
102,91,115,94,68,100,64,95,103,113,100,79,87,83,1
111,98,120,94,64,113,64,107,107,118,100,83,107,96,1
75,56,75,56,67,74,67,72,75,74,73,55,71,55,7
75,74,91,78,51,85,51,75,75,96,92,74,79,78,1
83,78,96,81,59,100,55,79,83,96,104,85,91,85,1
95,85,100,81,55,104,51,83,79,96,96,78,79,78,1
112,96,122,99,71,118,71,111,107,118,122,96,113,100,1
83,79,96,83,90,108,78,91,71,84,105,86,88,72,7
83,79,104,83,63,108,59,91,79,96,101,86,88,83,1
75,75,96,79,56,96,56,83,83,100,93,83,88,83,1
107,96,123,96,66,104,63,96,109,122,97,79,88,86,1
71,55,73,55,63,68,67,73,73,72,78,58,75,65,7
67,55,73,59,67,82,71,81,88,90,110,83,102,87,7
91,81,100,81,63,105,56,81,77,90,105,90,84,76,1
75,78,80,74,56,97,52,73,66,86,93,76,75,73,1
71,74,96,74,52,82,56,70,84,97,82,73,75,73,1
79,74,104,85,56,82,56,84,91,101,89,76,79,73,1
83,85,108,89,56,97,59,91,91,101,93,73,79,80,1
79,78,100,78,56,97,52,81,73,90,105,83,84,76,1
109,96,108,89,67,114,75,108,99,110,119,97,111,90,1
109,96,127,100,63,97,67,99,108,124,97,76,88,83,1
113,100,122,100,67,124,67,108,103,119,114,90,106,87,1
77,75,105,86,57,101,50,79,75,97,102,87,73,72,1
88,83,97,83,50,97,53,84,88,105,98,83,85,83,1
88,83,105,83,53,97,57,88,88,105,90,79,85,87,1
88,86,105,86,57,105,60,92,88,105,111,87,94,87,1
95,90,101,86,60,105,60,97,106,110,98,87,94,94,1
103,90,114,90,67,114,63,102,97,110,111,91,98,87,1
95,86,101,86,63,110,67,92,88,110,111,87,89,94,5
111,94,105,83,92,115,92,102,98,106,108,85,103,85,3
84,80,101,76,57,111,53,85,73,94,104,85,79,74,1
92,87,105,87,60,111,60,94,85,98,104,85,91,85,1
88,90,105,83,68,115,72,94,89,115,118,92,95,96,5
73,65,78,61,71,83,64,68,68,83,96,71,75,79,7
73,76,98,76,53,87,56,79,87,104,89,79,95,92,1
89,83,102,83,68,122,71,103,99,108,128,100,111,96,1
77,87,102,94,46,96,43,36,34,118,113,125,29,133,2
62,98,106,91,43,118,43,31,34,118,118,133,37,125,2
98,91,111,91,53,104,64,95,99,113,113,125,58,83,1
94,94,115,94,71,118,76,95,99,122,118,96,99,96,5
103,81,104,85,84,104,88,103,103,104,104,85,100,85,3
95,88,104,85,51,100,51,83,75,96,92,78,83,78,1
79,78,104,85,59,89,59,95,99,113,100,81,87,92,1
103,96,122,96,67,113,67,107,107,123,112,89,104,96,1
107,96,122,103,67,118,67,107,111,123,108,92,100,92,1
61,67,75,67,48,67,51,54,61,70,69,66,53,63,5
95,87,104,87,63,112,66,100,100,112,110,90,103,94,1
107,96,123,96,63,112,63,104,100,108,110,86,99,90,1
34,125,113,104,46,112,46,32,32,112,119,139,32,139,2
95,92,118,96,59,100,66,91,96,112,101,101,73,83,5
54,75,81,79,63,88,52,53,53,80,86,75,60,72,5
104,89,104,85,87,114,92,112,112,119,114,94,115,97,3
96,78,100,78,92,110,83,95,95,101,114,94,97,80,3
109,100,117,100,75,124,71,112,112,130,129,101,102,97,1
87,81,112,89,46,110,49,51,73,97,114,136,29,122,2
49,74,69,66,59,79,59,60,54,75,82,65,67,69,5
103,83,110,83,85,105,85,106,102,101,106,79,102,79,3
99,86,110,90,78,101,74,97,97,110,106,87,98,91,1
99,90,101,90,57,110,53,88,71,89,102,83,73,72,1
73,75,93,79,50,85,53,75,84,97,82,72,73,76,1
45,124,119,135,47,105,44,31,31,110,106,113,31,131,2
60,64,68,68,60,74,60,63,71,70,78,65,66,68,7
84,83,101,87,53,90,53,77,77,94,96,70,79,78,1
97,87,114,90,64,111,68,94,89,102,104,85,87,78,1
97,90,119,97,60,102,64,98,106,111,100,85,99,92,1
63,69,78,65,72,86,68,73,66,74,100,81,79,67,7
98,87,106,87,88,113,76,95,99,113,100,87,95,87,3
69,72,82,72,56,83,53,68,71,87,81,71,72,75,1
73,76,90,76,53,87,53,75,79,96,85,75,79,79,1
85,87,111,91,56,96,60,91,99,108,100,87,95,92,1
111,98,115,94,71,122,71,112,112,122,113,96,107,96,1
31,128,111,131,60,108,60,64,51,104,109,92,87,87,2
43,109,98,91,56,96,56,61,64,91,96,87,58,79,5
91,74,100,81,79,96,79,91,95,100,104,81,96,81,3
99,81,104,85,84,100,84,103,103,113,104,81,100,85,3
75,74,87,78,51,85,48,72,83,93,92,74,71,74,1
75,78,91,81,51,93,55,79,75,93,88,74,79,81,1
79,81,96,78,55,96,59,83,99,104,92,81,83,81,1
83,81,104,85,71,104,67,103,91,109,96,81,100,92,1
83,85,91,78,63,109,59,75,83,96,108,92,91,81,1
91,88,108,92,59,100,59,87,99,109,104,89,79,85,1
36,128,108,114,59,96,55,61,64,104,96,85,71,96,2
99,85,100,81,71,96,79,95,95,96,108,96,75,78,4
99,79,104,83,86,104,82,96,100,104,105,83,99,86,3
75,79,96,79,66,108,59,91,79,96,105,86,95,83,1
83,79,85,71,66,104,70,96,79,88,90,75,73,75,1
64,92,100,87,59,104,59,63,60,100,105,94,66,86,5
58,87,93,83,59,100,56,60,60,88,97,86,63,83,5
96,81,104,78,79,101,83,95,95,105,97,80,106,90,3
100,81,104,81,87,105,83,95,99,105,101,83,97,87,3
60,92,100,89,63,101,59,66,63,90,97,80,71,80,5
60,78,84,78,59,86,56,60,54,86,93,83,60,83,5
112,94,114,90,93,114,93,111,102,110,115,87,102,76,3
73,83,93,75,50,89,50,75,75,97,90,76,69,76,1
103,94,114,90,67,114,70,106,106,110,115,94,106,94,1
103,94,114,94,70,114,70,115,106,124,120,94,111,94,1
103,98,119,98,70,119,70,106,111,114,115,94,102,94,1
66,94,110,90,63,101,63,71,75,105,106,94,66,94,5
111,90,114,94,92,115,92,120,115,115,122,92,116,88,3
102,83,101,83,84,102,84,98,94,102,104,81,95,88,3
97,83,101,83,84,102,76,94,102,111,104,81,99,96,3
92,87,97,83,68,111,57,81,77,90,113,92,91,85,1
71,80,101,80,50,86,50,69,69,90,96,78,71,74,1
71,76,93,76,50,94,50,73,73,94,91,78,79,78,1
75,76,97,80,50,78,53,69,77,94,87,74,68,74,1
71,90,105,90,60,106,60,66,73,102,108,96,71,96,5
69,76,94,76,46,87,50,71,75,91,100,83,79,79,1
106,94,115,94,64,122,71,107,107,122,118,96,107,96,1
52,83,78,83,56,96,56,68,64,91,96,87,72,75,5
73,94,106,87,64,108,68,75,87,108,113,96,95,83,5
89,87,98,79,68,108,71,87,91,100,109,92,99,79,4
95,81,108,88,84,96,84,99,103,113,92,78,96,89,3
79,81,96,78,55,100,55,83,79,104,112,89,87,89,1
71,74,87,74,51,104,51,83,79,96,112,89,87,85,1
79,78,96,78,51,96,48,72,68,89,96,78,71,74,1
71,74,87,74,48,93,55,79,79,93,92,78,75,78,1
