@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R5,9-10,12,14-16,19,22-23,25,27,29-30,33,37'

@attribute Sp15 numeric
@attribute Sp19 numeric
@attribute Sp21 numeric
@attribute Sp23 numeric
@attribute Sp25 numeric
@attribute Sp26 numeric
@attribute Sp27 numeric
@attribute Sp31 numeric
@attribute Sp34 numeric
@attribute Sp35 numeric
@attribute Sp37 numeric
@attribute Sp39 numeric
@attribute Sp42 numeric
@attribute Sp43 numeric
@attribute Sp46 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
85,85,106,87,106,115,87,111,106,111,84,108,84,103,88,3
76,80,98,79,107,113,85,104,95,100,84,113,84,103,84,3
80,80,98,79,99,104,78,100,99,104,84,104,84,99,79,3
72,72,81,72,68,100,88,108,54,104,44,128,44,34,48,2
47,47,34,135,31,139,143,133,31,139,41,139,44,32,44,2
44,44,34,135,31,133,139,133,31,128,44,134,44,32,48,2
41,41,31,139,34,133,132,128,31,128,44,118,44,37,48,2
88,84,102,83,107,113,88,113,103,108,88,104,88,107,88,3
92,92,111,91,107,113,88,118,107,113,88,113,93,111,88,3
88,88,111,91,112,113,92,118,103,113,88,123,93,116,88,3
88,84,107,85,111,113,92,109,107,113,86,112,90,113,90,3
88,88,107,85,107,109,87,113,107,109,66,100,82,96,90,3
92,88,107,88,103,109,87,109,107,113,86,108,86,109,86,3
88,92,112,92,107,109,87,109,107,113,86,112,82,104,86,3
88,88,107,88,103,109,83,109,111,109,90,108,90,104,90,3
88,84,107,88,111,109,92,113,107,118,90,117,90,109,90,3
92,88,103,85,111,123,96,118,111,113,90,122,95,113,95,3
84,88,103,85,103,113,87,109,99,104,82,100,70,79,70,3
76,71,79,67,83,89,67,85,83,89,74,92,74,83,74,7
44,44,34,129,32,127,133,127,32,122,42,124,42,32,42,2
84,88,107,87,109,108,89,108,104,108,87,110,87,112,83,3
84,88,107,92,109,112,89,112,109,112,87,110,83,103,87,3
82,82,100,78,103,105,83,101,95,101,93,114,89,106,74,3
49,46,29,151,40,119,139,135,30,140,50,110,44,34,42,2
46,46,32,129,34,130,131,124,34,119,42,119,44,34,44,2
86,86,104,89,99,110,86,105,103,110,89,105,85,106,89,3
70,74,83,70,73,72,60,75,77,82,67,78,63,63,67,7
74,70,75,63,77,82,64,82,77,79,67,74,70,79,78,7
70,74,87,74,77,75,64,82,88,93,74,89,70,79,67,7
92,92,122,105,125,129,104,129,125,124,88,125,92,120,97,3
46,42,32,135,34,129,143,129,34,124,47,125,44,31,47,2
46,52,45,109,34,129,136,124,37,119,44,125,44,31,44,2
46,49,34,131,34,119,136,119,34,114,44,131,44,31,44,2
87,83,103,90,111,105,90,110,106,110,92,115,88,106,88,3
87,92,112,90,106,114,90,114,120,119,92,120,92,115,92,3
92,83,95,79,88,89,73,82,79,78,60,67,64,69,64,5
67,63,66,60,75,82,62,74,67,70,60,67,64,69,64,7
53,47,37,126,77,102,83,115,29,125,80,100,64,64,46,2
44,44,34,140,31,131,135,131,34,136,43,133,43,29,46,2
44,44,34,136,31,125,139,125,31,125,46,139,50,31,50,2
89,85,97,80,98,102,76,90,77,78,68,75,60,57,53,5
67,67,75,62,77,78,61,71,69,74,71,79,68,75,68,7
47,44,31,135,31,128,135,133,31,139,44,139,44,34,44,2
50,44,31,142,39,122,121,108,36,118,48,118,48,40,51,2
44,44,34,124,34,122,128,122,36,122,44,128,48,29,44,2
47,44,34,120,36,118,125,118,36,118,48,118,51,37,48,2
50,64,69,79,34,118,125,118,51,113,48,118,48,34,48,2
92,88,111,87,112,118,92,118,112,118,93,118,93,111,93,3
88,88,106,87,103,113,88,108,107,108,93,118,88,107,88,3
92,92,111,91,107,108,88,113,112,118,88,109,93,111,88,3
80,76,85,68,87,91,67,75,57,60,75,74,63,61,55,5
76,64,77,61,71,75,59,60,54,53,63,63,55,51,55,5
72,64,73,61,79,79,67,79,79,79,67,74,71,79,71,7
68,64,66,54,68,71,56,79,71,71,63,74,67,72,71,7
88,84,107,88,111,113,92,113,111,113,95,117,90,113,95,3
43,46,31,150,34,139,146,134,32,134,46,138,46,32,46,2
46,46,31,135,37,123,129,128,32,123,52,104,49,37,43,2
46,43,36,121,34,118,112,118,40,113,46,112,46,34,49,2
88,88,95,83,113,117,96,108,96,104,92,105,83,99,79,3
44,44,34,146,56,108,103,127,32,133,71,93,56,42,42,2
48,48,34,133,32,127,136,127,34,127,42,124,42,32,46,2
88,88,103,83,100,108,85,108,104,112,79,97,92,108,92,3
67,67,72,58,63,66,55,73,67,73,59,75,63,63,63,7
82,82,96,81,99,101,75,97,91,97,78,93,78,92,82,4
66,66,71,59,60,65,53,72,73,75,57,70,63,67,67,7
46,42,34,135,34,124,140,129,34,124,47,131,44,31,44,2
42,42,34,120,31,124,136,124,31,114,47,115,44,31,47,2
46,49,34,116,31,114,122,114,37,114,47,125,47,31,47,2
96,92,108,90,111,114,94,114,115,119,97,120,97,115,88,3
96,96,112,94,115,119,94,114,115,114,88,120,88,111,88,3
56,59,54,60,56,67,48,70,56,74,53,71,53,52,57,5
63,59,63,64,53,82,83,97,37,101,44,115,44,29,44,2
97,97,115,94,115,120,94,120,106,111,80,104,84,95,80,3
44,50,43,111,34,115,120,115,43,106,50,122,46,36,50,2
78,82,102,76,77,82,61,90,85,94,68,75,68,75,71,7
70,63,67,58,81,90,65,94,69,71,71,87,71,79,68,7
84,76,94,72,91,96,78,96,91,96,79,100,84,95,79,4
76,80,89,76,87,87,74,91,91,96,84,100,79,95,79,4
47,44,31,139,31,133,139,133,31,133,44,128,44,32,48,2
60,57,59,65,61,75,63,75,57,75,59,81,63,61,59,5
60,60,62,68,51,71,59,75,57,79,51,74,55,51,59,5
43,46,31,125,34,123,129,118,34,118,46,112,49,34,49,2
50,50,39,103,40,104,100,100,64,85,63,88,66,63,66,2
92,92,112,92,91,96,75,104,99,96,70,80,66,83,74,3
68,71,75,67,75,85,67,85,79,81,70,84,74,79,70,7
56,53,51,52,51,77,67,77,48,74,56,69,56,53,59,5
67,67,79,62,71,73,55,76,79,84,67,79,67,77,67,7
71,71,83,62,79,84,63,80,79,80,67,86,71,77,71,7
71,71,75,67,79,80,66,84,79,84,75,82,71,81,71,7
55,55,51,50,49,76,66,80,49,73,59,82,56,48,52,5
44,51,45,71,27,122,133,117,29,117,42,124,42,30,42,2
59,63,61,79,46,80,63,76,53,76,49,82,52,42,52,5
78,82,96,81,95,101,83,97,91,101,82,101,78,92,82,4
82,82,96,81,95,97,79,105,103,105,85,110,82,102,85,3
78,82,96,78,91,90,72,90,95,97,74,89,78,88,82,7
70,70,83,70,81,82,68,90,84,90,67,82,70,79,74,7
59,66,63,66,57,86,72,82,60,82,57,82,57,53,57,5
56,56,49,70,48,72,60,79,54,82,57,78,53,49,50,5
83,83,95,79,111,114,87,110,97,101,97,115,97,111,88,3
75,71,81,64,84,85,69,82,75,85,72,90,68,77,68,7
78,82,92,80,102,102,79,102,98,106,92,118,92,107,88,3
67,70,79,65,77,78,57,78,73,74,68,71,68,71,68,7
74,74,84,76,73,86,72,86,77,90,68,87,68,75,68,7
97,88,102,83,116,122,96,122,112,118,93,123,97,116,93,3
88,88,98,83,116,122,96,118,107,113,97,118,93,111,93,3
68,76,85,68,75,75,59,75,79,79,71,77,71,79,75,7
72,72,81,72,75,87,74,83,71,83,67,81,67,72,71,5
57,57,52,72,71,87,74,87,57,87,71,93,67,68,63,5
44,41,31,113,36,100,107,108,29,108,48,104,48,37,44,2
47,44,34,87,29,108,114,104,39,91,41,109,44,32,48,2
101,101,116,96,116,118,96,123,116,123,99,117,95,118,95,3
92,92,112,92,116,118,96,118,111,118,95,117,95,113,104,3
64,68,71,56,72,74,54,74,72,70,66,80,66,71,66,7
56,56,57,70,61,93,79,85,54,81,70,88,70,75,63,5
43,50,42,96,29,109,121,104,32,104,46,104,46,34,40,2
46,46,39,96,32,109,112,109,37,104,43,100,40,32,43,2
88,88,107,92,113,112,89,112,109,117,92,114,92,112,92,3
67,67,72,58,71,76,55,73,71,69,71,82,67,73,63,7
51,44,34,100,29,112,122,108,29,108,46,105,42,32,46,2
44,44,32,104,32,104,107,104,32,100,46,110,39,30,42,2
95,95,109,89,117,114,90,105,99,105,89,110,85,97,82,3
95,90,113,92,108,105,86,105,95,97,85,105,82,88,78,3
63,63,67,55,66,72,53,75,70,75,60,74,63,67,63,7
78,70,79,78,95,105,79,105,84,93,78,93,85,97,82,7
70,70,79,81,99,105,75,93,81,93,85,101,82,92,74,7
66,63,71,66,70,82,72,82,66,82,70,89,67,79,70,5
66,66,75,70,66,82,68,82,73,86,70,89,70,84,70,5
66,66,75,70,70,82,68,86,77,90,70,89,70,79,74,7
46,40,29,122,30,101,120,105,32,105,47,101,44,31,44,2
49,43,32,107,32,110,120,97,32,110,42,110,44,34,50,2
96,96,112,94,111,114,90,114,115,114,92,115,92,111,97,3
63,63,70,53,67,70,51,74,67,78,64,71,64,69,64,7
67,67,77,64,79,82,62,82,75,78,72,74,68,77,64,7
75,75,91,75,88,93,73,93,92,93,76,94,76,85,76,7
83,83,99,75,92,93,76,93,97,101,76,98,80,98,80,7
67,67,66,60,75,78,62,78,79,82,72,90,72,81,72,4
60,60,67,55,69,74,54,74,73,74,68,75,64,75,64,7
67,70,75,58,73,78,61,78,73,82,64,79,68,75,64,7
70,70,75,76,85,90,76,90,81,98,80,100,80,91,80,7
74,74,88,76,85,94,79,98,89,94,71,100,76,99,76,4
64,64,73,61,75,79,59,75,75,79,67,77,67,72,67,7
72,72,77,57,75,79,59,79,75,75,67,74,63,72,67,7
68,68,77,61,75,75,59,79,79,79,67,74,67,72,71,7
76,68,66,98,79,83,67,96,87,96,67,85,75,79,75,4
64,64,75,52,72,70,50,70,72,74,66,76,63,71,66,7
68,68,79,63,75,77,58,81,79,77,66,84,66,79,66,7
64,68,75,63,68,74,58,74,72,74,63,73,63,75,63,7
71,67,72,50,83,88,66,88,75,76,71,86,71,81,67,7
71,67,79,58,75,84,63,80,75,80,63,82,63,77,67,7
71,71,79,62,75,80,63,80,79,76,67,75,67,77,63,7
75,75,79,83,79,80,66,80,83,92,71,82,71,84,71,4
99,95,118,96,112,124,94,130,117,114,97,114,89,102,82,3
86,86,104,81,108,114,86,105,103,105,85,114,85,106,89,4
78,74,83,66,88,93,72,82,77,86,78,97,67,79,70,7
70,70,75,59,81,82,60,86,77,82,67,78,67,79,63,7
59,63,71,59,73,75,60,72,70,75,63,74,63,71,63,7
67,71,81,72,92,105,87,97,84,93,68,102,64,89,64,4
52,52,40,105,49,93,90,85,71,85,68,90,72,94,76,2
85,89,106,87,111,111,91,111,106,111,88,113,84,107,84,4
70,70,84,58,81,86,65,82,81,82,71,87,71,83,68,7
67,70,79,58,81,82,65,82,77,78,68,83,68,75,68,7
67,67,75,62,77,82,65,78,77,78,71,83,68,79,68,7
67,70,79,58,77,78,57,74,73,78,68,79,68,75,64,7
64,72,89,76,75,79,59,75,75,79,63,77,67,75,63,7
68,68,73,57,75,75,56,75,75,75,67,77,67,75,67,7
64,68,77,65,83,83,67,79,83,83,71,85,71,83,67,7
64,64,73,61,75,75,59,79,79,83,67,81,67,79,67,7
72,64,73,72,79,79,63,75,83,87,67,74,67,68,67,7
68,76,99,85,75,81,58,77,83,85,66,80,66,75,66,7
76,92,116,99,75,77,58,85,103,109,66,80,66,75,63,7
84,84,103,85,107,104,83,104,103,104,82,108,82,96,82,4
71,68,75,59,75,77,58,77,72,81,70,80,66,75,70,7
64,64,79,63,75,77,58,81,79,85,63,80,63,75,63,7
64,68,79,59,75,77,62,77,75,85,63,88,63,60,59,7
76,71,112,99,116,128,100,128,111,123,66,117,66,113,66,1
76,76,91,70,79,93,71,85,68,77,66,73,63,63,59,7
84,79,95,75,100,104,81,100,96,96,87,101,87,99,79,4
79,79,91,75,100,100,81,96,91,96,87,105,79,99,79,4
67,67,75,58,79,84,66,80,79,80,71,82,71,81,75,7
75,75,116,100,100,108,92,117,113,122,75,119,79,112,79,1
79,79,95,79,67,66,55,73,83,88,67,72,63,66,59,7
70,66,79,66,73,82,64,79,77,82,60,78,63,75,63,7
66,66,113,100,108,124,98,124,112,124,67,124,67,111,63,1
63,67,77,60,63,89,76,78,75,78,57,82,57,59,60,7
63,67,108,98,120,124,101,124,111,124,64,125,64,115,60,1
67,63,66,57,71,78,62,74,67,74,68,74,64,66,64,7
67,63,75,58,77,74,61,78,73,74,68,79,64,79,64,7
85,82,97,80,98,102,83,98,102,102,84,100,80,95,84,4
64,76,94,79,75,79,63,79,83,87,67,77,67,75,67,7
72,68,69,65,91,96,74,83,68,83,79,109,79,91,71,7
60,57,59,87,57,79,70,83,54,83,55,67,51,51,55,5
68,68,115,98,116,122,99,118,112,122,71,123,71,107,67,1
68,64,106,91,116,122,96,128,112,128,67,123,71,111,71,1
68,64,66,54,75,75,63,75,71,75,67,77,67,68,63,7
64,68,75,59,79,77,58,77,75,77,66,76,66,79,66,7
80,76,87,67,91,93,75,89,83,81,70,84,78,83,74,7
71,68,112,96,111,123,96,123,107,113,66,117,66,109,66,1
64,64,121,96,111,123,100,123,111,128,66,122,66,113,66,1
68,64,103,88,111,128,100,123,107,118,70,127,70,113,70,1
75,71,83,67,87,88,66,88,91,92,71,93,75,88,75,4
59,67,79,62,49,88,78,88,63,84,52,90,52,54,52,5
71,71,116,100,118,127,100,127,113,122,71,124,67,112,67,1
67,67,91,79,118,127,100,122,100,104,67,130,71,108,71,1
74,70,83,66,88,97,72,93,91,90,78,97,78,92,78,7
66,52,49,33,91,97,68,68,51,62,78,89,60,63,50,5
75,75,91,72,84,89,69,85,88,93,72,86,76,85,76,4
75,71,84,68,84,85,65,93,92,93,76,90,76,85,76,4
59,59,51,72,60,85,80,85,53,82,64,90,60,55,57,5
63,67,77,64,71,70,58,67,63,67,64,64,64,66,64,7
67,78,97,83,81,78,65,82,89,94,68,83,68,83,68,7
78,82,102,87,81,82,65,94,102,106,68,83,68,83,76,7
57,57,53,69,55,82,76,78,55,74,64,83,60,61,60,5
50,50,53,58,49,71,46,71,55,78,53,67,53,54,56,5
50,53,53,69,55,74,57,74,55,82,53,79,53,54,53,5
67,67,111,97,115,120,98,120,111,115,68,122,64,112,68,1
63,60,67,55,69,74,54,71,62,67,60,67,64,64,60,7
60,63,71,58,69,71,57,67,66,64,64,71,60,68,64,7
53,53,52,57,57,63,41,67,54,75,55,63,51,54,55,5
53,53,52,72,54,75,59,79,54,75,55,70,55,54,55,5
53,53,55,57,54,71,59,75,57,79,55,77,51,54,55,5
64,72,115,102,107,122,96,122,116,122,71,118,71,111,71,1
71,76,83,67,87,93,71,93,91,93,78,92,74,87,74,4
68,76,91,81,79,85,67,85,83,89,66,84,66,79,66,7
56,60,54,59,58,70,58,74,54,74,52,69,56,56,52,5
56,64,79,67,58,81,75,89,87,89,56,88,59,71,63,5
64,64,112,99,111,123,100,123,107,118,70,117,66,113,66,1
71,68,99,85,111,118,100,123,103,118,66,117,70,113,70,1
75,75,87,71,87,88,70,88,87,92,75,97,79,88,79,4
71,75,87,75,79,80,63,84,83,84,67,82,67,77,67,7
79,75,79,75,91,96,70,96,91,100,67,82,75,91,79,4
63,63,64,58,67,73,55,69,67,69,67,75,67,66,63,7
56,59,71,78,77,97,83,105,103,110,93,124,93,120,82,3
63,63,91,78,103,110,86,101,99,101,70,119,67,106,63,1
70,66,113,100,108,119,98,119,112,114,67,114,67,106,67,1
70,66,109,96,112,130,98,124,108,119,63,119,67,111,67,1
66,63,96,89,112,124,98,119,99,110,67,124,67,106,67,1
79,75,91,72,92,97,73,93,88,97,80,94,80,94,80,4
63,67,73,72,67,78,62,78,60,78,60,74,53,49,64,5
79,75,84,68,106,114,94,114,92,97,84,115,84,106,84,3
63,63,108,98,106,119,97,114,111,124,64,115,64,106,64,1
67,63,99,94,111,124,97,124,111,114,68,120,68,111,72,1
63,63,63,53,71,74,62,74,67,67,64,74,64,73,64,7
78,78,88,69,85,90,68,86,85,86,71,87,76,87,76,4
70,67,106,90,111,115,94,115,102,115,71,108,71,103,68,1
67,63,106,94,106,115,94,115,106,120,60,118,60,99,64,1
63,63,106,94,102,115,94,115,106,120,64,118,64,103,64,1
68,64,89,79,103,113,92,118,99,104,71,118,71,107,63,1
60,64,89,83,99,104,85,104,95,113,63,113,63,99,63,1
64,64,106,98,103,113,92,118,99,113,63,113,63,107,63,1
64,64,106,94,103,118,92,113,103,118,63,113,63,99,59,1
76,76,87,70,87,89,67,89,87,89,74,88,70,83,74,4
64,60,54,59,75,81,71,74,54,77,63,80,70,75,63,5
76,76,91,74,91,104,75,89,91,96,82,104,82,91,78,7
68,64,99,85,107,118,96,118,107,113,70,117,66,104,63,1
68,64,79,74,107,118,96,109,87,89,74,122,70,109,66,1
79,75,87,71,87,92,70,92,87,92,75,90,75,84,71,4
88,88,107,92,109,117,96,117,109,117,96,124,92,108,87,3
63,63,103,87,104,112,92,112,104,112,59,110,59,99,63,1
74,74,87,66,84,90,68,82,81,82,67,78,63,75,63,4
90,86,104,89,108,114,94,105,103,114,89,114,85,106,78,3
66,66,104,92,95,119,90,119,103,114,57,110,63,97,60,1
66,70,104,92,103,114,94,110,99,110,60,114,57,92,57,1
63,63,104,92,88,110,86,110,99,114,53,105,57,88,60,1
63,63,100,89,95,105,86,101,95,101,60,114,63,102,67,1
75,71,81,64,75,78,58,78,71,74,64,74,64,69,64,7
67,67,73,57,71,74,55,82,71,74,64,74,64,73,68,7
63,67,73,60,71,74,58,74,71,74,68,74,64,73,64,7
63,63,103,90,97,110,87,114,92,114,57,102,57,85,53,1
59,59,88,90,92,105,83,105,88,105,53,94,53,85,53,1
59,59,99,90,92,105,87,105,97,119,53,98,53,85,57,1
63,67,95,83,97,114,94,114,97,105,64,115,64,106,64,1
89,85,106,94,115,120,102,115,106,115,84,122,76,112,71,1
60,60,102,90,85,98,83,102,89,106,53,104,53,83,50,1
57,60,97,94,85,98,83,102,98,106,46,87,50,79,56,1
60,63,111,97,85,102,83,106,106,115,50,96,56,87,60,1
88,88,106,91,95,100,81,108,107,113,88,109,93,103,88,3
68,68,79,59,79,85,67,89,79,81,70,80,70,83,78,7
71,79,87,79,100,108,85,108,104,108,96,119,92,108,92,3
59,55,79,75,79,96,74,104,91,108,56,97,59,91,59,1
51,51,79,79,79,96,78,96,79,100,56,97,52,81,49,1
67,67,91,79,109,122,96,122,104,108,67,114,75,108,67,1
71,67,91,87,109,122,100,122,113,117,67,119,67,103,67,1
70,70,83,70,99,101,83,105,99,110,89,110,85,106,89,3
74,74,83,78,73,86,68,90,91,101,70,89,67,71,78,7
70,66,91,81,103,114,94,105,81,90,63,114,57,97,57,1
63,56,91,89,77,90,75,105,81,101,50,101,50,75,50,1
56,49,75,78,84,97,79,97,73,93,53,97,57,84,57,1
52,59,87,85,84,93,83,97,88,101,57,101,57,88,60,1
70,66,109,96,103,124,94,114,108,114,67,119,67,106,70,1
67,67,73,57,71,78,58,78,84,85,80,94,80,98,88,7
87,96,108,94,102,105,87,114,111,119,88,106,88,111,92,3
52,52,81,79,79,101,76,97,71,93,50,94,50,66,53,1
52,56,70,72,71,78,73,82,75,89,57,90,53,73,53,1
56,56,84,83,88,105,87,105,92,101,53,98,57,89,60,1
78,89,106,94,62,82,65,102,106,111,76,96,76,95,80,7
57,57,84,80,102,115,94,111,85,102,53,108,50,83,53,1
50,50,75,80,66,82,76,86,77,94,56,83,64,83,64,1
53,53,84,80,85,98,79,98,85,102,56,100,56,87,56,1
70,63,102,90,111,120,98,120,102,111,68,122,71,112,68,1
63,67,92,80,102,111,87,98,94,102,68,122,71,103,68,1
63,63,92,87,98,106,87,111,85,111,64,108,60,99,64,1
63,67,92,90,98,111,87,111,89,115,60,104,64,91,71,5
67,67,88,90,85,111,87,115,94,111,64,108,71,91,76,5
67,63,71,65,69,78,68,82,66,78,60,79,53,54,56,7
63,60,63,65,69,82,68,78,66,78,53,75,56,57,56,7
84,92,106,87,103,113,85,113,103,104,88,113,88,103,88,3
57,57,85,83,87,100,81,100,87,104,67,109,63,95,63,1
60,60,98,87,91,104,85,104,91,104,63,113,59,95,59,1
88,84,103,81,107,113,87,109,103,104,90,112,86,100,86,3
92,88,103,81,99,104,79,109,103,109,82,100,90,104,90,3
60,56,83,81,95,104,87,109,95,104,63,112,63,100,63,1
56,56,95,88,87,104,87,104,95,109,52,108,56,87,63,1
71,68,112,92,107,123,96,123,111,128,63,108,66,100,66,1
88,79,95,79,100,108,89,108,104,104,87,114,92,112,96,3
75,84,103,92,91,92,81,100,100,108,83,101,87,103,87,7
48,51,68,71,79,96,78,88,71,88,46,90,49,73,49,1
59,59,95,87,83,100,81,100,87,104,56,93,56,84,63,1
71,71,103,96,113,122,100,122,109,122,67,124,75,112,71,1
71,67,103,92,113,122,96,122,113,117,75,124,71,112,71,1
44,44,32,125,49,112,118,108,40,112,52,97,49,45,46,2
44,44,32,129,53,108,114,112,34,112,49,110,46,32,46,2
75,75,99,96,91,112,89,112,96,117,56,97,63,88,67,5
51,59,61,62,46,69,66,73,60,73,52,75,52,60,59,5
59,59,87,85,81,93,79,105,99,114,57,93,57,88,57,1
49,52,53,114,70,110,98,97,45,110,60,110,47,40,44,2
83,87,103,90,92,105,83,110,102,114,84,111,88,106,84,3
59,59,81,83,84,101,83,101,79,93,53,94,53,77,53,1
56,56,81,79,79,93,80,89,79,93,53,90,57,77,53,1
63,59,99,90,97,114,90,114,102,114,60,102,60,85,64,1
52,49,45,124,88,110,97,105,31,114,60,111,53,59,50,2
42,46,34,124,31,114,133,110,29,114,44,115,44,31,47,2
85,78,92,87,106,102,91,102,94,106,88,113,76,95,68,3
57,53,88,83,94,111,91,102,73,90,53,104,50,75,50,1
60,63,79,83,77,90,79,90,85,94,64,100,68,87,60,1
63,63,106,90,85,102,83,115,106,115,56,83,64,83,68,1
44,44,31,140,31,115,128,111,34,111,60,100,53,51,50,2
53,50,66,72,71,87,70,87,75,91,51,85,51,72,48,1
57,60,77,79,79,91,78,96,91,100,59,96,63,91,67,1
68,64,98,91,87,104,85,104,91,104,71,104,75,91,75,1
57,60,85,87,87,108,85,100,83,96,63,109,63,87,63,1
47,47,34,128,64,100,99,104,36,113,67,100,63,79,59,2
60,53,87,85,95,113,87,100,75,93,63,100,56,91,52,1
56,56,87,85,95,109,87,113,95,109,63,112,63,96,63,1
60,64,68,88,61,85,75,89,64,100,56,84,52,56,59,5
71,67,103,87,83,100,78,96,100,108,52,97,56,81,59,1
63,59,95,92,87,108,89,112,96,112,67,114,63,99,63,1
71,71,103,96,100,112,92,112,104,112,75,119,75,108,71,1
59,55,61,96,100,108,89,96,71,104,71,119,67,88,63,5
59,59,61,79,60,100,89,88,60,88,59,90,59,63,56,5
46,49,71,74,77,93,75,86,70,86,47,97,50,71,50,1
56,59,87,81,88,97,83,97,81,97,57,97,57,75,57,1
66,66,96,92,81,97,79,93,88,105,57,93,60,84,60,1
63,59,60,92,51,86,83,90,63,97,50,82,57,67,60,5
83,83,95,83,92,97,76,101,92,97,80,98,80,94,80,3
59,63,91,90,92,105,87,110,102,114,60,111,64,98,68,1
67,71,103,98,106,114,94,119,106,119,64,115,68,106,68,1
85,93,111,90,106,106,87,115,120,125,92,118,97,112,97,3
89,85,97,83,102,102,79,94,94,98,84,96,80,95,84,3
70,60,92,87,94,106,91,111,81,102,84,122,68,103,53,1
63,60,92,90,94,111,91,111,98,111,68,113,68,107,68,1
78,78,97,97,111,125,102,131,111,120,84,128,92,116,84,1
60,60,60,87,66,82,72,90,66,102,56,87,60,71,60,5
80,84,94,79,95,100,81,100,103,108,88,109,93,107,93,3
84,84,102,91,99,108,88,113,99,113,88,113,88,103,84,3
53,53,77,76,79,96,81,96,75,96,51,96,51,72,48,1
57,57,73,76,68,83,70,79,75,87,51,81,55,72,55,1
60,60,73,79,79,91,81,100,83,96,63,100,63,95,63,1
60,60,81,83,83,96,85,100,83,104,59,100,63,87,63,1
60,53,62,83,83,104,88,100,71,96,63,104,63,79,59,1
76,72,89,79,87,108,88,100,95,108,75,104,75,95,71,4
84,92,107,96,107,113,92,123,111,123,90,112,90,118,95,3
50,53,79,81,68,89,75,89,75,96,49,88,49,67,49,1
76,80,107,96,103,118,100,123,103,118,78,112,78,104,78,1
53,56,68,74,75,96,75,89,79,89,59,96,63,83,59,5
76,76,94,76,107,113,85,100,95,100,79,104,79,95,79,4
76,76,94,76,95,100,78,100,91,100,79,100,79,95,79,4
76,76,94,76,91,100,74,104,91,104,75,100,75,91,75,4
88,88,106,87,103,108,85,104,99,108,88,100,88,95,88,3
72,68,73,65,79,87,70,79,79,83,71,85,71,79,71,7
88,88,107,92,99,113,87,109,103,109,63,104,82,96,86,3
88,84,99,85,95,100,79,100,103,100,86,104,82,100,82,3
67,71,79,62,79,84,63,88,79,88,63,86,63,73,59,4
71,67,72,67,75,88,66,88,75,76,71,86,71,77,71,7
