@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R3,10,14,17,19,27,29,31-33,36-37'

@attribute Sp13 numeric
@attribute Sp21 numeric
@attribute Sp25 numeric
@attribute Sp28 numeric
@attribute Sp31 numeric
@attribute Sp39 numeric
@attribute Sp42 numeric
@attribute Sp44 numeric
@attribute Sp45 numeric
@attribute Sp46 numeric
@attribute Sp49 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
98,89,79,71,87,85,71,85,67,75,67,7
133,121,121,93,123,127,90,122,96,90,89,3
100,95,95,84,100,100,82,96,78,78,81,3
108,107,107,88,109,104,90,108,85,86,85,3
113,107,107,88,109,108,86,112,89,82,89,3
108,99,103,84,104,84,70,76,63,70,66,3
118,103,109,86,112,119,92,114,94,92,94,3
96,45,53,49,122,130,42,130,135,42,139,2
113,32,32,52,112,124,46,119,131,52,109,2
104,107,37,49,117,119,46,119,124,52,98,2
109,107,109,90,117,124,92,119,94,92,94,3
104,79,75,70,80,72,67,75,60,71,60,7
77,79,75,66,80,75,71,79,64,67,60,7
112,109,112,92,119,119,89,114,94,93,97,3
100,91,91,71,101,114,47,119,126,44,133,2
100,37,37,46,130,129,44,129,140,44,133,2
84,79,66,67,72,70,67,70,58,67,69,7
114,117,115,89,114,111,84,111,91,88,91,3
124,37,34,44,129,125,44,125,135,44,135,2
119,40,31,44,119,125,44,120,131,50,113,2
140,30,29,44,124,131,44,136,146,44,142,2
119,84,37,47,114,120,44,115,120,50,109,2
110,103,106,89,114,120,92,111,87,88,87,3
79,70,71,63,70,74,64,67,54,64,61,7
93,73,79,67,78,78,68,71,57,64,57,7
75,70,75,67,70,74,68,74,57,64,54,7
119,106,111,88,111,118,88,113,88,88,85,3
129,34,34,47,125,133,46,139,143,50,135,2
89,79,85,76,90,79,71,79,63,71,63,7
120,111,107,88,113,113,88,113,92,84,92,3
131,31,36,43,139,104,48,123,129,44,137,2
111,102,103,88,118,109,88,109,92,88,87,3
115,111,112,88,113,118,88,118,92,88,92,3
111,111,112,92,118,113,88,113,83,84,83,3
67,62,57,56,67,67,55,67,50,55,46,5
67,66,57,60,75,67,55,70,54,63,62,7
74,69,64,64,79,70,63,77,62,67,58,7
74,81,68,64,75,74,63,70,58,67,62,7
86,69,79,71,79,85,71,96,75,75,79,7
108,95,95,84,100,104,82,104,81,82,81,4
128,31,37,44,139,108,46,127,144,43,144,2
108,31,40,51,104,122,49,112,118,52,103,2
122,34,32,48,118,112,46,112,114,46,111,2
118,51,37,48,123,117,49,122,118,49,122,2
113,103,111,88,113,117,90,122,96,90,92,3
108,112,107,88,109,112,90,112,89,86,85,3
87,75,79,71,85,73,63,69,59,59,55,7
87,75,75,71,74,69,59,66,55,59,59,7
79,68,72,71,77,73,63,66,55,63,63,7
100,83,96,82,100,97,83,101,79,79,75,4
113,32,83,63,108,93,71,93,79,56,120,2
123,34,34,52,117,110,49,110,116,46,116,2
96,79,79,70,84,79,63,75,60,63,57,7
117,118,117,92,124,114,93,114,90,89,83,3
117,96,99,83,101,89,78,93,80,78,76,3
127,32,32,42,119,124,44,124,133,44,122,2
112,37,37,52,110,114,44,110,119,44,111,2
117,34,37,46,114,110,50,105,115,53,111,2
100,109,70,79,97,97,82,105,76,85,83,3
112,109,108,96,114,114,97,114,94,97,94,3
117,113,112,96,119,114,93,114,94,93,94,3
92,79,77,67,75,67,57,63,51,53,48,5
73,67,63,63,68,85,60,74,55,57,58,7
73,75,63,59,65,74,57,70,58,63,58,7
110,37,34,44,105,111,50,106,105,53,102,2
110,70,63,70,97,78,68,82,61,68,68,2
114,108,106,85,110,106,84,98,79,80,76,3
101,84,88,78,85,78,72,78,65,72,65,7
72,70,67,67,78,78,60,82,65,60,68,7
124,115,115,88,111,96,80,96,78,76,74,3
124,34,31,44,125,128,43,128,132,46,125,2
105,40,40,53,106,96,68,91,70,71,63,2
131,31,39,43,133,104,48,128,137,44,141,2
131,31,31,46,133,128,48,123,129,44,129,2
90,69,83,71,83,89,75,85,71,71,75,7
118,36,37,48,118,117,46,117,122,46,122,2
133,34,37,51,104,108,63,88,74,66,70,2
113,51,51,63,85,88,66,80,59,70,59,2
118,42,32,43,122,114,52,105,105,59,83,2
89,64,83,74,88,93,75,90,72,71,75,7
112,34,40,49,105,105,53,101,101,50,101,2
122,56,60,63,79,67,60,70,55,63,51,7
73,79,73,67,82,78,67,78,62,67,62,7
88,60,81,71,93,85,70,89,73,67,73,7
117,46,28,46,105,101,50,101,104,47,94,2
96,46,32,49,82,101,47,93,94,50,80,5
82,77,71,67,78,74,68,78,57,68,61,7
124,30,31,44,119,115,47,106,113,47,109,2
82,42,40,50,82,106,47,94,87,44,87,2
105,92,98,84,102,118,92,118,92,92,88,3
119,56,69,68,78,79,64,75,56,64,59,7
70,67,69,68,71,75,64,75,56,68,56,7
78,79,77,68,74,75,68,67,56,68,59,7
78,37,31,44,102,108,43,104,117,50,96,2
115,115,107,92,118,109,97,109,87,97,87,3
71,73,75,68,71,74,67,70,54,67,54,7
74,73,75,64,71,74,67,74,58,67,58,7
78,73,75,68,75,74,67,77,58,71,67,7
115,37,31,40,104,100,44,100,100,44,104,2
113,112,111,97,109,122,95,117,89,95,89,3
75,71,72,67,77,76,63,76,59,63,59,7
71,71,72,71,74,73,66,73,59,70,59,7
87,64,75,67,93,96,78,88,74,70,78,5
87,71,68,67,89,88,66,88,78,66,74,5
87,75,72,67,81,92,66,84,70,66,70,5
83,75,72,67,81,80,66,80,66,63,66,5
87,75,68,67,85,80,63,73,66,66,66,5
96,36,32,51,96,112,43,108,125,46,122,2
104,29,34,44,109,104,43,100,107,43,103,2
70,72,71,66,69,68,63,72,57,67,60,7
81,68,71,66,80,86,63,82,72,63,68,5
85,37,79,70,92,75,71,79,64,75,72,4
117,113,112,96,119,114,93,114,87,89,87,3
73,67,70,59,72,78,60,74,55,63,58,7
73,71,73,63,72,78,67,74,58,67,62,7
80,79,81,71,79,82,74,85,62,67,62,7
105,95,97,82,97,98,80,94,72,72,68,7
75,81,75,67,82,78,64,74,57,68,57,7
82,81,79,74,82,82,76,82,65,72,68,7
82,95,92,78,93,94,76,98,76,80,76,7
90,70,75,67,89,94,80,102,83,80,83,5
86,66,79,67,78,94,72,90,76,72,72,4
93,32,84,74,97,86,76,98,79,68,98,2
119,115,115,92,115,122,92,118,96,92,88,3
114,111,111,92,115,118,92,113,92,92,88,3
89,67,85,64,71,87,68,75,52,64,56,7
97,84,94,76,90,100,80,100,78,80,78,7
97,34,85,68,106,96,71,96,81,60,103,2
74,77,75,64,79,77,67,77,58,67,58,7
74,73,71,68,71,74,63,74,58,63,54,7
82,73,83,68,79,93,71,85,67,63,67,4
106,34,87,60,104,93,75,100,83,55,108,2
102,37,31,50,100,113,48,109,112,63,75,2
98,77,83,71,91,85,67,85,67,67,62,4
122,116,121,97,123,122,99,127,100,99,96,3
113,103,107,84,109,112,86,104,85,86,81,4
113,103,107,84,113,122,90,112,89,82,81,4
113,99,107,88,109,112,82,100,81,78,70,4
71,75,72,67,77,76,66,80,59,66,59,7
87,83,79,71,85,80,66,88,63,70,66,7
96,91,87,75,89,88,66,88,70,70,70,7
104,31,34,41,104,108,46,100,107,46,107,2
100,107,104,86,108,105,87,105,83,83,86,4
85,68,83,66,76,82,67,75,57,67,57,7
70,72,71,66,76,75,67,79,57,67,60,7
74,75,75,66,76,82,67,86,60,67,60,7
85,83,79,66,88,75,67,79,64,67,64,7
104,29,34,46,104,97,52,97,101,52,105,2
112,109,112,92,110,124,93,119,97,89,87,4
104,100,103,87,105,110,89,105,87,85,87,4
122,100,112,87,105,110,82,101,80,78,73,4
88,75,77,71,82,82,70,85,62,70,58,7
76,75,73,67,79,82,63,78,58,67,62,7
80,75,77,67,75,78,67,82,62,63,62,7
80,79,73,67,82,82,67,82,62,67,58,7
76,75,77,67,82,82,70,74,58,63,55,7
80,79,77,67,75,85,63,85,62,67,65,7
108,43,48,59,90,89,74,85,73,74,73,2
130,112,102,82,89,74,64,78,54,64,61,3
82,81,79,70,82,86,72,86,65,68,65,7
79,77,75,67,82,78,68,78,57,68,57,7
82,73,79,63,74,78,68,74,54,64,57,7
75,77,71,63,78,74,64,78,61,64,65,7
82,77,71,67,78,78,64,78,65,68,65,7
101,34,84,70,101,94,72,90,76,64,72,2
97,79,85,76,86,91,71,91,63,71,70,7
78,71,73,68,78,79,68,79,59,60,59,7
82,75,77,68,78,79,64,83,67,64,63,7
74,71,69,64,74,75,68,75,59,64,59,7
97,43,89,72,90,79,68,75,63,68,70,4
85,84,94,76,98,104,80,104,78,76,78,4
74,69,79,68,75,85,67,81,58,67,58,7
74,69,71,68,75,77,67,77,62,67,62,7
82,77,75,64,83,85,67,81,71,67,75,7
108,99,103,84,104,108,82,104,81,82,81,4
83,75,79,67,77,96,66,84,66,66,63,7
87,91,83,71,93,96,66,73,59,63,52,7
96,91,91,75,93,92,74,96,74,74,74,4
85,107,75,63,73,75,67,79,57,63,60,7
96,91,91,78,92,101,75,97,72,75,75,4
81,83,75,63,84,82,67,82,60,71,64,7
81,75,75,66,84,93,63,93,83,59,83,7
123,116,113,70,127,124,71,124,98,67,98,1
93,91,87,74,96,90,75,90,72,75,68,4
80,75,77,67,86,85,67,85,65,67,65,7
100,91,99,79,101,105,82,105,80,82,76,4
96,91,95,75,97,97,78,93,76,78,76,4
96,79,91,71,82,101,67,93,65,74,80,7
104,113,99,75,119,114,74,119,101,74,101,1
108,87,103,63,105,119,63,105,87,63,83,1
82,73,88,70,93,102,76,94,72,72,65,7
82,66,71,60,85,82,60,90,76,60,87,5
124,112,106,67,119,125,68,120,98,64,98,1
93,79,94,76,90,91,76,96,74,76,70,4
101,88,81,68,86,87,76,91,74,80,78,7
82,71,77,68,78,83,64,83,67,60,70,5
97,60,55,57,86,83,56,87,78,56,70,5
114,115,106,72,120,118,68,122,99,71,99,1
85,71,73,64,78,79,68,75,59,68,59,7
94,102,91,76,96,89,67,89,67,67,67,4
86,94,83,80,100,93,75,89,71,75,62,7
120,115,116,64,128,123,67,123,100,67,100,1
83,57,72,59,67,92,66,66,41,52,33,5
122,116,116,71,128,127,66,122,100,66,100,1
122,112,111,71,128,127,70,127,100,70,100,1
75,75,75,67,77,84,66,73,63,63,55,7
75,71,68,63,67,66,63,69,55,66,55,7
75,75,72,67,74,73,66,73,59,66,59,7
85,68,53,56,80,79,59,79,72,56,64,5
109,72,100,82,104,105,79,105,83,75,68,3
81,79,56,56,84,79,52,79,64,59,60,5
118,107,104,66,117,119,67,119,98,67,98,1
81,75,75,70,84,68,67,75,64,71,64,7
88,79,84,71,86,85,63,85,65,70,65,7
104,100,99,83,105,105,82,105,83,78,83,3
69,60,54,56,75,74,50,82,69,53,76,5
97,51,88,60,67,90,57,64,39,53,46,5
75,54,53,53,82,82,53,82,68,53,65,5
130,112,111,67,129,120,64,125,102,72,102,1
93,56,73,64,90,96,68,83,81,64,74,5
82,56,52,53,82,75,53,71,59,56,59,5
82,53,52,53,78,71,56,75,59,53,63,5
82,111,89,68,111,108,68,118,96,71,96,1
82,77,87,68,87,96,71,93,67,67,62,7
86,81,83,68,83,85,63,85,62,67,67,7
71,55,51,53,75,67,55,70,58,55,58,5
115,111,107,71,122,123,71,123,100,71,100,1
71,69,75,60,67,77,63,70,54,63,54,7
87,79,83,67,85,92,74,88,70,66,66,7
108,103,107,84,113,112,82,112,89,82,89,3
122,112,107,71,118,122,66,122,96,66,100,1
93,91,87,78,96,90,79,93,68,79,72,4
89,87,63,70,88,75,67,82,72,71,75,7
109,107,100,82,112,90,79,105,83,83,86,3
81,54,96,66,76,105,75,90,68,63,49,5
74,54,56,52,69,79,59,82,68,59,75,5
70,54,53,52,73,93,63,97,83,67,83,5
118,111,109,66,117,119,63,114,94,67,98,1
118,111,109,66,122,119,63,119,98,67,101,1
70,64,67,63,66,72,59,65,60,67,60,7
88,87,91,79,97,97,78,97,73,78,73,4
80,83,84,67,86,93,70,93,65,70,62,7
73,56,57,56,72,82,60,78,69,60,80,5
69,53,54,56,79,93,63,97,90,67,87,5
73,53,54,59,82,97,67,101,87,70,87,5
76,56,60,59,93,101,82,105,90,89,94,5
122,109,108,63,119,124,63,114,94,63,90,1
122,109,112,63,114,114,63,114,90,63,94,1
122,109,108,63,114,114,63,119,94,63,94,1
117,104,108,63,119,119,63,119,101,63,97,1
73,67,73,67,72,82,67,82,69,60,58,7
97,88,88,78,97,94,80,94,72,80,76,4
90,95,88,74,97,94,76,86,68,76,68,4
86,81,88,70,93,94,76,94,68,68,65,7
101,99,106,63,105,115,64,102,79,60,79,1
114,112,106,67,124,115,64,115,98,64,94,1
119,108,111,63,114,115,64,120,94,64,94,1
110,77,111,67,114,120,72,111,98,68,87,1
93,88,94,80,94,91,80,96,70,76,70,4
82,75,81,72,86,87,68,83,63,68,67,7
85,79,85,72,94,104,84,100,78,76,70,7
97,84,94,84,111,118,92,128,103,97,103,3
124,111,111,68,131,122,68,128,96,71,99,1
82,81,79,68,83,81,67,77,62,67,54,7
78,77,71,71,87,74,67,77,62,71,71,7
74,66,68,64,91,93,75,109,83,75,92,5
115,102,99,64,118,113,59,113,92,59,92,1
91,87,83,75,89,84,74,84,66,74,66,4
100,107,107,75,113,112,70,112,92,66,92,1
128,116,107,79,123,104,63,104,89,66,92,1
128,103,111,79,118,104,66,108,92,63,96,1
100,103,107,71,118,112,66,117,92,70,92,1
89,79,79,70,88,75,63,75,57,67,68,7
74,79,75,63,76,86,63,79,57,63,72,5
113,107,113,90,127,124,92,130,101,96,98,3
118,111,113,66,117,119,63,114,94,67,101,1
88,79,81,71,82,78,70,82,65,67,65,7
112,113,103,83,124,114,78,119,94,70,90,3
82,73,79,67,78,90,72,86,65,68,61,7
82,77,88,78,97,111,88,111,87,88,87,7
82,77,92,82,97,111,88,111,87,80,83,7
114,103,106,85,114,115,76,115,94,72,91,3
114,112,115,78,119,106,64,102,91,64,91,1
114,99,102,63,105,111,57,98,83,53,83,1
74,71,73,64,71,75,64,75,56,68,56,7
70,84,73,64,74,87,68,83,59,68,59,7
74,88,69,72,86,83,68,79,59,76,78,7
105,120,106,88,111,108,88,113,92,88,96,3
129,106,115,88,120,122,84,122,99,76,92,3
114,115,111,76,115,118,71,108,88,64,92,1
110,92,85,57,106,100,50,91,74,53,74,1
105,92,85,57,98,96,53,96,81,60,85,1
110,97,85,60,106,96,60,100,85,56,81,1
110,97,94,60,111,100,56,104,81,53,78,1
110,92,94,57,102,100,53,96,81,53,88,1
119,106,98,60,115,104,60,118,92,64,96,1
119,106,111,68,120,122,71,122,96,68,99,1
71,73,75,68,75,70,63,70,58,67,54,7
106,81,87,53,108,104,51,100,83,51,79,1
106,106,87,60,118,100,63,109,92,67,96,1
115,111,112,71,122,123,71,123,100,71,100,1
120,111,112,68,122,123,71,118,96,71,92,1
67,75,72,67,74,69,66,73,55,66,55,7
79,103,72,71,89,108,86,108,89,90,85,7
96,79,79,51,93,96,56,108,85,56,81,1
118,112,107,67,123,104,63,112,85,63,96,1
74,79,75,66,76,101,83,101,83,87,83,7
81,83,91,82,108,114,96,119,94,92,90,3
96,87,91,66,84,97,67,82,72,63,72,7
123,111,109,66,122,124,67,124,94,67,98,1
118,107,113,70,117,124,67,114,94,67,90,1
92,79,77,67,90,82,67,82,65,70,73,7
88,104,91,87,114,97,89,114,94,85,94,7
104,75,73,49,86,89,47,85,73,50,76,1
108,79,91,56,101,97,53,97,83,53,83,1
122,113,103,67,124,114,63,114,90,74,90,1
101,99,106,85,110,115,88,106,87,88,87,3
90,84,71,50,89,86,60,94,79,60,83,1
97,66,84,57,82,106,60,94,76,57,76,1
101,103,106,63,119,111,60,115,94,64,94,1
119,99,102,63,110,106,64,111,87,64,87,1
78,84,89,80,98,104,84,108,81,88,88,3
97,106,89,84,111,113,80,118,96,71,88,3
89,84,73,60,94,100,64,104,85,64,92,1
97,88,81,57,98,100,56,100,78,56,81,1
115,102,107,88,113,113,88,113,87,88,87,3
106,81,95,80,96,100,84,109,83,79,71,7
102,102,95,80,118,118,79,118,96,67,92,3
98,94,83,56,104,104,63,113,87,59,92,1
106,98,34,46,108,113,44,118,129,48,125,2
106,85,95,60,104,100,63,104,83,63,92,5
78,69,61,60,79,81,51,81,79,48,75,5
83,68,87,67,81,100,82,92,81,78,81,7
79,64,68,51,77,88,52,84,70,52,70,1
100,99,72,59,89,80,52,84,70,56,74,1
113,91,79,63,96,88,56,92,78,59,81,1
104,83,79,63,96,96,56,88,81,59,81,1
104,87,99,67,109,112,70,117,92,63,89,1
108,103,95,67,109,108,63,112,89,63,89,1
96,34,45,44,123,117,46,112,122,49,118,2
104,72,83,49,96,90,46,90,75,49,79,1
89,83,71,56,88,93,56,97,83,59,83,1
100,95,100,63,112,119,67,114,94,63,94,1
100,95,71,59,100,110,49,101,101,56,79,5
100,100,99,83,97,101,82,101,80,85,87,3
108,104,99,75,110,105,67,110,94,57,94,1
96,71,73,46,90,85,47,85,73,50,76,1
80,67,66,52,82,82,47,82,65,50,73,1
112,100,103,67,114,114,70,114,94,67,87,1
100,96,51,56,97,114,47,114,122,50,90,5
105,91,106,85,101,106,84,102,79,84,79,3
93,84,79,57,93,90,53,90,76,53,79,1
93,99,79,57,101,90,53,94,79,57,79,1
110,95,88,60,93,90,64,90,83,64,83,1
114,84,102,63,114,115,68,115,94,64,91,1
105,103,92,63,114,102,64,111,91,68,98,1
114,30,31,44,114,115,44,115,131,44,131,2
72,60,75,60,82,94,76,98,76,72,72,7
101,79,77,53,94,96,56,96,78,56,81,1
93,79,77,57,90,100,60,104,85,60,85,1
114,40,102,60,111,104,60,108,88,60,92,1
114,37,31,47,106,96,56,96,88,56,85,2
114,84,69,68,111,108,64,108,99,64,92,5
89,67,77,76,98,100,80,104,85,80,81,4
106,102,91,80,100,96,84,100,79,84,83,3
106,94,99,84,100,104,88,109,83,84,79,3
111,98,103,88,113,109,79,100,87,67,92,3
82,73,71,50,91,85,48,89,75,51,75,1
90,77,75,50,96,93,51,89,75,55,71,1
90,77,83,60,104,109,63,109,87,59,79,1
120,106,112,68,122,123,71,118,96,67,96,1
111,31,91,60,108,104,67,109,92,67,83,1
115,31,39,50,104,104,59,100,92,55,87,2
98,85,64,60,91,89,59,85,75,59,79,5
108,95,103,79,100,108,82,108,89,74,89,3
104,91,95,63,113,104,63,100,92,56,89,1
87,75,72,51,85,84,49,92,74,49,78,1
87,79,75,55,89,92,56,88,78,56,81,1
91,91,83,63,100,96,59,96,81,63,85,1
100,91,87,63,100,117,63,108,89,66,89,1
104,107,91,86,108,105,92,110,90,96,94,3
89,79,71,49,88,90,49,86,72,52,75,1
81,75,71,52,84,86,56,86,75,59,79,1
81,79,71,56,92,86,59,90,79,59,83,1
104,87,79,63,104,97,63,90,79,63,86,1
89,75,60,56,84,86,52,86,83,49,86,5
104,64,60,56,104,97,59,97,90,59,90,5
96,95,67,70,104,97,67,110,90,75,79,5
108,100,103,87,110,110,85,105,80,85,83,3
108,96,99,71,119,105,60,105,87,53,83,1
100,91,91,79,97,101,74,97,76,74,76,4
101,95,97,85,105,106,92,115,94,92,98,3
82,66,71,50,89,98,53,94,76,53,76,1
93,95,84,60,93,98,60,90,79,60,79,1
110,73,84,63,93,90,60,94,79,64,83,1
97,73,79,60,89,106,68,111,91,64,91,1
114,108,106,74,114,115,72,115,94,72,91,1
114,99,102,70,114,115,76,115,94,76,94,1
86,63,46,57,85,82,57,82,72,60,83,5
101,92,98,80,98,108,84,108,81,80,81,3
105,102,102,88,111,113,84,108,92,84,96,3
93,75,73,53,102,96,50,96,81,53,81,1
97,79,73,60,94,96,64,104,85,60,85,1
114,106,102,68,115,122,71,113,92,71,92,1
124,106,106,76,115,118,76,122,99,71,99,1
94,98,95,84,100,100,79,100,79,84,79,3
98,98,95,88,104,100,84,96,79,84,83,3
106,106,99,84,108,109,88,113,96,88,100,3
98,73,83,53,96,89,48,93,79,55,79,1
102,81,87,60,108,109,71,113,92,67,92,1
115,102,107,71,113,123,71,123,96,71,96,1
115,106,103,71,118,123,71,118,96,71,92,1
122,103,111,93,118,112,90,108,89,86,89,3
87,71,68,51,81,84,56,88,74,52,74,1
100,83,95,63,104,100,63,104,89,66,92,1
100,87,91,63,104,100,59,96,81,66,89,1
96,91,91,67,109,96,66,104,89,70,92,1
133,83,111,84,118,104,78,112,96,82,89,1
96,64,75,59,96,100,63,100,81,59,81,5
108,87,87,67,109,108,66,104,89,63,89,5
102,102,99,76,118,109,79,109,87,79,87,3
111,106,112,92,118,113,93,118,92,88,92,3
111,102,103,97,113,113,93,113,87,93,87,3
78,66,79,68,79,81,67,81,67,59,71,7
118,103,107,88,104,112,86,108,85,86,85,3
118,107,107,88,109,112,86,108,89,90,92,3
112,109,108,92,110,110,89,114,90,89,90,3
97,45,40,42,119,125,44,131,131,44,135,2
105,99,102,85,114,111,92,111,87,88,83,3
105,95,102,82,105,111,88,111,83,84,83,3
110,102,111,76,102,113,84,104,78,80,78,3
124,37,34,44,125,128,43,128,135,46,132,2
119,92,31,44,120,128,46,118,132,50,103,2
114,106,111,88,115,113,88,113,88,88,88,3
110,106,106,88,115,113,88,108,88,88,92,3
106,111,107,88,118,109,88,113,87,88,87,3
91,91,83,67,96,100,56,108,107,49,125,2
104,34,37,51,113,127,46,122,136,52,114,2
104,87,91,71,77,80,66,80,66,66,63,7
134,121,123,86,133,130,92,135,105,92,105,3
100,95,96,82,96,105,71,101,90,63,101,4
123,45,32,46,127,130,46,124,139,42,135,2
128,58,34,46,122,130,46,124,124,46,127,2
85,79,71,70,84,79,67,72,60,63,57,7
122,34,32,42,124,124,44,124,136,44,140,2
138,32,30,46,124,129,44,124,143,44,136,2
117,113,117,92,119,114,89,110,90,85,80,3
80,79,73,71,79,93,70,85,69,67,58,7
101,91,84,67,78,71,64,67,54,64,50,5
72,77,67,60,70,74,64,67,54,64,57,7
110,106,106,88,106,118,88,108,88,88,85,3
78,75,62,60,67,67,56,67,52,53,52,5
136,31,29,46,133,128,44,123,129,44,129,2
120,34,34,46,122,123,44,113,121,48,112,2
115,111,112,92,113,118,88,118,96,93,96,3
115,111,112,92,118,118,93,118,92,93,92,3
100,36,95,71,93,100,82,92,78,78,74,2
122,31,51,44,134,96,63,108,103,46,144,2
118,34,40,48,113,112,46,117,114,49,118,2
113,107,111,88,109,112,90,112,92,90,89,3
118,111,113,90,112,119,96,119,90,96,94,3
113,87,96,74,96,79,71,82,68,67,68,7
70,68,63,63,73,72,63,68,53,59,53,7
122,109,112,96,114,114,97,119,94,97,94,3
124,108,106,89,110,98,76,94,76,80,76,3
105,32,37,44,105,115,47,115,116,50,102,2
82,77,67,60,67,71,57,60,46,53,42,5
68,51,53,53,70,78,53,74,57,53,50,5
101,88,89,84,98,100,80,96,81,71,74,4
114,115,115,88,120,108,84,104,81,84,78,3
90,81,87,80,96,96,79,96,79,84,79,4
106,89,95,80,91,85,71,85,67,71,67,7
78,81,75,71,87,81,75,85,67,75,71,7
122,29,27,41,134,117,43,133,151,43,147,2
74,72,67,63,69,72,63,68,53,67,57,7
96,99,96,82,100,97,83,97,75,75,72,7
67,45,49,56,69,75,56,72,57,59,53,5
70,51,49,56,69,72,59,72,53,56,53,5
77,48,49,56,73,68,56,68,60,56,68,5
104,91,95,79,101,97,82,97,80,82,83,4
104,100,99,83,105,110,85,110,83,89,87,3
93,81,84,70,85,86,72,82,68,72,68,7
101,71,73,68,78,75,71,75,52,64,52,7
102,98,112,92,113,113,93,113,92,88,87,3
113,107,111,93,109,117,99,122,96,95,89,3
71,75,72,67,77,73,70,80,59,70,66,7
83,75,72,71,77,84,66,80,66,66,66,5
113,111,118,95,122,114,92,119,90,92,90,3
117,109,99,83,97,97,78,89,69,67,55,7
73,71,77,67,75,78,70,78,58,67,62,7
119,117,120,97,124,120,101,120,94,101,94,3
114,112,115,93,114,111,92,115,91,88,91,3
114,108,111,89,114,111,84,111,83,84,83,3
79,73,75,63,74,82,64,86,61,64,57,7
114,120,111,97,120,118,101,122,96,101,96,3
78,75,73,72,74,79,68,75,59,64,52,7
122,107,116,93,118,112,90,108,85,86,81,3
76,75,70,63,75,85,67,82,58,67,62,7
82,73,79,70,82,82,68,82,65,72,61,7
75,77,75,63,74,74,64,74,57,64,61,7
90,84,84,67,89,86,68,86,68,72,68,4
114,97,102,84,102,100,80,96,74,80,78,4
74,71,73,64,74,75,64,79,59,64,63,7
93,84,81,68,86,87,76,91,78,76,74,4
111,98,99,84,100,100,79,93,75,79,75,4
98,94,99,76,96,100,75,96,75,75,71,4
75,75,72,71,77,80,70,73,59,70,59,7
79,79,79,71,85,84,66,84,63,66,63,7
100,103,95,75,109,96,66,104,81,74,92,1
96,83,79,71,77,66,59,66,52,59,55,7
109,111,91,74,108,105,75,119,101,79,101,1
80,75,81,75,93,97,82,105,83,78,73,7
97,102,94,80,102,96,76,96,74,76,70,4
93,67,55,57,82,87,56,83,67,56,70,5
124,115,115,64,125,128,64,128,103,64,99,1
115,111,112,68,122,118,71,123,96,71,96,1
125,111,116,64,122,123,71,128,100,67,96,1
111,94,112,64,113,123,71,118,96,67,83,1
91,91,87,75,89,84,74,92,70,74,66,4
