@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R2,7-10,13,15-17'

@attribute At2 numeric
@attribute At7 numeric
@attribute At8 numeric
@attribute At9 numeric
@attribute At10 numeric
@attribute At13 numeric
@attribute At15 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
56,31,0,45,39,71,11,74,8
100,0,27,50,24,85,100,0,4
99,41,34,16,0,54,100,41,7
80,49,65,86,53,57,6,0,3
87,81,88,91,57,79,0,9,9
100,100,98,55,76,12,14,0,7
100,65,48,100,56,71,69,0,4
100,0,34,15,0,60,26,4,6
56,100,100,91,75,79,94,0,1
65,55,61,26,29,59,100,6,2
91,100,90,87,66,35,10,0,7
82,62,57,100,49,45,0,0,3
89,35,26,10,0,47,100,91,8
93,34,52,0,30,51,100,0,2
81,100,85,72,60,46,79,0,3
83,14,60,2,30,100,0,34,8
100,66,19,0,0,24,100,98,5
100,30,32,91,37,80,70,0,4
89,47,63,70,38,40,0,4,5
58,27,0,33,40,66,0,83,8
95,55,0,100,24,51,0,91,0
82,98,100,100,80,62,57,0,7
70,39,100,89,97,93,100,0,9
99,24,2,73,0,87,42,100,0
92,60,0,100,28,53,2,92,0
100,34,100,29,47,73,32,66,8
84,87,83,80,51,45,0,8,9
100,0,25,41,0,66,9,34,6
58,100,100,92,74,77,80,0,1
83,52,100,94,82,91,92,0,9
99,64,95,78,58,59,0,5,9
95,35,0,5,26,100,6,84,8
83,5,0,51,35,72,0,77,8
100,56,55,100,67,62,55,0,4
51,27,94,0,69,75,65,0,9
81,45,39,76,0,57,100,85,8
48,82,100,100,94,54,45,0,1
81,42,40,77,5,53,100,70,8
76,49,62,44,24,27,100,8,1
72,53,24,42,0,68,100,67,7
100,34,30,49,0,37,0,15,6
90,45,0,13,17,43,100,100,5
54,37,50,46,0,45,100,61,8
100,45,0,88,25,57,19,67,0
100,58,0,100,26,56,7,89,0
76,67,39,28,8,51,100,0,2
92,62,69,70,47,46,0,0,3
100,85,82,90,48,54,0,6,9
85,65,54,100,33,46,0,10,3
60,42,59,37,18,51,100,5,1
85,100,58,65,100,60,0,0,0
90,61,26,31,0,43,100,38,7
100,30,0,74,19,83,36,98,0
78,68,38,29,6,0,81,35,7
74,36,39,62,2,24,100,50,8
78,66,53,99,32,35,0,11,3
96,19,17,61,0,100,65,100,0
100,0,23,36,0,67,7,15,6
100,46,48,99,58,77,52,0,4
30,100,100,71,76,59,65,0,1
83,52,11,0,0,45,100,100,5
93,52,100,65,46,26,100,5,1
65,100,100,88,74,55,45,0,1
100,24,29,100,30,81,82,0,4
76,43,39,44,0,45,100,76,8
100,2,37,0,6,100,7,25,6
85,100,90,85,87,63,0,0,9
100,76,48,100,77,45,19,0,4
100,5,40,0,8,36,0,20,6
76,83,22,100,69,3,13,17,0
100,42,37,83,52,81,100,0,4
94,85,0,0,17,100,35,100,8
83,49,37,63,0,52,100,82,8
74,100,99,84,74,41,18,0,1
100,55,29,42,0,0,85,35,7
100,68,41,40,2,0,81,45,7
89,77,61,64,38,38,0,0,3
76,45,70,69,45,58,13,10,3
100,50,30,100,31,58,39,0,4
92,2,52,52,33,80,100,0,4
92,72,60,71,38,49,0,0,3
100,42,25,71,0,51,0,34,6
99,50,0,94,25,64,15,90,0
98,64,24,67,0,52,0,58,7
92,76,61,92,37,51,0,0,3
100,0,24,34,0,79,16,46,6
92,83,85,100,44,42,0,10,9
81,7,64,41,57,31,0,5,5
100,33,0,88,4,50,0,30,6
69,56,29,19,0,50,100,7,2
91,59,51,100,34,37,0,1,3
83,27,67,54,20,35,100,7,1
46,100,100,94,78,85,87,0,1
100,1,24,30,0,64,0,42,6
90,18,0,0,18,41,100,98,5
100,72,48,100,62,82,84,0,4
74,66,38,100,0,49,100,76,8
88,27,48,59,43,60,7,4,3
100,14,12,60,0,50,0,13,6
92,82,66,50,33,19,65,30,7
75,20,74,74,74,30,0,0,9
79,53,46,37,15,65,100,1,2
86,49,0,89,29,66,21,76,0
94,28,100,53,73,75,0,0,9
99,53,0,95,28,58,6,90,0
100,13,41,9,11,51,0,15,6
90,70,63,96,42,56,0,0,3
97,75,34,44,0,75,0,33,7
93,65,43,60,8,30,100,37,7
84,32,42,0,18,58,100,0,2
67,51,0,54,37,61,0,79,8
79,61,35,31,0,31,100,45,7
81,92,77,100,46,46,0,13,9
95,64,0,100,36,30,0,59,0
62,100,100,99,80,85,87,0,1
100,41,36,29,9,46,0,21,6
95,100,2,0,0,82,51,100,8
91,85,94,100,72,66,52,0,7
73,70,0,38,38,94,0,86,8
95,100,93,98,68,47,31,0,7
77,44,100,79,82,80,100,0,9
100,0,30,14,0,63,12,13,6
92,46,72,50,43,46,0,0,5
100,0,21,74,14,21,19,0,6
100,33,0,73,8,91,52,75,0
88,42,70,96,71,64,0,1,9
96,55,2,10,0,34,100,100,5
87,100,12,29,0,0,71,100,5
100,19,35,87,41,65,47,0,4
93,85,27,61,0,100,72,88,8
81,70,30,33,0,50,100,3,2
100,31,20,72,0,51,0,24,6
90,91,57,72,25,14,74,38,7
100,8,24,31,0,45,0,14,6
59,49,22,0,9,73,100,29,2
58,0,9,23,50,71,10,77,8
98,69,42,50,0,18,100,28,7
67,41,39,5,10,49,100,0,2
84,65,58,87,44,42,0,0,3
90,49,100,0,81,67,34,0,9
100,56,25,32,0,46,100,40,7
71,95,19,100,62,15,0,51,0
90,55,32,65,0,28,100,53,7
82,76,73,42,53,56,0,0,3
88,23,0,5,32,41,100,100,5
96,33,100,85,98,36,37,0,9
0,90,61,100,89,25,58,60,9
84,100,94,85,70,61,62,0,1
67,9,9,57,41,57,0,78,8
100,38,30,85,32,95,86,0,4
73,81,12,100,58,31,10,57,0
86,42,57,100,75,88,75,0,9
98,84,0,100,50,23,3,52,0
98,44,35,43,0,22,65,92,8
98,74,42,68,0,93,44,57,7
100,0,28,16,0,56,3,16,6
79,65,55,84,38,51,0,5,3
76,82,79,93,49,53,0,0,9
100,100,94,89,68,51,50,0,7
100,17,34,0,8,67,100,0,2
93,100,92,84,69,60,59,0,7
57,66,58,49,16,39,100,0,1
75,37,33,3,6,50,100,0,2
82,60,61,100,44,43,0,10,3
55,100,100,91,76,88,94,0,1
61,77,31,100,80,30,11,20,0
100,58,51,100,77,30,6,0,4
77,40,39,13,0,23,12,77,8
0,75,81,100,100,86,86,1,1
100,4,33,0,4,88,20,18,6
85,36,88,33,54,60,0,0,5
100,0,27,24,0,62,6,34,6
100,29,0,83,17,79,21,89,0
99,38,32,25,0,41,95,86,8
100,43,0,98,1,43,0,18,6
95,0,59,61,65,75,49,0,4
80,76,49,43,19,43,100,2,2
81,94,31,75,0,28,100,88,8
74,62,0,76,38,48,0,82,8
100,2,0,67,8,100,43,88,0
100,0,29,21,1,92,51,48,6
84,41,64,78,52,60,0,1,3
100,8,18,59,0,45,0,8,6
96,41,50,48,7,49,100,23,1
100,74,44,61,0,41,100,29,7
100,37,53,71,39,47,0,4,3
100,0,21,37,0,48,5,1,6
100,62,60,100,77,61,36,0,4
76,74,58,88,44,52,0,5,3
100,0,47,55,40,85,76,0,4
66,76,34,90,0,32,100,75,8
100,0,25,25,0,58,8,40,6
100,0,25,19,0,70,11,16,6
77,41,62,93,56,58,0,0,3
87,73,64,83,37,56,6,1,3
64,59,38,100,6,23,0,0,1
72,63,73,89,41,53,6,12,3
59,58,57,33,20,50,100,5,2
61,0,7,42,41,79,14,75,8
100,11,7,66,0,48,21,8,6
92,70,71,72,47,64,15,0,3
82,100,100,89,75,61,54,0,1
93,46,0,86,27,62,18,86,0
83,0,0,5,33,100,25,90,8
83,41,53,86,44,36,0,24,3
100,24,9,76,0,45,0,6,6
94,33,35,0,8,53,100,1,2
73,79,52,96,38,43,0,17,3
100,0,32,16,0,76,19,37,6
34,89,100,86,75,70,100,0,1
100,83,77,81,67,55,0,0,9
74,73,11,100,48,37,0,74,0
71,36,49,5,22,50,100,0,2
67,96,93,100,67,40,0,0,9
79,0,0,3,38,54,100,100,5
88,47,56,22,31,64,100,0,2
94,34,0,0,16,39,100,100,5
86,41,0,11,27,41,100,100,5
93,87,45,86,0,45,100,44,7
94,87,19,0,0,78,7,91,8
94,42,61,0,37,79,100,0,2
75,39,18,0,0,57,100,10,2
94,71,67,41,50,6,0,0,1
80,0,27,43,0,42,6,18,6
72,74,3,100,40,43,14,66,0
100,22,19,55,0,47,0,40,6
98,83,91,100,47,47,0,14,9
63,0,73,55,65,60,13,0,9
75,49,52,83,40,39,0,25,3
99,32,0,0,25,51,100,82,5
66,88,75,78,51,56,69,0,1
95,42,0,1,4,31,100,100,5
90,76,9,4,0,17,100,100,5
66,66,32,24,7,50,100,0,2
100,35,34,99,28,63,33,0,4
100,15,44,58,44,74,100,0,4
90,66,43,55,0,40,100,36,7
84,75,0,33,24,61,0,73,8
100,51,5,0,0,40,100,95,5
100,64,97,69,69,54,0,0,9
63,78,78,71,54,57,0,0,1
86,100,100,79,78,50,47,0,7
82,100,76,61,52,0,85,0,2
100,0,28,44,3,50,3,0,6
69,59,40,19,14,51,100,0,2
90,20,0,73,2,97,52,100,0
96,28,0,0,4,66,100,0,2
63,50,0,23,35,53,100,100,5
100,50,40,100,49,70,52,0,4
89,84,96,85,70,33,0,0,9
85,64,8,93,44,58,16,79,0
100,82,56,100,31,41,0,11,3
100,28,34,22,11,62,0,20,6
72,81,59,72,22,0,74,6,1
85,88,41,67,0,47,100,100,8
68,78,62,43,31,40,88,0,2
69,37,97,57,69,66,0,0,9
99,39,0,86,17,80,33,100,0
100,0,38,57,31,91,75,0,4
100,22,66,67,48,50,0,8,5
94,25,75,41,58,44,0,0,5
100,26,47,81,44,83,79,0,4
79,74,15,100,61,9,1,26,0
100,7,19,46,0,51,0,7,6
83,35,78,93,79,59,0,28,9
100,0,16,46,0,80,31,16,6
93,83,52,69,14,49,100,28,7
100,61,26,100,47,80,75,0,4
100,0,20,39,0,70,3,34,6
81,100,75,63,52,55,0,12,3
100,0,35,48,17,82,100,0,4
82,55,100,47,64,77,0,0,9
72,100,100,90,80,39,23,0,7
100,28,0,80,4,83,32,92,0
82,47,100,0,81,54,36,0,9
96,50,0,89,25,76,25,96,0
100,39,30,95,39,95,97,0,4
37,100,100,86,75,56,49,0,1
100,12,32,67,32,94,100,0,4
65,33,33,0,3,50,100,4,2
65,58,64,44,27,18,100,0,1
89,74,7,100,57,12,7,32,0
100,6,41,58,33,83,72,0,4
79,61,100,84,65,75,0,5,9
76,27,34,0,5,58,100,0,2
100,0,35,17,1,86,10,29,6
78,44,0,0,10,43,100,100,5
100,0,22,29,0,97,20,32,6
87,100,93,71,72,34,30,0,7
73,0,0,40,40,77,22,65,8
100,80,54,100,66,48,34,0,4
87,62,35,56,0,11,100,49,7
88,24,0,6,35,44,100,100,5
100,69,25,43,0,27,65,92,8
96,7,0,0,34,45,100,97,5
96,4,45,47,36,75,100,0,4
76,56,50,26,25,50,100,0,2
100,0,28,26,0,58,5,49,6
100,10,53,73,47,46,0,19,5
65,100,100,89,75,66,62,0,1
100,45,95,96,84,61,0,3,9
100,36,21,64,0,49,0,10,6
80,55,47,24,20,50,100,3,2
100,0,33,21,0,63,2,27,6
77,0,6,36,43,96,31,75,8
76,27,32,0,7,63,100,6,2
77,0,83,56,67,87,1,0,9
70,0,30,48,66,46,22,55,8
80,100,89,82,67,41,22,0,1
63,100,97,84,72,40,19,0,1
65,78,100,100,93,67,57,0,7
88,38,80,59,59,47,0,0,5
100,0,65,6,48,12,44,0,1
100,18,27,34,0,71,0,7,6
85,7,0,0,24,51,100,100,5
100,73,43,45,10,85,30,33,7
73,10,80,0,54,92,58,0,9
84,40,25,0,15,63,100,0,2
100,35,34,98,31,82,66,0,4
100,43,41,86,55,79,77,0,4
85,54,51,33,18,66,100,6,2
77,75,43,40,16,0,79,26,7
100,0,31,66,31,49,20,0,4
100,38,60,25,45,0,0,0,1
100,51,32,100,53,70,64,0,4
65,19,4,5,40,50,100,100,5
72,40,35,12,4,49,100,0,2
77,100,100,92,74,70,71,0,1
95,72,56,50,20,17,69,46,7
100,19,11,63,0,56,0,41,6
100,0,21,42,0,62,5,6,6
57,88,100,100,90,67,58,0,1
74,10,72,80,77,85,55,0,9
100,61,16,100,43,93,94,0,4
95,75,43,64,0,35,100,51,7
82,37,0,0,12,50,100,100,5
100,43,0,83,25,65,20,84,0
55,100,100,81,82,46,39,0,1
91,53,4,5,0,31,100,100,5
94,72,37,61,0,28,100,35,7
100,72,81,88,49,56,0,4,9
96,100,30,74,77,46,40,0,4
100,97,79,100,78,56,0,0,9
75,72,54,68,45,45,0,9,3
94,66,35,47,0,25,100,39,7
100,44,0,89,16,72,28,96,0
82,19,27,15,0,48,100,68,8
76,41,39,73,0,35,100,69,8
93,61,52,55,36,56,0,0,3
100,37,39,96,44,87,71,0,4
81,56,0,0,18,100,33,91,8
65,80,72,75,43,0,29,0,1
91,100,56,71,27,8,72,38,7
96,58,20,17,0,27,65,100,8
96,15,0,74,19,100,47,100,0
90,57,0,100,30,45,5,73,0
88,78,48,74,14,48,100,40,7
99,60,34,46,0,27,100,32,7
89,55,50,64,31,53,0,2,3
100,0,26,76,31,79,63,0,4
100,50,44,100,48,43,40,0,4
83,77,67,77,40,67,18,0,3
95,70,0,100,41,41,10,59,0
100,13,23,64,26,84,100,0,4
100,0,32,12,0,69,11,38,6
90,100,19,39,0,69,39,100,8
100,60,0,6,19,100,12,90,8
88,43,51,55,41,67,16,7,3
81,15,0,0,33,46,100,91,5
100,4,3,72,0,68,0,45,6
94,25,0,82,9,91,42,100,0
75,38,56,100,81,74,2,0,9
86,23,33,14,0,48,100,52,7
79,71,0,10,16,100,83,100,8
100,62,50,100,75,46,31,0,4
100,21,26,82,25,82,78,0,4
85,34,100,78,88,81,100,0,9
47,100,100,87,75,52,43,0,1
65,61,31,40,0,50,100,13,1
93,61,0,100,32,50,10,68,0
100,0,22,51,0,46,29,11,6
57,100,100,85,73,64,63,0,1
92,100,74,72,37,18,73,37,7
100,100,59,49,79,85,23,21,0
75,51,38,96,4,32,100,79,8
88,16,75,93,75,84,0,0,9
79,69,38,36,10,50,100,5,2
100,0,33,11,0,85,3,24,6
87,61,3,95,38,53,1,83,0
100,78,40,100,55,87,78,0,4
73,54,36,58,0,45,100,79,8
45,88,100,84,75,84,100,0,1
81,86,86,57,65,21,18,0,1
86,57,66,95,44,48,0,11,3
90,54,100,89,98,67,0,0,9
64,30,44,0,12,53,100,0,2
74,69,60,75,48,50,0,0,3
94,69,71,100,46,51,0,0,3
100,46,37,100,38,65,54,0,4
95,32,56,5,32,57,100,1,2
71,65,34,24,0,51,100,1,2
97,0,0,5,35,100,39,93,8
95,86,62,100,75,48,47,0,4
56,99,100,100,79,79,97,0,1
100,30,0,72,7,81,40,81,0
78,41,36,86,2,28,100,63,8
100,36,45,100,57,32,0,0,4
100,0,29,43,14,89,100,0,4
94,78,41,75,0,100,45,37,7
97,4,0,0,45,55,100,99,5
97,61,0,0,19,80,32,100,8
50,58,55,77,9,24,100,82,8
90,60,0,98,32,55,0,90,0
91,60,42,54,0,76,23,49,7
97,100,63,95,39,41,0,12,3
85,26,48,0,19,80,30,30,6
90,57,32,84,0,44,100,83,8
95,76,40,54,0,54,100,39,7
90,5,0,0,35,34,100,99,5
44,100,100,97,78,64,53,0,1
100,80,47,100,24,34,0,7,3
85,6,0,31,35,90,0,85,8
100,0,29,20,0,58,8,17,6
62,59,0,100,29,47,8,69,0
90,54,84,46,55,35,0,4,5
94,31,32,0,10,62,100,0,2
88,71,36,48,0,44,100,46,7
80,80,70,89,64,45,0,0,9
100,0,28,64,19,82,65,0,4
87,57,33,44,0,57,100,49,7
81,5,52,31,45,46,0,2,5
70,59,40,12,17,59,100,0,2
98,100,100,60,81,21,19,0,7
68,77,1,100,41,36,6,65,0
62,83,91,63,68,33,33,0,1
100,8,29,22,0,45,0,15,6
92,67,38,36,0,0,88,37,7
91,46,0,0,24,100,30,78,8
100,67,48,47,9,0,75,32,7
59,0,84,24,61,93,80,0,9
91,74,62,45,31,4,47,32,7
73,100,87,92,55,43,0,16,9
88,30,0,0,22,40,100,100,5
89,72,28,36,0,47,100,95,8
88,75,58,99,35,33,0,19,3
85,3,0,0,45,53,100,100,5
77,55,59,67,50,66,12,7,3
100,0,13,46,0,100,52,95,0
81,66,60,73,41,58,0,4,3
88,76,62,55,36,54,100,0,2
43,88,100,92,75,98,100,0,1
85,62,34,22,0,20,100,40,7
62,100,98,85,73,52,27,0,1
91,64,50,58,17,41,100,34,7
100,4,31,19,0,49,0,21,6
73,73,12,100,54,43,11,58,0
94,61,38,52,0,100,37,41,7
41,100,100,90,75,67,67,0,1
80,64,51,32,17,50,100,0,2
82,30,44,0,20,55,100,0,2
60,29,63,34,26,55,100,5,1
55,80,92,56,70,32,0,0,1
5,100,98,83,100,73,77,0,1
75,79,65,41,40,9,63,2,2
64,29,66,60,27,0,46,53,8
84,65,55,100,37,48,15,12,3
93,63,100,100,63,35,0,34,9
100,56,34,97,53,90,84,0,4
100,0,32,28,0,84,15,47,6
91,74,0,0,18,100,24,100,8
77,72,49,94,33,33,0,24,3
50,83,22,100,65,24,15,50,0
67,72,42,32,5,45,0,69,8
88,0,64,41,52,62,0,0,5
100,50,0,0,17,100,30,98,8
78,83,75,86,59,58,0,11,9
100,52,46,100,48,63,47,0,4
81,85,76,64,53,44,0,0,3
100,43,99,36,32,84,30,46,8
100,34,33,91,37,72,59,0,4
75,79,70,45,44,0,64,6,2
100,5,25,34,0,70,0,49,6
87,31,76,30,45,47,0,0,5
84,85,67,59,41,51,100,2,2
48,56,56,54,13,42,100,3,1
45,7,6,52,38,71,11,84,8
100,0,25,33,0,75,13,12,6
82,46,51,25,23,66,100,4,2
52,19,50,66,4,34,100,86,8
84,55,25,9,6,50,100,0,2
48,39,64,79,29,0,59,56,8
100,74,36,62,0,24,100,35,7
77,64,28,26,2,50,100,7,2
85,60,65,100,46,38,0,16,3
30,100,100,93,79,50,31,0,1
76,70,50,100,26,34,0,20,3
70,0,63,72,74,66,9,0,9
