@relation penbased

@attribute At2 numeric
@attribute At5 numeric
@attribute At9 numeric
@attribute At11 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
63,36,100,86,71,0
67,26,11,60,75,0
86,0,70,100,100,0
100,0,70,100,83,0
78,30,100,96,73,0
100,0,62,100,66,0
97,9,99,100,73,0
100,15,89,100,79,0
60,29,100,94,84,0
100,0,38,77,82,0
82,18,42,93,89,0
100,7,96,100,55,0
100,29,61,0,21,0
100,0,61,100,96,0
83,0,68,100,100,0
92,0,78,100,100,0
95,9,99,100,87,0
93,0,90,100,83,0
100,0,76,100,85,0
37,66,96,59,59,0
56,70,94,65,64,0
93,16,100,85,65,0
100,8,100,97,53,0
97,4,95,100,73,0
63,52,100,72,62,0
67,26,100,96,87,0
74,23,57,100,73,0
95,0,88,100,100,0
70,15,34,83,88,0
61,17,20,68,74,0
83,0,89,100,79,0
85,0,79,100,100,0
100,5,92,100,78,0
94,6,91,100,100,0
98,0,77,100,100,0
75,0,86,100,91,0
61,49,100,62,20,0
58,18,100,95,88,0
90,12,98,100,90,0
97,0,84,100,100,0
96,0,92,100,100,0
86,9,69,100,68,0
97,0,76,100,93,0
96,0,78,100,100,0
84,4,95,100,95,0
88,9,28,78,85,0
100,0,88,100,99,0
68,42,100,84,73,0
71,28,100,96,75,0
64,35,100,96,80,0
54,30,14,66,79,0
30,78,85,42,20,0
99,1,100,91,51,0
92,51,100,63,43,0
82,0,82,100,75,0
72,35,100,89,84,0
77,39,100,53,43,0
82,30,100,65,28,0
83,1,100,98,72,0
100,0,76,100,80,0
97,0,62,100,80,0
77,11,100,56,11,0
89,0,97,100,88,0
100,0,76,100,98,0
99,0,82,100,86,0
98,98,57,33,0,0
69,19,94,100,83,0
100,0,80,100,92,0
78,0,98,100,69,0
86,0,76,100,100,0
76,20,100,49,17,0
89,0,70,100,100,0
97,0,91,100,100,0
87,33,100,82,66,0
94,6,100,77,32,0
88,19,100,86,86,0
94,4,94,100,86,0
51,0,87,100,84,0
82,10,95,100,81,0
100,7,75,100,95,0
71,19,100,96,82,0
86,18,100,82,56,0
99,25,100,83,52,0
81,22,100,89,68,0
66,27,100,88,70,0
88,19,100,93,89,0
56,56,97,59,55,0
72,0,70,100,83,0
82,42,100,67,35,0
79,6,89,100,83,0
97,20,100,87,43,0
81,0,74,100,89,0
100,20,65,94,78,0
100,0,73,100,85,0
84,18,100,71,5,0
90,20,100,99,75,0
73,49,100,73,60,0
85,18,93,100,79,0
100,7,100,61,44,0
76,0,42,86,96,0
100,0,79,100,98,0
94,42,100,73,70,0
84,11,95,100,70,0
77,19,19,67,67,0
96,10,89,100,96,0
98,0,85,100,86,0
81,22,100,92,73,0
100,7,89,100,96,0
88,3,41,91,94,0
83,66,89,45,0,0
92,26,100,74,29,0
91,0,89,100,83,0
73,10,100,95,84,0
90,0,77,100,94,0
96,7,82,100,100,0
100,0,94,100,67,0
43,1,38,100,7,0
100,0,66,95,93,0
62,58,100,65,17,0
100,0,51,94,94,0
88,33,100,87,95,0
85,25,100,85,84,0
98,13,96,100,83,0
76,16,100,95,84,0
86,23,100,82,54,0
100,0,72,100,83,0
99,0,79,100,100,0
93,0,83,100,97,0
92,20,100,51,15,0
93,0,81,100,100,0
76,8,100,99,67,0
40,60,100,71,63,0
69,37,100,80,61,0
90,9,100,76,28,0
100,0,91,100,76,0
100,12,100,94,72,0
87,21,100,97,63,0
100,0,63,95,90,0
67,52,100,74,65,0
96,11,100,79,30,0
100,11,88,100,92,0
85,18,86,100,100,0
77,33,100,77,68,0
100,0,63,100,74,0
96,11,86,100,72,0
75,0,79,100,100,0
86,57,92,47,31,0
100,0,61,100,67,0
53,46,0,34,62,0
96,0,83,100,91,0
93,8,100,98,86,0
70,32,100,78,66,0
84,8,92,100,88,0
100,8,99,100,78,0
93,49,100,83,91,0
100,0,66,99,78,0
55,38,100,81,44,0
100,0,73,100,88,0
92,0,97,100,60,0
75,24,98,100,86,0
93,22,100,61,7,0
100,5,93,100,48,0
79,37,100,73,43,0
88,4,100,100,92,0
77,25,100,76,53,0
100,1,83,100,84,0
95,16,100,84,57,0
90,0,77,100,96,0
95,2,79,100,100,0
68,28,100,69,35,0
100,0,69,100,89,0
87,0,68,100,100,0
67,49,100,64,59,0
72,16,100,93,75,0
99,0,85,100,74,0
100,0,78,100,78,0
98,0,84,100,95,0
80,32,100,61,19,0
100,0,100,42,37,0
95,13,98,100,92,0
100,6,100,100,90,0
100,0,66,100,93,0
73,36,100,82,86,0
59,31,100,87,67,0
100,0,77,100,74,0
72,27,100,88,82,0
100,29,100,65,40,0
100,0,70,100,88,0
94,42,95,30,28,0
100,7,100,91,61,0
92,10,100,95,83,0
100,0,70,100,97,0
68,32,100,79,65,0
90,1,88,100,76,0
83,0,93,100,86,0
91,25,100,82,55,0
100,0,85,100,84,0
52,6,97,100,68,0
42,44,100,68,48,0
70,24,97,100,71,0
100,0,72,100,90,0
100,0,81,100,63,0
89,0,62,100,100,0
80,6,95,100,66,0
86,15,100,96,78,0
88,26,100,85,70,0
86,31,100,80,72,0
100,11,100,99,45,0
88,39,100,79,67,0
95,4,96,100,87,0
90,13,100,60,29,0
80,16,100,75,28,0
35,62,0,18,55,0
60,22,100,62,36,0
100,12,100,91,60,0
93,15,100,91,68,0
79,18,30,77,88,0
96,33,100,82,74,0
84,26,100,84,63,0
100,0,46,93,97,0
83,0,90,100,79,0
92,32,100,81,66,0
84,6,28,77,79,0
95,38,100,73,62,0
66,18,88,100,100,0
63,34,100,79,71,0
100,1,82,100,82,0
100,0,88,100,88,0
96,0,92,100,62,0
90,46,100,64,42,0
99,0,86,100,100,0
100,1,93,100,90,0
90,0,84,100,97,0
73,13,96,100,78,0
96,0,80,100,80,0
96,13,100,98,86,0
97,6,100,100,74,0
89,22,100,90,100,0
100,0,55,96,95,0
58,48,100,53,31,0
100,36,40,15,2,0
100,3,87,100,74,0
96,0,75,100,79,0
88,0,82,100,100,0
67,17,93,100,83,0
60,33,100,98,83,0
88,14,97,100,84,0
73,40,100,82,75,0
100,0,72,100,93,0
91,0,80,100,100,0
57,40,100,87,53,0
75,27,100,85,71,0
66,49,100,75,67,0
78,20,100,92,100,0
100,10,100,97,83,0
43,41,99,61,28,0
90,17,96,100,63,0
94,0,82,100,100,0
88,0,91,100,67,0
100,0,75,100,74,0
98,31,100,71,52,0
92,0,84,100,83,0
100,1,89,100,82,0
77,29,100,85,73,0
95,0,79,100,99,0
71,0,77,100,91,0
88,0,80,100,100,0
78,14,100,98,91,0
73,18,100,87,75,0
100,22,100,78,48,0
36,42,0,42,62,0
96,12,96,100,100,0
75,29,100,90,94,0
99,0,98,100,79,0
61,63,89,45,16,0
96,0,69,100,100,0
100,0,68,100,88,0
83,9,96,100,58,0
83,0,78,100,100,0
100,0,69,100,99,0
100,0,82,100,100,0
85,23,100,78,64,0
74,28,100,71,64,0
100,19,31,81,93,0
100,0,71,100,98,0
94,0,92,100,84,0
100,0,75,100,97,0
81,12,88,100,91,0
100,0,84,100,71,0
100,0,62,96,93,0
50,38,100,76,84,0
83,24,100,82,62,0
76,34,100,79,64,0
100,0,61,93,96,0
93,0,63,92,100,0
100,0,62,98,73,0
56,35,100,76,76,0
70,0,95,100,65,0
98,0,95,100,83,0
92,0,44,94,98,0
88,13,100,93,63,0
100,0,70,100,76,0
87,9,91,100,94,0
88,0,97,100,66,0
54,56,100,63,56,0
100,0,55,100,77,0
76,17,100,99,90,0
87,18,100,91,83,0
71,48,100,42,15,0
99,0,74,100,100,0
53,0,88,100,44,0
74,66,99,64,33,0
100,20,100,96,67,0
100,0,49,88,97,0
88,0,87,100,100,0
55,21,100,99,93,0
100,33,100,74,48,0
97,18,100,91,68,0
84,8,88,100,100,0
100,0,83,100,76,0
77,13,96,100,76,0
97,0,82,100,100,0
79,6,100,92,69,0
96,16,100,98,67,0
70,49,100,67,57,0
98,0,74,100,92,0
76,7,100,95,83,0
100,6,80,100,94,0
39,11,100,89,57,0
82,13,100,96,82,0
94,0,77,100,100,0
100,0,76,100,85,0
100,0,79,100,73,0
100,0,69,100,97,0
100,0,74,100,95,0
100,21,100,79,47,0
68,42,100,80,73,0
100,2,86,100,85,0
71,32,100,66,60,0
69,43,100,75,57,0
67,33,100,91,73,0
92,11,100,96,69,0
45,55,100,72,39,0
88,17,100,91,67,0
48,69,94,44,22,0
100,25,100,95,92,0
94,0,78,100,100,0
100,0,79,100,83,0
100,0,87,100,89,0
36,72,92,62,66,0
98,4,100,84,46,0
91,10,94,100,81,0
83,0,82,100,89,0
78,9,99,100,86,0
97,14,100,90,66,0
82,4,92,100,76,0
78,0,83,100,78,0
58,33,100,93,85,0
99,5,100,78,30,0
96,6,95,100,86,0
73,25,100,63,25,0
85,2,93,100,84,0
92,1,32,85,89,0
84,15,100,91,81,0
100,0,89,100,88,0
65,4,95,100,82,0
100,19,100,83,66,0
88,15,100,99,90,0
72,40,100,79,67,0
86,13,100,91,56,0
79,32,100,81,62,0
100,0,46,76,95,0
96,0,80,100,100,0
75,11,100,85,73,0
70,16,100,99,94,0
100,5,97,100,68,0
89,12,37,86,90,0
100,0,74,100,99,0
83,8,100,89,83,0
74,25,100,96,71,0
96,3,40,88,92,0
66,0,82,92,8,0
37,73,89,43,25,0
83,27,61,0,8,0
100,4,81,100,91,0
96,2,75,100,100,0
81,8,100,92,55,0
93,0,78,100,100,0
90,1,99,100,75,0
62,34,0,44,61,0
69,42,100,63,62,0
89,0,73,100,100,0
95,10,100,96,91,0
88,4,96,100,86,0
83,0,84,100,100,0
89,19,100,64,32,0
100,0,90,100,88,0
88,0,78,100,93,0
100,29,100,80,65,0
93,9,100,100,70,0
100,0,74,100,60,0
100,0,75,100,91,0
79,3,88,100,96,0
80,38,100,72,62,0
77,0,87,100,77,0
64,0,85,100,87,0
93,0,78,100,100,0
100,0,55,92,100,0
90,0,84,100,80,0
100,0,64,100,95,0
91,28,100,86,80,0
95,13,100,99,100,0
84,0,62,100,100,0
100,0,100,98,57,0
99,40,100,81,87,0
91,25,100,78,68,0
81,7,97,100,84,0
61,48,100,83,75,0
85,44,100,73,60,0
90,9,100,91,73,0
74,25,100,74,51,0
73,15,100,68,36,0
71,0,100,97,66,0
95,0,77,100,75,0
100,0,86,100,96,0
99,0,76,100,95,0
67,23,100,93,76,0
67,57,95,42,26,0
84,0,88,100,85,0
61,44,100,70,52,0
93,7,94,100,82,0
75,47,100,76,62,0
80,46,100,69,61,0
97,0,67,100,98,0
100,20,92,100,96,0
100,0,60,98,90,0
78,34,100,81,68,0
98,2,46,88,100,0
100,3,97,100,81,0
76,15,100,93,74,0
100,0,79,100,83,0
86,17,100,88,78,0
100,1,87,100,96,0
95,14,100,83,59,0
86,39,100,70,64,0
90,2,95,100,72,0
73,19,93,100,79,0
99,0,75,100,100,0
99,3,94,100,90,0
88,5,100,85,39,0
89,4,100,95,72,0
94,36,100,81,62,0
83,0,100,73,20,0
100,22,100,95,74,0
88,6,100,100,78,0
83,19,100,87,73,0
100,0,93,100,100,0
59,39,100,90,75,0
98,0,84,100,100,0
89,16,97,100,100,0
100,0,80,100,71,0
87,0,84,100,68,0
100,0,58,91,96,0
100,0,60,97,96,0
92,0,95,100,72,0
88,0,83,100,81,0
73,30,100,87,68,0
100,0,88,100,67,0
99,0,73,100,100,0
86,16,100,99,70,0
67,36,100,77,44,0
90,0,70,100,82,0
76,55,100,65,40,0
100,0,48,88,80,0
83,6,87,100,73,0
73,38,100,75,60,0
100,0,78,100,99,0
82,2,92,100,83,0
56,47,100,76,45,0
98,20,91,100,100,0
100,0,81,100,94,0
23,87,83,41,46,0
96,0,77,100,100,0
89,9,79,100,97,0
72,31,100,76,58,0
98,24,100,91,77,0
84,31,100,87,87,0
99,0,79,100,100,0
82,30,100,74,61,0
100,0,52,86,91,0
100,0,70,100,100,0
97,0,74,100,96,0
86,10,100,97,87,0
63,51,100,72,71,0
96,0,74,100,100,0
96,7,100,86,57,0
100,0,70,100,93,0
57,1,86,100,86,0
44,62,100,60,17,0
83,10,91,100,100,0
79,0,74,100,100,0
100,0,76,100,98,0
78,33,100,85,80,0
87,20,100,89,77,0
88,17,100,91,86,0
94,12,100,90,71,0
84,0,62,100,94,0
95,0,83,100,100,0
90,2,87,100,100,0
99,10,100,87,75,0
77,13,97,100,77,0
72,39,100,75,65,0
89,8,100,73,25,0
52,63,99,54,38,0
100,0,72,100,82,0
93,0,92,100,91,0
89,8,100,82,54,0
87,7,100,80,36,0
86,0,89,100,76,0
67,32,100,86,57,0
69,36,100,85,67,0
85,9,100,100,60,0
50,58,100,80,75,0
58,46,100,72,66,0
68,26,100,82,73,0
97,0,89,100,84,0
87,61,96,57,42,0
99,1,88,100,70,0
72,0,82,100,76,0
100,0,84,100,88,0
100,29,100,82,65,0
97,20,100,98,81,0
82,17,100,96,93,0
97,0,84,100,100,0
69,45,100,67,47,0
95,9,47,100,100,0
80,40,100,80,67,0
98,17,100,96,86,0
63,37,100,89,80,0
74,37,100,65,45,0
88,17,100,85,69,0
98,0,85,100,75,0
77,16,40,93,89,0
100,0,66,100,93,0
82,15,100,96,67,0
100,0,82,100,86,0
84,54,100,66,48,0
100,5,100,98,96,0
66,34,100,78,76,0
89,0,81,100,89,0
94,0,81,100,100,0
100,12,100,95,63,0
100,12,100,100,79,0
99,22,100,90,80,0
95,0,64,100,100,0
95,0,77,100,100,0
100,0,88,100,76,0
73,0,53,91,100,0
99,0,85,100,85,0
96,0,74,99,100,0
100,0,67,100,92,0
74,0,93,100,84,0
92,34,100,79,66,0
89,0,79,100,70,0
89,1,100,100,100,0
100,4,100,96,57,0
76,40,100,63,24,0
73,26,100,89,67,0
77,3,100,94,84,0
92,50,100,78,87,0
77,22,100,90,90,0
77,8,63,98,100,0
94,0,64,100,100,0
88,16,98,100,85,0
61,0,91,100,74,0
96,26,100,88,52,0
100,20,100,78,49,0
100,1,46,84,99,0
51,40,100,95,85,0
95,2,92,100,98,0
67,45,100,75,71,0
78,19,100,99,73,0
55,51,100,72,58,0
100,1,96,100,80,0
31,67,0,8,36,0
100,0,81,100,81,0
95,8,40,88,100,0
98,7,90,100,88,0
95,23,19,69,90,0
100,0,60,99,89,0
96,1,75,100,100,0
97,0,69,100,100,0
85,0,87,100,100,0
86,1,94,100,100,0
100,0,75,100,88,0
57,62,95,61,57,0
100,10,93,100,87,0
82,0,95,100,64,0
72,18,90,100,100,0
89,22,100,83,66,0
100,0,75,100,89,0
100,0,74,100,95,0
100,0,81,100,83,0
81,19,99,100,81,0
68,44,100,58,31,0
100,0,100,61,30,0
100,0,73,100,95,0
87,10,95,100,83,0
100,0,83,100,75,0
86,25,100,90,75,0
91,0,81,100,73,0
100,0,84,100,99,0
83,5,100,98,60,0
86,0,70,100,100,0
100,0,81,100,82,0
95,0,75,100,82,0
100,0,73,100,95,0
100,0,62,97,86,0
100,0,69,100,90,0
88,0,85,100,76,0
98,0,78,100,97,0
100,22,100,78,51,0
97,0,82,100,92,0
91,0,64,100,100,0
78,31,100,71,39,0
100,0,87,100,89,0
84,0,72,100,100,0
88,9,100,94,83,0
80,14,100,100,62,0
90,0,73,100,100,0
100,0,70,100,95,0
100,0,81,100,90,0
58,49,100,86,77,0
75,16,100,92,77,0
99,0,84,100,100,0
88,14,100,96,81,0
92,26,88,13,11,0
74,38,100,67,34,0
81,13,100,96,80,0
100,11,98,100,85,0
100,0,64,100,99,0
73,38,100,78,57,0
100,0,79,100,100,0
44,81,81,40,0,0
58,66,99,57,29,0
100,14,42,88,85,0
100,0,81,100,96,0
95,28,100,84,78,0
66,39,100,75,59,0
31,0,60,100,0,0
61,46,100,64,25,0
89,0,73,100,100,0
100,24,100,91,79,0
78,40,100,72,60,0
95,19,100,97,81,0
50,40,100,70,50,0
94,0,90,100,98,0
91,22,100,91,76,0
100,1,73,100,75,0
89,20,99,100,85,0
100,2,86,100,81,0
100,9,93,100,91,0
100,39,49,19,21,0
100,0,73,100,94,0
76,16,100,92,73,0
85,30,72,100,99,0
62,12,100,90,41,0
99,15,100,98,75,0
100,0,72,100,85,0
71,31,100,84,66,0
43,68,81,38,22,0
86,27,100,84,69,0
100,14,100,96,73,0
100,0,70,100,85,0
81,0,89,100,73,0
96,12,100,82,54,0
85,5,100,99,100,0
100,0,57,100,94,0
97,22,100,87,58,0
96,0,99,100,85,0
71,47,100,66,59,0
86,33,100,64,20,0
100,0,70,100,90,0
93,19,100,92,78,0
64,26,100,97,71,0
89,16,84,100,98,0
52,79,59,74,74,0
97,17,93,100,73,0
100,0,71,97,95,0
97,0,94,100,82,0
81,11,84,100,82,0
79,14,100,62,26,0
90,0,93,100,94,0
76,25,100,82,34,0
85,31,100,85,79,0
99,0,83,100,95,0
86,4,89,100,100,0
100,6,82,100,88,0
88,20,100,91,78,0
95,3,84,100,100,0
91,0,76,100,85,0
77,28,100,85,84,0
100,0,99,100,49,0
81,22,100,85,56,0
76,16,100,75,44,0
100,0,76,100,91,0
93,16,100,94,90,0
83,0,69,100,100,0
96,16,100,94,89,0
96,0,42,89,90,0
97,0,79,100,73,0
93,0,77,100,100,0
86,0,68,100,100,0
97,0,62,95,100,0
96,0,94,100,97,0
100,0,75,100,85,0
96,4,94,100,83,0
83,4,98,100,71,0
100,0,39,89,89,0
45,55,100,79,84,0
87,0,100,88,65,0
84,14,92,100,100,0
100,0,82,100,90,0
61,41,100,67,20,0
100,5,100,85,42,0
98,0,95,100,86,0
77,28,100,89,73,0
93,8,98,100,100,0
69,8,90,100,80,0
100,0,72,100,86,0
100,0,74,100,95,0
96,0,83,100,98,0
97,11,100,99,77,0
100,0,73,100,92,0
66,12,47,89,100,0
100,25,100,86,62,0
76,26,100,97,87,0
85,0,100,82,25,0
81,0,71,100,100,0
91,10,99,100,80,0
100,0,68,100,73,0
100,0,81,100,90,0
90,0,75,100,100,0
100,39,54,18,19,0
84,26,100,74,58,0
85,2,91,100,96,0
67,42,100,75,55,0
73,12,27,73,67,0
94,35,100,73,49,0
95,8,99,100,78,0
75,67,94,80,0,1
74,96,70,39,0,1
64,27,8,6,6,1
53,80,98,98,0,1
67,81,88,88,0,1
76,100,30,9,0,1
62,46,43,0,0,1
72,100,66,0,8,1
54,63,97,81,0,1
70,63,67,15,0,1
62,46,55,30,5,1
59,42,100,80,0,1
100,64,27,14,0,1
41,68,87,68,0,1
65,88,76,53,0,1
53,75,94,88,0,1
100,61,30,16,0,1
33,66,100,79,0,1
64,34,0,8,2,1
81,100,59,37,0,1
60,66,62,44,1,1
100,70,37,20,0,1
60,97,92,77,0,1
28,58,100,78,0,1
65,65,89,76,0,1
57,85,85,73,0,1
48,65,99,88,0,1
52,80,82,69,0,1
71,96,94,88,0,1
48,69,95,70,0,1
53,51,46,15,3,1
55,100,87,87,0,1
63,95,63,63,0,1
84,91,85,72,0,1
65,77,76,76,0,1
65,100,86,84,0,1
62,44,41,0,0,1
66,100,79,45,4,1
63,36,23,0,4,1
68,52,54,0,1,1
56,69,97,87,0,1
63,84,91,81,0,1
59,67,71,67,0,1
63,63,100,99,0,1
69,73,46,0,10,1
74,37,23,12,12,1
50,84,63,34,0,1
52,74,51,45,7,1
43,67,100,100,0,1
36,68,94,80,0,1
61,53,45,2,3,1
60,25,34,15,5,1
100,52,17,7,0,1
68,75,64,0,3,1
67,56,20,0,0,1
100,43,41,0,0,1
55,100,75,62,0,1
45,62,84,65,0,1
53,82,73,39,0,1
59,91,71,65,10,1
78,69,62,66,5,1
35,73,90,77,0,1
100,0,0,0,0,1
85,60,72,87,2,1
42,33,70,73,0,1
67,78,95,87,0,1
60,73,80,67,0,1
17,61,100,89,0,1
67,88,88,69,0,1
54,98,84,79,0,1
69,100,81,69,0,1
56,75,98,94,0,1
60,45,38,7,4,1
73,100,72,59,0,1
43,69,93,83,0,1
100,26,5,0,0,1
100,58,23,12,0,1
92,39,15,9,0,1
68,76,88,88,0,1
45,68,84,84,0,1
93,21,65,53,5,1
54,36,40,4,4,1
100,78,44,28,0,1
100,50,23,10,0,1
58,54,100,81,0,1
53,46,47,24,7,1
60,90,84,68,0,1
61,48,46,9,4,1
63,53,83,66,0,1
55,93,90,83,0,1
38,60,100,96,0,1
64,42,42,0,0,1
65,76,44,0,0,1
59,69,100,92,0,1
71,77,86,70,0,1
69,92,76,55,0,1
53,67,81,88,0,1
55,62,27,4,0,1
59,61,22,0,0,1
60,60,53,16,0,1
33,51,100,89,0,1
66,71,92,84,0,1
40,65,93,74,0,1
60,79,79,59,0,1
83,52,36,0,13,1
45,72,82,62,0,1
62,70,85,67,0,1
66,100,78,72,0,1
27,66,100,79,0,1
61,51,43,23,3,1
67,78,49,2,5,1
53,76,79,53,0,1
89,100,59,35,0,1
58,85,59,0,8,1
73,76,37,0,6,1
75,83,51,0,2,1
51,63,79,58,0,1
71,100,74,59,0,1
69,75,47,0,8,1
68,46,43,0,2,1
62,77,84,64,0,1
61,66,94,79,0,1
65,50,52,4,0,1
