@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R5,7-8,11,16-17'

@attribute At5 numeric
@attribute At7 numeric
@attribute At8 numeric
@attribute At11 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
100,87,95,87,0,1
1,43,0,100,96,0
88,55,62,98,8,3
21,0,34,71,14,6
54,51,55,3,9,2
3,57,10,100,59,0
62,57,60,100,0,3
100,59,100,87,5,9
0,56,37,78,0,4
30,80,15,74,53,0
40,91,98,79,0,9
0,47,52,100,0,9
100,74,67,0,0,2
49,39,54,24,0,2
98,87,61,100,0,3
79,60,35,17,37,7
70,100,0,53,100,8
37,11,41,38,35,6
33,2,20,100,74,8
17,0,0,44,91,8
37,92,100,84,0,1
100,83,80,41,0,1
97,58,52,100,20,3
100,72,72,81,0,3
40,19,21,33,12,2
57,49,80,100,2,9
0,10,55,87,0,9
26,17,23,100,27,6
72,100,5,52,94,8
6,13,16,100,23,6
100,98,51,22,2,1
50,37,51,0,0,2
6,0,22,100,31,6
76,70,40,0,0,2
18,7,16,100,12,6
0,51,61,80,0,4
35,32,0,22,46,7
100,88,69,56,4,1
0,41,41,19,74,8
11,43,34,0,82,8
2,0,16,89,0,6
0,29,33,90,0,4
45,44,65,92,0,9
0,45,29,100,0,4
6,13,0,100,3,6
11,36,38,0,62,8
37,66,0,46,100,8
0,50,48,100,0,4
3,0,20,100,0,6
99,38,99,100,0,9
0,14,53,88,0,9
70,48,49,11,10,2
13,6,30,93,41,6
95,53,57,100,2,3
0,44,0,100,88,0
16,84,12,75,44,0
81,59,60,86,7,3
78,56,27,0,0,2
78,64,63,84,10,3
63,57,50,0,1,1
80,100,98,30,0,1
1,15,0,100,19,6
60,89,35,71,63,0
77,49,46,0,7,2
79,71,54,0,10,2
0,21,0,100,100,0
61,100,100,72,0,1
16,75,35,0,68,8
76,69,56,89,8,3
47,7,64,74,0,5
4,52,0,100,86,0
49,92,13,73,60,0
29,32,76,0,5,1
83,65,65,100,0,3
47,36,0,3,100,5
89,48,61,100,0,3
17,3,26,100,60,6
0,63,68,100,0,9
48,43,23,21,61,7
0,28,51,98,0,4
50,75,26,0,78,8
57,29,0,0,99,5
89,60,36,0,0,2
45,28,0,54,96,8
56,99,24,63,56,0
59,100,85,80,12,9
51,46,54,0,0,1
0,29,26,100,0,4
0,46,33,81,0,4
0,50,34,85,0,4
69,100,100,59,0,1
85,46,100,100,0,9
100,45,95,58,46,8
76,57,41,0,0,2
1,68,36,88,0,4
69,100,90,74,0,9
21,14,13,100,8,6
10,59,38,0,82,8
5,38,53,0,84,8
20,73,100,80,0,9
85,59,47,100,5,3
56,38,40,1,0,2
74,68,54,5,3,1
100,63,63,80,6,3
26,73,10,82,73,0
88,6,80,89,0,9
6,50,0,100,86,0
45,0,22,94,0,4
0,100,47,64,0,4
80,61,53,0,0,2
100,23,0,65,85,8
100,67,62,38,40,7
64,100,90,78,0,7
68,56,33,0,6,1
0,72,44,70,0,4
54,30,0,0,100,5
50,63,100,99,3,9
0,39,0,100,100,0
13,59,0,81,67,0
0,10,8,100,92,0
93,64,0,0,100,5
55,62,5,24,100,5
0,0,44,83,0,4
41,0,0,17,100,5
97,58,64,100,8,3
0,12,25,100,0,6
34,0,31,68,18,6
63,59,0,47,94,8
58,88,20,0,81,8
100,56,59,60,36,7
100,76,44,27,31,7
86,94,0,39,100,8
100,63,89,52,0,5
100,58,41,82,88,8
79,50,64,14,0,1
42,86,0,76,62,0
69,0,0,93,76,8
0,30,0,100,90,0
100,34,100,89,0,9
0,4,46,100,0,4
37,0,0,18,100,5
51,7,0,13,100,5
0,52,50,62,0,4
36,28,52,100,0,3
26,21,51,75,3,5
61,53,66,40,47,8
67,45,0,47,97,8
95,100,90,88,0,9
49,100,31,16,98,8
66,66,55,26,1,2
78,3,0,94,80,8
32,76,24,86,57,0
26,59,67,95,12,9
33,15,20,100,35,6
56,44,47,13,11,2
47,93,8,73,68,0
22,95,56,48,0,4
0,33,39,78,0,4
42,43,58,0,1,1
48,7,0,9,100,5
100,83,46,0,4,2
49,39,50,20,0,2
0,57,42,74,0,4
84,66,41,0,0,2
100,64,45,15,30,7
0,57,37,85,0,4
67,100,100,77,0,1
0,64,63,81,0,4
0,0,28,100,1,6
61,95,100,82,0,1
88,47,59,100,4,3
3,0,21,100,0,4
100,70,68,94,0,3
92,0,93,100,0,9
59,21,81,100,28,8
56,40,31,19,0,2
67,50,67,100,0,3
74,0,0,92,95,8
91,82,67,100,3,3
87,49,59,100,1,3
57,32,39,19,14,2
100,59,0,53,100,8
71,76,11,10,95,5
20,66,0,89,77,0
62,28,0,4,98,5
60,28,65,72,0,5
54,47,50,99,0,3
50,9,40,76,21,6
68,100,100,67,0,1
56,33,0,13,96,5
0,18,11,100,98,0
66,100,79,94,2,3
9,13,16,100,31,6
0,17,17,100,0,4
96,17,0,81,99,8
79,44,46,0,0,2
93,68,63,100,4,3
45,79,16,0,98,8
100,78,28,100,53,8
0,47,0,100,79,0
100,67,33,1,35,7
34,18,41,30,2,2
65,46,0,8,100,5
38,0,37,100,0,4
100,88,88,77,0,1
72,100,29,62,66,0
72,35,0,4,100,5
89,9,0,80,86,8
0,11,29,100,0,4
2,0,21,100,19,6
16,67,0,92,77,0
68,100,100,57,0,1
0,11,35,97,0,4
0,44,0,100,84,0
89,78,63,33,0,1
0,8,34,86,0,4
100,24,100,97,0,9
48,0,79,100,0,9
90,0,0,81,89,8
63,14,98,100,13,8
13,61,0,98,86,0
73,100,100,82,0,1
81,54,36,0,0,2
43,21,0,0,100,5
0,46,0,100,79,0
76,59,57,0,6,1
21,18,44,86,10,5
13,0,32,90,3,6
42,89,17,73,62,0
55,8,0,10,96,5
4,42,0,100,73,0
57,23,0,0,100,5
84,58,63,98,0,3
95,66,26,0,15,2
92,71,53,0,0,2
27,10,21,35,8,2
27,6,58,68,0,5
0,49,38,75,0,4
92,16,67,36,41,8
38,96,0,65,73,8
72,46,29,0,5,2
42,83,15,80,73,0
100,100,0,0,100,5
1,3,13,100,5,6
100,90,63,0,0,2
7,0,16,100,9,6
64,18,94,100,29,8
58,100,84,71,0,7
0,0,66,100,13,5
22,37,42,0,60,8
61,31,64,100,0,3
81,0,72,36,49,8
31,20,19,91,7,6
23,47,4,89,0,6
100,81,54,52,63,8
89,82,58,39,1,1
0,43,57,100,1,9
99,75,86,100,0,9
100,78,75,64,1,1
76,0,0,100,88,8
66,77,7,23,100,5
0,33,0,100,70,0
63,19,0,55,100,8
16,24,23,17,76,8
4,0,16,100,2,6
99,71,45,0,0,2
33,11,51,21,20,6
64,93,100,91,0,1
18,12,97,16,14,1
62,58,38,31,59,7
7,0,57,100,0,9
53,42,50,27,7,2
100,78,60,57,3,3
100,97,91,46,0,1
0,0,25,100,0,4
100,44,100,92,9,9
83,46,14,6,8,2
0,72,50,63,0,4
66,55,35,31,33,7
0,30,37,86,0,4
96,72,61,86,4,3
0,36,0,100,76,0
6,56,0,100,68,0
100,100,100,57,0,1
67,100,100,51,0,1
1,0,15,100,10,6
100,75,62,75,0,3
57,94,97,64,0,9
9,0,21,97,0,4
68,100,87,56,0,7
0,25,51,82,0,9
77,64,63,0,8,1
10,57,0,100,81,0
93,80,27,100,52,7
58,55,32,25,46,7
75,57,3,13,100,5
65,49,30,8,47,7
78,42,61,100,6,3
84,68,36,7,52,7
0,30,35,95,0,4
34,0,0,66,78,8
100,76,63,86,4,3
98,72,55,92,10,3
28,74,2,89,73,0
62,100,100,55,0,1
54,44,41,69,29,6
4,0,74,100,0,9
11,0,41,99,0,4
66,10,77,100,0,5
75,100,83,56,0,7
0,5,15,100,0,6
0,2,6,88,80,0
68,100,100,72,0,1
37,79,18,89,80,0
2,0,17,100,24,6
20,99,45,75,0,4
80,15,0,62,100,8
100,83,0,62,100,8
49,87,28,62,20,0
54,100,83,70,0,9
38,0,26,90,0,4
0,41,42,72,0,4
27,68,30,0,82,8
1,0,25,91,27,6
0,69,43,90,0,4
0,20,0,95,90,0
64,93,100,88,0,1
59,99,100,74,0,1
7,61,25,61,44,0
66,100,100,73,0,1
76,56,41,0,0,2
38,77,16,82,74,0
49,34,22,0,22,7
20,65,0,100,85,0
69,22,70,100,9,5
1,0,14,100,16,6
87,50,36,10,49,7
57,87,100,87,0,1
47,97,12,31,91,8
0,0,19,100,25,6
98,74,29,0,0,2
6,65,100,100,10,9
100,35,100,93,0,9
2,64,94,100,24,9
62,66,53,43,22,7
0,45,34,100,0,4
0,65,61,99,6,9
40,33,54,18,0,2
51,42,37,21,19,2
0,57,43,82,0,4
100,77,61,38,31,7
0,15,0,100,82,0
78,100,100,87,0,1
89,93,69,100,0,3
0,9,39,100,0,4
19,0,31,73,12,6
59,100,100,78,0,1
100,83,46,65,40,7
100,81,48,26,33,7
62,100,0,48,76,8
11,0,37,100,0,4
70,100,100,68,0,1
0,50,44,100,0,4
54,8,68,0,63,8
49,93,87,100,4,9
21,0,37,78,19,6
0,43,32,98,0,4
0,25,0,100,95,0
71,40,38,0,0,2
39,100,51,26,100,5
94,100,100,67,0,1
40,20,28,59,14,6
6,0,29,100,0,4
16,73,34,0,77,8
96,41,59,100,5,3
71,74,56,9,3,1
64,99,100,84,0,1
100,82,64,42,26,7
78,41,75,32,0,1
100,71,52,97,5,3
50,42,33,9,69,7
53,15,51,100,7,3
92,56,30,0,38,7
36,0,0,11,86,5
20,58,0,100,90,0
100,88,68,91,12,3
61,67,47,73,13,3
35,77,12,96,80,0
95,72,48,0,0,2
100,70,63,86,2,3
0,36,0,100,100,0
60,100,85,60,0,7
0,50,24,85,0,4
73,70,45,46,33,7
100,83,92,42,0,1
100,20,94,77,0,5
0,41,33,100,0,4
81,40,51,100,11,3
60,43,46,0,4,2
85,70,39,30,45,7
18,0,22,93,89,0
100,86,62,1,0,2
40,53,0,46,85,8
22,0,34,56,40,6
0,34,0,100,98,0
100,94,98,56,0,7
5,0,13,100,15,6
86,78,31,100,45,7
82,73,0,0,100,5
70,47,45,0,0,2
90,100,88,60,0,1
3,55,37,0,70,8
97,100,77,88,0,3
70,0,93,78,0,9
0,35,0,100,75,0
88,77,66,39,1,1
100,88,36,54,32,7
11,2,8,100,7,6
73,58,33,0,0,2
0,22,4,100,92,0
49,49,81,56,0,1
0,50,67,99,2,9
0,7,19,100,19,6
45,85,10,75,71,0
38,14,27,86,16,6
14,13,65,78,12,5
60,100,100,43,0,7
100,72,44,24,33,7
49,11,44,60,27,6
75,72,25,0,100,5
79,100,100,84,0,1
28,98,35,71,0,4
66,56,60,100,15,3
0,6,17,100,0,4
54,42,62,0,51,8
77,100,100,64,0,1
33,64,100,73,0,1
0,26,8,100,0,6
81,67,62,98,0,3
34,0,48,100,0,4
100,80,93,43,0,1
1,46,0,100,92,0
8,0,20,100,39,6
63,62,21,4,97,5
29,70,75,87,8,9
96,53,63,100,5,3
0,35,0,100,95,0
62,56,46,100,0,1
26,0,40,62,16,6
60,42,60,100,0,3
100,39,96,62,0,9
0,14,43,100,0,4
100,69,49,71,83,8
71,38,0,10,100,5
62,100,100,84,0,1
37,39,87,0,7,1
100,37,99,93,0,9
63,0,82,100,0,5
87,60,64,100,11,3
77,0,4,100,77,8
64,94,96,64,0,9
91,70,0,0,100,5
100,83,67,77,0,3
0,43,35,100,0,4
58,47,58,34,0,2
1,38,0,100,100,0
0,77,64,100,1,9
84,77,50,0,0,2
72,32,55,100,15,3
46,29,35,62,29,6
0,65,14,42,37,0
0,21,5,100,100,0
94,60,75,100,0,3
36,30,46,0,4,1
64,38,39,9,10,2
100,78,53,90,12,3
40,0,0,100,69,8
20,0,27,98,8,6
39,59,62,63,0,5
100,31,88,97,13,5
0,71,58,62,0,4
6,0,39,90,19,6
62,26,48,100,8,3
61,35,60,64,15,5
10,0,45,100,0,4
96,100,57,57,38,7
32,89,9,78,66,0
0,33,27,100,0,4
100,83,39,78,49,8
5,63,44,91,0,4
15,0,40,100,0,4
10,71,33,0,82,8
100,83,80,37,0,1
62,36,21,19,16,2
76,69,40,30,32,7
80,100,100,52,0,1
87,65,84,72,0,1
100,95,60,55,23,7
72,100,100,72,0,1
92,66,38,34,36,7
80,67,55,82,14,3
74,100,100,67,0,1
85,67,61,76,22,3
100,60,75,97,0,3
44,19,32,67,5,6
91,16,0,100,89,8
49,46,63,45,0,2
0,32,100,100,0,9
100,75,51,33,36,7
29,4,26,60,21,6
40,12,34,42,15,6
83,66,39,15,38,7
38,6,67,100,18,5
87,10,86,90,0,9
39,86,70,85,2,9
100,95,57,43,63,8
71,100,24,66,63,0
53,33,35,59,21,6
58,45,56,12,2,2
12,7,20,100,19,6
0,34,100,63,0,9
47,83,87,99,14,9
19,21,0,100,21,6
40,10,42,97,9,6
17,0,38,100,0,4
100,85,59,83,19,3
100,78,61,95,7,3
67,4,19,100,79,8
61,59,34,24,64,7
100,63,58,0,40,7
100,66,59,80,9,3
50,29,38,26,3,2
9,13,0,100,68,0
78,50,65,100,3,3
42,81,0,44,100,8
76,100,100,49,0,1
76,56,39,0,33,7
100,92,83,46,0,1
80,29,72,94,1,5
50,40,63,10,0,1
5,0,24,91,32,6
33,77,21,91,73,0
14,43,82,100,12,9
28,74,27,0,88,8
100,66,92,30,0,5
56,34,0,53,94,8
100,46,100,94,0,9
87,69,58,0,0,2
100,91,2,0,100,5
16,0,17,97,37,6
66,37,0,10,100,5
0,27,14,98,0,4
0,50,38,75,0,4
25,89,48,70,0,4
1,0,20,100,8,6
51,0,0,65,92,8
0,4,37,100,0,4
79,9,100,100,0,9
0,35,0,100,76,0
0,32,1,100,84,0
0,62,24,75,0,4
69,38,54,100,6,3
29,0,42,92,0,4
0,50,28,98,0,4
50,49,0,3,100,5
59,18,0,6,100,5
80,70,59,80,3,3
53,100,30,56,71,8
9,8,52,85,5,5
0,68,43,83,0,4
100,71,59,88,13,3
0,40,0,100,75,0
57,66,73,38,0,2
29,98,58,87,0,4
93,91,69,0,6,2
98,91,94,79,0,1
18,81,39,68,0,4
14,76,29,74,0,4
0,48,66,100,0,9
44,24,47,21,1,2
60,100,80,66,0,7
69,63,73,100,2,9
17,6,31,100,4,6
71,93,55,76,62,9
66,100,100,73,0,1
10,62,0,87,75,0
45,14,43,78,18,6
82,88,0,0,100,5
65,100,100,87,0,1
11,0,30,84,29,6
15,40,70,100,0,9
0,7,20,100,0,4
56,41,25,0,38,7
11,0,22,97,0,6
13,62,0,90,77,0
68,53,15,100,56,7
48,38,68,19,0,1
0,30,62,100,0,9
0,74,36,88,0,4
0,14,7,97,86,0
100,69,100,44,0,5
35,57,60,90,8,5
15,59,85,76,0,9
65,39,52,0,3,2
62,100,0,53,84,8
20,13,0,94,78,0
51,100,85,96,15,9
32,5,37,51,17,6
100,49,74,69,45,8
0,30,26,87,0,4
73,100,100,57,0,1
59,41,16,0,25,7
0,2,15,100,0,4
10,66,34,96,0,4
33,53,80,100,2,9
0,78,62,68,0,4
9,100,29,0,100,8
5,1,21,100,15,6
50,100,100,64,0,7
67,58,43,30,49,7
12,18,18,100,9,6
100,94,59,77,12,3
72,85,20,11,100,5
80,100,89,85,4,1
38,73,63,82,3,9
49,100,100,79,0,7
2,80,45,72,0,4
100,12,84,12,51,8
0,29,0,100,96,0
54,100,100,80,0,1
0,31,0,100,100,0
92,57,50,86,23,3
67,52,46,0,7,2
0,30,0,100,100,0
74,69,58,54,38,7
0,30,45,100,0,4
75,86,100,100,0,9
0,57,37,6,84,8
100,16,100,80,0,9
50,69,28,0,72,8
42,83,69,70,1,9
68,52,34,0,31,7
6,0,18,100,20,6
49,18,0,1,100,5
14,0,27,88,28,6
0,39,0,100,100,0
100,85,47,44,35,7
8,53,0,96,80,0
0,3,17,100,19,6
60,41,26,0,5,1
100,66,33,0,35,7
34,14,53,6,27,6
13,11,14,100,42,6
64,91,96,79,11,9
0,39,39,83,0,4
77,52,49,0,0,2
47,36,34,12,0,2
93,100,90,53,0,1
100,91,64,54,29,7
73,58,34,0,10,1
0,59,71,57,0,9
0,100,54,67,0,4
63,44,34,50,15,6
40,100,28,0,75,8
32,62,70,98,1,9
74,71,57,19,1,2
65,89,57,73,73,9
69,49,41,5,0,2
100,62,49,15,33,7
68,59,0,11,100,5
12,0,31,91,11,6
92,100,68,60,40,7
19,0,19,100,42,6
74,100,100,62,0,1
50,100,100,47,0,7
72,55,51,96,2,3
99,31,96,41,61,8
34,13,33,90,10,6
49,93,19,64,59,0
76,100,92,39,0,7
74,69,39,60,34,7
100,70,40,78,74,8
100,82,100,0,61,8
73,80,56,0,4,2
100,59,64,100,0,3
36,11,38,39,26,6
5,0,36,100,0,6
93,50,58,100,4,3
100,81,64,94,14,3
50,100,99,64,0,7
92,100,77,52,44,7
25,8,19,100,10,6
24,3,58,58,5,5
84,72,50,0,0,1
27,77,73,93,0,9
47,87,82,100,0,9
41,44,50,68,0,5
9,65,17,100,58,0
76,100,100,78,0,1
13,0,22,100,35,6
100,69,62,0,0,2
100,99,69,96,15,3
2,0,48,65,0,4
72,55,31,0,52,7
67,53,30,21,40,7
44,89,82,100,0,9
62,42,30,0,50,7
92,73,40,0,6,2
0,62,40,88,0,4
51,43,66,23,3,1
2,0,10,88,100,0
69,41,46,10,23,2
74,84,0,37,100,8
32,8,53,23,32,6
53,30,43,27,0,2
0,15,10,100,11,6
41,67,42,0,74,8
21,85,34,0,93,8
67,50,64,20,0,1
47,42,69,30,1,2
91,57,1,8,100,5
32,20,33,100,0,6
100,38,0,57,91,8
48,0,67,98,0,9
65,46,44,9,40,7
17,0,29,94,34,6
70,1,0,60,84,8
32,0,0,51,100,8
90,13,91,100,0,9
100,41,87,62,0,5
47,41,64,16,0,2
19,2,27,33,3,2
24,69,32,0,98,8
74,0,89,99,0,9
10,0,20,100,37,6
22,0,51,34,34,6
31,98,67,97,0,9
91,47,100,100,1,9
46,49,58,67,0,5
6,23,0,100,88,0
33,42,0,56,100,8
54,0,54,84,0,4
100,97,71,96,9,3
77,77,0,39,100,8
90,100,76,85,0,3
97,87,65,100,0,3
11,7,6,100,28,6
100,55,100,90,0,9
32,0,56,100,0,4
19,91,41,71,0,4
10,0,58,100,0,4
100,54,55,86,0,3
11,61,9,100,70,0
71,72,85,87,21,9
69,77,38,35,39,7
34,4,59,44,61,0
68,48,56,0,9,2
46,91,17,64,42,0
79,84,43,56,28,7
82,84,65,100,0,3
0,43,38,100,0,4
84,43,51,100,0,3
56,30,41,33,26,2
50,100,100,60,0,7
16,0,26,100,0,4
75,100,24,6,98,8
57,87,92,100,0,9
41,20,41,18,20,6
85,57,53,93,22,3
89,80,50,47,30,7
16,0,22,100,29,6
0,25,0,100,97,0
11,52,10,100,82,0
84,79,23,0,39,7
32,11,26,58,35,6
97,83,35,24,46,7
61,44,0,0,97,5
66,51,51,4,7,2
100,60,61,97,5,3
58,58,71,23,4,2
0,15,0,100,91,0
5,0,37,95,100,0
79,60,47,0,12,2
23,27,58,78,13,5
45,28,35,63,31,6
39,3,66,100,0,5
90,56,78,100,16,9
91,53,49,0,0,2
21,0,27,95,30,6
79,71,33,0,46,7
0,49,0,100,82,0
35,22,30,35,11,2
66,61,35,1,34,7
60,35,27,19,0,2
0,38,41,100,0,4
0,59,45,100,0,4
53,46,0,4,94,5
54,35,32,17,3,2
88,100,82,65,0,1
0,84,35,2,84,8
94,60,54,92,17,3
9,100,50,49,0,4
63,92,94,100,29,9
70,54,67,27,0,1
0,60,38,97,0,4
49,29,29,33,0,2
13,0,21,100,39,6
65,63,63,100,0,3
25,81,29,0,100,8
3,2,17,100,35,6
14,0,24,82,36,6
26,72,0,86,75,0
67,0,5,100,72,8
47,100,35,5,97,8
61,54,33,24,52,7
64,70,76,32,0,2
49,32,39,23,16,2
100,64,4,6,100,5
79,100,100,72,0,1
60,100,100,83,0,1
50,86,86,100,0,9
61,36,92,100,0,9
76,13,0,53,88,8
20,0,38,83,20,6
20,0,32,100,0,4
98,87,70,100,0,3
22,0,39,100,0,4
29,13,48,13,0,2
42,45,11,7,70,8
38,37,60,1,6,1
78,63,13,0,36,7
0,100,53,78,0,4
94,91,71,93,0,9
55,37,35,0,0,2
51,38,50,0,4,2
60,55,31,11,56,7
100,71,76,53,0,3
62,22,75,18,55,0
45,100,98,48,0,7
34,6,74,100,13,5
16,67,8,98,67,0
55,52,21,16,48,7
66,59,22,0,38,7
23,72,0,84,69,0
100,100,78,57,17,7
9,74,74,100,0,9
36,34,64,0,0,1
56,32,45,24,23,2
56,40,32,0,6,2
27,77,0,85,71,0
32,85,86,100,4,9
0,80,42,72,0,4
68,100,86,77,0,3
32,93,75,100,7,9
76,66,82,82,1,9
90,52,26,100,36,7
11,72,82,94,0,9
39,41,60,0,13,1
39,6,71,100,16,5
49,95,76,100,13,9
0,8,56,100,0,4
22,0,39,55,48,6
60,100,84,87,2,9
24,0,58,66,0,5
76,88,91,88,0,1
91,79,61,95,17,3
10,0,22,100,46,6
0,26,0,100,93,0
32,87,22,61,19,0
55,51,48,25,4,2
71,41,43,7,0,2
39,24,28,100,21,6
41,88,79,91,4,9
81,11,97,100,0,9
49,80,100,78,3,9
49,33,34,5,8,2
18,58,6,100,100,0
0,56,45,59,0,4
85,39,88,70,9,5
0,25,100,60,0,9
88,67,55,47,24,7
0,1,53,67,0,4
0,48,39,74,0,4
62,24,0,0,95,5
31,77,17,72,51,0
100,77,71,89,17,3
66,87,86,92,0,9
56,40,31,92,0,6
36,74,72,100,0,9
61,61,16,18,37,7
100,93,86,59,0,1
20,0,48,44,40,6
66,100,47,45,0,0
57,34,26,26,5,2
62,62,68,84,7,3
70,46,47,51,8,6
0,17,29,100,0,4
100,88,34,16,11,7
78,52,67,100,16,9
95,0,91,100,0,9
46,89,71,91,0,9
49,27,36,25,19,2
82,59,60,93,17,3
79,60,43,49,36,7
81,35,51,100,2,3
67,48,59,22,0,1
92,46,59,100,0,3
0,71,39,60,0,4
11,0,33,100,0,4
0,34,0,100,86,0
0,1,41,64,0,4
81,85,61,11,0,2
100,93,79,36,22,7
66,76,66,37,6,2
89,69,65,88,0,3
45,9,68,100,16,5
61,100,25,57,42,0
0,25,30,94,0,4
67,100,94,57,0,7
48,44,0,14,30,7
76,100,100,47,0,1
61,38,37,38,7,2
46,48,66,24,7,1
0,8,16,100,100,0
78,61,61,28,0,1
39,36,47,1,8,1
53,58,53,0,6,1
26,70,16,96,87,0
17,71,99,77,0,7
80,54,44,94,0,3
61,95,99,83,0,9
42,31,56,67,0,5
93,44,86,100,15,9
70,100,26,65,64,0
93,78,62,82,9,3
51,46,52,0,2,1
5,0,32,85,97,0
59,22,0,18,100,5
62,49,47,25,38,7
47,37,66,66,0,5
31,17,37,40,0,2
6,57,0,100,66,0
54,47,16,0,56,7
38,0,41,67,0,4
100,79,54,90,8,3
17,62,0,96,86,0
4,52,0,100,87,0
84,81,67,63,27,7
85,66,51,89,4,3
0,14,52,100,0,4
20,69,0,92,100,0
63,27,0,14,100,5
49,31,0,24,90,5
73,98,69,68,12,7
93,60,73,20,0,1
0,52,30,100,0,4
65,47,32,0,38,7
0,35,0,100,91,0
100,76,43,53,46,7
60,40,60,8,0,1
84,80,69,100,0,3
91,48,61,100,0,3
38,28,60,0,0,1
66,70,9,4,100,5
52,42,47,37,0,2
78,65,12,11,100,5
57,33,27,23,0,2
57,33,21,27,0,2
0,67,100,74,0,9
27,54,61,95,0,9
59,42,53,24,14,2
83,30,78,87,8,5
53,33,32,1,11,2
56,41,30,4,43,7
16,8,56,83,0,5
16,0,0,22,100,5
23,24,40,0,11,1
54,33,41,15,20,2
88,56,0,0,100,5
73,55,0,0,100,5
100,81,69,78,0,3
92,85,70,88,4,1
100,88,71,38,35,7
91,65,1,2,100,5
72,61,62,25,0,1
74,63,47,81,12,3
75,34,53,100,0,3
85,41,62,100,12,3
63,36,44,12,18,2
24,88,100,84,0,7
43,45,66,26,0,1
90,76,62,0,2,2
91,70,63,100,10,3
79,60,82,100,0,3
100,84,80,59,0,1
62,46,67,4,0,1
96,81,33,19,56,7
43,45,58,0,2,1
59,38,41,8,7,2
55,54,62,0,5,1
61,48,46,0,2,2
92,68,52,47,42,7
48,45,0,15,85,5
99,73,47,39,36,7
66,37,0,0,99,5
70,52,45,0,1,2
68,57,58,7,0,2
69,52,34,0,34,7
73,44,0,1,100,5
69,50,31,0,37,7
