@relation penbased

@attribute At3 numeric
@attribute At5 numeric
@attribute At7 numeric
@attribute At10 numeric
@attribute At15 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
16,0,45,28,18,66,0
21,0,9,4,7,90,0
0,10,58,26,7,89,0
2,0,47,25,19,98,0
22,0,28,15,37,97,0
0,35,74,47,2,76,0
4,0,41,24,23,80,0
0,2,37,19,55,100,0
0,20,67,33,16,75,0
10,0,31,6,28,90,0
0,15,60,28,2,92,0
56,12,0,0,66,93,0
11,0,21,0,61,73,0
4,24,75,55,0,60,0
8,0,29,16,33,79,0
0,40,92,67,29,24,0
7,0,32,10,21,90,0
0,0,42,23,1,94,0
0,7,66,42,3,57,0
0,48,97,82,5,15,0
53,0,13,34,10,9,0
17,0,24,0,42,100,0
0,26,70,48,7,87,0
19,0,14,0,62,86,0
0,21,62,22,25,82,0
14,0,40,22,18,86,0
21,62,99,68,0,67,0
5,54,99,94,0,4,0
57,17,0,0,88,88,0
9,43,91,65,10,41,0
0,2,40,18,30,81,0
5,0,41,25,7,87,0
0,13,63,41,15,77,0
0,20,61,21,9,76,0
0,20,66,35,9,81,0
6,0,39,20,50,99,0
13,0,31,17,37,100,0
5,41,83,58,0,51,0
20,0,18,0,3,89,0
13,0,32,7,43,100,0
17,0,34,20,31,83,0
27,0,9,0,76,99,0
22,0,36,22,17,83,0
0,0,40,25,1,88,0
10,0,36,17,26,76,0
0,38,81,58,10,57,0
4,0,19,0,79,98,0
9,0,41,27,12,85,0
7,0,37,18,37,100,0
21,0,25,21,26,80,0
15,0,33,32,18,70,0
36,0,10,0,47,92,0
37,72,100,75,0,66,0
10,29,75,58,0,40,0
0,42,100,100,30,28,0
2,16,84,57,0,44,0
5,0,46,21,5,79,0
0,3,48,27,10,81,0
11,51,94,57,0,43,0
1,23,75,39,0,64,0
21,32,79,41,0,66,0
26,71,100,79,0,41,0
0,23,72,36,5,69,0
12,38,90,44,0,62,0
0,19,74,57,7,32,0
1,16,64,29,0,90,0
10,46,85,64,0,66,0
0,5,50,18,4,88,0
15,18,63,33,0,72,0
0,9,49,22,10,91,0
0,14,60,24,19,73,0
2,35,77,46,19,80,0
0,6,45,20,21,90,0
63,1,0,100,36,7,0
3,0,57,30,39,69,0
1,0,31,21,6,100,0
9,0,42,30,19,81,0
8,0,30,7,40,81,0
14,0,24,17,49,100,0
0,11,66,47,31,30,0
20,36,80,45,0,67,0
14,0,25,4,28,100,0
10,0,29,9,46,92,0
22,55,97,64,0,54,0
10,0,41,22,20,100,0
0,25,83,50,8,34,0
0,32,87,69,9,19,0
14,35,100,100,0,0,0
0,4,54,28,16,71,0
2,5,51,20,0,96,0
53,20,13,15,0,78,0
0,7,43,11,39,100,0
0,31,74,59,11,39,0
10,0,31,29,24,74,0
0,10,53,23,31,100,0
12,0,31,8,29,100,0
8,10,55,24,0,91,0
13,29,72,36,0,92,0
0,1,45,27,15,76,0
5,0,38,14,17,84,0
70,27,0,19,100,57,0
0,5,52,21,12,66,0
10,0,35,18,27,99,0
0,33,74,56,1,68,0
15,0,33,16,48,100,0
6,22,76,45,0,64,0
19,0,27,25,18,85,0
0,20,56,15,40,100,0
0,31,78,55,6,67,0
0,12,53,19,32,97,0
0,10,54,22,5,84,0
0,23,70,41,22,54,0
17,0,32,22,16,96,0
42,30,23,0,36,99,0
0,7,44,16,28,96,0
29,0,2,0,85,100,0
25,47,86,48,0,76,0
0,20,65,31,16,85,0
28,0,0,0,91,89,0
48,12,0,0,61,100,0
20,32,84,45,0,56,0
0,35,76,35,5,88,0
0,4,61,33,16,72,0
0,11,56,22,15,77,0
19,0,6,1,77,100,0
1,0,37,24,39,95,0
48,13,0,0,68,91,0
0,33,73,53,14,83,0
0,18,56,20,42,100,0
4,0,33,3,44,98,0
11,0,33,23,41,96,0
19,58,85,81,0,59,0
23,0,15,11,14,91,0
9,0,43,22,21,97,0
0,3,42,16,30,100,0
18,4,39,17,0,99,0
2,41,89,54,0,64,0
1,0,62,47,12,28,0
0,5,55,26,6,84,0
19,35,78,38,0,88,0
2,32,82,57,0,60,0
0,22,68,40,12,57,0
12,35,77,56,0,84,0
0,1,43,25,20,84,0
28,0,52,65,32,30,0
8,24,69,39,0,79,0
11,0,35,14,17,72,0
5,0,35,10,60,100,0
0,23,70,41,4,74,0
1,17,69,38,0,69,0
7,0,32,4,21,97,0
0,9,61,32,10,68,0
0,32,89,47,2,66,0
15,25,70,39,0,68,0
0,16,63,31,19,89,0
73,27,0,15,100,72,0
18,0,2,8,43,88,0
38,0,2,2,45,98,0
0,25,68,37,20,80,0
0,2,42,20,25,85,0
21,0,34,27,14,75,0
46,10,0,0,22,100,0
7,35,82,58,0,49,0
13,51,85,70,0,58,0
16,40,86,53,0,67,0
0,17,68,32,12,90,0
0,5,55,28,17,68,0
11,0,26,7,36,99,0
0,28,69,52,4,84,0
20,44,86,62,0,60,0
0,1,30,6,28,96,0
0,4,52,29,10,86,0
4,7,53,21,0,88,0
1,0,35,23,31,93,0
0,17,67,31,5,86,0
0,0,35,17,30,100,0
5,0,34,19,25,100,0
0,8,55,32,15,78,0
0,27,77,37,7,71,0
0,16,69,40,14,75,0
0,34,87,56,7,49,0
0,10,60,32,0,74,0
68,33,0,0,22,85,0
7,8,54,27,0,100,0
0,14,59,27,24,76,0
16,49,93,66,0,59,0
2,0,32,10,53,100,0
0,16,57,27,10,100,0
0,10,57,30,4,87,0
13,0,43,29,26,68,0
3,0,36,10,21,63,0
27,0,26,13,5,93,0
0,9,47,10,30,97,0
0,9,65,57,10,58,0
2,0,33,26,37,89,0
0,11,60,30,23,76,0
0,8,46,15,29,100,0
15,0,35,25,21,75,0
56,19,0,0,78,93,0
26,66,100,100,0,0,0
7,0,45,32,7,73,0
69,26,0,7,94,75,0
3,0,43,23,14,84,0
0,8,52,26,20,88,0
45,1,0,0,47,97,0
0,15,62,31,8,78,0
14,9,61,47,0,28,0
19,0,13,9,44,84,0
20,0,6,0,89,95,0
15,39,83,43,0,71,0
1,34,78,47,0,71,0
18,0,27,18,34,93,0
9,26,76,46,0,69,0
6,0,41,19,19,77,0
8,43,87,64,0,57,0
0,10,50,25,25,96,0
40,0,1,0,21,100,0
0,18,58,32,43,100,0
15,22,72,46,0,66,0
23,0,21,9,43,100,0
7,0,36,27,19,95,0
0,34,84,64,22,25,0
0,22,73,54,11,58,0
0,36,74,49,17,67,0
8,33,86,57,0,46,0
0,22,70,32,5,90,0
1,18,72,42,0,56,0
15,0,12,0,76,91,0
0,3,44,18,26,96,0
25,0,25,22,23,93,0
10,0,27,9,11,100,0
5,0,53,34,20,60,0
0,14,58,25,27,100,0
100,67,24,46,82,36,0
8,40,78,43,27,85,0
0,14,59,23,19,91,0
0,9,57,30,5,73,0
8,0,35,21,48,100,0
2,0,51,46,14,44,0
13,32,80,42,0,76,0
19,4,42,25,0,73,0
14,0,33,8,44,95,0
9,0,43,17,0,89,0
16,0,29,22,24,100,0
2,0,36,2,42,100,0
15,0,10,0,86,94,0
11,0,27,6,59,100,0
62,5,0,0,82,100,0
0,34,70,34,20,83,0
8,56,99,68,0,56,0
0,14,64,29,3,91,0
18,0,19,4,69,100,0
0,2,46,28,21,100,0
1,0,40,17,17,76,0
5,0,38,17,36,100,0
15,37,77,51,0,78,0
1,0,61,43,28,65,0
0,18,76,52,43,5,0
23,42,86,49,0,62,0
16,0,3,10,51,93,0
0,21,66,30,18,93,0
3,28,74,35,0,78,0
0,12,62,39,18,53,0
6,0,31,11,27,100,0
14,57,100,75,4,39,0
0,17,61,43,21,83,0
2,0,34,20,33,98,0
14,0,10,18,25,100,0
6,22,70,48,0,73,0
5,52,93,75,42,22,0
6,14,64,33,0,81,0
9,0,23,13,15,74,0
20,0,25,12,20,99,0
16,0,36,22,23,69,0
17,0,9,18,48,95,0
0,33,74,46,16,79,0
24,0,20,2,52,100,0
17,0,19,10,45,97,0
0,11,61,36,5,77,0
8,0,39,15,20,100,0
20,0,34,24,26,93,0
0,22,76,59,11,7,0
1,0,36,14,37,94,0
27,0,7,0,66,100,0
6,0,39,25,30,100,0
0,22,75,46,5,58,0
2,15,100,79,0,0,0
0,3,50,25,15,90,0
19,0,49,38,0,70,0
19,0,20,0,54,100,0
0,14,67,42,16,55,0
2,0,57,22,30,100,0
3,8,62,40,0,54,0
15,0,32,6,29,94,0
0,14,74,61,1,26,0
0,12,47,11,42,99,0
43,9,0,0,90,85,0
0,9,54,27,27,95,0
0,2,52,31,9,83,0
22,0,18,18,13,69,0
1,13,68,36,0,80,0
0,9,57,27,8,85,0
5,0,46,23,10,83,0
17,55,89,70,18,39,0
0,7,61,76,24,44,0
8,0,36,20,29,100,0
23,27,73,45,0,53,0
0,4,54,28,12,86,0
21,0,25,0,67,100,0
0,11,49,19,30,92,0
0,26,73,48,23,52,0
8,0,41,19,8,89,0
0,9,61,30,4,83,0
17,0,50,36,19,60,0
0,26,75,52,3,67,0
8,0,18,0,72,92,0
7,40,84,61,0,60,0
0,25,70,35,8,86,0
6,3,58,29,0,84,0
0,16,51,20,50,98,0
0,0,41,12,33,99,0
14,0,26,18,49,100,0
0,39,100,87,19,19,0
18,0,14,12,54,93,0
19,0,14,10,58,96,0
0,12,58,28,11,100,0
72,25,0,0,95,83,0
22,39,83,61,0,64,0
0,0,25,0,16,71,0
0,22,66,30,16,76,0
9,39,85,54,0,66,0
19,0,24,11,17,97,0
17,0,30,6,22,95,0
41,81,100,100,0,0,0
0,15,63,32,3,81,0
21,0,16,7,65,96,0
17,66,100,71,9,59,0
0,6,53,29,25,83,0
18,57,100,72,1,31,0
0,12,62,29,26,78,0
0,4,37,8,26,91,0
0,10,53,25,19,87,0
0,16,64,34,5,85,0
6,0,47,25,17,85,0
6,34,79,58,0,68,0
11,17,72,40,0,67,0
41,14,71,85,0,0,0
0,1,49,28,1,90,0
11,0,30,11,46,100,0
8,0,56,35,28,60,0
14,45,83,73,0,47,0
18,5,47,24,0,100,0
0,1,40,10,9,100,0
1,0,35,13,37,100,0
0,10,57,34,9,81,0
0,2,53,27,7,99,0
34,0,8,0,40,92,0
0,1,33,8,52,75,0
12,3,57,50,0,59,0
39,0,10,0,43,100,0
17,0,28,16,28,89,0
0,4,57,32,11,57,0
31,61,100,72,0,42,0
0,1,50,27,2,80,0
7,33,83,38,0,80,0
83,33,0,9,100,67,0
19,0,24,25,23,60,0
28,0,7,0,71,100,0
0,26,74,40,14,66,0
21,18,70,41,0,88,0
20,20,62,25,0,67,0
19,0,14,16,12,100,0
19,0,23,14,48,100,0
15,36,82,52,0,62,0
0,14,65,40,21,74,0
0,26,73,50,1,73,0
0,18,50,11,45,100,0
0,16,62,30,25,94,0
7,36,73,49,18,71,0
27,0,8,0,73,100,0
0,24,73,51,6,62,0
0,5,50,29,35,75,0
9,0,49,27,5,82,0
27,0,6,2,38,74,0
23,0,3,7,46,96,0
0,24,69,44,3,71,0
0,1,40,15,26,81,0
0,2,41,24,40,100,0
18,46,89,62,0,55,0
8,36,86,61,0,42,0
12,0,24,9,40,88,0
94,62,22,37,71,55,0
14,47,89,54,13,62,0
0,32,76,62,3,57,0
30,0,12,0,34,88,0
23,79,100,60,27,74,0
3,1,49,23,0,100,0
1,15,67,38,0,74,0
1,27,75,44,0,82,0
27,0,3,0,88,90,0
8,0,42,17,8,100,0
29,0,10,16,47,82,0
9,0,27,9,46,100,0
30,8,0,0,89,79,0
12,0,30,1,30,100,0
39,3,0,0,84,94,0
0,32,77,41,6,65,0
5,0,32,18,37,100,0
0,15,74,56,1,36,0
50,16,0,0,67,100,0
9,0,36,18,31,100,0
23,0,13,5,16,81,0
20,27,100,100,3,8,0
0,16,65,35,3,84,0
17,31,74,38,0,87,0
22,0,25,12,27,97,0
5,8,62,44,0,55,0
17,0,35,25,4,95,0
4,31,74,49,0,72,0
15,33,79,38,0,74,0
52,18,0,0,52,95,0
0,17,68,46,13,50,0
0,6,56,30,24,68,0
17,0,15,0,86,100,0
19,0,34,32,10,73,0
0,22,77,56,5,36,0
0,31,86,55,23,30,0
26,0,6,0,37,100,0
0,11,52,40,29,82,0
4,0,28,18,46,90,0
21,0,9,11,9,92,0
1,20,58,19,28,90,0
5,26,73,49,0,70,0
8,45,85,51,7,71,0
0,8,58,31,17,67,0
10,0,25,9,42,100,0
5,47,86,66,6,45,0
45,1,11,18,0,54,0
2,0,39,17,33,100,0
0,17,64,43,21,63,0
4,21,81,43,0,67,0
6,9,63,44,0,73,0
0,21,72,41,9,59,0
0,8,54,25,5,86,0
0,2,52,30,14,96,0
16,47,89,52,0,78,0
11,0,39,20,35,79,0
23,0,15,0,1,89,0
14,0,24,3,34,100,0
56,23,0,0,89,90,0
0,1,41,17,21,94,0
92,39,0,15,95,76,0
8,0,50,31,11,49,0
25,0,16,23,31,83,0
15,57,100,74,1,26,0
8,0,24,10,55,94,0
30,0,19,14,24,74,0
0,0,47,29,24,91,0
5,4,57,30,0,92,0
30,0,11,8,46,95,0
9,0,30,14,47,90,0
4,15,68,34,0,90,0
31,0,1,5,32,72,0
0,44,89,75,1,31,0
0,33,71,52,15,85,0
0,5,52,28,20,87,0
10,15,66,38,0,75,0
1,47,93,59,10,59,0
26,0,3,0,87,97,0
0,16,66,32,5,78,0
0,16,79,58,12,28,0
4,21,73,45,14,54,0
25,0,37,35,18,70,0
0,20,83,69,13,17,0
0,41,89,61,14,58,0
57,19,0,0,83,67,0
0,12,64,36,0,71,0
21,0,25,16,29,95,0
7,0,35,15,27,100,0
0,1,35,10,46,100,0
0,5,60,38,5,42,0
0,6,54,30,2,64,0
26,0,9,0,70,90,0
0,1,66,45,13,51,0
6,14,75,51,0,33,0
0,24,67,48,28,71,0
12,0,31,21,16,86,0
4,0,30,11,64,93,0
2,0,48,29,16,71,0
0,2,48,28,6,98,0
3,0,44,26,8,84,0
0,13,57,24,29,83,0
23,0,29,21,3,91,0
9,40,79,61,0,80,0
18,0,29,18,23,96,0
25,0,7,0,63,100,0
3,6,60,34,0,78,0
20,42,83,56,0,73,0
24,19,63,29,0,86,0
90,36,0,16,100,66,0
16,63,100,81,0,38,0
26,3,0,0,86,92,0
20,22,63,29,0,74,0
22,0,12,0,77,99,0
0,25,70,35,6,62,0
12,0,34,8,28,100,0
1,37,88,43,5,70,0
0,35,80,61,13,40,0
5,0,41,25,34,98,0
21,0,22,12,26,94,0
0,18,68,36,11,68,0
0,13,57,21,15,100,0
0,13,74,54,25,26,0
6,44,95,62,0,51,0
5,7,48,27,0,82,0
10,33,75,35,6,95,0
12,0,12,0,79,93,0
12,0,29,21,35,83,0
0,7,62,33,0,83,0
12,0,29,0,38,100,0
40,9,0,0,69,100,0
1,10,60,31,0,83,0
6,34,79,55,0,66,0
8,0,39,24,21,85,0
12,21,71,48,0,66,0
27,0,11,5,43,100,0
1,0,41,16,25,89,0
2,0,47,26,26,79,0
3,0,25,0,48,88,0
0,8,53,22,8,80,0
11,18,66,35,0,83,0
17,0,21,9,63,100,0
2,0,42,11,9,91,0
11,0,35,16,39,99,0
7,14,64,36,0,59,0
0,4,54,30,12,82,0
34,70,100,70,0,64,0
44,0,11,100,40,0,0
4,0,49,26,5,88,0
18,33,79,42,0,66,0
7,0,60,43,15,48,0
0,8,59,33,18,53,0
29,66,100,74,0,33,0
3,14,66,37,0,66,0
2,12,62,33,0,72,0
21,63,100,100,2,12,0
24,24,69,42,0,19,0
2,11,63,43,0,57,0
5,30,80,59,0,53,0
0,12,53,25,34,92,0
93,46,10,28,88,55,0
4,0,54,32,6,66,0
8,42,88,66,15,35,0
30,2,0,0,73,100,0
22,0,25,13,26,85,0
12,24,71,41,0,77,0
24,21,69,47,0,75,0
8,26,72,42,0,75,0
23,0,22,18,24,93,0
40,0,9,26,15,80,0
8,0,40,24,16,80,0
7,0,30,6,26,100,0
59,17,0,0,91,74,0
44,87,100,84,2,46,0
18,0,23,18,21,85,0
25,0,15,11,38,100,0
0,19,67,38,14,82,0
1,26,85,46,0,58,0
26,0,21,0,39,100,0
8,36,77,44,0,86,0
16,0,30,0,27,85,0
12,26,100,100,0,11,0
10,0,49,27,2,86,0
12,0,17,0,54,66,0
0,18,69,53,4,49,0
0,9,51,25,21,94,0
0,10,61,38,1,83,0
15,62,95,88,11,17,0
0,6,50,22,25,86,0
3,0,27,6,49,70,0
2,0,62,42,4,49,0
0,9,58,25,20,87,0
5,12,60,32,0,90,0
0,16,62,34,6,65,0
0,25,67,34,15,92,0
8,0,31,8,49,95,0
0,0,51,35,14,74,0
0,23,74,39,23,71,0
0,12,59,27,15,63,0
24,49,80,35,23,91,0
16,0,24,11,34,97,0
1,0,41,27,35,97,0
1,27,76,39,0,69,0
14,0,27,13,38,98,0
17,0,24,11,49,100,0
0,10,55,26,23,81,0
14,7,50,26,0,77,0
16,39,84,43,0,70,0
0,22,72,44,1,82,0
12,5,38,28,0,60,0
0,1,52,34,6,77,0
0,2,33,8,38,100,0
42,10,0,0,77,100,0
0,16,63,27,17,89,0
0,46,99,54,7,66,0
20,0,28,21,24,96,0
0,4,52,18,10,89,0
0,1,43,16,29,96,0
17,0,18,5,34,88,0
2,20,69,34,0,100,0
0,38,79,46,0,84,0
