@relation abalone

@attribute Height numeric
@attribute Viscera_weight numeric
@attribute Rings {15,7,9,10,8,20,16,19,14,11,12,18,13,5,4,6,21,17,22,1,3,26,23,29,2,27,25,24}

@data
0.135,0.0995,7
0.085,0.049,7
0.105,0.0795,7
0.08,0.0505,7
0.11,0.099,7
0.115,0.084,7
0.1,0.062,7
0.1,0.063,7
0.105,0.1125,7
0.1,0.1225,7
0.075,0.044,7
0.135,0.189,7
0.1,0.067,7
0.1,0.0465,7
0.115,0.093,7
0.095,0.052,7
0.105,0.099,7
0.115,0.1325,7
0.09,0.041,7
0.065,0.0185,7
0.1,0.06,7
0.09,0.0655,7
0.1,0.0775,7
0.115,0.0955,7
0.1,0.062,7
0.115,0.1055,7
0.09,0.09,7
0.12,0.1285,7
0.1,0.0685,7
0.1,0.0715,7
0.145,0.102,7
0.125,0.0955,7
0.085,0.039,7
0.09,0.0315,7
0.075,0.029,7
0.09,0.0335,7
0.09,0.0545,7
0.145,0.142,7
0.1,0.0745,7
0.13,0.162,7
0.075,0.038,7
0.09,0.037,7
0.075,0.0405,7
0.15,0.2095,7
0.115,0.1395,7
0.1,0.0875,7
0.095,0.0745,7
0.135,0.149,7
0.105,0.1005,7
0.1,0.1065,7
0.075,0.03,7
0.09,0.039,7
0.105,0.099,7
0.095,0.065,7
0.13,0.143,7
0.09,0.0405,7
0.105,0.07,7
0.09,0.05,7
0.095,0.08,7
0.1,0.0755,7
0.09,0.087,7
0.1,0.0415,7
0.095,0.06,7
0.09,0.061,7
0.125,0.155,7
0.115,0.118,7
0.11,0.085,7
0.085,0.046,7
0.1,0.063,7
0.12,0.117,7
0.1,0.059,7
0.075,0.0355,7
0.08,0.04,7
0.11,0.063,7
0.1,0.0725,7
0.085,0.038,7
0.075,0.0295,7
0.17,0.2635,7
0.11,0.085,7
0.135,0.1815,7
0.12,0.142,7
0.12,0.141,7
0.09,0.054,7
0.125,0.124,7
0.12,0.1205,7
0.065,0.0105,7
0.07,0.018,7
0.09,0.0415,7
0.11,0.0575,7
0.09,0.036,7
0.12,0.083,7
0.11,0.0855,7
0.145,0.1545,7
0.105,0.05,7
0.095,0.0675,7
0.11,0.1005,7
0.115,0.1335,7
0.07,0.0355,7
0.12,0.084,7
0.085,0.0425,7
0.125,0.12,7
0.1,0.0625,7
0.125,0.1605,7
0.1,0.086,7
0.095,0.068,7
0.135,0.1585,7
0.13,0.149,7
0.11,0.0945,7
0.11,0.081,7
0.11,0.0755,7
0.14,0.1315,7
0.095,0.0345,7
0.105,0.0975,7
0.12,0.112,7
0.105,0.081,7
0.1,0.111,7
0.09,0.0245,7
0.15,0.2135,7
0.115,0.099,7
0.13,0.133,7
0.09,0.04,7
0.115,0.088,7
0.135,0.131,7
0.1,0.0625,7
0.08,0.043,7
0.085,0.0485,7
0.105,0.0745,7
0.105,0.0945,7
0.105,0.107,7
0.135,0.0445,7
0.145,0.229,7
0.065,0.013,7
0.12,0.056,7
0.1,0.0725,7
0.125,0.1545,7
0.13,0.0945,7
0.085,0.0485,7
0.15,0.199,7
0.115,0.0735,7
0.085,0.045,7
0.08,0.0495,7
0.09,0.0695,7
0.12,0.1295,7
0.12,0.076,7
0.075,0.0285,7
0.115,0.163,7
0.08,0.0465,7
0.085,0.047,7
0.1,0.093,7
0.095,0.051,7
0.095,0.034,7
0.095,0.0615,7
0.075,0.0395,7
0.11,0.0545,7
0.11,0.0945,7
0.11,0.0635,7
0.085,0.064,7
0.085,0.0525,7
0.115,0.0925,7
0.18,0.3215,7
0.085,0.0375,7
0.12,0.0825,7
0.08,0.0725,7
0.08,0.042,7
0.145,0.0905,7
0.11,0.084,7
0.115,0.094,7
0.08,0.0265,7
0.145,0.169,7
0.12,0.09,7
0.1,0.0535,7
0.1,0.095,7
0.14,0.224,7
0.12,0.095,7
0.18,0.2855,7
0.13,0.116,7
0.105,0.057,7
0.105,0.096,7
0.09,0.0395,7
0.085,0.0695,7
0.15,0.2255,7
0.1,0.0815,7
0.095,0.045,7
0.09,0.075,7
0.105,0.1015,7
0.125,0.1245,7
0.065,0.0205,7
0.09,0.0745,7
0.125,0.0735,7
0.09,0.0575,7
0.075,0.044,7
0.115,0.098,7
0.11,0.1025,7
0.125,0.1025,7
0.1,0.0785,7
0.13,0.1065,7
0.085,0.037,7
0.095,0.0395,7
0.07,0.0185,7
0.135,0.0945,7
0.075,0.019,7
0.13,0.1095,7
0.12,0.13,7
0.085,0.0505,7
0.095,0.0435,7
0.1,0.11,7
0.095,0.069,7
0.095,0.0625,7
0.12,0.185,7
0.085,0.0375,7
0.105,0.035,7
0.17,0.3065,7
0.12,0.088,7
0.14,0.156,7
0.09,0.0485,7
0.06,0.0275,7
0.16,0.0705,7
0.1,0.061,7
0.1,0.0915,7
0.045,0.0055,7
0.11,0.044,7
0.09,0.062,7
0.14,0.16,7
0.12,0.0865,7
0.09,0.053,7
0.12,0.157,7
0.07,0.0325,7
0.1,0.0655,7
0.115,0.0735,7
0.075,0.046,7
0.1,0.1275,7
0.125,0.102,7
0.07,0.0425,7
0.09,0.0365,7
0.08,0.0395,7
0.14,0.263,7
0.105,0.064,7
0.09,0.037,7
0.095,0.046,7
0.09,0.0355,7
0.115,0.117,7
0.1,0.0735,7
0.12,0.1045,7
0.08,0.0825,7
0.11,0.0775,7
0.08,0.0925,7
0.095,0.0545,7
0.11,0.058,7
0.1,0.056,7
0.115,0.0865,7
0.11,0.0855,7
0.105,0.153,7
0.08,0.0585,7
0.15,0.1985,7
0.105,0.0785,7
0.1,0.0635,7
0.08,0.0365,7
0.14,0.1945,7
0.09,0.0495,7
0.095,0.0435,7
0.11,0.0715,7
0.12,0.11,7
0.115,0.087,7
0.105,0.074,7
0.105,0.0585,9
0.14,0.161,9
0.11,0.203,9
0.115,0.0765,9
0.135,0.21,9
0.09,0.046,9
0.135,0.1165,9
0.15,0.302,9
0.155,0.246,9
0.12,0.0965,9
0.18,0.3355,9
0.15,0.1345,9
0.16,0.224,9
0.135,0.263,9
0.18,0.29,9
0.135,0.1715,9
0.165,0.2205,9
0.16,0.244,9
0.12,0.1405,9
0.125,0.1275,9
0.125,0.1025,9
0.15,0.2035,9
0.08,0.039,9
0.16,0.326,9
0.15,0.1755,9
0.125,0.141,9
0.16,0.2035,9
0.15,0.1385,9
0.14,0.1395,9
0.08,0.0385,9
0.14,0.1335,9
0.13,0.193,9
0.125,0.1265,9
0.145,0.1775,9
0.17,0.3035,9
0.15,0.2325,9
0.145,0.1615,9
0.125,0.074,9
0.155,0.1605,9
0.175,0.261,9
0.17,0.305,9
0.15,0.149,9
0.11,0.0765,9
0.185,0.3595,9
0.16,0.2025,9
0.125,0.0815,9
0.16,0.198,9
0.13,0.219,9
0.16,0.3155,9
0.16,0.2705,9
0.15,0.1725,9
0.155,0.2175,9
0.15,0.257,9
0.09,0.0515,9
0.16,0.326,9
0.095,0.059,9
0.18,0.343,9
0.14,0.1625,9
0.015,0.308,9
0.155,0.2285,9
0.075,0.059,9
0.165,0.2275,9
0.145,0.1305,9
0.16,0.2025,9
0.1,0.0565,9
0.16,0.3015,9
0.155,0.2325,9
0.13,0.111,9
0.155,0.178,9
0.145,0.1585,9
0.12,0.103,9
0.13,0.1885,9
0.105,0.083,9
0.11,0.082,9
0.145,0.158,9
0.15,0.2395,9
0.14,0.1805,9
0.13,0.2565,9
0.135,0.163,9
0.14,0.2105,9
0.145,0.1985,9
0.145,0.15,9
0.105,0.091,9
0.155,0.211,9
0.18,0.3735,9
0.16,0.2005,9
0.145,0.18,9
0.095,0.0575,9
0.14,0.15,9
0.115,0.1325,9
0.12,0.119,9
0.135,0.209,9
0.125,0.125,9
0.12,0.083,9
0.145,0.1515,9
0.165,0.155,9
0.13,0.119,9
0.16,0.195,9
0.195,0.353,9
0.125,0.0835,9
0.145,0.1765,9
0.17,0.1465,9
0.135,0.104,9
0.145,0.212,9
0.12,0.0645,9
0.125,0.103,9
0.155,0.198,9
0.15,0.223,9
0.19,0.297,9
0.115,0.0445,9
0.105,0.159,9
0.15,0.2735,9
0.15,0.185,9
0.13,0.163,9
0.14,0.1765,9
0.115,0.084,9
0.14,0.1835,9
0.165,0.2195,9
0.165,0.2365,9
0.125,0.1185,9
0.17,0.271,9
0.145,0.26,9
0.105,0.0935,9
0.13,0.0935,9
0.145,0.155,9
0.165,0.242,9
0.16,0.2215,9
0.17,0.259,9
0.1,0.1155,9
0.17,0.3025,9
0.15,0.4405,9
0.12,0.131,9
0.165,0.2435,9
0.155,0.278,9
0.205,0.2875,9
0.155,0.1925,9
0.155,0.228,9
0.145,0.2365,9
0.11,0.0885,9
0.19,0.339,9
0.17,0.166,9
0.15,0.2615,9
0.145,0.1825,9
0.1,0.051,9
0.08,0.0635,9
0.125,0.1195,9
0.13,0.1675,9
0.17,0.3575,9
0.2,0.328,9
0.125,0.107,9
0.155,0.2455,9
0.125,0.2125,9
0.12,0.095,9
0.1,0.089,9
0.16,0.2745,9
0.12,0.227,9
0.14,0.186,9
0.135,0.2305,9
0.175,0.2195,9
0.195,0.375,9
0.14,0.1815,9
0.175,0.2715,9
0.095,0.0375,9
0.165,0.25,9
0.09,0.075,9
0.12,0.1125,9
0.145,0.143,9
0.16,0.2135,9
0.2,0.302,9
0.125,0.1075,9
0.09,0.089,9
0.17,0.2945,9
0.16,0.304,9
0.14,0.215,9
0.16,0.3345,9
0.17,0.232,9
0.14,0.185,9
0.14,0.257,9
0.08,0.05,9
0.19,0.307,9
0.135,0.185,9
0.12,0.196,9
0.115,0.0965,9
0.14,0.2165,9
0.15,0.163,9
0.15,0.2225,9
0.17,0.2175,9
0.14,0.1355,9
0.145,0.22,9
0.165,0.2505,9
0.15,0.1855,9
0.15,0.0885,9
0.14,0.1175,9
0.185,0.2745,9
0.135,0.204,9
0.125,0.1585,9
0.15,0.1835,9
0.15,0.3355,9
0.16,0.2,9
0.15,0.221,9
0.15,0.1765,9
0.13,0.0965,9
0.095,0.034,9
0.115,0.0795,9
0.155,0.233,9
0.16,0.2655,9
0.08,0.032,9
0.205,0.3025,9
0.095,0.039,9
0.16,0.201,9
0.175,0.1755,9
0.11,0.0865,9
0.115,0.091,9
0.14,0.1045,9
0.16,0.276,9
0.12,0.1085,9
0.135,0.154,9
0.145,0.1945,9
0.175,0.261,9
0.195,0.426,9
0.15,0.3315,9
0.105,0.0785,9
0.135,0.197,9
0.12,0.0765,9
0.09,0.074,9
0.14,0.156,9
0.125,0.1345,9
0.165,0.2175,9
0.17,0.291,9
0.135,0.1745,9
0.155,0.249,9
0.19,0.207,9
0.2,0.4265,9
0.135,0.1295,9
0.15,0.1865,9
0.18,0.347,9
0.125,0.129,9
0.155,0.3105,9
0.18,0.1285,9
0.135,0.1615,9
0.135,0.1055,9
0.13,0.1415,9
0.12,0.1235,9
0.16,0.311,9
0.17,0.2405,9
0.11,0.1915,9
0.125,0.1825,9
0.1,0.0605,9
0.125,0.19,9
0.15,0.174,9
0.105,0.098,9
0.095,0.0735,9
0.125,0.09,9
0.18,0.3335,9
0.1,0.086,9
0.145,0.204,9
0.13,0.1495,9
0.175,0.258,9
0.17,0.345,9
0.13,0.147,9
0.15,0.223,9
0.15,0.2645,9
0.165,0.2395,9
0.09,0.041,9
0.195,0.4265,9
0.19,0.305,9
0.16,0.2725,9
0.15,0.1845,9
0.155,0.246,9
0.195,0.2345,9
0.11,0.0785,9
0.15,0.173,9
0.175,0.202,9
0.08,0.034,9
0.205,0.417,9
0.125,0.1555,9
0.11,0.106,9
0.16,0.173,9
0.125,0.1265,9
0.18,0.2655,9
0.135,0.1625,9
0.13,0.17,9
0.16,0.221,9
0.105,0.107,9
0.105,0.077,9
0.12,0.1455,9
0.165,0.1965,9
0.125,0.1145,9
0.15,0.2445,9
0.16,0.221,9
0.165,0.2275,9
0.105,0.096,9
0.15,0.189,9
0.2,0.314,9
0.185,0.2585,9
0.18,0.2045,9
0.16,0.2235,9
0.13,0.0745,9
0.155,0.2295,9
0.195,0.2675,9
0.13,0.0675,9
0.155,0.25,9
0.135,0.1255,9
0.12,0.1495,9
0.12,0.148,9
0.13,0.1205,9
0.165,0.2605,9
0.095,0.05,9
0.2,0.3055,9
0.13,0.0795,9
0.11,0.0965,9
0.1,0.075,9
0.185,0.278,9
0.145,0.242,9
0.19,0.541,9
0.14,0.087,9
0.19,0.1725,9
0.175,0.2145,9
0.16,0.2905,9
0.195,0.173,9
0.1,0.069,9
0.165,0.3035,9
0.17,0.3375,9
0.18,0.3535,9
0.135,0.2015,9
0.17,0.3485,9
0.155,0.288,9
0.175,0.3055,9
0.13,0.114,9
0.105,0.103,9
0.125,0.097,9
0.175,0.2225,9
0.135,0.1415,9
0.15,0.172,9
0.14,0.191,9
0.14,0.2195,9
0.12,0.0655,9
0.09,0.0295,9
0.165,0.269,9
0.085,0.0515,9
0.15,0.1825,9
0.17,0.2095,9
0.125,0.213,9
0.12,0.1035,9
0.18,0.227,9
0.175,0.2305,9
0.125,0.1385,9
0.18,0.217,9
0.16,0.2625,9
0.16,0.2875,9
0.11,0.15,9
0.125,0.1125,9
0.12,0.1555,9
0.16,0.207,9
0.175,0.2775,9
0.16,0.185,9
0.15,0.185,9
0.155,0.2455,9
0.15,0.2315,9
0.15,0.196,9
0.165,0.1905,9
0.105,0.1245,9
0.185,0.2955,9
0.14,0.135,9
0.155,0.1945,9
0.155,0.171,9
0.155,0.224,9
0.16,0.1935,9
0.135,0.174,9
0.15,0.239,9
0.175,0.323,9
0.19,0.3735,9
0.085,0.0415,9
0.135,0.121,9
0.13,0.1395,9
0.135,0.095,9
0.175,0.2205,9
0.13,0.158,9
0.15,0.265,9
0.155,0.263,9
0.21,0.292,9
0.11,0.067,9
0.125,0.1125,9
0.125,0.101,9
0.08,0.0995,9
0.11,0.16,9
0.215,0.446,9
0.09,0.0455,9
0.14,0.1825,9
0.145,0.2325,9
0.14,0.153,9
0.165,0.179,9
0.135,0.132,9
0.145,0.2095,9
0.13,0.173,9
0.175,0.345,9
0.165,0.2325,9
0.09,0.0645,9
0.175,0.2375,9
0.135,0.1165,9
0.095,0.0895,9
0.125,0.133,9
0.12,0.1385,9
0.175,0.317,9
0.13,0.131,9
0.135,0.171,9
0.105,0.0765,9
0.155,0.1415,9
0.13,0.1085,9
0.16,0.2345,9
0.1,0.0525,9
0.09,0.0595,9
0.12,0.122,9
0.14,0.252,9
0.13,0.1455,9
0.105,0.063,9
0.115,0.1445,9
0.12,0.1125,9
0.135,0.1735,9
0.14,0.174,9
0.14,0.1405,9
0.145,0.159,9
0.18,0.3105,9
0.125,0.131,9
0.155,0.186,9
0.135,0.187,9
0.15,0.196,9
0.1,0.072,9
0.16,0.309,9
0.125,0.1215,9
0.17,0.246,9
0.14,0.2165,9
0.165,0.2545,9
0.12,0.1365,9
0.16,0.2245,9
0.095,0.0545,9
0.125,0.149,9
0.105,0.1035,9
0.13,0.1065,9
0.15,0.2745,9
0.165,0.3175,9
0.165,0.244,9
0.115,0.158,9
0.125,0.063,9
0.125,0.1145,9
0.145,0.1345,9
0.19,0.345,9
0.125,0.137,9
0.175,0.3115,9
0.16,0.184,9
0.125,0.087,9
0.125,0.1035,9
0.155,0.277,9
0.15,0.207,9
0.13,0.115,9
0.17,0.2245,9
0.18,0.2315,9
0.14,0.16,9
0.15,0.144,9
0.16,0.159,9
0.135,0.1415,9
0.125,0.079,9
0.17,0.22,9
0.15,0.231,9
0.14,0.1085,9
0.16,0.331,9
0.165,0.2095,9
0.14,0.1855,9
0.205,0.3345,9
0.175,0.302,9
0.16,0.2005,9
0.165,0.3485,9
0.155,0.209,9
0.14,0.2255,9
0.14,0.149,9
0.145,0.2265,9
0.16,0.259,9
0.085,0.0405,9
0.105,0.1615,9
0.13,0.1505,9
0.12,0.1525,9
0.125,0.139,9
0.125,0.173,9
0.18,0.35,9
0.12,0.1065,9
0.155,0.1965,9
0.145,0.2255,9
0.12,0.104,9
0.11,0.089,9
0.145,0.1305,9
0.14,0.108,9
0.16,0.221,9
0.135,0.1385,9
0.11,0.099,9
0.155,0.3035,9
0.15,0.2065,9
0.14,0.1105,9
0.125,0.1715,9
0.165,0.291,9
0.135,0.2525,9
0.12,0.114,9
0.15,0.2355,9
0.15,0.2205,9
0.15,0.2545,9
0.145,0.1375,9
0.13,0.2005,9
0.135,0.179,9
0.165,0.166,9
0.15,0.1905,9
0.18,0.301,9
0.13,0.13,9
0.14,0.189,9
0.1,0.092,9
0.105,0.1035,9
0.17,0.2345,9
0.17,0.223,9
0.15,0.184,9
0.155,0.2435,9
0.125,0.1835,9
0.195,0.3305,9
0.115,0.155,9
0.205,0.416,9
0.14,0.1725,9
0.155,0.19,9
0.14,0.102,9
0.14,0.1815,9
0.14,0.1205,9
0.125,0.15,9
0.18,0.352,9
0.155,0.298,9
0.135,0.1915,9
0.145,0.13,9
0.13,0.1245,9
0.11,0.063,9
0.135,0.1545,9
0.175,0.2285,9
0.135,0.2035,9
0.14,0.1445,9
0.12,0.135,9
0.19,0.369,9
0.16,0.1275,9
0.12,0.135,9
0.175,0.341,9
0.155,0.3195,9
0.16,0.233,9
0.165,0.2485,9
0.15,0.2605,9
0.15,0.212,9
0.125,0.1375,9
0.155,0.2145,9
0.115,0.0575,9
0.16,0.171,9
0.14,0.2095,9
0.145,0.1775,9
0.15,0.2735,9
0.15,0.2215,9
0.16,0.2025,9
0.18,0.256,9
0.125,0.1515,9
0.175,0.3055,9
0.12,0.116,9
0.12,0.12,9
0.19,0.3375,9
0.175,0.314,9
0.145,0.173,9
0.175,0.3195,9
0.17,0.352,9
0.175,0.302,9
0.13,0.144,9
0.15,0.1445,9
0.105,0.0525,9
0.115,0.0935,9
0.145,0.195,9
0.135,0.1495,9
0.17,0.2665,9
0.14,0.17,9
0.15,0.22,9
0.115,0.065,9
0.16,0.311,9
0.14,0.148,9
0.16,0.195,9
0.125,0.081,9
0.15,0.2595,9
0.115,0.091,9
0.12,0.1635,9
0.155,0.269,9
0.09,0.086,9
0.165,0.273,9
0.105,0.08,9
0.13,0.1395,9
0.17,0.322,9
0.165,0.2645,9
0.17,0.266,9
0.11,0.1235,9
0.14,0.127,9
0.13,0.155,9
0.125,0.1405,9
0.125,0.146,9
0.17,0.271,9
0.145,0.1845,9
0.135,0.1845,9
0.11,0.086,9
0.155,0.2475,9
0.17,0.1815,9
0.175,0.286,9
0.155,0.291,9
0.155,0.271,9
0.14,0.2225,9
0.155,0.1255,9
0.145,0.168,9
0.13,0.2115,9
0.16,0.2615,9
0.11,0.0875,9
0.14,0.1595,9
0.075,0.0355,9
0.135,0.155,9
0.13,0.1565,9
0.15,0.237,9
0.15,0.283,9
0.105,0.1245,9
0.175,0.275,10
0.155,0.259,10
0.155,0.2145,10
0.175,0.2925,10
0.18,0.2775,10
0.155,0.1695,10
0.185,0.3715,10
0.105,0.077,10
0.175,0.2765,10
0.15,0.261,10
0.18,0.397,10
0.14,0.211,10
0.145,0.152,10
0.145,0.167,10
0.18,0.302,10
0.15,0.2185,10
0.21,0.4095,10
0.155,0.23,10
0.185,0.2175,10
0.165,0.242,10
0.145,0.2065,10
0.16,0.197,10
0.145,0.24,10
0.125,0.1315,10
0.175,0.313,10
0.19,0.365,10
0.185,0.245,10
0.23,0.4095,10
0.16,0.2945,10
0.175,0.2495,10
0.155,0.215,10
0.155,0.2055,10
0.205,0.287,10
0.135,0.147,10
0.21,0.419,10
0.15,0.187,10
0.18,0.254,10
0.11,0.0655,10
0.17,0.278,10
0.175,0.2705,10
0.125,0.1265,10
0.1,0.0675,10
0.17,0.183,10
0.15,0.2,10
0.13,0.202,10
0.125,0.1725,10
0.15,0.2195,10
0.165,0.3685,10
0.19,0.331,10
0.155,0.176,10
0.13,0.1185,10
0.155,0.2255,10
0.155,0.24,10
0.135,0.17,10
0.14,0.1015,10
0.08,0.026,10
0.15,0.228,10
0.12,0.2735,10
0.145,0.1645,10
0.145,0.207,10
0.11,0.074,10
0.175,0.4475,10
0.13,0.169,10
0.165,0.298,10
0.105,0.0955,10
0.14,0.2165,10
0.14,0.1685,10
0.14,0.2025,10
0.165,0.262,10
0.15,0.243,10
0.17,0.2555,10
0.16,0.2515,10
0.13,0.0885,10
0.19,0.362,10
0.15,0.2015,10
0.185,0.341,10
0.17,0.25,10
0.125,0.2,10
0.15,0.2465,10
0.14,0.1665,10
0.115,0.0855,10
0.14,0.115,10
0.115,0.1035,10
0.135,0.1455,10
0.145,0.2195,10
0.155,0.3865,10
0.125,0.0945,10
0.14,0.177,10
0.15,0.1935,10
0.145,0.2445,10
0.15,0.3135,10
0.165,0.229,10
0.125,0.1715,10
0.18,0.2565,10
0.2,0.3845,10
0.15,0.156,10
0.065,0.0465,10
0.195,0.3255,10
0.145,0.2945,10
0.175,0.326,10
0.145,0.1735,10
0.12,0.1065,10
0.155,0.2315,10
0.125,0.0555,10
0.11,0.142,10
0.185,0.3315,10
0.15,0.145,10
0.13,0.173,10
0.115,0.156,10
0.12,0.087,10
0.155,0.3555,10
0.15,0.2615,10
0.17,0.228,10
0.16,0.311,10
0.155,0.238,10
0.18,0.2575,10
0.175,0.2385,10
0.18,0.295,10
0.195,0.3295,10
0.175,0.315,10
0.19,0.313,10
0.175,0.271,10
0.21,0.3525,10
0.175,0.262,10
0.165,0.2195,10
0.14,0.141,10
0.16,0.268,10
0.135,0.2265,10
0.19,0.247,10
0.195,0.382,10
0.16,0.256,10
0.145,0.1725,10
0.175,0.262,10
0.11,0.0525,10
0.18,0.2925,10
0.16,0.164,10
0.14,0.1965,10
0.15,0.147,10
0.15,0.199,10
0.135,0.1715,10
0.14,0.176,10
0.175,0.3095,10
0.17,0.2415,10
0.165,0.3415,10
0.135,0.2095,10
0.195,0.368,10
0.205,0.5005,10
0.18,0.325,10
0.15,0.187,10
0.155,0.167,10
0.17,0.2225,10
0.16,0.273,10
0.14,0.255,10
0.175,0.253,10
0.16,0.2495,10
0.16,0.2575,10
0.085,0.046,10
0.195,0.3175,10
0.175,0.271,10
0.185,0.2015,10
0.19,0.298,10
0.19,0.163,10
0.155,0.169,10
0.185,0.3905,10
0.155,0.231,10
0.21,0.3395,10
0.515,0.4865,10
0.145,0.1505,10
0.175,0.2815,10
0.15,0.1835,10
0.17,0.174,10
0.17,0.268,10
0.14,0.1675,10
0.14,0.129,10
0.15,0.1765,10
0.19,0.4055,10
0.14,0.217,10
0.13,0.1715,10
0.19,0.342,10
0.12,0.108,10
0.11,0.057,10
0.09,0.043,10
0.14,0.231,10
0.155,0.2025,10
0.17,0.283,10
0.135,0.2505,10
0.125,0.1315,10
0.135,0.21,10
0.155,0.24,10
0.2,0.366,10
0.19,0.41,10
0.14,0.167,10
0.1,0.049,10
0.14,0.182,10
0.185,0.2485,10
0.15,0.1335,10
0.165,0.3105,10
0.175,0.308,10
0.1,0.0805,10
0.09,0.045,10
0.105,0.037,10
0.195,0.391,10
0.175,0.322,10
0.115,0.0885,10
0.17,0.282,10
0.105,0.0865,10
0.13,0.1785,10
0.21,0.463,10
0.175,0.2615,10
0.185,0.331,10
0.15,0.1315,10
0.165,0.1745,10
0.2,0.436,10
0.165,0.301,10
0.115,0.1185,10
0.16,0.3045,10
0.12,0.1125,10
0.155,0.1965,10
0.185,0.395,10
0.18,0.2995,10
0.165,0.1625,10
0.16,0.2015,10
0.13,0.1445,10
0.195,0.3515,10
0.175,0.202,10
0.16,0.327,10
0.185,0.315,10
0.13,0.1935,10
0.16,0.1655,10
0.15,0.1465,10
0.15,0.166,10
0.125,0.1055,10
0.13,0.114,10
0.185,0.2405,10
0.17,0.2485,10
0.16,0.1935,10
0.18,0.159,10
0.145,0.268,10
0.135,0.216,10
0.185,0.384,10
0.165,0.3515,10
0.095,0.061,10
0.135,0.152,10
0.14,0.1975,10
0.16,0.1865,10
0.15,0.2955,10
0.14,0.2205,10
0.185,0.2535,10
