@relation 'page-blocks-weka.filters.unsupervised.attribute.Remove-V-R1,8,11'

@attribute Height numeric
@attribute Blackpix numeric
@attribute Class {1,2,3,4,5}

@data
7,204,1
5,42,1
10,249,1
9,35,1
8,93,1
10,32,1
8,111,1
7,38,1
6,22,1
8,173,1
9,563,1
5,56,1
2,534,2
4,8,1
8,595,1
6,22,1
13,552,1
13,163,1
24,2096,1
4,7,1
9,192,1
2,583,2
9,491,1
3,496,2
10,667,1
1,40,1
8,180,1
7,211,1
2,548,2
8,179,1
9,215,1
9,887,1
9,243,1
7,193,1
9,215,1
5,22,1
7,137,1
10,378,1
9,210,1
1,141,2
13,332,1
28,449,1
7,29,1
7,31,1
7,42,1
6,164,1
10,832,1
24,3155,1
28,441,3
9,811,1
7,113,1
7,246,1
9,265,1
1,9,1
9,752,1
29,442,3
7,93,1
7,33,1
5,18,1
9,587,1
7,22,1
1,7,1
29,214,5
9,366,1
1,8,1
7,19,1
7,171,1
2,609,2
7,65,1
1,21,2
9,59,1
10,219,1
10,442,1
11,360,1
14,181,1
93,4366,3
14,1824,1
9,70,1
12,888,1
1,131,2
4,95,1
24,2168,1
14,14,4
10,118,1
8,294,1
10,527,1
24,3411,1
14,2164,1
10,508,1
14,1624,1
7,517,1
10,111,1
8,336,1
1,36,1
14,1848,1
10,84,1
11,952,1
14,813,1
11,979,1
3,8,1
9,9,4
25,25,4
9,49,1
13,663,1
10,998,1
13,1724,1
9,92,1
10,1239,1
10,118,1
11,408,1
14,1636,1
12,12,4
14,1988,1
9,112,1
8,629,1
1,8,2
10,60,1
7,165,1
11,124,1
15,893,1
17,2355,1
13,864,1
11,157,1
9,348,1
16,2357,1
11,302,1
16,2476,1
16,2196,1
3,12,1
16,1530,1
9,615,1
7,71,1
10,226,1
10,1058,1
3,189,1
6,197,1
7,299,1
9,236,1
7,268,1
18,544,1
7,100,1
23,4409,1
9,396,1
6,55,1
77,8396,1
9,400,1
10,700,1
9,354,1
7,93,1
12,451,1
5,121,1
6,149,1
6,146,1
6,129,1
37,37,4
5,77,1
430,465,4
8,137,1
7,323,1
9,192,1
1,12,1
4,47,1
9,120,1
1,16,1
5,1092,2
7,53,1
8,126,1
10,499,1
7,137,1
5,54,1
6,23,1
5,301,2
13,924,1
10,510,1
10,53,1
12,685,1
12,496,1
12,599,1
10,73,1
1,16,2
7,264,1
1,13,1
9,446,1
1,66,2
8,81,1
33,1400,1
12,132,1
14,509,1
10,96,1
10,326,1
11,127,1
7,20,1
