@relation 'page-blocks-weka.filters.unsupervised.attribute.Remove-V-R1,7,11'

@attribute Height numeric
@attribute Mean_tr numeric
@attribute Class {1,2,3,4,5}

@data
9,1.69,1
10,2.15,1
7,2.56,1
10,1.77,1
10,1.82,1
7,2.42,1
7,2.2,1
10,2.15,1
8,1.69,1
15,3.59,1
9,1.49,1
7,1.24,1
2,40.2,2
9,1.26,1
7,1.76,1
28,7.49,3
4,8,1
7,1.31,1
9,1.34,1
9,1.34,1
3,61,2
8,2.4,1
9,2.39,1
6,1.73,1
8,1.32,1
6,1.23,1
7,1.36,1
6,1.36,1
10,2.32,1
6,1.49,1
9,1.31,1
9,1.36,1
3,22.24,2
13,3.29,1
5,1.61,1
8,1.34,1
7,1.27,1
8,1.18,1
26,7.6,1
7,1.6,1
7,1.28,1
9,1.22,1
9,1.22,1
1,1.05,1
1,1.14,1
1,13,2
24,8.16,1
8,2.14,1
8,3.11,1
8,1.47,1
14,12.08,1
9,2.8,1
9,2.81,1
10,1.34,1
1,1.08,1
14,4.14,1
25,7.51,1
9,1.28,1
9,1.38,1
6,2,1
8,1.63,1
8,3.43,1
8,2.41,1
9,2.44,1
9,2.38,1
7,2.27,1
9,1.22,1
9,1.28,1
1,1.08,1
8,1.26,1
6,1.25,1
9,1.27,1
6,1.3,1
2,3.67,1
6,45,2
12,15.91,2
1,17,2
10,2.09,1
10,6.07,1
1,7,2
10,6.5,1
54,54,4
11,5.74,1
14,6.55,1
11,4.29,1
34,34,4
22,22,4
1,3.67,2
1,24.67,2
8,2.17,1
9,7.64,1
10,46,1
10,2.7,1
23,17.21,1
14,4.53,1
9,9.9,1
14,4.59,1
1,25,2
10,10.33,1
14,4.36,1
1,14,2
9,7.83,1
8,8,4
10,3.07,1
128,13.07,3
10,7.6,1
23,16.83,1
10,6.19,1
13,4.79,1
7,2.77,1
25,16.57,1
10,6.47,1
13,4.81,1
16,5.73,1
25,15.94,1
16,5.29,1
24,21.36,1
163,8.4,3
9,2.54,1
15,5.29,1
12,7.65,1
11,8.22,1
16,5.13,1
15,5.32,1
7,3.42,1
1,9,1
1,1.6,2
12,2.82,1
15,5.1,1
10,2.94,1
16,5.8,1
11,8.59,1
9,6.3,1
9,2.58,1
10,2.71,1
7,1.38,1
7,1.69,1
7,1.48,1
8,1.57,1
9,1.75,1
17,10.43,1
17,17.75,1
9,2.06,1
9,2.55,1
9,2.53,1
6,1.63,1
10,1.53,1
13,2.16,1
5,2,1
6,2.44,1
5,1.78,1
6,2.02,1
11,3.1,1
9,2.78,1
11,63.75,2
10,9,4
9,1.56,1
6,1.4,1
6,1.83,1
1,1.13,1
8,1.45,1
7,2.63,1
8,1.45,1
9,1.92,1
6,1.52,1
7,1.4,1
7,1.97,1
8,1.31,1
9,1.58,1
6,2.38,1
4,1.41,1
7,1.58,1
8,1.4,1
9,1.38,1
7,1.67,1
7,1.91,1
7,2.22,1
16,2.72,1
14,5,1
11,1.97,1
14,1.64,1
1,9.8,2
3,15.11,2
13,1.64,1
3,16.12,2
13,1.67,1
8,1.78,1
1,204,2
10,21.3,2
3,67.82,2
9,1.5,1
10,1.54,1
8,1.34,1
7,1.21,1
1,1.38,2
1,1.02,2
6,1.24,1
7,1.27,1
19,13.04,1
8,9.32,1
17,30.27,2
10,2.27,1
10,2.33,1
7,7,4
11,4.38,1
7,7,4
8,179,2
10,1.67,1
11,1.58,1
6,1.64,1
