@relation 'page-blocks-weka.filters.unsupervised.attribute.Remove-V-R4,10-11'

@attribute Eccen numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
0.125,1,4
1,6,1
1,21,1
0.9,11,1
3.5,48,1
3,22,1
27.1,333,1
2.625,37,1
2.778,32,1
1.5,20,1
3.125,39,1
1.778,24,1
13.636,149,1
0.5,3,1
3.375,44,1
2.5,39,1
24.727,431,1
0.875,11,1
22.273,365,1
0.875,11,1
3.2,59,1
1.4,6,1
6.4,57,1
1.364,28,1
2.889,34,1
1.333,22,1
5.4,94,1
4.875,44,1
1.875,19,1
2.5,40,1
3.5,44,1
1.2,21,1
1.625,22,1
21.75,358,1
1,10,1
1.6,28,1
1.9,34,1
0.7,12,1
1.4,11,1
9.5,102,1
3.2,58,1
1.143,12,1
1,12,1
0.286,1,1
7.2,116,1
15,183,1
1.556,17,1
2.3,31,1
2.5,6,1
2.857,24,1
14.5,213,1
1.5,10,1
4.667,60,1
4,47,1
4.444,60,1
9.909,146,1
5,62,1
5.7,94,1
2.857,26,1
0.4,1,1
4.333,36,1
1.125,15,1
5.625,57,1
1.6,32,1
7.4,103,1
3.75,34,1
2,30,1
3.5,58,1
5.818,88,1
3.3,68,1
0.714,4,1
2.8,14,1
2,14,1
4,23,1
0.75,10,1
1.5,21,1
2.857,29,1
1.667,14,1
5.857,55,1
2.25,23,1
1.625,21,1
0.444,2,1
23.727,361,1
15.909,205,1
6.25,89,1
2.571,21,1
4.125,61,1
4.667,72,1
0.625,7,1
1.875,26,1
0.875,11,1
23.727,354,1
3,41,1
4.75,59,1
2,33,1
0.667,2,1
4.429,41,1
4.5,65,1
7.8,113,1
10.182,154,1
2.5,44,1
3,36,1
5.143,56,1
5.375,62,1
0.779,399,5
3.926,137,1
11.667,389,1
8.111,94,1
18.4,232,1
1.857,16,1
18.75,154,1
9.5,5,1
13.625,76,1
17.385,243,1
14.286,118,1
9,79,1
0.667,2,1
11.889,141,1
13.5,102,1
24.5,159,1
277,1,2
10.938,401,5
59.444,534,1
8.625,84,1
53.5,447,1
29.125,207,1
12.5,109,1
3.387,136,5
14.429,111,1
26.875,239,1
27.778,314,1
59.444,422,1
15,83,1
20.143,135,1
10.615,108,1
11.76,448,1
10.75,129,1
12.625,137,1
9.333,120,1
51.1,532,1
1.875,19,1
2.179,149,5
14.286,120,1
15.5,163,1
16.444,198,1
59.444,654,1
31.143,171,1
20,186,1
2.923,42,1
12.5,124,1
269,19,2
54.667,697,1
31.556,249,1
20.429,82,1
2,17,1
54.222,254,1
2.167,15,1
2.167,15,1
20.667,213,1
4.143,46,1
2.923,45,1
11.667,399,1
11.68,454,1
166.67,29,2
5.167,34,1
20,100,1
29.333,349,1
34.444,375,1
11.333,137,1
16,106,1
268,29,2
1.7,14,1
22,4,2
10,2,2
0.019,1,4
0.357,5,1
4.8,46,1
0.027,1,2
0.032,1,4
11,1,2
29,2,2
3.783,888,5
18,3,2
25.9,362,1
5.208,129,1
26.5,407,1
1.9,13,1
24.769,340,1
6.538,542,1
19.375,202,1
0.091,1,4
6.76,579,2
1.7,11,1
15.462,235,1
28,5,2
0.787,664,3
0.05,1,4
1.889,13,1
27.667,356,1
0.032,1,4
15.1,165,1
33.308,438,1
5.636,75,1
15,190,1
20.286,285,1
17.778,197,1
21.857,182,1
15.556,177,1
2.843,1641,3
2.111,15,1
2.182,14,1
21.5,408,1
1.818,14,1
12.813,245,1
11.429,79,1
1.333,1,1
14.636,217,1
25.6,322,1
2,17,1
1.833,16,1
27.455,448,1
0.754,2333,3
5.435,132,1
23.5,401,1
0.833,7,1
13,129,1
19.625,220,1
4.25,7,1
3.338,127,1
1.118,2,1
18.667,214,1
4.5,2,1
1.222,10,1
17.889,164,1
10.222,123,1
19,164,1
0.647,6,1
23.6,63,1
15.714,107,1
26,196,1
18.4,96,1
30.25,262,1
1.005,227,5
9.571,71,1
6.444,80,1
33,425,1
23.25,70,1
21.846,405,1
28.8,365,1
19.2,77,1
19.2,70,1
19.4,82,1
6.5,39,1
4.429,45,1
12.333,133,1
40,15,1
2.75,32,1
4,11,1
91,31,1
5.167,20,1
3.714,29,1
1.2,5,1
0.019,1,4
2.571,17,1
3,23,1
0.479,119,1
3,5,1
4.875,47,1
1.2,8,1
2.6,13,1
7.8,49,1
29.429,651,1
85,6,2
32.455,546,1
8.143,87,1
14.222,175,1
22.875,190,1
1.286,10,1
6,43,1
43.833,177,1
49.429,329,1
49,352,1
49.429,355,1
2.929,70,1
20.059,149,2
11.071,238,1
126,1,2
2.167,16,1
2.75,38,1
1,13,1
1,13,1
0.111,1,4
16.5,258,1
15.273,279,1
10.818,204,1
31,5,2
20,2,2
87,5,2
279,7,2
