@relation 'page-blocks-weka.filters.unsupervised.attribute.Remove-V-R1,3,7,11'

@attribute Height numeric
@attribute Area numeric
@attribute Mean_tr numeric
@attribute Class {1,2,3,4,5}

@data
6,114,1.8,1
8,328,1.44,1
9,126,1.36,1
7,98,1.94,1
9,144,1.55,1
9,117,1.71,1
6,222,1.42,1
5,45,1.43,1
9,63,2,1
7,217,1.51,1
9,477,1.24,1
9,261,1.48,1
8,120,2.24,1
10,330,2.47,1
8,48,2.75,1
16,64,5,5
8,72,3,1
8,344,2.4,1
8,104,1.76,1
9,333,2,1
8,56,2.1,1
10,790,2.19,1
27,108,2.57,4
7,322,8.14,2
9,144,2.08,1
11,506,1.81,1
9,819,2.2,1
10,190,2.12,1
6,108,2.45,1
9,135,2.29,1
6,78,4,5
9,234,1.88,1
6,84,2.4,1
11,924,2.35,1
11,2992,2.1,1
8,272,1.84,1
10,280,2.33,1
8,408,2.19,1
8,288,2.05,1
7,182,2.25,1
9,180,2.32,1
9,576,2.29,1
11,561,2.06,1
11,660,2.01,1
8,96,1.91,1
10,260,2.2,1
10,180,2.3,1
11,2343,1.95,1
11,1056,1.83,1
10,610,1.98,1
10,520,1.87,1
10,370,1.85,1
8,64,1.53,1
8,96,1.65,1
8,216,1.76,1
8,416,1.75,1
10,180,1.89,1
8,512,1.93,1
6,126,31,2
8,240,2.02,1
6,72,2.19,1
11,1694,1.94,1
10,70,1.83,1
10,100,1.94,1
10,300,1.9,1
7,140,1.87,1
8,32,3.75,1
8,312,1.64,1
5,70,2.56,1
10,390,2.09,1
10,610,1.85,1
10,310,1.66,1
8,160,1.86,1
8,96,1.56,1
10,290,2.1,1
8,248,1.98,1
8,96,1.9,1
10,280,1.78,1
8,120,2.38,1
6,156,2.36,1
8,568,1.64,1
10,160,2.08,1
7,175,2.14,1
8,128,2.33,1
5,20,2.33,1
8,112,3,1
8,160,1.93,1
8,272,1.87,1
8,240,2,1
8,72,2.17,1
9,801,2.18,1
8,128,1.86,1
8,96,1.74,1
10,2620,1.89,1
7,98,2.72,1
10,530,1.75,1
8,640,1.75,1
9,261,1.73,1
11,2882,1.91,1
8,104,1.65,1
9,162,1.83,1
8,200,1.81,1
6,42,1.75,1
8,344,1.83,1
7,112,2.04,1
10,370,2,1
10,410,1.98,1
7,315,2.22,1
8,128,1.68,1
7,98,2.5,1
7,126,1.86,1
8,232,1.93,1
8,368,1.79,1
7,21,4,1
7,112,1.96,1
6,192,1.41,1
9,1188,1.34,1
7,91,1.47,1
9,2412,1.29,1
6,72,2.22,1
9,4185,1.24,1
1,89,1.06,1
6,72,1.62,1
9,3087,1.24,1
9,4572,1.22,1
9,4662,1.25,1
30,1800,1.85,5
8,880,1.66,1
9,2448,1.33,1
9,2475,1.39,1
14,4172,3.49,1
8,664,2.58,1
8,2200,1.31,1
9,4572,1.31,1
8,2192,1.35,1
10,4990,1.27,1
8,496,1.81,1
9,981,1.67,1
8,664,2.52,1
9,3141,1.29,1
25,12350,7.35,1
28,896,7.05,3
8,2392,1.32,1
8,664,2.42,1
1,214,214,2
9,2520,1.24,1
7,413,1.38,1
7,434,1.28,1
10,3180,1.18,1
9,945,2.19,1
2,1076,29.78,2
10,1760,1.36,1
10,3090,1.4,1
10,5110,1.43,1
13,4875,1.44,1
8,120,2,1
8,120,2.27,1
8,912,1.45,1
13,494,3.81,1
24,4248,8.02,1
9,738,2.62,1
9,1494,2.95,1
25,4650,8.06,1
9,1629,2.99,1
9,1548,1.28,1
9,3177,1.45,1
9,1296,1.33,1
9,891,1.39,1
2,1074,62.44,2
9,1476,1.26,1
8,2184,1.27,1
8,792,1.48,1
8,1720,2.6,1
9,4113,1.28,1
7,1176,1.14,1
9,2934,1.3,1
6,786,1.38,1
1,104,1.05,1
54,54,54,4
10,550,6.32,1
10,1620,5.93,1
1,11,11,2
10,180,7.62,1
11,2035,2.94,1
13,4446,2.15,1
6,78,3.38,1
1,379,60.83,2
10,500,5.57,1
10,800,3.93,1
11,3025,2.83,1
7,252,2.51,1
1,15,3.67,2
8,1128,2.45,1
24,8064,15.91,1
7,7,7,2
132,72204,20.66,3
1,32,2,1
10,1550,2.64,1
1,39,1.71,2
24,2976,16.66,1
10,190,9.82,1
15,6285,4.5,1
54,19278,6.22,5
9,747,3.21,1
10,10,10,4
17,1802,14.53,1
17,4522,12.82,1
9,153,6.4,1
1,193,2.97,2
8,400,3.01,1
10,1540,2.53,1
10,2400,2.75,1
14,5866,4.51,1
9,171,7.57,1
14,4466,4.54,1
6,324,3.36,1
9,9,9,4
1,32,1.88,2
11,4763,4.65,1
14,5880,4.92,1
24,4752,15.8,1
9,2250,2.6,1
24,4080,17.04,1
10,190,8.92,1
17,5950,5.22,1
12,3192,2.72,1
16,2896,5.1,1
7,553,3.56,1
10,1550,2.47,1
9,702,3.33,1
11,770,3.53,1
12,852,6.4,1
24,7416,17.51,1
16,5392,5.19,1
16,3392,5.75,1
3,1272,136.6,1
186,87234,22.29,3
9,1395,2.44,1
23,3151,16.64,1
11,957,2.65,1
9,1395,2.53,1
1,14,2.33,2
15,2310,5.84,1
12,2592,5.3,1
17,6851,5.43,1
11,4158,2.95,1
9,1350,1.76,1
8,104,8.25,1
7,560,1.63,1
8,1048,1.46,1
8,1648,1.64,1
8,1848,1.64,1
4,76,1.78,1
17,374,4.68,1
7,945,1.23,1
8,936,1.3,1
6,126,1.67,4
4,124,1.58,1
6,558,1.71,1
1,18,3.5,1
10,3230,1.38,1
8,2384,1.5,1
10,3190,1.67,1
6,576,2.25,1
6,576,2.2,1
6,582,1.82,1
10,3030,1.32,1
4,276,1.82,1
32,32,32,4
9,342,2.74,1
9,1440,1.58,1
8,960,1.66,1
1,35,1.07,1
7,217,1.52,1
1,63,20,2
7,735,1.69,1
7,371,1.5,1
9,675,1.46,1
8,552,1.47,1
1,47,1.14,1
6,234,1.66,1
8,136,1.48,1
8,1440,1.39,1
7,280,1.59,1
7,672,1.54,1
7,756,2.11,1
1,184,44.5,2
3,1650,27.15,2
10,180,2.6,1
11,242,1.94,1
10,230,2.4,1
3,1389,13.7,2
9,162,2.63,1
1,8,8,2
13,2834,1.78,1
5,25,18,1
8,872,1.83,1
9,2799,1.34,1
2,104,1.5,2
158,26386,8.24,5
9,1629,1.66,1
7,301,1.27,1
11,528,7.35,5
9,2079,1.49,1
7,595,1.3,1
1,172,1.04,2
7,665,1.56,1
7,602,1.55,1
7,420,1.5,1
8,720,1.54,1
5,95,1.33,1
7,861,1.26,1
5,445,1.14,1
5,60,2,1
8,224,19.6,1
10,100,4,1
1,138,138,2
9,261,2.13,1
2,50,4.5,2
2,48,3.4,2
11,121,4.73,1
1,159,158,2
1,199,197,2
60,3420,3.91,1
11,1716,1.52,1
11,132,4.13,1
