@relation 'page-blocks-weka.filters.unsupervised.attribute.Remove-V-R3-4,11'

@attribute Area numeric
@attribute Eccen numeric
@attribute Class {1,2,3,4,5}

@data
100,1,1
3972,27.583,1
3084,21.417,1
32,8,2
12,12,2
14,14,2
747,9.222,1
7,0.143,4
990,8.182,1
880,7.273,1
19278,6.611,5
738,9.111,1
852,5.917,1
81,1,1
1008,15.75,1
4564,23.286,1
3766,19.214,1
2706,22.364,1
318,35.333,2
19,19,2
3451,11.941,1
968,15.125,1
162,2,1
170,1.7,1
30,30,2
738,9.111,1
3984,6.917,1
9,1,1
3264,22.667,1
2562,13.071,1
22680,0.804,3
26145,3.795,5
2035,16.818,1
1298,10.727,1
861,17.571,1
2176,34,1
9,1,1
180,2.222,1
738,9.111,1
81954,2.707,3
276,1.917,1
4784,7.077,1
47,0.021,4
792,6.545,1
16,0.063,4
2145,17.727,1
264,1.833,1
738,9.111,1
4554,8.609,1
747,9.222,1
781,6.455,1
4410,19.6,1
2928,11.438,1
45,45,2
6560,25.625,1
20867,3.519,1
91,1.857,1
693,5.727,1
408,1.412,1
2907,10.059,1
657,8.111,1
255,10.2,1
288,8,1
1410,14.1,1
1832,28.625,1
290,11.6,1
180,7.2,1
1015,20.714,1
637,13,1
2470,6.842,1
624,17.333,1
777,15.857,1
426,11.833,1
1680,26.25,1
504,10.286,1
192,0.75,1
117,0.009,4
564,15.667,1
465,18.6,1
576,16,1
2565,31.667,1
582,16.167,1
564,15.667,1
3146,18.615,1
2840,28.4,1
480,19.2,1
576,16,1
384,24,1
195,7.8,1
20,20,2
1359,16.778,1
644,13.143,1
1143,14.111,1
40,40,1
56,1.143,1
792,9.778,1
918,11.333,1
126,3.5,1
102,102,2
434,8.857,1
280,11.2,1
640,25.6,2
648,8,1
1440,5.625,1
1106,22.571,1
525,10.714,1
432,6.75,1
1242,15.333,1
624,17.333,1
455,9.286,1
95,3.8,1
98,2,1
296,4.625,1
105,2.143,1
6696,5.167,1
440,0.909,1
1404,9.75,1
253,2.091,1
650,162.5,2
572,3.385,1
2747,1.634,1
12996,9,1
520,8.125,1
12390,0.89,5
161,161,2
2472,38.625,1
2412,29.778,1
40,1.6,1
490,10,1
518,10.571,1
380,0.95,1
328,5.125,1
70,1.429,1
3825,6.12,1
6156,19,2
10,0.1,4
1507,12.455,1
704,5.818,1
1617,13.364,1
16,16,2
