@relation 'page-blocks-weka.filters.unsupervised.attribute.Remove-V-R1,7,11'

@attribute Height numeric
@attribute Mean_tr numeric
@attribute Class {1,2,3,4,5}

@data
8,1.75,1
10,2.01,1
11,1.82,1
8,1.8,1
8,1.64,1
11,1.8,1
8,1.88,1
10,2.5,1
11,1.87,1
8,1.96,1
8,1.85,1
11,2.22,1
6,1.86,1
10,1.75,1
7,1.93,1
9,1.71,1
5,2.08,1
10,1.66,1
11,1.75,1
6,2.8,5
10,1.41,1
2,7,1
8,2.48,1
4,7,1
8,1.69,1
8,1.74,1
8,2.1,1
8,2,1
5,2.21,1
8,1.75,1
11,2.07,1
10,2.19,1
6,2.45,1
4,2.04,1
10,2.12,1
10,2.07,1
10,1.82,1
6,2.04,1
7,2.35,1
10,1.68,1
10,1.9,1
6,2.05,1
8,2.67,1
8,1.65,1
6,4,1
8,2,1
8,2,1
8,1.93,1
8,2.29,1
9,1.84,1
10,2.34,1
8,1.76,1
5,1.89,1
8,2.17,1
8,1.63,1
10,1.69,1
10,1.7,1
8,1.97,1
7,1.64,1
8,1.65,1
10,1.9,1
7,1.94,1
10,1.85,1
8,1.61,1
6,1.96,1
8,1.79,1
8,1.88,1
10,1.95,1
8,1.55,1
8,1.38,1
10,1.6,1
101,2.02,5
9,2.55,1
7,2.57,1
10,1.23,1
8,1.22,1
8,1.17,1
7,2.25,1
9,1.22,1
2,11.75,2
5,2.67,1
5,8,1
25,7.29,1
9,2.79,1
9,3.08,1
5,9,1
9,1.49,1
9,1.37,1
10,1.36,1
24,7.69,1
7,1.64,1
8,1.28,1
7,1.49,1
9,1.31,1
9,1.3,1
25,7.8,1
8,2.71,1
9,1.43,1
24,7.9,1
9,2.76,1
9,2.61,1
9,1.32,1
9,1.27,1
7,1.36,1
7,1.21,1
7,1.18,1
9,1.17,1
8,1.18,1
1,1.07,1
1,1.83,2
13,3.62,1
8,1.82,1
9,1.69,1
9,2.08,1
9,1.96,1
8,1.31,1
8,1.38,1
10,1.44,1
7,1.4,1
9,1.4,1
8,1.24,1
3,22.11,2
25,7.58,1
9,2.9,1
2,1.4,1
7,1.57,1
9,1.3,1
9,1.41,1
8,1.25,1
25,8.45,1
24,7.55,1
8,3.01,1
9,2.98,1
2,22.19,2
7,1.76,1
9,1.35,1
6,1.71,1
9,1.38,1
6,1.8,1
7,1.85,1
1,1.03,1
10,1.28,1
9,1.38,1
8,2.32,1
2,33,2
8,1.2,1
6,1.34,1
7,1.28,1
8,1.27,1
2,1.17,1
11,3.45,1
1,25,4
1,13,2
14,9.25,1
58,59,4
11,6.63,1
10,1.89,1
11,2.04,1
3,9,1
1,7,1
13,34,1
13,5.75,1
12,6.63,1
168,13.06,3
10,8.13,1
14,4.8,1
14,5.05,1
11,3.05,1
24,18.67,1
187,29.29,3
10,2.75,1
9,7.27,1
14,4.99,1
10,8.55,1
14,4.47,1
13,4.49,1
9,7.29,1
8,2.88,1
14,5.04,1
14,4.5,1
10,6.44,1
11,2.86,1
11,2.95,1
1,4.86,2
1,8,2
10,4.35,1
8,2.74,1
13,4.39,1
8,3.15,1
18,18,4
27,27,4
17,14.88,1
1,3.31,2
13,4.38,1
14,4.84,1
14,4.48,1
9,6.31,1
28,4.55,1
9,8.8,1
13,4.87,1
11,4.48,1
7,10,2
9,2.57,1
11,7,1
16,5.6,1
8,2.78,1
16,5.28,1
17,5,1
16,5.15,1
11,8.05,1
4,8,4
11,2.86,1
8,3.07,1
6,2.46,1
8,3.85,1
7,6,1
10,6.02,1
9,1.62,1
7,5.18,1
8,2.79,1
7,1.42,1
5,1.71,1
17,8.57,1
6,1.57,1
7,1.75,1
3,88.62,2
84,84,4
9,1.57,1
9,1.74,1
17,5.88,1
10,1.5,1
5,1.39,1
7,1.65,1
10,1.44,1
9,1.4,1
6,1.53,1
6,2.01,1
6,1.84,1
7,1.51,1
9,1.54,1
6,3,1
5,1.92,1
63,186.78,3
7,2.05,1
7,1.56,1
1,1.03,1
8,2,1
9,2.06,1
7,1.75,1
8,1.47,1
7,1.71,1
7,1.71,1
8,1.53,1
6,2.2,1
7,1.44,1
7,1.36,1
8,1.46,1
5,1.52,1
20,3.42,1
1,140.5,2
13,1.64,1
10,2.38,1
1,4.18,2
14,1.54,1
14,1.79,1
1,37.6,2
7,2.63,1
9,1.58,1
8,1.54,1
8,1.27,1
7,1.41,1
7,1.28,1
6,1.29,1
8,1.41,1
7,1.19,1
9,2.58,1
9,3.67,1
11,4.97,1
2,21,2
14,2.43,1
38,3.41,1
1,70,2
1,14,2
9,1.48,1
8,2.03,1
22,1.59,1
