@relation australian

@attribute A2 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 {0,1}
@attribute A10 numeric
@attribute A11 {0,1}
@attribute A13 numeric
@attribute Class {0,1}

@data
20,4,5,0,0,0,144,0
3617,4,85,0,0,0,320,0
3242,1,0,0,0,0,120,0
2783,8,3,0,0,0,176,0
1858,4,54,0,0,0,120,0
3108,4,25,0,2,1,160,0
2392,8,125,0,0,0,240,0
5575,8,675,1,3,1,100,0
4275,5,1,1,0,0,0,0
1767,1,0,0,0,0,86,0
2675,4,75,0,0,1,80,0
3192,1,304,0,2,1,200,0
2267,4,1585,0,1,1,400,0
2192,8,85,0,0,0,320,0
4225,4,0,0,0,1,150,0
23,4,5,1,0,1,320,0
5075,1,0,0,0,0,145,0
2292,4,25,0,0,1,120,0
2275,4,415,0,0,0,0,0
2783,8,575,1,2,1,75,0
2925,8,5,0,0,0,228,0
2208,4,1585,0,0,1,100,0
2775,8,25,0,0,1,140,0
2458,4,875,1,0,1,260,0
2542,4,165,0,1,0,272,0
3467,4,1165,0,0,0,28,0
2858,5,5,1,0,1,171,0
1625,4,85,1,0,0,200,0
1942,4,4,0,1,0,100,0
3733,4,165,0,0,1,0,0
3442,5,125,0,0,1,440,0
3558,4,15,0,0,1,231,0
3575,4,125,0,2,0,220,0
3608,1,0,0,0,0,0,0
2625,4,125,0,0,0,100,0
3157,5,835,1,0,1,320,0
3183,4,75,1,0,1,523,0
365,4,35,0,0,0,454,0
22,4,29,0,1,0,420,0
4117,4,165,0,0,0,168,0
3157,4,25,0,0,0,380,0
2583,4,5,0,0,0,0,0
2567,8,229,0,1,1,416,0
1917,4,1,0,0,1,360,0
4058,4,35,0,0,1,400,0
3458,4,0,0,0,0,184,0
3475,5,5,0,0,0,348,0
6275,9,0,0,0,0,0,0
19,4,2335,0,0,1,112,0
33,4,7,0,0,1,280,0
1958,1,0,0,3,0,350,0
1692,4,29,0,0,0,200,0
375,4,4,0,0,0,120,0
2183,4,85,0,0,1,356,0
2408,4,25,0,0,1,0,0
1842,4,125,1,0,0,120,0
3157,1,0,0,0,0,184,0
3125,1,0,0,5,0,176,0
2875,4,15,1,0,1,0,0
3367,4,1165,0,0,0,120,0
23,4,125,1,0,0,180,0
5183,1,15,0,0,0,180,0
3067,8,225,0,0,1,340,0
4717,4,55,0,0,0,465,0
3308,4,54,0,0,1,0,0
2492,1,0,1,0,0,80,0
3233,4,125,0,0,1,280,0
2725,4,455,1,0,1,200,0
3275,8,575,0,0,1,292,0
4033,4,165,0,2,0,184,0
2042,4,0,0,0,0,184,0
2483,4,1,0,0,1,360,0
2083,4,165,0,0,0,0,0
2117,4,5,0,0,1,0,0
3317,4,35,0,0,1,200,0
625,8,5,1,0,0,112,0
2375,4,2085,0,0,0,80,0
2358,4,2625,1,6,1,208,0
3525,8,375,1,0,1,680,0
295,4,29,0,1,0,340,0
4817,7,335,0,0,0,0,0
4917,1,29,0,0,0,200,0
215,4,25,1,0,0,140,0
3325,4,2,0,0,0,180,0
1817,8,1085,0,0,0,320,0
195,4,79,0,0,0,80,0
4483,4,1625,0,0,0,160,0
2692,5,5,0,0,1,640,0
3958,1,0,0,2,0,17,0
3733,8,21,0,0,0,260,0
3233,5,1585,1,0,1,420,0
1933,5,585,0,2,1,200,0
2292,4,165,0,0,0,160,0
1817,8,165,0,0,0,340,0
2617,4,1165,0,0,0,100,0
165,4,25,0,1,0,108,0
2217,1,0,0,0,0,100,0
3917,8,10,0,0,1,200,0
2683,1,0,0,0,0,100,0
3875,1,0,0,0,0,76,0
2067,4,2,0,0,1,240,0
3042,8,4,0,3,0,0,0
3375,5,0,0,0,0,180,0
5483,9,0,1,20,0,152,0
2983,4,25,0,0,0,224,0
3392,1,0,1,0,0,320,0
1608,1,0,0,1,0,160,0
3358,5,4,0,0,1,420,0
3225,1,0,0,2,0,160,0
3483,8,5,0,0,1,160,0
3125,1,0,0,1,0,96,0
1633,8,415,0,0,1,120,0
2292,4,85,0,0,0,0,0
1975,4,795,1,5,1,140,0
4092,1,0,1,0,0,130,0
3367,4,15,0,0,0,120,0
1792,4,4,0,0,0,280,0
2783,4,225,0,1,1,100,0
1625,4,25,0,0,0,60,0
1708,4,335,0,4,0,160,0
2733,1,0,0,0,0,340,0
20,4,5,0,0,0,0,0
2008,4,125,0,0,0,200,0
3292,4,175,0,2,1,720,0
4317,5,75,1,0,0,560,0
4092,4,5,0,0,1,130,0
4092,8,10,1,0,1,176,0
1792,1,0,0,0,0,0,0
8025,4,54,1,0,0,0,0
20,4,2,0,0,1,136,0
2375,4,4,0,2,0,128,0
3942,4,165,0,0,0,400,0
4808,5,1,0,0,0,100,0
4275,4,4,0,0,0,108,0
6333,4,585,1,3,1,180,0
4058,5,0,0,0,0,300,0
3892,4,25,0,0,0,0,0
2458,1,0,0,0,0,184,0
2817,4,4,0,0,0,260,0
2108,8,125,0,0,0,260,0
23,3,0,0,1,0,200,0
2675,5,25,0,0,0,200,0
1967,8,835,1,0,1,140,0
16,4,85,0,1,0,0,0
1958,4,1665,0,0,0,220,0
2358,8,85,0,0,1,220,0
7483,1,4,0,2,0,0,0
1725,4,4,0,0,1,160,0
5858,4,2415,0,0,1,320,0
2175,3,0,0,0,0,160,0
4958,1,0,1,1,0,94,0
5192,5,3085,0,0,1,73,0
2917,4,35,1,3,1,329,0
2258,4,54,0,0,1,120,0
3842,4,375,0,2,0,225,0
225,4,3,1,0,1,268,0
1917,8,29,0,0,0,80,0
2617,8,125,0,0,1,0,0
23,4,5,0,0,1,320,0
19,1,0,0,4,0,45,0
2358,4,54,0,0,1,136,0
295,4,1,0,0,0,280,0
2267,4,85,0,0,0,144,0
2475,4,1,0,0,1,120,0
2667,5,0,0,0,1,178,0
3075,4,585,0,0,1,0,0
3358,4,85,0,0,0,180,0
5758,1,65,0,1,0,0,0
2958,4,125,0,0,1,280,0
3025,4,55,0,0,1,100,0
2358,1,125,0,0,0,120,0
3408,4,1,0,0,0,460,0
1917,4,585,1,0,1,160,0
2267,4,75,0,0,0,160,0
34,4,15,0,0,1,60,0
2067,8,1375,1,3,1,140,0
3157,1,0,0,2,1,200,0
4325,8,21,1,1,0,760,0
16,4,1,0,2,1,320,0
2358,8,3,0,0,1,20,0
1858,4,415,0,0,0,80,0
4158,4,665,0,0,0,240,0
1592,4,85,0,0,0,120,0
3517,1,0,0,6,0,0,0
3717,5,5,1,0,1,280,0
3642,4,585,0,0,0,240,0
2308,1,85,0,0,1,100,0
2717,1,0,0,1,0,92,0
25,4,225,1,2,1,120,0
1575,4,1,0,0,0,120,0
5333,1,0,0,0,1,62,0
2942,4,175,0,0,0,200,0
225,4,175,1,10,0,80,0
1942,4,2,1,0,1,100,0
1808,4,4,0,0,0,140,0
245,1,5,1,3,0,180,0
28,4,75,0,0,1,300,0
2275,4,165,0,0,0,220,0
1708,4,4,0,0,0,140,0
3058,4,125,0,0,1,80,0
3017,4,4,0,0,0,170,0
4117,4,25,0,0,0,0,0
2125,4,15,0,0,0,150,1
3317,8,65,1,0,1,164,1
1758,4,1375,1,0,1,0,1
2392,4,165,0,0,0,100,1
285,8,254,1,1,0,70,1
1617,4,4,0,0,0,0,1
4817,4,35,1,0,0,230,1
1375,4,175,1,2,1,120,1
1842,4,121,1,4,0,60,1
5592,1,5,1,5,0,0,1
2692,8,5,1,2,0,0,1
2775,4,25,1,2,0,260,1
4192,8,21,1,6,0,220,1
2258,4,415,1,5,1,0,1
5142,8,4,1,0,0,0,1
3917,4,125,1,5,1,480,1
1883,4,85,1,0,0,100,1
4858,4,25,1,11,0,380,1
255,4,25,1,3,0,260,1
21,4,1085,1,8,1,160,1
1942,8,146,1,7,0,80,1
2167,3,0,1,11,1,0,1
4725,8,275,1,1,0,333,1
2825,4,475,1,2,0,420,1
2183,8,665,1,0,1,0,1
1883,8,3,1,0,0,240,1
2875,4,1085,1,1,1,371,1
27,4,375,1,0,1,260,1
2925,4,504,1,5,1,168,1
1967,8,29,1,11,0,80,1
2333,4,835,1,0,1,160,1
4308,4,375,1,8,1,300,1
4433,8,5,1,0,1,320,1
2725,8,5085,1,9,0,399,1
2267,8,2585,1,0,0,0,1
4875,8,125,1,9,0,181,1
2183,4,29,1,6,0,121,1
4217,8,1275,1,0,1,92,1
4858,8,6,1,0,1,350,1
4775,4,7875,1,6,1,0,1
2667,4,429,1,1,1,120,1
4983,8,85,1,0,1,0,1
25,4,3,1,0,1,20,1
42,8,796,1,8,0,0,1
3067,4,2,1,1,0,220,1
3742,4,4,1,0,1,400,1
2667,4,1,1,5,1,160,1
4767,5,25,1,12,1,410,1
2133,4,1415,1,1,0,80,1
345,5,85,1,7,1,195,1
1892,4,75,1,2,0,88,1
3917,4,15,1,10,0,186,1
3125,8,625,1,9,1,181,1
205,4,2,1,11,1,200,1
3317,4,3165,1,3,1,380,1
3992,4,4,1,1,0,200,1
3283,8,275,1,6,0,160,1
3358,4,425,1,6,0,204,1
42,8,5125,1,0,0,400,1
3275,8,55,1,3,1,0,1
3958,4,8625,1,6,1,70,1
2667,4,525,1,1,0,211,1
2742,8,3085,1,1,0,120,1
2283,8,229,1,7,1,140,1
2892,8,5335,1,11,0,0,1
2042,4,1585,1,1,0,0,1
2325,5,25,1,0,1,160,1
2842,4,835,1,0,0,280,1
4058,4,5,1,7,0,0,1
225,4,246,0,0,0,164,1
305,5,4,1,7,1,0,1
4133,5,15,1,0,0,0,1
2075,8,335,1,1,1,80,1
235,4,85,1,5,1,120,1
1892,4,1,1,4,1,80,1
6008,1,18,1,15,1,0,1
425,4,3165,1,0,1,52,1
295,4,54,1,4,0,380,1
3775,4,125,1,0,1,228,1
2767,4,575,1,0,1,487,1
5658,5,15,1,17,1,0,1
6058,4,11,1,0,1,21,1
5867,8,304,1,6,0,43,1
415,5,35,0,0,0,216,1
2242,4,2585,1,7,0,129,1
3817,4,25,1,6,0,520,1
7675,9,1275,1,1,1,0,1
4583,4,5,1,7,1,0,1
23,8,5,1,2,1,300,1
2817,4,585,1,4,0,80,1
5967,4,125,1,0,1,260,1
5433,8,2625,1,11,1,0,1
495,5,7585,1,15,1,0,1
3625,5,25,1,6,0,0,1
2767,8,1,1,4,0,140,1
1608,4,175,1,5,1,352,1
43,8,175,1,8,0,100,1
3417,4,154,1,1,1,520,1
4808,4,4,0,0,0,0,1
565,1,0,1,15,0,0,1
3157,4,5,1,3,1,290,1
5392,4,8665,1,5,0,0,1
2417,4,4625,1,2,1,520,1
3992,4,5,1,3,0,200,1
4833,4,16,1,0,0,110,1
3475,7,5375,1,9,1,0,1
3867,4,85,1,0,1,280,1
2617,5,0,1,0,1,0,1
2067,4,165,1,3,0,100,1
3233,4,4,1,0,0,440,1
3167,4,1335,1,8,1,303,1
2517,4,625,1,7,0,0,1
3267,8,55,1,12,1,408,1
3017,4,3125,1,8,0,330,1
3208,4,25,1,0,1,360,1
2017,4,1665,1,3,1,40,1
6092,4,4,1,4,0,0,1
5283,4,55,1,14,0,0,1
2017,4,171,1,0,0,120,1
2317,4,85,1,0,0,0,1
2317,8,46,1,1,0,100,1
3517,8,575,0,0,1,711,1
205,4,25,1,0,0,40,1
395,5,65,1,16,0,117,1
30,2,225,1,5,1,99,1
3442,5,325,1,2,0,274,1
40,5,35,1,1,0,0,1
4133,5,225,1,0,1,0,1
3133,4,7,1,16,0,0,1
25,8,104,1,0,1,160,1
2825,4,96,1,3,1,396,1
2508,4,1665,1,1,1,395,1
4817,8,155,1,12,0,0,1
3217,4,1085,1,16,0,120,1
5158,4,85,1,9,0,0,1
2317,4,0,0,0,0,184,1
4667,8,415,1,11,1,440,1
2867,4,25,1,5,1,300,1
26,4,175,1,0,1,280,1
2208,8,2165,0,0,1,128,1
4208,4,5,1,6,1,500,1
2833,4,11,1,0,1,70,1
5708,4,55,1,7,0,0,1
2308,4,1085,1,11,1,60,1
2967,8,75,1,1,0,240,1
3408,5,4,1,1,1,280,1
2125,5,5,1,4,0,80,1
2267,8,1335,1,0,0,100,1
4742,5,65,1,6,0,375,1
5742,8,7,1,3,0,0,1
2025,2,0,1,0,0,0,1
2575,8,875,1,0,1,491,1
2758,4,2,1,3,1,370,1
2333,8,1415,1,0,0,422,1
3675,4,15,0,0,1,232,1
2208,4,665,1,0,0,100,1
2808,9,0,1,0,0,0,1
2608,4,1415,1,0,0,160,1
3633,4,85,1,1,0,50,1
2308,8,2125,1,11,1,290,1
3517,4,45,1,7,0,150,1
2575,4,146,1,5,1,312,1
3367,4,375,0,0,0,300,1
2558,4,0,0,0,0,184,1
1783,8,1,1,11,0,0,1
6542,9,20,1,7,1,22,1
18,7,21,0,0,0,200,1
2008,4,1,0,1,0,240,1
2133,4,3,1,0,1,0,1
2475,8,1835,1,19,0,0,1
2517,4,1,1,3,0,0,1
2442,8,1585,1,0,1,120,1
4025,9,20,1,11,0,0,1
2725,8,1835,1,12,1,583,1
3267,8,525,1,0,1,154,1
2533,4,29,1,7,1,96,1
2475,4,15,1,12,1,120,1
2958,4,75,1,2,1,330,1
5008,4,229,1,3,1,156,1
2433,4,55,1,0,1,100,1
4325,8,6,1,11,0,80,1
27,8,425,1,3,1,312,1
185,4,15,1,2,0,120,1
525,4,629,1,15,0,0,1
1933,4,1,1,0,1,60,1
3933,8,10,1,14,1,399,1
3517,8,1625,1,1,1,515,1
1808,4,5,1,0,0,80,1
2325,4,317,1,10,0,120,1
2325,4,835,1,0,0,300,1
2033,8,1,1,4,0,50,1
3167,4,3,1,9,0,250,1
4142,8,5,1,6,1,470,1
25,4,25,1,17,0,200,1
4175,4,25,1,0,0,510,1
2267,4,3085,1,6,0,80,1
5833,4,4,1,14,0,0,1
4033,8,8,1,14,0,0,1
2783,4,375,1,5,1,100,1
1883,4,1625,1,6,1,40,1
1583,8,15,1,2,0,100,1
2783,4,2,1,11,1,434,1
3083,4,125,1,1,0,202,1
1917,8,75,1,7,0,96,1
6517,1,0,1,11,1,0,1
4117,8,7,1,8,0,320,1
5783,4,14,1,6,1,360,1
2825,5,15,1,8,1,144,1
375,4,15,0,0,1,431,1
3017,4,175,1,11,0,32,1
21,4,225,1,1,1,80,1
5442,8,396,1,0,0,180,1
2233,4,2,1,1,0,80,1
41,4,4,0,1,0,560,1
3908,4,129,1,5,1,108,1
2258,4,4,1,9,0,60,1
1808,1,10,0,0,1,300,1
2992,8,4335,1,0,0,260,1
2575,5,25,1,0,0,349,1
2508,4,25,1,0,1,370,1
335,8,45,1,4,1,253,1
5675,4,125,1,4,1,200,1
3225,8,325,1,1,1,432,1
2192,4,4,1,1,1,840,1
7158,4,0,0,0,0,184,1
3858,4,4,1,14,0,383,1
1917,4,15,1,0,0,120,1
4283,4,458,1,0,0,0,1
2342,4,15,1,2,1,80,1
245,5,475,1,2,0,73,1
7342,1,0,1,0,1,0,1
56,8,8,1,0,1,24,1
6408,8,175,1,9,1,0,1
3667,4,25,1,10,1,320,1
6867,9,0,1,14,0,0,1
4083,8,175,1,0,0,29,1
3825,4,1,1,0,1,0,1
3675,4,5,1,0,1,0,1
3425,8,7415,1,0,1,0,1
2017,4,196,1,14,0,60,1
3308,8,1625,1,2,0,0,1
2067,4,2085,1,5,0,220,1
1917,5,0,0,0,1,500,1
2308,4,35,1,9,0,56,1
5842,5,10,1,13,0,0,1
3492,4,0,1,0,1,239,1
25,8,35,1,6,0,400,1
46,3,0,1,0,0,100,1
4767,5,15,1,20,0,0,1
44,4,175,1,2,1,0,1
3758,4,0,0,0,0,184,1
28,8,4165,1,2,1,181,1
4433,4,25,1,0,0,0,1
39,4,35,1,10,1,0,1
6775,9,13,1,1,1,0,1
2675,8,125,1,0,0,0,1
2042,4,225,1,1,0,100,1
2483,4,225,1,6,0,184,1
485,4,125,1,0,1,225,1
3925,4,65,1,14,0,240,1
3317,4,75,1,7,1,340,1
2392,8,1875,1,6,0,200,1
2042,4,1625,1,3,0,200,1
4117,4,5,1,3,1,145,1
1875,4,271,1,5,0,184,1
2517,8,875,1,0,0,360,1
3492,8,75,1,6,1,0,1
2042,4,15,1,1,0,160,1
2867,8,5665,1,6,0,381,1
215,4,25,1,3,0,80,1
36,4,2,1,11,0,0,1
3157,4,65,1,0,0,0,1
5133,5,0,1,11,0,0,1
5458,1,14415,1,11,1,30,1
2292,4,4,1,0,0,80,1
175,7,0,0,0,1,450,1
2083,4,4,1,0,0,100,1
