@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R1,5,7,12,16,18-19,21'

@attribute A1 numeric
@attribute A5 numeric
@attribute A7 numeric
@attribute A12 numeric
@attribute A16 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute Class {0,1}

@data
-4315,2255,2613,1865,2022,337,-444,0
1941,-123,18,-1236,2975,127,2254,0
1021,472,392,639,-563,1047,2057,1
1586,258,169,1058,988,2142,-134,1
-23,71,231,1456,3408,-1446,-225,0
775,49,-389,1752,-868,977,528,1
958,1364,-1548,709,1088,1497,-654,0
696,-1417,-48,-729,-468,1454,2092,1
-798,-355,2346,1826,-235,1286,-181,1
-258,138,375,346,542,79,-455,1
212,-278,1092,878,-138,398,28,1
-106,-638,2035,896,-538,734,-1035,1
94,-1923,2034,1346,-121,-2819,-243,0
-1175,-2931,287,112,947,-1834,537,0
1141,986,-842,-448,78,93,2719,0
2225,-567,-1283,15,-203,922,-913,0
-254,821,111,426,394,1072,2299,1
215,1758,184,-39,64,-124,1404,1
-379,2312,-224,-734,-841,2026,-638,0
2508,2539,124,-1191,-3043,1232,81,0
176,-2954,2294,-2362,3008,1481,806,0
-1624,3742,-3557,3426,2615,-382,1822,0
1485,-1009,-1592,576,853,385,1455,1
803,-2647,508,273,226,195,704,1
-601,-85,406,-458,886,1889,294,1
866,1321,-6,1105,-68,1359,-1472,1
-2187,2543,1621,2054,-1105,-1905,-981,0
2403,1754,-1611,316,1684,272,-2517,0
1028,1985,-681,1089,27,-859,1385,1
1728,-2322,-391,2676,372,1007,-1717,0
-512,-774,-206,563,1434,1698,449,1
938,91,-3,29,132,1281,-15,1
1131,168,232,-1284,-116,978,137,1
446,34,1119,371,1037,1071,-37,1
1454,3033,378,1368,661,1673,887,1
2459,-85,-26,141,2032,624,374,1
-2356,-1439,-146,-1447,1923,241,-269,0
146,2104,-2466,663,221,68,1271,1
2103,291,-115,1515,-857,71,449,1
393,778,993,14,119,324,1495,1
2099,1027,1535,1318,257,2046,435,1
126,1497,976,-46,1068,-182,863,1
4043,-237,361,912,-1724,-265,582,0
875,-694,-116,-2039,4,-1934,1426,0
-485,1363,31,1142,347,-11,-1721,0
-621,2029,-1692,-2206,2571,3406,1255,0
1588,-1779,118,1813,-1577,63,-1849,0
-2082,-705,2583,1575,-115,-73,-285,0
-1399,-631,765,1276,795,986,1887,1
394,989,1235,845,-1077,-1606,1168,1
2852,1746,-1865,302,1908,-771,1266,1
2938,576,-1857,1882,5,2373,509,1
367,-588,135,371,1114,142,-659,1
1192,-638,573,1704,736,-4824,-1246,0
-43,87,794,165,-1996,1688,-1768,1
2138,312,94,-1121,151,-334,788,1
-107,2935,258,541,1363,572,-1533,0
1277,1072,1813,93,1735,-187,55,1
-2033,1216,-612,1618,134,99,-142,0
457,-112,2473,-3004,3317,1197,-1498,0
-1115,718,-819,155,764,-63,1417,1
1344,62,1094,112,-2733,88,758,1
-37,1685,-386,1033,1761,236,-18,1
1189,1346,519,-1012,-675,-982,-778,1
408,1466,57,-1464,683,1218,-69,1
861,235,1159,-392,239,726,1232,1
-34,1452,-185,1466,2696,62,3886,1
898,-349,2117,-364,-248,-3308,2095,0
1098,954,1327,-664,1003,267,251,1
-707,-1627,231,-923,819,697,666,1
356,606,-769,1974,-4614,-2742,-187,0
-205,-1,11,109,-707,863,733,1
1161,-912,1245,-705,-229,-1506,1083,1
527,-639,264,1354,175,-755,-894,1
-971,195,-1079,-236,-2641,1779,1381,0
-3866,2271,-1334,4106,3732,-2287,754,0
-96,-1527,1922,-2116,953,-2482,-2175,0
691,45,1445,959,372,-269,977,1
-1047,1717,702,-1473,2771,-274,2694,0
31,762,266,-349,1704,-28,1319,1
2349,-521,-79,1152,-1047,141,889,1
113,416,-31,44,-1189,121,-52,1
993,584,134,828,1806,-59,732,1
3,-2378,1608,-862,-288,-97,-786,1
322,2448,-433,-422,344,179,2704,1
1017,1934,-492,2107,1331,-628,-811,1
82,527,982,208,-1,1218,78,1
1895,164,2124,195,958,24,-692,1
-3342,1182,-4646,-1257,-1621,2841,-2102,0
2325,2407,2656,-338,-1735,-1258,-1737,0
1734,-202,-1312,1748,595,1311,-28,1
212,858,-1011,655,548,1126,-401,1
771,88,-607,2189,-119,-185,3948,1
-458,-1234,1811,696,2594,-204,56,1
-464,1224,2529,-803,-934,-2,-983,0
-373,443,1687,289,1519,215,132,1
-131,1346,836,1886,424,-13,4,1
-3003,-555,488,413,-2177,-1552,-288,0
-76,2575,-435,3266,-1064,-3145,-853,0
314,2076,427,-515,-158,1298,-1832,1
-651,164,-981,446,-38,2081,1474,1
854,-1212,-2314,-2013,692,576,-624,0
1625,-3086,2531,-1626,-4618,29,-1374,0
-279,-924,1507,-244,-74,84,382,1
1176,1427,232,1428,818,1255,885,1
-96,1302,2411,-2266,59,766,753,0
973,1538,1003,79,515,958,1799,1
3713,3732,3011,1533,2688,-2164,-53,0
-1675,3166,2126,-3505,-301,1434,159,0
-78,1378,-456,-1726,1154,105,-456,0
-856,2672,1529,-265,-1069,-842,282,0
1995,2276,3654,1277,-249,-2577,-137,0
152,2786,-687,-1105,-256,1935,-48,0
375,38,-177,-591,-125,-759,-1002,1
-1838,-1787,-3546,-61,1665,2261,-2686,0
-494,-507,25,-1228,1409,-327,121,1
-1017,-165,-678,757,2253,-186,-1381,0
-366,4483,-269,-535,-1436,1903,28,0
-377,-1279,-1637,-844,139,2572,-1444,0
-768,832,881,-177,-273,17,237,1
222,-68,-1676,1576,-804,117,-807,1
155,675,129,-34,2525,-606,-346,1
-947,-971,1058,-3122,72,3644,2536,0
-82,-235,-384,1912,89,3215,1486,1
619,1486,204,2452,137,1282,1632,0
-876,3462,-112,1679,-3644,52,-394,0
-194,1268,-134,171,-1362,589,1777,1
-662,-1121,151,1584,66,-1716,-2977,0
455,-1598,-1256,-2128,3768,-628,-1766,0
1706,103,2369,391,-574,211,-1019,1
52,-668,1845,175,1171,1189,178,1
-98,-1999,979,33,-76,1131,2253,1
2589,-297,-282,-1298,1813,228,89,0
-3019,14,-215,567,25,-92,2761,0
9,121,-186,1282,1736,4366,-351,0
-92,3122,899,2898,362,429,-58,1
484,-1291,-306,-1288,-956,987,-911,1
2063,1156,257,1355,1436,-1202,884,1
101,2661,-224,-2372,1256,-1993,839,0
398,-387,1462,-1627,141,228,-316,0
-741,-1589,1167,676,23,2312,-2831,0
114,-2739,-795,-39,1374,91,1597,0
527,263,161,1054,761,-1053,629,1
-956,-1367,-4614,321,-58,1973,-6408,0
-44,174,3606,-1302,1892,-23,-1287,1
1178,-937,716,1286,-1965,-306,664,0
3626,2018,3329,1881,-1246,-2024,-3028,0
239,-1104,-2149,-51,97,-486,388,0
709,1701,143,2514,-822,-632,-887,0
-1886,-734,1313,-996,137,208,1259,1
-324,-1073,-1267,2636,-134,-172,1737,0
-347,1364,-386,944,-172,14,-313,1
1292,1175,-959,-2627,-931,-2196,638,0
1056,839,411,-369,862,1291,1025,1
-1087,-19,-369,-2438,346,-2202,-184,0
-131,2354,-2498,295,-308,-804,-2568,0
1617,952,535,-908,404,-27,-385,1
-68,-972,-618,-3148,-3755,2532,2179,0
231,997,319,1086,-225,254,-653,1
-275,584,-1195,428,-3544,-845,-1846,0
663,-631,-793,-51,276,-935,1867,1
32,1221,-654,-534,186,724,-1326,1
-5,-921,-245,-2038,93,-3381,-3395,0
1322,93,1425,-2806,-414,-1796,-4245,0
1429,627,1237,1197,1173,491,-2526,0
1042,-45,231,239,293,1637,1306,1
-698,-1452,-3677,-1421,1592,-218,1486,0
508,1293,-314,-727,1511,-591,785,1
1249,323,132,-1605,-5819,2118,-3937,0
-128,708,-1699,1301,-27,-582,-147,1
465,-1223,2298,-9,-265,1267,-224,0
-771,-1354,1641,-1641,-105,-559,84,0
-332,-2521,-796,-1943,2,-152,238,0
181,344,2677,524,873,2391,-141,0
1703,-443,-4,207,-579,3781,638,0
-7,-1078,-1589,-168,-2666,592,118,0
443,964,625,35,-548,605,1913,1
434,-606,-509,-1002,219,-1045,-55,1
-1254,-375,597,4,-522,806,1044,1
2888,-4079,3471,-2143,544,1838,281,0
218,944,2459,718,1891,1321,-3667,0
-547,-1949,-318,1094,574,19,103,1
-3162,4235,-342,404,-1411,-8778,14,0
211,682,-766,-424,1452,-726,-2,1
1875,396,84,1053,-287,-398,-29,1
-233,-184,854,359,935,1444,1516,1
284,784,1382,-1131,127,-57,-236,1
1548,-286,204,-1214,2385,-1511,1827,0
5,271,1315,-27,706,-23,1271,1
204,-2655,-169,-515,-212,469,-2064,0
-177,-3702,2429,-2441,192,-2067,-1885,0
-258,-4354,-3636,948,-1422,-219,471,0
-578,123,832,16,342,52,24,1
1332,1624,-726,449,-1271,4,2069,1
1428,688,-1909,445,109,2677,4064,0
273,-2,1288,-17,121,869,2279,1
545,78,-104,691,-364,638,577,1
258,1105,632,278,88,165,-402,1
-804,2836,66,16,-277,23,551,0
968,-2433,-908,785,-151,-1657,1962,0
-2408,-3423,-251,-1363,-852,65,26,0
2083,2407,1192,-2073,495,512,-378,0
184,602,-58,586,336,-2,-8,1
-732,99,-72,613,1074,-898,936,1
46,1707,-327,561,1031,1571,-839,0
301,1396,-508,-147,705,63,1423,1
427,111,-168,1138,156,-975,508,1
294,26,-1148,608,467,297,-89,1
57,522,-204,181,626,12,63,1
107,3564,-3292,318,-4926,2972,-182,0
-3684,656,-49,-4829,-5,-642,-1935,0
-1486,-342,-88,78,702,1068,767,1
2808,653,128,276,-134,1248,481,1
297,536,264,4,-116,-938,221,1
545,-3438,1476,-107,-873,69,1416,0
2012,1077,2756,993,-9,2158,952,0
231,1082,859,-676,389,391,2686,1
348,-304,-95,-915,-88,765,-2488,1
192,15,-144,177,-1587,-428,2233,0
1348,322,1862,-754,-88,1776,-978,1
794,876,-213,1497,-182,1163,-26,1
-856,1742,1962,-1208,249,-537,-617,1
-99,1486,-1876,826,601,541,906,1
-464,-2692,1745,-1837,-2027,-9,-3762,0
-2818,1034,799,-548,457,1967,-5217,0
767,1843,-693,188,-11,-77,-182,0
813,-272,213,104,742,-585,664,1
-204,401,-1242,-14,-381,-475,-542,0
1319,342,-2878,-74,155,802,-1334,0
258,-68,286,-5,23,1881,96,1
424,83,79,1016,-928,1272,-45,1
1026,1636,749,543,1068,-392,818,1
1077,-8,833,1067,49,744,-562,1
1111,-992,2417,-468,-117,433,1806,1
246,-1519,66,-1872,-89,-127,821,0
-467,1453,3219,1247,-2851,1264,105,0
-1901,604,-552,-1575,681,14,234,0
-555,268,878,22,74,1325,-898,1
1074,-1639,-1334,-1191,-2263,3584,1909,0
-327,-524,648,-676,-282,1165,-436,1
9,-1499,247,128,-932,32,-158,1
1236,-99,1112,812,-586,1378,664,1
-1166,1889,1661,427,-399,-296,46,0
5,104,1688,802,-457,1188,-1139,1
1457,-235,-1084,2669,929,-804,-439,0
606,1467,52,1042,524,747,407,1
1295,-858,626,-1141,45,-145,-138,1
-2402,-1829,-438,1261,-654,-144,1023,0
-1664,-17,1064,3501,2879,1217,-1252,0
1146,1796,-302,-75,-322,1598,-999,1
-45,-154,533,57,-564,1874,1317,1
1417,257,281,-426,-25,2508,3058,1
502,54,-1078,2427,-89,-982,-406,1
474,1885,-376,54,-11,754,1142,1
-799,196,967,83,-436,2161,853,1
-1323,-1154,234,236,1549,716,29,1
1285,331,451,-515,-19,19,-66,0
2813,84,-599,1577,-1092,-168,827,0
-1415,1159,-1103,-1748,332,-156,1404,0
583,-875,379,105,2827,653,-146,1
207,677,-117,-1182,1049,-559,96,0
-4187,2558,126,-1764,-1593,3378,-1284,0
4093,-2545,4092,-389,311,353,-14,0
-937,-775,301,-6,4466,-247,-1481,0
553,69,523,102,-712,-1444,-432,0
-2484,29,931,-692,-636,1889,5018,0
-1122,-1633,1594,65,494,774,93,1
-242,-25,-1039,418,591,73,2459,1
464,-2033,-605,-163,-928,2206,-1864,0
752,-1631,-774,-5058,-2985,-1099,-86,0
948,177,392,48,302,583,-1,1
-1466,294,1499,1131,-653,2016,-582,0
2742,65,-2682,4302,3964,-156,374,0
295,-121,-633,498,1108,62,-118,1
-134,-3859,729,-1072,1848,-2809,-904,0
-353,121,-713,-6,738,303,2147,1
1424,-7,254,1059,435,1305,1862,1
225,199,581,682,2095,168,29,1
4046,-1127,26,-636,439,25,1633,0
-3357,198,-177,-1497,3252,-926,-1024,0
1188,123,-11,137,412,1897,531,1
1108,-578,-511,52,-359,1426,2367,1
3091,381,126,-1266,-711,1061,-3057,0
-553,-1056,-4649,-1377,-2517,6223,-643,0
693,864,1489,-2163,-1017,17,-165,0
364,408,-2237,-2811,-1553,-3672,4179,0
-98,-1739,74,-2283,972,3194,2886,0
-4671,635,-616,1614,124,-2004,-896,0
1442,1962,-438,3772,-1006,-54,-322,0
-2721,1167,275,2909,4811,-2579,-1836,0
448,-1043,-217,591,2495,1044,1312,0
-198,-2676,-1672,-2778,573,477,-235,0
184,-1204,-1883,3732,218,-1457,2362,0
-1905,1122,889,2147,1959,-1122,-1323,0
-167,1794,704,779,585,-758,1073,1
-3253,-3187,-4224,5355,2627,1502,-417,0
3938,4114,3958,155,4122,-777,-2044,0
-1533,-1694,1291,-2936,3701,-535,1252,0
-3547,72,802,686,3047,-2866,1577,0
1009,1566,81,1074,31,-1424,516,1
1385,2025,-998,-1724,3223,263,-85,0
473,1566,-476,1372,1924,783,251,1
-781,15,316,-745,878,-149,366,1
3631,-2074,426,1358,-24,228,-219,0
-1633,645,-4053,6133,-2037,3423,-2828,0
-387,847,4897,1954,6398,2224,-7,0
2037,37,1694,-374,1304,1357,-11,1
1149,-201,-692,-336,2524,-1089,-45,1
1461,922,1888,1011,806,319,762,1
1179,151,-1857,827,-1528,656,803,1
1077,498,-1922,1344,1555,46,444,1
814,-1298,-1066,1125,-472,-181,-938,1
-61,32,-233,1511,1372,1101,1015,1
-12,1021,197,-38,363,1087,414,1
-231,-113,554,1182,1488,2293,442,1
2856,553,929,-2621,-2719,714,867,0
102,822,1032,-169,434,1521,1301,1
1453,624,1232,492,944,827,715,1
-517,3593,1611,-4179,-3721,1345,-749,0
-3,1656,411,95,1222,-231,2569,0
2114,1235,1124,1688,-93,-102,42,1
-1506,972,114,2227,-424,92,1112,1
4446,967,657,2505,2062,-2304,112,0
-941,108,-102,-1781,-505,-21,6,1
734,-1129,1095,2271,-187,-339,649,1
-5093,1535,2496,2027,-336,-3333,2527,0
-96,-2442,-1249,712,-3,4088,175,0
641,-1912,82,415,139,1065,-101,1
-1622,384,31,1768,-481,-1258,805,1
1983,201,-1392,1969,-23,-178,-436,0
3719,-773,1789,1134,204,-1861,418,0
1,-696,-1076,796,1236,1389,1842,0
514,3718,-2473,-665,941,-45,4364,0
821,-404,3222,-593,-1675,101,567,0
843,-752,1537,-1851,-1426,757,1163,0
1478,538,2094,-1462,1149,376,3452,0
1082,292,-2265,684,2495,-2573,2577,0
1545,-1526,1595,741,-707,-678,1964,1
-638,-2261,2938,-31,-1365,-335,-551,0
1943,608,-1739,824,899,-56,1324,1
2213,1886,2618,-252,753,-4474,178,0
1707,76,-77,-1293,2872,-2155,3645,0
883,-1637,92,2697,-972,524,401,0
-984,-1073,1028,3052,1326,428,132,0
-566,697,-132,3054,325,58,-422,1
306,-11,-554,1114,1572,868,2389,1
-1422,1403,1515,-98,-28,423,726,1
2566,-938,2088,3177,641,261,-156,0
125,1026,-636,-9,-108,296,-1446,1
1029,2415,1212,-4798,-2158,228,-2116,0
-305,878,-826,119,-1547,-3327,-2153,0
-678,601,2054,-207,1309,-3678,-4922,0
167,2344,2086,474,1923,108,301,1
-1011,-622,439,2018,389,-4177,-1,0
611,13,917,1466,-1118,-3052,-1118,0
-1328,-1347,-1948,-1927,-1516,-1777,1395,0
-298,398,-311,1325,-483,1498,1606,1
-1999,-2408,128,338,4029,-25,1168,0
1876,1655,5046,-2411,-2772,156,664,0
123,601,-1271,-1307,-261,632,-858,1
182,582,-1214,1129,194,1471,59,1
774,2456,-1973,-1798,2043,1142,-873,0
-1833,-1666,871,-647,-4698,-2125,-1887,0
558,216,8,2761,702,545,707,1
-1971,-476,8,507,2191,-92,-215,0
2888,-1168,716,-4153,56,-1339,1136,0
3633,3292,-1613,-1064,2665,55,-195,0
-2566,1007,-1448,-2083,-1839,1832,-1014,0
4166,-3987,-506,-1579,153,-523,-202,0
824,1158,595,535,376,2214,1024,1
2768,-496,1522,1276,-507,-543,1198,1
2,-2169,1957,-2334,-266,608,834,0
1203,-678,3221,786,56,42,-4382,0
496,1363,61,225,1304,69,593,1
-261,4507,-732,-595,1537,-456,-1131,0
-1451,555,-3191,1576,-719,686,-487,0
-196,-387,1167,719,416,702,2601,1
-3256,1164,-859,-71,-2154,-257,1658,0
-248,348,53,-403,795,374,-89,1
584,239,672,104,584,-1005,1986,1
-1022,-718,2464,608,-2189,-52,-188,1
56,957,-434,-1974,1067,474,-1954,0
406,446,418,44,155,461,22,1
-1004,1292,768,-1709,124,734,559,0
1188,-193,-162,36,1978,-4666,-394,0
772,772,-29,-74,664,-1,58,1
1435,-1012,-266,171,-607,-1445,-2915,0
1915,529,65,-358,529,61,582,1
1053,1526,-2309,-527,498,-71,1313,1
129,1593,-18,-472,-307,171,1456,1
422,1555,842,1976,-57,715,977,1
469,-176,288,-289,36,-555,-1242,0
-96,1974,92,-1043,554,413,753,1
-256,1802,767,711,2197,1222,246,1
-206,567,145,2481,2304,-294,-45,0
-123,226,-58,2563,671,1533,367,1
2281,1583,357,1575,527,-786,-102,1
-2854,1432,-118,1534,-2583,364,4463,0
-76,1444,-921,207,-697,1866,-964,1
92,-244,804,205,-413,-373,-1619,1
351,345,-4594,-289,-671,-578,771,0
109,-2134,132,-321,1896,189,1178,0
142,1855,1029,901,-1138,1879,3,1
-117,3509,-1539,-267,-2303,182,-1372,0
624,-137,67,822,1345,164,-16,1
-78,547,-53,1063,-774,1231,-617,1
-2078,2115,609,-2788,-1727,1355,62,0
973,874,285,-768,1953,-1566,892,1
222,-566,301,-1463,-147,1904,-779,1
254,78,545,537,1109,-1377,975,1
1027,847,-1256,1112,29,197,246,1
-408,-149,1087,649,1536,872,-492,1
1292,-38,138,1912,6,903,-887,1
3217,-2664,31,-425,-289,-488,3544,0
-764,1696,-792,845,-347,338,84,1
1965,458,628,334,237,-1156,31,1
-1,-181,275,288,833,1482,-247,1
13,733,-4358,153,199,2552,-1688,0
756,1806,-243,425,2369,-101,1191,1
-1676,422,-4497,-1396,-5278,-2297,-549,0
878,-1402,2096,2269,-619,-584,-141,1
81,486,-524,-1233,1175,721,2229,1
117,1188,1329,-909,-673,227,48,1
-968,-242,946,-995,444,-1451,-956,0
-1027,-3747,-1392,739,-1249,182,307,0
491,144,-1712,-98,-1514,-25,-891,0
12,391,67,357,59,1037,116,1
662,-1617,958,913,42,3115,-62,1
-369,-1784,2341,-1187,1487,6,-1835,0
741,-2774,-89,-472,-548,652,161,0
923,748,-2559,799,-392,-3206,562,0
-1796,-5007,-75,-2185,-544,-1788,2431,0
2178,-68,-1239,2546,-1654,-3967,-1704,0
-1477,1018,2752,-1005,2075,4016,239,0
-2107,1368,548,-141,-1101,658,552,0
2044,-176,486,-1546,157,-522,-1497,0
762,941,34,626,674,-336,1122,1
4647,-647,-1218,522,2536,3781,-2351,0
1574,1304,-885,1407,4297,201,-992,1
572,463,1682,514,387,736,1382,1
-76,55,583,-65,-21,659,-97,1
-58,-694,-207,869,471,1262,-908,1
1008,-32,1708,1343,-1231,-517,-191,0
-3397,1498,-1047,837,-812,-1994,91,0
-558,-74,721,1244,1058,1404,46,1
1034,-2876,-431,2475,-615,2821,-486,0
-1292,-1643,-736,-2076,-68,1962,-2726,0
1874,-26,-621,453,-408,166,-1692,1
-36,1739,19,249,-1201,194,-45,0
3797,-45,2362,1703,-1147,1854,-1145,0
363,1525,-27,715,-428,144,46,1
-797,712,-4195,-2117,-299,2938,1307,0
628,-1076,514,1434,319,-436,1548,1
2425,-182,1397,-973,524,-462,-1123,0
925,2027,1459,467,-1691,-697,1068,1
958,146,212,-307,1927,2,-271,1
-5488,-2172,-224,4573,2818,-903,367,0
-61,1245,-759,1017,2406,-2287,-609,1
146,-994,1222,495,-49,1878,1044,1
-1045,-237,-949,1089,-852,-2197,653,0
-702,15,-107,521,-775,-122,519,1
1112,785,219,-371,-495,1121,919,1
1134,-1892,-588,-959,629,-982,-177,0
-3065,2379,-73,-2539,-1724,-1294,-1042,0
923,372,-79,-469,1045,-843,-152,1
683,-61,1248,619,534,674,1888,1
1829,-3155,-2494,1878,-39,1288,-1119,0
181,533,-369,-684,-1,601,-476,1
2484,1939,-617,-2056,-619,-2217,-77,0
-2714,1634,-663,3663,724,-452,14,0
-3428,347,1221,-1241,974,1132,-1643,0
-3382,-626,-494,-1356,57,-615,1464,0
-661,573,1663,38,46,1114,934,1
-644,1564,-3339,-1226,-1303,-515,97,0
-2108,-868,1201,1807,3849,-41,-927,0
675,1026,754,145,84,2025,184,1
-3406,-257,-2258,-762,-629,1815,818,0
-2561,25,-119,-4956,-87,91,-407,0
1766,-5,398,1392,-362,-18,146,1
194,-301,963,1328,686,804,-913,1
61,874,268,-297,-1089,45,-632,1
3579,592,-445,-884,209,-147,-3212,0
-228,1329,1615,-903,2616,867,5,1
904,2221,1154,1095,1108,-3117,805,1
-2149,-3408,615,-3358,-2,251,386,0
1778,-182,-171,-183,1748,-1796,1672,1
-965,-441,-1058,1201,1621,1135,728,1
-818,-3878,256,176,294,-201,3472,0
-1726,1825,2239,998,-811,646,855,1
2006,-354,2437,-1516,1537,773,668,1
4,1748,1017,23,227,75,276,1
98,957,675,968,809,555,538,1
3418,427,-1787,1946,-119,-3,-593,0
441,-2525,541,-1826,46,1629,-3093,0
-203,1384,34,-444,594,849,1062,1
2064,29,1994,2174,101,-1,-93,1
-478,-922,-445,2599,-3079,1995,2013,0
695,424,942,362,126,-1117,127,1
1641,324,1997,-215,1495,1489,-1772,1
279,839,344,335,1951,-1768,4013,0
-166,648,-66,813,95,1037,442,1
-804,-898,-1377,1756,1418,-2983,-468,0
7,-203,-4162,1838,129,-1003,1102,0
75,-722,-256,665,715,-1864,-2633,0
1304,1109,888,-598,341,185,707,1
1007,1614,-27,1291,-931,2438,-1568,0
194,1171,-267,727,1748,-1292,742,1
-1414,565,103,657,1745,717,1685,1
518,1399,-717,-9,584,55,-1427,1
1632,807,-82,2081,222,748,7,1
1595,-4299,1259,2269,-1104,-53,196,0
-1415,-1569,-615,1426,-8,-2384,-263,0
23,-318,-38,1681,1184,168,1894,1
-1587,-1643,345,-2855,1944,-824,-2462,0
-2186,-769,-388,-2042,-2129,-1325,1619,0
-3956,25,147,-877,-5224,-1174,2662,0
194,41,506,426,592,239,-186,1
167,-1014,-1602,1074,-1059,443,3206,1
-3876,-75,-1563,-2346,-607,3116,-792,0
-4241,-1905,32,3694,-123,335,1613,0
-1826,-986,-138,-58,-4227,-132,2445,0
-805,1455,66,-734,23,164,-912,0
-31,455,1435,2652,3664,617,88,1
-3266,521,214,-1123,3345,-674,4435,0
-207,723,-149,-49,-394,3025,-1568,0
326,-1515,3454,-111,-1564,-3706,994,0
-1054,669,-2278,1631,131,579,-2063,0
-1285,-249,615,-147,866,245,12,1
561,-525,1131,88,321,1353,924,1
-1348,623,-702,674,873,-462,-1409,1
74,1172,135,1359,64,1892,683,1
-3268,-4726,-23,-403,88,826,636,0
-2086,1986,3189,1777,801,1169,-1211,0
2704,68,1321,109,3133,2848,-228,0
591,-176,1098,957,51,193,-173,1
1309,-692,1355,992,344,58,-53,1
-1086,482,507,2115,-121,-937,-2905,0
-1965,271,-1393,-1516,3542,3034,3301,0
198,752,148,1452,-1559,93,1166,1
141,-467,808,1608,2305,1231,222,1
886,155,74,109,-54,-2124,2078,1
2795,52,1986,-968,454,1169,-1335,0
392,-2317,1082,-3867,-138,-615,2386,0
66,2157,1471,466,-95,7,1828,1
-178,-15,1594,-609,71,431,-102,1
-276,1647,-787,981,-237,-323,-1191,1
74,108,288,427,2553,314,-732,1
-2961,1527,-409,2432,1111,886,3849,0
-86,92,1158,1517,972,-265,159,1
607,-79,2708,504,873,0,503,1
1187,-5,227,-172,254,1574,-337,1
2625,163,-2691,863,326,-723,-3986,0
1413,1674,762,-3,-1134,67,-81,1
123,-1396,913,91,-136,245,945,1
259,1456,-277,412,-2326,847,82,0
1198,372,582,1973,238,441,442,1
4048,1729,-524,-379,-2779,691,-3466,0
-6,102,343,-18,685,227,-906,1
517,-316,-1407,-408,-2988,613,566,0
1182,-3416,-772,-1587,2575,2432,-2957,0
1637,2182,5669,-478,1471,-9,3498,0
-511,578,3175,1542,-436,-36,-61,0
-3621,3521,1578,-3412,-4566,-2262,756,0
-405,1025,-1868,-1293,781,858,-656,1
196,-1963,128,172,-153,-357,-2786,0
-532,1426,508,1664,1727,-461,247,1
2024,753,-322,797,2001,487,24,1
187,-166,-3101,3151,2548,-561,-1598,0
