@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R8-9,13,16,18-19,21'

@attribute A8 numeric
@attribute A9 numeric
@attribute A13 numeric
@attribute A16 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute Class {0,1}

@data
2025,664,2452,2879,1217,-1252,0
-969,-161,-754,-322,1598,-999,1
695,782,824,-564,1874,1317,1
-1128,-181,301,-25,2508,3058,1
-1888,2045,1912,-89,-982,-406,1
1193,-669,492,-11,754,1142,1
-29,2041,-1606,-436,2161,853,1
224,-81,-832,1549,716,29,1
-2268,-569,3,-19,19,-66,0
1494,52,-12,-1092,-168,827,0
-1848,-806,2266,332,-156,1404,0
144,-925,2053,2827,653,-146,1
2749,163,-722,1049,-559,96,0
-1741,279,19,-1593,3378,-1284,0
949,-158,-751,311,353,-14,0
-99,1486,1756,4466,-247,-1481,0
-1171,2174,58,-712,-1444,-432,0
-1413,2906,-2168,-636,1889,5018,0
234,1861,819,494,774,93,1
1069,-1086,-446,591,73,2459,1
-1182,-1233,987,-928,2206,-1864,0
-122,318,-119,-2985,-1099,-86,0
898,1388,582,302,583,-1,1
-247,-229,-507,-653,2016,-582,0
-832,61,-3332,3964,-156,374,0
322,63,437,1108,62,-118,1
-23,1124,4464,1848,-2809,-904,0
19,103,2007,738,303,2147,1
-518,-7,903,435,1305,1862,1
285,1032,1087,2095,168,29,1
339,1698,-2,439,25,1633,0
-1803,998,-568,3252,-926,-1024,0
-727,-905,-616,412,1897,531,1
318,-11,69,-359,1426,2367,1
-17,3048,-3919,-711,1061,-3057,0
-2004,-312,2456,-2517,6223,-643,0
4599,-286,-2687,-1017,17,-165,0
-2963,222,-62,-1553,-3672,4179,0
-637,-55,-412,972,3194,2886,0
721,-2701,2457,124,-2004,-896,0
-1418,-2432,-3316,-1006,-54,-322,0
1038,-237,-1015,4811,-2579,-1836,0
-2691,48,-3715,2495,1044,1312,0
3804,-3925,2171,573,477,-235,0
-2275,43,249,218,-1457,2362,0
-526,128,-1906,1959,-1122,-1323,0
594,368,-47,585,-758,1073,1
1732,-2642,-2797,2627,1502,-417,0
3846,-1838,101,4122,-777,-2044,0
58,4226,761,3701,-535,1252,0
-766,-131,-2774,3047,-2866,1577,0
174,576,357,31,-1424,516,1
711,-2354,2714,3223,263,-85,0
-602,1745,267,1924,783,251,1
-412,1263,-1006,878,-149,366,1
277,-66,1351,-24,228,-219,0
-226,-564,221,-2037,3423,-2828,0
-998,123,1385,6398,2224,-7,0
-1148,-545,-1065,1304,1357,-11,1
-8,-447,279,2524,-1089,-45,1
1227,-1779,179,806,319,762,1
1815,1646,106,-1528,656,803,1
962,-142,-412,1555,46,444,1
1929,192,1216,-472,-181,-938,1
903,-32,1645,1372,1101,1015,1
913,817,-711,363,1087,414,1
929,1106,162,1488,2293,442,1
-37,2146,-2106,-2719,714,867,0
1323,-829,-956,434,1521,1301,1
1593,533,-716,944,827,715,1
-314,-679,-164,-3721,1345,-749,0
1454,-676,2673,1222,-231,2569,0
1039,281,1197,-93,-102,42,1
156,-1111,1608,-424,92,1112,1
1257,-1601,466,2062,-2304,112,0
-547,-1205,469,-505,-21,6,1
886,2548,-163,-187,-339,649,1
1271,-1306,-2257,-336,-3333,2527,0
1983,-864,-893,-3,4088,175,0
-606,2777,1837,139,1065,-101,1
429,475,-87,-481,-1258,805,1
-1112,978,1647,-23,-178,-436,0
-879,7,-2641,204,-1861,418,0
-474,1579,-1184,1236,1389,1842,0
-893,542,1036,941,-45,4364,0
-2131,541,-845,-1675,101,567,0
3126,2017,-2156,-1426,757,1163,0
653,-1298,-3378,1149,376,3452,0
-61,924,48,2495,-2573,2577,0
-348,387,546,-707,-678,1964,1
-3826,1303,2692,-1365,-335,-551,0
608,1992,-104,899,-56,1324,1
865,-399,1574,753,-4474,178,0
936,263,461,2872,-2155,3645,0
306,2624,-1999,-972,524,401,0
-1992,66,-3266,1326,428,132,0
88,867,881,325,58,-422,1
-913,-364,536,1572,868,2389,1
408,2728,-505,-28,423,726,1
527,145,102,641,261,-156,0
1335,547,1195,-108,296,-1446,1
-62,-235,-1341,-2158,228,-2116,0
-869,1027,-1342,-1547,-3327,-2153,0
-173,-2223,1136,1309,-3678,-4922,0
822,-1265,2179,1923,108,301,1
-2715,-2511,-354,389,-4177,-1,0
-813,2156,-3329,-1118,-3052,-1118,0
274,122,1123,-1516,-1777,1395,0
2157,1421,-503,-483,1498,1606,1
3383,2525,1048,4029,-25,1168,0
-94,-3256,-391,-2772,156,664,0
874,-2119,199,-261,632,-858,1
1036,225,-173,194,1471,59,1
1224,-2349,-834,2043,1142,-873,0
1228,7487,1341,-4698,-2125,-1887,0
-1533,98,1111,702,545,707,1
982,-1364,1068,2191,-92,-215,0
-43,-912,2601,56,-1339,1136,0
-1452,2566,2075,2665,55,-195,0
-742,2477,-1447,-1839,1832,-1014,0
-2365,1432,-1929,153,-523,-202,0
-394,438,3582,376,2214,1024,1
577,2087,-489,-507,-543,1198,1
1615,188,-1868,-266,608,834,0
194,852,-2312,56,42,-4382,0
92,61,944,1304,69,593,1
131,-25,-1204,1537,-456,-1131,0
486,1702,-178,-719,686,-487,0
548,204,123,416,702,2601,1
-1758,-237,-521,-2154,-257,1658,0
141,878,1724,795,374,-89,1
-354,-751,297,584,-1005,1986,1
-1361,-1031,62,-2189,-52,-188,1
-1316,-4373,2222,1067,474,-1954,0
-3,175,-1203,155,461,22,1
549,1178,436,124,734,559,0
-2328,-154,3455,1978,-4666,-394,0
72,2952,1033,664,-1,58,1
2425,-266,-1639,-607,-1445,-2915,0
-274,-919,-1118,529,61,582,1
522,-109,1643,498,-71,1313,1
1299,348,-118,-307,171,1456,1
-262,1398,1815,-57,715,977,1
988,1764,-225,36,-555,-1242,0
7,-1926,425,554,413,753,1
-673,715,1418,2197,1222,246,1
1417,-2256,1489,2304,-294,-45,0
79,1283,3283,671,1533,367,1
28,42,2096,527,-786,-102,1
2,1152,365,-2583,364,4463,0
26,329,-309,-697,1866,-964,1
144,-45,2522,-413,-373,-1619,1
-874,-166,865,-671,-578,771,0
-1521,-486,362,1896,189,1178,0
442,1265,-1042,-1138,1879,3,1
-1237,-4109,-2413,-2303,182,-1372,0
736,734,329,1345,164,-16,1
-1938,964,3389,-774,1231,-617,1
-153,-1563,1944,-1727,1355,62,0
612,-3288,29,1953,-1566,892,1
-66,-203,-442,-147,1904,-779,1
44,-189,1415,1109,-1377,975,1
-5,-885,123,29,197,246,1
-148,115,-16,1536,872,-492,1
1359,-391,-972,6,903,-887,1
-199,358,418,-289,-488,3544,0
1138,1192,516,-347,338,84,1
-167,403,-729,237,-1156,31,1
102,65,26,833,1482,-247,1
-27,-3402,1672,199,2552,-1688,0
-702,133,1557,2369,-101,1191,1
41,1368,3776,-5278,-2297,-549,0
-48,1178,1615,-619,-584,-141,1
-84,-1687,-87,1175,721,2229,1
923,-1153,1215,-673,227,48,1
-1318,2973,-2354,444,-1451,-956,0
191,216,-446,-1249,182,307,0
-28,-4201,2617,-1514,-25,-891,0
-318,65,-153,59,1037,116,1
96,-158,-17,42,3115,-62,1
2201,-159,-52,1487,6,-1835,0
-62,2013,1046,-548,652,161,0
-109,1282,5,-392,-3206,562,0
219,-209,-1811,-544,-1788,2431,0
2976,-1367,368,-1654,-3967,-1704,0
-1643,254,-1526,2075,4016,239,0
107,-29,-874,-1101,658,552,0
3047,3217,2894,157,-522,-1497,0
435,1624,-163,674,-336,1122,1
3215,3204,861,2536,3781,-2351,0
675,1191,1651,4297,201,-992,1
-867,-16,724,387,736,1382,1
-123,-561,2354,-21,659,-97,1
-929,-509,-7,471,1262,-908,1
-1703,-1906,3993,-1231,-517,-191,0
-3923,114,418,-812,-1994,91,0
1334,706,1335,1058,1404,46,1
-2748,4043,1221,-615,2821,-486,0
309,-988,-1066,-68,1962,-2726,0
1133,221,1543,-408,166,-1692,1
268,-2419,-2024,-1201,194,-45,0
217,-1179,1146,-1147,1854,-1145,0
89,825,378,-428,144,46,1
1055,515,237,-299,2938,1307,0
1098,12,828,319,-436,1548,1
-3216,-3124,-222,524,-462,-1123,0
224,-824,-37,-1691,-697,1068,1
1118,543,2914,1927,2,-271,1
796,-252,-949,2818,-903,367,0
5,107,177,2406,-2287,-609,1
-468,386,369,-49,1878,1044,1
-2097,-1665,4149,-852,-2197,653,0
-804,64,349,-775,-122,519,1
233,-662,1538,-495,1121,919,1
-1441,1363,78,629,-982,-177,0
-92,-47,1905,-1724,-1294,-1042,0
957,1844,438,1045,-843,-152,1
25,408,1225,534,674,1888,1
469,-1971,-1608,-39,1288,-1119,0
867,-996,778,-1,601,-476,1
2982,-2574,-3562,-619,-2217,-77,0
1311,-3128,293,724,-452,14,0
-554,2109,-1754,974,1132,-1643,0
1854,-8,4016,57,-615,1464,0
397,704,-17,46,1114,934,1
668,2889,38,-1303,-515,97,0
3861,-36,-1413,3849,-41,-927,0
4,1933,72,84,2025,184,1
-1637,605,3332,-629,1815,818,0
-1898,1116,1154,-87,91,-407,0
536,-37,1805,-362,-18,146,1
103,-5,-71,686,804,-913,1
-584,-85,117,-1089,45,-632,1
-1799,39,573,209,-147,-3212,0
906,28,101,2616,867,5,1
1208,-669,371,1108,-3117,805,1
-1665,2199,-261,-2,251,386,0
45,704,633,1748,-1796,1672,1
213,-1062,464,1621,1135,728,1
-807,695,4157,294,-201,3472,0
1449,1608,-702,-811,646,855,1
1834,-491,-16,1537,773,668,1
2444,2956,-1539,227,75,276,1
1044,-416,1522,809,555,538,1
2878,2095,-977,-119,-3,-593,0
-1996,-907,49,46,1629,-3093,0
224,165,2194,594,849,1062,1
106,1032,-1262,101,-1,-93,1
-1981,2055,131,-3079,1995,2013,0
-218,-645,-583,126,-1117,127,1
-1268,224,1038,1495,1489,-1772,1
-549,1088,-4597,1951,-1768,4013,0
1407,-346,2454,95,1037,442,1
2046,-1938,1538,1418,-2983,-468,0
2999,-29,-3594,129,-1003,1102,0
754,-2735,1388,715,-1864,-2633,0
-1178,2117,995,341,185,707,1
-1897,-2808,-267,-931,2438,-1568,0
757,-2804,-479,1748,-1292,742,1
679,-19,1195,1745,717,1685,1
-576,-297,756,584,55,-1427,1
802,-143,2001,222,748,7,1
-75,3777,1825,-1104,-53,196,0
196,-935,1547,-8,-2384,-263,0
-323,-489,1102,1184,168,1894,1
-1326,1964,1572,1944,-824,-2462,0
-264,965,-2412,-2129,-1325,1619,0
297,-143,-416,-5224,-1174,2662,0
2154,-1273,26,592,239,-186,1
218,64,525,-1059,443,3206,1
1729,-738,426,-607,3116,-792,0
-228,1873,-253,-123,335,1613,0
1264,-2167,-1263,-4227,-132,2445,0
-1588,-412,-2782,23,164,-912,0
1191,1007,-466,3664,617,88,1
-185,298,1035,3345,-674,4435,0
-316,1253,-213,-394,3025,-1568,0
-1739,4357,1648,-1564,-3706,994,0
1193,-461,-834,131,579,-2063,0
-491,1207,298,866,245,12,1
1658,2153,-2301,321,1353,924,1
-48,2658,1056,873,-462,-1409,1
1567,-12,322,64,1892,683,1
-2117,4752,-3146,88,826,636,0
2327,-3074,-937,801,1169,-1211,0
-2228,944,3298,3133,2848,-228,0
-535,1658,2821,51,193,-173,1
813,1016,2154,344,58,-53,1
647,-2102,1189,-121,-937,-2905,0
-3069,1172,998,3542,3034,3301,0
-1872,-1299,-257,-1559,93,1166,1
1122,21,46,2305,1231,222,1
-1436,284,1208,-54,-2124,2078,1
-182,-3669,2127,454,1169,-1335,0
-2208,-3021,1925,-138,-615,2386,0
679,46,699,-95,7,1828,1
1542,1848,1816,71,431,-102,1
328,999,-87,-237,-323,-1191,1
-74,811,659,2553,314,-732,1
-339,47,-2162,1111,886,3849,0
-166,225,-1188,972,-265,159,1
-384,15,-421,873,0,503,1
836,394,-328,254,1574,-337,1
-2049,4151,-945,326,-723,-3986,0
1903,134,185,-1134,67,-81,1
861,1239,-72,-136,245,945,1
195,16,1201,-2326,847,82,0
-193,-859,592,238,441,442,1
-2793,376,2047,-2779,691,-3466,0
135,-354,88,685,227,-906,1
3184,694,706,-2988,613,566,0
2874,-684,2583,2575,2432,-2957,0
-239,812,2421,1471,-9,3498,0
2972,-1074,-1738,-436,-36,-61,0
529,-981,769,-4566,-2262,756,0
1139,78,1536,781,858,-656,1
-961,865,395,-153,-357,-2786,0
-11,82,408,1727,-461,247,1
-2167,-962,1224,2001,487,24,1
47,785,-994,2548,-561,-1598,0
1798,1311,364,91,1788,-651,1
1484,-1184,-1432,3161,-1709,982,0
1118,1658,-1538,1272,-63,-745,1
-33,-411,1599,-1099,-495,262,0
-157,462,6,-213,285,1943,1
576,142,814,281,1082,-372,1
1484,785,-342,-2533,346,-1088,1
428,1689,324,1691,2713,572,0
3233,1365,-5526,16,-1376,-3265,0
136,1317,698,-147,928,306,1
-2302,1161,-114,-152,2042,118,0
1471,-337,1212,425,2196,-41,1
-1097,1047,-2412,396,187,3266,0
654,1141,934,1012,308,-566,1
228,-145,1785,1195,-863,3045,1
359,145,164,649,1351,-93,1
4669,-696,2032,-2575,-1922,-1031,0
-89,255,1351,-182,266,2495,1
217,1363,-394,-1079,165,-845,1
-1194,-89,129,-1339,664,-6674,0
-176,1552,1242,395,-633,-1553,1
2025,872,-428,425,77,132,1
406,-22,293,34,-51,-262,1
-228,1187,266,171,104,613,1
-939,-1343,524,-62,187,5,1
36,-196,1807,356,575,1315,1
-1015,-487,-1226,-1858,-1047,872,0
905,6082,261,836,-4906,-1895,0
-926,-556,-208,-1119,-65,-239,1
1009,-888,-58,1243,-87,598,1
2103,65,2466,1896,1692,1458,1
-2954,1254,-783,-842,53,74,0
-375,1442,979,-998,43,-2862,0
65,646,-177,3364,-1018,-3457,0
131,3024,-31,659,82,91,1
32,-51,-1862,-4105,-2124,-332,0
-576,-3794,-5333,2854,1833,-746,0
2325,-1298,-158,895,-1089,1316,0
555,1287,38,-49,-235,3149,0
-106,274,242,1332,492,-1524,1
586,1802,-3012,-3383,-2121,-1536,0
2702,342,-3323,458,-1593,-858,0
914,887,-904,1448,-48,325,1
25,-2279,-807,-4923,-431,-1884,0
-1648,688,-1196,2255,-1603,-86,0
276,1096,42,728,1234,65,1
1652,-1159,-824,1056,-2388,32,0
-511,421,19,479,481,-5,1
2442,-188,-619,-17,1499,1138,1
-1678,888,772,-565,424,-2684,0
-1239,-396,-24,-1125,-1,-726,1
1324,-537,-535,1686,-1924,-2157,0
-807,-3211,-2852,-2086,-2556,-29,0
-1348,1017,727,429,1421,684,1
-1476,2825,1292,3114,-107,-1742,0
5,739,4,509,78,452,1
1578,-189,579,676,35,608,1
-2509,-797,-1543,-2963,2859,-895,0
-345,-1027,-1112,476,517,-2102,1
-632,8,304,1185,1832,-1586,1
-3696,-1217,-2205,1177,325,1947,0
1106,1668,-575,-283,817,234,1
1828,-1336,-1866,2429,-1223,-1096,0
-4197,2354,277,-916,3356,1968,0
2249,-2573,-304,-815,347,-1505,0
1265,-1174,87,-18,-1205,-1386,0
-1089,-2081,2222,3384,-436,3144,0
1369,67,-57,1072,-117,954,1
38,205,139,154,1122,972,1
124,5174,-5202,-384,74,-934,0
244,-362,607,-261,-322,1137,0
841,-259,1594,181,1031,-504,1
707,357,-336,1858,1743,708,1
-12,4,1477,751,-2992,-7,0
555,168,1668,607,1496,461,0
-609,28,752,-1536,1192,1216,1
-603,-1465,-2616,-1418,1666,36,0
1328,399,-2402,768,-976,-1167,0
959,1002,-212,-1708,-101,-1135,1
-249,-1,4318,308,2814,-345,0
406,2636,148,-919,1725,-4328,0
-46,595,1295,998,-1112,1404,1
14,-6,-978,1256,559,-11,1
-758,1805,308,22,626,927,1
-286,651,1788,2182,95,-1695,0
-684,-522,-592,-144,785,2555,1
2461,254,3529,1154,-2822,407,0
-1515,94,357,208,1794,1146,1
-1127,3714,-2098,-2186,-2463,-3779,0
1577,-2333,6397,3716,-1356,-315,0
1073,674,29,-1357,-68,949,1
2873,3671,138,-3169,-1984,-1658,0
-1477,-3716,-18,-2379,-1902,-485,0
12,1489,512,-1,-1354,195,1
-164,1829,-188,856,-87,1535,1
817,2635,-2951,918,-1959,2186,0
