@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R7-8,11,15-17,21'

@attribute A7 numeric
@attribute A8 numeric
@attribute A11 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute Class {0,1}

@data
1599,-372,-384,-668,-15,-1604,0
1154,1505,-659,808,417,705,1
1839,1662,634,1185,436,423,1
1588,27,2128,743,-371,-607,1
1191,87,1433,218,126,-472,1
98,2252,99,-392,-601,91,1
-2531,105,-414,724,994,-642,0
1916,1774,1687,-189,-293,792,1
72,925,962,2078,-95,1403,1
224,1076,1082,1345,1075,1708,1
351,401,158,34,1962,127,1
-792,3408,-3,-2896,-1366,2213,0
-881,614,1048,44,1503,1372,1
243,-801,604,-655,2888,105,0
-32,-607,766,589,-557,622,1
991,1512,542,2002,257,59,1
-1415,-1275,1092,1908,621,1585,1
-208,3602,-361,-1274,383,-125,0
41,-5399,-1396,221,3817,121,0
-2686,-1972,1785,74,-689,394,0
-2472,219,97,1623,4239,2716,0
1244,-1537,3138,-4214,-538,-551,0
-1457,3311,-95,-273,-3707,994,0
169,-1288,-1167,207,-1397,2663,0
-195,2256,113,-785,1748,271,1
-107,1994,1896,-895,29,991,1
91,1288,1585,159,379,-1321,1
2223,1184,-771,892,2909,-1274,0
-1172,-3008,-1503,957,3776,-1408,0
147,926,-493,677,1641,205,1
-473,2627,-2676,1435,1902,-868,0
1647,98,-66,786,2127,884,1
943,-156,17,-1067,1645,383,1
1963,1664,-1552,3448,3135,545,0
467,1143,735,344,433,-1267,1
-195,625,361,-1074,847,114,1
-43,-159,-2865,858,1029,1358,0
1106,191,631,-146,-288,-164,1
2484,928,5575,-614,-3751,-2669,0
544,-713,1445,301,1048,-296,1
206,2025,785,1246,-171,172,1
1616,-564,1856,-515,609,-946,1
611,1087,286,-222,209,-309,1
2102,2316,-2551,3747,3132,316,0
264,11,316,274,549,143,1
1991,-1853,1043,-3636,-32,-2971,0
2885,-1255,-1267,-2551,1411,3601,0
-404,-152,1871,1209,-897,1185,1
2296,1223,1967,644,343,348,1
-2831,-2779,-1262,-1449,1626,56,0
2396,1325,1045,-459,-2218,475,0
256,-23,-1498,282,2958,3639,0
-88,75,28,1236,1785,-625,1
169,384,779,-378,-175,1354,1
-3066,636,791,-4006,-1815,-2805,0
833,993,234,-11,183,-415,1
121,1001,-96,1288,1531,96,1
-113,-1312,216,-1441,-4344,1399,0
-2324,-2622,-3724,762,-55,-1441,0
-1466,-3671,-83,2118,2302,2458,0
2567,15,-459,-832,1099,1341,1
-157,-3034,-1057,-3328,-1823,-3114,0
549,786,981,1262,564,-186,1
-544,793,1007,983,-59,-601,1
3378,-571,-2245,246,-244,-313,0
1647,1144,-1042,-1711,-2616,301,0
-159,-74,-1409,-227,-6,-1142,0
153,-2816,-399,-98,-185,-3747,0
-636,409,936,1907,-324,2971,1
-79,1597,-447,183,-2499,-18,1
2561,2629,-442,1429,-1269,1043,1
824,668,1351,1112,424,-225,1
631,-1948,-1005,1064,-477,-1373,0
1995,-1811,-2729,3297,-367,383,0
1194,-1096,3457,158,428,669,1
1825,1208,1129,655,488,-31,1
737,4087,-2295,336,-885,-4435,0
646,1451,-35,-1149,-736,836,1
947,275,1045,978,1765,-784,1
-321,-604,-1745,-983,792,1,1
-698,859,-316,2285,1744,769,1
1172,-1427,2769,731,746,2392,0
-863,-575,-153,1086,191,-749,1
-8,-344,56,273,209,208,1
-155,-1577,345,1676,3335,2119,0
-896,-737,-347,325,-2676,1597,0
-427,2898,-978,-346,-2783,-276,0
222,-286,-793,2477,1971,-1193,0
82,-238,-31,-716,-23,381,1
2175,-3141,1297,1441,-1127,-2881,0
506,-6007,-374,-626,-2805,-66,0
518,-4095,-856,-381,581,-2607,0
1008,2794,-1518,-1129,3129,-1516,0
34,958,-68,125,-1302,-179,1
-2626,1105,449,72,24,1842,0
227,-1106,94,457,211,4161,0
-48,-519,1157,17,651,878,1
1125,-1928,1575,338,555,959,1
-136,-814,862,-921,-1,-512,1
-3044,2451,-2401,-517,-553,331,0
1066,-877,-1274,-329,1737,-1384,1
-443,1524,-5163,-2154,-5908,-1311,0
2021,-872,2396,-1884,2094,-2114,0
2435,-1819,2959,905,-4354,3043,0
283,777,-607,-1244,-496,-243,1
-128,1114,1179,-1026,875,789,1
583,637,1112,-1728,3259,-2667,0
33,1835,-2064,114,-2081,527,0
1518,-524,37,1244,-623,1222,1
746,-402,-707,-381,-16,1267,1
-2876,-277,-6,1684,473,-178,0
1684,-74,1484,153,-1026,2206,1
-113,-1838,937,1232,-2978,-493,0
-1286,1222,1641,-222,-111,174,1
2301,625,862,1496,-2494,-791,1
788,-28,-16,1514,1208,-1707,1
497,-1764,-197,-1129,3675,-2705,0
1421,-272,-2803,2688,256,1529,0
-965,2053,1192,-584,3461,-3528,0
-3705,-2593,162,471,-3455,628,0
814,771,1238,3566,-1868,-856,1
2726,3999,1883,-1967,2728,527,0
684,548,2189,1929,1497,1435,1
2726,-34,-2253,2874,-114,1642,0
1081,-455,871,951,-394,1198,1
-456,334,3,946,1323,-598,1
998,2331,-3542,2168,803,-3843,0
-355,1947,956,1528,2438,-918,0
-1617,875,389,-978,837,163,1
1658,2914,-682,-33,357,792,0
1363,-1441,-38,1796,1541,2853,0
822,545,824,-252,1606,-874,1
363,-1587,-129,-156,2033,-32,0
2433,-91,97,127,1154,79,1
-1561,-3609,-1755,3198,658,26,0
-1229,-199,2434,669,-4123,576,0
593,-557,597,-103,857,-1863,1
556,3921,728,-4137,1362,-252,0
-841,-798,-125,59,-288,-1103,1
1076,1382,2196,53,2669,1122,1
-998,-1295,-2004,668,3243,-1538,0
325,654,-1667,-146,2037,1991,1
992,-2488,-1086,1117,-276,1559,0
626,456,863,1932,-2232,-3069,0
145,75,171,898,-133,749,1
41,1736,-152,1552,1305,1868,0
-896,159,666,98,-1153,-1556,1
2226,889,665,689,43,76,1
3603,-898,-206,623,1722,2381,0
-2362,394,-864,2096,-4584,-1946,0
-208,-2306,-413,2058,-1899,3266,0
-135,321,-2216,-995,557,2105,0
2706,-594,-333,75,-4,129,1
914,475,-527,896,2229,11,1
454,-3624,-174,-1358,-1164,225,0
426,2225,1926,1869,134,-1215,1
-212,761,1939,1832,-1093,-814,1
1174,106,2203,103,-1629,-232,0
349,-122,1859,133,-1213,305,0
8,441,2083,1631,-994,1798,1
154,953,-393,-515,2335,-405,1
-589,512,1146,-208,493,-73,1
-1002,-49,-1756,-174,3233,-2046,0
-2364,-61,2573,343,4667,4299,0
35,1281,-1547,-486,1521,5342,0
2332,-65,-646,-532,573,4186,0
-474,1772,3027,-4277,-2106,-353,0
1618,-372,-1965,1748,-34,1157,1
-249,482,87,318,889,1195,1
62,589,1822,3,86,522,1
4192,5668,1179,-712,2699,3122,0
-1173,4355,235,-1794,-26,-231,0
1068,2693,-378,625,1476,-374,1
1853,-204,1548,1288,1516,18,1
667,-278,698,-282,609,-192,1
-444,-116,1831,-1927,-1787,463,0
908,-1122,1977,-4597,-497,32,0
-374,1264,4626,-1427,-4561,2335,0
96,1924,-196,245,164,1756,1
87,2816,548,2034,336,1014,1
-1897,3112,-19,-1,-482,3224,0
554,-55,-473,31,179,-311,1
15,2122,-86,82,199,-4,1
1709,1463,51,466,1808,-38,1
-2764,-525,483,1295,752,-2734,0
7,537,8,442,2309,1712,1
-3268,-1612,-1772,3006,-2527,53,0
-1024,-52,-758,1424,-908,5268,0
-1166,199,448,-82,-1161,17,0
-2285,-456,-81,-1174,807,-347,0
812,-943,-88,845,476,438,1
459,-63,343,941,1172,-121,0
651,145,-447,85,-806,-2439,1
2008,-1023,481,-1034,-913,3364,1
666,695,-482,-2235,794,154,1
2283,-452,104,305,275,2747,1
-2025,-3,1962,73,2321,-699,0
299,29,907,1644,-664,3733,0
-555,685,29,11,131,-1176,1
-1989,545,-2306,-923,-155,3627,0
679,-1565,1039,1519,-263,-216,1
-84,-23,-69,1137,-2353,-1211,0
71,1107,1164,518,478,2687,1
2067,3267,-313,-1984,2685,313,0
-1,38,-263,-1235,-2569,-1175,0
1945,624,171,-504,1072,2669,1
1343,1557,-104,-142,232,-164,1
-3209,209,-3699,969,3682,-174,0
637,53,-888,8,-2,-823,1
-1794,538,-1058,1505,1631,-328,1
-1105,-1097,5,254,-2757,3957,0
296,-1553,2089,-277,-141,-579,0
83,912,1754,1084,-71,371,1
39,618,-376,-98,-985,882,1
4436,-3078,394,1834,-1066,-176,0
-1384,-2044,897,-1083,132,3156,0
2831,-1429,-638,1924,63,298,0
1484,2075,169,-761,1196,-533,1
1846,-949,2147,-628,-267,-346,1
453,-345,-2906,-3152,2509,1822,0
124,646,549,414,979,-605,1
-1652,2068,-474,34,455,-1491,0
1548,2039,-252,1138,77,-533,0
8,268,183,505,-221,96,1
-15,573,43,1817,112,-317,1
281,-282,-26,1789,-621,574,1
338,-188,214,616,-691,2183,1
-426,647,3377,466,-1316,3776,0
-1601,-3328,1089,905,236,1022,0
-2534,1293,1447,-101,-2534,1106,0
906,199,207,-538,1096,1236,1
1466,132,-1183,7,2424,-56,0
316,1488,1376,-433,-63,43,1
504,582,4942,1616,-1048,-19,0
-766,1911,-3812,348,-1704,-3052,0
43,3557,-505,-4167,786,2762,0
-432,38,-238,-41,-708,-234,1
3798,1313,-1045,-1546,-2064,-182,0
17,23,-436,618,606,569,1
2522,-1387,1668,-1266,-1997,-1302,0
-604,-1271,2505,-71,-114,909,0
1539,368,189,-199,-145,913,1
2314,-1186,2306,1373,172,-964,0
-144,526,798,1702,-724,1711,1
-2218,922,163,3143,-224,-302,0
1843,-1262,634,2337,-68,1161,1
-92,54,1175,518,-1363,251,1
2495,-797,-6274,198,-1448,2741,0
173,872,-43,1146,-159,878,1
378,-11,-329,-2768,-338,3014,0
-924,-2072,-538,-1925,-1361,1258,0
548,1781,-427,-443,-963,62,1
211,-757,-8,3292,-116,-112,0
64,-935,-177,1792,128,885,1
7,518,587,-1263,348,-517,0
2118,119,2591,-3,1389,2182,1
-105,-4388,1662,-4724,-271,-1154,0
3405,1712,-1257,1043,885,715,0
-5,566,1788,132,-284,894,1
-1117,-2461,4953,3327,388,205,0
969,-89,135,-25,-457,-415,1
705,735,665,625,1042,-459,1
1891,-2818,95,1423,1534,1342,1
-1749,-2138,-22,-3308,-1566,-3349,0
-293,2529,3357,236,-1756,-13,0
124,-926,-1933,142,4107,2273,0
138,644,1042,78,-306,-54,1
327,649,681,1556,-1453,-26,0
204,-1568,-212,-168,1751,-292,1
-1038,-33,-1742,402,-3273,-469,0
-144,1136,-3211,-2546,-4718,1158,0
22,2223,1462,774,-1047,1605,0
673,501,-634,698,-394,1308,1
911,-528,682,302,-1808,381,1
144,1758,813,301,54,1218,1
2052,2119,-1359,264,-1359,2422,0
-54,-1523,22,578,18,-1557,1
1482,-1399,-3712,-207,-2263,-139,0
4682,-4476,-59,93,127,-364,0
-1321,-1063,1024,-2184,2413,-2847,0
3742,-457,5641,4692,1966,-2499,0
623,-1524,1052,-224,448,2048,1
723,619,2184,736,527,477,1
-74,-1226,-105,-2632,-155,-1321,0
576,-19,1414,-417,783,176,1
1154,1195,-2997,1011,838,4009,0
3479,1668,33,-1516,566,-3628,0
-638,-858,676,-665,-41,-545,1
-1239,-223,1418,-598,2402,5238,0
1628,182,-1601,1452,1836,-3172,0
189,1198,-1771,1804,-288,-3176,0
-2788,-3308,2366,1457,813,-3056,0
-732,997,-945,-2595,-2085,33,0
-926,-1188,2,-3343,3018,307,0
-2024,1165,1186,659,5682,-3011,0
-18,-86,1267,-205,54,-2286,1
6,2491,33,-1558,-378,322,1
-396,-2478,-2772,-9,-811,36,0
295,-1623,-47,92,-73,25,1
-127,1062,2152,975,159,94,1
767,-216,452,1549,-155,852,1
1806,815,1959,-5,788,514,1
82,-726,-432,1317,-565,2089,1
-313,-1155,63,334,17,933,1
-779,-1192,-323,159,342,954,1
1947,1396,472,245,-562,693,1
1777,-978,-787,688,1523,985,1
-945,1138,2427,1708,-1743,-512,1
1378,459,2154,-359,2029,-152,1
-226,688,186,43,126,1305,1
1602,1114,-832,1257,1281,84,1
14,-178,-1322,-353,-223,-273,1
741,46,366,42,599,336,1
-1599,1477,903,252,1045,948,1
-2237,604,519,62,141,999,0
-823,-3526,-2408,-19,-407,682,0
3112,-1734,606,-153,152,3295,0
-772,1257,1479,1982,914,1911,1
51,702,229,3628,1688,-282,0
-799,-1617,-3234,2636,2218,-665,0
95,-678,1663,2785,1455,301,1
-2035,2824,3311,-118,-2565,978,0
1699,-374,-1646,17,697,-2857,0
335,-44,324,-1194,-146,575,1
309,979,966,1554,-1602,5792,0
-248,-451,59,1171,736,-163,1
135,2465,186,2073,656,1235,0
323,2652,-1477,175,-1984,-145,0
608,228,-539,34,-529,787,1
-1513,522,45,385,-1192,-1956,1
-248,1629,-288,-1104,-79,766,1
-1022,-1176,-548,-522,1575,1677,1
1157,856,137,61,114,-681,1
316,-544,1337,372,-1088,1545,1
-2717,3314,3218,-647,-1351,-2519,0
-749,-35,-1302,764,19,2436,1
64,-557,-151,-642,366,2638,0
1136,421,-793,-372,-1802,-1237,0
-16,28,1549,-203,2085,-864,1
-598,1002,348,77,896,541,1
-79,-102,979,246,-676,255,1
1243,1766,1057,-4608,-77,296,0
-1465,-1094,-898,1651,1981,-686,0
1432,-22,-149,-1,657,2,1
-1124,-1178,1076,742,247,498,0
1629,-1476,72,1248,-2064,-9,0
2226,-583,2029,1173,2663,54,0
708,45,931,-1231,-315,341,1
-778,1044,-329,-126,1241,88,1
204,1802,-15,-459,-678,2037,1
-106,-792,-197,-15,98,132,1
35,-66,887,-331,465,784,1
-2918,-1286,508,1958,-2644,3781,0
-57,-1169,-1819,1304,5092,-195,0
-509,-897,365,1526,563,-1618,1
1154,-822,479,272,1093,112,1
466,-882,-946,1838,-371,47,1
1052,-1806,86,-932,2645,-788,0
-542,1531,922,-1619,1092,1099,1
119,-101,782,-135,28,635,1
16,-849,2048,-276,-877,1324,1
-1001,905,-568,-1735,1285,-121,0
-2889,3058,517,-2819,-2052,894,0
-933,1159,1127,539,338,94,1
-1536,-261,-2442,1014,-171,513,0
2596,355,538,1968,1199,1506,1
1153,208,1672,2816,2061,1458,1
-2216,-706,654,-514,179,1322,0
-3627,162,1899,-1605,3197,-283,0
-1022,1208,2093,2085,2179,-2396,0
1151,1767,-4721,-208,3348,1428,0
-111,92,3574,485,-1937,488,0
-598,522,5082,-1477,-2584,-1756,0
121,-391,-887,1272,1591,-524,1
-398,2217,2642,1,6905,-523,0
1357,-1017,-1037,169,1064,-826,1
-1443,-1227,213,195,3424,-1266,0
574,1516,38,2091,-884,-523,1
215,1347,89,789,821,444,1
1714,1408,99,1498,1236,-415,1
-1733,-382,2318,-886,-1072,-44,0
985,2125,-616,-684,1718,235,1
-438,1309,-1688,-2227,-815,2592,0
298,941,2034,-1143,1544,-4818,0
-636,1399,449,2026,867,-5,0
-108,115,-566,432,-25,578,1
44,-147,93,564,75,-599,1
1141,3303,-2353,-1005,-1085,-183,0
1091,-95,-3399,-301,2252,-1224,0
-476,1273,995,201,-5,-494,1
-622,73,-3,1226,-209,1858,1
992,894,-63,2063,-563,776,1
-626,454,996,-896,65,1622,1
-1059,1218,1118,915,-682,909,1
2868,1296,-1639,-3286,172,-315,0
1894,-2278,-795,-1726,94,-1678,0
352,2882,565,-69,1546,-628,0
2706,-848,-215,-2042,-2628,787,0
94,1157,1365,1997,1682,-954,1
145,122,4316,2334,1314,-151,0
1437,301,-1476,3205,21,3691,0
23,464,-1299,1887,-479,-738,0
-95,-3302,1181,2244,-244,41,0
2917,2723,3015,-3926,-414,-228,0
-4854,-525,-3137,945,-32,3748,0
1032,1356,1288,-634,-1342,75,1
1781,-492,-432,-376,218,844,1
1508,-1778,899,-257,1991,1738,1
487,754,-361,158,-1084,749,1
-1184,1874,688,-44,3727,-382,0
527,685,908,-527,-697,14,1
-1763,-777,-62,2922,-1288,11,0
859,-467,-338,371,-723,2054,0
878,509,419,-1035,-696,389,0
398,-307,-776,6158,-416,1655,0
1693,-2156,704,1037,2088,1834,0
-589,-2,2594,-1052,1304,2704,1
1475,479,-87,1781,1578,1231,1
1103,-2067,-78,-2042,1232,2892,0
-3094,746,-1815,9,279,-196,0
908,867,386,-749,936,-714,1
-1088,768,-291,214,1265,-149,1
-3709,-1005,-2631,2743,-2005,-3431,0
-71,-846,2287,2653,65,-325,0
2129,694,-4108,3244,755,1027,0
1421,-124,-963,2583,-158,-617,1
-35,-218,2344,851,693,1042,1
-327,437,2349,-1754,-2106,67,0
535,2124,-905,998,406,-147,1
-2313,-824,1026,-591,-3142,435,0
6,1555,-274,239,-484,-2452,0
26,-1277,587,-99,-775,408,1
-311,568,931,2344,779,-2553,1
378,129,1731,-656,654,1732,1
-435,2188,55,-768,224,3818,0
2681,2075,1444,812,-1755,1541,0
2437,-389,665,2359,1484,1329,1
-1387,-15,1232,224,51,723,1
-395,45,1407,-763,-147,-1236,1
-82,464,815,-387,2767,145,1
261,1441,2504,12,2527,-1143,0
317,-137,454,222,-1902,341,0
138,-18,-943,926,228,431,1
1685,-936,828,-1253,52,152,1
-1156,-1335,-1789,-996,2281,2316,0
-805,-1261,1489,-331,1054,2705,0
-724,-4875,-486,2011,42,264,0
204,2002,162,2367,-53,-31,1
-374,-588,-1522,-153,3516,9,0
-1041,287,1907,816,982,-1896,1
3887,1178,-2565,598,163,-2482,0
-115,-213,-579,107,1717,1014,0
-826,2279,-2002,-1074,-1662,-581,0
-658,1691,144,-1296,1212,1685,1
-539,1047,733,1501,714,2013,1
1646,986,-3029,-792,-221,2264,0
1067,1369,478,-1536,-225,-208,1
82,-729,1848,774,1649,1762,0
-58,-306,401,664,198,42,1
1717,-2505,-699,1061,-245,305,0
-637,19,246,-2743,179,-3916,0
3392,-135,208,2423,1063,-478,0
132,92,176,457,596,-1714,1
2661,1209,-907,794,1184,689,1
-2226,668,669,-1502,18,-315,0
27,208,-212,4026,-489,704,0
-998,1063,1323,-1234,2435,-2826,0
1888,278,178,353,-899,2075,1
1592,-43,842,2111,218,-3912,0
-1585,9,1978,-623,-2902,1267,0
