@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R1-2,4,11,15,20-21'

@attribute A1 numeric
@attribute A2 numeric
@attribute A4 numeric
@attribute A11 numeric
@attribute A15 numeric
@attribute A20 numeric
@attribute Class {0,1}

@data
-412,-1865,1197,144,1968,-41,0
119,99,927,-1678,-487,105,1
535,1022,834,417,-714,157,0
-31,134,63,-88,138,932,1
-1131,-1654,193,3197,47,4644,0
255,1799,-56,517,374,-959,1
-1805,394,1821,2252,-3123,171,0
-1788,2803,1599,-421,-489,-974,0
261,2185,16,502,359,711,1
-397,-485,-956,474,715,-167,1
789,99,-211,195,1254,534,1
-207,-288,1428,264,-1764,2214,1
15,-1121,1195,1194,-67,-402,1
658,-305,1012,267,-633,2879,1
59,1552,-1087,-396,-92,32,1
-122,94,-102,1057,1398,1211,1
-2379,-1067,1183,-544,-63,-2284,0
99,-88,-1076,-5222,-301,424,0
-2042,-234,3145,1136,479,1018,0
-822,1115,-375,1389,642,834,1
-2205,68,-2713,-1927,695,-141,0
2318,65,-1586,112,976,11,1
-595,-1648,101,-908,-489,128,0
256,767,1152,747,478,-1072,1
-48,149,1394,-808,-92,-839,1
197,539,-315,-974,538,67,1
169,-1379,-867,584,1425,-1046,1
109,435,258,-1119,-175,1064,1
-3517,-226,2919,-3109,1782,-2531,0
-464,-13,809,857,-75,-257,1
-79,1732,3026,1971,294,-2356,0
-4675,-1536,-2128,-584,323,-1904,0
1005,-593,799,-414,-1549,-854,1
332,1528,-4019,925,3657,-1352,0
-269,964,-1606,-153,-1532,1583,1
2,-567,-222,-1515,-2577,-2584,0
3307,-66,454,-908,1217,-1735,0
142,-178,218,349,143,-1349,1
-213,-777,-3185,-71,-1344,-144,0
-43,-1107,1126,265,671,-2218,1
838,1247,1329,526,25,1478,1
1276,695,1154,1761,-95,49,1
-2725,-429,3962,1296,-813,828,0
-507,-1002,0,-2768,-106,-1176,0
461,1998,12,-33,214,497,1
-25,1569,1155,1501,719,146,1
1867,-1394,-2669,-1525,-17,-2374,0
-1077,909,-986,2043,-175,-747,0
-2679,-7141,-468,1133,-439,43,0
584,-1158,308,686,4674,1869,0
1155,829,787,1671,722,289,1
-299,284,199,-2679,-1936,915,0
782,1752,-837,-92,1119,194,1
438,-3561,2761,-54,2033,-2621,0
2445,148,405,-3711,-1155,-901,0
-474,2621,92,694,-239,504,1
-973,3178,-1147,-3598,-73,672,0
2118,174,-227,111,534,685,0
492,765,-967,1471,-562,486,1
-182,1604,146,-26,411,-1092,1
415,284,2555,233,93,76,1
-228,226,1098,1565,744,-526,1
-3081,65,-2923,-332,1092,5,0
479,-292,573,896,1184,23,1
2618,1069,554,2921,-45,1337,1
-96,-24,154,1729,782,301,1
249,1038,839,-78,2359,1101,1
1043,979,-201,914,1545,902,1
35,-758,1785,-507,1084,-1317,0
-928,565,823,863,-146,493,1
166,2068,62,67,933,-876,1
2346,-158,387,-126,-861,-67,0
-11,1903,114,-884,-166,198,1
1769,168,1515,198,498,-463,1
-1067,1529,-3025,-202,-2539,-535,0
-1524,-834,196,-4194,1677,-1867,0
629,-82,1096,-238,932,-9,1
-1815,1094,832,-1676,-2574,-905,0
652,-582,3226,-14,2695,393,0
-3609,-1151,-216,-1588,401,3973,0
1081,1261,424,399,-678,-1008,1
476,1464,75,2239,-731,276,1
-482,195,1078,-397,352,1511,1
-1527,-46,7106,-626,-633,607,0
604,1159,1628,-1538,332,1284,0
2833,2922,246,-164,-2136,92,0
1412,-786,1714,2647,-2739,269,0
905,1165,-616,-984,-225,1874,1
267,-1463,-1343,-473,-1008,2152,0
245,-879,-677,79,-1899,625,1
-1814,3032,1497,211,-414,-1772,0
1002,25,1512,641,-1679,-992,0
1241,832,-371,-22,786,-427,1
463,-3204,-3594,1355,153,-2549,0
51,2389,-1363,1905,508,29,1
-1628,2188,-714,1298,1804,-518,1
-1759,-1408,-1319,-916,696,-286,0
-2066,1066,-878,3278,-706,302,0
1258,176,1358,-2608,-262,794,0
-32,1823,-736,2117,-47,678,1
655,952,673,1484,-1408,614,1
1033,659,1546,127,712,355,1
136,-1773,-267,693,-305,265,0
-1955,317,-1288,281,-234,-276,0
1307,2936,395,104,1474,-15,1
-254,309,1942,454,221,-1099,0
-1525,1889,-404,168,3356,-885,0
1782,1284,-763,-736,-86,-552,1
3609,-1413,1788,-131,1547,1714,0
-646,882,228,3429,64,584,1
1937,298,-212,-1741,2607,242,1
2236,-471,-482,-24,2777,975,0
3826,355,-1035,1065,-1066,-3617,0
-773,-153,-512,-2552,-1071,-126,0
-778,1442,-887,3407,-8,-195,1
-2004,431,1034,81,-655,-916,0
1215,657,-2834,-952,1384,347,0
139,-463,-1182,1622,2155,466,1
454,1186,-274,-888,2957,176,1
-324,-1015,-169,-113,574,2322,0
1389,-1063,1611,971,-912,-586,1
-2256,3784,196,-2071,-447,5358,0
179,102,55,8,809,-201,1
2878,-3122,124,1008,-1567,1419,0
3209,-298,-772,16,1649,1173,1
673,-69,-467,2192,285,603,1
-181,207,1782,904,258,204,1
17,213,-843,21,-94,262,0
1027,262,-1349,-3093,1313,5206,0
1691,78,1945,92,461,709,1
22,712,1478,-514,236,299,1
319,-1568,3018,-2429,-48,1333,0
-3249,4115,1871,-1656,-203,-225,0
639,105,1123,-542,2236,298,1
-3,-351,181,2656,993,1359,0
-1728,-2233,246,-1089,4768,1967,0
936,224,16,-34,1433,1274,1
128,767,-1047,-334,1597,1511,1
1329,1942,-238,-305,-442,24,0
-606,516,2213,-762,-1139,123,1
462,-1838,924,-317,1814,-824,0
-535,1003,55,1162,182,-1633,0
-452,424,-119,1416,-207,406,1
-1219,911,-59,1952,-1502,-739,0
585,-1596,3053,-1487,381,893,0
379,579,1404,195,44,795,1
1531,158,612,1136,-1748,57,0
567,-31,-714,7208,2193,716,0
-3714,2432,-372,-2578,2607,-2544,0
361,248,-589,793,-163,41,1
-277,-59,193,548,164,1827,1
-204,-545,-1962,1184,1282,1024,1
323,-326,-738,183,3222,-3784,0
1434,2598,679,-121,-1818,672,1
922,2368,-357,55,1164,1103,0
1223,1237,-1632,117,-4216,109,0
282,-883,-263,43,387,168,1
-538,-1913,-1481,1647,96,257,1
-925,145,105,-102,1334,-28,1
-884,1409,-153,1549,1432,-482,1
1177,1268,2996,1383,-923,-291,0
-519,-822,1653,71,717,508,1
-5354,-358,1553,-3207,61,-4003,0
796,-493,-228,1299,123,734,1
-184,-141,1094,1447,-114,153,1
397,1484,-1605,-575,2441,1518,1
57,46,2891,-612,1016,-2223,1
-53,-187,17,51,2109,116,1
-54,988,1038,1399,1094,628,1
806,394,965,108,-856,426,1
174,-2076,-889,-938,205,335,1
1024,-583,1243,214,2481,399,0
1204,-3983,24,-212,2852,-4299,0
1338,1873,425,1596,2471,871,1
-79,76,135,95,-433,782,1
397,285,-1103,101,1383,-766,1
358,2224,-1356,6,-547,388,0
5577,2472,-375,3148,-481,-1279,0
945,-766,-445,1175,1276,12,1
423,42,-1422,252,-732,1047,0
-504,-3014,73,-11,-1479,-1734,0
-1334,2106,398,-1169,2112,-7,0
-607,-34,79,13,983,-135,1
45,562,79,2056,-394,474,1
2875,-1407,-316,325,1025,-3028,0
818,-245,152,-1389,-682,869,1
3237,947,2653,-206,-988,1528,0
2102,-1433,124,-1282,-682,94,0
-1711,1353,183,-124,-3148,-912,0
-188,983,1562,-607,284,-2309,0
-373,1086,927,177,-464,-16,1
2028,1147,-645,164,-934,-107,0
2273,18,1521,2181,13,-1388,1
-3415,683,-444,-3019,3669,1571,0
2455,1904,1212,-518,-8,-1264,0
746,-353,1938,-425,1232,136,1
844,2375,875,612,-24,1049,1
-249,-2741,-545,-118,1424,-4198,0
-1517,-1093,-634,2146,-586,1421,0
494,-31,-18,1152,1273,136,1
1446,-972,1386,15,1381,185,1
-288,804,222,-2548,-49,1235,0
2182,741,1965,-701,1192,838,1
398,-2015,292,1509,911,23,0
2511,211,452,-794,329,2549,0
-433,215,1469,54,1478,215,1
309,-59,-1401,-968,435,1,1
566,1309,2934,1022,-584,1717,0
1078,1005,173,958,-722,1984,1
-67,-141,637,1524,-1386,-984,1
129,1604,-165,-119,-288,74,1
1031,633,-776,1408,3385,85,1
-1533,1288,1074,856,817,-477,1
-435,-345,-743,-1361,204,-2801,0
43,66,-1822,786,513,-102,1
893,-3113,3406,-1902,-2686,1675,0
-963,-474,2255,3482,2323,-788,0
-1683,-43,2929,1553,4158,-3072,0
1293,-52,-99,131,1,4012,0
-1887,2402,3074,511,-289,-102,0
1136,23,194,-1017,-279,767,1
238,958,-1466,-2708,511,1476,0
1244,135,1662,1332,1754,872,1
1166,182,346,-85,1416,3093,0
807,152,-1958,-1255,434,418,1
91,-104,-626,-703,-965,3176,0
19,155,309,-496,-341,3004,1
-1423,-17,-283,1252,903,-523,1
-1083,615,-344,674,2222,-1009,1
167,-775,-84,194,-223,1137,1
1738,769,26,-1793,285,-145,1
-1263,66,-3944,551,415,112,0
-1645,14,541,-229,2363,2815,1
1805,-996,-2417,-1511,116,-95,0
1117,1489,-694,-454,782,108,1
165,1842,-822,32,-66,2121,1
664,-1852,3317,2707,-93,-2442,0
-15,1292,-1701,-376,-265,73,1
2366,-192,1419,588,-391,327,1
-638,1441,-835,1,-516,-822,1
1737,1652,-1122,-1339,-1768,1711,0
1652,-257,756,-31,1316,-1593,1
2178,-806,149,-29,1654,-1125,1
-1197,1262,-383,-2162,-936,-1269,0
71,-422,981,0,1041,335,1
-1463,3535,2876,275,1942,-494,0
-1533,1032,444,449,3371,-1252,0
2828,-1928,2835,-2593,29,1357,0
1517,28,475,-1229,-1165,348,1
-1276,-697,1012,96,968,-691,1
28,2054,-135,959,1907,664,1
2304,-668,2325,2414,941,1118,1
49,172,2273,-1552,-12,175,0
-1814,-78,-1996,-508,-868,57,0
963,1689,-176,-235,-909,245,1
-2721,2258,-1604,1243,1852,-2215,0
2462,589,98,1763,1159,1185,0
-144,1299,-1748,-706,-1951,-1562,0
171,577,1378,-586,851,218,1
2655,907,-93,-1858,-628,1014,1
677,-177,-1558,1311,751,1738,1
2428,-1887,2481,-1339,3274,156,0
-1012,1932,4453,-386,-825,1003,0
-4396,-1819,-496,-64,-724,-1303,0
-1135,1248,958,-1074,1596,964,1
-25,-351,-201,2893,445,-6,1
1474,1217,-354,33,1626,995,1
1129,-1494,328,2207,-1378,1601,0
-755,226,-1157,3012,828,-836,0
-1455,-167,-493,-562,-31,-647,0
-1154,497,-1405,125,-1689,1494,0
1072,318,415,888,1065,-646,1
1589,-111,-267,-114,1345,653,1
-747,-434,1331,316,574,3599,0
4544,-1859,1961,-1593,-1372,33,0
1095,68,1728,154,331,-164,1
-136,-1051,2652,1438,1862,-1685,0
191,125,989,802,1296,761,1
637,1634,1471,-94,837,1995,1
555,1058,847,1431,858,736,1
-1699,-2053,-1614,-2185,2319,33,0
-1816,-382,-345,798,-241,326,1
27,1128,-2472,-1581,1317,32,0
3162,284,442,-948,-1619,386,0
1886,-976,78,-204,235,34,1
-944,-961,-1622,-2713,679,-1038,0
2829,-1264,-223,-2005,-266,-1705,0
617,-658,316,284,1856,259,1
154,-427,-639,1787,-1242,-1087,0
1241,61,106,1676,154,442,1
-126,537,1378,1462,2826,1467,1
-3083,-988,-3155,1828,339,-2983,0
-745,-1486,-1269,-24,595,-497,0
-3197,1914,-976,1102,4871,-2746,0
1681,-1407,-649,1295,2591,1259,0
-189,-1685,-488,-236,-521,1388,0
-968,1583,1052,501,438,-758,1
723,-625,8,373,294,1399,0
2638,-1107,3109,923,-172,-568,0
428,1636,3,5,423,2111,1
594,-1387,-357,2321,1218,-2127,0
-324,-362,-93,-2848,2746,933,0
-195,182,-2206,-599,-1977,-2092,0
27,645,558,163,1226,-307,1
-544,548,2178,431,-1848,-3027,0
-225,126,-946,22,-796,-134,1
-1796,927,1326,-875,-458,899,1
165,1073,51,-278,1968,1761,1
407,664,141,-2269,-1374,-844,0
423,-651,414,956,1389,-229,1
1327,1907,604,1259,107,-504,1
-2389,273,1038,-3121,-87,-1228,0
-1234,-3277,259,-1105,1873,1557,0
796,2275,1303,897,1742,-111,1
-1223,-12,-602,978,1109,98,0
493,-66,-86,-1177,-369,299,1
211,403,478,21,5842,2675,0
1638,-4515,-993,1364,-1055,51,0
42,-558,-194,148,585,1882,1
-232,-1661,2437,1453,1799,-947,1
3175,-1906,-273,2756,126,164,0
-1721,599,1776,577,1432,544,1
-3453,-632,-1934,1343,-45,1825,0
-385,-1106,2024,-1001,393,226,0
574,-6,-402,-141,-5,-894,1
-506,-3254,219,-4158,1917,352,0
-1991,-2362,1631,128,-5475,166,0
-432,1844,278,1549,2242,973,1
-1083,4014,2276,5393,-1185,-3943,0
-4296,-1781,1452,1815,-2751,938,0
-42,168,504,1612,-344,417,1
-3167,-1476,2647,-2858,202,1118,0
401,765,3185,-1201,-789,342,0
318,1989,1575,1065,57,663,1
-422,4707,-17,589,282,3483,0
-728,85,2797,705,1342,-252,1
1093,1159,296,-86,1258,-765,1
36,3056,-1934,-1691,-413,-873,0
-1381,1579,311,2481,1806,154,0
1865,-167,2075,543,76,-301,1
-1312,-21,964,804,-3157,-217,0
-1099,-683,54,1579,518,-235,1
-2119,3068,-1398,-2418,673,-4568,0
126,77,-1368,-4704,-1043,28,0
-623,-1872,2726,-1292,781,-297,0
2467,-1818,-4233,1609,-1187,1893,0
2487,2423,862,2548,2261,657,0
-2427,2278,-1487,1134,-1959,-1516,0
-674,4073,43,164,-246,-2065,0
1505,1573,87,-3436,-922,1344,1
-1083,1376,-27,633,517,1402,1
836,-708,2345,-53,-311,-593,1
108,258,1678,2579,-2005,-959,1
-2385,1553,-43,435,625,-158,0
-214,-1186,-491,-158,2239,8,0
1952,-329,811,756,298,659,1
1272,2323,102,131,-451,-107,1
-757,675,61,2504,1655,-14,1
1623,-1875,2606,226,555,1181,1
379,516,-796,459,813,1256,1
-391,895,-343,194,-242,-175,1
2353,4783,2799,-3248,-4874,2702,0
-1283,-1079,37,-1175,4278,6387,0
-4,1217,-4,806,294,-788,1
-3735,-239,-3447,-873,54,3848,0
208,946,596,-579,664,18,1
-2174,-898,-2455,154,2166,-153,0
2004,103,333,2376,-1005,424,1
192,931,537,1176,83,1056,1
-2121,2476,-2597,912,-1924,-2757,0
-648,993,2668,1512,-462,-1531,0
114,1178,-44,-315,657,-288,1
735,557,-265,857,2474,1642,1
-478,1876,449,-919,732,2061,0
788,552,482,49,-84,1303,1
33,-2451,-65,-1108,1267,-1289,0
-237,-1495,2689,1446,-2619,-701,0
-637,1323,-73,3359,-2,1326,0
-1,-103,992,798,1644,-44,1
882,1324,46,1314,1447,573,1
1299,5701,591,-4959,825,-934,0
-2252,-3623,-3754,29,1623,-488,0
31,-1082,1844,808,-661,1683,0
58,685,-727,321,498,-1059,1
221,-395,-93,499,-114,865,1
1093,54,-395,572,1083,1309,1
1375,2129,83,-1945,1246,369,1
1903,9,-1226,116,822,1536,0
251,-574,904,1579,512,-392,1
117,2719,-295,727,242,-198,1
1082,4091,-393,3332,928,-175,0
-914,-454,-4,137,133,-375,1
-659,-92,-251,2298,-1018,2298,0
636,1538,696,6,1117,976,1
926,972,862,1601,1351,217,0
-2252,3015,-1705,585,-1118,199,0
-107,-1208,1917,-2031,-523,458,1
-119,205,1084,1304,2209,97,1
-2799,2139,-604,2539,524,3423,0
594,-365,376,1572,266,-409,1
917,1118,-114,148,1034,1199,1
-1523,1195,1797,71,1602,-49,1
3091,-2402,-2342,2994,2841,-4327,0
1321,713,14,2505,1512,-776,1
-196,722,-634,1004,-786,1035,1
852,-783,-1896,-1137,806,-74,0
1281,2405,-1759,1004,945,1434,0
132,-1394,1865,-122,1856,-95,0
-3264,771,2764,1341,2078,-2314,0
3908,-323,3254,283,-2101,1446,0
-1795,27,2065,-1212,-3039,53,0
112,242,1674,1254,825,917,1
2023,-859,-107,-1161,1592,266,1
1654,1218,845,-764,1273,123,1
2068,1578,-1415,-906,1314,819,1
188,2798,-1164,-252,-165,291,1
-2938,76,-1925,-644,1594,2271,0
-734,-32,664,39,-2411,-838,0
-1054,3271,1118,84,-893,-179,1
226,2967,402,1586,894,186,1
2076,-1483,-1486,1579,-1616,1267,0
3151,1872,-6576,-4255,-2363,2862,0
2064,1051,-1181,-5877,-3,-888,0
-44,678,908,-543,1081,-1871,1
2305,78,1901,1458,-1199,624,1
-673,-1991,-155,-183,-2913,2022,0
-2437,1,-1367,-6024,136,448,0
-1706,167,2043,-615,44,-84,1
345,28,-1306,2118,264,215,1
-352,633,24,-681,1958,-1,1
697,-966,162,87,-2297,1043,1
1042,824,796,1267,1113,1217,1
-4815,1005,1292,-1559,1332,536,0
-1016,94,579,1423,274,1021,1
1833,-298,3513,3404,-183,678,0
1866,768,2608,216,1529,3558,0
1214,1744,-1181,-5,-347,-168,1
-68,23,-721,1703,2437,-216,0
156,1859,3,489,1869,-344,1
1063,-3086,-288,2296,-1656,228,0
93,7,2537,625,-1258,1181,1
66,-2067,4162,-1438,1252,-522,0
2569,-479,2,199,223,1386,1
973,-59,1282,18,1625,-382,1
195,1409,142,795,162,449,1
-2892,-577,1747,-1043,-246,-364,0
-2195,-2064,806,-764,17,-1392,0
-51,-3114,1435,-2097,-666,179,0
-291,-15,2124,2928,-1052,2301,1
-2774,456,3948,-1865,1589,133,0
-1713,1896,383,1326,-31,979,1
1459,-64,8,314,-4515,2737,0
-26,936,1488,1194,602,-357,1
-209,1408,109,866,1093,-491,0
1868,22,22,817,-306,935,1
-2838,203,-308,403,881,594,0
1108,-1526,794,542,78,-361,1
101,1495,144,-2654,-232,-3267,0
2762,-306,103,44,48,2913,1
-1145,-1471,923,-71,1527,477,1
812,3012,228,454,-3468,-672,0
-328,2861,67,-241,434,2852,0
-116,-806,-268,-529,1423,-618,1
2548,4091,246,42,-3917,1324,0
208,1618,9,-2443,238,-2559,0
289,651,406,879,61,275,1
2823,16,2878,1349,-1406,666,0
-1423,2402,-3846,-6046,-3182,-345,0
-48,-965,95,207,928,1858,1
-3083,2895,545,-3204,-678,-144,0
355,-796,133,-331,1407,558,1
-6879,513,-166,1324,-453,3544,0
1872,1732,556,813,724,576,1
-1142,-74,3396,223,1084,-2609,0
-909,657,-1658,29,1244,556,0
356,-1978,394,-428,489,1043,1
3305,-1891,-1302,-1368,-269,-701,0
566,-468,1527,1368,352,775,0
1078,251,-2363,-77,-643,-2299,0
-1753,2889,306,1259,-2339,2892,0
-1942,-28,1245,1031,-1604,1166,1
93,-1351,1036,-2022,-2295,-1038,0
1161,-257,-837,1314,-231,-268,0
-1966,686,-2201,2358,6,1776,0
518,1315,317,-716,-8,1358,1
-2713,-1821,-2412,-41,1397,1411,0
-1396,659,2824,2088,285,-1826,0
9,-2175,-87,349,-239,2665,0
-1545,-4163,1008,2316,-229,-1611,0
3055,-212,2803,-715,-289,-1671,0
-335,786,1692,501,536,1844,1
-2195,183,-257,-1281,-3126,-588,0
246,6,1057,441,2034,-208,1
-1377,-687,-1071,-2959,11,4106,0
-1468,-1505,-2714,172,-1072,3372,0
1824,-125,-103,-2089,-77,4899,0
-1038,1025,2364,-1863,-1216,-317,0
-596,1796,-814,-1711,-82,1576,0
2065,2232,-1536,-3199,-32,-1754,0
1676,1276,79,1516,1388,-6,1
134,-846,-3465,-2308,1285,489,0
346,1259,1578,4308,1866,-1387,0
983,47,-18,92,737,-132,1
-488,-368,1687,-1957,17,-3914,0
1659,-88,15,-928,601,384,1
314,-1235,845,62,2644,-291,1
3322,-698,-2245,1797,2146,-169,0
332,1005,-478,1791,703,447,1
-325,146,-4461,252,1566,1715,0
-256,226,-975,1219,341,-1298,0
1591,1492,708,1236,116,4,1
88,279,208,-193,11,-505,1
-203,323,-882,-705,1317,808,1
-127,-854,1065,-75,-1935,12,0
-437,2572,-2225,-774,958,-414,1
1733,-3091,-538,-469,-1905,-352,0
4,-354,476,2642,2597,-622,1
-1272,-1006,763,289,-118,816,1
12,-523,-109,-1321,-416,173,1
1168,494,-4162,1271,2007,3203,0
973,71,-1224,1008,-429,311,1
-316,-705,1475,-67,-193,766,0
467,44,2032,955,1269,-945,1
-1828,48,-4518,228,39,-2756,0
-288,2856,-1056,-507,-1946,-1201,0
139,-1001,-701,-3761,287,2215,0
1581,73,-853,-354,-1482,326,1
-114,292,907,778,-79,227,1
-0,1907,448,1685,409,1236,1
169,1303,36,146,-683,73,1
337,919,1077,2404,1492,371,1
2014,-918,13,2961,-3858,199,0
-72,-431,-184,245,476,149,1
-142,-49,653,-781,-228,1343,1
-32,1409,-1668,162,3582,1206,0
857,126,704,818,-2412,162,1
-1876,-2815,-1915,-1067,2129,2944,0
3912,-835,447,99,159,869,0
-1348,3647,224,13,223,444,0
912,-92,55,74,92,3053,1
-193,386,715,48,138,253,1
186,-1356,-648,-922,-315,-3171,0
129,822,2104,264,1042,87,1
-637,-1483,1341,-2873,59,4793,0
257,639,-274,-112,1122,2142,1
-519,1304,-476,806,2544,343,1
2377,-493,9,-1816,1987,2011,0
1041,-1178,561,1738,1536,1736,1
-816,-194,3001,-477,-1175,1864,0
4865,1684,-1004,-252,2618,-2069,0
117,-1004,221,202,263,289,1
1393,-624,-1453,1115,-656,-1252,1
656,1405,619,1896,1554,67,1
392,1161,2361,-304,458,-1716,0
881,-1121,2056,-251,-1003,-309,0
-407,1617,-1484,-672,-108,1039,0
-1885,1317,-4425,-83,-269,1434,0
944,-579,-384,47,487,-1015,1
-523,572,4034,198,-4684,1689,0
103,868,984,1101,-47,-468,1
47,2544,-757,56,-35,-1243,1
-1952,214,-3054,-1702,599,4066,0
3016,-518,1671,1893,963,-1669,1
1439,-556,-953,-226,242,2228,1
2079,-3078,1471,-616,1743,-411,0
902,803,24,434,656,1228,1
1214,821,1969,1093,-246,-11,0
769,-1321,-2857,1144,-8,412,0
-1096,-292,-3686,2782,-51,1059,0
69,944,2024,863,27,1692,1
-891,-674,713,-376,849,2074,1
817,357,157,411,-464,-378,1
1424,1422,-905,441,-233,-434,1
226,315,-328,-405,483,-1,0
209,-911,1892,1423,1237,116,1
1513,-1259,1265,-342,-109,-751,0
1111,923,276,2528,599,871,1
1808,1401,184,-41,-898,364,1
-3014,-1071,3307,527,1756,641,0
309,342,1307,-34,78,1914,1
-801,-36,202,2723,1537,345,1
3954,48,-12,-4251,2824,1197,0
35,-2703,2817,-179,2201,3862,0
-101,-84,-178,-1324,548,-4141,0
1039,84,1758,825,209,1364,0
241,-2324,2328,-1724,-84,-2023,0
2264,1586,963,107,1044,884,1
-1487,149,1962,1286,499,896,1
1248,174,958,421,-98,908,1
1085,68,-501,-174,1695,1753,1
-1434,737,-706,-3018,-539,-568,0
1769,1871,-595,915,249,1049,1
1876,187,399,-419,-265,-23,1
848,12,1337,-1544,-761,-1061,1
531,1908,1121,408,2111,-798,1
901,-685,-1117,-5132,2772,-1767,0
22,729,272,326,-2466,-1248,0
166,-1465,1544,1395,1443,277,0
1112,1128,606,-97,1993,1377,1
-974,992,279,-422,613,2128,1
399,1312,65,846,568,753,1
-1265,-783,-367,1391,396,-1718,1
205,-315,4045,3238,-697,-1696,0
732,-128,69,-206,1931,-12,1
