@relation crx

@attribute A6 {w,q,m,r,cc,k,c,d,x,i,e,aa,ff,j}
@attribute A9 {t,f}
@attribute Class {positive,negative}

@data
c,t,negative
w,f,negative
aa,f,negative
ff,f,negative
q,f,negative
c,f,negative
w,f,negative
d,f,negative
c,f,negative
k,f,negative
c,t,negative
k,f,negative
aa,f,negative
q,f,negative
k,f,negative
w,f,negative
ff,f,negative
c,f,negative
ff,f,negative
ff,t,negative
aa,t,negative
ff,f,negative
i,f,negative
c,f,negative
c,f,negative
ff,f,negative
d,f,negative
c,f,negative
ff,f,negative
aa,f,negative
i,f,negative
c,f,negative
m,f,negative
aa,f,negative
k,f,negative
w,t,negative
i,f,negative
i,f,negative
k,t,negative
q,f,negative
w,f,negative
k,f,negative
ff,t,negative
i,f,negative
aa,f,negative
c,f,negative
ff,f,negative
w,f,negative
ff,f,negative
i,f,negative
i,t,negative
c,f,negative
i,f,negative
q,f,negative
c,f,negative
q,f,negative
q,f,negative
d,t,negative
i,f,negative
ff,f,negative
m,f,negative
q,f,negative
c,f,negative
k,t,negative
k,f,negative
c,f,negative
i,t,negative
aa,t,negative
e,t,negative
w,t,negative
m,f,negative
c,f,negative
e,f,negative
k,f,negative
c,f,negative
i,f,negative
i,f,negative
i,t,negative
cc,f,negative
d,f,negative
w,f,negative
c,f,negative
ff,t,negative
k,f,negative
w,f,negative
x,f,negative
k,f,negative
c,f,negative
i,f,negative
ff,f,negative
c,f,negative
c,f,negative
d,f,negative
m,f,negative
i,t,negative
c,f,negative
q,t,negative
aa,t,negative
ff,f,negative
k,f,negative
c,f,negative
c,f,negative
q,t,negative
aa,f,negative
q,t,negative
w,f,negative
i,f,negative
d,f,negative
k,t,negative
j,f,negative
k,f,negative
aa,f,negative
ff,t,negative
q,t,negative
aa,f,negative
c,f,negative
k,f,negative
i,f,negative
ff,f,negative
c,f,negative
m,t,negative
c,f,negative
k,f,negative
w,f,negative
q,f,negative
ff,f,negative
aa,f,negative
x,f,negative
x,t,negative
c,f,negative
ff,f,negative
k,f,negative
q,f,negative
c,f,negative
d,f,negative
d,f,negative
aa,f,negative
i,f,negative
j,f,negative
q,t,negative
aa,t,negative
c,f,negative
cc,t,negative
i,f,negative
k,f,negative
w,f,negative
c,f,negative
aa,f,negative
c,t,negative
aa,f,negative
x,t,negative
ff,f,negative
i,f,negative
c,f,negative
k,f,negative
c,f,negative
j,f,negative
k,f,negative
m,f,negative
aa,f,negative
q,t,negative
w,f,negative
aa,t,negative
c,f,negative
ff,f,negative
aa,t,negative
ff,f,negative
m,f,negative
c,f,negative
m,t,negative
d,f,negative
w,f,negative
r,f,negative
k,f,negative
aa,f,negative
m,f,negative
c,f,negative
i,f,negative
k,f,negative
c,t,negative
c,f,negative
e,f,negative
i,f,negative
w,t,negative
aa,f,negative
m,f,negative
aa,f,negative
k,f,negative
ff,f,negative
d,f,negative
ff,f,negative
ff,f,negative
c,f,negative
w,f,negative
k,f,negative
d,f,negative
aa,f,negative
c,f,negative
c,t,negative
c,f,negative
ff,f,negative
e,f,negative
w,f,negative
m,f,negative
i,t,negative
e,f,negative
q,t,negative
i,f,negative
c,f,negative
d,f,negative
c,f,negative
c,t,negative
c,f,negative
d,f,negative
c,f,negative
ff,f,negative
q,f,negative
ff,f,negative
i,f,negative
i,f,negative
e,f,negative
e,t,negative
q,f,negative
w,f,negative
c,t,negative
i,f,negative
q,f,negative
e,f,negative
c,t,negative
ff,f,negative
d,f,negative
c,f,negative
m,f,negative
c,f,negative
w,f,negative
ff,f,negative
q,t,negative
c,f,negative
aa,t,negative
ff,f,negative
i,f,negative
ff,f,negative
m,f,negative
j,f,negative
w,t,negative
i,f,negative
aa,t,negative
c,t,negative
m,t,negative
m,f,negative
d,f,negative
ff,f,negative
ff,f,negative
k,t,negative
i,f,negative
k,f,negative
aa,f,negative
k,t,negative
w,f,negative
q,f,negative
x,f,negative
q,f,negative
c,f,negative
c,f,negative
e,f,negative
c,f,negative
aa,f,negative
w,f,negative
i,f,negative
k,f,negative
m,t,negative
ff,f,negative
c,f,negative
c,t,negative
cc,f,negative
w,f,negative
cc,f,negative
i,f,negative
i,f,negative
w,f,negative
c,t,negative
m,f,negative
c,t,negative
cc,f,negative
j,f,negative
cc,f,negative
w,f,negative
c,t,negative
d,f,negative
w,f,negative
q,f,negative
cc,f,negative
i,f,negative
m,f,negative
ff,f,negative
cc,t,negative
d,f,negative
q,f,negative
c,f,negative
w,f,negative
aa,f,negative
m,f,negative
i,f,negative
d,f,negative
w,f,negative
d,f,negative
c,f,negative
m,t,negative
ff,f,negative
c,t,negative
w,t,negative
