@relation crx

@attribute A4 {u,y,l}
@attribute A11 numeric
@attribute Class {positive,negative}

@data
y,1,negative
u,0,negative
y,0,negative
y,0,negative
y,0,negative
y,0,negative
u,0,negative
u,20,negative
y,0,negative
u,0,negative
u,0,negative
y,0,negative
u,0,negative
u,0,negative
u,0,negative
u,0,negative
u,0,negative
u,10,negative
u,0,negative
y,4,negative
u,0,negative
y,0,negative
y,0,negative
u,0,negative
u,0,negative
y,2,negative
u,0,negative
y,0,negative
u,0,negative
u,1,negative
u,0,negative
u,2,negative
u,3,negative
u,0,negative
u,0,negative
u,3,negative
u,0,negative
u,0,negative
u,1,negative
u,0,negative
u,0,negative
u,0,negative
u,1,negative
u,0,negative
u,1,negative
y,0,negative
u,0,negative
u,0,negative
u,0,negative
u,2,negative
u,0,negative
u,0,negative
u,0,negative
y,0,negative
u,0,negative
u,0,negative
u,0,negative
u,0,negative
u,0,negative
u,0,negative
u,0,negative
u,0,negative
y,0,negative
u,0,negative
u,2,negative
u,7,negative
u,0,negative
y,0,negative
u,0,negative
y,0,negative
y,0,negative
y,0,negative
u,0,negative
y,2,negative
y,0,negative
u,2,negative
u,0,negative
u,0,negative
u,0,negative
u,0,negative
u,0,negative
y,0,negative
u,0,negative
u,2,negative
u,0,negative
y,0,negative
y,0,negative
u,1,negative
u,0,negative
y,0,negative
u,0,negative
u,1,negative
u,0,negative
y,0,negative
u,1,negative
y,0,negative
y,0,negative
y,0,negative
u,1,negative
u,4,negative
u,1,negative
u,0,negative
y,1,negative
u,0,negative
u,0,negative
y,0,negative
y,2,negative
u,0,negative
u,0,negative
u,0,negative
u,0,negative
u,0,negative
y,0,negative
u,2,negative
u,0,negative
u,1,negative
y,0,negative
u,3,negative
u,1,negative
u,0,negative
u,0,negative
u,0,negative
y,0,negative
u,2,negative
y,0,negative
y,0,negative
y,0,negative
u,0,negative
y,0,negative
u,0,negative
u,0,negative
u,0,negative
u,0,negative
y,2,negative
y,0,negative
y,0,negative
u,0,negative
u,10,negative
u,0,negative
u,2,negative
y,0,negative
y,0,negative
y,0,negative
u,0,negative
u,1,negative
y,0,negative
y,0,negative
u,0,negative
u,0,negative
y,0,negative
y,0,negative
u,1,negative
u,0,negative
u,1,negative
y,0,negative
u,0,negative
u,5,negative
u,0,negative
u,0,negative
u,0,negative
u,0,negative
u,0,negative
y,0,negative
u,1,negative
u,0,negative
u,0,negative
y,0,negative
y,0,negative
u,0,negative
y,0,negative
u,0,negative
u,0,negative
y,0,negative
y,0,negative
y,10,negative
u,0,negative
u,1,negative
u,0,negative
u,0,negative
u,0,negative
y,0,negative
y,1,negative
u,1,negative
y,0,negative
u,0,negative
u,0,negative
y,0,negative
u,0,negative
u,0,negative
u,0,negative
y,0,negative
u,0,negative
y,0,negative
u,0,negative
u,2,negative
u,0,negative
u,0,negative
y,0,negative
u,1,negative
u,0,negative
u,0,negative
u,0,negative
u,1,negative
u,0,negative
u,0,negative
y,0,negative
u,0,negative
u,0,negative
u,5,negative
u,0,negative
u,2,negative
u,0,negative
u,0,negative
u,0,negative
u,0,negative
y,0,negative
y,0,negative
u,0,negative
u,0,negative
u,0,negative
u,2,negative
y,0,negative
u,3,negative
u,0,negative
u,2,negative
u,2,negative
u,0,negative
u,0,negative
u,0,negative
u,0,negative
u,0,negative
y,0,negative
u,0,negative
y,0,negative
u,0,negative
y,0,negative
u,0,negative
u,0,negative
u,0,negative
u,4,negative
u,0,negative
u,6,negative
u,0,negative
u,0,negative
u,0,negative
u,11,negative
y,0,negative
y,0,negative
u,0,negative
y,0,negative
u,0,negative
u,0,negative
u,6,negative
u,0,negative
u,1,negative
y,0,negative
u,0,negative
u,3,negative
u,0,negative
u,2,negative
y,0,negative
y,0,negative
u,0,negative
u,0,negative
y,0,negative
u,12,negative
u,0,negative
y,0,negative
y,0,negative
y,0,negative
u,0,negative
u,1,negative
y,1,negative
u,0,negative
u,10,negative
u,2,negative
y,0,negative
u,0,negative
u,1,negative
y,3,negative
u,0,negative
u,0,negative
y,0,negative
u,0,negative
u,3,negative
u,0,negative
y,0,negative
u,0,negative
u,0,negative
u,0,negative
y,0,negative
y,0,negative
u,2,negative
y,0,negative
u,2,negative
u,0,negative
u,0,negative
u,0,negative
u,0,negative
u,0,negative
u,1,negative
u,1,negative
y,0,negative
u,1,negative
y,0,negative
u,0,negative
y,0,negative
u,1,negative
y,1,negative
y,3,negative
u,0,negative
u,1,negative
u,0,negative
u,0,negative
u,0,negative
u,0,negative
u,0,negative
u,0,negative
y,2,negative
u,0,negative
