@relation crx

@attribute A3 numeric
@attribute A9 {t,f}
@attribute Class {positive,negative}

@data
1225,t,positive
2229,t,positive
425,t,positive
275,t,positive
1,t,positive
6,t,positive
504,t,positive
10,t,positive
5,t,positive
6,t,positive
42,t,positive
1625,t,positive
13915,t,positive
3,t,positive
54,t,positive
675,t,positive
9415,t,positive
754,t,positive
25,t,positive
5,t,positive
15,t,positive
25125,t,positive
104,t,positive
75,t,positive
165,t,positive
5,t,positive
25085,t,positive
175,t,positive
446,t,positive
2415,t,positive
22,f,positive
4,f,positive
925,t,positive
85,t,positive
875,t,positive
1125,f,positive
10,t,positive
271,t,positive
4415,t,positive
7585,t,positive
917,t,positive
5125,t,positive
135,t,positive
154,t,positive
1125,t,positive
925,t,positive
15,t,positive
604,f,positive
3165,t,positive
4,t,positive
9,t,positive
125,f,positive
115,t,positive
5,t,positive
2,t,positive
1075,t,positive
25,t,positive
165,f,positive
254,t,positive
65,t,positive
85,t,positive
404,t,positive
5625,t,positive
15,t,negative
171,f,negative
2165,f,negative
55,f,negative
205,f,negative
4415,f,negative
335,f,negative
10085,f,negative
25,f,negative
58,f,negative
25,f,negative
2085,f,negative
5835,f,negative
13665,f,negative
1665,f,negative
19,f,negative
3165,t,negative
10,f,negative
29,f,negative
25,f,negative
4585,f,negative
175,f,negative
5,f,negative
13335,f,negative
708,t,negative
125,f,negative
1085,f,negative
3165,f,negative
6,f,negative
5415,f,negative
15,f,negative
335,f,negative
46,t,negative
55,f,negative
665,f,negative
25,f,negative
585,f,negative
4,t,negative
9585,f,negative
9,f,negative
1275,t,negative
79,f,negative
104,t,negative
3125,f,negative
25,f,negative
125,f,negative
67,t,negative
271,f,negative
2,f,negative
1021,f,negative
9,f,negative
125,f,negative
7,f,negative
25,f,negative
3,f,negative
725,f,negative
3,f,negative
6,f,negative
625,t,negative
79,f,negative
3,f,negative
165,f,negative
325,f,negative
3,f,negative
14585,f,negative
175,f,negative
7,f,negative
175,f,negative
15,f,negative
35,t,negative
665,f,negative
0,f,negative
125,f,negative
165,t,negative
835,t,negative
335,f,negative
7,f,negative
79,f,negative
275,f,negative
21,f,negative
375,f,negative
3085,f,negative
1,f,negative
1335,f,negative
5,f,negative
10665,f,negative
175,t,negative
108,f,negative
125,f,negative
2,f,negative
204,f,negative
75,f,negative
1165,t,negative
15,t,negative
85,t,negative
5,t,negative
221,t,negative
125,f,negative
75,t,negative
3,f,negative
625,t,negative
35,f,negative
375,f,negative
65,f,negative
15,f,negative
335,f,negative
329,f,negative
9,f,negative
2085,t,negative
254,f,negative
125,f,negative
71,f,negative
835,f,negative
7,f,negative
125,f,negative
1375,f,negative
15,f,negative
1665,f,negative
2335,f,negative
125,f,negative
75,f,negative
5,f,negative
1585,f,negative
25,f,negative
54,f,negative
246,f,negative
705,f,negative
7,f,negative
2,f,negative
4,f,negative
225,f,negative
18125,f,negative
5085,f,negative
1,t,negative
29,f,negative
1025,f,negative
2835,f,negative
5,t,negative
95,f,negative
0,f,negative
11,t,negative
12835,f,negative
19,t,negative
1125,t,negative
275,f,negative
1085,f,negative
0,f,negative
75,f,negative
104,t,negative
25,f,negative
2665,f,negative
4085,f,negative
75,f,negative
3,t,negative
3375,f,negative
75,t,negative
175,t,negative
11,t,negative
7,t,negative
229,f,negative
75,t,negative
585,t,negative
2165,f,negative
25,f,negative
25,f,negative
154,f,negative
7625,f,negative
5,f,negative
5,f,negative
10415,t,negative
4165,f,negative
835,f,negative
446,f,negative
204,f,negative
10915,f,negative
375,f,negative
471,f,negative
1625,f,negative
104,f,negative
75,t,negative
1665,t,negative
354,f,negative
25,f,negative
1085,f,negative
425,f,negative
121,f,negative
154,f,negative
54,f,negative
585,f,negative
54,f,negative
175,f,negative
1125,f,negative
165,f,negative
571,f,negative
125,f,negative
12125,f,negative
25,f,negative
5,f,negative
415,f,negative
45,f,negative
15,f,negative
3165,f,negative
10,f,negative
65,f,negative
54,f,negative
85,f,negative
25,f,negative
13,f,negative
4125,f,negative
25,f,negative
35,f,negative
85,f,negative
14,f,negative
2335,f,negative
42,f,negative
125,f,negative
125,f,negative
115,t,negative
46,f,negative
5,t,negative
75,f,negative
12,t,negative
155,t,negative
204,f,negative
1146,f,negative
954,f,negative
12,f,negative
1585,t,negative
1335,f,negative
271,f,negative
1,f,negative
585,t,negative
125,t,negative
145,f,negative
875,f,negative
275,f,negative
25,t,negative
129,f,negative
835,t,negative
115,f,negative
165,f,negative
835,f,negative
0,f,negative
354,t,negative
15,f,negative
329,f,negative
2415,f,negative
415,f,negative
175,t,negative
11045,f,negative
1,f,negative
125,t,negative
125,f,negative
4,t,negative
5,f,negative
55,f,negative
125,f,negative
875,f,negative
17,f,negative
1029,f,negative
115,f,negative
11,t,negative
1375,t,negative
2875,f,negative
3,f,negative
0,f,negative
6165,f,negative
10,f,negative
25,f,negative
25,f,negative
75,f,negative
529,t,negative
5,f,negative
175,f,negative
29,f,negative
225,f,negative
165,f,negative
275,f,negative
2,f,negative
5,f,negative
125,f,negative
125,f,negative
3625,f,negative
125,f,negative
45,t,negative
1835,f,negative
65,f,negative
2,f,negative
375,f,negative
15,t,negative
585,f,negative
975,t,negative
415,f,negative
0,f,negative
179,f,negative
54,t,negative
4085,f,negative
3,f,negative
415,f,negative
26335,t,negative
585,f,negative
125,t,negative
335,f,negative
75,f,negative
425,f,negative
65,t,negative
7,f,negative
875,f,negative
125,f,negative
1335,f,negative
0,f,negative
3,f,negative
3125,f,negative
29,f,negative
4,f,negative
10125,f,negative
4,f,negative
4,f,negative
1175,f,negative
1625,f,negative
