@relation 'phoneme-weka.filters.unsupervised.attribute.Remove-V-R1-2,4,6'

@attribute Aa numeric
@attribute Ao numeric
@attribute Iy numeric
@attribute Class {0,1}

@data
0.145,0.332,-0.794,0
0.77,1.607,0.183,0
2.302,0.619,0.086,0
0.312,0.847,1.911,0
0.214,0.929,1.093,0
0.17,0.46,-0.74,0
0.185,0.484,1.838,0
0.513,0.545,0.979,1
0.175,0.964,-0.756,0
0.321,0.648,1.075,1
0.225,2.497,0.278,0
3.597,0.63,0.407,0
0.929,0.343,1.584,1
0.381,2.045,-0.163,0
3.119,-0.267,-0.069,0
0.816,1.456,-0.189,0
1.21,1.967,0.986,1
0.651,2.527,0.336,0
1.116,2.206,-0.407,1
0.638,2.498,0.243,0
0.376,1.33,0.818,1
2.935,0.724,-0.259,0
1.303,2.465,0.761,1
0.279,1.209,-0.772,0
0.305,1.632,-0.131,0
-0.125,1.458,0.643,0
0.25,0.958,2.169,1
-0.178,1.89,-0.65,0
0.386,1.497,0.493,0
0.164,0.946,-0.668,0
0.668,2.159,-0.154,0
1.176,2.254,0.226,0
0.806,1.226,1.044,1
0.44,0.526,1.108,1
2.655,0.577,0.835,0
0.464,2.4,-0.387,1
0.258,0.894,-0.68,0
0.2,0.565,1.958,0
0.289,1.159,0.379,0
2.167,0.312,0.074,0
0.107,0.392,0.874,0
0.197,0.705,1.02,1
0.252,0.687,1.845,1
0.455,0.43,1.484,1
0.74,2.32,0.208,0
0.362,0.399,1.423,1
0.146,0.402,-0.677,0
0.14,0.58,1.811,0
0.459,0.709,1.706,1
3.168,0.722,-0.205,0
0.118,0.263,1.373,0
3.004,-0.317,0.126,0
0.853,0.786,-0.065,0
-0.044,0.533,1.615,0
1.09,1.973,0.189,0
0.361,0.686,0.775,1
1.93,0.936,1.76,0
0.792,2.117,0.234,0
0.15,0.391,2.21,1
0.306,0.483,1.404,1
0.096,0.344,0.476,0
0.155,0.391,0.626,0
0.203,0.532,0.922,0
0.651,2.655,0.575,0
0.406,1.016,2.047,1
0.135,0.436,1.634,0
0.486,2.458,-0.202,0
1.171,1.334,-0.094,0
0.08,0.263,0.476,1
0.324,1.044,1.037,1
0.47,0.566,1.201,1
1.091,0.86,0.658,1
0.885,0.328,0.751,1
1.393,2.061,0.577,1
2.09,0.618,0.068,0
0.601,1.861,-0.225,0
0.504,2.877,0.385,0
0.935,1.688,0.627,1
0.305,0.94,-0.982,1
0.311,2.065,0.34,0
0.253,0.872,-0.585,1
0.883,2.215,0.337,0
0.178,1.152,-0.477,0
0.183,0.928,0.965,0
0.278,1.8,0.468,0
0.353,0.827,0.986,1
0.223,0.75,1.019,1
0.335,2.761,1.349,1
0.144,0.875,1.127,0
0.802,1.88,-0.49,0
0.192,0.519,-0.678,0
1.207,1.576,0.337,0
2.444,0.273,0.156,0
3.209,0.79,0.703,0
0.618,0.567,1.247,1
0.339,1.547,-0.443,0
0.267,1.344,0.492,0
0.229,0.802,-0.791,1
0.487,1.592,0.688,0
0.124,0.398,1.031,0
0.486,1.176,1.356,1
3.184,0.486,-0.064,0
1.645,0.571,-0.58,0
1.534,1.45,1.677,0
0.251,1.02,-0.668,0
0.188,0.75,1.287,0
0.207,0.799,2.152,0
0.16,1.022,-0.625,0
0.291,1.161,0.877,0
0.369,0.48,1.151,1
3.161,-0.243,-0.086,0
0.743,1.288,-0.426,0
0.539,2.612,0.511,0
0.368,3.033,0.476,0
2.725,0.297,0.222,0
0.808,1.869,-0.532,0
0.083,0.35,0.72,0
1.363,1.396,-0.127,0
1.801,0.853,0.85,0
0.912,0.79,1.416,1
2.614,0.392,0.206,0
0.211,1.402,-0.768,0
1.204,1.729,0.175,0
1.117,2.852,-0.284,1
0.317,0.745,1.61,0
0.985,1.104,0.679,0
0.75,1.367,-0.44,1
0.25,0.5,0.831,0
0.325,1.077,0.769,0
0.135,0.43,-0.241,1
0.553,2.923,-0.215,0
2.692,0.278,0.118,0
0.518,2.759,-0.312,0
1.594,0.578,0.153,0
0.704,0.966,0.146,0
2.467,1.238,0.149,0
3.083,0.501,0.102,0
3.629,1.018,-0.048,0
0.101,0.476,2.347,0
0.412,1.815,0.509,0
1.083,0.58,1.264,1
0.189,0.533,1.954,0
0.251,0.964,-0.753,1
0.127,0.455,2.31,0
0.119,0.654,0.404,1
0.331,2.723,-0.269,0
1.538,0.562,0.084,0
0.337,1.325,0.701,1
0.109,0.697,0.579,1
0.306,1.004,-0.928,0
3.505,1.089,0.296,0
0.299,1.503,-0.632,0
0.444,1.333,1.261,1
0.539,0.711,1.127,1
0.133,0.487,-0.558,1
0.153,0.55,1.995,1
0.545,2.094,0.607,1
0.393,1.749,-0.431,0
0.142,0.335,1.116,0
0.935,2.334,0.253,0
0.194,0.652,1.213,1
3.451,-0.296,0.204,0
0.228,0.844,2.52,1
0.509,2.083,0.189,0
0.076,0.356,0.497,0
0.218,0.331,1.11,1
1.914,2.572,0.373,0
0.317,1.318,-0.616,0
1.601,2.2,0.576,0
0.388,0.955,-0.656,0
2.747,0.745,-0.066,0
0.233,0.473,1.742,0
1.318,2.763,-0.173,0
0.738,1.888,0.261,0
2.474,0.334,0.208,0
0.824,1.346,0.365,1
0.137,0.894,-0.765,0
0.253,1.317,-0.454,0
0.983,1.849,-0.181,1
2.217,-0.195,0.103,0
2.877,0.52,0.13,0
0.592,2.258,0.295,0
0.66,1.695,0.264,0
1.014,0.491,0.847,1
0.371,0.961,-0.704,0
0.302,2.12,-0.184,0
0.212,0.656,1.481,0
0.569,0.909,-0.531,1
0.948,2.4,0.42,0
0.202,1.502,0.897,0
0.553,0.38,0.714,1
0.314,1.186,1.327,1
0.225,0.852,1.811,1
1.757,0.972,1.579,0
0.452,2.425,0.685,0
0.597,1.132,-0.601,1
0.114,0.591,0.909,1
1.132,1.404,-0.1,0
3.246,0.823,0.086,0
0.551,1.145,0.668,0
1.626,2,0.288,0
0.145,0.51,1.566,1
0.295,1.164,-0.662,0
1.517,1.41,0.134,0
3,0.438,0.112,0
2.035,1.726,-0.165,0
0.376,1.259,-0.598,0
1.687,1.914,-0.148,0
1.528,0.54,0.149,0
0.614,1.697,-0.163,0
0.22,1.291,-0.639,0
2.02,0.615,0.079,0
0.09,0.681,0.769,1
0.293,2.304,0.505,0
1.54,2.122,-0.388,0
0.058,0.207,-0.348,0
0.189,1.102,-0.87,0
2.555,-0.242,0.188,0
-0.165,-0.917,-0.856,0
2.556,0.718,-0.085,0
2.397,0.416,-0.078,0
1.068,1.601,-0.132,0
1.565,0.495,0.11,0
0.596,1.555,0.699,1
0.246,0.683,-0.781,0
1.7,2.193,0.222,0
1.889,1.009,0.366,0
1.341,1.174,-0.098,0
0.272,0.821,0.89,1
1.925,0.892,0.315,0
0.071,0.312,0.439,0
0.146,0.786,0.702,0
0.182,1.094,1.275,0
1.139,2.421,0.572,1
0.279,0.67,1.477,0
0.517,1.205,-0.573,0
0.543,0.486,1.553,1
0.364,0.859,-0.622,0
0.58,1.224,1.786,1
0.563,2.583,-0.17,0
0.598,1.583,-0.152,0
-0.181,0.649,-0.833,0
0.483,2.622,0.834,1
2.234,0.546,0.094,0
0.116,0.485,1.673,0
0.296,0.73,-0.761,1
0.376,1.218,0.859,1
0.72,0.502,2.021,0
0.328,0.656,2.117,1
-0.147,1.393,-0.543,0
0.189,0.363,-0.789,0
0.582,3.252,0.702,0
0.422,3.294,-0.203,0
2.628,0.845,0.299,0
1.179,1.328,-0.093,0
0.232,2.627,1.597,0
0.136,0.214,0.45,1
3.568,-0.29,-0.071,0
0.892,1.534,-0.118,0
0.211,1.473,0.714,0
0.881,1.29,1.098,1
1.052,2.559,-0.147,0
0.985,1.684,-0.146,0
0.245,0.727,1.739,1
0.564,2.68,0.763,1
0.199,1.02,1.156,0
0.2,0.684,2.185,1
3.66,0.423,0.362,0
0.634,2.292,-0.353,0
3.561,-0.277,-0.077,0
2.4,0.627,0.172,0
0.152,0.428,2.32,0
0.52,3.048,0.453,0
0.464,3.041,-0.242,0
0.248,0.947,-0.911,1
2.196,0.269,1.841,0
0.66,1.695,-0.264,0
0.165,0.496,0.781,0
0.886,1.913,0.195,0
0.403,2.671,0.357,0
0.677,1.848,0.329,0
1.165,0.903,0.648,1
0.419,1.303,0.463,0
0.111,0.332,-0.514,0
0.432,1.071,-0.592,0
3.399,0.577,-0.079,0
1.639,1.796,0.406,0
0.431,0.628,1.116,1
1.036,1.783,0.249,0
0.139,0.582,-0.638,1
1.556,2.125,-0.158,0
0.094,0.382,-0.469,0
0.718,0.574,1.189,0
2.699,-0.264,0.094,0
0.251,1.08,-0.517,0
0.345,1.708,0.246,0
0.829,1.838,0.24,0
1.325,1.206,-0.096,0
0.104,0.508,0,0
0.245,1.796,-0.752,0
0.749,2.499,-0.428,0
0.278,1.63,1.155,1
0.599,3.057,0.59,1
0.583,2.235,0.508,0
0.788,2.617,0.653,1
0.359,1.105,-0.658,1
0.801,0.592,-0.555,1
1.157,0.855,-0.668,0
0.987,2.4,-0.164,0
0.56,1.075,1.744,1
0.148,1.153,-0.34,0
0.318,0.911,1.985,1
0.564,2.68,0.763,1
-0.079,0.719,1.245,1
0.337,2.682,0.317,0
2.164,1.797,1.024,0
1.386,1.298,0.109,0
0.368,1.5,-0.459,0
-0.106,-0.363,1.3,1
1.288,0.722,0.095,0
0.15,0.933,-0.742,0
