@relation 'phoneme-weka.filters.unsupervised.attribute.Remove-V-R1-2,4,6'

@attribute Aa numeric
@attribute Ao numeric
@attribute Iy numeric
@attribute Class {0,1}

@data
0.523,2.466,0.345,0
1.203,2.256,-0.157,0
0.561,3.053,0.388,0
3.542,0.562,-0.096,0
0.115,0.628,0.719,0
0.981,2.268,0.189,0
0.536,0.795,1.06,0
0.242,0.421,1.066,1
2.158,0.882,0.112,0
0.363,2.737,-0.185,0
0.226,1.272,-0.461,0
0.243,0.495,1.268,1
0.385,1.242,-0.34,0
0.211,1.58,0.498,0
0.749,2.548,1.353,0
2.602,0.404,0.1,0
0.13,0.394,1.837,0
0.68,2.254,-0.215,0
0.136,0.457,0.674,0
0.11,0.421,-0.265,0
0.154,0.532,1.668,0
0.83,1.972,-0.185,0
0.334,0.871,0.884,1
1.21,2.399,0.288,0
0.221,0.939,1.636,1
0.172,0.526,1.262,1
0.169,0.5,1.001,0
0.179,0.61,1.854,0
0.411,0.785,1.012,1
1.781,1.57,-0.115,0
0.301,1.809,-0.138,0
0.152,1.282,0.335,0
0.39,1.445,-0.728,0
3.397,-0.285,0.114,0
0.412,0.808,1.937,0
3.496,0.728,-0.281,0
0.167,0.402,-0.607,0
0.16,0.991,1.083,1
0.479,2.02,0.22,0
0.65,2.187,-0.179,0
3.129,0.311,-0.347,0
0.255,1.037,0.772,1
2.026,1.041,0.522,0
-0.114,-0.206,-0.537,0
3.05,0.402,-0.298,0
0.554,2.594,-0.513,0
1.962,1.416,0.143,0
0.577,3.515,0.333,0
0.205,0.671,1.258,1
1.077,0.335,1.496,1
1.393,1.619,-0.428,1
0.679,2.033,1.162,0
2.134,0.884,0.104,0
0.398,1.887,-0.292,0
0.174,0.727,1.152,1
0.179,1.095,-0.514,0
2.404,0.651,0.073,0
0.226,0.567,0.957,1
0.268,2.128,-0.614,0
0.076,0.423,1.862,0
0.446,0.611,0.807,1
0.16,0.599,0.893,1
0.142,1.011,1.292,1
0.31,1.226,1.086,1
3.5,1.474,-0.045,0
0.66,2.362,0.298,0
0.184,1.364,0.658,0
0.075,0.359,1.857,1
3.21,1.435,-0.086,0
2.911,0.613,0.093,0
-0.104,-0.438,-0.886,1
0.501,3.293,0.312,0
1.336,1.061,1.11,0
0.87,1.053,0.57,1
0.238,1.965,0.375,0
0.502,2.603,0.986,1
0.724,2.437,0.398,0
0.524,2.181,0.329,0
-0.193,2.404,0.491,0
0.538,1.103,-0.509,1
0.176,1.631,0.345,0
0.859,1.516,0.236,0
1.177,0.625,0.618,1
0.061,0.224,-0.207,0
0.288,2.901,0.25,0
2.819,0.34,0.085,0
0.202,0.596,0.648,1
0.636,0.675,1.531,1
0.202,0.486,1.473,1
0.908,0.772,1.827,1
0.816,2.06,-0.191,0
0.121,0.718,0.716,0
0.513,1.105,-0.358,0
0.887,1.627,0.172,0
0.433,2.88,0.65,1
3.466,0.481,0.109,0
0.119,0.804,1.278,1
0.696,0.788,2.166,1
0.108,0.493,1.885,0
0.208,0.824,1.792,1
0.511,0.487,1.094,1
0.755,1.187,1.122,1
0.096,0.337,1.485,0
0.785,2.823,0.7,1
1.103,0.633,-0.626,1
0.383,1.004,0.976,0
0.597,2.565,-0.261,0
0.474,0.731,1.803,1
0.334,0.58,2.097,1
0.302,0.581,1.122,1
3.336,-0.234,-0.073,0
0.883,0.543,2.209,0
0.308,1.825,0.35,0
0.327,1.764,0.277,0
0.145,0.715,0.792,0
0.174,0.709,-0.877,1
1.532,1.411,0.28,0
0.198,1.356,-0.491,0
0.187,0.422,1.4,1
1.6,0.524,0.129,0
0.254,3.163,1.249,0
0.249,1.315,0.572,0
0.201,0.734,0.34,1
0.636,3.198,0.31,0
0.639,1.201,-0.682,0
0.326,0.571,1.106,1
0.32,1.033,1.106,1
2.87,0.496,-0.066,0
0.335,0.809,0.954,1
0.635,1.895,0.204,0
2.237,1.288,0.442,0
0.674,2.842,-0.161,0
1.227,1.634,0.183,0
0.178,0.702,1.329,1
0.301,1.086,0.933,1
0.381,1.368,0.783,1
0.602,1.077,-0.581,1
0.101,0.333,1.505,0
0.15,0.652,-0.969,1
0.697,1.068,0.515,1
0.256,0.33,2.29,0
2.384,0.771,-0.118,0
0.532,2.657,0.449,1
0.14,0.369,2.025,0
0.123,0.808,-0.971,0
1.017,2.179,0.816,0
2.712,0.384,-0.353,0
0.123,0.447,2.028,1
0.557,2.204,0.348,0
0.61,1.225,1.224,1
0.547,1.069,2.259,1
0.104,0.565,0.918,1
2.496,0.36,0.095,0
0.139,0.838,-0.714,0
0.24,0.551,1.204,1
0.564,0.408,-0.56,1
-0.158,1.356,-0.745,0
0.079,0.389,0.427,0
0.545,3.467,-0.222,0
0.916,2.596,-0.46,0
0.69,2.921,-0.222,0
2.852,-0.247,-0.062,0
0.125,1,1.428,1
0.345,1.987,0.678,0
0.319,2.064,0.508,0
0.11,0.319,1.813,0
0.933,3.142,0.545,0
0.967,1.624,1.028,1
0.837,2.421,-0.271,0
0.235,0.605,1.603,0
0.47,1.593,-0.546,0
0.195,0.731,1.89,1
1.104,2.591,-0.208,0
0.743,0.576,1.092,0
0.996,1.089,0.177,0
0.367,1.632,0.562,1
0.124,0.629,0.669,1
0.637,2.952,-0.376,0
2.406,1.305,0.813,0
0.143,0.979,-0.612,0
1.799,2.156,-0.197,0
1.752,2.127,0.22,0
0.204,0.739,1.878,1
0.226,0.949,0.603,1
0.136,0.369,1.567,0
0.093,0.395,-0.461,0
0.468,2.071,-0.198,0
0.287,0.931,0.902,1
0.567,0.511,1.577,1
0.308,0.604,0.896,1
1.067,2.854,-0.195,0
0.825,0.834,0.083,0
0.314,1.029,1.96,1
1.661,2.278,0.429,0
0.877,0.255,-0.667,1
1.542,0.721,-0.051,0
0.218,1.075,-0.948,0
0.205,1.266,-0.874,0
0.409,1.351,0.873,0
0.366,2.989,0.331,0
0.863,0.685,1.896,1
0.243,0.505,1.348,1
1.55,2.107,0.809,0
0.083,0.345,1.171,0
0.52,1.822,0.287,0
0.151,1.007,0.304,0
0.321,1.232,2.405,1
0.811,2.064,-0.342,0
0.193,0.363,-0.964,0
0.256,0.33,2.29,0
0.475,0.363,2.417,1
0.278,0.949,-0.656,0
0.55,1.74,0.373,0
0.219,0.912,-0.551,1
0.244,0.562,0.839,1
0.165,0.954,2.003,0
2.092,1.178,0.242,0
0.769,2.192,0.518,1
0.489,3.375,0.611,0
0.461,1.913,0.247,0
0.283,3.386,0.387,0
0.539,2.531,0.524,0
0.347,2.162,0.423,0
0.175,0.478,-0.757,0
0.37,0.517,2.47,1
1.479,0.879,0.208,0
0.319,1.059,-0.751,1
0.072,0.376,1.93,1
0.404,1.029,-0.799,0
0.229,2.375,-0.488,0
0.371,1.042,-0.786,0
0.412,1.999,-0.174,0
1.822,0.767,0.149,0
1.056,1.866,0.211,0
2.385,0.607,0.102,0
0.259,1.683,0.469,0
0.631,2.598,0.409,0
0.555,2.705,-0.26,0
3.47,0.572,-0.117,0
0.986,2.211,-0.485,0
1.093,1.612,0.528,0
0.735,2.461,-0.412,0
1.47,1.903,-0.134,0
0.191,0.546,1.965,0
0.278,1.134,-0.838,1
1.467,0.76,0.107,0
0.432,2.114,0.224,0
0.147,0.971,1.085,1
0.383,1.272,0.585,0
0.891,2.921,0.537,0
3.777,0.592,-0.103,0
0.333,2.786,-0.188,0
0.27,3.115,1.223,0
3.108,-0.295,-0.073,0
3.045,0.721,0.553,0
0.402,2.483,-0.239,0
0.091,0.592,0.858,0
1.322,1.153,0.371,0
0.399,1.039,0.899,1
2.819,0.719,-0.26,0
2.393,0.336,-0.053,0
0.429,1.231,-0.798,1
0.981,1.569,1.172,1
0.574,0.97,1.16,1
1.549,2.597,0.523,0
0.394,1.646,0.448,1
0.43,1.043,2.294,1
1.506,0.815,-0.502,1
0.354,1.334,-0.7,0
0.22,1.054,-0.85,0
0.839,1.302,-0.408,1
0.14,0.784,0.566,1
0.76,2.556,-0.221,0
0.582,3.251,0.702,0
1.237,0.948,0.103,0
0.321,1.523,-0.577,0
0.304,1.637,0.261,0
0.766,2.892,-0.239,0
0.192,0.629,0.704,1
0.212,2.228,0.295,0
2.327,2.156,-0.142,0
0.48,2.104,0.517,0
-0.102,0.724,1.293,1
0.233,1.128,-0.952,0
3.429,0.898,0.139,0
0.181,1.316,0.676,0
0.729,3.026,-0.192,0
0.212,0.746,-0.393,1
0.514,0.545,0.979,1
3.306,0.653,0.669,0
0.811,2.87,-0.232,0
1.233,1.407,0.184,0
0.389,2.467,0.688,0
0.572,2.888,0.836,1
0.28,0.859,1.339,1
0.869,2.037,-0.176,0
1.185,3.289,0.517,0
0.192,1.173,-0.695,0
-0.111,0.672,0.993,0
0.413,0.945,0.998,0
0.93,1.519,0.766,1
0.642,2.501,0.526,0
2.431,0.278,0.083,0
0.494,1.763,0.454,0
-0.321,-0.599,0.806,1
1.035,1.538,-0.549,1
0.371,2.472,-0.429,1
1.102,0.874,0.641,1
1.469,1.318,-0.469,1
0.266,1.875,0.837,0
0.669,2.047,-0.248,0
-0.235,1.703,0.721,0
1.462,1.329,-0.099,0
0.291,0.858,0.806,0
0.479,2.219,-0.524,0
-0.314,-0.724,-0.163,0
0.126,0.436,1.177,0
1.532,1.411,0.28,0
1.678,1.266,0.394,0
0.371,2.428,0.357,0
1.305,2.225,-0.203,0
0.204,0.417,1.823,1
0.778,1.791,0.277,1
0.436,3.27,0.338,0
0.675,3.076,0.358,0
1.84,-0.254,0.153,0
2.518,0.929,0.931,0
0.446,0.59,0.884,1
0.258,2.814,-0.239,0
2.766,0.315,-0.304,0
0.078,0.512,1.731,0
0.245,2.017,0.99,0
0.459,0.708,1.517,1
0.985,2.18,1.548,0
0.319,2.535,0.428,0
0.57,1.372,0.604,0
1.481,1.502,0.413,0
2.308,1.357,0.199,0
0.698,2.98,-0.307,0
3.454,0.625,-0.235,0
0.193,0.675,1.631,0
0.647,2.709,0.369,1
0.677,0.443,-0.536,1
0.269,0.362,2.265,0
0.83,3.041,0.547,0
0.287,0.814,1.082,1
0.245,0.484,0.879,0
3.802,-0.393,-0.082,0
0.059,0.287,-0.522,0
2.745,-0.224,0.097,0
2.525,0.647,0.356,0
0.582,1.276,1.478,1
0.266,0.825,-0.527,0
3.716,0.55,0.454,0
0.532,0.573,1.39,1
0.387,0.902,-0.648,0
0.108,0.378,1.134,0
0.86,2.661,-0.18,0
1.098,2.524,0.276,0
0.672,0.596,2.122,1
0.178,0.767,1.268,0
2.665,0.834,-0.276,0
0.548,2.581,0.479,0
0.996,1.174,0.324,0
-0.645,1.771,-0.195,0
0.233,1.784,0.656,0
3.396,0.517,-0.065,0
0.64,2.521,0.387,0
0.452,2.261,0.717,0
0.11,0.544,0.866,1
0.625,2.48,0.655,1
0.822,1.508,1.312,1
0.154,0.388,2.153,0
0.489,2.944,0.78,1
0.18,0.511,1.436,0
0.149,0.867,2.015,0
2.606,1.238,0.869,0
0.816,2.242,-0.17,0
0.564,1.178,-0.319,0
1.989,2.52,-0.137,0
0.104,0.496,-0.401,0
0.379,0.714,1.607,1
0.265,1.678,0.324,0
3.436,0.372,-0.065,0
0.245,0.355,1.934,1
0.748,1.16,0.896,1
0.299,1.968,0.862,0
0.304,0.561,0.762,1
0.651,2.36,0.291,0
0.187,0.518,-0.783,0
0.184,0.702,1.858,1
0.488,3.365,0.36,0
0.106,0.132,0.47,1
0.229,0.452,1.469,0
0.482,2.126,-0.484,0
3.13,0.54,-0.067,0
0.556,1.231,-0.436,1
0.363,0.44,1.01,1
1.141,2.762,0.359,0
2.452,-0.211,0.166,0
1.435,2.509,-0.212,1
3.046,0.977,0.142,0
0.394,0.949,1.511,0
0.638,3.104,-0.249,0
0.129,0.556,0.928,0
0.55,3.32,0.65,0
2.078,1.095,0.094,0
0.264,1.163,-0.512,0
3.632,0.732,-0.082,0
0.58,3.166,0.386,0
-0.091,0.514,0.766,1
-0.211,-0.514,1.065,0
0.249,0.468,-1.116,1
0.26,0.645,1.181,0
0.177,0.256,0.891,1
3.056,0.469,-0.279,0
0.934,2.115,-0.421,0
0.388,0.855,-0.636,0
-0.148,1.243,-0.757,0
0.146,0.554,2.295,1
0.682,1.98,-0.433,0
0.269,0.524,-0.714,1
3.527,-0.341,-0.061,0
0.269,1.351,-0.64,0
0.709,1.759,-0.405,0
1.836,0.925,0.195,0
1.204,1.859,0.641,0
0.407,1.041,-0.535,0
0.242,0.395,1.722,1
0.185,0.447,1.595,0
0.597,3.405,0.647,0
1.572,2.779,0.265,0
0.315,1.503,0.369,0
0.526,2.17,0.348,0
0.309,1.464,-0.551,0
2.082,1.934,-0.1,0
0.456,2.494,0.836,0
0.672,0.602,2.131,1
0.89,2.748,-0.176,0
0.805,2.64,-0.223,0
0.312,0.862,-0.686,0
2.182,0.987,0.135,0
0.059,0.336,-0.21,1
1.036,2.038,-0.127,0
1.295,2.849,0.284,0
0.595,2.984,-0.252,0
0.463,2.106,-0.187,0
0.187,0.474,0.996,1
0.235,1.178,-0.725,0
1.141,2.928,-0.207,0
0.39,3.135,0.456,0
2.617,0.969,-0.087,0
0.471,0.782,1.563,1
0.392,0.937,1.256,1
1.508,1.605,0.801,0
0.781,1.25,0.383,1
1.031,0.584,1.532,1
