@relation 'phoneme-weka.filters.unsupervised.attribute.Remove-V-R1,3,5-6'

@attribute Aa numeric
@attribute Dcl numeric
@attribute Sh numeric
@attribute Class {0,1}

@data
0.225,2.428,1.215,1
0.244,0.951,0,0
0.496,2.141,0.721,1
0.465,1.315,-0.19,1
0.71,0.718,-0.117,0
2.18,0.459,-0.234,0
0.452,-0.355,-0.096,0
0.966,0.617,-0.431,0
0.573,1.523,-0.19,0
0.243,1.824,1.123,0
-0.053,1.327,-0.594,0
1.011,1.053,-0.168,1
2.331,-0.107,-0.052,0
0.881,1.726,0.834,1
0.231,1.354,-0.239,0
0.109,0.87,0,1
1.675,1.366,-0.117,0
0.145,0.491,-0.834,0
0.639,1.573,0.493,1
0.267,2.051,0,0
1.622,-0.313,0.141,0
1.248,-0.43,-0.128,0
1.207,-0.208,-0.055,0
1.871,0.16,-0.159,0
0.126,1.292,0,0
1.845,-0.376,-0.119,0
0.348,2.678,-0.321,0
0.183,2.471,0,0
0.839,1.333,1.503,1
0.268,0.412,0.709,1
1.139,2.77,-0.242,1
0.372,1.163,0,0
2.367,0.158,-0.06,0
2.255,-0.111,-0.049,0
0.112,1.302,-0.826,0
0.182,0.629,0,1
1.7,-0.409,-0.441,0
1.065,-0.349,0.126,0
1.335,0.149,-0.214,0
1.834,-0.313,-0.099,0
3.027,0.164,-0.113,0
0.151,0.501,-0.987,0
2.521,-0.107,-0.068,0
0.238,0.682,0.119,0
0.166,0.534,0,0
0.423,1.774,1.777,1
0.128,0.52,0,1
1.454,-0.265,-0.054,0
0.421,1.101,-0.252,0
0.318,0.848,0,1
0.517,1.352,0,0
1.406,-0.535,0.1,0
0.524,-0.59,-0.328,0
0.384,2.268,0,0
0.95,1.311,1.496,1
0.352,1.644,-0.324,1
0.105,1.282,-0.709,0
0.49,1.683,-0.371,1
2.84,0.395,0.08,0
0.294,2.566,-0.33,0
0.644,-0.322,0.136,0
1.061,-0.46,0.73,0
3.273,0.488,0.307,0
0.377,2.391,-0.506,1
0.132,1.012,0,0
0.544,1.148,-0.355,1
0.962,-0.386,-0.111,0
0.114,0.477,2.273,0
0.197,2.061,-0.299,0
0.391,-0.59,0.953,0
0.255,1.474,-0.203,0
0.798,-0.603,0.249,0
1.383,0.348,0.14,0
0.495,0.691,-0.155,0
0.272,0.419,-0.529,1
3.137,0.108,-0.082,0
0.297,0.349,0.849,1
0.212,1.964,0,0
0.239,0.571,-1.046,0
2.115,0.154,-0.149,0
0.544,1.148,-0.355,1
0.723,1.512,-0.17,0
0.115,1.195,-0.477,1
0.31,1.327,0.513,1
0.702,-0.525,-0.129,0
0.647,1.368,1.016,0
0.103,0.622,-0.797,1
0.182,1.867,0,0
-1.595,-0.188,-0.092,0
0.251,2.024,-0.505,0
0.301,1.237,-0.639,0
0.3,1.661,-0.214,0
0.13,0.993,-0.793,1
0.665,0.875,0.713,0
0.189,0.918,-0.614,0
0.27,2.105,0.415,1
2.999,-0.124,-0.048,0
1.722,2.304,-0.191,0
0.132,0.501,0.881,0
0.519,-0.407,-0.095,0
0.183,1.711,0,0
0.162,0.746,-0.638,1
0.211,0.595,1.188,1
0.556,0.841,-0.257,1
1.487,1.606,-0.131,0
0.298,0.955,-0.589,0
0.597,1.896,-0.231,1
2.744,0.171,0.074,0
0.277,1.918,-0.449,0
0.213,0.977,1.975,1
0.997,1.248,0.979,1
1.295,-0.779,-0.316,0
0.374,1.502,-0.174,1
0.522,1.575,1.138,1
0.264,1.734,1.148,1
0.334,0.698,-0.124,0
2.832,0.122,-0.058,0
0.227,0.59,0.964,1
0.118,0.559,-0.666,0
2.666,0.188,-0.079,0
0.147,0.732,-0.639,0
0.209,2.069,-0.238,0
1.061,-0.631,0.162,0
0.205,-0.866,-0.935,1
-0.251,1.116,-0.274,0
1.205,2.709,-0.236,1
1.192,0.933,0.144,0
0.689,2.224,-0.418,1
0.229,0.778,0,1
0.24,0.664,0.172,0
0.168,0.542,-0.7,1
3.426,-0.143,-0.053,0
0.902,-0.398,-0.118,0
0.138,0.526,-0.665,0
2.046,2.079,-0.161,0
0.204,0.654,1.854,1
0.28,-0.47,-0.146,0
0.729,-0.346,-0.113,0
0.141,1.008,0,1
0.389,0.755,1.173,0
2.106,-0.176,-0.065,0
0.391,1.394,-0.481,1
0.147,0.384,1.595,0
0.541,2.056,0.378,1
3.144,0.164,-0.114,0
2.242,0.702,0.202,0
0.234,1.898,-0.27,0
0.109,0.866,-0.879,1
0.318,-0.384,0,0
0.265,2.521,-0.34,0
0.15,1.424,-0.667,1
-0.385,-0.293,-0.069,0
-0.136,0.703,1.456,1
0.642,1.183,-0.22,0
0.567,1.066,-0.362,1
1.162,-0.121,-0.051,0
3.414,0.187,0.082,0
2.007,-0.149,0.062,0
0.426,0.775,1.176,0
0.347,2.339,0.433,1
0.393,1.826,-0.281,0
0.266,0.739,-0.143,0
0.739,-0.32,-0.084,0
0.868,-0.434,-0.137,0
0.126,0.597,-0.791,0
0.367,-0.402,0.624,1
0.417,-0.364,0,0
0.229,0.848,-0.24,0
0.81,-0.303,-0.087,0
0.157,0.792,1.984,0
0.234,0.718,-1.009,1
2.558,1.052,-0.143,0
0.287,1.133,0.354,1
0.356,-0.407,0.814,0
0.328,2.081,-0.35,0
2.398,-0.248,0,0
0.18,2.27,0,0
0.232,0.783,0,1
1.108,0.42,1.796,0
0.328,0.772,0,1
0.688,1.225,0.48,0
1.349,-0.44,0.441,0
0.483,1.565,-0.34,1
0.508,1.04,-0.255,1
0.162,1.06,-0.602,0
2.92,-0.105,-0.049,0
0.234,2.176,-0.353,0
0.079,0.386,0,0
0.812,-0.483,-0.227,0
0.308,1.352,-0.234,0
1.957,0.82,-0.258,0
-0.101,-0.421,1.853,0
0.446,2.048,0.666,1
2.799,-0.243,-0.236,0
1.109,-0.443,0.278,0
0.92,2.172,0.471,1
0.23,2.633,0.64,1
0.822,-0.373,-0.126,0
0.326,2.18,-0.284,0
0.577,1.831,1.464,1
0.904,1.67,0.585,0
0.578,0.866,1.169,0
0.296,1.704,0.677,0
0.598,1.005,1.555,0
0.118,1.243,0,0
1.499,-0.409,0.803,0
0.161,-0.167,-0.937,1
1.158,-0.362,0.23,0
0.296,2.688,-0.372,0
0.59,1.521,1.441,1
-1.044,-0.923,0,0
0.198,1.169,-0.513,1
0.257,0.77,0.786,1
0.222,0.684,0,1
1.004,1.608,0.718,1
0.404,-0.358,-0.096,0
0.358,1.189,-0.189,0
0.558,1.943,0.44,1
0.334,2.335,0,0
0.774,2.066,0.796,1
1.612,-0.385,0.164,0
0.947,0.333,0.072,0
2.267,0.553,0.214,0
2.331,-0.107,-0.051,0
0.317,1.952,-0.378,0
0.409,1.935,1.234,1
0.136,2.224,-0.322,0
3.509,0.27,-0.161,0
0.511,0.578,-0.132,0
0.532,-0.601,0,0
0.435,1.028,-0.295,0
0.803,2.035,0.5,1
0.99,0.721,-0.271,1
-0.115,0.902,-0.828,1
0.319,0.761,-0.735,1
0.538,1.581,-0.268,1
1.977,-0.303,-0.094,0
0.215,0.837,0,1
0.403,-0.594,-0.189,0
0.4,1.77,-0.716,1
0.657,0.499,0,0
3.461,-0.111,-0.042,0
0.565,1.013,1.881,0
0.618,1.031,0,0
0.298,0.498,1.02,1
0.659,0.779,-0.125,0
0.165,1.164,-0.211,0
1.091,-0.37,-0.152,0
-0.504,0.828,-0.175,0
0.554,1.588,-0.602,1
0.409,-0.635,-0.187,0
1.72,0.384,0.846,0
3.086,0.521,0.274,0
0.301,1.688,-0.71,1
0.2,0.833,0,1
2.56,-0.113,-0.058,0
2.245,-0.149,-0.058,0
1.565,1.299,0.559,0
0.242,1.084,0,1
0.279,0.936,0,1
2.827,0.298,0.653,0
0.324,2.536,-0.406,0
0.2,0.749,1.391,1
0.343,1.783,1.546,1
0.922,-0.467,-0.127,0
1.509,0.482,-0.169,0
0.395,-0.59,-0.181,0
0.128,0.428,1.031,0
0.259,0.92,-0.833,0
0.351,2.578,0.353,0
2.53,0.213,-0.058,0
1.363,1.936,-0.153,1
0.123,-0.863,-0.998,0
1.071,-0.346,-0.208,0
0.676,1.364,-0.307,1
0.647,0.776,-0.599,0
0.239,-0.972,0,1
-0.104,1.525,0,0
0.455,1.864,1.512,1
0.242,2.259,0,0
0.413,2.578,-0.304,0
1.048,-0.333,0.118,0
0.262,-0.395,0.168,0
0.484,0.917,0.163,0
-0.05,0.923,-0.357,1
2.602,-0.144,0.119,0
0.608,-0.344,-0.074,0
0.737,-0.467,-0.257,0
0.383,2.162,0.636,1
0.522,2.095,-0.24,0
0.231,2.467,1.191,1
0.273,1.926,0,0
0.283,0.535,-0.119,0
2.767,1.166,0.269,0
0.172,0.64,0,0
-0.233,1.364,-0.532,0
0.35,2.361,0.566,0
0.157,2.493,0,0
0.556,1.234,-0.238,0
0.489,-0.47,-0.161,0
0.156,1.35,0,0
0.242,1.295,0,1
0.234,2.599,0.549,0
-0.103,1.762,-0.424,0
0.099,0.854,0,1
0.156,1.946,0,0
0.285,-0.452,-0.106,0
0.099,0.332,1.838,0
0.363,2.446,-0.384,0
0.205,1.165,-0.4,0
1.707,0.449,0,1
0.326,2.22,0,0
0.417,-0.407,-0.103,0
0.598,2.137,-0.257,1
0.258,0.995,-0.344,0
0.508,0.998,-0.207,0
0.474,1.336,-0.376,1
1.236,1.835,-0.167,1
0.52,1.208,-0.195,0
-0.222,-0.798,-0.407,1
0.159,0.617,-0.873,1
1.013,1.531,-0.162,1
0.719,-0.713,-0.141,0
0.245,0.768,0,0
1.084,-0.298,-0.102,0
0.159,1.129,0,1
0.366,0.889,-0.584,0
0.161,0.983,-0.933,1
2.399,0.392,-0.045,0
0.151,1.302,0,0
0.223,2.011,0,0
0.131,1.839,-0.411,0
0.926,1.984,-0.244,1
1.097,-0.549,0.245,0
0.329,0.792,0.873,1
0.891,1.041,-0.23,1
0.474,2.454,0.791,1
0.545,1.504,-0.728,0
0.279,0.803,0,1
0.965,-0.422,-0.381,0
3.619,-0.146,-0.065,0
1.041,-0.321,-0.412,0
0.066,0.345,0,0
0.27,1.964,-0.235,0
2.906,0.272,0.25,0
0.326,1.856,1.481,1
0.348,-0.397,-0.383,0
3.015,-0.117,-0.052,0
0.511,-0.523,-0.156,0
1.997,-0.407,0.533,0
1.268,2.24,-0.208,0
0.086,0.724,-0.418,0
0.278,0.383,0.771,1
0.691,-0.49,1.17,0
0.637,1.17,0,0
2.702,0.189,-0.143,0
-0.15,2.41,0,0
0.562,1.75,-0.33,1
2.653,0.241,0.092,0
1.362,0.486,-0.277,0
0.409,1.243,-0.517,0
0.116,0.762,0,1
0.266,2.271,-0.326,0
0.222,0.607,-1.143,1
1.099,-0.398,-0.112,0
0.942,1.179,0.725,0
0.243,-0.659,-1.078,1
0.121,0.967,0,1
3.256,0.356,0.132,0
-0.221,-0.621,-0.171,0
3.773,-0.128,-0.065,0
0.401,-0.347,-0.093,0
0.155,1.795,0.553,0
0.116,0.43,1.304,0
0.364,2.606,-0.248,0
0.473,2.299,0.91,1
0.174,0.97,-0.601,0
0.227,2.503,0.616,0
1.23,0.535,0.285,0
0.842,-0.46,-0.123,0
0.223,0.57,1.503,1
0.266,2.178,0,0
0.424,1.004,0.792,0
0.295,1.139,-0.434,0
0.832,-0.599,0.314,0
0.504,-0.577,-0.158,0
0.405,1.826,-0.4,0
0.301,2.831,0,0
1.274,0.394,0.119,0
0.895,1.321,1.516,1
0.12,0.575,-0.634,0
0.169,0.678,-0.651,0
0.564,-0.606,-0.27,0
0.733,2.011,0.414,1
0.074,0.421,2.377,0
0.624,0.755,-0.297,0
0.476,-0.447,0,0
0.331,-0.436,-0.117,0
0.214,0.912,-1.086,1
1.765,-0.227,0.164,0
0.686,1.181,1.84,1
0.13,1.377,-0.43,0
0.181,1.869,-0.421,0
0.593,-0.508,-0.142,0
0.8,1.979,0.318,0
0.259,0.77,0,0
0.189,1.156,0,0
0.323,3.058,-0.44,0
0.246,1.836,0.48,0
0.226,1.4,0,0
2.365,0.158,-0.059,0
0.116,0.743,0,1
1.013,-0.324,0.137,0
2.17,0.274,-0.124,0
2.937,1.369,-0.132,0
0.375,1.43,0,0
1.051,-0.42,0.619,0
3.15,0.227,-0.061,0
0.764,0.915,-0.179,0
0.212,0.905,1.21,1
0.485,2.292,0.992,1
1.022,0.53,0,0
3.239,-0.139,0.058,0
0.151,2.353,0,0
0.249,2.085,0,1
2.663,-0.117,0.063,0
0.154,0.484,0,0
0.029,0.383,0,0
0.258,2.135,-0.424,1
1.508,0.569,0,0
0.562,2.075,0.528,0
3.328,0.134,0.055,0
0.411,1.408,-0.479,0
0.437,2.477,0.388,1
0.626,-0.481,-0.136,0
-0.125,1.453,0,0
0.4,1.457,0,1
0.341,-0.519,-0.13,0
0.21,1.963,-0.732,0
0.333,2.313,0,0
3.232,0.491,-0.121,0
