@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R3,6-7,10-11,14,17'

@attribute At3 numeric
@attribute At6 numeric
@attribute At7 numeric
@attribute At10 numeric
@attribute At11 numeric
@attribute At14 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
53,84,68,0,30,46,7
13,56,96,0,0,64,8
13,83,100,75,75,24,1
11,39,21,0,98,63,0
68,84,73,37,98,0,3
37,100,67,0,33,40,7
93,73,70,39,82,0,3
27,93,73,12,50,34,7
43,37,65,14,12,93,5
20,24,34,24,100,100,0
29,98,68,46,100,0,3
65,75,56,0,2,52,8
40,42,69,59,74,43,4
56,67,0,0,69,50,0
0,46,54,1,6,93,5
9,35,22,18,88,33,4
100,100,0,74,91,24,9
19,54,36,0,7,63,8
85,100,70,21,0,3,1
0,71,68,49,100,0,9
18,47,26,35,100,30,4
24,53,19,41,100,24,4
8,27,41,27,100,92,0
70,60,0,0,70,32,6
14,97,100,71,40,23,7
67,71,0,0,68,34,6
24,78,100,80,95,24,1
45,84,49,20,0,9,2
61,64,7,5,42,23,6
45,100,93,73,97,19,1
27,66,56,0,10,57,8
82,81,69,42,85,5,3
53,58,0,0,76,27,6
30,80,31,23,4,1,2
78,79,73,40,87,0,3
49,93,69,48,96,13,3
78,70,18,22,21,11,6
18,35,35,15,26,90,5
30,61,0,30,100,23,4
82,100,89,49,76,0,1
24,0,90,71,75,90,0
60,86,67,43,75,0,3
59,63,46,16,5,19,2
8,100,55,17,0,3,2
55,77,56,12,0,13,2
4,100,93,38,15,0,2
37,57,69,0,0,48,8
100,93,24,48,95,0,5
61,77,72,39,100,0,3
32,76,58,0,11,39,7
0,35,7,36,7,100,5
15,12,79,38,82,100,0
47,66,100,64,93,0,9
35,65,56,71,100,3,9
76,92,0,50,100,0,5
0,30,82,70,79,44,4
52,77,75,2,17,30,7
0,72,44,58,100,0,9
31,59,0,32,100,26,4
42,100,35,56,62,0,5
21,47,68,75,85,25,4
18,52,13,34,100,24,4
30,100,57,22,7,2,1
21,25,34,27,100,100,0
42,76,53,0,40,29,7
0,1,76,52,71,61,0
18,50,81,70,67,37,4
26,89,62,39,100,4,3
43,42,7,0,100,36,6
73,80,56,7,10,33,7
58,50,8,0,100,25,6
67,57,40,15,19,12,2
68,79,68,40,100,0,3
71,70,11,13,40,26,6
33,53,11,36,100,27,4
53,75,85,0,48,29,7
28,93,100,75,56,25,1
0,37,100,5,41,79,8
0,13,70,35,86,94,0
100,100,0,62,84,30,9
100,56,72,0,91,59,8
33,49,8,0,100,38,6
36,99,100,75,39,25,1
78,66,68,39,70,0,3
13,89,40,2,12,0,2
36,78,100,94,70,34,1
70,87,13,71,100,27,9
97,94,46,42,99,0,5
43,68,29,2,30,0,2
5,40,60,58,85,29,4
61,69,58,0,38,48,7
6,42,30,4,100,96,0
11,65,54,48,0,0,8
66,56,23,0,54,18,6
17,45,25,25,95,30,4
80,72,58,46,87,0,3
38,78,45,21,0,0,2
12,36,57,19,0,94,5
17,26,29,27,100,100,0
32,97,92,38,95,25,7
46,73,36,15,0,0,2
60,56,37,0,20,8,2
86,100,0,54,100,41,9
10,32,33,8,100,90,0
55,98,19,80,100,10,9
0,45,20,55,38,94,5
12,0,81,55,82,100,0
29,99,10,75,100,17,9
9,44,74,1,53,82,8
28,33,24,16,15,89,5
84,100,28,86,90,13,9
38,76,40,16,0,0,2
67,79,52,0,0,42,8
3,51,49,61,64,43,4
30,97,71,23,0,3,2
10,27,29,9,100,81,0
76,88,55,82,73,26,9
24,35,93,67,74,39,4
0,1,54,30,100,100,0
66,78,41,41,100,9,3
45,90,56,40,83,0,3
55,97,100,75,81,25,1
100,100,20,77,84,15,9
51,79,60,69,95,0,9
51,100,74,42,0,0,2
31,79,100,76,53,26,1
45,83,53,52,93,0,3
53,94,68,53,100,7,3
16,94,37,22,5,8,2
52,54,0,0,85,34,6
0,0,80,51,74,83,0
43,48,4,0,100,28,6
7,44,32,29,100,31,4
20,45,29,27,100,35,4
48,97,92,57,70,13,3
57,63,46,0,4,43,7
27,70,100,94,69,32,1
54,69,70,0,28,47,7
33,82,59,41,92,0,3
23,71,100,93,55,31,1
92,98,45,65,99,7,5
57,83,61,36,0,8,2
38,95,82,43,100,0,3
27,100,81,49,34,4,2
50,34,15,36,100,37,4
1,19,40,28,100,98,0
49,69,37,100,77,24,9
0,78,41,48,100,0,9
42,69,100,94,73,31,1
4,29,33,3,100,79,0
31,82,37,0,0,2,2
43,89,56,33,100,0,3
48,77,56,45,91,0,3
37,100,94,34,0,4,2
22,75,35,1,0,4,2
0,0,72,41,86,100,0
90,68,66,60,97,0,9
22,24,37,21,100,100,0
53,94,68,39,95,0,3
30,35,24,30,0,99,5
43,72,68,0,31,48,7
51,56,66,62,75,42,4
45,88,49,78,69,32,9
23,96,52,0,12,42,7
41,39,45,37,92,33,4
49,84,39,75,94,24,9
28,63,3,0,100,24,6
25,0,2,66,30,95,5
55,72,29,70,73,33,4
62,74,2,22,64,28,4
66,94,43,55,76,0,5
0,44,98,56,68,32,4
74,68,49,10,0,10,2
16,44,66,9,0,96,5
41,89,53,0,14,47,7
57,30,37,25,0,100,5
4,52,61,0,6,95,5
62,79,67,16,0,16,2
39,69,48,0,1,44,7
41,37,100,96,60,71,9
49,65,0,6,74,23,6
26,51,68,72,74,28,4
38,99,100,75,78,22,1
3,54,55,2,0,100,5
67,68,44,0,0,46,7
47,100,100,67,58,22,1
54,70,31,11,17,1,2
17,27,17,40,0,96,5
48,88,8,52,86,0,5
17,100,100,70,39,23,1
48,77,61,35,100,1,3
54,15,43,35,81,100,8
98,98,8,55,100,1,5
90,78,76,32,7,0,2
52,100,57,16,0,7,1
49,73,11,17,100,24,6
7,83,100,78,67,26,1
68,98,52,51,79,6,5
23,39,77,13,42,86,8
29,77,100,82,82,25,1
59,98,78,18,0,13,2
32,82,100,75,66,24,1
0,0,69,43,85,100,0
58,91,61,20,8,33,7
53,100,73,31,26,34,7
67,100,91,68,37,23,1
20,68,71,0,17,55,8
0,70,100,96,89,32,1
90,71,16,0,68,37,6
7,0,82,58,73,93,0
26,29,45,35,0,100,5
0,45,79,73,86,35,4
64,97,84,72,67,22,9
0,52,44,0,12,99,5
55,94,82,44,93,6,3
2,36,100,7,31,92,8
18,95,84,28,30,39,7
50,100,86,63,67,12,1
39,94,81,41,100,4,3
0,47,70,71,94,36,4
36,73,100,89,66,30,1
0,15,62,29,100,100,0
8,80,62,78,100,28,9
74,65,0,0,100,45,6
100,94,46,69,82,0,9
27,95,57,51,100,13,3
29,88,65,10,11,11,2
0,11,69,26,90,100,0
49,69,25,100,84,33,9
60,63,45,0,0,19,2
45,68,51,0,29,50,7
60,69,85,68,100,0,9
80,100,51,68,83,8,9
34,59,11,43,100,22,4
12,58,62,0,4,97,5
57,55,13,86,100,0,9
35,91,65,40,100,1,3
31,32,86,18,53,87,8
79,84,77,34,67,0,3
24,38,67,13,4,97,5
22,38,100,61,68,39,4
30,59,0,0,100,40,6
44,78,100,74,61,21,1
45,100,0,45,25,37,8
52,92,83,52,65,12,3
41,36,88,63,72,39,4
18,0,86,50,86,100,0
8,20,41,19,100,86,0
47,100,59,68,68,8,1
83,100,65,60,9,20,1
56,60,0,0,73,40,6
76,91,12,76,84,9,9
8,91,69,15,10,0,2
64,49,27,0,100,41,6
50,45,70,65,83,43,4
28,20,0,40,72,99,8
22,100,86,50,28,4,2
1,38,50,15,2,96,5
49,93,78,39,87,0,3
29,59,1,0,77,48,0
9,15,45,24,100,100,0
27,84,100,75,62,25,1
87,86,0,65,100,34,9
55,76,91,47,90,0,9
27,95,100,63,58,7,7
0,0,70,41,82,100,0
9,67,74,0,21,56,8
23,46,68,14,0,97,5
62,100,66,61,100,2,9
0,34,12,35,75,100,8
67,76,73,6,0,30,7
44,65,100,79,92,0,9
58,84,24,50,9,16,1
38,85,55,37,100,0,3
100,100,54,83,92,0,9
17,40,70,17,33,79,8
44,83,100,76,50,26,1
76,100,38,64,63,41,9
18,44,54,41,59,29,4
28,100,93,62,100,13,3
47,81,53,72,98,0,9
61,75,41,0,0,36,8
34,77,43,11,0,4,2
48,68,0,0,100,29,6
73,98,73,22,29,5,1
28,52,0,0,100,26,6
44,100,84,9,44,27,7
0,3,71,48,82,76,0
1,0,67,38,93,100,0
22,36,49,30,89,35,4
54,68,61,0,0,48,8
15,38,12,0,86,60,0
0,0,83,60,65,80,0
77,76,70,36,93,0,3
22,47,28,35,98,34,4
0,62,86,0,8,94,5
52,85,96,12,50,25,7
68,86,54,49,98,5,3
28,75,36,89,100,26,9
58,81,67,48,100,0,3
71,82,72,35,0,0,2
44,73,71,0,56,32,7
54,83,36,0,15,54,8
37,81,54,75,85,34,9
50,73,66,0,5,38,7
13,36,33,25,59,96,8
100,92,41,50,56,0,5
38,54,7,0,100,16,6
100,96,18,60,89,16,5
0,80,41,65,100,39,9
30,56,0,0,75,47,0
100,98,11,60,74,14,5
26,97,84,19,55,23,7
97,0,0,45,100,100,8
59,67,100,65,92,0,9
27,44,15,3,100,25,6
87,100,47,72,98,3,9
62,63,52,8,0,25,2
94,75,72,30,0,7,2
48,15,8,31,11,90,5
62,0,29,52,100,100,8
20,46,8,0,100,36,6
0,47,85,16,83,93,8
30,36,52,20,0,95,5
29,90,46,18,0,5,2
44,73,43,0,0,45,8
30,98,76,36,5,2,2
46,84,44,42,100,0,3
31,65,76,76,100,4,9
50,72,58,0,9,38,7
45,78,67,1,10,28,7
28,93,43,29,12,0,2
37,81,73,0,33,40,7
50,94,82,36,89,0,3
36,100,37,27,100,8,1
69,88,47,74,91,8,9
11,51,3,27,100,26,4
41,63,10,0,100,42,6
9,49,66,70,75,50,4
0,48,52,58,82,34,4
27,70,18,8,41,1,2
17,11,74,38,87,100,0
26,34,18,2,100,28,6
31,29,11,32,49,100,8
100,93,0,61,100,12,5
41,68,65,0,0,38,8
73,0,0,34,82,100,8
0,11,55,28,100,100,0
0,19,44,18,100,100,0
60,77,90,70,66,20,9
69,86,67,49,77,0,3
39,49,29,48,98,52,4
31,33,94,83,63,80,9
0,44,53,0,22,95,5
0,56,100,83,87,27,4
49,95,89,28,30,36,7
95,70,72,15,45,23,7
46,47,27,7,33,0,2
77,68,50,0,0,12,1
54,79,51,49,88,0,3
50,100,74,16,17,4,1
100,91,68,48,80,7,5
52,62,0,2,77,19,6
0,2,67,39,100,100,0
55,74,68,0,19,45,8
12,44,38,29,0,99,5
76,74,62,6,4,22,7
59,23,45,34,79,100,8
20,59,41,0,0,65,8
66,97,74,52,72,12,3
66,100,48,37,52,32,8
61,58,0,0,77,39,6
78,80,55,64,100,0,9
16,57,14,35,0,0,1
28,97,77,15,86,33,8
31,76,37,94,100,27,9
15,48,55,56,100,28,4
2,53,29,45,100,30,4
8,51,56,60,87,30,4
57,84,89,5,63,26,7
55,70,0,3,57,30,6
25,72,42,5,0,5,2
40,99,84,33,13,26,7
59,70,56,0,0,24,2
68,77,67,15,29,30,7
82,65,51,0,0,35,7
32,82,100,75,71,25,1
17,35,34,22,99,34,4
60,99,82,73,77,20,9
51,84,51,54,100,0,3
16,100,65,45,36,0,2
61,100,7,51,100,0,5
44,70,52,0,5,41,7
35,31,93,100,69,64,9
0,39,51,15,5,93,5
28,69,43,0,14,36,7
56,100,89,72,78,23,1
100,95,51,52,72,0,5
21,80,46,84,100,18,9
100,100,0,68,86,27,9
82,80,73,36,75,9,3
26,86,51,0,15,42,7
9,34,24,19,100,89,0
58,79,43,49,100,2,3
67,71,0,6,74,26,6
80,72,58,44,87,0,3
16,60,54,43,89,41,4
79,100,46,42,51,0,8
6,100,76,46,24,0,2
100,100,0,66,84,29,9
60,65,94,0,0,53,8
22,80,26,47,100,0,3
38,100,52,5,100,3,1
32,37,28,37,75,29,4
35,97,23,58,99,32,9
31,59,0,0,100,39,6
30,62,0,29,100,27,4
90,89,24,47,85,3,5
30,78,50,0,25,46,7
100,89,18,52,82,8,5
59,69,87,63,76,1,9
31,78,59,0,21,46,7
36,72,70,0,27,50,7
24,56,36,55,91,23,4
44,99,71,39,90,0,3
16,23,45,28,100,100,0
53,81,40,78,100,5,9
0,72,100,74,67,21,9
46,52,0,0,100,37,6
48,100,80,34,13,32,7
39,63,55,0,19,35,7
20,81,53,20,8,0,2
44,100,0,69,94,23,9
0,14,58,30,100,100,0
38,95,68,50,100,0,3
0,20,37,19,100,93,0
53,46,0,0,100,26,6
40,39,9,26,100,100,0
14,35,10,18,100,90,0
37,83,64,12,0,10,2
38,54,0,13,100,28,4
60,100,55,52,76,2,5
73,77,72,39,84,0,3
1,0,78,47,79,100,0
56,54,0,14,100,25,4
48,45,74,57,70,43,4
42,81,54,30,0,0,2
24,54,0,0,100,32,6
48,76,61,0,3,55,8
56,67,0,0,81,53,0
44,88,46,63,100,0,8
14,58,28,47,97,21,4
42,88,100,75,72,23,1
55,66,0,0,79,27,6
30,34,56,49,88,43,4
30,86,46,22,21,4,2
10,28,26,13,100,77,0
34,80,46,14,10,1,2
24,89,100,76,43,26,1
78,80,69,22,0,17,2
45,69,46,0,0,49,8
0,49,61,0,33,100,5
63,64,0,0,70,46,6
28,100,58,61,100,0,9
0,67,99,0,6,84,5
48,55,4,0,94,38,6
47,33,29,45,88,25,4
47,70,35,18,0,1,2
14,49,100,0,0,72,8
67,75,25,45,0,15,1
73,80,77,8,36,27,7
76,82,18,29,6,7,6
67,18,34,33,70,100,8
83,86,24,0,0,33,8
12,26,28,22,100,92,0
54,83,59,36,95,0,3
41,43,0,36,100,36,4
16,39,15,10,100,88,0
35,86,51,8,0,3,2
61,58,6,0,44,21,6
21,80,99,80,99,24,1
7,0,73,49,86,100,0
42,95,68,42,100,0,3
44,74,24,91,83,30,9
62,34,54,21,55,100,8
100,96,30,62,94,15,5
62,99,14,79,98,26,9
28,80,48,79,100,34,9
30,100,65,29,12,0,2
53,74,42,19,0,11,2
51,85,50,41,100,0,3
28,37,18,23,100,100,0
35,76,39,44,100,1,3
0,0,74,59,71,91,0
25,71,25,44,100,0,5
11,57,51,64,100,36,4
54,58,39,0,13,27,2
0,51,100,86,72,30,4
74,58,50,4,0,17,2
25,96,62,23,0,0,2
15,45,95,0,42,88,8
100,100,41,20,10,31,8
68,82,44,39,100,1,3
75,100,0,77,97,32,9
21,39,9,11,100,87,0
75,76,82,16,0,8,2
9,53,70,5,10,93,5
7,70,7,31,74,20,4
95,76,67,0,76,44,8
0,50,100,76,80,30,4
29,98,61,49,100,0,3
92,96,85,40,79,0,1
54,88,69,37,99,0,3
57,51,25,0,0,46,7
63,100,97,73,77,23,1
100,92,23,55,92,13,5
10,10,49,27,100,100,0
68,80,61,48,95,0,3
24,61,49,0,0,63,8
22,70,35,5,2,5,2
68,83,70,34,82,0,3
28,31,33,15,25,91,5
37,35,71,50,73,36,4
59,92,95,75,94,25,1
57,52,55,53,100,32,4
62,67,0,0,100,43,6
27,73,29,3,31,3,2
0,12,60,31,100,100,0
68,70,0,0,100,42,6
45,71,71,57,90,0,9
47,51,0,44,100,32,4
19,53,27,0,29,77,8
33,92,57,0,13,64,7
15,87,83,75,74,25,1
0,0,65,35,95,100,0
10,28,35,18,100,96,0
9,64,100,79,53,26,4
76,75,56,29,0,1,2
71,77,70,10,0,7,2
0,2,70,44,91,100,0
44,72,68,0,20,44,7
100,69,0,0,90,32,6
55,100,89,65,70,21,1
13,80,29,25,3,0,2
66,68,11,0,92,42,6
0,40,51,40,90,31,4
69,72,67,21,0,6,2
0,35,45,22,9,96,5
28,52,0,0,100,44,6
100,100,27,72,78,5,9
0,0,46,24,100,100,0
34,71,100,87,59,22,1
0,16,53,18,100,91,0
36,88,64,48,100,0,3
31,44,1,5,100,81,0
30,47,8,38,100,35,4
89,70,60,44,84,0,3
12,40,36,28,100,33,4
34,0,18,48,4,100,5
100,76,72,38,13,1,2
0,28,51,14,100,89,0
2,0,90,71,53,78,0
54,56,0,7,81,20,6
39,9,7,47,15,100,5
0,10,64,32,98,100,0
63,79,48,52,100,8,3
62,62,51,0,0,42,7
39,80,100,77,82,25,1
28,83,43,12,0,2,2
76,77,58,0,15,43,7
50,56,0,22,100,23,4
52,65,0,40,100,21,4
75,74,58,41,88,4,3
33,57,69,68,70,38,4
64,61,41,4,4,4,2
33,100,95,35,30,31,7
52,75,65,76,84,7,9
86,100,41,56,80,12,5
44,86,79,5,29,34,7
60,55,82,78,90,41,4
100,100,22,28,12,27,8
24,56,100,80,74,36,4
33,77,68,5,51,30,7
45,19,15,36,67,100,8
20,48,69,10,0,95,5
44,85,66,8,100,2,1
41,1,3,47,7,97,5
87,75,68,36,97,0,3
75,71,69,41,74,0,3
50,37,3,39,100,39,4
11,51,16,36,100,26,4
65,81,58,40,100,0,3
0,0,76,35,80,100,0
26,72,38,0,1,6,2
57,58,0,0,69,32,6
6,51,34,29,74,32,4
28,92,85,46,100,0,3
46,60,0,0,83,49,6
16,0,89,52,76,100,0
0,12,51,22,100,100,0
22,84,42,16,0,9,2
24,46,0,0,100,32,6
55,67,55,0,2,44,7
61,73,79,0,100,54,7
25,42,6,0,100,33,6
11,60,51,71,92,26,4
48,55,7,0,96,33,6
36,95,75,74,78,21,9
21,49,2,0,100,33,6
6,11,65,40,84,100,0
40,62,0,0,100,63,0
49,58,37,28,46,0,2
77,88,66,49,73,6,3
96,82,81,30,85,0,3
21,38,62,5,15,90,5
89,80,64,1,31,36,7
55,88,4,47,70,0,5
66,86,81,43,96,0,3
57,73,2,12,37,25,6
61,77,67,47,86,0,5
0,64,73,0,9,100,5
35,81,72,0,26,40,7
29,88,73,9,0,29,7
78,88,50,66,86,0,9
83,100,47,62,22,14,5
50,89,77,16,55,29,7
68,70,12,18,33,9,6
63,25,45,32,77,100,8
5,53,17,31,100,27,4
47,58,0,0,77,29,6
50,69,39,12,0,10,2
71,81,48,0,0,56,8
25,83,45,47,100,0,3
36,91,100,73,87,19,1
41,84,38,41,100,2,3
11,62,32,52,100,29,4
0,47,61,63,93,27,4
45,90,75,40,98,4,3
51,56,3,0,79,29,6
40,91,100,72,88,17,1
70,87,69,43,86,5,3
0,15,59,27,100,100,0
56,74,92,0,100,42,7
89,100,46,72,100,3,9
18,30,27,32,0,100,5
60,18,10,35,67,100,8
23,30,36,26,72,100,8
4,18,49,26,100,100,0
44,76,100,62,70,17,9
0,78,74,96,79,32,1
52,75,50,0,19,27,7
50,52,10,0,100,36,6
43,65,61,0,11,44,7
67,69,40,0,0,47,7
39,27,29,33,62,90,8
71,79,67,40,87,1,3
25,84,30,81,100,30,9
35,82,100,12,20,34,7
46,76,23,50,100,0,5
45,89,87,9,38,37,7
38,88,68,39,100,0,3
0,8,70,32,90,100,0
23,79,68,0,31,39,7
20,94,49,0,14,48,7
66,100,79,60,36,20,1
88,79,44,44,100,0,3
21,47,39,34,100,32,4
27,68,83,100,87,33,1
87,100,81,47,64,0,1
0,0,77,54,76,100,0
57,74,38,49,100,0,3
64,82,78,20,27,29,7
0,72,7,38,66,14,4
14,38,60,16,0,91,5
15,100,64,32,11,0,2
36,52,0,38,100,34,4
71,100,80,26,60,3,1
26,42,13,7,100,89,0
29,97,56,34,0,0,2
47,95,62,49,100,1,3
31,60,39,0,14,30,7
32,55,0,0,100,25,6
40,79,100,74,69,21,1
6,0,95,72,55,91,0
0,58,100,87,50,42,4
48,79,60,75,95,8,9
19,42,24,11,100,100,0
100,100,82,61,87,0,9
6,28,18,27,11,75,5
0,0,70,53,100,100,0
40,78,37,11,6,0,2
41,61,23,37,86,25,4
34,97,57,80,100,25,9
22,65,16,5,33,0,2
0,16,47,17,100,95,0
55,54,0,0,87,44,6
2,65,61,0,19,68,8
33,83,64,47,100,13,3
14,65,55,72,72,27,4
27,53,9,0,95,63,0
20,22,63,29,95,89,0
12,41,65,49,51,33,4
40,100,55,27,24,0,1
2,24,62,30,97,100,0
60,75,93,6,48,23,7
56,59,0,0,77,39,6
44,83,56,47,89,0,3
18,40,37,29,0,99,5
16,44,57,54,88,29,4
23,82,77,60,100,0,9
49,89,47,0,8,49,7
81,62,34,0,92,50,7
27,67,3,0,89,52,0
60,70,11,23,16,12,6
74,68,0,46,72,23,4
54,90,55,0,18,27,7
32,84,48,19,0,4,2
72,69,56,47,87,0,3
56,83,77,39,97,0,3
1,21,41,16,100,93,0
35,37,72,18,37,94,8
64,21,0,36,100,100,8
43,92,54,0,21,32,7
57,57,0,0,90,34,6
68,70,57,41,91,0,3
0,60,68,0,19,95,5
24,58,96,0,5,85,5
21,58,32,43,100,30,4
75,79,39,40,78,0,5
28,32,98,11,2,81,5
42,100,88,38,61,38,7
72,55,45,0,72,18,6
100,93,42,46,96,0,5
44,100,0,79,100,40,9
32,94,99,13,55,20,7
94,96,4,51,100,0,5
29,67,50,79,100,6,9
62,59,11,16,35,17,6
74,87,70,38,78,0,3
92,79,58,48,75,0,3
46,42,74,14,26,92,8
38,100,76,52,100,0,3
66,75,10,17,32,23,6
54,49,0,0,100,38,6
53,79,47,34,0,9,2
37,41,21,30,100,33,4
12,36,26,32,0,98,5
3,64,57,70,100,0,9
35,53,0,0,100,42,6
44,58,46,0,5,49,7
51,70,18,42,100,22,4
100,98,25,66,81,0,5
1,7,69,38,85,100,0
100,77,76,46,40,14,1
12,47,100,83,74,44,4
59,33,41,21,44,87,8
51,61,0,51,51,23,4
43,56,59,0,17,65,8
46,66,0,40,86,34,4
0,52,64,2,0,99,5
44,68,40,7,0,3,2
22,46,12,0,100,63,0
11,30,30,11,100,86,0
97,92,19,70,100,0,5
0,65,18,41,82,18,4
0,17,57,24,100,100,0
88,97,0,60,100,39,9
24,56,13,29,93,31,4
10,61,100,0,0,67,8
22,87,100,75,53,25,1
34,74,29,21,36,0,2
72,85,71,36,84,0,3
6,25,34,12,100,92,0
22,0,92,78,65,88,0
62,30,64,28,0,84,5
15,51,72,61,64,36,4
56,60,69,0,0,53,8
40,71,32,13,25,0,2
0,100,85,88,75,14,7
40,100,52,32,43,0,1
34,83,38,27,7,2,2
57,72,0,0,81,56,0
31,15,0,36,61,100,8
46,28,68,24,70,85,8
53,0,0,38,89,100,8
22,38,54,48,95,32,4
48,59,0,0,92,29,6
42,95,100,75,69,25,1
45,61,0,14,66,15,6
26,35,15,12,92,86,0
22,33,24,24,1,92,5
28,44,54,69,84,30,4
39,74,69,0,12,47,7
25,85,70,0,22,38,7
20,85,33,23,27,2,2
0,62,66,60,100,2,9
38,71,2,36,98,34,4
60,94,75,40,87,0,3
37,100,52,28,2,2,1
38,72,34,3,0,0,2
69,94,0,7,60,28,0
2,45,55,64,75,27,4
24,90,37,14,1,0,2
3,68,86,65,100,9,9
60,70,0,0,60,38,6
10,0,78,57,73,96,0
71,99,47,55,56,15,5
89,76,53,46,21,15,1
76,75,58,45,90,0,3
44,83,40,44,100,5,3
29,79,28,1,8,2,1
7,56,100,0,0,68,8
76,98,39,61,56,16,5
47,61,0,0,100,31,6
24,100,82,53,100,9,3
75,100,56,60,6,20,1
14,0,83,73,67,86,0
46,83,100,7,38,24,7
0,97,100,76,86,24,1
61,81,86,19,55,22,7
21,32,27,14,9,89,5
45,89,40,26,0,6,1
30,67,80,100,92,34,1
74,100,1,43,100,34,9
16,90,35,19,8,0,2
75,83,44,0,0,40,8
57,87,0,4,73,38,0
77,100,42,50,84,10,5
59,53,6,0,88,24,6
98,100,53,67,84,16,9
80,70,52,39,91,0,3
72,74,51,0,0,36,7
19,58,89,83,100,0,9
52,65,41,0,0,58,8
100,99,23,84,90,11,9
47,69,67,4,0,30,8
100,83,58,50,21,17,1
2,67,31,47,97,17,4
68,13,0,35,63,100,8
75,85,69,40,88,6,3
0,61,100,0,12,68,8
27,86,34,9,0,0,2
46,77,78,0,11,37,7
42,81,75,69,82,3,9
100,93,87,52,83,0,9
51,71,36,0,4,15,2
47,75,100,62,86,0,9
61,79,61,42,100,0,3
60,99,5,59,100,0,5
64,50,0,26,95,31,4
77,79,72,67,100,0,9
93,92,45,68,93,0,5
19,100,92,67,92,21,9
89,96,21,67,100,0,5
0,39,46,15,0,96,5
72,75,60,35,89,0,3
61,93,67,44,93,4,3
100,77,33,46,33,15,1
76,100,71,31,0,0,1
50,98,78,18,0,19,2
0,54,100,86,41,33,4
25,100,76,39,18,0,2
0,57,100,0,14,64,8
39,96,100,74,72,23,1
64,49,23,10,34,4,2
100,82,55,50,20,16,1
54,81,43,49,100,3,3
35,74,26,13,4,0,2
16,42,73,75,89,28,4
33,97,95,53,100,5,3
23,100,100,75,87,25,1
54,68,0,0,74,50,6
62,56,0,0,83,44,6
18,40,17,51,21,84,5
25,91,100,75,53,25,1
36,54,4,0,100,38,6
28,62,0,0,89,53,0
11,23,33,23,100,100,0
15,13,63,33,96,90,0
23,35,29,21,100,100,0
68,67,7,0,43,26,6
68,89,0,66,83,9,5
70,100,0,19,41,21,0
10,41,56,53,100,38,4
31,47,0,0,100,36,6
58,90,67,19,0,16,2
70,79,0,49,100,23,4
29,56,79,100,84,34,1
50,59,0,13,53,19,6
13,42,52,48,92,25,4
53,30,52,16,0,87,5
0,56,100,92,48,36,4
18,44,14,12,96,95,0
56,55,0,0,78,36,6
38,53,100,67,95,0,9
31,90,53,37,7,0,2
33,64,85,100,85,34,1
42,64,11,22,35,1,2
51,76,87,67,92,4,9
51,82,7,61,71,9,5
