@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R7,9-10,12,16-17'

@attribute At7 numeric
@attribute At9 numeric
@attribute At10 numeric
@attribute At12 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
9,0,31,62,86,8
11,66,40,58,0,4
0,45,0,11,19,6
67,100,34,75,77,0
100,77,75,51,0,1
11,100,40,54,0,4
44,92,22,66,84,0
78,56,47,31,0,1
8,83,43,71,0,4
24,25,51,91,0,9
0,46,70,57,0,9
0,19,35,66,89,8
14,53,59,25,13,8
61,100,30,69,86,0
100,89,74,47,0,1
54,16,9,2,0,2
21,4,37,74,100,5
46,98,21,70,79,0
59,37,24,0,6,1
18,68,51,21,10,5
0,16,4,0,3,6
89,100,59,96,62,0
8,0,33,80,96,5
42,95,25,77,73,0
23,3,25,65,100,5
58,100,45,21,0,3
66,21,0,15,15,2
71,36,29,5,0,2
10,2,1,0,8,2
6,34,51,37,0,5
49,100,40,65,0,4
16,0,38,0,41,8
96,25,20,61,73,8
46,8,0,16,5,2
83,100,56,95,73,0
100,29,5,50,100,5
3,56,0,20,5,6
90,50,35,14,0,2
0,54,0,28,9,6
18,67,61,23,29,8
100,93,62,41,0,7
0,69,59,27,13,5
37,55,2,0,60,8
31,77,53,27,0,3
0,18,44,0,49,8
20,52,0,25,7,6
47,100,6,29,0,6
81,41,13,0,63,8
82,82,17,1,1,1
43,82,76,37,1,9
75,100,58,28,0,9
78,66,49,23,1,1
0,28,33,60,88,8
77,41,0,55,100,5
33,79,32,72,70,0
19,0,25,56,100,8
24,0,0,34,76,8
0,54,0,29,2,6
71,24,25,29,0,2
11,0,22,0,20,6
93,100,97,64,0,1
12,36,44,0,14,1
58,46,0,34,59,7
0,82,76,56,0,9
42,16,24,5,7,2
78,58,40,17,3,3
97,71,68,46,0,1
0,67,30,39,0,4
44,75,71,60,9,9
46,0,0,29,8,2
72,100,62,100,0,4
55,54,0,1,33,7
30,100,51,46,0,4
72,100,45,15,4,3
36,83,17,60,76,0
56,97,30,76,68,0
100,79,76,50,0,1
100,75,76,51,0,1
0,47,0,4,10,6
75,63,40,14,0,3
94,81,72,43,0,9
0,63,19,42,0,4
100,83,64,44,0,7
25,78,68,71,0,9
64,48,26,0,8,1
57,95,34,83,81,0
80,68,0,39,52,7
55,47,0,33,46,7
57,0,0,55,100,5
49,23,0,36,47,7
42,88,43,13,6,3
68,37,0,23,52,7
30,100,34,65,0,4
0,25,42,77,78,8
76,87,33,3,4,3
72,99,36,13,10,3
74,100,37,80,73,0
100,79,76,51,0,1
44,42,10,0,29,6
0,91,78,53,0,9
0,52,38,43,0,4
10,56,63,44,0,5
100,82,61,39,0,7
5,71,1,42,0,6
2,48,0,24,80,0
100,86,75,50,0,1
79,100,54,90,80,0
0,43,0,10,24,6
99,100,65,63,0,4
15,0,26,58,100,8
83,17,20,51,100,8
87,100,78,100,20,0
100,85,69,41,0,9
0,44,32,39,0,4
41,100,44,65,0,4
68,50,0,22,82,8
0,35,1,0,27,6
69,100,64,64,0,4
20,63,2,31,90,0
93,100,90,60,0,1
99,100,90,62,0,1
61,100,76,100,44,0
100,88,75,50,0,1
56,28,10,4,0,2
77,100,55,95,74,0
34,16,0,29,22,7
65,99,31,75,85,0
22,51,53,27,9,5
0,56,0,23,16,6
50,21,0,14,49,7
87,100,84,56,0,1
97,44,0,33,91,8
0,41,0,8,25,6
74,31,3,15,0,2
65,89,65,28,10,9
35,73,78,47,0,9
64,90,58,19,24,9
66,56,22,0,22,7
45,100,41,64,0,4
65,100,71,32,6,9
33,11,26,9,0,2
42,10,8,18,19,2
57,100,52,80,0,4
77,56,22,0,31,7
15,72,8,47,82,0
100,95,74,49,0,1
93,54,49,35,0,3
9,77,41,47,0,4
0,18,6,0,12,6
100,100,83,55,0,1
83,77,0,4,40,7
81,55,17,0,33,7
100,24,11,63,76,8
0,42,25,37,0,4
100,83,77,52,0,1
50,92,48,58,0,4
8,35,27,0,63,8
93,90,50,9,4,9
0,10,6,0,19,6
43,100,46,55,0,4
25,76,16,58,95,0
40,2,9,0,0,2
100,68,0,29,100,5
100,82,75,50,0,1
20,24,0,10,14,6
0,65,30,54,0,4
73,78,0,10,77,8
41,57,46,23,5,3
74,75,10,0,3,1
99,100,77,50,0,1
82,56,32,0,26,7
41,30,50,24,0,1
71,94,35,6,5,3
42,24,0,40,69,7
15,67,46,20,7,3
56,16,0,15,38,7
0,2,46,94,86,5
58,94,19,64,90,0
88,85,43,13,12,3
67,100,27,4,13,3
77,100,46,85,80,0
72,39,25,5,0,2
70,64,42,16,2,3
36,80,18,57,100,0
100,87,63,42,0,7
50,100,41,86,0,4
70,67,0,10,33,7
83,67,69,45,0,1
20,3,64,50,0,5
41,94,35,63,0,4
40,98,47,14,11,3
43,13,13,0,4,2
70,56,0,13,45,7
0,42,0,15,89,0
86,46,39,17,0,2
53,0,0,41,85,8
0,8,0,0,40,6
34,78,20,58,98,0
94,68,75,50,0,7
0,60,0,26,15,6
78,67,0,33,45,7
73,20,11,65,100,5
47,15,17,4,0,2
100,82,65,42,0,1
55,80,0,3,70,8
100,86,48,20,0,3
0,4,69,60,0,9
35,78,25,65,75,0
77,71,31,1,1,1
88,72,0,0,32,7
2,59,0,25,7,6
58,27,1,1,0,2
22,72,0,38,92,0
49,52,54,28,0,1
50,100,78,34,2,9
7,56,0,17,19,6
85,100,51,89,71,0
14,32,0,7,16,6
13,61,60,20,12,5
100,61,86,58,0,7
72,49,10,0,33,7
11,0,10,0,27,6
72,3,0,46,100,5
100,92,75,49,0,1
98,100,71,90,0,4
56,98,40,8,15,3
6,73,20,28,0,4
42,62,22,0,51,8
100,84,75,51,0,1
64,70,74,49,0,1
26,94,4,32,0,6
67,100,40,16,0,3
0,39,31,46,0,4
80,60,69,45,0,1
46,91,21,66,92,0
0,45,0,12,39,6
62,0,0,59,97,5
70,79,49,8,8,9
53,65,48,21,5,3
35,84,25,70,95,0
56,71,12,16,0,1
0,4,12,0,16,6
42,70,43,26,0,3
39,0,68,70,0,9
14,68,37,58,0,4
69,26,8,0,83,8
38,0,15,71,100,5
100,98,84,55,0,1
39,44,20,0,7,1
37,62,78,52,0,9
0,34,59,43,0,5
60,99,43,8,11,3
0,41,41,75,77,8
94,81,66,37,0,9
70,26,14,62,100,5
83,73,40,14,0,3
43,86,46,67,0,4
47,22,31,4,0,2
38,75,20,59,100,0
77,84,78,39,1,9
77,44,21,13,0,2
32,74,48,19,15,3
29,20,9,0,29,6
65,100,73,82,37,0
21,68,0,35,100,0
60,84,52,27,0,3
30,23,4,2,4,1
38,0,15,16,10,2
78,73,44,16,12,3
0,44,40,77,69,8
0,33,0,8,8,6
59,78,36,9,0,5
31,41,57,30,13,5
71,100,75,82,0,4
0,31,6,0,19,6
26,60,44,23,8,3
35,60,50,21,15,5
0,75,49,46,0,4
100,78,20,0,38,7
89,100,47,84,66,0
33,92,39,77,0,4
83,57,1,0,49,8
63,100,78,81,0,4
0,46,29,30,0,4
71,72,0,10,82,8
83,59,60,40,0,1
36,0,0,30,16,2
69,55,0,16,32,7
100,74,76,51,0,1
65,63,58,32,0,1
95,70,27,0,23,7
100,83,75,50,0,1
66,36,0,6,36,7
67,100,35,8,14,3
100,79,75,50,0,1
67,100,40,12,22,3
60,83,52,16,0,3
19,22,0,6,5,6
16,50,33,65,89,8
46,35,35,9,0,2
32,88,91,58,0,9
75,48,16,0,36,7
4,11,0,12,21,6
12,0,5,0,15,6
66,45,0,15,38,7
6,54,49,23,18,5
10,30,68,58,0,9
86,93,71,33,2,9
95,53,19,0,63,8
100,96,71,100,63,0
33,24,12,0,21,6
45,24,28,1,2,2
7,60,0,20,19,6
34,66,83,55,0,9
83,100,48,8,14,9
21,79,4,35,21,6
10,10,14,0,9,6
0,62,24,42,0,4
85,87,31,2,19,3
78,88,47,16,7,3
4,41,53,81,79,8
59,47,0,40,64,7
63,28,29,0,40,7
66,98,35,9,9,3
29,1,8,0,3,2
13,69,22,71,68,0
50,81,46,17,3,3
81,1,2,39,100,8
100,74,75,51,0,1
56,36,0,29,33,7
92,70,62,41,0,1
29,59,49,23,1,5
40,20,47,32,0,1
0,35,0,1,32,6
77,100,60,100,73,0
43,72,50,17,12,9
74,55,0,19,88,8
66,33,80,39,0,5
34,0,19,50,94,8
46,82,81,43,0,9
69,35,28,7,0,2
91,26,0,46,100,5
0,48,0,18,37,6
37,0,15,69,100,5
27,100,14,57,0,4
50,100,42,71,0,4
89,100,84,68,0,4
0,45,0,6,8,6
0,11,37,69,92,8
4,60,35,41,0,4
9,8,66,80,0,9
35,85,24,69,76,0
32,85,0,38,84,0
62,100,43,82,0,4
38,68,46,20,6,3
0,29,25,35,0,4
50,100,43,81,0,4
49,7,15,68,100,5
18,0,35,83,100,5
70,100,37,11,3,3
100,78,0,25,71,8
8,61,56,25,5,5
68,100,68,60,0,4
71,61,47,19,13,3
40,85,29,72,75,0
66,56,46,20,0,2
98,100,83,68,0,4
91,49,41,17,6,2
91,84,68,42,0,1
81,100,58,65,0,4
76,100,47,82,0,4
48,83,68,33,0,9
24,0,20,1,1,2
100,84,65,42,0,7
63,86,41,9,2,9
6,38,0,12,4,6
93,100,81,100,62,9
100,88,75,50,0,1
62,100,30,72,75,0
14,16,12,0,18,6
88,9,1,46,100,5
100,95,75,50,0,1
0,23,0,1,29,6
40,100,72,37,0,9
7,62,17,39,0,4
41,30,0,33,38,7
0,49,4,25,0,6
62,100,30,76,77,0
53,67,0,27,56,7
38,27,51,33,0,1
30,99,78,47,0,9
74,100,56,64,0,4
14,62,0,27,86,0
69,42,84,45,0,5
57,100,46,13,8,5
59,100,75,46,0,9
39,10,28,2,3,2
100,15,5,55,84,8
13,65,15,51,78,0
100,100,59,15,15,9
5,0,10,0,17,6
49,84,35,0,45,8
30,100,31,66,0,4
100,73,75,50,0,1
41,11,0,37,25,7
2,60,20,43,0,4
66,100,57,63,0,4
53,70,45,15,2,9
78,100,84,57,0,4
100,91,0,25,100,8
1,49,0,22,15,6
100,90,81,56,0,7
58,38,0,24,49,7
18,65,0,20,9,6
94,95,35,6,12,3
85,19,0,47,100,5
100,95,100,68,4,1
73,85,54,18,3,9
100,99,85,56,0,7
80,100,75,71,0,4
12,6,48,0,51,8
29,81,6,47,96,0
100,100,74,47,0,1
31,82,8,46,100,0
57,100,40,9,23,3
52,26,16,0,7,2
30,82,1,39,100,0
69,53,20,0,38,7
30,93,41,59,0,4
86,14,84,73,0,9
57,62,0,22,84,8
16,1,81,64,0,9
69,35,0,17,72,8
83,97,94,45,1,9
52,37,0,24,31,7
0,51,0,16,20,6
18,0,30,72,100,5
0,22,0,0,28,6
39,87,15,56,100,0
85,73,0,3,35,7
53,100,22,63,80,0
3,51,0,17,19,6
41,13,0,8,5,1
66,30,0,9,35,7
14,0,27,0,27,6
11,58,0,22,42,6
91,93,60,24,11,9
39,100,47,70,0,4
52,17,21,12,0,2
36,8,5,20,0,2
100,77,67,46,0,1
91,74,31,0,29,7
58,38,0,11,10,1
59,84,87,57,0,9
100,95,72,87,0,4
44,32,6,0,15,6
100,81,0,6,75,8
62,100,66,27,1,9
71,49,35,13,1,2
89,100,83,100,73,9
49,10,15,27,0,2
62,33,9,0,33,7
59,0,14,59,100,5
0,17,5,0,11,6
100,78,32,0,40,7
0,41,0,17,42,6
100,80,75,49,0,1
100,72,78,53,0,7
55,100,38,10,2,3
31,0,45,0,61,8
13,31,0,4,10,6
93,100,66,98,59,0
100,64,70,46,0,7
69,63,0,7,34,7
70,40,0,2,74,8
82,17,54,0,61,8
80,42,21,0,4,2
59,60,48,27,0,3
11,0,12,0,26,6
0,38,8,6,0,6
50,94,44,14,4,3
81,79,44,15,14,3
100,82,88,60,0,7
100,71,40,0,44,7
8,44,0,11,10,6
3,35,51,26,5,5
72,51,8,0,0,1
77,100,80,42,0,9
87,85,56,29,0,9
44,78,42,16,0,5
65,96,57,100,58,0
100,89,74,50,0,1
0,40,0,16,35,6
69,33,39,15,0,2
99,62,55,26,15,3
0,23,34,30,0,4
55,32,0,26,52,7
53,40,0,40,40,7
89,89,54,25,0,9
42,25,0,36,50,7
73,33,13,0,6,2
62,100,56,55,0,4
43,43,32,0,3,1
0,46,0,27,100,0
41,0,13,28,23,2
84,0,7,48,100,8
8,0,23,0,32,6
30,0,17,8,0,2
15,72,0,33,11,6
67,64,0,16,74,8
85,62,0,20,93,8
50,37,48,32,0,1
42,31,39,9,1,2
57,0,0,62,100,5
20,30,9,6,0,6
38,24,33,67,91,8
0,61,52,71,0,9
46,42,0,29,40,7
0,28,0,6,34,6
1,0,35,65,84,8
0,0,32,56,100,8
13,42,70,77,0,9
41,10,71,48,0,5
41,27,38,11,0,2
2,0,1,0,3,2
69,57,0,29,98,8
0,49,78,71,0,9
0,44,0,12,37,6
0,1,21,0,34,6
98,100,91,46,0,9
47,95,75,19,1,9
49,77,42,18,0,5
23,82,13,56,88,0
42,0,22,54,100,8
0,8,32,45,0,4
97,83,53,23,9,3
77,0,15,53,100,8
100,31,51,46,0,3
87,83,46,27,0,3
7,66,0,29,28,6
55,34,69,75,0,9
0,51,46,48,0,4
91,100,58,77,0,4
0,59,49,49,0,4
54,23,43,34,0,3
61,95,44,89,70,0
72,100,57,18,21,9
77,70,0,21,39,7
4,0,13,0,61,0
48,17,25,5,9,2
91,100,66,100,42,0
84,78,0,8,28,7
84,90,45,25,0,3
43,86,47,64,0,4
43,80,39,13,0,3
30,0,16,7,26,2
100,83,74,50,0,7
0,47,18,36,0,4
100,35,0,32,98,8
87,86,70,31,0,9
20,8,20,0,20,6
57,100,42,7,22,3
80,63,17,0,30,7
0,39,0,13,29,6
25,78,12,56,97,0
52,84,40,80,82,0
79,48,0,23,39,7
11,25,0,21,35,6
83,56,0,11,46,7
44,5,16,70,97,5
51,21,21,0,7,2
60,58,48,28,5,3
58,37,41,9,4,2
15,75,11,48,91,0
0,36,0,15,100,0
60,29,17,0,12,2
27,74,54,19,13,5
28,32,0,12,31,6
3,44,47,36,0,5
56,97,64,21,16,9
53,9,33,8,0,2
0,30,0,9,30,6
71,52,0,13,46,7
49,94,27,73,82,0
22,3,0,1,11,2
61,51,0,13,34,7
35,0,1,10,0,2
38,99,39,78,0,4
59,100,70,65,0,4
46,3,10,70,94,5
35,0,4,10,3,2
100,85,61,40,0,1
84,100,0,18,84,8
60,100,44,12,17,3
100,86,78,86,0,4
92,100,63,24,29,9
54,41,50,33,0,1
60,100,54,59,0,4
29,0,16,22,0,2
0,38,0,13,39,6
63,85,44,24,0,3
81,25,0,30,100,8
2,49,0,17,35,6
0,22,0,4,36,6
72,100,42,93,75,0
0,45,42,75,72,8
100,63,0,23,97,8
54,46,0,38,52,7
70,49,51,24,0,2
32,0,17,1,16,2
64,0,0,47,100,5
100,88,74,49,0,1
100,93,74,50,0,1
86,91,69,31,0,9
36,84,69,28,0,9
13,0,35,69,88,8
0,7,8,0,20,6
0,54,23,40,0,4
87,63,48,22,0,3
0,70,40,49,0,4
13,0,28,9,0,2
45,0,0,34,70,8
37,35,23,0,6,1
63,42,0,29,36,7
100,95,83,90,0,4
91,93,40,11,0,9
37,6,5,7,0,2
38,17,25,0,4,2
55,40,0,30,56,7
71,51,55,30,0,3
22,0,37,0,55,0
100,77,76,51,0,7
6,43,62,38,13,5
67,100,46,93,67,0
52,41,0,36,48,7
59,38,0,25,38,7
72,100,36,80,69,0
100,74,40,0,17,7
74,78,71,32,0,9
34,41,29,2,0,1
32,0,21,5,23,2
40,13,0,7,6,2
77,100,37,78,71,0
85,88,68,27,4,9
80,100,65,78,0,4
100,72,62,33,0,3
93,97,79,37,7,9
66,100,59,19,1,9
52,26,0,16,36,7
72,100,70,31,0,9
41,36,22,0,13,1
6,60,71,35,16,5
95,91,80,34,13,9
8,68,45,42,0,4
0,8,7,0,48,6
100,99,47,13,2,9
0,33,57,42,0,5
88,88,68,45,0,1
79,100,38,11,17,3
0,39,0,13,46,6
26,86,13,59,93,0
87,100,69,100,19,0
51,33,21,0,4,2
41,0,24,17,0,2
24,55,0,19,21,6
88,100,74,29,4,9
11,29,74,82,0,9
80,95,67,30,3,9
33,0,0,6,8,2
58,88,32,65,100,0
56,100,53,81,0,4
39,43,64,32,9,5
25,65,90,59,0,9
67,64,7,0,24,7
1,32,41,32,0,4
48,100,46,57,0,4
24,1,35,91,95,5
77,100,60,100,51,0
77,77,51,22,17,3
87,100,52,18,0,9
40,44,3,8,0,6
74,95,74,34,0,9
61,39,0,37,37,7
93,74,64,43,0,1
0,3,17,0,40,6
100,89,100,86,0,0
34,0,3,11,5,2
62,100,51,21,7,3
46,32,19,0,8,6
17,95,29,50,0,4
88,67,0,1,11,7
52,97,65,23,16,9
0,44,74,73,0,9
89,100,74,30,0,9
27,0,5,0,19,2
59,100,42,11,17,3
60,50,2,0,36,7
35,55,49,28,2,3
48,33,45,30,0,1
46,60,50,30,0,3
71,100,50,74,0,4
0,77,40,64,0,4
34,82,18,60,86,0
1,31,32,29,0,4
85,53,28,17,0,2
93,59,41,0,22,7
76,61,31,1,6,2
69,100,42,16,0,3
9,44,57,33,16,5
100,96,72,100,42,0
25,72,29,55,0,4
100,78,71,49,0,7
44,15,8,31,30,7
100,75,74,49,0,1
38,34,0,4,7,2
48,47,31,0,7,1
8,61,0,25,100,0
61,44,45,30,0,1
36,19,0,7,8,1
58,51,17,0,6,1
70,100,48,85,87,0
71,100,96,60,0,7
54,100,37,10,0,3
95,100,60,21,0,9
31,59,39,10,0,5
44,97,75,30,15,9
100,94,70,100,64,0
78,100,38,12,9,3
46,36,5,0,2,1
0,34,0,14,97,0
22,0,16,66,100,5
49,48,0,17,38,7
37,60,56,36,0,5
17,11,9,4,0,2
57,95,33,79,66,0
47,32,0,36,56,7
0,33,36,43,0,4
79,79,40,17,8,3
62,100,25,68,86,0
52,96,23,68,87,0
81,69,33,0,27,7
66,100,31,8,4,3
14,88,51,51,0,4
69,100,34,73,100,0
27,0,17,64,100,5
31,0,25,60,90,5
98,91,26,0,12,7
60,40,55,36,0,1
52,100,40,58,0,4
47,22,0,27,38,7
35,77,23,60,91,0
76,66,0,5,46,7
40,20,44,29,0,1
80,80,48,28,0,3
48,74,43,16,0,3
28,16,21,2,0,1
70,2,0,45,100,5
42,19,17,3,0,2
65,0,0,43,100,5
33,0,1,10,0,2
33,0,1,16,0,2
67,100,78,50,0,9
54,86,71,29,0,9
42,22,26,0,14,2
30,57,68,35,8,5
33,0,1,0,11,2
41,27,0,37,43,7
8,53,57,36,0,5
0,12,36,73,100,5
24,8,3,0,11,1
33,0,16,6,20,2
56,6,12,65,100,5
55,27,33,66,100,5
81,93,42,18,0,3
85,88,40,10,4,1
88,56,37,0,35,7
65,0,0,51,100,5
61,57,24,1,0,1
63,100,30,5,12,3
34,60,47,25,0,3
41,92,47,15,12,3
36,0,22,14,18,2
88,100,90,56,0,7
45,43,32,0,0,1
76,46,28,0,2,2
70,98,43,17,10,3
60,81,57,31,0,3
84,72,60,40,0,1
46,27,36,5,0,1
81,52,0,19,56,7
45,48,19,0,2,1
38,0,12,16,7,2
54,45,25,0,5,1
48,20,13,0,2,2
68,64,0,0,42,7
45,15,25,72,85,5
73,55,5,0,36,7
37,0,13,56,99,5
52,20,18,0,1,2
57,24,25,6,0,2
52,30,0,19,34,7
44,0,17,81,100,5
50,21,0,29,37,7
