@relation penbased

@attribute At5 numeric
@attribute At8 numeric
@attribute At9 numeric
@attribute At13 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
69,38,94,4,22,0
0,1,78,63,91,0
27,66,3,80,57,0
65,30,100,32,61,0
8,0,99,56,78,0
42,0,100,31,62,0
14,0,100,58,73,0
2,0,91,67,100,0
0,0,88,62,84,0
0,0,78,83,97,0
0,6,48,100,80,0
32,24,100,37,57,0
0,9,84,73,71,0
40,12,100,32,67,0
0,0,82,74,100,0
20,0,94,69,90,0
4,0,95,59,82,0
15,1,100,45,74,0
0,0,87,69,89,0
9,0,90,73,97,0
57,24,92,0,31,0
0,3,70,86,88,0
8,5,100,45,64,0
0,0,77,88,96,0
10,0,100,42,70,0
7,0,82,78,100,0
0,0,78,89,100,0
1,0,100,51,72,0
37,12,100,22,60,0
0,0,85,61,76,0
32,9,100,27,66,0
0,0,75,88,100,0
11,0,86,74,72,0
21,2,100,25,54,0
24,14,97,59,71,0
31,4,100,18,30,0
9,0,92,74,95,0
7,0,97,62,84,0
1,0,96,54,80,0
43,20,100,15,41,0
43,73,0,70,61,0
0,0,70,93,97,0
0,0,69,90,100,0
20,0,92,72,96,0
25,0,100,43,84,0
2,0,79,84,100,0
1,0,75,44,54,0
0,0,77,84,100,0
58,42,100,30,59,0
0,0,87,71,85,0
4,0,94,60,86,0
7,25,100,37,44,0
19,36,19,100,67,0
2,0,95,66,72,0
0,0,83,75,97,0
0,0,81,86,100,0
14,0,100,49,81,0
36,0,100,32,67,0
15,30,34,100,88,0
0,0,95,58,72,0
25,0,100,41,62,0
19,0,100,48,81,0
40,15,100,26,60,0
30,15,100,23,53,0
0,0,97,49,66,0
6,5,100,18,32,0
37,21,100,21,43,0
13,0,100,59,86,0
33,0,100,43,80,0
0,7,66,96,100,0
14,0,98,64,76,0
0,0,66,100,100,0
0,0,79,81,100,0
0,0,64,98,95,0
0,0,85,65,94,0
35,58,65,60,0,0
0,0,77,84,100,0
18,13,46,100,95,0
0,0,64,100,100,0
0,0,73,98,94,0
0,0,86,64,86,0
26,0,90,76,100,0
23,0,100,45,83,0
0,0,96,61,88,0
58,27,100,36,75,0
0,1,80,64,89,0
38,23,100,35,44,0
0,9,62,92,100,0
0,0,100,38,48,0
62,75,0,58,55,0
23,0,100,54,76,0
18,0,100,48,75,0
42,65,0,88,62,0
0,8,62,93,92,0
1,0,93,56,90,0
0,0,78,77,100,0
39,17,100,22,64,0
0,0,73,85,100,0
0,0,79,80,91,0
33,0,100,50,95,0
13,0,100,41,56,0
0,10,55,98,77,0
0,0,79,67,99,0
0,0,87,60,77,0
0,0,78,77,93,0
14,0,97,66,98,0
20,22,100,3,17,0
25,3,100,41,69,0
38,16,100,42,74,0
0,0,86,69,100,0
8,0,99,56,78,0
0,1,71,86,98,0
10,0,100,51,83,0
0,0,74,73,96,0
29,10,100,56,84,0
0,0,94,55,82,0
0,0,75,85,97,0
0,0,100,33,49,0
0,7,64,94,100,0
28,0,100,41,78,0
63,59,100,13,12,0
18,0,90,79,100,0
30,10,100,15,28,0
39,17,100,47,65,0
0,0,84,79,99,0
1,0,82,79,82,0
0,0,71,84,100,0
7,0,100,38,61,0
13,25,41,100,91,0
16,0,100,40,65,0
19,0,100,39,66,0
0,0,81,91,83,0
33,9,100,22,20,0
0,0,88,66,76,0
0,0,81,77,96,0
0,0,78,77,100,0
20,12,100,37,43,0
8,21,31,100,79,0
32,0,100,33,66,0
0,0,79,74,73,0
21,1,100,41,71,0
24,0,100,34,21,0
5,37,36,100,100,0
1,0,74,51,58,0
16,3,100,44,73,0
0,0,86,74,91,0
12,0,98,55,90,0
25,0,100,28,34,0
27,13,100,52,65,0
43,13,100,27,61,0
16,13,100,16,28,0
0,0,79,67,70,0
4,0,81,70,91,0
5,0,93,52,48,0
6,0,95,59,66,0
0,0,86,80,100,0
6,0,100,35,64,0
0,0,70,83,95,0
0,0,79,93,99,0
0,0,91,62,76,0
0,22,47,100,97,0
4,0,100,12,25,0
1,0,100,56,100,0
0,14,59,80,100,0
1,57,38,81,7,0
0,0,68,100,86,0
0,0,69,92,100,0
6,0,97,58,68,0
31,10,100,35,72,0
33,21,100,40,73,0
0,0,79,74,83,0
17,0,100,62,86,0
9,0,79,75,97,0
49,13,100,29,60,0
0,0,79,83,100,0
14,18,42,100,85,0
0,0,91,56,74,0
32,19,100,35,62,0
0,0,79,58,73,0
0,11,67,91,98,0
0,11,70,94,100,0
6,0,91,71,100,0
33,2,100,32,48,0
0,18,60,89,92,0
0,1,82,66,89,0
0,0,72,73,90,0
4,0,94,62,83,0
0,0,88,74,99,0
38,8,100,37,84,0
26,10,100,33,63,0
5,0,100,36,60,0
0,0,80,83,92,0
16,0,84,84,98,0
0,0,85,59,75,0
1,0,97,54,84,0
20,0,100,49,67,0
14,0,92,73,100,0
13,0,100,63,100,0
13,0,96,70,83,0
16,0,100,31,57,0
49,18,100,17,42,0
0,0,82,76,88,0
1,0,75,75,100,0
9,0,100,45,73,0
6,35,28,100,79,0
22,0,100,34,64,0
0,0,83,73,100,0
7,0,100,49,83,0
0,8,73,83,100,0
0,0,85,68,97,0
15,0,100,48,81,0
0,4,62,96,66,0
4,0,100,60,89,0
8,1,63,100,100,0
0,0,70,100,93,0
30,48,14,99,79,0
1,0,90,56,77,0
24,0,100,33,65,0
18,0,92,71,96,0
35,7,100,37,76,0
0,0,84,69,86,0
35,0,100,45,88,0
22,10,100,47,82,0
0,0,75,75,85,0
0,0,95,60,83,0
33,9,100,17,46,0
26,16,100,53,87,0
58,32,100,30,17,0
20,0,100,29,49,0
4,0,92,61,76,0
1,0,80,66,81,0
5,0,97,56,68,0
1,9,53,97,97,0
0,0,73,88,100,0
0,0,63,100,90,0
0,0,71,88,92,0
0,0,91,60,100,0
31,12,100,37,66,0
0,3,75,82,89,0
0,0,72,84,93,0
45,10,100,36,71,0
0,0,70,96,82,0
39,8,100,32,59,0
0,0,94,64,97,0
0,0,80,76,100,0
22,5,100,15,7,0
0,0,84,59,88,0
33,0,100,32,66,0
0,0,81,62,72,0
0,0,72,96,83,0
26,24,100,45,71,0
0,0,70,83,83,0
40,18,100,37,75,0
87,50,83,0,46,0
0,0,46,100,95,0
19,1,100,49,89,0
37,18,100,41,80,0
0,1,62,85,100,0
4,0,95,46,73,0
22,0,100,34,51,0
7,0,100,44,88,0
0,0,82,61,69,0
16,0,100,60,94,0
13,0,96,57,82,0
0,0,61,100,96,0
39,5,100,35,71,0
19,3,100,51,73,0
47,25,100,34,45,0
5,0,90,69,91,0
8,0,100,38,55,0
0,0,74,70,60,0
68,35,81,7,22,0
42,15,100,36,73,0
25,0,100,55,92,0
46,17,100,15,42,0
27,0,100,43,71,0
0,0,73,78,94,0
0,0,81,83,96,0
0,0,70,88,85,0
40,11,100,61,85,0
0,0,73,79,91,0
0,0,64,87,100,0
0,0,83,81,98,0
10,0,91,75,100,0
9,0,93,61,91,0
24,11,100,35,62,0
21,8,100,42,75,0
36,17,100,31,44,0
11,0,96,63,92,0
0,0,84,87,97,0
35,12,100,58,80,0
15,0,100,55,92,0
34,19,100,20,25,0
28,23,100,16,35,0
14,0,97,64,84,0
26,51,11,100,75,0
22,10,100,42,73,0
7,0,100,47,69,0
66,27,99,26,33,0
12,0,100,40,71,0
0,0,78,83,98,0
39,18,100,49,75,0
0,22,53,100,95,0
0,0,75,82,100,0
35,0,100,44,88,0
0,0,69,90,91,0
5,0,92,60,78,0
0,0,93,63,100,0
0,0,82,74,97,0
41,7,100,37,77,0
0,0,84,84,100,0
16,0,98,56,85,0
9,0,100,45,70,0
46,72,0,76,55,0
0,0,69,92,89,0
0,0,72,81,81,0
8,0,100,33,83,0
25,9,100,26,53,0
0,27,39,100,89,0
0,0,78,85,100,0
1,0,88,61,76,0
0,0,85,69,100,0
0,0,82,54,75,0
0,0,95,59,64,0
81,60,81,9,0,0
18,6,100,21,49,0
22,0,100,32,48,0
0,0,78,79,79,0
25,4,100,49,76,0
57,21,100,24,48,0
19,0,100,45,86,0
0,0,76,98,100,0
0,0,85,58,74,0
7,0,89,72,96,0
0,0,82,85,93,0
51,29,100,30,58,0
8,11,100,42,67,0
0,0,78,65,75,0
0,0,78,85,98,0
18,7,100,40,67,0
29,0,100,45,92,0
0,0,74,83,98,0
0,0,84,64,68,0
62,23,100,27,67,0
0,0,77,88,91,0
15,11,100,42,67,0
0,0,79,74,100,0
8,0,93,59,78,0
16,19,45,100,100,0
0,0,84,86,100,0
0,0,76,79,95,0
31,17,100,24,51,0
33,0,100,38,74,0
0,0,82,59,76,0
14,15,100,9,26,0
0,0,72,70,74,0
34,3,100,20,49,0
4,0,96,66,87,0
16,0,95,65,89,0
26,12,100,39,67,0
0,0,82,70,97,0
29,15,100,19,40,0
37,5,100,34,70,0
29,20,100,17,28,0
37,23,100,18,45,0
19,41,56,76,13,0
0,0,81,69,73,0
0,0,89,68,69,0
6,0,80,80,94,0
0,0,71,97,100,0
33,6,100,37,67,0
0,0,93,54,60,0
5,4,100,28,39,0
0,13,67,88,88,0
0,4,59,100,92,0
0,0,84,77,100,0
14,4,93,60,74,0
27,14,100,40,70,0
15,0,100,43,63,0
0,0,81,60,77,0
18,8,100,53,88,0
0,0,92,51,62,0
12,3,100,28,54,0
0,0,76,85,98,0
0,0,85,66,75,0
0,0,71,93,89,0
3,0,84,74,100,0
38,12,100,31,57,0
11,0,100,52,45,0
0,0,73,83,95,0
3,27,41,100,94,0
25,0,100,34,52,0
12,0,100,51,79,0
24,46,9,92,75,0
0,0,75,78,82,0
16,0,100,47,77,0
1,0,89,74,94,0
25,0,100,50,75,0
66,8,98,32,78,0
54,38,100,8,4,0
0,0,74,89,95,0
32,22,100,18,19,0
0,0,77,74,75,0
18,0,100,45,83,0
18,35,30,100,88,0
19,1,93,67,79,0
3,10,97,46,59,0
22,0,100,29,41,0
1,0,89,65,82,0
22,0,100,44,80,0
62,40,100,27,17,0
25,5,100,57,80,0
0,0,89,69,79,0
70,26,94,27,64,0
48,36,100,4,15,0
21,16,100,45,63,0
36,10,100,49,71,0
18,0,100,28,56,0
31,11,100,26,58,0
0,0,91,52,67,0
0,0,74,89,95,0
12,41,27,100,67,0
15,1,100,39,68,0
0,0,98,60,69,0
17,4,100,40,50,0
0,0,67,100,88,0
25,0,100,53,86,0
38,14,100,18,34,0
0,0,81,70,90,0
52,15,100,28,62,0
17,2,100,44,78,0
11,0,100,36,57,0
49,74,0,76,57,0
63,34,99,6,38,0
19,0,100,26,39,0
1,0,82,80,96,0
26,0,100,48,79,0
40,6,100,21,57,0
0,0,83,68,76,0
12,0,100,51,63,0
0,0,82,75,90,0
0,0,82,70,95,0
57,22,95,7,39,0
0,8,71,85,94,0
46,19,100,29,66,0
0,0,74,88,100,0
39,11,100,29,66,0
16,12,100,20,33,0
23,22,57,91,73,0
0,15,51,100,97,0
2,0,75,95,100,0
0,0,85,74,85,0
19,25,31,100,93,0
0,0,85,63,87,0
0,0,62,100,93,0
38,11,100,33,62,0
12,0,99,64,78,0
8,0,92,66,88,0
0,16,62,89,94,0
10,0,100,52,84,0
10,3,95,53,83,0
0,8,49,100,97,0
22,0,100,39,58,0
0,0,63,93,74,0
0,0,67,90,100,0
36,52,40,65,2,0
0,0,84,67,80,0
28,0,100,43,80,0
78,56,85,8,20,0
33,56,1,100,67,0
23,4,98,61,71,0
0,0,80,82,80,0
7,0,100,28,57,0
0,0,77,83,100,0
0,0,100,32,49,0
13,0,100,51,82,0
31,0,100,30,58,0
0,22,57,88,92,0
0,0,98,47,60,0
0,0,70,78,76,0
3,24,40,100,92,0
0,4,59,69,69,0
0,0,79,83,100,0
25,3,100,21,51,0
0,0,99,45,49,0
14,0,100,30,59,0
0,0,78,83,99,0
0,3,52,100,91,0
0,0,100,61,89,0
0,25,44,100,98,0
4,0,96,63,86,0
0,0,92,64,84,0
9,31,28,100,85,0
48,26,100,28,43,0
0,0,70,91,70,0
0,0,81,76,90,0
26,1,100,44,52,0
7,0,96,58,55,0
0,0,83,63,91,0
0,0,88,79,88,0
51,27,100,30,71,0
9,0,100,61,85,0
0,0,77,81,92,0
0,0,73,77,85,0
4,0,94,60,99,0
50,17,100,28,67,0
0,4,72,85,92,0
26,9,100,57,87,0
60,31,100,27,51,0
11,0,100,41,73,0
47,0,100,35,76,0
35,11,100,25,52,0
0,0,81,77,94,0
3,0,87,54,74,0
0,0,86,65,93,0
21,0,100,62,82,0
39,20,100,0,43,0
21,0,100,30,47,0
0,0,77,85,100,0
6,0,95,58,90,0
0,0,77,75,96,0
27,10,100,43,82,0
1,0,94,62,100,0
7,0,94,55,82,0
16,0,97,61,100,0
0,17,38,100,82,0
54,28,100,30,48,0
17,0,100,50,87,0
0,0,83,69,81,0
0,1,68,97,100,0
0,0,87,60,89,0
0,12,49,100,90,0
17,3,93,59,73,0
40,23,100,40,53,0
42,17,100,23,62,0
40,25,100,40,80,0
18,0,86,79,100,0
33,18,100,54,85,0
0,0,78,75,100,0
18,0,100,48,72,0
0,0,83,71,100,0
29,0,100,35,65,0
11,0,100,50,77,0
0,0,61,100,98,0
0,0,92,64,88,0
15,0,89,74,79,0
0,0,66,98,93,0
13,0,100,35,63,0
14,0,100,39,55,0
9,17,96,45,58,0
0,0,100,16,20,0
0,0,75,82,100,0
0,0,60,83,72,0
0,0,81,83,81,0
0,0,82,78,86,0
8,0,100,56,80,0
13,0,100,55,88,0
0,0,68,91,88,0
0,0,74,88,100,0
47,8,100,28,68,0
0,0,62,71,80,0
29,0,100,56,94,0
0,0,83,63,78,0
2,0,78,80,100,0
0,0,87,74,89,0
0,15,53,100,99,0
0,0,73,75,92,0
0,4,69,91,100,0
0,0,78,68,83,0
9,6,99,54,86,0
0,17,61,100,100,0
2,0,87,78,100,0
5,0,90,68,75,0
9,0,100,48,81,0
41,18,100,25,58,0
60,35,100,30,63,0
16,8,100,48,67,0
0,0,98,65,89,0
0,9,100,81,25,0
45,12,100,37,72,0
0,0,100,29,65,0
6,0,89,67,83,0
0,0,84,67,83,0
0,0,74,100,100,0
0,0,79,75,83,0
0,0,76,88,85,0
7,0,90,66,88,0
55,30,100,25,40,0
15,0,88,80,100,0
0,0,88,69,100,0
39,64,4,98,76,0
20,0,100,53,100,0
29,7,100,44,73,0
0,0,87,70,100,0
25,9,100,32,55,0
0,0,92,60,91,0
6,0,100,76,90,0
66,33,99,15,29,0
0,0,82,79,100,0
0,0,90,71,79,0
22,0,100,52,76,0
0,0,80,56,71,0
49,28,100,25,20,0
24,12,100,30,60,0
0,0,93,60,94,0
21,6,99,62,81,0
33,14,100,53,79,0
0,0,79,63,69,0
26,6,100,52,65,0
0,0,72,72,85,0
14,0,100,53,91,0
1,0,83,65,84,0
34,9,100,29,64,0
0,0,79,74,98,0
0,0,74,92,100,0
0,0,75,83,79,0
44,19,100,15,51,0
4,0,95,64,95,0
0,0,74,80,95,0
35,17,100,43,84,0
4,0,100,56,92,0
42,19,100,33,73,0
0,0,89,63,83,0
6,0,100,57,74,0
30,1,100,63,73,0
34,8,100,34,66,0
0,0,65,100,88,0
5,0,98,62,84,0
26,3,100,43,66,0
41,11,100,23,64,0
13,0,98,62,92,0
54,24,100,16,52,0
20,0,100,52,78,0
46,49,70,95,22,0
12,0,88,73,92,0
71,24,96,30,63,0
46,31,100,24,25,0
23,3,100,37,54,0
0,0,79,77,100,0
56,24,100,12,56,0
0,0,83,79,89,0
34,20,100,10,24,0
20,0,100,53,81,0
22,0,100,37,33,0
4,0,86,62,86,0
11,4,100,2,11,0
34,1,100,55,83,0
6,0,100,48,78,0
10,0,93,67,87,0
39,59,49,85,21,0
0,0,70,94,100,0
0,3,62,100,73,0
27,0,100,37,69,0
8,0,88,71,100,0
55,25,100,38,84,0
8,0,98,60,100,0
48,24,100,36,75,0
0,0,100,76,7,0
36,10,100,45,67,0
23,6,100,39,74,0
0,16,61,100,100,0
44,22,100,11,31,0
8,0,100,59,86,0
43,24,100,51,78,0
0,0,82,91,100,0
98,100,57,16,0,0
14,14,100,49,62,0
39,0,100,35,70,0
0,0,75,89,88,0
39,0,100,37,71,0
13,8,100,29,26,0
30,1,100,44,68,0
10,0,94,67,81,0
16,12,100,9,44,0
17,0,96,58,63,0
40,20,100,18,24,0
0,0,100,45,66,0
13,0,96,54,76,0
5,0,100,59,88,0
0,0,98,55,79,0
0,0,86,73,9,0
27,11,100,37,74,0
5,0,95,70,87,0
0,14,59,100,100,0
0,0,100,28,56,0
52,30,100,30,22,0
32,12,100,15,60,0
43,23,100,25,57,0
23,29,19,100,90,0
6,0,100,35,69,0
13,0,88,73,98,0
0,5,68,82,100,0
27,60,8,91,72,0
1,0,73,91,75,0
9,0,84,77,95,0
16,12,100,43,70,0
71,36,87,0,41,0
0,2,55,100,100,0
22,0,100,47,74,0
0,0,68,97,73,0
0,0,82,60,89,0
9,21,47,99,100,0
12,0,100,46,72,0
26,7,100,37,70,0
35,14,100,24,40,0
31,16,100,25,38,0
36,62,0,100,66,0
12,0,94,75,97,0
25,0,100,32,68,0
42,21,100,22,35,0
0,0,84,57,87,0
0,0,70,85,88,0
0,31,42,100,96,0
0,0,81,92,100,0
33,16,100,33,68,0
9,0,99,53,73,0
26,10,100,32,73,0
7,0,100,49,77,0
0,0,100,42,62,0
1,0,87,72,96,0
46,17,100,20,66,0
0,0,87,62,80,0
0,0,82,76,100,0
0,1,87,80,85,0
0,0,93,61,86,0
0,0,78,76,100,0
34,4,100,37,71,0
15,36,70,67,0,0
12,27,37,100,90,0
22,0,100,51,90,0
91,90,78,36,0,1
84,51,47,36,10,1
65,100,88,60,0,1
77,100,83,65,0,1
64,59,57,33,2,1
71,56,48,37,0,1
65,100,100,67,0,1
73,100,92,84,0,1
71,100,91,68,0,1
100,87,81,52,0,1
45,100,88,61,0,1
100,63,79,0,4,1
64,78,70,100,0,1
88,91,85,50,0,1
52,27,91,25,9,1
59,100,87,52,0,1
60,100,100,76,0,1
56,94,100,75,0,1
72,100,73,22,0,1
45,68,39,26,0,1
62,100,80,36,0,1
100,80,70,23,0,1
51,81,100,86,1,1
39,67,15,0,0,1
52,100,100,68,0,1
71,100,82,57,0,1
68,36,42,50,0,1
70,46,45,47,7,1
73,100,90,63,0,1
80,31,44,50,15,1
66,99,100,65,0,1
60,58,33,7,0,1
100,90,79,26,0,1
76,100,79,28,0,1
64,67,22,0,0,1
68,100,86,32,0,1
82,100,71,59,0,1
57,64,48,20,4,1
71,100,88,45,0,1
88,62,50,12,0,1
25,58,12,0,0,1
31,64,29,40,1,1
100,89,87,84,0,1
77,100,77,44,0,1
36,100,100,58,0,1
67,100,88,56,0,1
76,60,44,15,0,1
51,66,43,11,3,1
39,54,41,43,3,1
53,100,85,76,0,1
69,100,91,49,0,1
58,100,100,68,0,1
76,99,78,28,0,1
36,64,41,16,0,1
49,45,25,50,0,1
100,81,60,27,0,1
72,62,57,41,0,1
32,39,44,52,3,1
62,53,57,51,0,1
0,57,0,50,0,1
81,96,88,81,0,1
93,56,84,0,3,1
76,60,44,46,10,1
65,100,91,79,0,1
87,100,95,94,0,1
45,38,22,53,6,1
66,100,100,61,0,1
71,100,85,64,0,1
56,61,46,34,8,1
93,92,83,66,0,1
53,64,45,27,3,1
79,67,38,4,0,1
88,82,85,46,0,1
60,54,60,29,2,1
73,49,44,47,5,1
68,100,94,69,0,1
85,100,85,70,0,1
100,75,71,2,0,1
46,57,43,50,0,1
69,100,83,42,0,1
100,73,79,15,6,1
88,93,78,53,0,1
47,100,100,54,0,1
51,62,46,59,3,1
72,100,93,73,0,1
61,100,100,51,0,1
63,100,86,22,0,1
61,59,22,50,0,1
72,100,96,74,0,1
66,100,96,48,0,1
76,57,37,38,6,1
61,100,71,16,0,1
59,100,92,52,0,1
46,36,9,50,1,1
48,69,41,31,0,1
90,90,86,66,0,1
100,80,81,6,0,1
62,61,50,45,3,1
61,100,91,39,0,1
81,100,85,55,0,1
100,80,71,54,0,1
62,100,86,51,0,1
64,64,52,0,2,1
62,100,97,64,0,1
90,88,82,37,0,1
100,82,84,58,0,1
43,66,43,45,0,1
100,85,64,21,0,1
82,100,89,64,0,1
90,89,100,84,0,1
47,49,39,53,0,1
69,66,58,51,0,1
73,39,46,50,10,1
70,63,54,49,0,1
59,60,46,42,10,1
77,60,69,0,3,1
31,46,31,54,0,1
78,100,91,75,0,1
53,100,100,75,0,1
96,93,70,13,0,1
100,64,91,55,0,1
72,60,39,0,0,1
39,55,41,34,1,1
