@relation penbased

@attribute At2 numeric
@attribute At4 numeric
@attribute At5 numeric
@attribute At8 numeric
@attribute At9 numeric
@attribute At10 numeric
@attribute At11 numeric
@attribute At14 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
100,58,20,0,94,19,100,92,0
78,43,20,0,100,34,92,99,0
99,86,0,2,73,0,100,82,0
89,97,0,24,45,0,89,62,0
74,49,0,0,93,30,100,100,0
73,31,40,18,100,55,82,100,0
75,45,29,0,100,26,90,100,0
83,54,0,0,90,26,100,100,0
73,37,41,7,100,50,78,100,0
100,92,0,22,53,0,97,59,0
90,68,9,0,100,30,91,100,0
72,38,31,11,100,56,76,100,0
100,62,1,0,96,27,100,95,0
85,38,45,12,100,57,81,97,0
81,100,0,18,60,0,100,80,0
86,43,25,0,100,35,90,100,0
100,68,0,0,73,10,100,80,0
39,62,11,0,100,43,89,100,0
100,75,5,0,100,18,100,96,0
81,24,54,38,100,94,48,56,0
65,25,40,25,100,61,87,100,0
100,71,0,0,93,11,100,87,0
100,73,0,0,74,6,100,77,0
92,100,0,25,44,0,94,60,0
100,60,5,0,93,25,100,75,0
83,45,0,0,91,35,100,100,0
85,46,12,0,88,25,100,100,0
100,76,1,0,74,23,100,79,0
88,42,19,1,100,35,93,100,0
81,67,0,0,74,26,100,100,0
80,50,3,10,97,50,100,92,0
74,50,25,3,100,52,74,100,0
95,47,13,0,98,28,100,100,0
78,36,25,5,100,37,96,100,0
100,66,9,0,100,31,97,99,0
100,75,0,0,82,6,100,82,0
97,74,0,0,79,32,100,100,0
95,69,0,0,83,20,100,90,0
82,35,42,21,100,66,67,80,0
100,61,10,0,93,25,100,98,0
100,76,0,0,77,18,100,98,0
88,61,19,0,100,29,86,100,0
100,99,0,0,72,4,100,95,0
49,9,60,31,100,71,75,90,0
100,78,7,0,96,14,100,89,0
100,67,3,0,87,27,100,92,0
100,76,0,1,85,0,100,77,0
57,47,1,5,86,36,100,100,0
89,57,4,0,100,33,95,100,0
90,41,31,0,100,46,77,100,0
76,41,8,11,100,47,99,100,0
100,67,0,0,68,5,100,72,0
100,55,10,0,100,31,97,99,0
86,45,17,2,100,35,88,100,0
96,50,12,3,100,48,82,100,0
81,55,7,0,97,26,100,100,0
95,100,23,29,19,0,69,50,0
92,47,21,8,100,48,82,100,0
91,68,0,0,85,27,100,100,0
61,100,17,41,20,0,68,36,0
84,28,54,28,100,81,66,83,0
94,85,4,0,94,17,100,100,0
77,100,19,36,19,0,67,35,0
78,36,25,4,100,39,90,100,0
94,70,0,0,92,22,100,100,0
93,74,7,0,94,27,100,100,0
86,75,1,0,94,10,100,86,0
92,61,0,0,97,35,100,100,0
56,27,35,5,100,47,76,100,0
100,77,17,0,100,42,83,99,0
75,37,31,26,100,71,57,75,0
100,48,17,4,100,46,89,92,0
100,79,0,0,79,19,100,97,0
100,73,0,0,78,3,100,79,0
88,52,14,0,97,31,100,100,0
36,4,72,29,92,75,62,96,0
100,56,12,0,100,36,100,100,0
66,100,0,0,82,32,92,61,0
91,52,14,0,97,30,100,100,0
58,22,46,17,100,54,72,100,0
89,74,1,0,80,10,100,92,0
94,31,42,43,95,100,30,53,0
73,49,15,10,100,56,68,87,0
98,54,7,0,90,30,100,100,0
100,81,0,7,62,0,97,66,0
64,26,35,12,100,46,96,100,0
96,77,0,0,78,4,100,82,0
85,40,18,8,93,44,100,100,0
100,55,7,25,100,76,61,69,0
97,72,0,0,69,18,100,90,0
89,63,0,0,73,16,100,96,0
89,45,20,0,99,31,100,100,0
88,70,0,0,97,28,100,100,0
100,65,5,0,100,21,95,92,0
100,69,1,0,82,16,100,86,0
71,26,48,36,100,82,42,60,0
88,47,20,0,100,29,91,100,0
66,25,39,8,100,53,75,100,0
100,76,0,0,70,6,100,76,0
98,58,13,0,96,24,100,100,0
89,61,0,0,81,21,100,100,0
100,61,4,0,100,32,96,94,0
44,2,81,60,81,100,40,49,0
76,30,55,30,100,77,65,79,0
94,42,35,11,100,58,73,93,0
81,39,22,5,100,37,89,100,0
84,57,5,0,95,28,100,100,0
77,43,13,0,96,39,100,100,0
89,100,12,27,37,0,86,63,0
85,48,25,0,100,35,85,100,0
83,42,9,17,96,57,100,95,0
46,86,46,72,0,28,29,18,0
94,98,0,1,87,0,100,100,0
68,30,42,19,100,56,84,100,0
94,61,6,0,91,17,100,95,0
70,32,24,14,97,48,100,100,0
84,42,11,9,95,44,100,100,0
79,100,18,35,30,0,77,45,0
100,66,20,0,100,21,93,91,0
100,58,8,0,99,29,100,100,0
100,92,1,10,46,0,84,73,0
91,69,0,0,58,0,97,63,0
84,100,6,35,28,0,77,47,0
96,64,0,0,92,23,100,99,0
97,67,0,0,82,14,100,93,0
100,89,0,15,51,0,94,64,0
76,100,17,28,36,0,81,56,0
86,40,39,17,100,61,70,100,0
30,0,78,56,85,100,42,65,0
96,61,2,0,75,19,100,93,0
65,25,41,11,100,54,70,100,0
93,87,10,8,58,0,100,66,0
89,64,22,0,100,24,90,97,0
97,90,4,0,95,25,100,100,0
62,58,7,0,100,29,92,100,0
62,8,58,32,100,92,65,70,0
87,59,9,0,91,25,100,100,0
99,67,0,0,84,22,100,99,0
100,66,0,0,81,18,100,93,0
84,34,35,19,100,67,65,70,0
100,60,14,0,100,24,96,95,0
83,48,10,0,91,23,100,97,0
97,57,6,0,100,30,100,100,0
85,55,31,0,100,40,85,100,0
100,69,0,0,91,26,100,100,0
100,92,0,12,49,0,88,60,0
77,100,3,32,39,0,90,63,0
67,25,50,17,100,57,72,100,0
77,37,34,19,100,64,66,71,0
97,46,20,12,100,55,87,86,0
80,100,5,32,34,0,85,55,0
58,22,48,24,100,71,53,76,0
100,70,0,0,88,17,100,90,0
82,47,13,0,100,34,96,100,0
100,69,0,0,77,13,100,86,0
100,62,12,0,94,19,100,96,0
87,30,41,9,100,58,70,95,0
77,82,0,0,73,0,100,79,0
100,57,22,0,100,43,78,95,0
100,69,0,0,81,14,100,80,0
88,61,0,0,91,35,100,100,0
100,76,0,0,74,25,100,87,0
86,55,1,0,90,34,100,100,0
89,84,0,0,75,3,100,86,0
58,15,66,33,99,78,57,71,0
69,25,36,10,100,49,85,100,0
90,79,9,0,100,47,76,85,0
100,85,0,0,80,4,100,90,0
77,46,22,0,100,32,90,100,0
89,46,9,0,79,24,100,100,0
86,68,0,0,70,5,100,71,0
100,99,19,25,31,0,81,53,0
83,61,4,0,98,28,100,100,0
74,39,27,11,100,48,82,100,0
92,63,0,0,100,37,86,100,0
100,79,14,18,42,0,88,53,0
71,35,28,8,100,45,96,100,0
82,74,0,0,82,27,100,100,0
94,74,0,0,78,13,100,91,0
84,54,15,0,100,32,91,100,0
52,0,79,58,59,60,74,100,0
88,51,16,0,98,34,100,100,0
100,59,7,0,75,7,100,74,0
74,26,66,27,99,74,64,73,0
79,46,6,0,89,29,100,100,0
76,33,40,20,100,67,63,68,0
94,95,0,0,83,10,100,100,0
89,70,1,0,100,23,100,99,0
63,32,34,4,100,47,79,100,0
95,100,13,25,41,0,91,56,0
85,45,16,0,95,31,100,100,0
83,92,5,0,100,28,98,100,0
92,43,50,0,100,45,78,100,0
89,50,35,0,100,38,85,100,0
89,49,2,0,91,26,100,98,0
43,0,1,57,38,100,100,45,0
55,35,15,0,88,19,100,85,0
94,65,0,0,92,22,100,100,0
96,59,1,0,75,20,100,97,0
88,58,14,0,100,33,96,100,0
74,74,2,0,100,49,71,73,0
63,100,1,0,75,18,100,98,0
100,78,0,4,59,0,91,64,0
100,81,0,0,68,5,100,86,0
94,52,12,0,100,36,90,100,0
69,35,8,12,90,44,100,100,0
90,69,1,0,88,27,100,100,0
85,61,18,0,86,11,100,87,0
80,87,0,16,61,0,100,62,0
84,44,39,0,100,43,83,100,0
77,30,29,4,100,37,84,100,0
100,74,9,0,93,22,100,98,0
59,36,43,20,100,65,65,84,0
47,90,49,74,0,27,35,18,0
100,84,0,0,69,7,100,89,0
73,43,22,12,100,54,94,96,0
96,63,6,0,95,22,100,100,0
77,34,46,20,100,62,78,90,0
70,100,10,24,48,0,100,68,0
100,63,22,0,100,29,95,89,0
100,75,0,0,63,2,100,71,0
81,100,12,33,30,0,78,58,0
40,0,60,35,100,75,71,90,0
83,52,0,0,78,10,100,73,0
95,62,13,0,100,21,99,95,0
95,65,0,0,79,13,100,85,0
96,45,26,1,100,48,88,99,0
62,100,34,59,0,13,44,22,0
100,66,0,0,87,9,100,85,0
48,2,69,38,94,84,44,67,0
76,44,16,12,100,57,75,88,0
100,60,1,0,89,26,100,95,0
56,14,47,25,100,66,76,80,0
95,56,2,0,79,24,100,99,0
72,45,21,8,100,47,90,100,0
78,94,16,19,45,0,99,63,0
84,65,4,0,95,24,100,100,0
77,39,39,20,100,71,53,78,0
100,89,0,0,69,6,100,92,0
92,49,32,0,100,41,81,100,0
94,99,0,7,64,0,100,87,0
100,69,0,0,78,22,100,90,0
100,82,0,0,70,9,100,88,0
88,58,4,0,96,28,100,100,0
97,75,0,0,84,15,100,92,0
100,93,0,4,72,0,100,82,0
73,38,19,1,93,29,100,100,0
95,60,3,0,84,16,100,85,0
100,92,0,22,47,0,95,61,0
67,27,49,19,100,66,64,100,0
82,73,0,0,71,9,100,85,0
92,60,0,0,95,29,100,100,0
100,73,0,0,100,33,98,99,0
77,33,28,15,100,52,85,100,0
90,44,24,12,100,55,82,100,0
52,50,6,0,97,30,100,100,0
77,60,11,4,100,57,56,66,0
82,68,4,0,92,24,100,100,0
93,63,0,0,90,24,100,100,0
100,73,0,0,63,2,95,72,0
100,58,5,0,97,28,100,97,0
78,38,31,13,100,59,71,91,0
100,65,0,0,71,22,100,92,0
100,85,0,0,70,20,100,99,0
96,68,11,0,86,23,100,100,0
100,60,12,0,100,27,95,93,0
100,81,0,0,81,6,100,92,0
80,37,38,4,100,44,72,100,0
76,42,16,3,100,40,92,100,0
45,4,55,24,100,70,72,83,0
96,100,3,24,40,0,88,52,0
73,48,18,0,100,30,87,100,0
90,60,12,0,98,32,100,100,0
86,43,37,12,100,56,74,100,0
93,43,21,8,100,45,100,100,0
86,42,23,3,100,41,82,100,0
84,56,31,0,100,38,87,100,0
100,61,0,0,88,25,100,92,0
91,59,0,0,85,22,100,100,0
92,66,15,0,100,28,96,100,0
100,69,1,0,73,8,100,77,0
93,67,8,0,100,25,98,100,0
80,32,35,14,100,61,71,86,0
83,69,0,1,68,0,100,70,0
96,89,0,0,94,10,100,100,0
93,49,15,1,100,41,91,100,0
100,81,0,8,71,0,100,69,0
100,99,0,30,33,0,82,48,0
98,76,0,0,84,25,100,100,0
77,46,0,0,87,34,100,100,0
87,47,18,0,100,35,91,100,0
100,100,0,4,59,0,100,68,0
100,67,0,0,67,8,97,73,0
94,35,42,0,100,41,73,100,0
100,76,0,0,75,11,100,85,0
77,88,8,1,63,0,98,91,0
70,32,54,24,100,66,68,92,0
91,70,0,0,76,24,100,100,0
78,37,19,3,100,40,99,100,0
67,100,24,46,9,0,57,34,0
46,4,43,24,100,57,92,100,0
92,70,0,0,62,1,97,67,0
99,71,0,0,74,11,100,86,0
100,64,0,0,95,31,100,87,0
68,21,44,22,100,75,58,81,0
84,59,0,0,87,30,100,100,0
90,47,16,12,100,57,76,79,0
66,75,12,5,47,0,89,64,0
