@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1,3-5,7,9,12-14,16,18,21'

@attribute A1 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A7 numeric
@attribute A9 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A16 numeric
@attribute A18 numeric
@attribute Class {0,1}

@data
1.6238,0.6715,2.2028,0.742,-1.0489,-0.4467,1.1738,0.4253,1.9271,-0.2109,0.1704,0
-1.5859,1.3199,1.148,2.0749,0.117,1.4412,1.3067,0.8357,1.3161,0.4571,1.5531,0
1.577,0.0847,1.8272,0.2029,1.5351,0.3118,0.5494,0.4094,0.1329,0.7565,-0.6373,0
0.6004,0.4914,1.3811,0.8639,-0.098,-1.045,1.5659,-0.4241,0.2249,1.0244,0.4342,0
0.9991,1.4885,0.8901,1.6513,0.1443,-0.3463,0.5296,0.7053,0.5721,0.2663,-0.3198,0
-0.0139,-0.1891,1.2984,2.3601,-1.7297,1.7101,1.287,0.302,0.0839,-1.5097,0.6083,0
-0.1892,0.2878,-1.8926,-0.7261,-0.6913,-0.8619,-0.568,-2.0997,0.2378,0.6419,-0.6235,1
0.4758,3.9924,1.7232,0.8794,0.2474,-0.6954,0.7988,-0.5765,0.898,1.8321,0.6538,0
-0.6893,-0.3797,-0.8001,-0.1305,-2.9309,-0.1129,-1.914,-1.5908,0.017,-1.4247,-0.8516,1
1.89,-1.5161,-0.4421,1.7838,-0.2844,2.1083,-0.1695,-0.7778,2.8942,0.4799,1.569,0
0.2124,1.6441,3.3676,-0.4654,0.2603,0.3801,0.5602,-0.1022,1.0287,2.6659,0.4449,0
-0.9993,0.1479,0.1711,-0.9495,1.5458,-1.5558,0.5167,1.0954,1.4045,1.4316,-0.2602,0
-0.7588,0.2132,-2.1722,-0.3904,0.0226,-0.3395,-1.0906,0.1406,1.821,-0.7031,0.2729,1
0.6866,0.4926,0.2938,2.2316,1.2619,0.5974,-0.4852,1.098,0.0815,0.8729,-0.044,0
0.8669,-0.2389,-0.1211,-1.2234,-1.5301,-0.0967,-1.3505,-0.0374,0.1306,-1.2151,-1.0403,1
-1.6048,-0.7807,-1.3698,-0.7249,0.6509,-0.2767,-1.7399,0.2554,1.4299,-0.358,0.6794,1
-0.6479,-0.0964,-0.8318,-0.4026,0.1787,-1.0624,0.0128,-0.5639,0.7928,-0.6045,-1.3829,1
0.1959,-1.306,0.117,-0.882,-3.3681,-1.0964,-0.6839,-2.662,-1.5826,-1.2227,-3.3587,1
1.4992,-2.1586,-3.296,0.2315,0.0072,-2.3213,0.5828,-0.4993,0.5964,-0.9209,1.083,1
0.7178,0.9371,0.2995,0.8025,-1.2785,-0.8522,1.274,-0.9278,1.0115,1.193,1.9884,0
0.8913,0.6502,-0.1962,2.1845,0.1022,-0.2027,0.9618,2.0297,0.6027,2.0495,0.848,0
-1.1256,1.0606,-1.3264,1.2503,0.3665,-1.7002,-0.7106,-0.4995,-0.3781,0.6301,1.1854,0
1.6227,0.9813,0.2345,0.7042,-0.1892,1.3955,1.3416,0.7651,1.2414,-0.8794,0.8198,0
0.9084,0.3301,0.0761,-0.0267,1.7656,1.2845,0.3409,1.3414,0.1244,1.7798,-0.5969,0
-0.1217,-0.4987,0.1114,0.205,-1.4663,-1.1902,1.0188,-0.1959,0.7129,-1.4319,-2.3793,1
-1.7539,-1.0459,-0.8176,0.2172,1.0597,-0.5968,-1.2853,-1.5875,-1.3504,-0.9003,0.1169,1
-2.2309,-2.1871,-0.138,-0.4989,-2.3371,-0.0566,-1.1424,0.6976,-0.0811,0.9152,0.1116,1
-1.1299,-0.2615,-2.491,0.3834,0.3238,0.5136,-0.8186,-0.084,-0.4672,-0.331,0.4553,1
0.2685,1.948,1.8987,0.7466,0.6257,2.1329,2.4166,1.0078,0.805,0.5874,0.5275,0
1.5061,1.2403,0.8784,0.1839,0.8442,-0.0407,0.5,0.0154,0.0176,1.3709,0.0709,0
-0.4686,-0.1528,-2.2057,1.2078,-0.1844,0.6945,-0.8738,-0.3826,-1.3618,0.0963,-1.4499,1
-0.7257,-0.6197,-1.3966,0.7913,0.379,-0.2342,0.2065,-0.432,-0.3525,-0.0724,-1.9275,1
0.89,-1.2238,-0.6722,-0.9988,0.3818,0.7545,-0.4793,1.2948,-0.729,-1.0604,-2.9008,1
1.3057,-1.5385,-0.7167,-0.3557,-0.3791,-0.385,-0.1085,-0.2826,-1.4178,0.1975,0.2604,1
0.8563,1.3689,0.9908,1.3741,1.3233,-0.0806,0.254,-1.7369,0.4765,-1.1439,-0.364,0
0.7667,-0.2362,-0.3529,-0.4994,-0.8376,-2.2764,-0.1275,0.7132,-0.6381,-0.5779,-0.1662,1
-0.0685,0.1784,0.3704,-1.8705,-1.4477,0.7111,-0.0465,0.3922,0.8715,0.273,-1.5514,1
-0.7897,-1.4853,-0.6489,-1.401,-0.0718,1.4967,-0.8217,0.0838,0.3463,1.5255,0.8082,1
1.2293,-0.0265,-1.6106,-1.523,-0.1016,-1.2318,0.2263,-0.4647,-0.0434,-1.6508,-0.7603,1
1.287,0.0697,-0.1796,0.5075,0.3285,0.1624,-1.2791,-0.6404,-0.1753,1.249,0.7032,0
0.5155,-0.0199,-0.774,-0.9932,0.6088,-0.9203,0.7418,-0.4032,-2.8149,0.6211,-1.3431,1
0.7195,0.2934,0.2385,-0.3339,0.9756,-0.8983,-0.2499,0.0242,0.0693,-0.8949,1.5686,0
-0.7593,-0.7484,-0.8396,-0.8326,-1.068,0.1714,-0.8315,-0.2713,-1.5258,-0.3806,0.3885,1
0.2375,2.0351,-0.3725,-0.3888,3.085,0.1959,1.2444,0.8403,1.326,0.0773,-1.4739,0
1.2704,-0.3251,1.9478,0.7177,0.1235,1.2603,0.6355,0.8245,0.2456,1.1541,1.3419,0
2.1385,2.1279,0.0997,2.9929,1.6047,-1.5866,0.696,0.9136,-0.8533,-0.5741,-0.0211,0
-0.9797,-0.409,0.0476,-0.7994,0.2536,-1.1025,-0.5059,0.4559,0.0363,-0.5823,-1.2971,1
-1.5815,0.1337,0.5227,-0.5939,-0.4664,0.7001,1.7108,0.6713,-1.4726,0.316,0.0104,0
1.9842,-0.5536,-0.1554,-0.5883,-0.9048,0.3461,-0.0294,-1.7556,-2.1327,-2.8911,-0.5997,1
-2.1443,0.1144,-0.4332,-1.3773,0.4376,-1.4965,-1.0509,0.8591,0.6367,-1.7352,-1.1165,1
1.5543,0.663,0.8625,-0.8369,0.0617,1.6902,1.4724,0.6903,-0.1372,0.8753,0.1648,0
-1.4607,-0.8668,0.3729,-0.2738,0.509,0.0658,-1.0496,-0.2355,-1.2843,0.0678,-0.5648,1
-0.2664,0.1049,0.5446,-1.5998,0.3896,-0.1754,-1.9575,-1.8368,-1.121,-0.836,1.3441,1
-0.4555,-2.3343,0.6552,-0.4431,0.1079,-1.0533,-0.0784,2.0135,-0.1338,-0.1717,0.1409,1
-1.5652,1.5137,-1.9141,-1.7957,-0.4728,-0.2564,-0.301,-1.067,-1.1736,-1.2782,0.7159,1
-0.0632,1.4125,-0.4049,-0.7317,-0.5319,0.1807,-1.0283,0.6462,-0.546,2.0375,-0.7606,1
0.1267,-2.4504,1.976,0.8746,-1.0066,0.6887,-0.9625,0.472,1.1084,-0.3459,-1.5191,0
-1.9179,-0.8409,-0.224,-2.2689,0.6841,0.7453,-1.761,-0.6614,0.8626,0.4523,-0.1077,1
0.2767,-0.0136,-0.4178,-0.5506,0.0781,-0.3886,-0.5747,-2.1619,0.0345,0.6974,0.5509,1
0.8209,0.2671,-0.4589,1.0058,1.0323,0.4673,1.5502,-0.1617,0.6099,0.3154,1.1725,0
0.1744,1.2325,0.3593,1.0091,-0.7196,1.187,-0.1367,0.0702,1.1331,-0.3574,-0.0817,0
0.727,-1.5849,0.8766,-0.2285,-0.1852,0.4268,-1.2615,-1.6483,-0.0471,-0.9033,-0.8503,1
-0.4198,-1.68,-1.6543,-0.9029,-0.4058,-1.2026,-0.4315,1.038,-0.5032,-0.7914,0.3782,1
-0.9044,-0.0962,-1.3103,-1.5128,1.1488,-0.6279,1.175,0.5028,1.0171,-0.3942,-0.134,0
0.4229,-0.3548,-1.443,-0.9238,-2.604,0.3325,-0.8715,-0.5733,0.1846,-1.1994,-0.0712,1
-0.3752,0.2442,-0.7796,-0.0301,-0.0981,-0.3046,0.6318,-0.4488,-1.8653,-0.465,0.5883,1
0.2727,1.9987,0.691,-2.0672,-1.9786,0.7354,1.6286,0.7638,-0.0428,-0.9664,-1.4348,1
-0.9799,-1.59,-2.0301,-0.5865,1.8784,0.0628,0.0343,1.2766,-0.1378,-1.4746,0.1939,1
0.9101,-1.9859,-0.4798,-0.1947,0.0748,-0.1063,0.7846,2.1913,2.1069,-0.1985,0.4144,0
-0.2707,-0.2392,0.3711,-0.0189,1.0695,-0.6614,-1.2951,1.8402,0.7088,-0.2036,1.8778,0
-2.3017,1.2198,-0.1829,-1.2042,-1.5318,-1.3727,-0.2157,-1.5725,-0.5209,0.6835,0.6743,1
1.1918,0.1162,0.6572,1.5029,-0.5794,1.3827,1.0794,0.2432,-0.9712,-0.0203,1.9669,0
0.2205,2.0662,0.0636,0.811,0.5194,-0.4059,0.8987,-0.8775,0.5542,1.2172,1.2365,0
-0.7429,0.2243,-1.7537,-0.9671,-1.469,-1.3114,-0.8357,-0.2638,-1.9624,0.2843,-0.9382,1
-3.0753,-1.1598,-1.786,-0.1041,-1.3766,-1.0205,-0.4979,0.1693,-0.7753,0.1108,-1.7236,1
1.0915,0.4439,1.2877,1.3411,0.7409,1.2968,-0.1883,-0.3681,-0.8008,0.2078,0.381,0
0.6742,-0.8546,0.4713,0.4557,-0.5806,0.0531,1.1448,2.3549,1.1177,-0.1426,0.4093,0
-0.9972,-0.3951,0.6348,0.8448,0.4737,-0.1797,0.3415,-1.0112,1.0151,-0.1705,0.5507,0
-1.3896,0.7379,0.3219,-0.5561,0.4894,-0.2079,0.3297,1.2789,1.3014,-0.4902,-0.8772,1
1.5537,1.3896,3.1042,0.5289,0.739,1.3099,1.0806,2.403,1.5085,0.6959,1.4154,0
0.2775,-0.1905,0.0103,0.1986,1.2067,-0.1534,1.1179,-1.4487,0.8024,1.3917,1.5377,0
0.6252,0.8076,2.3908,-0.7412,0.0472,0.4077,0.6244,0.4604,-0.5288,0.5435,1.0867,0
-0.6453,0.5555,1.1591,0.5734,0.3263,1.6819,-0.8825,0.5901,0.1694,0.0714,-0.823,0
0.9773,-1.7832,-0.42,-1.2888,-2.2015,-0.1486,-1.2319,-0.7707,-1.1151,-0.0003,-0.2657,1
-0.283,1.3504,-0.015,1.0525,-0.6819,-0.0774,-1.2823,-1.374,0.1325,-1.8496,0.3776,1
-0.4648,1.6721,-0.4928,0.8698,1.0168,0.3223,1.7085,-0.0977,1.4811,-0.5778,0.2201,0
-1.2735,-1.3544,0.1585,-1.3272,0.5057,-0.8563,-0.8584,-1.4681,-1.5698,0.051,-1.2053,1
1.1411,1.4514,0.4462,-0.3434,0.9385,1.3751,-0.0895,0.6629,1.4697,1.9193,0.6258,0
-2.8633,0.2032,-0.3738,-1.0993,-2.2819,-1.4143,-1.3994,-0.0856,-1.3495,0.1228,-2.3854,1
-1.1474,1.5138,0.9743,-0.3802,1.0537,0.4604,0.8298,-0.6319,0.393,-0.6956,-1.2901,0
-0.0736,0.893,0.8559,0.1097,1.2085,-0.2196,4.3025,1.3756,1.9332,0.4161,-1.1117,0
-0.5948,0.249,0.7103,0.6531,-1.2341,-0.3598,-1.0082,-1.0887,-2.1134,-0.5826,1.2996,1
0.3488,0.2262,1.5015,0.684,1.7213,0.7931,-1.4446,1.7913,-0.2105,1.6836,-1.0129,0
-0.327,-1.6259,-0.4637,-0.7889,0.0091,-0.1471,0.5219,-0.6651,-1.1382,-0.4975,1.9008,1
-0.4068,3.2166,0.4311,0.2013,0.9447,0.0531,-0.661,0.376,1.1193,2.0021,0.8019,0
1.6198,-0.3665,0.2983,2.3855,0.3854,0.4664,0.3021,1.1385,0.3508,0.8018,2.4372,0
1.9486,-0.0834,-0.6215,-1.0013,1.4632,-0.2707,-0.2458,-1.7552,-0.9425,1.1345,-0.4605,0
-1.3076,-1.8483,0.1206,-0.3158,-0.9199,-0.2375,-0.4093,-1.8422,-0.6264,-2.1498,2.2017,1
-1.7689,0.4496,-1.1349,0.0551,0.5877,-0.6842,-1.4088,0.3761,0.3559,-2.0602,0.3781,1
-0.0203,-1.1971,-1.5084,0.3551,-2.3567,2.0831,-2.0711,1.1823,1.2437,0.0938,-0.4148,1
0.9093,1.3955,0.0547,0.3861,0.9114,-0.0126,1.6035,1.3889,-0.0208,0.7949,-1.147,0
0.3364,1.0419,0.7445,1.1718,0.1536,0.5748,0.0377,1.2169,1.3298,1.2195,2.3643,0
-0.7039,0.7056,0.3991,0.1433,-0.2917,1.7208,0.9144,0.8241,0.7994,-1.4112,-0.2464,0
-0.0859,-0.6402,-0.5436,-0.5493,-0.378,0.542,-1.5679,-0.6971,-1.2496,0.5457,-1.1218,1
-1.1466,-0.7243,0.4977,0.6264,-0.9756,-1.098,-2.0216,0.489,-0.6553,0.3954,-0.4414,1
-0.5619,-0.9888,-2.1355,-2.7397,0.1245,-0.6877,-0.5755,0.4789,-2.2604,-1.4089,-0.0948,1
-1.1392,-0.7012,0.38,-0.1279,-0.3301,-0.3512,0.3165,-0.6102,0.6403,0.2014,0.3044,1
0.6399,-1.8979,0.41,-1.0387,-1.6316,-0.8903,-1.5813,-0.3829,0.7752,0.678,-0.4771,1
-1.6201,1.1029,-1.0001,-0.3664,0.6447,0.1321,-2.5792,-1.2559,-0.4011,0.7093,0.3677,1
0.4619,-0.4651,-0.7761,-1.2831,0.1939,1.2813,0.9111,1.2166,0.133,-1.4601,-0.7782,0
2.0162,1.2227,-0.4748,0.6496,1.6925,0.428,0.2724,0.7219,0.5235,0.8405,0.7732,0
0.7288,2.1979,2.212,-0.7893,1.3973,0.6069,-0.4185,0.3323,0.7782,-0.1879,-1.1315,0
1.2754,-0.3609,1.3959,1.4206,1.3141,-0.1901,0.3895,1.1039,1.7189,-0.8235,1.1313,0
1.147,-2.6168,-1.2879,0.5494,-0.1318,0.7656,-0.9669,-0.1896,0.913,-0.8455,0.7569,1
-0.0899,1.9943,0.0825,0.6646,-0.7014,-0.0121,-0.3881,0.4813,0.9745,-0.2304,-1.2587,0
-1.7458,1.1207,0.5943,-0.2726,-0.0114,-0.1959,0.5047,-0.3738,-0.8533,-1.5795,1.1769,1
0.9821,-0.2798,0.0369,-0.5068,1.3023,0.5743,-1.2536,0.6862,0.4371,-0.0541,0.2865,0
0.2154,-0.0029,-0.3543,0.8974,-0.4598,1.1218,-2.528,0.0346,-2.1073,1.2774,0.7762,1
-1.2549,-0.5237,-1.5664,-0.2515,-0.1852,-0.557,-1.5956,0.3501,-1.9416,0.4024,-0.6151,1
-1.0309,-1.1987,0.8014,-1.4368,-0.4234,-0.8515,-0.2795,1.3126,-2.3182,0.4838,-0.9594,1
1.6303,0.1346,0.7185,0.2943,0.7594,1.2921,0.6349,-0.1124,1.1545,0.9913,-1.0209,0
1.0907,2.7285,2.5804,-0.0633,0.566,-1.4812,1.574,-0.2336,0.5745,0.1353,0.4784,0
-0.43,-1.5948,-0.4122,-2.039,0.3783,-0.039,-0.7351,-1.1357,0.4554,-1.0415,0.6346,1
1.1686,0.6874,-0.3172,0.4867,0.572,-0.0086,-0.5985,1.4925,1.4688,-0.7002,-1.9342,0
-0.9996,0.0525,-0.4318,0.5341,-0.5854,-1.5727,-0.69,-1.1473,-0.1952,0.7448,0.4515,1
1.6785,1.8405,0.4249,0.6888,-2.1348,3.0432,-2.0806,2.1839,-0.1513,0.2009,1.6426,0
-1.6226,-0.2754,-2.1781,-0.5888,-1.0647,1.6031,-2.6266,-0.1164,0.7533,1.2163,-0.6467,1
-1.5608,-0.1207,1.0382,-1.6199,-1.9026,0.0587,-1.0823,-0.9661,-1.5063,-1.235,-0.7896,1
0.7835,-0.2616,-1.4029,1.0642,0.7264,0.1228,0.9672,-0.1284,-0.325,0.7511,0.74,1
-2.4989,-1.2824,-2.0812,0.2293,-0.1,0.4308,-0.1277,-0.1675,-0.8665,0.6907,-0.6121,1
0.1839,0.9832,-0.5443,0.1596,0.1011,-0.6111,0.0104,1.7534,0.9969,-2.1142,-0.2295,1
0.8585,-0.5862,0.4255,0.8012,-0.9609,-0.1692,-0.3075,-0.057,1.9089,0.446,0.9515,0
1.3855,0.6488,1.6531,2.0053,0.3373,0.4929,2.1893,-0.3415,1.7393,0.6693,-1.3247,0
-0.4033,-0.4717,-0.2628,-1.0913,-0.7251,0.4365,0.4593,-0.6376,-1.3862,-0.3923,-0.86,1
3.3579,-1.1079,-0.587,-0.4133,-0.25,0.2238,2.9687,0.8705,2.7748,-1.0767,0.1186,0
0.0787,1.4019,-1.1289,1.8647,-0.7473,3.6826,-0.0839,1.3171,-0.3412,2.7204,1.0819,0
1.3398,1.5115,0.7808,0.1575,-1.0585,-1.1999,3.3184,0.3007,0.0603,1.5923,-0.8998,0
0.5386,1.9804,-1.2811,0.9877,1.0647,0.8359,-0.538,0.6151,0.6809,0.3223,-0.7464,0
-1.4774,-0.0188,0.1597,-0.6673,-1.2481,-2.0409,-0.6553,0.3685,-1.8412,-0.528,0.7874,1
-0.0715,-0.1568,0.4558,1.8463,-0.3291,-0.2994,-0.0587,1.4949,0.009,-0.4258,0.1638,0
1.0971,0.0797,0.3939,0.544,1.9066,1.566,-0.6349,0.8698,0.7878,0.0348,-0.6141,0
-0.8068,0.7285,-0.0057,0.527,-0.4343,-0.261,-0.6657,0.634,-0.8155,0.1965,-0.3795,1
0.9665,0.504,0.9947,-1.5609,0.2935,0.648,1.2526,1.4052,0.1194,0.8908,1.6583,0
0.7836,0.0273,2.057,1.0966,1.6109,1.3371,1.9056,-0.2172,0.2368,1.6726,1.3921,0
1.1778,0.2887,-1.6526,0.4365,-0.2825,1.4335,0.2792,0.62,2.0125,-1.746,1.074,0
-1.3446,0.4496,1.1126,1.2247,1.071,-1.1076,-1.2293,-0.1543,-2.1646,0.4456,-0.9043,1
-0.8876,-0.5117,-0.1587,0.8549,2.7882,0.3221,0.1424,1.4375,-0.0427,0.0674,2.5269,0
-0.7717,0.8342,-0.9532,-0.8818,0.2559,-0.1175,-0.5631,-1.0068,-0.1326,-0.8813,-0.8681,1
-0.9856,-0.4406,2.0589,0.081,0.0593,-1.0314,0.251,0.33,-0.3027,1.7058,-1.0789,0
-0.5456,1.5998,0.37,0.488,0.2374,0.1943,-1.7583,1.0015,1.7398,0.6016,1.2003,0
0.8792,-1.0538,1.8469,1.6246,0.5712,0.1462,2.7334,0.6394,0.1344,-0.0864,0.2873,0
-2.3247,-2.0083,0.7952,-0.5396,1.2562,-0.1473,-1.5558,-1.2809,-1.534,-0.056,-0.5561,1
0.8661,1.0405,-0.3051,1.0644,0.6952,1.1373,1.4734,-0.5484,-0.5524,2.2645,-0.2385,0
1.7209,0.096,0.2407,-0.073,0.3561,1.518,0.2097,1.545,0.6182,0.676,-0.6445,0
0.4293,0.238,2.523,0.1347,1.7229,-0.3277,1.8352,-1.5616,0.2576,-1.1947,0.0902,0
-1.7638,0.7159,0.751,-0.9426,0.0706,0.195,2.1444,-1.1289,-1.5198,-0.6159,-2.8136,1
-1.0769,-2.5499,0.1304,-0.3129,0.983,-1.089,-0.6955,1.2963,-0.5744,0.768,-1.1836,1
-0.3471,0.895,-1.283,-0.2947,-1.915,-0.7925,-0.6219,0.7372,-0.2961,1.7383,0.3498,1
-0.6601,0.5381,-1.4544,0.73,-0.7162,1.5708,0.2401,0.6439,-1.1047,-0.2059,-0.9486,1
0.1978,0.293,0.5704,0.6973,-0.1724,1.4771,1.2673,3.7817,2.5549,0.2822,1.1403,0
-1.1702,-0.7635,-0.6318,-0.3811,-0.8549,-1.5484,-0.2631,-0.0994,-1.0756,0.2685,-1.6164,1
1.0154,-1.686,-0.9742,-0.1234,-0.0708,0.9946,-2.1306,1.6228,-2.2963,-2.0204,-0.2663,1
-1.2866,-0.7116,1.0811,-0.678,1.2567,1.4924,0.0168,-0.018,1.1556,1.4097,1.5025,0
0.8785,0.8553,0.6955,0.7078,1.6764,-0.6148,1.6568,-1.0099,0.6791,0.3824,1.3808,0
1.2362,0.4405,-2.011,0.2964,-0.8039,-0.0834,-1.1456,-1.1113,-2.3027,-0.2225,1.382,1
0.2009,-0.2553,0.3888,0.3475,0.1153,-0.0938,0.9154,-0.3234,0.1524,-0.0961,-2.03,1
-2.0522,1.1291,0.5236,-1.1797,-1.1317,-0.7189,-0.9205,-0.7602,0.6262,-1.2936,-0.7984,1
0.296,-0.2858,-3.5621,-0.9861,-0.4493,-0.2591,0.267,-0.0837,0.539,-1.2653,-0.8701,1
0.371,-0.0853,0.1585,2.0667,2.3472,1.0862,1.6919,0.0492,1.8448,1.2658,0.5802,0
-0.1784,-0.2479,0.0372,-1.0779,-0.0096,-2.4222,-0.8399,0.3296,-0.8134,0.2581,1.4422,1
-0.1631,0.2085,0.5997,0.4976,-1.2976,-1.7678,0.6717,-1.4619,1.5609,-1.5338,-0.8201,1
-0.5959,-1.8606,0.2441,-0.3064,-1.5481,-0.9584,-0.7594,-0.5785,-0.6282,-0.4571,2.3089,1
-1.7468,-0.5623,-0.4519,-0.7412,0.8821,-0.4145,1.1801,-1.5763,-0.9494,-0.0156,-1.9165,1
0.1098,0.3459,0.3496,0.5229,0.4912,-0.0677,0.6476,1.2275,1.069,1.5706,-0.4111,0
-0.373,-1.2231,0.1465,-2.1032,-1.0999,0.8184,0.2977,-1.9452,-1.2339,1.2788,-0.3232,1
0.8936,1.4512,0.4343,0.4917,-0.1872,0.2135,0.8341,3.4195,1.0424,-0.0891,-0.9142,0
0.0695,1.9799,0.7339,-0.9458,0.2009,1.4314,1.162,-0.9574,1.9829,1.1045,0.9681,0
0.1687,-1.5096,2.556,2.1294,0.5429,-0.5168,0.4796,-0.167,-0.1826,0.9794,-0.7289,0
0.6893,-0.1058,-0.2656,-0.9778,-0.0257,-0.2961,-0.5324,-0.0357,-0.3074,-0.7445,-0.9674,1
3.0541,-2.007,-2.2312,-0.445,1.0081,-2.4238,0.1088,0.876,-1.9313,-1.7825,-0.821,1
-0.0501,-0.4021,1.7566,0.791,-0.1039,-0.1873,1.3211,0.5902,0.5616,0.6352,0.585,0
1.3194,-2.1137,-1.099,1.4887,-0.022,-1.5551,-0.5603,0.427,-0.0433,-0.0773,0.0932,1
2.0664,1.7472,-0.1471,0.0115,1.2897,1.6677,-0.4739,1.0402,1.9989,0.661,-0.3209,0
-0.1665,1.0935,-0.0732,0.4731,0.4677,-0.2836,-1.8825,0.6922,1.6696,-0.6687,0.4935,0
1.0358,0.2978,1.3159,1.188,-0.2098,0.5599,-0.7629,1.0894,0.3656,0.3872,1.1425,0
-0.1676,0.1173,0.9928,0.0623,1.4038,0.8357,-0.9144,0.1958,0.2592,0.4357,-0.129,0
-0.0747,1.6411,0.4279,0.4245,0.993,0.4042,0.7478,0.6014,-0.0478,1.6223,0.5771,0
-0.3927,0.3407,-1.4622,-0.9827,-0.4918,-1.5421,-1.847,-0.2664,-0.5653,1.1776,-3.1437,1
-1.1195,1.8543,-0.2562,0.9337,-1.8245,-0.1454,-0.2274,-0.7883,-0.863,-1.1959,-1.9009,1
0.5111,0.8748,0.4144,2.6904,0.2078,0.8486,0.3137,0.3004,1.3726,0.5283,-0.06,0
-0.6319,-0.3849,1.1945,2.6439,0.2294,0.8321,0.1505,1.1121,1.068,0.6886,0.4782,0
-0.6901,-1.322,-0.5942,0.3927,-0.2568,0.1236,0.1212,0.1318,0.5012,-0.1408,-1.5263,1
-0.1162,-2.1058,-2.119,1.1964,0.657,-1.3364,1.3156,0.2387,-2.0792,-0.2164,0.925,1
-1.8048,-0.9271,-0.8925,-1.0517,-1.144,0.1815,-1.0792,-1.3916,-1.5373,0.2406,-2.3485,1
-0.3016,-0.7756,0.3412,0.8052,0.3381,0.4921,1.0952,-0.7587,1.1544,1.3775,2.0686,0
-1.7505,-0.4489,0.7019,0.1018,0.4072,-0.6608,0.7216,0.2573,-0.944,0.4173,1.4331,1
0.5298,1.3917,-0.9147,-0.3768,0.5278,-0.4866,0.8023,-1.3599,-0.3948,-0.4459,-0.7761,1
-0.8204,-0.6008,1.0781,-1.4318,0.5516,-0.9325,0.1049,-1.2349,-0.8425,0.568,-1.2345,1
-1.1037,0.3338,-1.6616,0.1195,-1.5158,-0.2913,-0.6659,-1.7962,1.0127,0.1265,-1.3579,1
-0.3794,-0.5425,0.441,-0.4387,-0.1538,-0.9398,0.5951,-0.3797,-0.2844,-0.3601,-0.0934,0
-0.8487,0.4914,0.1921,-0.2837,0.27,-0.4698,0.4656,-1.0451,-2.3236,-0.3463,-2.3429,1
