@relation segment

@attribute Rawblue-mean numeric
@attribute Exred-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
146.77777,-16.777779,2
141.66667,-31,2
146.11111,-20.222221,2
126.44444,-38.22222,2
145.55556,-18.11111,2
132.33334,-39.77778,2
132.22223,-38,2
116.888885,-48.22222,2
147,-20.666666,2
150.11111,-19.333334,2
128.88889,-35.333332,2
127.55556,-18.88889,2
126.333336,-39.444443,2
140.22223,-30.666666,2
130.66667,-45.444443,2
126.333336,-27.777779,2
141.88889,-33,2
139,-37.444443,2
150.11111,-19.333334,2
139.77779,-29.222221,2
118.44444,-44.88889,2
142.66667,-26.777779,2
146.11111,-21.88889,2
143.55556,-32.333332,2
126.888885,-43.555557,2
141.11111,-34,2
126.77778,-39,2
129,-43.444443,2
128.22223,-39.11111,2
137.44444,-31.333334,2
140,-36.88889,2
139.33334,-33.444443,2
138.77779,-35.444443,2
146.33334,-19.555555,2
139.44444,-28.666666,2
142.22223,-33.333332,2
142.33334,-30.666666,2
125.22222,-41.22222,2
131.33334,-43.333332,2
140.55556,-30.555555,2
141.11111,-33.555557,2
130.11111,-37.444443,2
141.33334,-35.11111,2
146.33334,-19.555555,2
141,-35.333332,2
141.55556,-33.333332,2
141.66667,-32.77778,2
146.55556,-17.666666,2
145.55556,-18.222221,2
145.77777,-19.666666,2
146.44444,-21.555555,2
143.11111,-31.222221,2
124,-42.333332,2
125.55556,-41.88889,2
130.11111,-34.333332,2
142.22223,-29.88889,2
23.88889,-14.777778,3
57.333332,-42.444443,3
4,-4.333334,3
5.555555,-5.444445,3
1.555556,-1.555556,3
3,-3,3
9.111111,-8,3
0.111111,-0.111111,3
10.222222,-11.444445,3
52.666668,-20.777779,3
5.111111,-5.555555,3
65.44444,-22.666666,3
3.444444,-3.888889,3
7.777778,-8,3
13.333333,-13.444445,3
22.88889,-19,3
9.444445,-8.888889,3
6.444445,-7.555555,3
30.11111,-25.11111,3
1.222222,-1.666667,3
30.11111,-25.777779,3
7.666666,-8.444445,3
6,-6.444445,3
4.777778,-4.888889,3
5,-5.222222,3
3,-2.777778,3
7.777778,-7.111111,3
4.444445,-4.666666,3
8.111112,-9,3
29.222221,-25,3
12.555555,-12.444445,3
6,-6.333334,3
14,-13.666667,3
2.666667,-2.888889,3
0.777778,-0.777778,3
1.888889,-1.777778,3
6.777778,-6.777778,3
7.333334,-7.333334,3
3.111111,-3.444444,3
29.333334,-13.777778,3
15.888889,-15.111111,3
0.666667,-0.666667,3
3.888889,-4.777778,3
23.444445,-16.222221,3
9.444445,-9.444445,3
2.111111,-2.222222,3
12.888889,-12,3
9.666667,-9.222222,3
3.888889,-4.777778,3
70.111115,-43.666668,3
1.444444,-1.444444,3
4.222222,-4.555555,3
10.444445,-9.555555,3
1.222222,-1.222222,3
1.555556,-1.555556,3
30.555555,-22,3
9.333334,-9.555555,3
4.222222,-4.333334,3
3.555556,-3.333333,3
3.777778,-4.222222,3
18.666668,-11.666667,3
2.333334,-2.333333,3
6.555555,-7.222222,3
3.222222,-3.222222,3
4.666667,-5,3
50.666668,-24.777779,3
12.888889,-10.444445,3
7.444445,-7.444445,3
6.222222,-7.222222,3
38,-19,3
1.777778,-1.555556,3
6.111111,-5.888889,3
11.888889,-12.111111,3
2,-2,3
0,0,3
9.444445,-8.888889,3
10.222222,-11.333333,3
25.11111,-6,3
1.555556,-1.555556,3
6.444445,-6.555555,3
9,-7.333334,3
5.555555,-5.777778,3
23.444445,-11.222222,3
5.555555,-6,3
9.222222,-10.333333,3
22.666666,-16.11111,3
5.777778,-6.333334,3
3.444444,-3.444444,3
8,-8.111111,3
18.555555,-14.333333,3
6.444445,-6.555555,3
2.777778,-3.111111,3
10.555555,-10.888889,3
13.222222,-11.666667,3
1.111111,-1.111111,3
1.222222,-1.666667,3
11.444445,-11.888889,3
14.888889,-13.888889,3
2.666667,-2.777778,3
2,-1.888889,3
9.333334,-9,3
25.777779,-7.666666,3
7.777778,-8,3
13.888889,-13.555555,3
1,-1,3
2.222222,-2.222222,3
5.666666,-6.777778,3
3.333333,-3.777778,3
2.777778,-2.888889,3
6.888889,-6.777778,3
7.222222,-6.555555,3
4.888889,-5.555555,3
13.333333,-10.444445,3
1.222222,-1.333333,3
4.444445,-4.666666,3
22.333334,-18.88889,3
31.666666,-18.88889,3
14.555555,-12.444445,3
0,0,3
4.888889,-5.111111,3
12.777778,-10.888889,3
8.444445,-9.111111,3
10.111111,-11.111111,3
2,-2,3
7.666666,-7.888889,3
2.222222,-2.222222,3
2,-2,3
1.888889,-1.888889,3
9.666667,-9.333333,3
3.666667,-4.333334,3
6,-6.888889,3
9,-9.666667,3
2.777778,-2.888889,3
18.88889,-14.444445,3
3.666667,-3.777778,3
2.333334,-2.333333,3
20.11111,-10.666667,3
8.444445,-8.555555,3
6.222222,-5.888889,3
9.444445,-9.888889,3
9.777778,-9.333333,3
4.111111,-4.222222,3
14.111111,-10.666667,3
2,-2.111111,3
4.444445,-5.111111,3
79,-26,3
0,0,3
55.555557,-26.444445,3
11.555555,-9.888889,3
6.222222,-6.555555,3
1.777778,-2,3
3.333333,-3.555556,3
5,-5.888889,3
22.555555,-6.222222,3
9.222222,-8.555555,3
9.444445,-9.888889,3
91.44444,-26.666666,3
3.777778,-4.111111,3
7.777778,-8.777778,3
15.444445,-14.222222,3
49.555557,-22.666666,3
3.333333,-3.888889,3
10.666667,-11.222222,3
22.555555,-6.222222,3
26.666666,-14.444445,3
3.555556,-4.444445,3
79,-26,3
13,-10.222222,3
5.666666,-6.111111,3
6.777778,-7.444445,3
8,-8.111111,3
25.333334,-19.555555,3
11.888889,-10.666667,3
19.444445,-15.222222,3
33.666668,-25.11111,3
5.888889,-6.222222,3
20.222221,-12.777778,3
0,0,3
0.666667,-0.666667,3
9.555555,-8.555555,3
5.888889,-4.666666,3
3.888889,-4.111111,3
6.888889,-6.777778,3
28.555555,-10.555555,3
3.333333,-3.444444,3
5.555555,-6.555555,3
4,-4,3
4.444445,-4.777778,3
15.111111,-11.777778,3
25.333334,-19.555555,3
6.555555,-7.222222,3
2.444444,-2.666667,3
3.333333,-3.666667,3
0,0,3
3.555556,-3.222222,3
6.333334,-6.666666,3
12.222222,-6.555555,3
1.444444,-1.555556,3
2.777778,-2.888889,3
44.22222,-32.333332,3
5.666666,-6.111111,3
3.444444,-4,3
11.888889,-10.888889,3
9,-9,3
3.888889,-5,3
7.222222,-8.111111,3
3.555556,-3.888889,3
0.666667,-0.555556,3
10.666667,-10.444445,3
6.111111,-6.888889,3
23.666666,-11.888889,3
20.88889,-16.555555,3
31.11111,-17.777779,3
7.222222,-7.888889,3
2.777778,-3.111111,3
2.666667,-2.777778,3
24.11111,-21.333334,3
8.444445,-8.555555,3
1.555556,-1.555556,3
19.88889,-13.888889,3
60.11111,-25.88889,3
39,-22.777779,3
1.444444,-1.555556,3
9,-9.111111,3
9,-9.111111,3
3.888889,-4,3
5.666666,-5.111111,3
7.888889,-7.555555,3
1.555556,-1.555556,3
0.666667,-0.777778,3
3.555556,-4.222222,3
4.555555,-4.666666,3
4.666667,-4.666666,3
17.222223,-15.888889,3
8,-8.333333,3
14.555555,-11.444445,3
52.666668,-21.222221,3
0.111111,-0.111111,3
8.888889,-8.888889,3
30.555555,-22,3
2.222222,-2.333333,3
5.666666,-5.111111,3
0.444444,-0.444444,3
8.555555,-8.111111,3
17.11111,-14.111111,3
18.88889,-14.444445,3
15.666667,-12.666667,3
4.666667,-5.222222,3
33.11111,-25.555555,3
16,-12.555555,3
11.555555,-9.888889,3
7.888889,-8,3
7.444445,-7.111111,3
6.444445,-7,3
25.333334,-17.88889,3
24.777779,-19.88889,3
52.666668,-17.555555,3
30.666666,-22.333334,3
6.777778,-5.888889,3
5.555555,-5.777778,3
8,-7.666666,3
6.333334,-6.666666,3
1.333333,-1.333333,3
3.888889,-4,3
3.222222,-3.333333,3
0,0,3
65.44444,-22.666666,3
12.111111,-11.444445,3
15.555555,-13.222222,3
51.77778,-23,3
8.333334,-7.444445,3
25.88889,-19.11111,3
3.666667,-4.222222,3
2.777778,-3.333333,3
5.333334,-5.666666,3
4.222222,-3.888889,3
3.444444,-3.444444,3
7.777778,-7.111111,3
5.666666,-6.444445,3
29,-24,3
1.666667,-1.666667,3
61.11111,-24.11111,3
3.888889,-2.888889,3
13.333333,-12.666667,3
1.333333,-1.333333,3
25.777779,-16.88889,3
2.888889,-2.888889,3
6,-6.444445,3
3.444444,-3.444444,3
61.11111,-24.11111,3
12.666667,-12.666667,3
13.111111,-13.444445,3
2.888889,-3.555556,3
28.333334,-24.444445,3
45.77778,-25.333334,3
5.222222,-6.666666,3
31.666666,-18.88889,3
49.333332,-10.888889,4
44.555557,0.666667,4
57.11111,-18.11111,4
68.55556,-14.777778,4
79.22222,-19.666666,4
79.111115,-27.333334,4
51.88889,-8.111111,4
58.444443,-19,4
62.555557,-21.333334,4
70.111115,-14.444445,4
46,-14.333333,4
54.11111,-5.444445,4
83.888885,-18.777779,4
56.333332,-9.222222,4
74.55556,-20.88889,4
73.77778,-22.333334,4
60.444443,-17,4
48.22222,-9,4
52.444443,-16.222221,4
75.55556,-25.666666,4
48.22222,-10.111111,4
48.22222,-11.777778,4
38.22222,-12.444445,4
71.333336,-16,4
56,0,4
61,-3.111111,4
62.333332,-13.666667,4
32.333336,-9,4
11.777778,-3.777778,4
64.44444,-12.111111,4
70.88889,-15.777778,4
11.888889,-4.888889,4
38.77778,-20,4
70.333336,-15.888889,4
45.666668,-2.333333,4
65.22222,-14.666667,4
75.888885,-23.222221,4
24.777779,-10,4
22.333334,-0.555556,4
56.333332,-12.888889,4
76.44444,-25.666666,4
47.77778,-11.666667,4
80.22222,-18.11111,4
12,-5.111111,4
34.22222,-20.555555,4
40.22222,-0.888889,4
84.66667,-28,4
51.88889,-8.111111,4
49.666668,-10.222222,4
63.11111,-21.11111,4
45.666668,-17,4
44.11111,-7.111111,4
69.55556,-20.555555,4
69.333336,-9.444445,4
88.111115,-29.11111,4
29.555555,-2.666667,4
41.666668,-1.222222,4
41,-13.111111,4
54.88889,-16.333334,4
85,-28.11111,4
41.666668,-10.666667,4
86.111115,-27.88889,4
64,-18.444445,4
74.44444,-22.666666,4
41.555557,-22.88889,4
41.666668,-12.222222,4
89,-29.333334,4
79.22222,-24.222221,4
48.22222,-12,4
49.88889,-9.888889,4
48.666668,-10.666667,4
75.333336,-17.444445,4
12.222222,-4.333334,4
74.44444,-23,4
70.333336,-24.11111,4
81.66667,-26.222221,4
10.888889,-4.777778,4
64.44444,-12.111111,4
33.444447,-3.444444,4
79.77778,-22.555555,4
41,-8.888889,4
42,-8.888889,4
29.222221,-13.555555,4
41,-1.888889,4
78,-24.555555,4
61.555557,-19.333334,4
38.333336,-13.333333,4
61.22222,-20.555555,4
52.666668,-11.777778,4
60.88889,-13.555555,4
40.555557,-11.111111,4
44.444443,-15,4
39,-11.444445,4
27.333334,-11,4
73.333336,-20.777779,4
56.555557,-13.444445,4
57.11111,-18.11111,4
48.22222,-8.222222,4
42.333336,-6.111111,4
73.44444,-15.777778,4
59.555557,-12.444445,4
79.44444,-18.777779,4
10.111111,-4.555555,4
56,-14.888889,4
54.333332,-5.888889,4
45.555557,-13.444445,4
58.666668,-11.333333,4
37.666668,-7.666666,4
39.555557,-19.777779,4
79.44444,-18.777779,4
31.555555,-13.888889,4
73.22222,-18.333334,4
58.333332,-10.777778,4
60,-19.444445,4
51.11111,-1.888889,4
64.333336,-16.444445,4
11.777778,-4.666666,4
78.77778,-16.666666,4
49.77778,-16.444445,4
23.777779,-10.111111,4
46.22222,-8.111111,4
75.77778,-23.555555,4
35.88889,-7,4
68.22222,-14.333333,4
56.333332,-20.222221,4
51.11111,-1.888889,4
59.333332,-13.555555,4
28.666666,-13.333333,4
25.777779,-4.666666,4
50.11111,-14.333333,4
53.88889,-8.777778,4
57.333332,-17.444445,4
34.88889,-16.777779,4
29.666666,-13.777778,4
40.333336,-15.222222,4
14.555555,-6.111111,4
72.66667,-20,4
53.11111,-10,4
51.444443,-15.444445,4
53.77778,-11.111111,4
58,-14.777778,4
76.22222,-22.777779,4
69.66667,-16.777779,4
80,-27.11111,4
47.666668,-8.222222,4
41.11111,-13.444445,4
55.444443,-13.111111,4
58.77778,-21.555555,4
71.66667,-24.555555,4
74.888885,-20.88889,4
78.77778,-20.333334,4
87.333336,-23.555555,4
12.222222,-4.333334,4
80.333336,-24.777779,4
74.55556,-24.666666,4
47.77778,-14,4
28.88889,-6.888889,4
54.11111,-15,4
80.333336,-23.333334,4
68.66667,-21.555555,4
8.444445,-1.444444,4
39.444443,-10.444445,4
47.555557,-15.333333,4
54.444443,-17.333334,4
56.333332,-13.555555,4
45.77778,-10.777778,4
31.88889,-16.777779,4
69.66667,-14.333333,4
30,-14.111111,4
48.444443,-13,4
33.333336,-7.666666,4
73.44444,-23.11111,4
82.55556,-16.777779,4
15.666667,-7.777778,4
61.22222,-11.444445,4
46.333332,-3.222222,4
73.888885,-19.11111,4
77,-22.444445,4
68.22222,-14.333333,4
37.444443,-9.555555,4
41.555557,-22.88889,4
49.444443,-10.777778,4
71,-21.222221,4
64.44444,-14.333333,4
79.111115,-26.88889,4
87.44444,-27.222221,4
78,-16.555555,4
48.22222,-10.888889,4
31.555555,-13.888889,4
26.333334,-10.888889,4
49,-5.111111,4
69.55556,-16.222221,4
36.22222,-11.444445,4
38.666668,-20,4
64.22222,-21.777779,4
56.333332,-9.222222,4
42.333336,-0.777778,4
85.333336,-23,4
45.333332,-2.888889,4
37.11111,-11.666667,4
80.333336,-24.777779,4
48.77778,-2.555556,4
69.111115,-17,4
42.77778,-22.11111,4
54,-12.777778,4
55.88889,-18.777779,4
47.555557,-10.333333,4
28.555555,-14.444445,4
32.22222,-15.333333,4
66.77778,-16.555555,4
72.77778,-23.444445,4
29.555555,-2.666667,4
49.444443,-10.777778,4
8.555555,-5.888889,4
78.111115,-18.333334,4
74.44444,-23.777779,4
80.44444,-22.88889,4
82.66667,-21,4
39.444443,-11.888889,4
29.222221,-12.666667,4
72.66667,-21.88889,4
58.22222,-22.777779,4
79.111115,-15.444445,4
72.111115,-21.333334,4
44.444443,-9.222222,4
46.333332,-14.333333,4
73.77778,-24,4
88.44444,-30.222221,4
79.77778,-22.555555,4
48.22222,-10.888889,4
70.44444,-16.444445,4
56.333332,-11.888889,4
62.88889,-20.555555,4
60.666668,-12.333333,4
47.77778,-4.777778,4
59.22222,-8.555555,4
78.22222,-27.555555,4
36.88889,-11.111111,4
43.77778,-10.444445,4
86.55556,-24.222221,4
84.77778,-29.444445,4
69.55556,-14.555555,4
62.88889,-20.666666,4
60.666668,-19.11111,4
42.77778,-10.444445,4
49.77778,-13.555555,4
64.77778,-22.11111,4
66.88889,-15.111111,4
