@relation 'segment-weka.filters.unsupervised.attribute.Remove-V-R2,6-9,14,17,20'

@attribute Region-centroid-row numeric
@attribute Vedge-mean numeric
@attribute Vegde-sd numeric
@attribute Hedge-mean numeric
@attribute Hedge-sd numeric
@attribute Exred-mean numeric
@attribute Value-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
141,0.055556,0.136083,0.055556,0.136083,-0.111111,0.111111,5
136,0.222222,0.02963,0.222222,0.02963,-4.666666,5.777778,5
155,3.722222,21.796297,7.722223,71.574066,-7.111111,12.666667,5
73,1.722221,0.82776,0.777777,1.003696,-1.888889,51.11111,4
176,1.611112,1.06284,3.444444,1.695309,-19.666666,67.66667,6
83,0.777779,0.785184,1.666666,3.111112,-11.555555,59.555557,4
133,1.555556,1.007407,0.5,0.344444,-5.111111,9,5
77,1.000002,0.311108,1.277776,1.351844,-22.11111,147.33334,2
184,1.277778,0.774074,1.333333,0.844445,-12.666667,24.88889,7
215,1.555556,0.958394,4.722222,2.645052,-17.777779,29.444445,7
44,0.555555,0.403687,1.611109,0.998146,-14.777778,58,4
193,2.666665,1.686548,4.055555,3.275612,-17.333334,61.22222,6
42,1.111115,0.607408,1.166669,0.744442,-19.88889,147.44444,2
210,1.611111,1.129629,1.222222,1.007408,-11.111111,22.666666,7
141,0,0,0,0,0,0,5
188,2.444445,2.740741,3.111112,7.540742,-11,41.333336,6
169,1.055555,0.774073,1.833333,2.61111,-13.444445,25,7
149,0.5,0.122222,1.055556,0.507407,-5.888889,11.888889,1
113,0.722222,0.996296,2.777778,2.785182,7.222222,18.333334,1
186,2.555555,1.572919,2,1.173788,-13.222222,61.11111,6
120,0.444444,0.340741,0.5,0.3,-4.333334,4,3
195,3.833334,2.957101,3.944445,1.705112,-17.333334,70.111115,6
64,17.5,1.206455,0.666667,0.699206,-14.333333,50.11111,4
78,9.388889,5.67026,2.944444,3.517681,-9.555555,37.444443,4
116,0.611111,0.151852,0.444445,0.207407,3.222222,8.333334,1
226,1.555555,1.424651,2.388889,1.289559,-5.333334,17.555555,7
115,0.166667,0.033333,0.333333,0.133333,4.666666,8.444445,1
49,0.944447,0.240742,0.722225,0.41852,-35.333332,128.88889,2
17,0.666665,0.5164,1.277779,1.020167,-33.444443,141.88889,2
79,1.277778,2.285185,2.111111,0.518519,1.555556,21,1
180,1.499999,0.936898,3.833332,2.888675,-15.555555,62.333332,6
73,0.888889,0.785185,1.722222,0.862962,-9.222222,9.666667,3
110,2.333333,2.905932,2.277777,1.902241,-24,29,3
194,1.722222,1.14342,2.277778,2.03761,-15.888889,61.666668,6
88,0.666667,0.471405,0.333333,0.298142,-6.666666,12.222222,5
53,1.277777,0.490654,0.944443,0.389682,-10.666667,48.666668,4
237,1.666667,2.444445,1.777778,2.074075,-4.888889,8.777778,7
78,1.000001,0.177777,2.555556,2.874073,-8.111111,51.88889,4
135,2.277778,1.262962,0.555555,0.385185,-4.222222,4.888889,5
95,1.666667,5.911111,3,3.288889,-8.888889,9.444445,3
198,1.777778,1.204928,1.5,0.691214,-7.333334,19.777779,7
111,1.111111,0.45542,0.555555,0.344265,-12.555555,35.88889,5
211,2.666667,6.08889,1.666667,1.733333,-9,18.666668,7
93,0.388889,0.389682,0.222222,0.172132,-14.111111,27.11111,5
50,1.611112,1.062841,1.333334,0.869227,-23.555555,75.77778,4
81,24.33333,442.17786,22.111109,263.09634,-23,51.77778,3
114,0.722222,0.062963,0.666667,0.044444,3.888889,6.666666,1
41,0.888891,0.68853,1.888889,1.241266,-33.77778,138.88889,2
35,0.722223,0.250923,1.055555,0.646928,-23,85.333336,4
52,0.722223,0.596301,0.777777,0.740744,-31.88889,129.22223,2
133,0.111111,0.02963,0.111111,0.02963,-1.777778,1.777778,5
111,0.5,0.3,0.944444,1.396296,-3.888889,3.555556,3
70,2.222223,1.82168,8.777778,3.461964,-9.222222,44.444443,4
127,1.166667,0.960324,1.055556,0.490653,-25.777779,30.11111,3
69,3.611111,45.929623,4.333333,36.400005,-12.555555,16,3
189,2.277777,4.551854,5.888889,14.607409,-8.555555,36.555557,6
177,1.277779,0.879815,1.666667,0.942809,-14.222222,63.11111,6
144,0,0,0,0,0,0,5
28,0.944443,0.389683,1.444441,1.29386,-34.555557,138.66667,2
249,3.5,2.306994,4.555555,3.538153,-10,23.666666,7
95,1.333333,0.699206,1.111111,0.620633,-4.777778,3.888889,3
129,0.833333,0.433333,0.666667,0.177778,4.666666,8.222222,1
136,0.333333,0.177778,0.388889,0.107407,-1.777778,1.888889,3
92,1.333333,0.488889,2.166667,1.277778,0.222222,23.777779,1
182,1.166666,0.433332,0.611111,0.374074,-9,24.666666,7
176,1.000001,0.516398,1,0.557774,-10.111111,23.333334,7
129,0.444444,0.251852,1.111111,0.296296,4.777778,8.222222,1
121,1.666666,0.800001,2,2.444443,-4.333334,30.11111,1
66,1.555555,1.007407,1.5,1.01111,-0.333333,24,1
104,0.944445,0.374074,1.5,1.011113,-16.555555,78,4
145,0.277778,0.196296,1.277778,2.062963,-1.555556,1.444444,3
139,0.666667,0.177778,0.777778,0.207407,3.666667,6.888889,1
92,1.388889,2.418516,2.5,0.877778,-0.888889,24.11111,1
29,0.777777,0.403687,0.444443,0.403686,-40.555557,130.55556,2
144,0,0,0,0,0,0,5
39,0.666668,0.730297,1.333333,1.333333,-40.666668,131.11111,2
177,0.944445,0.551852,1.444444,1.71852,-11.444445,24.555555,7
15,0.833335,0.691214,1.111111,0.54433,-27.222221,87.44444,4
94,1.111111,0.607404,1.277776,0.507409,-43.22222,119.22222,2
176,1.944445,0.879815,1.555556,1.996294,-14.555555,62.11111,6
190,0.944445,0.82776,1.388889,0.952579,-15.222222,64.55556,6
65,0.555555,0.272166,1,0.421637,-8.444445,14.333333,5
21,0.611112,0.443054,2.055556,1.218685,-36.444443,142.44444,2
35,1.222223,1.05185,1.111113,0.562963,-30.333334,140.11111,2
114,0.833333,0.122222,0.277778,0.062963,-2.888889,3.888889,3
129,0.555556,0.562963,0.888889,0.874074,5.333334,8.444445,1
128,0.444444,0.118518,0.666667,0.488889,5.333334,7.444445,1
80,2.166665,1.187903,0.833334,0.505525,-21.333334,72.111115,4
64,1.5,1.130388,1.833333,1.963557,-5.666666,12.555555,5
191,3.055555,2.303781,5.722222,6.071487,-13,58.666668,6
145,0.722222,0.611616,0.222222,0.272166,-0.666667,1.222222,5
125,5.055556,2.550962,1.944445,1.878731,-15.333333,47.555557,4
77,1.777778,0.651851,1.611111,1.574075,-11.333333,10.222222,3
102,11.055557,73.70736,0.444445,0.207407,-17,69.111115,4
95,1.222222,1.007408,0.944444,0.551851,-0.222222,26.666666,1
113,1.722222,1.52963,2.944444,1.529629,-0.777778,25.444445,1
70,1.277778,0.72963,1.833333,1.144442,-2,30.11111,1
124,1.222223,0.934919,2.388889,1.678844,-21.333334,24.11111,3
132,0.444444,0.385185,0.555555,0.785185,-1.888889,2,3
174,1.444445,1.16746,1.666667,1.264911,-7.555555,29,7
110,1.722222,5.351851,2.666667,1.022223,2.888889,21.444445,1
123,1.722221,2.107406,1.111111,0.518518,-14.777778,68.55556,4
33,0.888889,0.272163,0.888888,0.620634,-34,140.88889,2
25,1,0.84444,1.277776,0.774075,-43.555557,126.888885,2
111,0.444445,0.074074,0.611111,0.151852,5.222222,7.666666,1
139,0.055556,0.018519,0.111111,0.02963,-3.888889,3.888889,5
178,2.277778,1.769076,5.222221,4.933632,-15.888889,58.88889,6
73,0.833333,0.505524,0.61111,0.389682,-2.555556,48.77778,4
211,1.666667,1.333333,2,2.311112,-8.555555,17.222223,7
123,1.555555,1.096294,13.222221,108.74074,-14.444445,64.111115,4
12,0.888888,0.272164,1.611112,0.975626,-35.444443,135.33334,2
113,3.444445,1.223232,0.722222,0.389682,-11.888889,28.444445,5
78,0.666665,0.699206,2.611111,2.322991,-30.222221,88.44444,4
119,1.111111,1.293861,0.944446,0.772202,-10.888889,48.22222,4
105,1.888889,2.296298,2.166666,1.67778,-13.555555,56.333332,4
138,0.277778,0.062963,0.5,0.122222,-5.222222,6.666666,5
199,1.111111,0.607407,1.055556,0.462963,-13.222222,21.555555,7
200,3.444445,2.125681,3.444445,1.204929,-20.88889,70.22222,6
66,8.666665,9.089677,10.944443,5.289054,-22.666666,49.555557,3
132,0.5,0.077778,0.222222,0.162963,5.222222,7.111111,1
63,0.777776,0.296294,0.666668,0.177777,-35.333332,137.55556,2
79,1.277778,0.862963,1.333333,0.533333,-8.555555,9.222222,3
115,0.222224,0.02963,1.444445,1.229636,-28.666666,145.33334,2
115,1.166667,0.344445,0.555555,0.385185,-5,4.666667,3
145,0.555556,0.162963,0.722222,0.062963,3.111111,7,1
79,0.444444,0.344265,0.777779,0.403686,-41.555557,126.55556,2
91,0.5,0.278887,0.555555,0.172133,-4.333334,9.777778,5
112,0.333333,0.421637,0.5,0.182574,-1.333333,1.222222,3
80,1.555556,4.162963,2.5,1.9,-6,34.444447,1
69,0.722222,0.490654,0.944444,0.742867,0.666667,44.555557,4
163,3.111111,13.496301,18.666666,27.244467,-16.333334,48.11111,6
191,1,0.311111,1.5,1.011111,-6,11.222222,7
95,1.722222,1.123816,1.333333,1.264911,-2.555556,10.777778,5
193,2.388889,1.451692,2.555556,1.408967,-18.777779,74.888885,6
53,2.111111,1.718519,2.833333,3.011111,-12.888889,38.333336,1
172,1.055555,1.06284,2.333334,1.699672,-16.666666,35.666668,7
46,0.611109,0.611616,2.166668,0.781735,-35.333332,141,2
124,0.222222,0.02963,0.444444,0.074074,-2.666667,2.444444,3
89,0,0,0,0,0,0,5
131,2.388889,1.866865,9.222222,2.115206,-15.111111,45.77778,4
95,0.722222,0.818519,1.111111,0.251852,-12.444445,12.555555,3
210,1.555556,0.544331,1.5,0.960324,-7.555555,17.333334,7
42,0.777779,0.54433,1.666668,1.264908,-39.77778,126.22222,2
170,0.555556,0.45542,0.944444,0.389683,-16,30.88889,7
66,1.277779,1.57407,1.444443,2.874073,-34.666668,139.77779,2
40,1.055556,0.596295,1.499999,1.544443,-31.333334,139.66667,2
197,4.222223,2.993821,4.944445,3.122795,-17,62.22222,6
185,1.833332,4.655558,9.888888,94.91854,-9.333333,37.555557,6
185,1.944445,0.250924,2,0.210818,-17,67.22222,6
21,0.666662,0.516398,1.166667,0.408248,-33,141.88889,2
126,2.777777,2.697049,3.388889,2.274658,-6.888889,28.88889,4
144,0.444444,0.118518,0.5,0.166667,-3.444444,3.444444,3
200,2.888887,2.409857,4.833333,2.622552,-20.444445,69,6
190,1.277777,0.998145,1.611111,1.123816,-14.111111,60.666668,6
182,1.833333,3.855555,3.611111,9.218522,-10.444445,42.88889,6
85,3.111111,13.451853,2.055556,6.862964,-8.888889,8.888889,3
135,0.388889,0.151852,0.444444,0.162963,-3.222222,5.111111,5
75,0.666667,0.471403,11.111111,10.014803,-32.444443,133,2
99,1.611111,8.018518,3.055555,14.774076,-9.111111,9,3
46,0.611109,0.611616,2.166668,0.781735,-35.333332,141,2
120,3.333333,3.911109,4.277778,9.262964,-13.555555,59.333332,4
137,1.777777,1.360828,3.444445,1.088663,-2.888889,45.333332,4
231,2.444444,2.42963,2.666667,3.155556,-10.555555,17,7
59,0.833335,0.349603,1.333333,0.8165,-34.444443,138.77779,2
237,1,0.444444,0.555555,0.474074,-4.333334,11.777778,7
170,1.277778,0.574134,1.222222,0.860663,-10.888889,19.555555,7
188,1.833332,1.260511,1.944443,1.254621,-14.555555,61.444443,6
211,1.722222,1.129629,1.611111,1.707407,-7.888889,17.777779,7
188,2.055556,1.356739,1.111111,0.750309,-20.333334,74.888885,6
188,1.444444,1.496296,5.111111,19.007412,-9.222222,36.444443,6
113,0.5,0.255556,0.777778,0.207407,4.555555,7.111111,1
137,0.111111,0.02963,0.277778,0.018519,-0.666667,0.666667,3
108,1.333333,0.8,1.388889,0.951852,4,21.11111,1
182,1.833333,3.855555,3.611111,9.218522,-10.444445,42.88889,6
176,2.111112,1.857917,5.111111,2.841493,-20.88889,75.66667,6
185,1.666667,1.422222,0.944444,0.951853,-13.111111,24.666666,7
61,2.222222,3.185182,3.111111,7.185185,-0.888889,24.222221,1
96,0.5,0.459468,0.666666,0.516398,-13.111111,28.444445,5
174,0.388889,0.062963,1.722222,0.151852,-7.777778,17,7
55,1.444445,2.82963,1.277778,0.862964,-1.444444,26.666666,1
136,0.611111,0.196296,0.444444,0.074074,4.444445,7.222222,1
31,0.555556,0.45542,0.888889,0.344265,-33.88889,143.11111,2
116,5.777778,4.405383,0.499999,0.278888,-25.666666,76.44444,4
64,0.666667,0.699205,1.333331,0.918936,-37.333332,126.22222,2
157,0.666667,0.421638,2.111111,0.620633,-9.666667,23.88889,7
135,0.611111,0.151852,1.055556,0.374074,5.222222,7.444445,1
122,0.833333,0.077778,11.444444,90.829605,-10.333333,47.555557,4
114,0.555555,0.074074,0.5,0.211111,-13,24.11111,5
117,0.777779,0.403687,1.277778,0.742868,-19,58.444443,4
15,0.722226,0.285185,1.222221,0.785184,-27.666666,145.33334,2
35,0.444445,0.296297,1.222221,0.607412,-44.77778,122,2
125,0.611111,0.374074,0.5,0.3,-4.111111,3.888889,3
109,1.5,3.233333,1.111111,1.896296,-4.888889,4.777778,3
64,1.833333,1.206465,2,1.115547,-20.777779,71,4
90,1.055556,0.374074,0.666667,0.222222,-6.777778,6.888889,3
67,1,0.88889,2.444445,3.185185,-1.333333,25.88889,1
161,1.27778,0.507408,9.222222,73.0963,-18.222221,54.555557,6
173,1.444444,0.829631,2.111111,1.985185,-10.777778,22.333334,7
122,0.444444,0.403687,0.444444,0.403687,-1.666667,1.222222,3
121,1.611111,1.062841,0.944445,0.712325,-25,29.222221,3
136,3.111111,2.810035,2.777778,3.166959,-7.666666,26.666666,3
61,0.666667,0.471405,0.722222,0.490653,-8.666667,14.333333,5
