@relation segment

@attribute Region-centroid-col numeric
@attribute Region-centroid-row numeric
@attribute Intensity-mean numeric
@attribute Saturatoin-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
150,113,5.592593,0.579365,1
147,92,23.444445,0.414356,1
101,130,5.777778,0.575397,1
14,110,17.925926,0.368848,1
85,101,21.296297,0.404792,1
146,124,6.037037,0.563492,1
6,51,19.592592,0.442861,1
79,95,21.11111,0.388363,1
23,88,20.592592,0.424904,1
2,98,17.481482,0.356724,1
127,120,23.666666,0.394863,1
140,116,22.11111,0.398448,1
16,117,5.888889,0.553571,1
217,145,5.296296,0.564153,1
94,67,23.74074,0.429897,1
136,139,5.333334,0.566799,1
151,114,6.222222,0.537919,1
26,67,20,0.436939,1
98,135,5.703704,0.565476,1
32,45,21.925926,0.428167,1
4,87,17.333334,0.391731,1
107,129,6.666666,0.530556,1
117,147,6.777778,0.643678,1
11,108,17.666666,0.388756,1
161,136,5.62963,0.535714,1
70,60,23.777779,0.420823,1
183,111,5.703704,0.566138,1
23,113,14.703704,0.451359,1
237,135,4.148148,0.647222,1
201,135,5.518518,0.599427,1
217,122,6,0.551808,1
101,72,26.481482,0.436895,1
34,115,6.296296,0.541887,1
105,139,6.111111,0.532628,1
22,116,5.62963,0.575397,1
97,77,25.185184,0.407623,1
100,111,19.925926,0.391701,1
8,102,17.925926,0.390329,1
133,67,27.148148,0.429308,1
114,121,6.407407,0.528219,1
65,54,24.592592,0.432167,1
67,118,21.11111,0.416884,1
22,60,19.925926,0.430484,1
88,88,22.148148,0.413308,1
24,65,20.814816,0.419418,1
38,41,22.481482,0.432047,1
151,147,6.037037,0.652248,1
120,108,21.925926,0.412134,1
156,123,6.111111,0.555776,1
88,71,22.333334,0.416299,1
23,147,4.592593,0.698445,1
23,55,23.444445,0.43507,1
85,56,26.444445,0.442788,1
69,85,21.444445,0.437404,1
70,71,22.777779,0.43357,1
2,44,18.74074,0.457681,1
85,101,21.296297,0.404792,1
149,117,21.222221,0.382629,1
76,81,22.703703,0.409201,1
151,138,5.444445,0.56746,1
80,116,21.703703,0.407364,1
37,126,5.777778,0.581349,1
217,145,5.296296,0.564153,1
55,128,5.037037,0.593915,1
18,138,5.740741,0.543871,1
146,72,26.222221,0.450926,1
4,40,17.185184,0.46306,1
39,111,6.037037,0.562919,1
69,74,23.592592,0.420252,1
85,70,23.666666,0.406015,1
27,50,23.037037,0.418746,1
29,111,5.407407,0.564153,1
18,145,3.925926,0.600529,1
96,92,22.88889,0.422223,1
26,67,20,0.436939,1
75,149,7.518518,0.578708,1
149,77,24.481482,0.415737,1
40,73,20.62963,0.426973,1
29,81,20.481482,0.412662,1
145,102,23.074074,0.417763,1
77,124,5.111111,0.595899,1
108,123,6.740741,0.524471,1
88,89,22.333334,0.403687,1
18,138,5.740741,0.543871,1
105,110,4.222222,0.708333,1
108,111,3.814815,0.715608,1
145,101,22.444445,0.432819,1
101,80,24.814816,0.412094,1
29,125,5.851852,0.529762,1
30,102,20.25926,0.381059,1
34,83,19.444445,0.410073,1
145,102,23.074074,0.417763,1
33,149,5.444445,0.578339,1
100,124,7.074074,0.531173,1
125,56,28.62963,0.41394,1
139,86,26.481482,0.421495,1
80,95,21.407408,0.390436,1
104,124,6.185185,0.550044,1
226,141,5.407407,0.574074,1
35,62,21.222221,0.423121,1
138,133,6.444445,0.558201,1
196,134,6.074074,0.529982,1
35,132,5.37037,0.593254,1
76,64,23.62963,0.424819,1
176,132,5.740741,0.529982,1
138,116,6.481482,0.559171,1
176,118,6.074074,0.537698,1
109,126,7.296296,0.450309,1
121,60,26.74074,0.4223,1
40,85,21.11111,0.428735,1
76,135,5,0.613757,1
10,61,18.962963,0.419522,1
24,58,20.925926,0.434743,1
138,133,6.444445,0.558201,1
151,143,5.666666,0.60119,1
32,113,6.148148,0.563492,1
25,116,16.185184,0.447187,1
115,130,7.296296,0.481594,1
31,106,19.11111,0.403224,1
140,125,6.185185,0.545635,1
34,137,5.851852,0.573633,1
196,124,6.222222,0.542108,1
89,107,18.88889,0.394656,1
38,112,6.222222,0.559171,1
186,130,5.333334,0.587963,1
225,143,5.444445,0.601852,1
12,56,19.851852,0.422689,1
105,139,6.111111,0.532628,1
26,91,19.74074,0.394157,1
228,114,5.888889,0.56746,1
149,92,23.666666,0.420973,1
222,114,5.444445,0.603175,1
196,129,6.333334,0.540123,1
146,124,6.037037,0.563492,1
140,125,6.185185,0.545635,1
96,115,6.777778,0.53858,1
73,103,18.333334,0.410306,1
90,111,18.62963,0.374312,1
13,103,16.148148,0.398903,1
30,124,6,0.571649,1
104,136,6.814815,0.526235,1
227,116,5.407407,0.580026,1
108,113,5.518518,0.566138,1
80,124,5.111111,0.608466,1
146,140,6.333334,0.537017,1
26,93,20.37037,0.419233,1
84,51,25.74074,0.446118,1
14,134,5.296296,0.587302,1
5,101,16.925926,0.376852,1
216,126,4.925926,0.611111,1
238,118,5,0.617063,1
23,86,18.592592,0.417916,1
121,123,6.962963,0.475,1
146,140,6.333334,0.537017,1
134,104,21.777779,0.430399,1
39,111,6.037037,0.562919,1
78,69,24.333334,0.431547,1
19,55,21.037037,0.404791,1
33,117,6.444445,0.53858,1
34,137,5.851852,0.573633,1
141,89,23.88889,0.405022,1
38,146,5.111111,0.571429,1
137,94,21.222221,0.427811,1
155,140,5,0.564153,1
18,145,3.925926,0.600529,1
120,136,6.259259,0.529541,1
97,86,23.814816,0.405541,1
140,103,21.851852,0.416239,1
239,143,4.518518,0.674074,1
189,115,6.666666,0.53858,1
2,89,18.962963,0.402507,1
41,61,21.74074,0.437042,1
77,78,24.592592,0.401965,1
89,89,21.88889,0.400445,1
83,114,19.851852,0.394964,1
60,131,5.222222,0.581349,1
75,75,25.962963,0.429663,1
66,101,19.037037,0.410267,1
120,136,6.259259,0.529541,1
193,142,4.814815,0.646164,1
14,60,19.333334,0.419248,1
239,122,5.555555,0.581349,1
78,107,17.185184,0.395253,1
2,44,18.74074,0.457681,1
69,92,19.37037,0.376574,1
95,57,26.296297,0.425691,1
136,70,26.037037,0.421281,1
104,122,6.407407,0.520062,1
133,96,21.88889,0.406451,1
123,104,21.925926,0.421395,1
96,80,26,0.432471,1
37,114,17.222221,0.393691,1
23,85,17.962963,0.399751,1
33,149,5.444445,0.578339,1
24,83,18.74074,0.399927,1
154,120,5.962963,0.569444,1
121,82,106.51852,0.262093,2
21,90,113.48148,0.179697,2
104,68,105.77778,0.239143,2
79,58,109.07407,0.238143,2
58,25,112.22222,0.25541,2
156,32,136.2963,0.113055,2
238,25,116.25926,0.224975,2
168,13,130.40741,0.177191,2
102,30,125.40741,0.183565,2
26,90,113.111115,0.181789,2
53,28,111.59259,0.261838,2
105,65,123,0.202365,2
9,94,113.18519,0.176789,2
170,36,103.03704,0.284654,2
245,93,86.296295,0.369638,2
209,66,93.44444,0.325711,2
138,21,127.296295,0.187853,2
248,13,104.111115,0.313159,2
207,58,122,0.206503,2
81,67,122.888885,0.18855,2
77,36,111.92593,0.24634,2
228,20,125,0.188892,2
183,78,135.55556,0.124647,2
95,71,105.666664,0.212264,2
138,49,124.03704,0.194622,2
191,47,135.74074,0.118399,2
174,50,107.44444,0.247337,2
84,65,125.666664,0.185658,2
243,48,134.85185,0.126968,2
250,37,95.92593,0.338487,2
166,65,97.333336,0.316474,2
92,104,100.51852,0.272403,2
204,12,127.44444,0.19252,2
224,63,120.22222,0.211484,2
116,35,125.18519,0.194853,2
128,15,129.25926,0.17818,2
181,27,138.07408,0.096263,2
146,62,99.666664,0.294583,2
108,75,116.703705,0.20299,2
171,15,113.74074,0.241576,2
174,50,107.44444,0.247337,2
231,49,120.703705,0.223879,2
197,58,122.25926,0.204147,2
44,33,125.888885,0.191215,2
67,71,125.96296,0.179672,2
230,12,119.03704,0.207675,2
213,14,117,0.222856,2
119,85,101.03704,0.275467,2
233,64,92.81481,0.34921,2
60,52,111.62963,0.218379,2
251,24,121.62963,0.195977,2
235,22,137.62962,0.109655,2
185,35,109.111115,0.231166,2
134,29,112.07407,0.245093,2
95,47,107.111115,0.275957,2
217,23,124.44444,0.210162,2
37,61,109.07407,0.258869,2
118,38,124.85185,0.199972,2
38,71,122.18519,0.194316,2
83,54,109.96296,0.234504,2
74,88,110.59259,0.204675,2
103,64,108.77778,0.236797,2
41,93,112.296295,0.188313,2
7,18,138.62962,0.096352,2
180,97,134.37038,0.12985,2
7,18,138.62962,0.096352,2
3,21,130.14815,0.15668,2
166,55,124.111115,0.182623,2
103,39,127.51852,0.184263,2
117,44,106,0.266391,2
212,81,92.18519,0.347902,2
188,35,124.55556,0.183109,2
123,68,107.37037,0.25416,2
234,27,122.666664,0.195416,2
186,46,135.51852,0.110653,2
57,89,106.07407,0.257746,2
184,15,140.77777,0.105074,2
115,75,126.07407,0.179353,2
217,45,121.51852,0.190912,2
9,72,125.44444,0.19129,2
150,94,95.296295,0.321505,2
181,27,138.07408,0.096263,2
152,18,112.111115,0.254668,2
244,79,89.44444,0.362172,2
174,77,135.92592,0.127385,2
66,41,109.703705,0.262046,2
107,21,126.77778,0.184022,2
157,57,124.703705,0.182073,2
75,49,127.40741,0.182398,2
60,52,111.62963,0.218379,2
156,32,136.2963,0.113055,2
124,29,128.44444,0.165616,2
67,32,126.22222,0.190625,2
173,113,133.11111,0.144134,2
8,39,113.37037,0.222954,2
142,33,110.59259,0.247776,2
143,34,125.48148,0.199516,2
80,40,110.703705,0.254051,2
92,46,107.51852,0.271501,2
201,40,123.77778,0.188503,2
254,57,135.77777,0.118733,2
228,20,125,0.188892,2
134,54,124.37037,0.202708,2
235,46,114.62963,0.240722,2
120,74,101.85185,0.276784,2
220,36,114.03704,0.239085,2
179,63,105.59259,0.248136,2
92,44,123.81481,0.178428,2
165,99,93.40741,0.330418,2
205,47,123.85185,0.18354,2
120,17,129.55556,0.172628,2
186,28,122.51852,0.199513,2
242,57,92.92593,0.359343,2
64,19,137.77777,0.101515,2
140,19,110.296295,0.249895,2
86,33,109.888885,0.258604,2
239,32,121.44444,0.201898,2
192,40,124.62963,0.185749,2
93,46,126.03704,0.177195,2
140,25,128,0.172504,2
96,13,131.77777,0.156568,2
193,66,95.111115,0.320664,2
101,42,137.07408,0.115302,2
122,11,143.44444,0.092773,2
143,24,127.62963,0.169397,2
17,18,125.62963,0.197105,2
62,26,112.22222,0.248698,2
151,57,100.44444,0.294515,2
93,29,128.48148,0.166484,2
80,40,110.703705,0.254051,2
193,35,136.48148,0.103336,2
163,43,126.48148,0.165192,2
164,45,101.92593,0.292503,2
79,48,107.888885,0.265899,2
226,83,90.62963,0.362062,2
40,57,123.55556,0.192488,2
253,32,116.77778,0.220748,2
18,13,140.25926,0.09906,2
221,35,98.74074,0.320015,2
220,39,113,0.241459,2
147,51,126.333336,0.165549,2
93,29,128.48148,0.166484,2
92,56,126,0.176061,2
222,38,113.48148,0.23576,2
83,28,112.96296,0.241511,2
245,23,123,0.205901,2
78,62,110.03704,0.202279,2
92,68,125.77778,0.179629,2
240,26,136.88889,0.106102,2
69,17,130.2963,0.160604,2
53,53,113.14815,0.200484,2
56,32,112.03704,0.25142,2
226,83,90.62963,0.362062,2
252,36,135.2963,0.12003,2
7,48,115.77778,0.197114,2
222,54,134.33333,0.124312,2
189,39,124.18519,0.188391,2
63,13,132.25926,0.155825,2
240,58,92.703705,0.351331,2
172,60,123.666664,0.175844,2
79,62,110.18519,0.208013,2
105,62,126.48148,0.162225,2
58,58,123,0.180972,2
190,96,90.81481,0.342938,2
207,58,110.37037,0.237567,2
145,33,124.55556,0.196297,2
49,40,125.111115,0.194537,2
165,99,93.40741,0.330418,2
79,47,126.37037,0.181012,2
51,15,132.22223,0.153616,2
44,20,113.85185,0.224139,2
25,41,113.40741,0.208293,2
44,79,107.74074,0.258079,2
44,79,107.74074,0.258079,2
67,32,126.22222,0.190625,2
188,42,108.92593,0.241934,2
83,53,123.44444,0.187217,2
63,13,141.81482,0.079806,2
29,52,125.77778,0.175849,2
21,90,113.48148,0.179697,2
177,85,93.55556,0.328603,2
206,26,137.03703,0.105128,2
241,76,90.07407,0.360194,2
31,42,127.03704,0.174634,2
122,11,143.44444,0.092773,2
206,57,122.333336,0.198924,2
8,39,113.37037,0.222954,2
188,42,108.92593,0.241934,2
155,27,137.51852,0.098472,2
92,62,123.48148,0.193691,2
201,92,90.333336,0.35122,2
143,20,127.333336,0.181475,2
131,15,130.14815,0.176494,2
142,33,110.59259,0.247776,2
212,48,122.37037,0.187362,2
19,28,111.51852,0.267544,2
199,25,103.62963,0.297528,2
209,11,141.55556,0.099836,2
53,78,106.85185,0.258182,2
179,101,134.92592,0.141107,2
63,33,111.333336,0.25913,2
172,31,136.40741,0.10071,2
98,41,137.14815,0.112421,2
230,41,121.48148,0.206392,2
6,54,116.77778,0.181149,2
125,46,124.55556,0.200124,2
206,30,123.333336,0.19251,2
231,13,118.666664,0.215088,2
115,39,127.07407,0.183242,2
112,35,127.55556,0.176083,2
126,20,126.55556,0.187293,2
116,54,108.85185,0.232219,2
160,30,111.22222,0.24285,2
59,96,111.59259,0.197734,2
216,17,126.14815,0.189464,2
155,80,96.333336,0.309059,2
225,22,137.96297,0.095184,2
179,101,134.92592,0.141107,2
125,46,124.55556,0.200124,2
245,18,137.88889,0.111218,2
190,45,108.96296,0.244289,2
16,51,122.96296,0.213813,2
51,56,126.44444,0.179483,2
82,51,123.18519,0.1952,2
97,63,108.92593,0.23689,2
78,72,125.55556,0.17933,2
27,62,125.333336,0.169635,2
120,74,101.85185,0.276784,2
232,31,114.96296,0.23132,2
167,57,98.59259,0.308813,2
104,41,112.111115,0.234493,2
169,98,92.333336,0.338288,2
253,75,88.55556,0.378682,2
91,54,110,0.229674,2
224,34,123.22222,0.20392,2
22,57,126.111115,0.175605,2
68,80,111.07407,0.198052,2
76,19,114.25926,0.236733,2
64,49,108.888885,0.246491,2
67,40,110.03704,0.260966,2
37,25,126.03704,0.196093,2
184,44,99,0.300019,2
124,29,128.44444,0.165616,2
1,45,122.85185,0.210174,2
58,19,129.92592,0.151812,2
252,27,136.2963,0.10447,2
8,21,125.59259,0.203582,2
204,25,102.48148,0.299583,2
92,56,126,0.176061,2
210,47,97.111115,0.320097,2
107,21,126.77778,0.184022,2
233,81,90.40741,0.350039,2
91,19,126.666664,0.189527,2
97,21,126.81481,0.195127,2
127,57,124.25926,0.194754,2
121,62,125.40741,0.161658,2
67,71,125.96296,0.179672,2
102,73,125.51852,0.178636,2
243,41,135.22223,0.119532,2
140,16,111.81481,0.244021,2
194,72,93.44444,0.323421,2
234,58,93.14815,0.348863,2
202,41,123.03704,0.199347,2
86,67,108.85185,0.207702,2
216,15,106.51852,0.306737,2
35,67,106.07407,0.26644,2
238,55,113.666664,0.235894,2
199,66,122.55556,0.205803,2
103,64,108.77778,0.236797,2
252,71,89.14815,0.370097,2
162,14,112.74074,0.242294,2
235,35,97.92593,0.319499,2
238,59,121.703705,0.214204,2
78,30,112.96296,0.242337,2
181,115,132.77777,0.152134,2
245,47,134.77777,0.125709,2
247,50,121.18519,0.213538,2
152,18,112.111115,0.254668,2
140,25,128,0.172504,2
73,31,126.85185,0.192456,2
121,55,103.07407,0.274795,2
94,13,141.59259,0.100091,2
155,20,111.703705,0.240108,2
183,29,103.25926,0.297205,2
189,107,133.66667,0.13383,2
192,51,108.74074,0.250137,2
120,51,124.40741,0.197569,2
145,34,137.03703,0.104539,2
78,60,109.77778,0.223364,2
174,59,122.03704,0.203326,2
181,15,140.2963,0.104639,2
112,30,113.25926,0.225384,2
236,42,135.2963,0.125137,2
66,109,102.48148,0.268118,2
108,59,126.14815,0.170091,2
143,24,127.62963,0.169397,2
84,86,105.77778,0.251552,2
49,139,0.444444,0.777778,3
20,117,0,0,3
2,96,5.222222,0.824784,3
118,109,13.296296,0.694627,3
18,66,39.88889,0.350169,3
93,147,7.703704,0.349471,3
6,81,12.481482,0.628156,3
224,73,5.814815,0.78993,3
82,120,6.962963,0.822893,3
58,125,18.555555,0.638455,3
217,73,4.851852,0.822507,3
140,125,3.925926,0.853199,3
242,81,41.925926,0.420176,3
221,107,2.222222,0.94709,3
118,125,1.148148,1,3
52,102,2.888889,0.899735,3
18,123,1.074074,0.981482,3
150,144,2.518518,0.986111,3
33,142,3.851852,0.81358,3
49,112,3.814815,0.867665,3
201,86,13.407408,0.630945,3
17,110,3.962963,0.806658,3
225,91,3.666667,0.867813,3
117,110,17.222221,0.680787,3
98,133,0.962963,1,3
127,143,4.185185,0.915376,3
115,138,0.777778,1,3
54,126,1.407407,1,3
86,136,12.185185,0.695755,3
101,121,3.407408,0.843518,3
217,115,1.888889,0.962963,3
7,134,0.037037,0.111111,3
25,91,3.888889,0.911448,3
18,90,2.814815,0.926146,3
22,133,0,0,3
204,116,2.185185,0.96142,3
18,83,14.37037,0.664785,3
38,116,2.814815,0.912698,3
31,68,47.185184,0.413033,3
196,93,5,0.80862,3
235,88,2.777778,0.938492,3
131,125,1.37037,1,3
237,106,2.407408,0.940476,3
113,128,0.740741,1,3
83,126,11.185185,0.739265,3
245,73,46.666668,0.549032,3
33,131,0.740741,0.407407,3
55,80,7.074074,0.775282,3
36,145,0.851852,0.251852,3
14,120,1.592593,1,3
85,121,17.222221,0.696178,3
108,144,0.962963,1,3
195,99,6.740741,0.711898,3
113,130,0.888889,1,3
215,123,1.37037,1,3
26,82,5.592593,0.843607,3
70,122,19.88889,0.402492,3
39,77,7.703704,0.762049,3
81,122,6.62963,0.809331,3
108,146,0,0,3
45,126,10.185185,0.736431,3
60,132,0.37037,0.888889,3
47,119,4.37037,0.732926,3
68,103,2.148148,0.987654,3
39,124,7.592593,0.772152,3
41,75,55,0.297802,3
28,114,1.851852,0.984127,3
55,108,8.666667,0.705482,3
106,136,0.703704,0.962963,3
115,111,18.037037,0.679513,3
99,130,1.37037,0.977778,3
6,81,12.481482,0.628156,3
70,98,4.666666,0.89084,3
127,120,1.518519,0.984127,3
241,137,5,0.837478,3
29,85,4.074074,0.762963,3
124,113,0.962963,1,3
10,94,2.259259,0.986111,3
23,113,1.407407,0.981482,3
128,116,1.962963,0.970238,3
78,99,4.148148,0.9109,3
37,103,3.851852,0.799074,3
104,139,0.666667,1,3
80,87,67.44444,0.306281,3
126,80,68.77778,0.289624,3
254,73,34.703705,0.651133,3
17,85,1.777778,0.912963,3
49,116,3,0.875529,3
41,77,5,0.891608,3
23,129,0.518518,0.777778,3
103,130,0.777778,1,3
226,110,1.666667,0.977778,3
55,93,3,0.93567,3
140,124,2.518518,0.973765,3
114,102,4.037037,0.891218,3
233,97,2.111111,0.984127,3
18,142,0.555556,0.416667,3
224,95,3.518518,0.88955,3
36,145,0.851852,0.251852,3
235,120,1.444444,1,3
33,132,1.962963,0.676888,3
234,122,2.259259,0.960317,3
92,121,14.962963,0.596422,3
21,122,0.555556,0.555556,3
239,123,1.518519,1,3
232,126,1.518519,0.965812,3
9,80,23.62963,0.514254,3
100,111,4.888889,0.864664,3
45,89,2.296296,0.986111,3
230,124,0.666667,1,3
69,139,18.074074,0.386612,3
234,110,1.814815,0.984127,3
37,104,18.62963,0.607613,3
123,136,1.111111,0.986111,3
9,131,0,0,3
91,120,16.851852,0.562158,3
7,90,4.666666,0.665344,3
74,122,16.148148,0.718221,3
228,123,0.703704,1,3
21,122,0.555556,0.555556,3
127,143,4.185185,0.915376,3
127,81,42.555557,0.366946,3
17,124,1.148148,0.953704,3
119,115,7.555555,0.767235,3
64,114,29.814816,0.629245,3
59,141,12.666667,0.585775,3
98,126,2.777778,0.908995,3
18,87,2.925926,0.862771,3
75,131,0.518518,1,3
113,96,3.814815,0.872222,3
78,99,4.148148,0.9109,3
96,138,1.148148,0.977778,3
68,122,20.148148,0.54583,3
18,70,21.037037,0.415836,3
58,124,1.148148,0.984127,3
94,144,1.148148,1,3
52,102,2.888889,0.899735,3
47,127,17.592592,0.701476,3
32,95,3.148148,0.919597,3
230,98,1.407407,1,3
57,119,20.592592,0.635624,3
132,134,6.185185,0.833935,3
104,134,1.777778,0.977778,3
19,133,0,0,3
206,80,10.037037,0.597765,3
2,114,1.740741,0.881481,3
48,83,6.259259,0.82735,3
235,81,3.481482,0.881217,3
31,96,3.777778,0.909236,3
74,129,0.518518,1,3
42,138,0.296296,0.092593,3
59,120,19.074074,0.681266,3
194,124,2.814815,0.836773,3
96,130,2.407408,0.931217,3
69,136,19.444445,0.425293,3
19,90,3.407408,0.904321,3
71,125,16.407408,0.56104,3
68,103,2.148148,0.987654,3
199,100,6.074074,0.773815,3
53,135,0.740741,0.888889,3
75,98,5.518518,0.872146,3
72,111,1.296296,1,3
95,127,0.62963,1,3
14,90,5,0.725289,3
45,108,49.814816,0.358975,3
201,120,3.740741,0.893054,3
3,78,79.666664,0.269733,3
226,69,23.814816,0.508994,3
78,100,4.592593,0.876332,3
139,128,5.296296,0.804724,3
58,109,4.296296,0.864482,3
76,138,16.518518,0.60922,3
37,76,8.259259,0.723011,3
132,91,42.814816,0.398824,3
121,120,3.518518,0.839947,3
90,122,16.185184,0.584744,3
214,79,4.851852,0.791667,3
74,129,0.518518,1,3
122,123,1.185185,1,3
138,137,7.62963,0.779866,3
18,90,2.814815,0.926146,3
46,88,3.296296,0.929574,3
86,140,9.925926,0.627944,3
113,132,1.296296,1,3
45,108,49.814816,0.358975,3
93,127,3.814815,0.827249,3
214,121,1.148148,1,3
96,119,1.444444,1,3
226,110,1.666667,0.977778,3
31,88,5.259259,0.851379,3
58,128,16.481482,0.613385,3
97,123,1.148148,1,3
61,119,1.222222,0.984127,3
5,118,0.925926,1,3
20,137,0.222222,0.666667,3
6,118,0.037037,0.111111,3
33,100,1.222222,0.977778,3
1,81,21.333334,0.595282,3
2,88,7.777778,0.754703,3
44,123,1.481481,0.961905,3
129,91,44.296295,0.348885,3
139,121,3.703704,0.907407,3
33,117,1.074074,1,3
26,137,0.259259,0.777778,3
33,94,5.888889,0.609788,3
140,124,2.518518,0.973765,3
45,89,2.296296,0.986111,3
103,125,1.777778,0.923809,3
137,105,42.851852,0.37578,3
17,108,1.851852,0.875926,3
68,127,16.37037,0.601444,3
19,145,2.074074,0.457672,3
9,80,23.62963,0.514254,3
13,83,3.703704,0.740476,3
130,102,14.37037,0.575126,3
133,102,44.037037,0.397892,3
227,69,11.074074,0.604281,3
30,91,6.259259,0.823021,3
11,118,0.703704,1,3
54,91,3.259259,0.944811,3
241,90,9,0.762919,3
118,133,0.740741,1,3
197,105,4.148148,0.886048,3
117,137,0.777778,1,3
63,122,0.333333,1,3
132,124,1.074074,1,3
48,85,4.296296,0.885825,3
226,72,4.518518,0.84169,3
58,109,4.296296,0.864482,3
101,121,3.407408,0.843518,3
205,83,23.296297,0.504161,3
124,101,10.185185,0.700087,3
88,136,8,0.695088,3
106,107,22.555555,0.638541,3
109,146,0.037037,0.111111,3
6,120,1.148148,1,3
27,106,2.185185,0.95172,3
81,126,2.962963,0.935706,3
98,107,8.703704,0.697226,3
96,115,14.777778,0.618328,3
14,71,31.851852,0.395671,3
49,95,5.185185,0.794108,3
25,138,5.185185,0.790011,3
90,116,18.74074,0.596104,3
94,144,1.148148,1,3
75,113,27.88889,0.622071,3
68,109,1.962963,0.969136,3
85,124,14.666667,0.691123,3
48,79,5.407407,0.842452,3
40,95,4.62963,0.907099,3
14,95,2.259259,0.874074,3
67,136,15.518518,0.660813,3
75,122,1.592593,1,3
67,136,15.518518,0.660813,3
33,98,2.037037,0.883333,3
82,138,1.407407,1,3
231,124,3,0.895369,3
110,92,7.444445,0.759012,3
21,64,31,0.400746,3
68,107,1.777778,0.981482,3
126,141,3.259259,0.953086,3
203,93,6.777778,0.760191,3
112,102,3.37037,0.940741,3
35,76,13.518518,0.637421,3
3,106,0.555556,1,3
59,99,2.037037,0.986111,3
4,96,3.555556,0.910065,3
27,112,0.148148,0.222222,3
230,124,0.666667,1,3
69,139,18.074074,0.386612,3
59,120,19.074074,0.681266,3
23,92,12.666667,0.564898,3
221,111,1.333333,1,3
41,75,55,0.297802,3
231,124,3,0.895369,3
59,99,2.037037,0.986111,3
118,85,8.185185,0.774121,3
16,82,8.481482,0.742819,3
140,125,3.925926,0.853199,3
23,129,0.518518,0.777778,3
54,138,0.259259,0.333333,3
27,134,8.703704,0.772831,3
99,132,0.740741,0.981482,3
18,87,2.925926,0.862771,3
58,95,4.444445,0.874917,3
96,96,6.296296,0.778863,3
