@relation 'segment-weka.filters.unsupervised.attribute.Remove-V-R2,9-10,16,20'

@attribute Region-centroid-row numeric
@attribute Hedge-sd numeric
@attribute Intensity-mean numeric
@attribute Exgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
148,33.422226,15.962963,9.111111,7
89,0.958392,58.925926,-22.777779,4
158,0.418518,8.444445,-7,4
58,0.583728,110.37037,-15.111111,2
193,5.409525,51.74074,-18.222221,6
65,0.827759,60.62963,-20.88889,4
140,2.678447,9.925926,-3.777778,3
44,1.529629,18.74074,-15.222222,1
160,4.596297,45.148148,-17.777779,6
152,3.574075,1.37037,-1.777778,5
139,0.522222,6.111111,-7.666666,1
116,0.207407,6.481482,-8.444445,1
122,0.691215,16.185184,-9.555555,3
86,2.162964,23.814816,-17.777779,1
89,0,18,-11.333333,5
116,0.834444,29.444445,-13.333333,4
249,1.505545,22.851852,14.111111,7
80,71.5111,23.62963,-5.222222,3
168,0.471404,25.11111,19,7
135,0.122224,69.92593,-23.11111,4
133,0.074074,0.740741,-1.888889,5
152,0,0,0,5
61,0.388889,23.74074,-17.555555,1
120,0.646929,60.037037,-18.444445,4
44,0.755557,99,-25.333334,2
30,0.611616,111.22222,-12.666667,2
110,0.272165,31.62963,-9.888889,5
76,0.71111,90.07407,-32.88889,2
88,0.32963,2.777778,-4,3
222,0.623609,10.481482,16.88889,7
148,0,0,0,5
31,0.71111,136.40741,-10.222222,2
91,2.162962,19.74074,-14.555555,1
233,0.827759,26.814816,19.88889,7
136,2.391343,12.185185,-9.555555,3
36,0.854182,114.03704,-15.444445,2
119,0.91084,8.62963,-6.888889,5
194,3.356035,60.77778,-24,6
77,1.585185,59.555557,-19.333334,4
133,0.136083,0.296296,-0.888889,5
127,59.54075,40.74074,-14.222222,4
30,0.720082,113.25926,-13.111111,2
62,0.562963,125.40741,-12.888889,2
98,3.229632,20.88889,-15.333333,1
93,0.862962,14.407408,-11.888889,5
192,2.489237,60.814816,-24.777779,6
159,152.7,36.62963,-12.888889,6
124,0.074074,1.074074,-3.222222,3
62,0.833334,126.48148,-14.777778,2
210,2.162963,12.962963,13.444445,7
130,0.389682,0.777778,-2.333333,3
124,0.107407,6.037037,-8.111111,1
65,0.711109,125.666664,-17,2
93,0.922222,5,-4,3
226,0.45542,18,18.666666,7
98,0.755554,92.333336,-28.666666,2
195,1.738453,48.333332,-17.333334,6
127,1.24722,45.25926,-18.777779,4
111,0.122222,5.444445,-7.666666,1
54,4.329629,24.592592,-18.444445,1
131,0,0,0,3
181,1.707406,19.296297,14.111111,7
90,0.879814,65.18519,-21.222221,4
98,3.079803,33.962963,-12.222222,4
248,1.377061,26.88889,16.333334,7
137,0.177778,3.111111,-5,5
220,6.08889,8.185185,10.111111,7
218,2.418518,14.925926,12.555555,7
190,1.204929,50.444443,-19,6
113,1.529629,20.25926,-14.777778,1
21,2.613357,40.74074,-14.888889,4
95,5.724864,46.851852,-16.555555,4
131,0.711111,5.333334,-7,1
126,0.596297,57.814816,-21.444445,4
186,4.207406,35.296295,-13.555555,6
187,2.389019,48.51852,-20.88889,6
115,4.96296,16.555555,-13,1
110,0.566667,1.814815,-4.111111,3
110,2.996295,3.962963,0.111111,3
58,1.003697,122.25926,-14.111111,2
159,152.7,36.62963,-12.888889,6
68,0.278887,2.296296,-1.222222,5
95,0.91084,55.62963,-23.555555,4
215,2.407549,17.185184,12.777778,7
196,1.668887,61.592594,-22.444445,6
111,19.496296,4.888889,-4.666666,3
142,0.151852,4.814815,-7.111111,1
45,1.526313,53.074074,-17.222221,4
183,1.466666,18.11111,14.666667,7
132,0.32963,5.740741,-6.555555,1
80,71.5111,23.62963,-5.222222,3
233,1.096296,11.703704,12.222222,7
62,6.374074,27.37037,-20.11111,1
102,0.296295,58.22222,-20,4
208,1.69531,14.777778,15.666667,7
124,0.474074,1.148148,-1.777778,3
138,0.41852,69.48148,-22.444445,4
123,0.077778,1.148148,-3.444444,3
46,1.408966,62.333332,-23,4
76,11.481388,29.814816,-7.444445,4
92,0.620633,17.25926,-12.444445,5
140,0.062963,5.555555,-6,5
32,1.310922,126.22222,-14.666667,2
78,1.274081,135.55556,-13.666667,2
175,2.257497,57.77778,-23.333334,6
134,0.374074,2.666667,-5.333334,5
111,1.022222,18.62963,-14.222222,1
74,0.907407,21.148148,-16.777779,1
195,2.247634,47.703705,-17.777779,6
144,0.151852,2.518518,-4.888889,3
87,1386.3292,67.44444,-8.666667,3
154,0.544331,1.740741,-3.222222,5
126,6.296297,1.518519,-2.888889,3
126,0.490653,2.777778,-0.666667,3
32,1.040738,136.2963,-10.555555,2
57,2.760166,15.37037,-4.444445,5
137,0.177777,7.62963,-5.222222,3
248,1.722401,15.296296,8.777778,7
81,205.36296,21.333334,-5.666666,3
95,7.188887,21.11111,-15.333333,1
182,1.143419,17.592592,17.222221,7
181,2.054805,46.88889,-18.333334,6
132,0.534027,1.296296,-2.555556,3
180,1.088663,48.555557,-18,6
73,12.33003,34.703705,-25.444445,3
69,0.854184,36.962963,-8.888889,4
176,1.695309,53.666668,-22.333334,6
81,2.399998,22.703703,-17.11111,1
181,1.485734,60.62963,-24.222221,6
81,28.50741,12.481482,-4.777778,3
248,1.259041,19.555555,20.666666,7
77,8.373016,32.77778,-7,4
163,5.540755,39.296295,-8.222222,6
94,0.779363,68.111115,-22.666666,4
130,0.951852,1.62963,-2.555556,5
189,2.810036,58.62963,-23.555555,6
191,1.088662,61.666668,-24.333334,6
189,84.59629,23.592592,-9.777778,6
57,1.040744,135.77777,-13.666667,2
224,3.021527,20.25926,21.88889,7
138,0.3,5.740741,-7.222222,1
155,131.80739,7.296296,-5.222222,5
123,1.555556,44.814816,-15.777778,4
84,0.327731,17.11111,-10.666667,5
134,0.077778,1.666667,-4,5
62,0.355555,99.666664,-23.333334,2
109,0.389682,21.851852,-10.555555,5
129,0,0,0,5
172,7.360555,44.77778,-16.333334,6
89,3.496296,18.962963,-14.222222,1
104,1.378405,100.51852,-18.222221,2
161,91.32222,41.48148,-12.444445,6
30,0.772202,125.40741,-15.888889,2
109,5.911112,5.666666,-2.666667,3
154,2.178176,50.703705,-21.444445,4
55,0.785185,23.444445,-17.666666,1
35,0.250924,13.481482,-7.777778,5
77,0.557774,59.11111,-20.666666,4
15,2.162973,130.14815,-14.111111,2
119,0.951852,1.222222,-2.666667,3
20,0.752773,125,-13.666667,2
94,0.251852,15.37037,-11.111111,5
215,1.259042,18.074074,19.444445,7
163,1.851823,40.703705,-8.111111,6
190,1.842905,19.88889,20,7
100,1.140741,21.074074,-16.555555,1
83,1.688889,6.259259,-4.777778,3
185,1.16746,47.814816,-19.444445,6
67,3.185185,20,-16.333334,1
89,0.800463,5.037037,-7.111111,5
176,1.540803,22.74074,18.777779,7
124,1.807404,54.333332,-18,4
40,0.699204,110.03704,-12.777778,2
135,0.355555,4.148148,-6.444445,1
134,0.151852,2.111111,-4.333334,5
45,0.222219,101.92593,-26.444445,2
116,0.922222,1.962963,-3.888889,3
182,2.054805,55.074074,-22.555555,6
29,1.574082,128.48148,-14.444445,2
200,1.531158,56.666668,-22.666666,6
160,2.740741,42.814816,-18.444445,6
241,1.206464,8.259259,10.888889,7
229,1.614747,13.703704,15.222222,7
195,0.680414,16.037037,12.888889,7
137,0.107407,1.37037,-4.111111,5
147,0.107407,6.037037,-8.444445,1
149,0.266666,16.814816,-10.777778,4
