@relation 'segment-weka.filters.unsupervised.attribute.Remove-V-R2,14-16,18,20'

@attribute Region-centroid-row numeric
@attribute Exred-mean numeric
@attribute Exblue-mean numeric
@attribute Exgreen-mean numeric
@attribute Saturatoin-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
28,-34.555557,48.444443,-13.888889,0.199513,2
249,-10,-7,17,0.398397,7
95,-4.777778,4.888889,-0.111111,0.874074,3
129,4.666666,3,-7.666666,0.540123,1
136,-1.777778,3.555556,-1.777778,0.962963,3
92,0.222222,15.222222,-15.444445,0.42886,1
182,-9,-5.333334,14.333333,0.314897,7
176,-10.111111,-4.444445,14.555555,0.35207,7
129,4.777778,3.111111,-7.888889,0.541887,1
121,-4.333334,21,-16.666666,0.415524,1
66,-0.333333,16,-15.666667,0.437855,1
104,-16.555555,38.11111,-21.555555,0.254697,4
145,-1.555556,1.777778,-0.222222,0.251852,3
139,3.666667,3.333333,-7,0.566799,1
92,-0.888889,15.111111,-14.222222,0.401025,1
29,-40.555557,55.444443,-14.888889,0.245093,2
144,0,0,0,0,5
39,-40.666668,54.333332,-13.666667,0.241459,2
177,-11.444445,-3.444444,14.888889,0.35899,7
15,-27.222221,52.11111,-24.88889,0.30227,4
94,-43.22222,71.77778,-28.555555,0.321505,2
176,-14.555555,35.444443,-20.88889,0.302421,6
190,-15.222222,36.444443,-21.222221,0.297733,6
65,-8.444445,16.222221,-7.777778,0.583461,5
21,-36.444443,50.555557,-14.111111,0.203582,2
35,-30.333334,46.666668,-16.333334,0.183109,2
114,-2.888889,6.444445,-3.555556,0.881481,3
129,5.333334,2.666667,-8,0.530556,1
128,5.333334,2.666667,-8,0.597443,1
80,-21.333334,41.333332,-20,0.290834,4
64,-5.666666,13.666667,-8,0.579142,5
191,-13,31.333334,-18.333334,0.279764,6
145,-0.666667,2,-1.333333,0.527778,5
125,-15.333333,30.333334,-15,0.321825,4
77,-11.333333,15.666667,-4.333334,0.891608,3
102,-17,37,-20,0.274353,4
95,-0.222222,15.777778,-15.555555,0.390436,1
113,-0.777778,15.555555,-14.777778,0.396589,1
70,-2,19.333334,-17.333334,0.406015,1
124,-21.333334,28.333334,-7,0.691123,3
132,-1.888889,3.777778,-1.888889,0.981482,3
174,-7.555555,-9.888889,17.444445,0.32797,7
110,2.888889,10.555555,-13.444445,0.368848,1
123,-14.777778,33.22222,-18.444445,0.251194,4
33,-34,49,-15,0.196297,2
25,-43.555557,69.77778,-26.222221,0.297528,2
111,5.222222,2.888889,-8.111111,0.581349,1
139,-3.888889,7.777778,-3.888889,1,5
178,-15.888889,32.77778,-16.88889,0.289863,6
73,-2.555556,14.777778,-12.222222,0.184376,4
211,-8.555555,-2.222222,10.777778,0.374806,7
123,-14.444445,33.88889,-19.444445,0.280593,4
12,-35.444443,48.88889,-13.444445,0.207675,2
113,-11.888889,22.777779,-10.888889,0.414807,5
78,-30.222221,56.11111,-25.88889,0.325487,4
119,-10.888889,25.11111,-14.222222,0.271717,4
105,-13.555555,31.777779,-18.222221,0.295992,4
138,-5.222222,10.444445,-5.222222,0.799603,5
199,-13.222222,1.111111,12.111111,0.393002,7
200,-20.88889,42.77778,-21.88889,0.309826,6
66,-22.666666,29,-6.333334,0.350169,3
132,5.222222,2.222222,-7.444445,0.593254,1
63,-35.333332,52,-16.666666,0.211484,2
79,-8.555555,13.111111,-4.555555,0.791667,3
115,-28.666666,37.666668,-9,0.152134,2
115,-5,8.333333,-3.333333,0.962963,3
145,3.111111,3.777778,-6.888889,0.564153,1
79,-41.555557,56.444443,-14.888889,0.258079,2
91,-4.333334,11.333333,-7,0.620651,5
112,-1.333333,2.333333,-1,0.666667,3
80,-6,25.333334,-19.333334,0.432471,1
69,0.666667,11.666667,-12.333333,0.17869,4
163,-16.333334,25,-8.666667,0.281536,6
191,-6,-5.666666,11.666667,0.53582,7
95,-2.555556,9.444445,-6.888889,0.512566,5
193,-18.777779,42.555557,-23.777779,0.295304,6
53,-12.888889,33.77778,-20.88889,0.474773,1
172,-16.666666,0,16.666666,0.312295,7
46,-35.333332,49.333332,-14,0.200124,2
124,-2.666667,4.666666,-2,1,3
89,0,0,0,0,5
131,-15.111111,30.222221,-15.111111,0.338619,4
95,-12.444445,18.222221,-5.777778,0.816909,3
210,-7.555555,-8.888889,16.444445,0.48874,7
42,-39.77778,51.88889,-12.111111,0.241934,2
170,-16,-0.333333,16.333334,0.349112,7
66,-34.666668,51.666668,-17,0.205803,2
40,-31.333334,47.666668,-16.333334,0.188503,2
197,-17,35.666668,-18.666666,0.296328,6
185,-9.333333,18.333334,-9,0.250444,6
185,-17,39,-22,0.302539,6
21,-33,45.333332,-12.333333,0.184022,2
126,-6.888889,16.777779,-9.888889,0.305785,4
144,-3.444444,6.888889,-3.444444,1,3
200,-20.444445,42.88889,-22.444445,0.317362,6
190,-14.111111,33.555557,-19.444445,0.290788,6
182,-10.444445,23.88889,-13.444445,0.285756,6
85,-8.888889,13.777778,-4.888889,0.885825,3
135,-3.222222,8.111111,-4.888889,0.849735,5
75,-32.444443,48.88889,-16.444445,0.20299,2
99,-9.111111,14.555555,-5.444445,0.9109,3
46,-35.333332,49.333332,-14,0.200124,2
120,-13.555555,29.777779,-16.222221,0.263467,4
137,-2.888889,13.444445,-10.555555,0.176066,4
231,-10.555555,-3.555556,14.111111,0.485216,7
59,-34.444443,50.22222,-15.777778,0.203326,2
237,-4.333334,-7,11.333333,0.522999,7
170,-10.888889,1.444444,9.444445,0.346719,7
188,-14.555555,34.444443,-19.88889,0.294774,6
211,-7.888889,-4.222222,12.111111,0.375346,7
188,-20.333334,43.666668,-23.333334,0.299511,6
188,-9.222222,19.444445,-10.222222,0.275863,6
113,4.555555,3.222222,-7.777778,0.579365,1
137,-0.666667,1.333333,-0.666667,0.666667,3
108,4,10.333333,-14.333333,0.388756,1
182,-10.444445,23.88889,-13.444445,0.285756,6
176,-20.88889,46.11111,-25.222221,0.314462,6
185,-13.111111,-3.111111,16.222221,0.396458,7
61,-0.888889,15.777778,-14.888889,0.419522,1
96,-13.111111,26.555555,-13.444445,0.472764,5
174,-7.777778,-2.777778,10.555555,0.359296,7
55,-1.444444,16.88889,-15.444445,0.404791,1
136,4.444445,2.444444,-6.888889,0.535714,1
31,-33.88889,48.77778,-14.888889,0.192456,2
116,-25.666666,46.333332,-20.666666,0.313235,4
64,-37.333332,52.333332,-15,0.236797,2
157,-9.666667,-3,12.666667,0.314187,7
135,5.222222,2.222222,-7.444445,0.565476,1
122,-10.333333,25,-14.666667,0.282411,4
114,-13,24,-11,0.510924,5
117,-19,37.666668,-18.666666,0.330477,4
15,-27.666666,39.333332,-11.666667,0.153616,2
35,-44.77778,72.22222,-27.444445,0.319499,2
125,-4.111111,7.555555,-3.444444,1,3
109,-4.888889,8.444445,-3.555556,0.969136,3
64,-20.777779,43.22222,-22.444445,0.313003,4
90,-6.777778,12.222222,-5.444445,0.926146,3
67,-1.333333,17.666666,-16.333334,0.436939,1
161,-18.222221,31.444445,-13.222222,0.308104,6
173,-10.777778,-4.777778,15.555555,0.396433,7
122,-1.666667,2,-0.333333,0.555556,3
121,-25,36,-11,0.696178,3
136,-7.666666,19,-11.333333,0.425293,3
61,-8.666667,16.666666,-8,0.588823,5
