@relation segment

@attribute Rawred-mean numeric
@attribute Exgreen-mean numeric
@attribute Saturatoin-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
24.222221,-20.222221,0.445652,1
6.777778,-8,0.601852,1
7.777778,-8.333333,0.53858,1
21.333334,-18.222221,0.446636,1
6.333334,-6.888889,0.564153,1
18.777779,-14,0.38846,1
18.333334,-12.444445,0.356724,1
6.666666,-6.888889,0.556437,1
8.111112,-7.555555,0.520062,1
20,-14.888889,0.394964,1
7.111111,-7.333334,0.545855,1
20.666668,-16.666666,0.427811,1
7.666666,-7.333334,0.510362,1
19.88889,-15,0.394656,1
18.555555,-13.777778,0.390329,1
6.888889,-7.444445,0.566138,1
23.555555,-17.555555,0.398791,1
17.333334,-14.111111,0.422337,1
6.444445,-7.666666,0.60119,1
24.222221,-18.777779,0.421495,1
21.222221,-16.222221,0.404792,1
19,-14,0.393691,1
22,-17.444445,0.423346,1
7,-7.333334,0.56746,1
19.666668,-16.777779,0.44725,1
20.11111,-15.777778,0.412662,1
21.777779,-17.333334,0.422223,1
22.11111,-17,0.406451,1
21.666666,-16.777779,0.418746,1
7,-7.777778,0.562919,1
21.222221,-16.555555,0.416239,1
18.555555,-15.666667,0.437855,1
21,-15.333333,0.389147,1
20.555555,-16.222221,0.419469,1
24,-19.777779,0.440509,1
7.777778,-7.888889,0.569444,1
18.777779,-15.777778,0.442861,1
23.333334,-18.555555,0.429663,1
7.333334,-7.888889,0.563713,1
22.333334,-17.11111,0.409201,1
21.777779,-17.222221,0.424819,1
19.777779,-15.888889,0.426973,1
23.11111,-18.333334,0.420973,1
21.555555,-17.666666,0.432819,1
20.333334,-16.88889,0.437042,1
22.555555,-17.777779,0.414836,1
20,-14.777778,0.396589,1
7.444445,-8,0.597443,1
23.666666,-18.555555,0.420598,1
23.555555,-19.11111,0.436895,1
24.333334,-18.777779,0.412094,1
5.555555,-5.111111,0.600529,1
21.11111,-16.666666,0.417046,1
25.11111,-20.11111,0.429308,1
19.222221,-14,0.376024,1
18.777779,-14.222222,0.402507,1
17.333334,-15.222222,0.457681,1
7.777778,-7.444445,0.529541,1
20.222221,-15.222222,0.388385,1
4.333334,-6.666666,0.708333,1
6.555555,-7,0.566799,1
8.777778,-7.222222,0.450309,1
7.111111,-7.333334,0.545855,1
7.444445,-7.666666,0.575397,1
6.888889,-7,0.592813,1
7.666666,-7.888889,0.550044,1
7.888889,-7.222222,0.475,1
15.666667,-13,0.425538,1
18.88889,-13.444445,0.368848,1
7.111111,-7.444445,0.544092,1
20.222221,-14.444445,0.376574,1
20.88889,-15.666667,0.404138,1
20,-14.777778,0.396589,1
21.222221,-16.11111,0.407364,1
21.11111,-15,0.382629,1
22,-17.777779,0.426923,1
22.11111,-17.222221,0.417763,1
18.88889,-13.444445,0.368848,1
5.555555,-7.222222,0.578708,1
6.111111,-7.666666,0.603175,1
7.555555,-8,0.60119,1
7.333334,-7.222222,0.543871,1
24.444445,-19.11111,0.421281,1
21.333334,-15.555555,0.390436,1
7.555555,-6.888889,0.515873,1
7.777778,-8.333333,0.558201,1
20.777779,-17,0.428735,1
7.444445,-7,0.513889,1
23.555555,-18.88889,0.424597,1
7.333334,-7.555555,0.549603,1
17.333334,-15.222222,0.457681,1
7,-7.777778,0.562919,1
4.111111,-5.555555,0.588163,1
21.777779,-17,0.416299,1
18.222221,-13.666667,0.391731,1
20.222221,-14.222222,0.380367,1
24.555555,-18.555555,0.413217,1
18.777779,-14.222222,0.401025,1
20.555555,-15.444445,0.404791,1
20,-16.444445,0.434743,1
22.555555,-17.777779,0.420252,1
6.666666,-7.333334,0.608466,1
21.222221,-16.222221,0.404792,1
6.888889,-7.333334,0.587963,1
19,-14.333333,0.388756,1
7.555555,-7.777778,0.573413,1
6.888889,-7.222222,0.564153,1
22.666666,-17.555555,0.415301,1
23.777779,-20.333334,0.450926,1
7,-8,0.56746,1
21.777779,-17.333334,0.421994,1
22.11111,-17.222221,0.417763,1
6.555555,-6.777778,0.574735,1
7.555555,-7.666666,0.542108,1
21,-16.777779,0.419204,1
6.888889,-7,0.613757,1
23.555555,-17.555555,0.398791,1
17,-13.888889,0.447187,1
22,-17.555555,0.420486,1
6.777778,-6.888889,0.603836,1
5.666666,-6.444445,0.647222,1
7.333334,-7.888889,0.545635,1
17.555555,-14.666667,0.441092,1
21.333334,-16.444445,0.413308,1
17.666668,-13.444445,0.398903,1
8.222222,-8.333333,0.53858,1
21.666666,-16.555555,0.401042,1
8.222222,-8.555555,0.531173,1
7,-7.222222,0.574074,1
20.777779,-17.777779,0.445142,1
22.333334,-19.555555,0.459427,1
6.777778,-7,0.662037,1
7.333334,-7.555555,0.570106,1
18.222221,-16.333334,0.466345,1
7.444445,-7.444445,0.565476,1
8.222222,-8.222222,0.524471,1
6.444445,-6.555555,0.603704,1
23.333334,-17.777779,0.405541,1
16.11111,-12.555555,0.408644,1
19.777779,-14.222222,0.374312,1
22.11111,-18.11111,0.43596,1
6.555555,-6.777778,0.545855,1
4.111111,-7.111111,0.698445,1
19.333334,-15.777778,0.430484,1
20.88889,-15.555555,0.394331,1
24,-18.11111,0.401965,1
7,-8,0.59127,1
22.777779,-20.88889,0.474773,1
17.11111,-13.777778,0.451359,1
19.444445,-15.555555,0.413785,1
7.666666,-8.111111,0.551587,1
7.222222,-8.111111,0.563492,1
20.777779,-15.222222,0.399499,1
7.888889,-7.666666,0.540123,1
21.666666,-17.222221,0.422206,1
7.111111,-7.444445,0.593254,1
7.222222,-6.666666,0.581349,1
20.777779,-16.666666,0.423121,1
20.222221,-16,0.416884,1
7.333334,-7.888889,0.545635,1
18.555555,-14.777778,0.417916,1
8.555555,-7.888889,0.481594,1
21.222221,-16.11111,0.407364,1
7.555555,-8.444445,0.559171,1
19.555555,-16.333334,0.436939,1
25.333334,-20.222221,0.430558,1
20.444445,-17,0.437404,1
8.333334,-8.333333,0.53858,1
21.555555,-15.222222,0.390398,1
19,-14.333333,0.388756,1
20.88889,-17,0.430399,1
22.444445,-17.666666,0.420823,1
5.666666,-8.444445,0.652248,1
7,-7.666666,0.581349,1
8.333334,-8.111111,0.526235,1
6.111111,-7.555555,0.674074,1
21.333334,-16,0.400445,1
19.11111,-14.555555,0.399927,1
19.555555,-16.333334,0.436939,1
7.555555,-8.333333,0.56433,1
7,-8,0.559171,1
20.555555,-14.444445,0.375321,1
8,-7.888889,0.541887,1
18.333334,-13.111111,0.376852,1
20.777779,-16.777779,0.432047,1
6.666666,-6.888889,0.566138,1
20.333334,-15.888889,0.41031,1
19.777779,-14.555555,0.394157,1
19.777779,-14.444445,0.391701,1
7.666666,-7.555555,0.537698,1
7.333334,-7.888889,0.541887,1
6.888889,-6.777778,0.593915,1
5.444445,-8.666667,0.643678,1
119.22222,-15.666667,0.165616,2
117,-15.888889,0.182398,2
99,-12.333333,0.234493,2
92.55556,-18.666666,0.250204,2
119.666664,-12.888889,0.177191,2
94.666664,-16.666666,0.247337,2
113.333336,-16.333334,0.188503,2
127.55556,-11.888889,0.126968,2
112.333336,-14.111111,0.193691,2
74.55556,-32.88889,0.360194,2
95.111115,-13.777778,0.262046,2
118.333336,-11.444445,0.17818,2
112.55556,-12,0.180972,2
126.44444,-11.444445,0.141107,2
80.66667,-27.666666,0.320664,2
117.666664,-12.222222,0.169397,2
98.22222,-14.111111,0.24634,2
95.666664,-12.111111,0.241934,2
100.666664,-22.222221,0.208013,2
99,-12.555555,0.242294,2
97.77778,-14,0.25541,2
115.111115,-14.666667,0.190625,2
82.55556,-29.333334,0.320097,2
106.55556,-15,0.215088,2
112.77778,-17.333334,0.19251,2
96.22222,-11.444445,0.254051,2
94.77778,-24.333334,0.265899,2
90.888885,-26.88889,0.306737,2
115.333336,-14.333333,0.17933,2
117.44444,-14.666667,0.176083,2
96.333336,-15,0.236797,2
113.666664,-14.111111,0.199516,2
74.888885,-29,0.35122,2
79,-30.555555,0.330418,2
111.44444,-15,0.20392,2
101.888885,-13.555555,0.23132,2
85,-25.333334,0.300019,2
112.333336,-11,0.187217,2
113.44444,-11.777778,0.178428,2
88.22222,-25.333334,0.313159,2
96.22222,-13.444445,0.23689,2
115.55556,-13.555555,0.179672,2
116.22222,-15,0.179483,2
119.666664,-14.111111,0.176494,2
80.888885,-28.555555,0.321505,2
114.44444,-17.222221,0.185749,2
72,-32.333332,0.378682,2
110.111115,-14.666667,0.206503,2
100.888885,-13.555555,0.240722,2
91.888885,-14.777778,0.26422,2
92.111115,-16.555555,0.26644,2
117.77778,-12.333333,0.172504,2
110.77778,-15.888889,0.195977,2
79,-30.555555,0.330418,2
129.44444,-11.888889,0.110653,2
103.888885,-11,0.220748,2
109.888885,-16.555555,0.213809,2
116.55556,-13.888889,0.185539,2
134.88889,-4.777778,0.100091,2
96.333336,-13.888889,0.238143,2
128.11111,-11.888889,0.125137,2
84,-25.11111,0.308813,2
86.22222,-22.666666,0.294515,2
134.66667,-11.222222,0.101526,2
114.333336,-13.444445,0.196093,2
100.77778,-15.444445,0.239085,2
96.22222,-11.444445,0.254051,2
88,-26.11111,0.299583,2
111.888885,-14,0.210162,2
131.44444,-12.111111,0.104539,2
97.77778,-21.333334,0.25913,2
116.22222,-14.222222,0.187853,2
116.77778,-14.333333,0.181475,2
77.22222,-30.777779,0.34921,2
117,-14.111111,0.174634,2
110.666664,-16.555555,0.213813,2
89.55556,-26.11111,0.284654,2
103.666664,-14.777778,0.224975,2
96.44444,-11,0.231166,2
100.77778,-13.111111,0.225384,2
116.55556,-13.222222,0.184263,2
111.888885,-16.777779,0.199347,2
129.77779,-10.555555,0.113055,2
132.55556,-8.888889,0.096263,2
94.22222,-17.444445,0.25416,2
102.55556,-23.444445,0.222954,2
90,-23.88889,0.274795,2
111.77778,-12.888889,0.1952,2
100.111115,-13.777778,0.24216,2
93.111115,-19.222221,0.257746,2
99.44444,-13.666667,0.241459,2
75.66667,-33.88889,0.350039,2
115.333336,-17,0.185658,2
115.888885,-14.888889,0.179353,2
111.666664,-17,0.202365,2
110.55556,-15.777778,0.203326,2
104.22222,-13,0.222856,2
113.333336,-15.888889,0.199972,2
97.22222,-10.333333,0.254668,2
114,-15,0.175844,2
105.888885,-22.444445,0.179697,2
97.666664,-12.666667,0.24285,2
126.55556,-9.777778,0.12985,2
98.333336,-14.333333,0.248698,2
95.111115,-13.777778,0.262046,2
73.55556,-30,0.362172,2
97.111115,-24.666666,0.246491,2
137.11111,-7.111111,0.079806,2
106.888885,-24.222221,0.176789,2
96.77778,-15.555555,0.232219,2
74.55556,-30.555555,0.362062,2
99.55556,-24.666666,0.223364,2
79.22222,-28.333334,0.323421,2
116.55556,-14.111111,0.170091,2
88.77778,-25.777779,0.297205,2
83,-27.444445,0.319499,2
116,-14.777778,0.181012,2
100.77778,-13.111111,0.225384,2
101,-14.444445,0.236733,2
79.111115,-28.666666,0.325711,2
98.55556,-14.888889,0.245093,2
112.333336,-15,0.18855,2
93.888885,-14.888889,0.258079,2
92.888885,-16.333334,0.251552,2
91.22222,-22.777779,0.283524,2
128.66667,-13.666667,0.124647,2
76.888885,-30.11111,0.351331,2
119.22222,-15.666667,0.165616,2
103.44444,-25.11111,0.197734,2
97.666664,-15.111111,0.237567,2
95.888885,-14.555555,0.244289,2
93.22222,-15.555555,0.258182,2
130.66667,-10.777778,0.112421,2
113.44444,-14.111111,0.203582,2
118.77778,-9.666667,0.172628,2
88.77778,-27.777779,0.275467,2
116.333336,-13.888889,0.183242,2
114.111115,-18.555555,0.18354,2
95.666664,-12.111111,0.241934,2
114.44444,-16.333334,0.183109,2
115.888885,-13.666667,0.176061,2
115.666664,-14.666667,0.187293,2
72.77778,-30.11111,0.370097,2
113.111115,-17.333334,0.197162,2
131.22223,-13.444445,0.103336,2
131,-11.333333,0.106102,2
115.77778,-12.333333,0.184022,2
83.333336,-25.222221,0.320015,2
98.44444,-13.777778,0.240108,2
113.888885,-15,0.182623,2
92.888885,-17.222221,0.262093,2
95.111115,-15.888889,0.258869,2
111,-13.888889,0.199513,2
93.888885,-14.888889,0.258079,2
109.22222,-17.222221,0.213538,2
79.22222,-30.333334,0.328603,2
115.666664,-16.11111,0.174948,2
117,-13.666667,0.165549,2
104,-20.222221,0.186099,2
89.111115,-25.88889,0.276784,2
115.111115,-14.666667,0.190625,2
89.111115,-26.222221,0.297528,2
129,-11.555555,0.118399,2
93.22222,-23.333334,0.275957,2
115.44444,-14.888889,0.178636,2
97.888885,-15,0.229674,2
97.22222,-10.333333,0.254668,2
77.333336,-29.444445,0.348863,2
116,-14.777778,0.177195,2
117.44444,-14.555555,0.174209,2
120.666664,-10.555555,0.153497,2
114,-16,0.194537,2
129.88889,-10.777778,0.107616,2
106.888885,-21.666666,0.174128,2
111.55556,-14.666667,0.195416,2
114,-14.222222,0.197105,2
113,-14.444445,0.194754,2
131.55556,-7.333334,0.101515,2
102.666664,-21.88889,0.224139,2
85.666664,-23.333334,0.294583,2
108.111115,-18.11111,0.223879,2
115.77778,-12,0.175605,2
133.88889,-8.555555,0.104639,2
129.44444,-13.666667,0.118733,2
112.666664,-15.777778,0.202708,2
111.333336,-17,0.198924,2
110.44444,-14.111111,0.204147,2
99.333336,-13.555555,0.242337,2
109.111115,-24,0.181149,2
130.33334,-9.888889,0.10447,2
119,-14.444445,0.166484,2
111.44444,-16.222221,0.194316,2
112,-11.111111,0.181821,2
96.77778,-12.777778,0.247776,2
128.44444,-11.666667,0.119532,2
135.11111,-6.333334,0.099836,2
121,-11.444445,0.151812,2
74.55556,-30.555555,0.362062,2
101,-17.666666,0.235894,2
123.22222,-9,0.152134,2
115.77778,-13.666667,0.169635,2
110.22222,-16.333334,0.201898,2
97.55556,-15.222222,0.234504,2
93,-23.333334,0.266391,2
119,-14.444445,0.166484,2
115.55556,-12.666667,0.175849,2
133,-12.222222,0.095184,2
96.77778,-12.777778,0.247776,2
101,-20.88889,0.218379,2
115.55556,-13.555555,0.179672,2
107.44444,-25,0.197114,2
112.22222,-16.777779,0.187362,2
99.44444,-13.888889,0.241511,2
136.88889,-2.666667,0.092773,2
115.44444,-13.666667,0.189527,2
122.77778,-11.111111,0.155825,2
113.888885,-17.555555,0.188391,2
126.44444,-11.444445,0.141107,2
129.88889,-12.555555,0.111695,2
99.44444,-21.88889,0.207702,2
105.666664,-26.11111,0.19308,2
112.77778,-14,0.200124,2
114.666664,-14,0.191215,2
130.44444,-11.222222,0.115302,2
94.666664,-16.666666,0.247337,2
127.55556,-13.333333,0.124312,2
92.666664,-14.111111,0.248136,2
103.888885,-24.88889,0.208293,2
115.888885,-13.666667,0.176061,2
97.888885,-24.11111,0.253299,2
105.666664,-23.333334,0.181789,2
88.111115,-26.444445,0.292503,2
101,-20.88889,0.218379,2
114.22222,-16.777779,0.193665,2
112.22222,-12.333333,0.192488,2
93.888885,-11.555555,0.250143,2
134.33334,-8.777778,0.09906,2
129.77779,-10.555555,0.113055,2
105.888885,-16.444445,0.20299,2
128.55556,-12.111111,0.127385,2
110.55556,-14.555555,0.210174,2
115.55556,-11.333333,0.19252,2
120.77778,-11.111111,0.15668,2
94.111115,-24.11111,0.266023,2
102.333336,-14.666667,0.213257,2
87.22222,-18.222221,0.272403,2
114.22222,-13.444445,0.182073,2
112.77778,-14,0.200124,2
95.333336,-12.777778,0.260966,2
111,-17,0.205803,2
77.22222,-33.88889,0.347902,2
115,-13.777778,0.189464,2
95.111115,-25.333334,0.239143,2
107.22222,-13.444445,0.207675,2
101.55556,-23.777779,0.204675,2
132.55556,-8.888889,0.096263,2
80.111115,-28.11111,0.338487,2
132.11111,-14.222222,0.109655,2
110.22222,-18.444445,0.206392,2
93.888885,-17.11111,0.2797,2
100.111115,-13.888889,0.241576,2
105.888885,-22.444445,0.179697,2
117.111115,-14.111111,0.170718,2
115.111115,-15.888889,0.183565,2
131.44444,-12.444445,0.105128,2
117.55556,-14.777778,0.162225,2
133.33334,-10.888889,0.096352,2
131.44444,-10.666667,0.111218,2
100.44444,-14.777778,0.23576,2
114.111115,-13,0.19129,2
123,-11.666667,0.153616,2
124.666664,-12.333333,0.144134,2
115.77778,-12.333333,0.184022,2
113.22222,-15,0.196297,2
99.111115,-19.777779,0.244021,2
100.77778,-21.11111,0.202279,2
108.44444,-16.666666,0.211484,2
127.888885,-10.555555,0.126571,2
87.111115,-26,0.297414,2
87.55556,-22.555555,0.299601,2
102.44444,-19.444445,0.225725,2
113.111115,-16.444445,0.194622,2
99.55556,-13.888889,0.239899,2
109.22222,-14.444445,0.214204,2
111.111115,-16.222221,0.190912,2
76.44444,-29.777779,0.359343,2
114,-13.666667,0.188892,2
130.77779,-10.222222,0.10071,2
115.666664,-15.333333,0.179629,2
96.333336,-15,0.236797,2
115.55556,-14.888889,0.192456,2
128.22223,-13.333333,0.121119,2
116.333336,-12.888889,0.161658,2
116.333336,-17.222221,0.179413,2
82.44444,-27.333334,0.309059,2
77.333336,-28.666666,0.338288,2
122.111115,-10,0.156568,2
4.111111,-5.444445,0.772152,3
0.111111,-2.666667,0.984127,3
25.555555,-6.222222,0.395671,3
0.111111,-1.333333,0.977778,3
0.333333,-3.555556,0.969136,3
10.111111,-9.111111,0.613385,3
0.555556,-2.444444,0.917989,3
0,0,0,3
0.666667,-0.111111,0.874074,3
0,-0.333333,0.555556,3
0.111111,-0.555556,0.092593,3
0.111111,-1.777778,0.984127,3
2.111111,-0.444444,0.732926,3
9.888889,-9.333333,0.532728,3
32.333336,-6.333334,0.350169,3
0.222222,-1.777778,0.95,3
60.333332,-7,0.289624,3
19.222221,-2.777778,0.508994,3
3.777778,-3.333333,0.73447,3
9,-11.777778,0.701476,3
0.888889,-2.666667,0.875529,3
4.888889,-5.222222,0.736431,3
0.555556,-6.111111,0.944811,3
0.111111,-2.222222,0.981482,3
12.222222,-4.333334,0.652043,3
6,-3.777778,0.627944,3
4.555555,-4.888889,0.730592,3
2.555556,0.333333,0.725289,3
0.444444,-4.777778,0.953086,3
9,-9.888889,0.660813,3
0,0,0,3
1.555556,-4.333334,0.847729,3
1.555556,-4.444445,0.853199,3
0,-3.555556,1,3
7.333334,-1.555556,0.674956,3
5.222222,-8.555555,0.739265,3
3.777778,-1.777778,0.723011,3
6.555555,-4.777778,0.597765,3
3.222222,-3,0.759012,3
0,-0.111111,0.111111,3
0.888889,-5.888889,0.915376,3
0,-0.444444,0.222222,3
0.111111,-2.333333,0.984127,3
0,-2,1,3
0,-2.333333,1,3
0,-0.666667,0.666667,3
0,-1.222222,0.777778,3
2.666667,-5.888889,0.778863,3
2.111111,-4.333334,0.824784,3
0.111111,-1.333333,0.977778,3
6.444445,-2.777778,0.349471,3
0,0,0,3
0.111111,-2.666667,0.986111,3
11.222222,-9.888889,0.562158,3
0.222222,-2.444444,0.962963,3
0.888889,-2,0.872222,3
1.444444,-3.888889,0.864482,3
0.222222,-3.888889,0.973765,3
0.444444,-1.888889,0.931217,3
3.666667,-6.444445,0.772831,3
0.222222,-3.888889,0.973765,3
0,-0.444444,0.333333,3
8.888889,-11,0.696178,3
0,-1.111111,0.888889,3
0,-0.666667,0.333333,3
10.555555,-16.555555,0.681266,3
0,-1.888889,0.888889,3
0.111111,-4.888889,0.986111,3
14,-5.666666,0.595282,3
1.111111,-5.444445,0.9109,3
19.777779,-5.222222,0.504161,3
1.222222,-3.111111,0.862771,3
0.222222,-3.333333,0.968254,3
33.11111,-14.444445,0.420176,3
0.222222,-1.555556,0.407407,3
3.444444,-4.555555,0.711898,3
16,-7.222222,0.386612,3
0,-2,1,3
9,-9.888889,0.660813,3
0,-2.111111,1,3
0.555556,-3.555556,0.935706,3
0,-1.666667,1,3
0,-1,1,3
0.111111,-1.888889,0.981482,3
2.444444,-6.111111,0.823021,3
0.444444,-1,0.912963,3
0,-1.333333,0.777778,3
9.555555,-9.222222,0.596422,3
6.666666,-9.555555,0.695755,3
0,-1.777778,1,3
7.555555,-7,0.691123,3
29.777779,-13.111111,0.464912,3
35.88889,-8.777778,0.398824,3
3.333333,-4.222222,0.809331,3
47.444443,-8.666667,0.297802,3
0.888889,-3.222222,0.88955,3
1.555556,-0.444444,0.740476,3
16,-7.222222,0.386612,3
2.333334,-4.111111,0.78993,3
0.888889,-3.666667,0.911448,3
8.444445,-2.555556,0.637421,3
0,-0.111111,0.111111,3
0.666667,-0.222222,0.457672,3
0.111111,-3.666667,0.977778,3
0,-2.111111,1,3
32.11111,-26.666666,0.549032,3
2.111111,-2.222222,0.762963,3
0.111111,-2,0.977778,3
0,-2.555556,1,3
24.333334,-13.666667,0.489062,3
12.222222,-14.111111,0.635624,3
0,-3.444444,1,3
10.111111,-4.777778,0.575126,3
0,-0.333333,0.555556,3
4.888889,-6.111111,0.697226,3
10.555555,-16.555555,0.681266,3
1.111111,-5.444445,0.9109,3
0.666667,-5.222222,0.929574,3
1.111111,-2.111111,0.867665,3
0.111111,-4.777778,0.986111,3
41.77778,-9.777778,0.358975,3
1.333333,-4.888889,0.885825,3
0,-0.777778,0.777778,3
11.777778,-11.555555,0.596104,3
0,-3.444444,1,3
0.555556,-3.777778,0.960317,3
0,-2.555556,1,3
0.444444,-4,0.938492,3
0.444444,-2.333333,0.923809,3
0,-2.888889,1,3
13,-11.666667,0.638541,3
0.333333,-0.222222,0.251852,3
3.555556,-4,0.754703,3
1.444444,-4,0.895369,3
34.88889,-4.666666,0.366946,3
0.666667,-3.666667,0.899735,3
0,-2.222222,1,3
1,-4.444445,0.881217,3
0.333333,-3.222222,0.96142,3
2.333334,-5.222222,0.872146,3
0.777778,-3.555556,0.881481,3
20.555555,-25.444445,0.651133,3
37.444443,-6.111111,0.397892,3
3.222222,-4.666666,0.760191,3
0.111111,-1.888889,0.981482,3
1.111111,-1.888889,0.839947,3
0,-1.555556,0.777778,3
0,-3.111111,1,3
1.222222,-3.333333,0.89084,3
14.888889,-3.222222,0.607613,3
0.111111,-4.444445,0.987654,3
1.222222,-4.333334,0.891608,3
0.444444,-4.222222,0.939815,3
1.888889,-3.888889,0.829748,3
1,-2.888889,0.907099,3
1.111111,-5.333334,0.867813,3
0,-3.444444,1,3
58.77778,-8.666667,0.306281,3
0.111111,-4.111111,0.984127,3
0.111111,-1,0.416667,3
0,-3.222222,1,3
38.444443,-7.555555,0.348885,3
0,-0.111111,0.111111,3
0,0,0,3
8.777778,-5.555555,0.630945,3
7.888889,-3.333333,0.585775,3
18.333334,-17.777779,0.629245,3
14,-5.666666,0.595282,3
4.666667,-5.111111,0.738034,3
1.444444,0.111111,0.806658,3
0.555556,-4.444445,0.940741,3
3.555556,-4,0.767235,3
0,-3.888889,1,3
16.88889,-11.333333,0.425293,3
1.555556,-4.444445,0.853199,3
1.444444,-5.111111,0.876332,3
58.77778,-8.666667,0.306281,3
5.777778,-5.777778,0.686685,3
0,-2.888889,1,3
2.555556,3,0.665344,3
70.77778,-8.666667,0.269733,3
1.444444,-3.888889,0.864482,3
24.666666,-2,0.400746,3
2,-4.555555,0.791667,3
1.111111,-0.888889,0.843518,3
7,-8.222222,0.694627,3
2.777778,-6.555555,0.773815,3
3.222222,2.333333,0.609788,3
4.333334,-5.777778,0.742819,3
0,-2.888889,1,3
47.444443,-8.666667,0.297802,3
2.444444,-4.222222,0.804724,3
11.111111,-14,0.638455,3
0.555556,-5.444445,0.926146,3
0.111111,-4.777778,0.986111,3
0.888889,-5.888889,0.915376,3
0,-2.888889,1,3
0.555556,-3.555556,0.915344,3
1.444444,-4.888889,0.893054,3
0,-3,1,3
13.666667,-1.111111,0.476884,3
0.111111,-4.333334,0.984127,3
16.222223,-2.444444,0.415836,3
4.111111,-4,0.695088,3
0,-2.333333,1,3
0,-1,0.666667,3
1.777778,-5.222222,0.822507,3
10.888889,-13.777778,0.601444,3
0.555556,-6.111111,0.944811,3
0,-3.333333,1,3
0.222222,-3.888889,0.970238,3
35.77778,-8.222222,0.37578,3
0,-1.777778,1,3
0,-3.111111,1,3
18.444445,-16.11111,0.523538,3
0,-1.444444,1,3
1,-4.111111,0.891218,3
8.444445,-5.333334,0.618328,3
1.333333,-1.444444,0.827249,3
