@relation 'segment-weka.filters.unsupervised.attribute.Remove-V-R12,15,18,20'

@attribute Rawblue-mean numeric
@attribute Exblue-mean numeric
@attribute Saturatoin-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
22.11111,23.666666,0.548825,5
25.11111,21.222221,0.43138,5
12.111111,14.777778,0.641018,5
6,7.777778,0.843518,3
71.44444,43.555557,0.315862,6
77.111115,40.88889,0.26938,4
76.55556,38.77778,0.267219,4
23.444445,19,0.652043,3
139,46.333332,0.192488,2
67.88889,38.77778,0.296251,6
47.22222,52.22222,0.629245,3
86.888885,53.77778,0.316905,4
140,51,0.202365,2
61,36.88889,0.309645,6
28.11111,18,0.398448,1
38.77778,21.777779,0.28045,6
3,6,1,3
4,0.222222,0.600529,1
21.11111,-8.111111,0.329212,7
26.88889,23.88889,0.459024,5
0,0,0,5
138.66667,48,0.195416,2
23.555555,14.888889,0.417916,1
20,26.444445,0.739265,3
4.111111,8.111111,1,3
0,0,0,5
142.77777,42.88889,0.166484,2
13.111111,-6.777778,0.393839,7
0.111111,0.222222,0.111111,3
0,0,0,5
61.444443,35.11111,0.294656,6
89.111115,48.666668,0.279176,4
36,40.333332,0.638541,3
14,-1,0.399901,7
1.666667,2.666667,0.705556,5
70.88889,34.22222,0.249001,4
118.77778,76.888885,0.348863,2
34.333336,27.777779,0.459427,1
38.666668,34.11111,0.457405,4
7.222222,12.666667,0.93567,3
6.222222,2.666667,0.587963,1
1.777778,3.222222,0.888889,5
6.555555,-3.888889,0.526881,7
48.555557,24.333334,0.268978,6
43,20.444445,0.258409,4
14,-3.444444,0.409932,7
15.666667,2.555556,0.353161,7
125.666664,56.444443,0.258182,2
28,18.444445,0.416239,1
54.11111,35.444443,0.334876,4
3.444444,6.111111,0.981482,3
126.888885,53.77778,0.244289,2
24.222221,-0.222222,0.350043,7
4.888889,-4.777778,0.525437,7
147.55556,26.777779,0.096352,2
76.77778,47,0.31714,4
31.222221,19.88889,0.401965,1
4.444445,7.555555,0.927778,5
60.666668,35.444443,0.300363,6
30,25.666666,0.438882,4
12.444445,16.11111,0.775282,3
134.11111,51.333332,0.222856,2
49.22222,31.333334,0.325768,4
34.666668,26.555555,0.393927,5
5.111111,-7.111111,0.557235,7
6,2.666667,0.608466,1
67.22222,40.555557,0.308859,6
145.88889,32,0.119532,2
129,54.88889,0.254051,2
5.222222,8.888889,0.960317,3
27.333334,20.222221,0.424904,1
68,39.444443,0.298704,6
5.777778,6.555555,0.599735,5
1.777778,3.111111,0.75,5
2,3.888889,1,3
52.88889,27.777779,0.286863,6
73.333336,43.11111,0.308825,6
30,20.88889,0.418746,1
23.666666,21.88889,0.482725,4
3.333333,1.333333,0.068883,5
47.444443,29.555555,0.319714,4
128.55556,45.22222,0.179697,2
150.88889,22.333334,0.092773,2
69.111115,39.77778,0.300643,6
