@relation segment

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Vegde-sd numeric
@attribute Hedge-mean numeric
@attribute Rawred-mean numeric
@attribute Exgreen-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
128,9,0.077778,0.666667,6.888889,-7.333334,-0.985811,1
125,9,0.062963,0.666667,7.222222,-7.222222,-0.944272,1
128,9,0.044444,0.388889,6.888889,-6.777778,-0.688601,1
147,9,0.42963,0.722222,5.666666,-8.444445,-1.50837,1
128,9,0.340741,0.888889,7.888889,-7.444445,-0.7213,1
121,9,0.800001,2,21.666666,-16.666666,-1.740736,1
113,9,0.207407,0.444444,6.888889,-7.555555,-0.989308,1
102,9,1.851851,1.944444,18.555555,-13.777778,-1.447037,1
143,9,0.062963,0.5,7.555555,-8,-0.796918,1
101,9,2.311111,1.777778,18.333334,-13.111111,-1.21111,1
108,9,0.8,1.388889,19,-14.333333,-1.302133,1
116,9,1.633333,1.555556,21.222221,-16.11111,-1.632243,1
113,9,1.52963,2.944444,20,-14.777778,-1.585609,1
116,9,0.151852,0.444445,7.555555,-8.444445,-1.19107,1
71,9,1.807406,2.833333,21.88889,-18,-1.66796,1
135,9,0.151852,1.055556,7.444445,-7.444445,-0.787376,1
117,9,0.207407,1.611111,20.666668,-15,-1.420087,1
101,9,1.288888,1.277778,21.222221,-16.222221,-1.558599,1
83,9,0.340741,2.444445,19.555555,-15.333333,-1.507007,1
68,9,3.040739,2.388889,17.666668,-15.777778,-1.563972,1
121,9,0.118518,0.611111,8,-7.888889,-0.914324,1
131,9,0.162963,1.333333,6.888889,-7,-0.850783,1
54,9,1.674073,2.722222,22.777779,-18.444445,-1.760752,1
75,9,1.911109,3.777778,24,-17.88889,-1.652768,1
115,9,1.822221,4.166667,21.333334,-15.777778,-1.619549,1
88,9,1.885185,1.722222,21.444445,-16.444445,-1.512555,1
145,9,0.162963,0.722222,6.333334,-6.888889,-1.068968,1
139,9,0.107407,0.833333,7.555555,-7.666666,-0.965946,1
130,9,0.340741,0.833333,8.555555,-7.888889,-1.056659,1
122,9,0.133333,0.5,7.222222,-7.666666,-1.05144,1
104,9,2.107407,4,20.555555,-16.11111,-1.72879,1
58,9,0.162963,1.388889,20,-16.444445,-1.685074,1
141,9,0.433333,0.777778,7,-7.222222,-0.843732,1
66,9,1.007407,1.5,18.555555,-15.666667,-1.569253,1
145,9,0.151852,0.5,5.333334,-6.555555,-0.959485,1
128,9,0.077778,0.666667,6.888889,-7.333334,-0.985811,1
89,9,1.485185,1.666667,23.11111,-17.333334,-1.664008,1
92,9,0.488889,2.166667,18.777779,-15.444445,-1.548296,1
116,9,0.151852,0.444445,7.555555,-8.444445,-1.19107,1
149,9,0.251852,0.722222,4.111111,-5.666666,-1.985703,1
102,9,0.607408,2.611111,22.11111,-17.222221,-1.68544,1
132,9,0.122222,0.944444,7.444445,-6.555555,-0.726018,1
138,9,0.074074,0.444444,7,-7.333334,-0.880521,1
134,9,0.062963,0.388889,6.777778,-7.222222,-0.912631,1
124,9,0.122222,0.611111,6.888889,-7,-0.752669,1
124,9,0.107407,0.611111,7.444445,-8,-0.987873,1
124,9,0.166667,0.388889,7.444445,-8.111111,-1.02473,1
53,9,1.718519,2.833333,22.777779,-20.88889,-1.937482,1
45,9,3.174073,3.277778,20.555555,-16.444445,-1.73537,1
56,9,0.4,1.277777,23.333334,-19.333334,-1.863182,1
124,9,0.02963,0.833333,7.555555,-7.666666,-1.011484,1
140,9,0.462963,1,7.888889,-7.666666,-0.909267,1
25,9,0.730297,0.999996,114.333336,-13.444445,-2.36518,2
20,9,0.327729,0.611112,98.44444,-13.777778,-2.385213,2
27,9,0.623609,2.055557,111.55556,-14.666667,-2.334512,2
83,9,0.518519,1.055552,74.55556,-30.555555,-2.239053,2
56,9,0.029629,0.833333,115.888885,-13.666667,-2.326783,2
57,9,0.474073,1.22222,114.22222,-13.444445,-2.34019,2
20,9,0.490655,0.833333,114,-13.666667,-2.348006,2
29,9,0.60741,0.777779,88.77778,-25.777779,-2.257217,2
11,9,0.255559,2.166667,135.11111,-6.333334,-2.401587,2
50,9,0.760115,0.944445,94.666664,-16.666666,-2.337296,2
24,9,0.907406,0.888888,117.666664,-12.222222,-2.349252,2
26,9,1.0074,0.888888,131,-11.333333,-2.230725,2
47,9,0.355557,1.000001,116,-14.777778,-2.315792,2
54,9,0.646931,1.222221,112.666664,-15.777778,-2.328661,2
28,9,0.403686,1.777779,96.44444,-11.777778,-2.438585,2
22,9,0.255559,0.722221,133,-12.222222,-2.158304,2
57,9,0.722651,1.388891,112.22222,-12.333333,-2.376054,2
71,9,0.490655,0.888888,111.44444,-16.222221,-2.301203,2
54,9,0.107408,0.944444,109.111115,-24,-2.079152,2
78,9,1.025599,2.666665,93.22222,-15.555555,-2.368082,2
40,9,0.421635,0.833333,114,-16,-2.313685,2
18,9,0.455422,0.555557,97.22222,-10.333333,-2.45498,2
40,9,0.574132,0.722223,96.22222,-11.444445,-2.434692,2
72,9,1.00741,1.055559,115.333336,-14.333333,-2.32084,2
28,9,0.136081,0.888887,99.44444,-13.888889,-2.387884,2
13,9,0.507406,1.666664,134.88889,-4.777778,-2.449265,2
46,9,0.611616,2.166668,112.77778,-14,-2.357688,2
41,9,0.774073,1.111115,130.66667,-10.777778,-2.268529,2
60,9,0.388886,1.055556,114,-15,-2.293386,2
18,9,0.729626,0.944445,133.33334,-10.888889,-2.214612,2
29,9,1.229636,1.388891,119,-14.444445,-2.29776,2
63,9,0.443052,0.333332,96.22222,-13.444445,-2.382438,2
36,9,0.172137,1.055556,98.22222,-14.111111,-2.387384,2
78,9,0.329632,0.777779,128.66667,-13.666667,-2.225537,2
49,9,0.388888,1.166668,117,-15.888889,-2.297839,2
22,9,0.388882,1,132.11111,-14.222222,-2.146204,2
74,9,0.088889,0.500001,89.111115,-25.88889,-2.220553,2
73,9,0.062964,1.611111,115.44444,-14.888889,-2.307396,2
96,9,0.418521,0.611112,103.44444,-25.11111,-2.085954,2
25,9,0.329628,0.833333,88,-26.11111,-2.253408,2
88,9,0.329632,0.500001,101.55556,-23.777779,-2.139239,2
45,9,0.455421,1.111113,110.55556,-14.555555,-2.35936,2
33,9,0.272163,0.888888,113.22222,-15,-2.333537,2
21,9,0.607407,1.222221,120.77778,-11.111111,-2.357178,2
41,9,0.68853,1.888889,110.22222,-18.444445,-2.280803,2
60,9,0.207408,0.777777,99.55556,-24.666666,-2.16692,2
71,9,0.329628,1.333333,72.77778,-30.11111,-2.249475,2
74,9,0.088889,0.500001,89.111115,-25.88889,-2.220553,2
12,9,0.272164,1.611112,107.22222,-13.444445,-2.368866,2
21,9,0.516398,1.166667,115.77778,-12.333333,-2.370372,2
97,9,0.329631,1,126.55556,-9.777778,-2.346234,2
104,9,1.436302,1.833335,87.22222,-18.222221,-2.326201,2
71,9,0.888891,1.499999,115.55556,-13.555555,-2.339758,2
29,9,1.229636,1.388891,119,-14.444445,-2.29776,2
29,9,0.711108,1.055553,119.22222,-15.666667,-2.271128,2
39,9,1.129629,1.833333,102.55556,-23.444445,-2.198158,2
23,9,0.611616,1.166665,111.888885,-14,-2.37055,2
16,9,0.344443,0.888891,99.111115,-19.777779,-2.293933,2
51,9,0.712324,2.055553,113.22222,-16.555555,-2.30531,2
64,9,0.699205,1.333331,96.333336,-15,-2.355443,2
33,9,0.623609,0.500001,96.77778,-12.777778,-2.408019,2
55,9,0.818524,1.166668,113.888885,-15,-2.308179,2
35,9,0.285183,0.722221,131.22223,-13.444445,-2.146845,2
45,9,0.207408,1.555557,111.111115,-16.222221,-2.292668,2
13,9,1.011116,0.944445,137.11111,-7.111111,-2.276767,2
75,9,0.774077,1.055559,115.888885,-14.888889,-2.309804,2
89,9,0.272169,1.277779,93.111115,-19.222221,-2.306204,2
28,9,0.389683,1.444441,111,-13.888889,-2.35398,2
27,9,0.596293,0.999997,130.33334,-9.888889,-2.264129,2
41,9,0.772202,1.111112,111.888885,-16.777779,-2.299918,2
40,9,0.596295,1.499999,113.333336,-16.333334,-2.292201,2
14,9,0.574134,1.666669,104.22222,-13,-2.390383,2
46,9,0.611616,2.166668,112.77778,-14,-2.357688,2
15,9,1.051846,1.888888,119.666664,-14.111111,-2.32497,2
59,9,0.459466,1.055556,109.22222,-14.444445,-2.364216,2
67,9,1.135293,3.833332,92.111115,-16.555555,-2.357338,2
26,9,0.272165,0.444444,98.333336,-14.333333,-2.38614,2
19,9,0.760118,1.444447,115.44444,-13.666667,-2.352834,2
115,9,0.02963,1.444445,123.22222,-9,-2.405477,2
46,9,0.399996,1.05556,129.44444,-11.888889,-2.232616,2
26,9,1.496289,1.888885,131.44444,-12.444445,-2.182567,2
25,9,0.250923,0.944447,103.666664,-14.777778,-2.360195,2
56,9,0.162963,0.722221,116.22222,-15,-2.307657,2
63,9,0.296294,0.666668,108.44444,-16.666666,-2.315885,2
19,9,0.551851,1.888888,97.666664,-21.88889,-2.264331,2
20,9,1.192568,1.166665,115.666664,-14.666667,-2.328034,2
40,9,0.574132,0.722223,96.22222,-11.444445,-2.434692,2
20,9,0.490655,0.833333,114,-13.666667,-2.348006,2
45,9,0.596299,1,88.111115,-26.444445,-2.238324,2
34,9,0.340741,1.888891,131.44444,-12.111111,-2.2,2
39,9,0.730297,1.333333,99.44444,-13.666667,-2.393564,2
30,9,0.501847,0.833332,112.77778,-17.333334,-2.27951,2
64,9,0.699205,1.333331,96.333336,-15,-2.355443,2
67,9,0.622222,1.055556,99.44444,-21.88889,-2.173099,2
27,9,0.462964,0.5,132.55556,-8.888889,-2.264532,2
15,9,0.211111,1.444443,133.88889,-8.555555,-2.330563,2
57,9,0.785183,1.000001,76.44444,-29.777779,-2.254208,2
35,9,0.781735,0.888888,113.77778,-14.222222,-2.346636,2
50,9,0.272166,0.777779,109.22222,-17.222221,-2.312305,2
29,9,0.403687,0.444443,98.55556,-14.888889,-2.373206,2
57,9,0.196297,0.888889,111.333336,-17,-2.297173,2
90,9,0.374076,1.27778,105.666664,-23.333334,-2.078418,2
12,9,0.518519,1.777779,115.55556,-11.333333,-2.402917,2
39,9,0.299997,1.111111,116.55556,-13.222222,-2.352961,2
57,9,0.774071,1.611109,86.22222,-22.666666,-2.288131,2
79,9,0.344265,0.777779,93.888885,-14.888889,-2.377965,2
81,9,0.329631,1.055557,75.66667,-33.88889,-2.18233,2
58,9,0.774072,1.000001,76.888885,-30.11111,-2.239301,2
41,9,0.355559,0.277779,128.44444,-11.666667,-2.270225,2
13,9,0.207408,1.111112,88.22222,-25.333334,-2.28708,2
58,9,0.62361,1.444444,110.44444,-14.111111,-2.357271,2
35,9,1.05185,1.111113,114.44444,-16.333334,-2.282923,2
24,9,0.907406,0.888888,117.666664,-12.222222,-2.349252,2
71,9,0.888891,1.499999,115.55556,-13.555555,-2.339758,2
27,9,0.462964,0.5,132.55556,-8.888889,-2.264532,2
25,9,1.46667,1.111111,117.77778,-12.333333,-2.354552,2
62,9,0.562964,1.666669,115.77778,-13.666667,-2.314232,2
65,9,0.611618,1.500001,111.666664,-17,-2.303991,2
15,9,0.340743,1.222225,90.888885,-26.88889,-2.266452,2
42,9,0.54433,1.666668,95.666664,-12.111111,-2.410388,2
65,9,0.785188,0.722221,82.77778,-27.666666,-2.239144,2
58,9,0.403686,0.888891,112.55556,-12,-2.365385,2
51,9,1.099995,1.499998,117,-13.666667,-2.306687,2
99,9,0.474074,0.777779,79,-30.555555,-2.207756,2
11,9,0.311116,2.888891,136.88889,-2.666667,-2.521648,2
13,9,0.574135,1,106.55556,-15,-2.351897,2
36,9,0.1963,1,128.55556,-12.222222,-2.247156,2
50,9,0.760115,0.944445,94.666664,-16.666666,-2.337296,2
107,9,1.288892,1.055555,125.77778,-11,-2.317384,2
42,9,0.54433,1.666668,95.666664,-12.111111,-2.410388,2
41,9,0.327731,0.833333,99,-12.333333,-2.404553,2
