@relation segment

@attribute Region-centroid-row numeric
@attribute Vegde-sd numeric
@attribute Rawblue-mean numeric
@attribute Exred-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
50,0.462963,30,-4.111111,1
75,4.611113,34.77778,-7.888889,1
134,0.240741,6.666666,5.333334,1
123,0.151852,6.777778,5.666666,1
61,3.185182,24.222221,-0.888889,1
60,2.329629,35.22222,-6.222222,1
117,0.207407,7.444445,4,1
113,1.52963,25.444445,-0.777778,1
59,3.5,28.777779,-3.111111,1
137,0.166667,6.444445,5.777778,1
138,0.562963,6.555555,4.777778,1
92,2.418516,24.11111,-0.888889,1
140,0.118519,5.555555,4.666666,1
130,0.240741,6.666666,5,1
117,0.255556,26.333334,-0.333333,1
86,0.651853,23.555555,-0.111111,1
95,1.007408,26.666666,-0.222222,1
143,0.344444,6.222222,4.111111,1
140,0.462963,7.333334,4.666666,1
116,0.151852,8.222222,3.222222,1
114,0.062963,7.333334,2,1
75,1.407408,29.333334,-2.222222,1
117,0.151852,7.444445,3,1
72,4.744444,35.77778,-8.777778,1
115,0.033333,7.888889,4.666666,1
79,2.285185,21,1.555556,1
125,0.062963,7.666666,3.444444,1
103,1.52963,22.777779,3.777778,1
84,1.277777,30,-0.888889,1
116,1.633333,27.555555,-1.444444,1
118,0.385186,27.333334,-2.666667,1
146,0.122222,6.777778,1.666667,1
75,0.32963,27.11111,-0.666667,1
143,0.133333,5.888889,4.555555,1
96,1.022222,27.333334,0.666667,1
56,0.207407,25.444445,-1.222222,1
126,0.374074,8,3.555556,1
90,0.577778,32.22222,-3.555556,1
145,0.162963,6.555555,3.111111,1
145,0.018518,4,4.888889,1
45,3.174073,28.777779,-4.111111,1
149,0.785185,8.777778,-4.222222,1
114,0.062963,6.111111,3.888889,1
115,0.151852,8.555555,3,1
121,0.118518,7.444445,4.777778,1
113,0.255556,6.666666,4.555555,1
123,0.207407,6.666666,5.222222,1
66,1.007407,24,-0.333333,1
93,0.211111,26.777779,-4.444445,1
60,1.140741,30,-3.888889,1
117,0.122222,8.222222,2.666667,1
114,0.788889,17.11111,4.777778,1
92,2.977778,29.777779,-3.333333,1
142,0.062963,5.222222,4.888889,1
74,0.577777,26.88889,-0.444444,1
136,0.418519,7.222222,4.555555,1
128,0.118518,6.555555,5.333334,1
56,0.429629,31.333334,-4.777778,1
110,0.122222,6.333334,0.333333,1
100,0.107408,26,1.777778,1
137,0.166667,6.444445,5.777778,1
74,1.555556,28.88889,-2.222222,1
89,1.485185,30.444445,-2.333333,1
116,0.477778,7.666666,3,1
102,1.851851,21.88889,1.888889,1
112,0.418518,7.222222,3.555556,1
139,0.107407,7.222222,4.333334,1
59,0.774073,34.333336,-8.222222,1
115,0.388889,7.888889,3.111111,1
116,0.107407,7,3.444444,1
131,0.074074,6,4.444445,1
83,0.340741,24.444445,0.333333,1
113,0.996296,16.88889,7.222222,1
116,0.107407,7,3.444444,1
83,4.918518,23.222221,1.111111,1
115,2.388889,21.777779,-2.666667,1
85,1.051853,21.88889,2.777778,1
116,0.151852,8.222222,3.222222,1
125,0.062963,7.666666,3.444444,1
57,3.411111,34.444447,-4.888889,1
64,2.118519,28.88889,-1.444444,1
51,1.629631,35.11111,-9.222222,1
130,0.122222,6.222222,4.666666,1
81,2.21111,24.666666,1.444444,1
140,0.251852,6.888889,4.333334,1
103,0.596296,19.11111,4.555555,1
51,1.999999,25.666666,-2.444444,1
118,1.529629,29,-3.555556,1
67,3.362964,30.777779,-2.555556,1
136,0.122222,8,4.555555,1
133,0.444444,7.888889,4,1
95,3.733334,26.222221,0,1
117,0.133333,7.555555,1.666667,1
145,0.018518,4,4.888889,1
73,0.72963,24.11111,0.444444,1
100,0.266666,28.444445,-1.333333,1
92,0.562964,30.333334,-1.666667,1
116,0.285185,28.11111,-2.333333,1
109,0.240741,21,4.333334,1
128,0.3,7.222222,4.111111,1
118,0.018518,6.666666,4.111111,1
118,0.177778,6.222222,3.666667,1
57,1.618517,36.22222,-8.444445,1
67,1.396297,35.88889,-6.111111,1
42,0.151851,31.11111,-7.777778,1
44,2.388888,25.222221,-4.222222,1
80,1.851851,31.555555,-1.444444,1
92,0.429631,30,-2,1
56,3.644444,37.666668,-7.555555,1
108,0.8,21.11111,4,1
133,0.266667,7.777778,5,1
114,1.129629,24.666666,0.444444,1
61,0.507407,30.666666,-3.222222,1
39,1.129629,132,-32.444443,2
46,0.399996,145.55556,-18.222221,2
27,0.462964,146.55556,-16.555555,2
59,0.459466,139,-37.444443,2
15,0.557772,132,-40.88889,2
17,0.5164,141.88889,-33.444443,2
80,0.177779,119.333336,-41.666668,2
93,3.896308,112.111115,-46.88889,2
30,0.666666,131.11111,-40.88889,2
39,0.062963,142.44444,-32.22222,2
12,0.518519,143.11111,-35.666668,2
77,0.574135,125.22222,-41.22222,2
49,0.385186,139.33334,-37.77778,2
56,0.029629,140.66667,-30.333334,2
19,0.418515,142.66667,-26.777779,2
18,1.29386,142,-34.88889,2
49,0.388888,143.11111,-31.222221,2
58,0.388888,118.77778,-47.444443,2
25,0.730297,142.22223,-35.11111,2
115,0.02963,145.33334,-28.666666,2
101,0.385187,147.22223,-25.444445,2
57,0.474073,139.66667,-31.444445,2
32,0.162964,146.33334,-19.555555,2
39,1.129629,132,-32.444443,2
15,0.211111,149.55556,-19.222221,2
63,0.296294,137.55556,-35.333332,2
81,0.646932,124.888885,-42.11111,2
83,0.518519,116.888885,-48.22222,2
94,0.607404,119.22222,-43.22222,2
50,0.544332,139.77779,-36.555557,2
79,0.344265,126.55556,-41.555557,2
71,0.888891,140.88889,-31.222221,2
98,0.15185,116.888885,-45,2
18,0.729626,147.55556,-15.888889,2
41,0.327731,128.88889,-43.77778,2
55,2.877772,124.111115,-39.22222,2
64,0.699205,126.22222,-37.333332,2
13,0.574135,135.77779,-36.333332,2
62,0.562964,139.44444,-28.666666,2
89,0.272169,125.44444,-38.88889,2
33,0.272163,140.88889,-34,2
50,1.003694,130.33334,-46.11111,2
42,0.685184,141.77779,-30.11111,2
15,0.25185,150.11111,-19.333334,2
58,0.62361,138.77779,-35.444443,2
32,0.207408,138.11111,-33.666668,2
11,0.311116,150.88889,-19.666666,2
59,0.349603,138.77779,-34.444443,2
72,0.399998,117.111115,-42.666668,2
32,0.162964,146.33334,-19.555555,2
28,0.403686,130.66667,-45.444443,2
42,0.54433,126.22222,-39.77778,2
28,0.074075,131.11111,-37.77778,2
74,0.088889,123.22222,-38.22222,2
28,0.136081,131.11111,-40.555557,2
90,0.044444,128.55556,-22.777779,2
47,0.385188,146.33334,-20.222221,2
28,0.389683,138.66667,-34.555557,2
19,0.760118,142.44444,-33.666668,2
45,0.729629,124,-42.333332,2
75,0.266666,115.888885,-49.666668,2
44,0.574135,138.11111,-31.11111,2
113,0.3,145.66667,-25.333334,2
24,0.907406,141.66667,-29.88889,2
41,0.772202,139.77779,-33.444443,2
83,0.518519,116.888885,-48.22222,2
26,1.0074,146.55556,-17.666666,2
40,0.62063,141.66667,-32.77778,2
41,0.327731,128.88889,-43.77778,2
13,0.47778,144.77777,-29,2
45,0.596299,124.55556,-41.444443,2
36,0.1963,146.11111,-20.222221,2
25,1.46667,142.33334,-30.666666,2
62,0.207406,121.44444,-42,2
31,1.496296,145.55556,-18.11111,2
17,0.107405,143.88889,-28.555555,2
67,0.622222,125.55556,-28.222221,2
41,0.68853,138.88889,-33.77778,2
22,0.255559,147,-14.888889,2
87,0.474069,146.44444,-22.555555,2
36,0.340743,125.22222,-40.444443,2
25,1.46667,142.33334,-30.666666,2
20,0.75031,142.66667,-31.666666,2
45,0.455421,140,-36.88889,2
92,0.211111,115.44444,-46.333332,2
42,0.54433,126.22222,-39.77778,2
109,0.809666,122.22222,-39.11111,2
75,0.471403,133,-32.444443,2
48,0.107407,132.44444,-25,2
34,0.122222,127.333336,-42.77778,2
71,0.329628,115.55556,-49.11111,2
53,0.444444,130.22223,-26.444445,2
74,0.088889,123.22222,-38.22222,2
58,0.534027,126.44444,-38.22222,2
66,1.440741,118.77778,-43.333332,2
62,0.385184,127.111115,-28.555555,2
85,0.166668,118,-43,2
79,0.118518,115.333336,-47.666668,2
17,0.551851,143.55556,-32.333332,2
21,0.516398,141.88889,-33,2
46,0.240742,128.88889,-40.88889,2
23,0.611616,141.66667,-37.666668,2
35,0.781735,141.33334,-34.22222,2
47,0.32963,128.77779,-41.666668,2
18,1.022222,147.88889,-19.333334,2
28,1.278022,131.22223,-46.22222,2
51,0.443051,138.88889,-34.22222,2
20,0.490655,140.55556,-33,2
91,0.827758,123.44444,-37,2
66,0.255557,128.77779,-22,2
78,1.025599,125.666664,-40.88889,2
55,0.490652,132.22223,-38,2
43,1.1,140.22223,-28.777779,2
62,0.207408,138.77779,-27.222221,2
93,0.151851,128,-25.222221,2
41,0.327731,129.33334,-39.333332,2
66,1.57407,139.77779,-34.666668,2
30,0.272164,130.11111,-37.444443,2
33,0.611111,130.55556,-39.333332,2
13,0.507406,149.88889,-20.11111,2
49,0.240742,128.88889,-35.333332,2
71,0.490655,138.33334,-32.22222,2
20,0.490655,140.55556,-33,2
81,0.107409,118.44444,-44.88889,2
40,0.516397,129,-44.11111,2
35,1.229632,142.55556,-30.333334,2
27,0.623609,138.66667,-33.333332,2
40,0.166667,142.22223,-29.88889,2
18,0.088889,132.33334,-35.11111,2
29,0.403687,130.55556,-40.555557,2
31,0.45542,143.11111,-33.88889,2
29,0.711108,142.88889,-27.666666,2
15,0.272168,144,-32.77778,2
54,0.107408,132.44444,-23,2
34,0.966091,140,-35.333332,2
20,0.327729,129.55556,-39.77778,2
65,0.785188,121.111115,-43.666668,2
13,1.011116,148.88889,-14.111111,2
21,0.516398,141.88889,-33,2
16,0.162962,125,-44.88889,2
46,0.611616,141,-35.333332,2
50,0.760115,125.77778,-38.333332,2
67,1.135293,125.55556,-41.88889,2
65,0.374072,141.66667,-31,2
30,0.272164,130.11111,-37.444443,2
59,0.166667,140.44444,-28.777779,2
30,0.272165,129,-40.666668,2
52,0.018518,140.22223,-30.666666,2
40,0.574132,129,-43.444443,2
78,0.329632,147,-20.666666,2
23,0.365148,139.77779,-36,2
66,0.462965,117.333336,-43,2
36,0.800462,132.44444,-39.77778,2
81,0.240743,128.88889,-21.777779,2
57,0.77407,146.66667,-19,2
73,0.062964,140.55556,-30.222221,2
81,0.329631,116.44444,-44.22222,2
90,0.374076,128.33334,-22.333334,2
50,0.760115,125.77778,-38.333332,2
54,0.646931,141.33334,-35.11111,2
71,0.888891,140.88889,-31.222221,2
107,1.288892,145.22223,-23.666666,2
53,0.455419,138.22223,-33.333332,2
72,1.00741,140.55556,-30.666666,2
13,0.207408,128.44444,-47.666668,2
57,0.785183,119.333336,-49.444443,2
82,0.344266,125.888885,-40.88889,2
19,0.551851,130.22223,-37.88889,2
61,0.490653,128.33334,-41.88889,2
35,1.05185,140.11111,-30.333334,2
40,0.421635,141.55556,-33.333332,2
99,0.474074,118,-43.22222,2
24,0.907406,141.66667,-29.88889,2
45,0.666666,126.888885,-39.22222,2
57,0.722651,139,-34,2
25,0.84444,126.888885,-43.555557,2
27,0.240737,146.55556,-14.888889,2
71,1.085182,122.44444,-27,2
33,0.623609,128.66667,-41.444443,2
43,0.32963,128.22223,-39.11111,2
77,0.311108,147.33334,-22.11111,2
21,0.611615,142.88889,-35.444443,2
49,0.433335,141.77779,-29.555555,2
51,0.443054,140.77779,-36.88889,2
15,0.340743,131.11111,-46.88889,2
38,0.58373,141.66667,-34.555557,2
14,0.807371,132.11111,-41.11111,2
21,0.443054,142.44444,-36.444443,2
57,0.374073,121.55556,-43.77778,2
90,0.044444,128.55556,-22.777779,2
63,0.516398,123.22222,-38.77778,2
76,0.211114,116.55556,-46.555557,2
35,1.041723,125.44444,-38,2
62,0.166666,140.33334,-26.777779,2
11,0.311116,150.88889,-19.666666,2
85,0.299998,122.55556,-36.77778,2
35,0.296297,122,-44.77778,2
25,0.250923,133.77779,-37.77778,2
33,0.623609,128.66667,-41.444443,2
47,0.211113,121.44444,-43.666668,2
48,0.251852,138.11111,-30.444445,2
31,0.418517,145.44444,-16.88889,2
27,0.596293,145.55556,-17.88889,2
47,0.122223,145.77777,-22,2
15,0.285185,145.33334,-27.666666,2
40,0.596295,139.66667,-31.333334,2
63,0.443052,126.111115,-38.11111,2
72,0.562961,141.11111,-34,2
29,1.229636,142.77777,-28.444445,2
68,0.57778,124.888885,-32,2
31,0.385183,141.22223,-29.11111,2
39,0.299997,142.88889,-32.88889,2
21,0.607407,143.22223,-28.11111,2
29,0.60741,126.333336,-43.444443,2
96,0.196297,115.666664,-44.444443,2
16,0.355559,149.88889,-17.222221,2
64,0.699205,126.22222,-37.333332,2
29,0.711108,142.88889,-27.666666,2
32,0.586892,133.33334,-38.666668,2
51,1.099995,140.22223,-28,2
58,0.459469,138.77779,-35.666668,2
54,0.443054,126.111115,-36.22222,2
30,0.501847,139.66667,-31.666666,2
56,0.029629,140.66667,-30.333334,2
39,0.730297,131.11111,-40.666668,2
57,0.418515,146.22223,-18.222221,2
52,0.596301,129.22223,-31.88889,2
50,0.655462,140.88889,-33,2
32,0.418519,132.55556,-38.444443,2
49,0.92896,140.44444,-32.77778,2
40,0.207408,140.55556,-30.555555,2
57,0.774071,122.22222,-42.666668,2
54,0.166667,145.55556,-20.333334,2
29,1.229636,142.77777,-28.444445,2
15,1.051846,145.33334,-31.444445,2
96,0.418521,128.11111,-24.444445,2
16,0.344443,131.11111,-38.11111,2
16,0.298143,131,-40.22222,2
44,0.122222,121.44444,-42,2
56,0.162963,141.66667,-30.666666,2
41,0.774073,147.22223,-19.444445,2
18,0.455422,130.44444,-44.666668,2
55,0.818524,139.33334,-30.666666,2
21,0.799994,142.55556,-27.555555,2
51,0.389683,127,-40.555557,2
46,0.611616,141,-35.333332,2
18,0.691216,130.11111,-34.333332,2
31,0.344266,132.55556,-39.22222,2
65,0.611618,140,-34,2
79,0.344265,126.55556,-41.555557,2
12,0.272164,135.33334,-35.444443,2
18,0.455422,130.44444,-44.666668,2
53,0.285188,145.77777,-19.666666,2
58,0.344266,128.11111,-38.11111,2
34,0.928956,142,-35.444443,2
25,0.501848,131.33334,-43.333332,2
32,1.062842,142.22223,-33.333332,2
32,1.062842,142.22223,-33.333332,2
18,0.729626,147.55556,-15.888889,2
35,0.285183,146.22223,-15.777778,2
47,0.607409,139.77779,-29.222221,2
80,0.166666,127.333336,-24.555555,2
13,0.444445,145.44444,-32.22222,2
54,0.720081,127.44444,-37.22222,2
41,0.355559,145.88889,-20.333334,2
27,0.462964,146.55556,-16.555555,2
51,0.712324,141.11111,-33.555557,2
19,0.151853,146.44444,-18.666666,2
21,0.760117,143.11111,-33.22222,2
67,0.459472,138.44444,-31.666666,2
14,0.574134,134.11111,-38.333332,2
104,1.436302,119.888885,-39.88889,2
60,0.388886,138.33334,-29,2
42,0.607408,147.44444,-19.88889,2
44,2.094083,136.88889,-31.777779,2
57,0.740742,140.44444,-31,2
47,0.355557,141.66667,-31.11111,2
30,0.879816,141,-30.88889,2
33,0.936897,141.77779,-33.666668,2
45,0.207408,137.33334,-31.222221,2
19,0.389681,143.11111,-32.88889,2
25,0.329628,125.666664,-43.444443,2
75,0.774077,141.22223,-30.555555,2
70,0.177776,127.77778,-25.555555,2
22,0.388882,147.88889,-16.555555,2
38,0.403687,131.44444,-39.11111,2
68,0.151852,141,-30.333334,2
101,0.385187,147.22223,-25.444445,2
26,0.272165,130.88889,-41.666668,2
43,0.433333,140.55556,-27.444445,2
62,0.399999,126.333336,-27.777779,2
58,0.774072,118.55556,-47.444443,2
58,0.403686,137.44444,-31.333334,2
24,0.966665,137.77779,-32.555557,2
13,0.207407,149.11111,-17.777779,2
48,0.207406,146.11111,-21.88889,2
34,0.340741,146.66667,-16.777779,2
143,0.389682,1.222222,-1.222222,3
137,18.685184,9,-7.333334,3
115,0.344445,4.666667,-5,3
120,46.933327,12.777778,-10.888889,3
91,6.462962,12.111111,-11.444445,3
77,1.811111,13.111111,-13.444445,3
134,0.018519,0.111111,-0.111111,3
142,1.377061,7.222222,-6.555555,3
91,188.50739,52.666668,-20.777779,3
107,3.733333,14.555555,-11.444445,3
122,0.240741,4.444445,-4.777778,3
112,0.421637,1.222222,-1.333333,3
111,0.240741,4,-4,3
130,0.250924,2.555556,-2.666667,3
97,0.651852,5.888889,-6.222222,3
66,9.089677,49.555557,-22.666666,3
119,0.088889,4.222222,-4.333334,3
98,0.611616,3.555556,-4.444445,3
125,0.222222,7.777778,-7.111111,3
127,0.960324,30.11111,-25.777779,3
106,0.172133,1.666667,-1.666667,3
107,0.720082,36,-28.666666,3
136,1.096296,3,-3,3
120,0.088889,3,-2.777778,3
131,0,0,0,3
115,3.10555,39,-22.777779,3
136,0,0,0,3
127,0.074074,1.888889,-1.888889,3
112,1.377778,7.222222,-8.111111,3
90,2.435083,7.333334,-7.333334,3
124,0.611111,2.666667,-2.777778,3
129,0.077778,1.555556,-1.555556,3
138,0.64693,2.777778,-3.111111,3
81,267.45554,30.555555,-22,3
142,0.02963,0.111111,-0.111111,3
120,0.133333,3.888889,-4.777778,3
109,1.229631,9.666667,-9.333333,3
125,0.827759,3.888889,-4,3
120,0.344444,4.444445,-5.111111,3
87,1.962613,5.666666,-5.111111,3
134,0.182574,3.888889,-5,3
91,0.196296,6.222222,-6.555555,3
109,0.251852,8.444445,-8.555555,3
81,8.740745,18.88889,-14.444445,3
78,356.16672,91.44444,-26.666666,3
73,7.865538,57.333332,-42.444443,3
141,1.540803,18.555555,-14.333333,3
76,0.918519,13.333333,-13.444445,3
119,2.026673,33.666668,-25.11111,3
122,0.403687,1.222222,-1.666667,3
126,11.885187,3.555556,-3.222222,3
88,0.607407,10.111111,-11.111111,3
138,1.143419,9.333334,-9.555555,3
73,1.277778,10.666667,-10.444445,3
85,4.418521,14.888889,-13.888889,3
125,0.374074,3.888889,-4.111111,3
109,3.233333,4.777778,-4.888889,3
89,9.555554,17.11111,-14.111111,3
107,3.14074,4.555555,-4.666666,3
83,0.547722,6,-6.444445,3
124,1.140741,2.777778,-3.111111,3
96,2.962964,7.777778,-8,3
95,1.633332,9,-9.666667,3
123,0.077778,4.222222,-4.555555,3
95,0.818519,12.555555,-12.444445,3
92,4.63641,18.666668,-11.666667,3
126,0.534027,20,-17.88889,3
95,0.699206,3.888889,-4.777778,3
130,0,2.333334,-2.333333,3
123,0.018519,3.444444,-3.444444,3
120,0.062963,3,-3,3
96,3.6,8,-8.333333,3
90,0.374074,6.888889,-6.777778,3
118,0.074074,2.555556,-2.777778,3
122,1.241266,28.333334,-24.444445,3
121,1.82168,23.444445,-16.222221,3
88,1.366667,7.666666,-7.888889,3
98,45.84074,10.444445,-9.555555,3
141,0.240741,3.666667,-4.333334,3
110,0.211111,4.888889,-5.111111,3
107,0.211111,5.333334,-5.666666,3
107,14.967619,12.222222,-6.555555,3
146,0.136083,0.111111,-0.111111,3
120,1.986063,33.11111,-25.555555,3
130,0.45542,3.333333,-3.777778,3
82,41.288895,14.555555,-12.444445,3
81,267.45554,30.555555,-22,3
114,0.122222,3.888889,-2.888889,3
120,1.274074,3.333333,-3.666667,3
80,13.751853,31.666666,-18.88889,3
95,0.474074,7.222222,-7.888889,3
128,1.75647,25.88889,-19.11111,3
120,0.250924,6.555555,-7.222222,3
113,4.122656,44.22222,-32.333332,3
136,2.810035,25.777779,-7.666666,3
73,0.785185,9.666667,-9.222222,3
124,14.962965,5.888889,-4.666666,3
141,1.351853,7.666666,-8.444445,3
80,14.829629,15.111111,-10.444445,3
131,0.807373,1.777778,-1.555556,3
71,10.382501,40.22222,-18.88889,3
145,0.196296,1.444444,-1.555556,3
127,0.975629,26.444445,-16.444445,3
120,14.774076,7.666666,-6.888889,3
137,0.107407,2,-2,3
124,0.444445,6.111111,-6.888889,3
100,83.351845,13.333333,-10.444445,3
106,0.151852,6.111111,-5.888889,3
106,0.418518,4.888889,-5.555555,3
114,0.433333,4.666667,-5.222222,3
126,0.712325,5.222222,-6.666666,3
105,15.662961,8.333334,-7.444445,3
136,1.149879,13.222222,-11.666667,3
77,0.651851,10.222222,-11.333333,3
106,3.544443,7.888889,-8,3
90,0.374074,6.888889,-6.777778,3
144,0.02963,3,-3,3
120,1.986063,33.11111,-25.555555,3
81,8.740745,18.88889,-14.444445,3
98,0.712325,2.888889,-3.555556,3
99,0.82963,5.555555,-5.777778,3
85,13.451853,8.888889,-8.888889,3
87,572.9964,79,-26,3
124,0.433334,5.555555,-5.444445,3
70,8.767999,23.88889,-14.777778,3
87,1.962613,5.666666,-5.111111,3
118,0.136083,0.111111,-0.111111,3
123,0.374074,3.333333,-3.555556,3
90,23.377783,15.666667,-12.666667,3
