@relation segment

@attribute Region-centroid-row numeric
@attribute Short-line-density-2 numeric
@attribute Vedge-mean numeric
@attribute Hedge-mean numeric
@attribute Rawgreen-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
108,0,0.611111,0.944444,16.555555,-1.683529,1
92,0,3.333334,1.777778,17.11111,-1.682651,1
138,0,0.444444,0.444444,3,-0.880521,1
132,0,0.5,0.222222,2.888889,-0.808383,1
102,0,0.888889,2.611111,17.333334,-1.68544,1
124,0,0.888889,0.888889,3.444444,-1.037663,1
113,0,0.5,0.277778,3.444444,-1.175454,1
69,0,2.055556,1.88889,19.11111,-1.79139,1
118,0,0.333333,0.777778,2.555556,-1.047198,1
81,0,2.611111,2.722222,15.222222,-1.566335,1
122,0,0.333333,0.5,3.444444,-1.05144,1
107,0,1.444444,1.888889,13.888889,-1.357871,1
129,0,0.555556,0.888889,4,-0.843904,1
50,0,1.055556,1,17.444445,-1.741254,1
89,0,1.277778,1.666667,18.11111,-1.664008,1
102,0,1.222222,1.333333,15.444445,-1.555097,1
118,0,0.277778,0.555556,3.222222,-1.053347,1
143,0,0.333333,0.666667,2,-0.87829,1
138,0,0.888889,0.833333,3.333333,-0.862108,1
77,0,2.111111,2.444445,18.444445,-1.68954,1
93,0,2.499999,2.111111,15.444445,-1.730306,1
123,0,0.388889,0.388889,3.555556,-0.761648,1
109,0,0.722223,1.333334,13.111111,-1.276562,1
80,0,3.555555,3,18.555555,-1.620451,1
92,0,1.111111,1.388889,17.555555,-1.653926,1
108,0,1.333333,1.388889,12.888889,-1.302133,1
122,0,0.277778,0.333333,3,-0.953435,1
62,0,1.833334,1.833333,15.777778,-1.650123,1
101,0,1.333333,1.277778,15.888889,-1.558599,1
107,0,1.555556,3.333333,13.444445,-1.370369,1
110,0,1.722222,2.666667,13.444445,-1.345096,1
90,0,1,2,18.666668,-1.705942,1
61,0,2.222222,3.111111,14,-1.591206,1
56,0,1.222222,1.333334,14.666667,-1.622211,1
88,0,2.055556,1.722222,15.666667,-1.512555,1
103,0,1.388889,1.888889,13.888889,-1.334127,1
64,0,2.222222,2.888888,17.88889,-1.756712,1
126,0,0.555555,0.555556,2.555556,-0.877707,1
118,0,0.388889,0.722222,3.555556,-0.87829,1
41,0,1.777778,1.666667,16.88889,-1.77166,1
56,0,1.555555,1.5,17.666668,-1.748835,1
129,0,0.833333,0.666667,3.777778,-0.932783,1
130,0,0.611111,0.666667,3.222222,-0.871495,1
102,0,0.888889,2.611111,17.333334,-1.68544,1
51,0,1.666667,1.611111,14.333333,-1.68129,1
126,0,0.388889,0.444445,3.111111,-0.895807,1
92,0,1.388889,2.5,14.333333,-1.570588,1
70,0,1.277778,1.833333,17.88889,-1.649603,1
95,0,1.222222,0.944444,16.222223,-1.567327,1
101,0,0.555555,1.611111,16.555555,-1.674318,1
126,0,0.444444,0.611111,2.888889,-0.612886,1
136,0,0.611111,1,3.777778,-0.924607,1
107,0,0.833333,1.611111,12.555555,-1.312499,1
122,0,0.555555,0.777778,3.333333,-0.942559,1
115,0,1.666667,4.166667,16.777779,-1.619549,1
118,0,0.055556,1.055556,3.222222,-0.960827,1
75,0,0.611111,0.722222,15.777778,-1.590164,1
67,0,1,2.444445,14.555555,-1.623202,1
34,0,2,1.5,14.888889,-1.823148,1
113,0,0.722222,2.777778,10.111111,-0.9757,1
68,0,1.444444,2.166667,20.444445,-1.848523,1
137,0,0.5,1.111111,3.333333,-0.744272,1
68,0,4.055556,2.388889,12.444445,-1.563972,1
87,0,2.777778,2.722222,12.777778,-1.318373,1
78,0,2.222223,2,18.555555,-1.610448,1
96,0,1,2.777778,16.222223,-1.530686,1
90,0,1.944445,1.333334,13.444445,-1.425885,1
64,0,1.444444,1.666666,14,-1.755505,1
134,0,0.277778,0.666667,2.555556,-0.730465,1
146,0,0.5,0.666667,2.888889,-1.258358,1
64,0,1.5,1.388889,17.666668,-1.724894,1
122,0,0.277778,0.555556,3.222222,-0.964797,1
136,0,0.611111,0.444444,3.333333,-0.896533,1
121,0,0.444444,0.611111,3.777778,-0.914324,1
128,0,0.333333,0.388889,2.777778,-0.688601,1
129,0,0.444444,1.111111,3.777778,-0.912766,1
131,0,0.333333,0.333333,3,-0.621222,1
86,0,1.388889,1.666667,18,-1.650844,1
104,0,2.277778,4,16.555555,-1.72879,1
89,0,1.722222,2.944445,16.555555,-1.611365,1
128,0,0.5,0.666667,3.111111,-0.985811,1
106,0,1.611111,0.722222,14.111111,-1.48458,1
124,0,0.611111,0.611111,3.333333,-0.987873,1
53,0,0.888889,1.166667,16.333334,-1.662177,1
59,0,1.277777,2.055555,18,-1.699326,1
140,0,1.055556,1,3.777778,-0.909267,1
121,0,1.666666,2,17.555555,-1.740736,1
124,0,0.222222,0.833333,3.666667,-1.011484,1
94,0,1.666667,3.666667,15.666667,-1.627145,1
74,0,3.888889,2.166667,17.666668,-1.66658,1
103,0,2.166666,1.833333,16.333334,-1.634396,1
63,0,1.222222,1.5,13.333333,-1.683847,1
60,0,0.555555,1.055555,14.333333,-1.623392,1
112,0,0.722222,0.555555,3.444444,-1.058277,1
114,0,1.166667,2.111111,10.333334,-1.179347,1
125,0,0.388889,0.666667,3.444444,-0.944272,1
123,0,0.444444,0.5,3.222222,-0.837598,1
118,0,0.444445,0.444445,3.555556,-1.076198,1
116,0,0.611111,0.444445,3.666667,-1.19107,1
124,0,0.555556,0.444444,2.666667,-0.877707,1
104,0,2.388889,2.666666,16.11111,-1.669752,1
149,0,0.555556,0.722222,3.555556,-1.985703,1
149,0,0.888889,1,3.666667,-2.009108,1
149,0,0.555556,0.722222,3.555556,-1.985703,1
79,0,1.277778,2.111111,12.111111,-1.453114,1
67,0,1.444445,1.833333,16.333334,-1.524771,1
136,0,0.5,0.666667,4.111111,-0.963931,1
120,0,1.666667,3.222222,18.444445,-1.76489,1
142,0,0.388889,0.944444,2.777778,-0.829712,1
55,0,1.444445,1.277778,15.888889,-1.634416,1
101,0,2.333333,1.777778,12.555555,-1.21111,1
59,0,1.833333,2.055555,15.888889,-1.680812,1
111,0,0.388889,0.611111,3,-0.897859,1
40,0,1.333334,1.111112,12.555555,-1.783602,1
108,0,0.833333,1.611111,12.444445,-1.169517,1
109,0,1,1.944444,12.555555,-1.131204,1
66,0,1.555555,1.5,13.444445,-1.569253,1
60,0,2.277778,2.888889,20.333334,-1.776113,1
149,0,0.5,1.055556,5.111111,-2.018631,1
117,0,0.277778,0.5,3.333333,-1.179692,1
55,0,2.222222,1.777777,17.555555,-1.771163,1
57,0,1.722222,1.944445,20.222221,-1.837675,1
142,0,0.388889,1.277778,2.333334,-0.776334,1
53,0,2.111111,2.833333,20.11111,-1.937482,1
116,0,0.388889,0.333333,3.111111,-1.099624,1
129,0,0.833333,0.666667,3.777778,-0.932783,1
130,0,0.722222,1.055556,3.333333,-0.963048,1
111,0,0.722222,0.888889,3.444444,-1.175773,1
103,0,1.388889,2.277778,11.666667,-1.219211,1
116,0,0.944445,0.888889,16.88889,-1.670314,1
42,0,1.055556,1.388889,16.666668,-1.842494,1
108,0,1.333333,1.388889,12.888889,-1.302133,1
111,0,0.555555,2.555555,1.777778,-1.43724,1
128,0,0.444444,0.888889,3.444444,-0.7213,1
116,0,0.722222,0.555555,3.888889,-1.233945,1
106,0,2.222222,2.111111,14.888889,-1.55762,1
51,0,1.777778,2.666667,19.444445,-1.873032,1
145,0,0.388889,0.611111,2.222222,-0.57094,1
111,0,1.611111,1.611111,15.111111,-1.58144,1
73,0,0.388889,1.611111,120.55556,-2.307396,2
18,0,0.777777,0.555557,108.666664,-2.45498,2
57,0,0.888888,0.666665,122.111115,-2.362514,2
81,0,0.72222,0.833332,80.888885,-2.187399,2
41,0,1,0.277779,131.33334,-2.270225,2
27,0,0.833335,2.055557,117.77778,-2.334512,2
89,0,0.555555,1.277779,99.666664,-2.306204,2
78,0,1.222225,2.666665,101.666664,-2.368082,2
25,0,1,1.277776,94.888885,-2.252101,2
62,0,0.666667,1.611109,103,-2.185419,2
31,0,0.555556,0.888889,121.888885,-2.334831,2
94,0,0.611111,1.000001,105.111115,-2.015307,2
63,0,0.999997,6.222223,100.888885,-2.375282,2
93,0,2.888891,1.944444,76.111115,-2.231558,2
21,0,0.944444,1.333332,122.55556,-2.377814,2
47,0,0.444445,1.111109,131.88889,-2.262555,2
39,0,0.666668,1.333333,108.44444,-2.393564,2
34,0,0.499999,0.888887,97.888885,-2.286636,2
101,0,0.444448,0.611109,131.11111,-2.328735,2
50,0,0.777777,0.77778,118.333336,-2.28828,2
14,0,1.055556,1.666669,112.666664,-2.390383,2
17,0,0.611112,0.666667,126.22222,-2.339493,2
18,0,1.277779,0.944445,135,-2.214612,2
55,0,1.388888,1.166668,119.111115,-2.308179,2
23,0,0.666667,1.166665,118.22222,-2.356262,2
32,0,0.777779,1.500001,116,-2.309391,2
53,0,0.555555,0.722223,119.77778,-2.39327,2
15,0,0.722226,1.222221,128.33334,-2.341041,2
68,0,1.055557,0.777779,120.666664,-2.300618,2
45,0,0.888891,1.111113,118,-2.35936,2
51,0,0.611111,0.611111,118.888885,-2.368498,2
18,0,1.222221,1.277777,120.888885,-2.352184,2
53,0,1.000001,1.111109,104.888885,-2.117007,2
25,0,0.999999,1.111111,123.888885,-2.354552,2
57,0,0.944444,1.611112,119.44444,-2.341163,2
39,0,1.388891,1.833333,105.55556,-2.198158,2
31,0,1.444444,1.222223,122.111115,-2.310766,2
30,0,0.666667,0.944444,108.44444,-2.395064,2
12,0,0.777777,1.777779,123.666664,-2.402917,2
71,0,1.055553,2.222221,97.888885,-2.143159,2
21,0,0.666662,1.166667,122.666664,-2.370372,2
86,0,0.833335,1.166669,100.333336,-2.343789,2
35,0,0.277779,0.722221,132,-2.146845,2
18,0,0.666665,0.555553,107.666664,-2.278452,2
50,0,1.777777,1.111112,103.55556,-2.37202,2
61,0,0.611111,0.555556,103.77778,-2.367396,2
81,0,0.611113,1.055557,79.111115,-2.18233,2
19,0,1.055553,1.888888,103,-2.264331,2
41,0,0.611112,0.388892,105.111115,-2.404745,2
11,0,0.833333,2.166667,139.44444,-2.401587,2
39,0,0.722223,1.222218,122.44444,-2.336025,2
21,0,0.999997,1.333333,126.333336,-2.364884,2
37,0,0.611111,1.055553,86.55556,-2.258443,2
57,0,1.22222,1.22222,120.22222,-2.34019,2
33,0,1.166665,0.611109,102.333336,-2.266225,2
85,0,0.499999,0.888887,91.77778,-2.186342,2
64,0,0.666667,1.333331,103.77778,-2.355443,2
57,0,0.611109,1.166667,131.77779,-2.215046,2
77,0,1.000002,1.277776,131.88889,-2.277146,2
14,0,0.888888,1.222223,109.22222,-2.391113,2
59,0,0.833335,1.333333,116.77778,-2.323173,2
15,0,0.666668,0.666668,109.111115,-2.389025,2
35,0,1.222223,1.111113,119.111115,-2.282923,2
40,0,0.611111,0.722223,106.888885,-2.434692,2
44,0,0.722223,1.166665,119.888885,-2.367282,2
72,0,1.111112,1.055559,120.77778,-2.32084,2
28,0,0.944443,1.444441,117.888885,-2.35398,2
55,0,0.722224,1,107.77778,-2.319697,2
35,0,0.444445,1.222221,88.77778,-2.248235,2
41,0,1.722227,1.111115,133.55556,-2.268529,2
15,0,0.888891,1.222225,97.55556,-2.266452,2
28,0,0.388889,0.888887,108.333336,-2.387884,2
51,0,0.722224,0.944443,104,-2.383438,2
27,0,0.722221,0.5,135.11111,-2.264532,2
41,0,0.944448,1.111112,117.44444,-2.299918,2
36,0,0.555556,1.055556,107.22222,-2.387384,2
19,0,0.944445,1.666672,135.33334,-2.358602,2
50,0,0.444443,0.777779,115.44444,-2.312305,2
44,0,1.277779,1.333333,98.22222,-2.255577,2
18,0,1.277779,0.944445,135,-2.214612,2
81,0,0.722224,0.722224,101,-2.382261,2
60,0,0.444447,0.777777,101.55556,-2.16692,2
21,0,0.444445,1.222221,126.44444,-2.357178,2
14,0,0.944445,0.611113,108.55556,-2.408968,2
79,0,0.444444,0.777779,102.77778,-2.377965,2
32,0,0.944445,0.833332,104.333336,-2.255674,2
36,0,1.111111,1.833335,94.333336,-2.232346,2
34,0,1.333332,1.000001,118.22222,-2.343381,2
48,0,1.055553,0.999999,99.77778,-2.247036,2
54,0,0.611112,1.222221,119.111115,-2.328661,2
20,0,1.111116,1.27778,122.55556,-2.326919,2
97,0,0.944443,1,131.11111,-2.346234,2
58,0,1.055555,1.000001,82.66667,-2.239301,2
35,0,1.111111,1.444444,122.666664,-2.311049,2
21,0,0.611112,2.055556,120.888885,-2.362526,2
41,0,0.388889,0.833333,108,-2.404553,2
63,0,0.777776,0.666668,114.666664,-2.315885,2
40,0,0.611111,0.722223,106.888885,-2.434692,2
40,0,1.166664,1.222221,122.55556,-2.308766,2
71,0,1.666667,1.499999,121.44444,-2.339758,2
29,0,0.777779,0.777779,94.666664,-2.257217,2
23,0,1.055555,1.166665,119.77778,-2.37055,2
57,0,1.222224,1.000001,83,-2.254208,2
17,0,1.388887,1.888889,126.333336,-2.412968,2
33,0,0.888889,0.888888,119.55556,-2.333537,2
40,0,1.055556,1.499999,118.333336,-2.292201,2
25,0,1.333332,0.999996,121.55556,-2.36518,2
27,0,1.055557,1.444445,133.44444,-2.146716,2
21,0,0.666665,1,122.55556,-2.339377,2
47,0,0.833331,0.999997,131.11111,-2.30244,2
19,0,1.611109,1.499998,126.111115,-2.340765,2
60,0,0.833333,1.055556,118.666664,-2.293386,2
28,0,0.444444,1.777779,107.666664,-2.438585,2
16,0,0.666667,0.944448,136.66667,-2.232895,2
27,0,0.722221,0.5,135.11111,-2.264532,2
74,0,0.333335,0.500001,93.22222,-2.220553,2
71,0,0.722221,0.888888,116.77778,-2.301203,2
80,0,0.999999,1.444445,87.22222,-2.228712,2
66,0,1.166665,1.833335,107,-2.09899,2
25,0,0.999999,1.111111,123.888885,-2.354552,2
87,0,1.222224,0.777779,131.88889,-2.312874,2
66,0,1.388891,0.888888,85.888885,-2.235701,2
52,0,0.722223,0.777777,104.666664,-2.229685,2
20,0,0.611112,0.611112,107.111115,-2.385213,2
83,0,0.888889,1.055552,80.44444,-2.239053,2
94,0,1.111111,1.277776,85.77778,-2.227114,2
13,0,1.333331,1.333333,126.111115,-2.355244,2
90,0,0.611112,1.27778,105.333336,-2.078418,2
26,0,1.222219,1.888885,132.88889,-2.182567,2
31,0,1.111109,1.333333,132.33334,-2.255012,2
35,0,0.833333,0.888888,120.44444,-2.346636,2
59,0,0.500001,1.055556,121.44444,-2.308637,2
33,0,1.166664,1.055553,121.22222,-2.348002,2
39,0,1.388891,1.833333,105.55556,-2.198158,2
57,0,1.055557,0.888889,116.666664,-2.297173,2
74,0,0.333335,0.500001,93.22222,-2.220553,2
21,0,0.666662,1.166667,122.666664,-2.370372,2
75,0,0.666667,11.111111,111.22222,-2.295488,2
28,0,1.166667,1.111112,107.22222,-2.425992,2
16,0,0.333335,1.499999,108.333336,-2.385001,2
59,0,0.833335,1.055556,116.888885,-2.364216,2
47,0,0.72222,1.499999,99.333336,-2.271072,2
68,0,0.944444,0.722224,101.55556,-2.333212,2
39,0,0.499997,1.111111,123.111115,-2.352961,2
47,0,1.222223,1.555557,117.666664,-2.23989,2
28,0,0.555553,1.222221,102.44444,-2.238865,2
12,0,0.888888,1.611112,114.55556,-2.368866,2
53,0,0.722229,0.833333,130.33334,-2.217488,2
93,0,0.72222,1.055555,105,-2.141419,2
32,0,0.944444,1.777779,121.333336,-2.333746,2
77,0,0.944447,1.166665,103.77778,-2.42468,2
44,0.111111,2.444444,2.333333,118.888885,-2.384657,2
54,0,0.833333,0.833335,105,-2.345744,2
50,0,0.444445,1.444444,116.55556,-2.325679,2
52,0,0.722223,0.777777,104.666664,-2.229685,2
16,0,0.444444,1.666667,95,-2.302468,2
49,0,0.555556,0.666669,114.666664,-2.315477,2
57,0,1.055556,1.611109,92.888885,-2.288131,2
45,0,0.944444,0.611109,92.55556,-2.247816,2
18,0,0.777777,0.555557,108.666664,-2.45498,2
58,0,1.166668,1.000001,83.333336,-2.246316,2
101,0,0.444448,0.611109,131.11111,-2.328735,2
20,0,1.055555,0.833333,120.44444,-2.348006,2
115,0,0.222224,1.444445,129.77779,-2.405477,2
25,0,0.388887,0.944447,111.333336,-2.360195,2
13,0,1.055552,1.666664,140,-2.449265,2
50,0,1.000001,0.944445,101.888885,-2.337296,2
45,0,0.666667,0.777779,104.111115,-2.371807,2
99,0,0.888891,0.777779,83.22222,-2.207756,2
70,0,0.666665,1.111108,105.77778,-2.17166,2
83,0,0.888889,1.055552,80.44444,-2.239053,2
66,0,1.277779,1.444443,116.888885,-2.307094,2
80,0,1.166667,1.722224,103,-2.098697,2
29,0,1.000001,1.055553,123.22222,-2.271128,2
75,0,0.944445,1.055559,121.111115,-2.309804,2
99,0,0.888891,0.777779,83.22222,-2.207756,2
48,0,0.555555,0.555555,116.77778,-2.278604,2
107,0,1,1.055555,130,-2.317384,2
71,0,0.722221,1.333333,79.111115,-2.249475,2
92,0,0.833335,0.77778,80.66667,-2.242802,2
40,0,0.999999,0.833333,119.77778,-2.313685,2
56,0,0.888887,0.722221,121.44444,-2.307657,2
67,0,0.833332,0.888889,117.888885,-2.317188,2
29,0,0.777777,0.444443,107.111115,-2.373206,2
81,0,0.611111,0.888891,104.22222,-2.033487,2
27,0,1.277776,0.999997,133,-2.264129,2
18,0,0.833333,0.5,108.888885,-2.340839,2
51,0,0.722223,0.833335,117.44444,-2.330465,2
33,0,0.611111,0.722221,104.22222,-2.290421,2
58,0,0.555556,0.888891,119,-2.365385,2
42,0,1.111115,1.166669,133.33334,-2.26361,2
15,0,0.833336,1.444443,137.44444,-2.330563,2
42,0,1.277777,0.944444,122.333336,-2.31442,2
46,0,0.611109,2.166668,119.888885,-2.357688,2
22,0,0.833333,0.722221,133.88889,-2.158304,2
24,0,1.277777,0.888888,123.55556,-2.349252,2
13,0,0.611115,1.166667,128.55556,-2.360428,2
58,0,1.055556,1.055559,104.44444,-2.375207,2
20,0,0.611111,1.444443,106.55556,-2.231826,2
46,0,1.166665,1.333332,110.111115,-2.395028,2
63,0,0.722221,0.333332,104.44444,-2.382438,2
90,0,0.666668,0.777779,106,-2.097815,2
51,0,1.166665,1.499998,121.77778,-2.306687,2
25,0,0.77778,0.388889,107.55556,-2.396894,2
40,0,0.888889,0.555556,119.55556,-2.2949,2
56,0,0.444443,0.833333,121.44444,-2.326783,2
15,0,0.444445,0.777774,137.88889,-2.328472,2
45,0,0.888888,1.555557,116.111115,-2.292668,2
33,0,0.499999,0.500001,106.333336,-2.408019,2
67,0,1,1.055556,101.55556,-2.173099,2
30,0,0.777777,0.833332,117.55556,-2.27951,2
82,0,0.555556,0.611111,100.77778,-2.344872,2
41,0,0.888891,1.888889,115.333336,-2.280803,2
96,0,0.388889,0.944445,80.77778,-2.219979,2
109,0,0.833332,1.000001,95.77778,-2.297546,2
46,0,2.111112,1.777779,121.111115,-2.304436,2
11,0,1,2.888891,142.55556,-2.521648,2
47,0,0.5,0.666667,87.333336,-2.223218,2
65,0,0.944443,1.500001,117.333336,-2.303991,2
29,0,1.222224,1.388891,123.666664,-2.29776,2
66,0,1.055556,1.111113,83.888885,-2.224845,2
64,0,1.000001,0.777777,82.55556,-2.228939,2
65,0,0.777777,0.722221,88.111115,-2.239144,2
