@relation segment

@attribute Region-centroid-row numeric
@attribute Rawgreen-mean numeric
@attribute Exblue-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
75,121.111115,45.444443,-2.309804,2
67,117.888885,46.666668,-2.317188,2
109,95.77778,59.22222,-2.297546,2
97,131.11111,33.22222,-2.346234,2
51,121.77778,41.666668,-2.306687,2
35,88.77778,72.22222,-2.248235,2
81,104.22222,47.88889,-2.033487,2
32,113.111115,49.666668,-2.421193,2
20,107.111115,53.555557,-2.385213,2
57,83,79.22222,-2.254208,2
77,131.88889,34.22222,-2.277146,2
57,131.77779,30.777779,-2.215046,2
66,107,43.666668,-2.09899,2
50,116.55556,53.11111,-2.325679,2
24,116.333336,48.444443,-2.307914,2
71,121.44444,44.77778,-2.339758,2
59,116.77778,50.22222,-2.323173,2
29,123.666664,42.88889,-2.29776,2
81,101,56.88889,-2.382261,2
34,120.77778,49.555557,-2.357272,2
48,130.88889,33.77778,-2.278428,2
38,108.55556,53.88889,-2.370002,2
25,123.888885,43,-2.354552,2
32,121.333336,48,-2.333746,2
99,83.22222,73.77778,-2.207756,2
72,84,71,-2.22578,2
27,133.44444,27.11111,-2.146716,2
24,123.55556,42.11111,-2.349252,2
101,131.11111,36.88889,-2.328735,2
26,132.88889,29.222221,-2.182567,2
51,118.888885,47.11111,-2.368498,2
90,106,45.22222,-2.097815,2
21,122.55556,47.444443,-2.339377,2
40,106.888885,54.88889,-2.434692,2
13,140,24.88889,-2.449265,2
13,128.44444,39,-2.386251,2
78,131,34.333332,-2.225537,2
57,92.888885,65.333336,-2.288131,2
35,120.44444,48.444443,-2.346636,2
37,86.55556,75.55556,-2.258443,2
38,119.55556,50.444443,-2.322923,2
54,129.88889,33.666668,-2.231555,2
55,95.111115,63.11111,-2.251012,2
26,133.11111,29,-2.230725,2
25,123.888885,43,-2.354552,2
47,121.44444,45.88889,-2.315792,2
45,104.111115,53.77778,-2.371807,2
32,116,50,-2.309391,2
50,101.888885,55,-2.337296,2
56,121.44444,44,-2.326783,2
81,79.111115,78.111115,-2.18233,2
42,104.888885,51.88889,-2.410388,2
46,99.77778,64.111115,-2.270851,2
18,108.666664,55,-2.45498,2
57,116.666664,50,-2.297173,2
47,131.11111,33,-2.30244,2
14,109.22222,54.88889,-2.391113,2
30,120.111115,46.77778,-2.295989,2
62,91.888885,65.333336,-2.277142,2
50,103.55556,63.22222,-2.37202,2
90,105.333336,45.666668,-2.078418,2
46,119.888885,49.333332,-2.357688,2
46,110.111115,54.77778,-2.395028,2
58,119,43.333332,-2.365385,2
45,92.55556,68.333336,-2.247816,2
47,131.88889,31.777779,-2.262555,2
52,104.666664,52.77778,-2.229685,2
99,83.22222,73.77778,-2.207756,2
57,131.22223,32.666668,-2.187422,2
47,87.333336,73,-2.223218,2
40,119.77778,49.333332,-2.313685,2
45,93.111115,67.888885,-2.238324,2
58,117.111115,50.333332,-2.349269,2
36,131.22223,32.444443,-2.247156,2
66,116.888885,51.666668,-2.307094,2
47,117.666664,47.77778,-2.23989,2
25,121.55556,48.555557,-2.36518,2
81,80.888885,78.77778,-2.187399,2
29,123.22222,43.333332,-2.271128,2
67,101.55556,50.11111,-2.173099,2
71,97.888885,50.333332,-2.143159,2
35,105.44444,49,-2.420203,2
21,122.666664,45.333332,-2.370372,2
16,136.66667,28.444445,-2.232895,2
18,108.888885,49,-2.340839,2
115,129.77779,37.666668,-2.405477,2
57,119.44444,46.333332,-2.376054,2
41,115.333336,52.22222,-2.280803,2
107,130,34.666668,-2.317384,2
40,119.55556,49.555557,-2.2949,2
49,122.111115,47.11111,-2.297839,2
19,122.888885,46.77778,-2.344188,2
76,79.111115,79.44444,-2.208019,2
21,126.44444,39.22222,-2.357178,2
33,106.333336,54.22222,-2.408019,2
41,105.111115,57.555557,-2.404745,2
33,106.333336,54.22222,-2.408019,2
80,87.22222,69,-2.228712,2
91,98.666664,55.666668,-2.300486,2
30,117.55556,49,-2.27951,2
50,118.333336,50.333332,-2.28828,2
63,114.666664,52,-2.315885,2
93,76.111115,77.44444,-2.231558,2
12,123.666664,47,-2.402917,2
60,101.55556,55.333332,-2.16692,2
87,131.88889,33.11111,-2.312874,2
12,114.55556,48.88889,-2.368866,2
33,119.55556,49,-2.333537,2
25,94.888885,69.77778,-2.252101,2
53,104.888885,51.22222,-2.117007,2
32,132.77779,30.11111,-2.280755,2
40,118.333336,47.666668,-2.292201,2
46,121.111115,44.88889,-2.304436,2
62,118.77778,47.555557,-2.343404,2
21,120.888885,50.555557,-2.362526,2
32,132.77779,30.11111,-2.280755,2
32,104.333336,61.555557,-2.255674,2
11,142.55556,22.333334,-2.521648,2
39,105.55556,55.88889,-2.198158,2
42,131.33334,33.444443,-2.282217,2
31,132.33334,28.88889,-2.255012,2
39,105.55556,55.88889,-2.198158,2
20,120.44444,46.666668,-2.348006,2
70,105.77778,45.77778,-2.17166,2
21,126.333336,38.11111,-2.364884,2
58,82.66667,77.55556,-2.239301,2
42,133.33334,31.11111,-2.26361,2
66,85.888885,71,-2.235701,2
17,121.55556,47.22222,-2.348415,2
15,137.44444,27.777779,-2.330563,2
96,80.77778,74.55556,-2.219979,2
31,133,27.11111,-2.251504,2
53,130.33334,33,-2.217488,2
88,102.666664,50.88889,-2.139239,2
39,122.44444,46.11111,-2.336025,2
66,83.888885,71.666664,-2.224845,2
85,83.44444,73.333336,-2.208414,2
65,117.333336,51,-2.303991,2
11,139.44444,25.666666,-2.401587,2
43,121.55556,42.22222,-2.280207,2
78,101.666664,56.444443,-2.368082,2
33,121.22222,47.666668,-2.348002,2
64,103.77778,52.333332,-2.355443,2
41,108,51.666668,-2.404553,2
18,120.888885,49.11111,-2.352184,2
71,116.77778,48.444443,-2.301203,2
35,119.111115,46.666668,-2.282923,2
80,103,48.77778,-2.098697,2
44,119.888885,42.88889,-2.367282,2
55,107.77778,55.666668,-2.319697,2
34,118.22222,50.333332,-2.343381,2
98,82.77778,73.666664,-2.238522,2
15,97.55556,73.77778,-2.266452,2
75,77.77778,82,-2.232,2
19,135.33334,26,-2.358602,2
28,107.22222,59.11111,-2.425992,2
46,119.888885,49.333332,-2.357688,2
83,80.44444,78.77778,-2.239053,2
28,107.666664,57.22222,-2.438585,2
54,103.666664,51.77778,-2.33633,2
48,107.44444,50,-2.090557,2
57,119.44444,48.22222,-2.341163,2
19,109.44444,54.22222,-2.375985,2
54,108.77778,47,-2.079152,2
58,117.55556,49.555557,-2.357271,2
86,100.333336,55,-2.343789,2
83,80.44444,78.77778,-2.239053,2
62,121.55556,41.555557,-2.275425,2
13,139.44444,21.222221,-2.276767,2
93,105,47.11111,-2.141419,2
45,116.111115,47.444443,-2.292668,2
27,135.11111,25.444445,-2.264532,2
43,99.111115,63.22222,-2.247952,2
56,121.44444,44,-2.326783,2
79,102.77778,56.444443,-2.377965,2
44,90.55556,67.333336,-2.254541,2
18,135,26.777779,-2.214612,2
41,105.111115,57.555557,-2.404745,2
20,120.44444,46.666668,-2.348006,2
68,101.55556,56.88889,-2.333212,2
33,102.333336,62,-2.266225,2
23,119.77778,51.666668,-2.37055,2
28,117.888885,48.444443,-2.35398,2
68,97.333336,57.333332,-2.169999,2
40,105.77778,56.88889,-2.419456,2
40,118.888885,47.77778,-2.270219,2
20,106.55556,55.444443,-2.231826,2
34,133,28.88889,-2.2,2
71,121.44444,44.77778,-2.339758,2
13,128.55556,39.555557,-2.360428,2
31,121.888885,48.77778,-2.334831,2
11,142.55556,22.333334,-2.521648,2
74,93.22222,64.111115,-2.220553,2
41,117.44444,50.22222,-2.299918,2
35,90.333336,71.44444,-2.280843,2
49,120.44444,46.77778,-2.263738,2
18,134.33334,30,-2.27511,2
74,93.22222,64.111115,-2.220553,2
16,95,67.44444,-2.302468,2
55,119.111115,45.666668,-2.308179,2
26,107.44444,56,-2.38614,2
57,120.22222,44.88889,-2.34019,2
60,118.666664,44,-2.293386,2
22,133.88889,27.11111,-2.158304,2
104,94.44444,58.11111,-2.326201,2
30,108.888885,50.555557,-2.385308,2
75,111.22222,48.88889,-2.295488,2
77,103.77778,52.77778,-2.42468,2
101,131.11111,36.88889,-2.328735,2
16,108.333336,54.11111,-2.385001,2
49,100.666664,60,-2.211659,2
21,122.55556,48.22222,-2.377814,2
14,112.666664,51.333332,-2.390383,2
40,122.55556,44.444443,-2.308766,2
39,123.111115,46.11111,-2.352961,2
34,97.888885,65.55556,-2.286636,2
19,126.111115,38.22222,-2.340765,2
50,115.44444,53.11111,-2.312305,2
47,99.333336,65,-2.271072,2
33,104.22222,62,-2.290421,2
15,137.88889,28,-2.328472,2
57,90.22222,68.888885,-2.264402,2
30,107,53.333332,-2.405295,2
18,135,26.777779,-2.214612,2
15,109.111115,54.77778,-2.389025,2
54,105,51.333332,-2.345744,2
35,122.666664,45,-2.311049,2
15,128.33334,39.333332,-2.341041,2
62,102.77778,50.77778,-2.178149,2
42,104.888885,51.88889,-2.410388,2
71,79.111115,79.22222,-2.249475,2
51,104,54.77778,-2.383438,2
20,121.666664,47.333332,-2.328034,2
29,123.22222,43.333332,-2.271128,2
31,110.44444,52.77778,-2.384877,2
51,118.888885,50.11111,-2.30531,2
29,123.666664,42.88889,-2.29776,2
58,105.333336,53.22222,-2.357271,2
41,131.33334,32,-2.270225,2
72,120.77778,45,-2.32084,2
36,108.888885,55.22222,-2.362237,2
14,108.55556,53.77778,-2.408968,2
44,98.22222,62.333332,-2.255577,2
49,118.55556,49.22222,-2.303412,2
79,79.44444,77.666664,-2.241633,2
64,82.55556,77.55556,-2.228939,2
39,118.333336,48.444443,-2.268113,2
62,121.111115,40.11111,-2.315962,2
94,105.111115,43.11111,-2.015307,2
92,80.66667,75.333336,-2.242802,2
52,104.666664,52.77778,-2.229685,2
29,94.666664,69.22222,-2.257217,2
41,105.111115,53.444443,-2.139822,2
39,108.44444,54.333332,-2.393564,2
15,125.44444,44.22222,-2.38244,2
36,107.22222,55.22222,-2.387384,2
64,103.77778,52.333332,-2.355443,2
90,106,45.22222,-2.097815,2
31,122.111115,43.22222,-2.310766,2
24,123.55556,42.11111,-2.349252,2
28,102.44444,61.88889,-2.238865,2
40,106.888885,54.88889,-2.434692,2
13,95.666664,73,-2.28708,2
52,121.55556,43.333332,-2.348494,2
13,137.33334,26.555555,-2.292384,2
65,120,48,-2.273744,2
51,117.44444,53.444443,-2.330465,2
27,117.77778,48,-2.334512,2
23,118.22222,50.333332,-2.356262,2
94,85.77778,71.77778,-2.227114,2
30,108.888885,50.555557,-2.385308,2
62,103,48.88889,-2.185419,2
58,83.333336,76.888885,-2.246316,2
19,103,59.77778,-2.264331,2
13,113.666664,51.333332,-2.351897,2
59,121.44444,42.88889,-2.308637,2
19,122.111115,47.333332,-2.352834,2
57,122.111115,43,-2.362514,2
61,103.77778,57.77778,-2.367396,2
85,91.77778,64.55556,-2.186342,2
53,119.77778,44.333332,-2.39327,2
59,116.888885,51.88889,-2.364216,2
48,116.77778,47.22222,-2.278604,2
41,133.55556,30.222221,-2.268529,2
18,108.666664,55,-2.45498,2
43,119.888885,44.88889,-2.270653,2
73,120.55556,45.11111,-2.307396,2
48,99.77778,63.666668,-2.247036,2
54,104.888885,52.444443,-2.351182,2
63,104.44444,51.555557,-2.382438,2
65,88.111115,71.333336,-2.239144,2
15,125.44444,45.555557,-2.32497,2
17,126.22222,40.77778,-2.339493,2
29,107.111115,55.444443,-2.373206,2
18,107.666664,54.555557,-2.278452,2
58,104.44444,52.11111,-2.375207,2
110,0.444444,9.222222,-2.152507,3
103,3.444444,7.111111,-2.497929,3
106,1.333333,8.111111,-2.274071,3
134,0,0.222222,-2.094395,3
126,2.555556,7.333334,-2.536514,3
138,0.444444,7.111111,-2.173961,3
81,37.11111,40.88889,-2.274461,3
123,0,6.888889,-2.094395,3
109,3,12.444445,-2.283787,3
120,4.777778,17.444445,-2.240133,3
71,29.777779,25.11111,-2.401825,3
120,1.111111,7.555555,-2.298085,3
99,5.222222,14.444445,-2.318885,3
113,22.333334,49,-2.29665,3
91,4.333334,15.111111,-2.383949,3
98,3.555556,13.666667,-2.395422,3
81,19.444445,27.666666,-2.438409,3
124,0.555556,4.888889,-2.18129,3
85,2.666667,13.777778,-2.271544,3
107,0.555556,8.333333,-2.146531,3
117,0,0,0,3
81,2,11.888889,-2.248134,3
83,11.444445,24.88889,-2.274205,3
136,12.222222,29.444445,-2.307511,3
129,0,3.111111,-2.094395,3
78,76.77778,35.333332,-2.411645,3
88,6.444445,16.666666,-2.394493,3
140,8.666667,15.555555,-2.417818,3
112,0,0.888889,-2.094395,3
99,0.444444,10.555555,-2.149743,3
136,12.222222,29.444445,-2.307511,3
126,8.444445,21.11111,-2.449839,3
118,0,0.222222,-2.094395,3
92,10.555555,18,-2.280561,3
116,1.111111,8.777778,-2.24908,3
110,13.444445,35.333332,-2.321226,3
99,0.444444,10.555555,-2.149743,3
75,33.666668,37.88889,-2.284187,3
123,0.333333,7.222222,-2.169865,3
80,21.88889,24.11111,-2.431513,3
122,0.444444,2,-2.444563,3
95,8.333334,17.777779,-2.445012,3
79,28.222221,39,-2.286295,3
96,4.333334,16.777779,-2.275792,3
133,0,0,0,3
81,10.888889,19.222221,-2.388561,3
138,0.111111,1.222222,-2.181439,3
97,0.666667,10.333333,-2.191382,3
135,0,1.333333,-2.094395,3
116,2.111111,9,-2.313013,3
130,0.666667,5.888889,-2.239029,3
95,3.888889,12.777778,-2.326455,3
91,2.666667,12.666667,-2.354575,3
95,2.444444,11.111111,-2.348987,3
141,11.555555,17.666666,-2.451571,3
139,15.666667,13.444445,-1.702833,3
98,0.111111,8.111111,-2.11372,3
119,0.111111,8.333333,-2.11372,3
102,42,25.88889,-2.416817,3
142,0.222222,2.333333,-2.159563,3
137,0,4,-2.094395,3
120,13.555555,42.11111,-2.231261,3
144,0,5.777778,-2.094395,3
99,2.333334,14.555555,-2.255673,3
145,0.777778,1.777778,-2.53095,3
130,0.111111,5,-2.123254,3
144,0,6.888889,-2.094395,3
117,0.111111,6.111111,-2.132635,3
106,0.666667,11.111111,-2.133095,3
123,0.111111,3.888889,-2.123254,3
118,0.222222,4.888889,-2.17128,3
76,12.666667,17.777779,-2.523325,3
88,1.555556,13.111111,-2.216544,3
89,8.555555,19.88889,-2.356793,3
118,0.111111,3.888889,-2.132635,3
124,1.888889,8.222222,-2.284608,3
82,4.777778,13.888889,-2.451983,3
119,0.333333,6,-2.133095,3
114,23.88889,52.22222,-2.295381,3
122,1,8.888889,-2.173204,3
146,0,0.222222,-2.094395,3
137,0.111111,4.333334,-2.123254,3
113,0.666667,6.111111,-2.237562,3
139,0,2.666667,-2.094395,3
124,1.222222,10.777778,-2.267462,3
138,0.555556,4.888889,-2.219242,3
91,4.222222,17.555555,-2.282744,3
137,0.555556,4.555555,-2.200588,3
86,11.555555,19.444445,-2.363577,3
120,13.555555,26.777779,-2.230821,3
120,0.333333,7.666666,-2.156366,3
143,0,2.444444,-2.094395,3
114,0.555556,6.444445,-2.02703,3
81,41,27.666666,-2.476481,3
108,46.555557,33.88889,-2.360491,3
110,4,7.444445,-2.618651,3
82,6.555555,18.222221,-2.320628,3
66,37.77778,29,-2.43063,3
115,0.777778,8.333333,-2.216604,3
114,0.777778,8.444445,-2.222661,3
115,1.888889,8.888889,-2.358386,3
124,1.666667,8.666667,-2.118937,3
136,15.666667,19,-1.61572,3
138,14.888889,24.777779,-2.439538,3
83,3.555556,6.888889,-2.573381,3
115,20.666668,38.88889,-2.090649,3
125,0.222222,7.555555,-2.130339,3
107,18.666668,40.333332,-2.354617,3
132,0.444444,6.444445,-2.204847,3
132,0,2.222222,-2.094395,3
95,2.222222,4.888889,-2.552724,3
128,13.444445,28.222221,-2.3163,3
126,0.555556,6.111111,-2.107303,3
130,0,4.666666,-2.094395,3
80,5.888889,16.11111,-2.417517,3
91,41.77778,25.11111,-2.320272,3
108,46.555557,33.88889,-2.360491,3
120,0.333333,7.777778,-2.133095,3
103,0.666667,10.555555,-2.185466,3
106,2.111111,12.666667,-2.255541,3
