@relation 'segment-weka.filters.unsupervised.attribute.Remove-V-R2,5-7,10,14-15,17,20'

@attribute Region-centroid-row numeric
@attribute Short-line-density-2 numeric
@attribute Vedge-mean numeric
@attribute Vegde-sd numeric
@attribute Intensity-mean numeric
@attribute Exred-mean numeric
@attribute Exblue-mean numeric
@attribute Value-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
182,0,3.055555,4.213295,58.407406,-17.555555,42.444443,72.55556,6
207,0,2.722223,0.928957,12.148149,-7.777778,-5.444445,16.555555,7
244,0,1.111111,1.470702,12.814815,-9.777778,-3.444444,17.222223,7
149,0,0,0,0,0,0,0,5
63,0,1.222222,0.562963,18.074074,-2.555556,16.777779,23.666666,1
57,0,1.055557,0.196297,122.333336,-33,50,139,2
163,0,2.055556,2.285186,40,-16.333334,24,48.11111,6
201,0,2.111111,2.018434,59.333332,-20.333334,44,74,6
14,0,0.944445,0.53403,112.74074,-41.22222,53.77778,130.66667,2
90,0,2.888889,2.562966,5.148148,-7.111111,14.555555,10,5
186,0,1.166667,0.691215,15.592592,-5.111111,-11.444445,21.11111,7
19,0,0.944444,0.443052,114.25926,-39.77778,54.22222,132.33334,2
88,0,0.722221,0.329632,110.59259,-27.11111,50.88889,127.55556,2
195,0,2.722223,1.866865,61.74074,-19.88889,44.444443,76.55556,6
128,0,0.5,0.077778,5.555555,4,3.333333,7.111111,1
182,0,2.500001,5.455552,29.777779,-7.666666,17,35.88889,6
96,0,2.222223,0.68853,55.148148,-3.111111,17.555555,61,4
128,0,0.333333,0.044444,5.037037,5.555555,1.222222,6.888889,1
143,0,1.277777,1.103866,50.37037,-22.11111,43.22222,64.77778,4
100,0,1.944444,0.774075,55.37037,-15.111111,34.555557,66.88889,4
147,0,0,0,0,0,0,0,5
117,0,1.222222,0.620632,31.25926,-11.444445,23.222221,39,4
131,0,0.333333,0.177778,0.814815,-1.444444,3.222222,1.888889,5
191,0,3.722222,2.999382,62.037037,-22.777779,48.22222,78.111115,6
197,0,3.055555,3.255195,11.962963,-9.222222,-7.222222,17.444445,7
62,0,1.888887,1.310924,123.48148,-33.444443,47.555557,139.33334,2
193,0,3.277779,1.652159,61.407406,-23.222221,45.444443,76.55556,6
76,0.111111,7.777778,192.20744,13.518518,-15.222222,17.777779,19.444445,3
86,0,0.833335,0.691214,105.77778,-38.666668,55,124.111115,2
116,0,1.5,1.633333,21.703703,-1.444444,17.555555,27.555555,1
152,0,0,0,0,0,0,0,5
132,0,1.055556,0.998147,1.962963,-3.888889,6.777778,4.222222,3
92,0,1.888889,4.02963,7.444445,-12.666667,15.666667,12.666667,3
208,0,1.944444,2.640738,18.555555,-9.333333,-11,25.333334,7
138,0,1.111111,0.501848,54.62963,-16.555555,36.444443,66.77778,4
85,0,2.833333,2.942033,4.074074,-5.888889,8.111111,6.777778,3
152,0,0,0,0,0,0,0,5
41,0,1.777778,1.674074,22.481482,-5.111111,21.88889,29.777779,1
91,0.111111,27.277779,752.24066,44.296295,-17.555555,25.11111,52.666668,3
111,0,0.5,0.349603,16.11111,-11.666667,23,23.777779,5
188,0,2,2.108185,61.666668,-21.666666,44.666668,76.55556,6
100,0,2.222223,1.362964,20.62963,0.777778,14.777778,25.555555,1
186,0,3.666666,2.043961,48.444443,-14,34.333332,59.88889,6
66,0,2.000001,2.08889,51.592594,-11.444445,28.88889,61.22222,4
130,0,0.944445,0.596297,6.62963,5.444445,1.777778,8.444445,1
180,0,1.777778,1.185186,30.37037,-8.777778,17.88889,36.333336,6
39,0,1.055555,0.574136,124.18519,-30.88889,48.444443,140.33334,2
159,0,2.277778,1.420746,20.518518,-0.555556,5.444445,22.333334,4
239,0,1.944444,1.451691,10.37037,-8.111111,-2.111111,13.777778,7
134,0,1.111111,0.981307,8.703704,-15.111111,21.555555,15.888889,3
116,0,0.944445,0.151852,16.185184,2.444444,11.444445,21.222221,1
149,0,0.555556,0.251852,5.444445,-4,9.666667,8.666667,1
79,0,1.777778,1.851852,5.407407,-10.888889,15.444445,10.555555,3
107,0,1.555556,2.029629,18.62963,2.444444,13.111111,23.11111,1
177,0,0.944445,0.551852,19.592592,-11.444445,-3.444444,24.555555,7
161,0,3.722222,0.729634,40.444443,-15.333333,27.666666,49.666668,6
104,0,7.833333,9.713106,18.62963,-11.222222,14.444445,23.444445,3
154,0,1.722222,2.551852,28.148148,-19.777779,34.22222,39.555557,4
101,0,0.555555,0.118519,22.444445,-2.666667,20.333334,29.222221,1
62,0,0.277778,0.250924,6.407407,-6.888889,15.111111,11.444445,5
44,0,4.888889,3.201852,58.666668,-25.666666,50.666668,75.55556,4
42,0,3.277777,0.712325,28.25926,-11.444445,23.88889,36.22222,4
68,0,27.944443,203.35188,47.185184,-25.88889,38.77778,60.11111,3
54,0,0.833333,0.408248,110,-36.333332,51.333332,127.111115,2
172,0,1,0.298143,19,-7.666666,-8,24.222221,7
124,0,8.999999,112.57778,53.77778,-14.333333,32,64.44444,4
195,0,2.055556,1.574073,8.518518,-6.555555,-4.888889,12.333333,7
100,0,1.555555,8.296297,4.592593,-9.444445,14.555555,9.444445,3
187,0,1.944444,2.048487,56.148148,-18.777779,40.555557,69.66667,6
189,0,1,0.311111,32.77778,-11.333333,23.666666,40.666668,6
124,0,0.277778,0.062963,7.074074,3.444444,5.111111,9,1
180,0,1.555556,0.874074,21.25926,-9.444445,-9.444445,27.555555,7
33,0,0.611111,0.329628,111.333336,-40.666668,62,132,2
123,0,0.166667,0.077778,0.703704,-2.111111,3.888889,2,3
238,0,2.055556,0.596297,17.777779,-8.333333,-3.666667,21.777779,7
68,0,0.944444,0.574135,107.37037,-39.444443,56.88889,126.333336,2
137,0,8.944446,8.654905,36.925926,-6.111111,16.222221,42.333336,4
110,0,0.777778,0.518518,4.222222,-4.333334,9.666667,7.444445,5
105,0,6.277777,2.313408,15.185185,-7.555555,13.777778,19.777779,5
26,0,1.222219,1.496289,137.03703,-16.777779,29.222221,146.77777,2
89,0,1.722222,2.907407,21.88889,-1.666667,17.666666,27.777779,1
125,0,2.166667,1.110556,18.555555,-22.333334,36.333332,30.666666,3
129,0,0.222222,0.02963,0.518518,-1.555556,3.111111,1.555556,3
185,0,0.5,0.349603,12.962963,-4.222222,-9.555555,17.555555,7
194,0,1.222222,1.025599,45.074074,-14.555555,31.11111,55.444443,6
111,0,2.555555,1.655518,29.592592,-12.444445,25.88889,38.22222,4
86,0,0.444444,0.02963,12,-13.333333,25.333334,20.444445,5
70,0.111111,9.444444,5.897896,21.037037,-14.444445,16.88889,26.666666,3
127,0,1.111111,0.834443,3.814815,-7.444445,8.888889,6.777778,3
162,0,1.666667,1.074968,17.333334,-10.666667,-4.333334,22.333334,7
180,0,1.166667,0.722649,22.555555,-15.333333,-1.666667,28.222221,7
100,0,1.944444,0.774075,55.37037,-15.111111,34.555557,66.88889,4
135,0,0.055556,0.136083,1.259259,-1.444444,5.222222,3,5
145,0,0,0,0,0,0,0,5
236,0,2.444444,6.829628,16.074074,-8.888889,1.777778,18.555555,7
86,0,2.277778,0.389682,20.444445,-13.666667,24.333334,28.555555,5
66,0,2.611111,3.040741,28.407408,-9.222222,29.444445,38.22222,1
144,0,0,0,0,0,0,0,5
166,0,1.777778,1.096297,16.962963,-13.888889,-1.888889,22.222221,7
205,0,1.944445,2.195112,50.25926,-16.11111,34.555557,61.77778,6
90,0,4.444444,1.455513,10.037037,-7.444445,14.888889,15,5
153,0,0,0,0,0,0,0,5
43,0,1.888889,1.772214,64.703705,-29.444445,53.555557,82.55556,4
124,0.111111,5.333334,4.774935,7.592593,-10.444445,15.888889,12.888889,3
199,0,2.666668,1.861898,57,-19.333334,42,71,6
116,0,0.833333,0.433334,16.851852,-9.888889,19.11111,23.222221,5
108,0,1.333333,0.8,17.666666,4,10.333333,21.11111,1
172,0,0.944444,0.507407,16.074074,-11.222222,-3.222222,20.88889,7
102,0,0.888889,0.607408,23.074074,-2.888889,20.11111,29.777779,1
154,0,0.944444,1.083547,0.62963,-0.555556,1.777778,1.222222,5
75,0.111111,2,1.911109,24.851852,-2.555556,20.444445,31.666666,1
37,0,0.611111,0.240739,95.92593,-47.444443,75.55556,121.111115,2
126,0,0.666667,0.311111,1.407407,-4.222222,6.777778,3.666667,3
129,0,0.222222,0.02963,0.518518,-1.555556,3.111111,1.555556,3
41,0,1,0.577774,113.40741,-28.555555,53.444443,131.22223,2
96,0,0.944445,0.574134,61.925926,-22.444445,45.22222,77,4
200,0,2.555555,2.621847,45.296295,-13.888889,31.444445,55.77778,6
180,0,1.444444,1.585185,31.444445,-8.333333,19,37.77778,6
137,0,0.888889,0.544331,0.740741,-1.222222,3.111111,1.777778,5
112,0,0.222222,0.344265,0.148148,-0.444444,0.888889,0.444444,3
104,0,2.388889,1.840741,21.777779,-2.666667,19.666666,28.333334,1
45,0,1.222222,1.544406,53.074074,-14.888889,32.11111,63.77778,4
139,0,0.333333,0.516398,0.666667,-2,3.333333,1.777778,3
180,0,4.055556,2.984528,62.074074,-21.555555,46.444443,77.55556,6
154,0.111111,4.222222,2.740737,6.481482,-6.444445,12.888889,10.777778,5
85,0,0.888889,0.720082,1.777778,-4,5,3.444444,3
86,0,1.388889,1.218519,24.296297,-2.222222,21.11111,31.333334,1
181,0,1.666667,1.200001,19.62963,-7.555555,-5.222222,23.88889,7
155,0,0.5,0.459468,23.333334,-10,-8,29.333334,7
99,0,1.611111,8.018518,4.148148,-9.111111,14.555555,9,3
99,0,0.888891,0.474074,93.40741,-43.22222,73.77778,118,2
124,0,0.222222,0.02963,6.222222,4,3.666667,8,1
138,0,0.111111,0.172133,1.37037,-1.111111,5.222222,3.111111,5
164,0,0.5,0.211111,13.666667,-6,4,16.88889,7
180,0,1.499999,0.936898,50.407406,-15.555555,35.77778,62.333332,6
50,0,0.444443,0.272166,121.18519,-35.88889,53.11111,138.88889,2
101,0,9.611111,6.53679,31.185184,-11.888889,24.777779,39.444443,4
81,0,1.5,1.144447,38.25926,-11.111111,26.88889,47.22222,4
126,0,0.833333,0.211111,7.296296,4.444445,2.777778,8.888889,1
44,0,1.277779,0.240742,106,-39,62.333332,126.77778,2
69,0,1.5,1.144444,24.333334,-7,24.666666,32.555557,1
48,0,1.055553,0.9963,107.888885,-39.333332,63.666668,129.11111,2
103,0,1.277777,0.32963,18.333334,2.666667,12.666667,22.555555,1
103,0,0.666667,0.577778,2.148148,-6.111111,10.555555,5.666666,3
139,0,1.055556,0.507408,4.185185,-6.888889,13.111111,8.555555,5
64,0,1.000001,0.800003,92.81481,-46.77778,77.55556,118.666664,2
56,0,1.333333,0.4,26.444445,-9.333333,28.666666,36,1
65,0,1.222223,1.762964,20.814816,-2.111111,17.88889,26.777779,1
102,0,0.722222,0.507407,2.888889,-6.666666,10.333333,6.333334,3
89,0,1.055556,0.952579,16.814816,-11.777778,22.88889,24.444445,5
70,0,0.833333,0.611112,55.037037,-10.444445,29.555555,64.88889,4
136,0,6.722223,3.708349,15.518518,-19.555555,29.444445,25.333334,3
106,0,0.777778,0.45542,17.481482,-10.111111,19.555555,24,5
36,0,0.944443,0.327731,66.37037,-29.444445,55.22222,84.77778,4
162,0,2.611111,1.885184,40.962963,-18.222221,27.444445,50.666668,6
60,0,0.444447,0.207408,109.77778,-30.666666,55.333332,128.22223,2
130,0,0.555555,0.340741,7.296296,3.777778,4.111111,9,1
84,0,1.5,1.277777,23.851852,-0.888889,18.444445,30,1
73,0,1.333333,0.966091,42.25926,-5.111111,15.222222,47.333332,4
190,0,2.555555,1.451853,31.666666,-11,25.333334,40.11111,6
171,0,1.499999,1.005539,45.925926,-14.777778,33.88889,57.22222,6
107,0,2.666667,0.699206,27.777779,-13,22,35.11111,5
217,0,0.777778,0.474074,6.296296,-3.888889,-6.222222,9.666667,7
143,0,1.5,0.122222,4.185185,-9.888889,15.777778,9.444445,3
244,0,2.944444,0.640741,10.37037,-2.111111,-1.777778,11.888889,7
12,0,2.611111,1.481991,11.444445,-9,18.666666,17.666668,5
182,0,0.888889,0.688531,16.777779,-6.666666,-12,23,7
97,0,0.944443,0.329631,134.37038,-23.444445,33.22222,145.44444,2
153,0,5,12.266663,28,-20,32.333332,38.77778,4
116,0,1.055556,1.262963,2.185185,-5.555555,8.777778,5.111111,3
196,0,1.666667,1.244444,19.62963,-11.888889,-3.222222,24.666666,7
132,0,0.111111,0.02963,0.37037,-1.111111,2.222222,1.111111,3
178,0,1.222222,1.051855,33.666668,-12,24.666666,41.88889,6
113,0,2.499999,1.01111,31.777779,-22,36,43.77778,5
40,0,0.611111,0.574132,110.703705,-43.444443,54.88889,129,2
224,0,1.388889,1.840741,13.444445,-10.333333,-4.666666,18.444445,7
13,0,0.611115,0.196294,132.25926,-28.444445,39.555557,145.44444,2
65,0,1.388887,1.23678,56.703705,-12.111111,23.222221,64.44444,4
135,0,0.611111,0.107407,31.185184,-21.555555,35.77778,43.11111,5
77,0,1.888889,1.496295,26.407408,-5.555555,24.11111,34.444447,1
133,0,0.666667,0.444444,6.444445,4,4.333334,8.222222,1
146,0,3.5,7.055555,22.74074,-13.888889,26.444445,31.555555,4
36,0,0.555556,0.172137,111.92593,-41.11111,55.22222,130.33334,2
162,0,1.611111,2.062962,8.37037,-5.111111,10.888889,12,4
62,0,0.277778,0.250924,6.407407,-6.888889,15.111111,11.444445,5
89,0,8.388889,4.577317,31.703703,-13.111111,27.88889,41,4
194,0,1.722222,1.14342,49.74074,-15.888889,35.77778,61.666668,6
194,0,2.555556,1.784708,60.814816,-19.444445,42.22222,74.888885,6
99,0,0.777778,0.82963,2.037037,-5.777778,10.555555,5.555555,3
48,0,2.277778,0.250925,40.851852,-16.222221,34.77778,52.444443,4
35,0,0.666667,0.133333,98.74074,-46.22222,71.44444,122.55556,2
57,0,0.944444,0.712326,124.25926,-33.77778,48.22222,140.33334,2
199,0,1.666667,0.788811,15,-5,-9.666667,19.88889,7
204,0,2.000001,1.282358,57.25926,-19.11111,41.88889,71.22222,6
90,0,1.833333,2.208569,16.851852,-11.888889,22.777779,24.444445,5
42,0,0.722224,0.462963,135.2963,-21.555555,33.444443,146.44444,2
60,0,0.555555,0.785184,19.333334,-1.333333,16.333334,24.777779,1
53,0,0.888889,0.518518,21.555555,-2,17.666666,27.444445,1
20,0,0.611111,0.062963,113.85185,-33.555557,55.444443,132.33334,2
91,0,0.666667,0.355556,3.666667,-7.666666,13,8,3
91,0,2.666667,0.894427,14.444445,-10.333333,19.666666,21,5
150,0,1.055555,0.196296,18.925926,-16.444445,3.222222,23.333334,7
151,0,0.388889,0.389682,19,-11.333333,-2,23.444445,7
125,0,0.666667,0.471405,16.407408,-11.888889,21.777779,25.333334,3
111,0,1.222223,1.047041,62.25926,-17.444445,39.22222,75.333336,4
193,0,1.999999,0.516399,45.22222,-13,30.333334,55.333332,6
20,0,0.999997,1.192568,126.55556,-32.666668,47.333332,142.33334,2
161,0,1.388889,3.040736,42.037037,-18.11111,30.555555,52.22222,6
