@relation segment

@attribute Region-centroid-row numeric
@attribute Rawred-mean numeric
@attribute Exred-mean numeric
@attribute Value-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
59,20.777779,-3.111111,28.777779,-1.680812,1
74,21.666666,-2.222222,28.88889,-1.646671,1
115,7.777778,3,8.666667,-1.210357,1
95,21.333334,-0.222222,26.666666,-1.567327,1
114,6.555555,3.888889,6.666666,-0.91061,1
55,20.555555,-1.444444,26.666666,-1.634416,1
147,5.444445,-4,11,-1.783388,1
92,18.777779,0.222222,23.777779,-1.548296,1
55,21.666666,-5.333334,31.11111,-1.771163,1
106,19.555555,1.333333,23.666666,-1.48458,1
90,23.666666,-3.555556,32.22222,-1.705942,1
107,19.88889,3,23,-1.357871,1
115,15.666667,-2.666667,21.88889,-1.54801,1
130,6.888889,4.666666,7,-0.889024,1
86,18.555555,-0.111111,23.555555,-1.541502,1
135,7.444445,5.222222,7.444445,-0.787376,1
147,4.111111,-1.444444,7.666666,-1.561754,1
135,5.666666,4.555555,5.666666,-0.807848,1
71,21.88889,-2.666667,29.666666,-1.66796,1
87,18.222221,2.666667,21.11111,-1.318373,1
123,7.111111,3.888889,7.333334,-0.988413,1
124,7.666666,4.444445,7.888889,-0.95784,1
129,8,4.777778,8.222222,-0.912766,1
65,20.11111,-2.111111,26.777779,-1.665853,1
121,8,4.777778,8,-0.914324,1
109,19.222221,5.888889,20.444445,-1.131204,1
73,19.777779,-2.555556,26.777779,-1.675465,1
111,19.777779,-0.444444,24.88889,-1.58144,1
81,20.11111,-1.111111,26.11111,-1.566335,1
57,24.666666,-4.888889,34.444447,-1.739017,1
116,17,2.444444,21.222221,-1.162844,1
118,6.222222,3.666667,6.666666,-1.047198,1
140,6.555555,4.666666,6.666666,-0.783647,1
111,6.888889,3.555556,7.333334,-1.065066,1
118,21.555555,-3.555556,29,-1.707392,1
114,6.111111,2,7.333334,-1.314533,1
92,22.777779,-2,30,-1.653926,1
50,21.666666,-4.111111,30,-1.741254,1
51,22.666666,-9.222222,35.11111,-1.873032,1
59,22.666666,-3.555556,30.88889,-1.699326,1
110,4.333334,0.333333,6.333334,-1.539762,1
66,21.222221,-4.222222,29.88889,-1.733544,1
126,7.666666,6.777778,7.666666,-0.612886,1
100,20.88889,0.777778,25.555555,-1.519702,1
139,6.555555,3.666667,6.888889,-1.004936,1
125,7.333334,3.444444,7.777778,-1.121818,1
128,6.888889,5.555555,6.888889,-0.688601,1
88,21.444445,0.888889,26.333334,-1.512555,1
145,5.555555,4.888889,5.555555,-0.57094,1
85,20.444445,-3,28.11111,-1.659879,1
145,6.333334,3.111111,7,-1.068968,1
124,8.222222,3.444444,9,-1.157082,1
116,7.555555,3.222222,8.333334,-1.19107,1
107,18.777779,6.222222,19.777779,-1.131973,1
131,6.888889,4.666666,7.222222,-0.850783,1
138,7.333334,4.777778,7.333334,-0.862108,1
80,24.333334,-1.444444,31.555555,-1.620451,1
88,21.333334,-2.444444,28.444445,-1.653787,1
138,6.777778,5.444445,6.777778,-0.722894,1
142,6.222222,4.888889,6.333334,-0.776334,1
145,5.555555,4.888889,5.555555,-0.57094,1
101,21.222221,-0.222222,26.777779,-1.558599,1
114,19,5.333334,20.555555,-1.176662,1
67,22.88889,-2.555556,30.777779,-1.670171,1
119,21.333334,-0.777778,27.333334,-1.57896,1
67,19.555555,-1.333333,25.88889,-1.623202,1
106,22,-3.111111,29.88889,-1.695804,1
131,7.555555,4.777778,7.555555,-0.804846,1
89,18.777779,-0.555556,23.88889,-1.544214,1
145,6.333334,3.111111,7,-1.068968,1
95,21.333334,-0.222222,26.666666,-1.567327,1
109,19.222221,4.333334,21,-1.276562,1
142,6.777778,6.333334,6.777778,-0.604864,1
89,21.666666,-2,28.444445,-1.625587,1
134,6.777778,4.444445,7,-0.912631,1
63,17.222223,-2.555556,23.666666,-1.683847,1
45,20.555555,-4.111111,28.777779,-1.73537,1
145,5.333334,3.777778,5.444445,-0.959485,1
137,7.777778,5.777778,7.777778,-0.744272,1
79,17.333334,1.555556,21,-1.453114,1
113,17.11111,7.222222,18.333334,-0.9757,1
146,5.666666,1.666667,6.888889,-1.258358,1
62,20.555555,-1.888889,27.222221,-1.650123,1
130,8.444445,5.444445,8.444445,-0.764077,1
124,7.444445,4.222222,7.666666,-1.02473,1
104,20.88889,-2.666667,28.333334,-1.669752,1
126,7.666666,3.555556,8.333334,-1.118131,1
128,6.888889,4,7.111111,-0.985811,1
133,7.777778,4,8.222222,-1.077659,1
114,7.555555,4,7.888889,-1.0108,1
84,23.555555,-0.888889,30,-1.598867,1
68,24.222221,-8.888889,36.88889,-1.848523,1
62,20.777779,-1.333333,27.222221,-1.620398,1
131,7.222222,6,7.222222,-0.621222,1
122,7,4.333334,7.222222,-0.953435,1
107,18.333334,3.444444,20.777779,-1.312499,1
113,20,-0.777778,25.444445,-1.585609,1
113,6.888889,4.111111,6.888889,-0.989308,1
101,21.222221,-0.222222,26.777779,-1.558599,1
64,21.777779,-5.555555,31.222221,-1.756712,1
138,7,4.666666,7,-0.880521,1
60,21.333334,-3.888889,30,-1.709389,1
100,21.777779,-1.333333,28.444445,-1.623301,1
44,17.333334,-4.222222,25.222221,-1.753726,1
136,7.777778,4.555555,8,-0.924607,1
40,15.666667,-4.555555,23.333334,-1.783602,1
86,23.555555,-2.222222,31.333334,-1.650844,1
115,8.222222,4.666666,8.444445,-0.965144,1
53,22.777779,-12.888889,38.333336,-1.937482,1
88,18.777779,-5.444445,27.333334,-1.785147,1
56,21.11111,-4.888889,30.222221,-1.759414,1
117,7.666666,4,8,-0.983947,1
77,24.555555,-5.555555,34.444447,-1.768872,1
108,19,4,21.11111,-1.302133,1
104,20.555555,-4.111111,28.666666,-1.72879,1
90,22,-1.888889,29.11111,-1.622331,1
134,7.444445,4.111111,7.777778,-0.966318,1
123,7.555555,5.222222,7.555555,-0.837598,1
117,6.333334,1.666667,7.555555,-1.353896,1
54,22.777779,-5.444445,32.555557,-1.760752,1
101,20.333334,0.777778,25,-1.520125,1
85,18.88889,2.777778,21.88889,-1.386867,1
34,18.222221,-6.333334,27.88889,-1.823148,1
132,7.444445,5.111111,7.555555,-0.726018,1
124,7.111111,3.666667,7.555555,-1.037663,1
124,6.666666,4.666666,6.777778,-0.877707,1
143,6.111111,4.777778,6.111111,-0.87829,1
115,20.555555,1.888889,24.11111,-1.440963,1
111,7,4,7.333334,-1.041434,1
60,18.88889,-1.333333,24.777779,-1.623392,1
70,24.444445,-4.777778,34,-1.74518,1
85,18.88889,2.777778,21.88889,-1.386867,1
125,7.333334,3.444444,7.777778,-1.121818,1
116,21.333334,-2.333333,28.11111,-1.670314,1
138,7.333334,4.777778,7.333334,-0.862108,1
102,18.555555,1.888889,21.88889,-1.447037,1
64,17.555555,-4,25.11111,-1.755505,1
42,20,-7.777778,31.11111,-1.842494,1
136,7.111111,4.444445,7.222222,-0.896533,1
57,24.666666,-4.888889,34.444447,-1.739017,1
67,25.11111,-6.111111,35.88889,-1.768356,1
125,7.222222,4.111111,7.333334,-0.944272,1
44,17.333334,-4.222222,25.222221,-1.753726,1
70,23,-2,30.11111,-1.649603,1
126,8.777778,4.444445,8.888889,-0.913675,1
91,22,-1.444444,28.777779,-1.630409,1
74,21,-0.444444,26.88889,-1.554234,1
143,6.777778,4,7,-1.048222,1
56,19.444445,-1.222222,25.444445,-1.622211,1
66,18.555555,-0.333333,24,-1.569253,1
83,19.555555,0.333333,24.444445,-1.507007,1
133,7.777778,4,8.222222,-1.077659,1
80,24,-6,34.444447,-1.773594,1
149,5.555555,-5.888889,11.888889,-2.018631,1
140,7.888889,4.666666,8.222222,-0.909267,1
116,6.555555,3.444444,6.888889,-1.093148,1
100,21.666666,1.777778,26,-1.477019,1
110,18.88889,2.888889,21.444445,-1.345096,1
143,6.555555,4.555555,6.666666,-0.907416,1
118,7.555555,3.333333,8.444445,-1.134543,1
116,21.222221,-1.444444,27.555555,-1.632243,1
124,7.555555,4,8,-1.011484,1
116,6.777778,3.444444,7.333334,-1.099624,1
68,20.444445,-3.444444,28.444445,-1.700324,1
98,21,0.333333,25.88889,-1.528895,1
130,8.555555,3.777778,9,-1.056659,1
111,6.444445,3,7.222222,-1.181388,1
116,6.777778,3.444444,7.333334,-1.099624,1
149,4.111111,-4,8.666667,-1.985703,1
139,7.555555,4.333334,7.555555,-0.965946,1
113,7.111111,4.555555,7.111111,-0.942558,1
108,19,4,21.11111,-1.302133,1
136,8.333334,4.555555,8.666667,-0.963931,1
41,20.777779,-5.111111,29.777779,-1.77166,1
123,6,4.333334,6,-0.853547,1
122,8.111112,5.111111,8.111112,-0.83212,1
117,7.333334,2.666667,8.222222,-1.233256,1
101,18.333334,4.222222,20.222221,-1.21111,1
69,22,-7,32.555557,-1.811203,1
77,24.11111,-3.222222,32.333336,-1.677308,1
115,7.333334,3.111111,8,-1.175454,1
112,7,2.333333,8.111112,-1.273992,1
63,20.333334,-6.111111,29.666666,-1.813886,1
101,19.666668,1.888889,23.555555,-1.457591,1
116,21.222221,-1.444444,27.555555,-1.632243,1
78,24,-1.777778,31.222221,-1.610448,1
137,7.777778,5.777778,7.777778,-0.744272,1
61,22.666666,-3.222222,30.666666,-1.700913,1
102,20.333334,0.222222,25,-1.555097,1
110,18.88889,2.888889,21.444445,-1.345096,1
129,8.444445,5.333334,8.444445,-0.843904,1
111,7,2.888889,7.888889,-1.175773,1
114,7,3.333333,7.444445,-1.151837,1
67,19.555555,-1.333333,25.88889,-1.623202,1
85,20.777779,-1,27.11111,-1.603957,1
120,22.11111,-4.666666,30.444445,-1.76489,1
61,20.333334,-4.222222,28.777779,-1.737293,1
51,18.777779,-2.444444,25.666666,-1.68129,1
108,19,5.666666,20,-1.169517,1
113,7.111111,4.888889,7.111111,-0.851202,1
111,19.777779,3.444444,22.222221,-1.333792,1
142,6.777778,5.888889,6.777778,-0.675123,1
95,21.11111,0,26.222221,-1.555549,1
111,7.666666,5.222222,7.666666,-0.872666,1
126,7.444445,5,7.444445,-0.895807,1
124,7.444445,4.333334,7.777778,-0.987873,1
103,19.222221,2.666667,22.555555,-1.397414,1
106,20,0,25.11111,-1.55762,1
124,7.111111,3.666667,7.555555,-1.037663,1
139,7.555555,4.333334,7.555555,-0.965946,1
103,17.666668,4.555555,19.444445,-1.219211,1
128,7.888889,5.888889,7.888889,-0.7213,1
122,7,4.111111,7.222222,-0.964797,1
58,20,-2.777778,27.333334,-1.685074,1
53,20.88889,-2,27.444445,-1.662177,1
121,21.666666,-4.333334,30.11111,-1.740736,1
73,19.222221,0.444444,24.11111,-1.524253,1
142,6.555555,4.555555,6.555555,-0.829712,1
124,6.888889,5.333334,6.888889,-0.752669,1
75,23.333334,-7.888889,34.77778,-1.8356,1
133,8.333334,5,8.444445,-0.924817,1
147,5.666666,-1.111111,9.555555,-1.50837,1
131,6.666666,4.444445,6.666666,-0.874641,1
90,18.777779,2,22.11111,-1.425885,1
118,7,4.111111,7.111111,-0.960827,1
118,6.555555,3.222222,7.111111,-1.053347,1
143,7.555555,5.666666,7.555555,-0.796918,1
116,7.555555,3.222222,8.333334,-1.19107,1
60,22.444445,-4,31,-1.713134,1
116,7.111111,3,7.777778,-1.163245,1
67,22.555555,0.888889,27.88889,-1.524771,1
113,20,-0.777778,25.444445,-1.585609,1
123,8.222222,4.444445,8.444445,-0.985729,1
89,21.333334,-1.666667,27.777779,-1.611365,1
123,8,5.666666,8,-0.761648,1
81,22.333334,-1.111111,28.777779,-1.606794,1
136,7.777778,4.555555,8,-0.924607,1
149,4.111111,-4,8.666667,-1.985703,1
108,21,-2.777778,28.222221,-1.683529,1
59,22.333334,-8.222222,34.333336,-1.836328,1
60,19.333334,-1.777778,25.777779,-1.650048,1
114,16.11111,4.777778,17.444445,-1.179347,1
60,24.666666,-6.222222,35.22222,-1.776113,1
124,7.444445,4.222222,7.666666,-1.02473,1
56,23.333334,-9.333333,36,-1.863182,1
103,21.222221,-1.888889,28,-1.634396,1
46,116,-30.11111,141,-2.304436,2
46,100.888885,-41.22222,132.88889,-2.395028,2
13,122.77778,-28.444445,145.44444,-2.360428,2
85,79.22222,-43,118,-2.208414,2
68,94.22222,-39.444443,126.333336,-2.333212,2
13,106.55556,-36.333332,135.77779,-2.351897,2
41,95.111115,-43.77778,128.88889,-2.404745,2
32,115.111115,-33.333332,142.22223,-2.333746,2
45,110.55556,-36.88889,140,-2.35936,2
29,119,-28.444445,142.77777,-2.29776,2
21,115,-35.444443,142.88889,-2.377814,2
16,99.55556,-40.22222,131,-2.385001,2
78,128.66667,-20.666666,147,-2.225537,2
39,116.333336,-32.22222,142.44444,-2.336025,2
49,108.111115,-37.77778,139.33334,-2.315477,2
44,93,-39,126.77778,-2.255577,2
14,104.22222,-38.333332,134.11111,-2.390383,2
18,102.333336,-34.333332,130.11111,-2.340839,2
86,92.888885,-38.666668,124.111115,-2.343789,2
31,129.88889,-18.11111,145.55556,-2.255012,2
20,115.666664,-32.666668,142.33334,-2.328034,2
40,96.22222,-43.444443,129,-2.434692,2
31,117.111115,-29.11111,141.22223,-2.310766,2
85,88.77778,-36.77778,122.55556,-2.186342,2
64,96.333336,-37.333332,126.22222,-2.355443,2
61,95.111115,-41.88889,128.33334,-2.367396,2
46,112.77778,-35.333332,141,-2.357688,2
47,129,-20.222221,146.33334,-2.262555,2
38,100.44444,-39.11111,131.44444,-2.370002,2
13,119.666664,-32.22222,145.44444,-2.355244,2
29,98.55556,-40.555557,130.55556,-2.373206,2
93,103.888885,-25.222221,128,-2.141419,2
28,111,-34.555557,138.66667,-2.35398,2
47,116,-31.11111,141.66667,-2.315792,2
77,93.888885,-41.22222,125.22222,-2.42468,2
41,128.44444,-20.333334,145.88889,-2.270225,2
83,74.55556,-48.22222,116.888885,-2.239053,2
60,99.55556,-30.666666,128.22223,-2.16692,2
56,116.22222,-30.666666,141.66667,-2.307657,2
97,126.55556,-23.444445,145.44444,-2.346234,2
62,116.333336,-27.222221,138.77779,-2.315962,2
68,115.666664,-30.333334,141,-2.300618,2
81,75.66667,-44.22222,116.44444,-2.18233,2
94,106.888885,-18.88889,127.55556,-2.015307,2
17,120.77778,-28.555555,143.88889,-2.339493,2
75,72,-49.666668,115.888885,-2.232,2
32,129.77779,-19.555555,146.33334,-2.280755,2
43,117.333336,-27.444445,140.55556,-2.280207,2
25,97.77778,-43.333332,131.33334,-2.396894,2
57,112.22222,-34,139,-2.376054,2
80,102.888885,-24.555555,127.333336,-2.098697,2
25,103.666664,-37.77778,133.77779,-2.360195,2
21,115.77778,-33,141.88889,-2.370372,2
52,101,-31.88889,129.22223,-2.229685,2
51,113.22222,-33.555557,141.11111,-2.30531,2
26,131.44444,-16.777779,146.77777,-2.182567,2
45,95.888885,-39.22222,126.888885,-2.371807,2
34,91.22222,-42.77778,127.333336,-2.286636,2
67,92.111115,-41.88889,125.55556,-2.357338,2
93,70.66667,-46.88889,112.111115,-2.231558,2
89,93.111115,-38.88889,125.44444,-2.306204,2
43,94.111115,-39.11111,128.22223,-2.247952,2
35,114.44444,-30.333334,140.11111,-2.282923,2
76,74.55556,-46.555557,116.55556,-2.208019,2
90,105.666664,-22.333334,128.33334,-2.078418,2
21,120.666664,-27.555555,142.55556,-2.364884,2
17,115,-33.444443,141.88889,-2.348415,2
24,117.666664,-29.88889,141.66667,-2.349252,2
58,110.44444,-35.444443,138.77779,-2.357271,2
15,134.33334,-19.333334,150.11111,-2.328472,2
36,98.22222,-41.11111,130.33334,-2.387384,2
71,111.44444,-32.22222,138.33334,-2.301203,2
44,112,-31.777779,136.88889,-2.384657,2
42,130.44444,-19.88889,147.44444,-2.26361,2
31,130.77779,-16.88889,145.44444,-2.251504,2
50,94.666664,-38.333332,125.77778,-2.337296,2
82,92.888885,-40.88889,125.888885,-2.344872,2
25,117.77778,-30.666666,142.33334,-2.354552,2
15,133.88889,-19.222221,149.55556,-2.330563,2
27,130.33334,-17.88889,145.55556,-2.264129,2
64,96.333336,-37.333332,126.22222,-2.355443,2
48,112.22222,-30.444445,138.11111,-2.278604,2
54,127.55556,-20.333334,145.55556,-2.231555,2
54,109.111115,-23,132.44444,-2.079152,2
41,103.888885,-28.555555,131.22223,-2.139822,2
79,93.888885,-41.555557,126.55556,-2.377965,2
17,118.77778,-32.333332,143.55556,-2.412968,2
90,105.888885,-22.777779,128.55556,-2.097815,2
18,133.33334,-15.888889,147.55556,-2.214612,2
70,104,-25.555555,127.77778,-2.17166,2
28,97.888885,-37.77778,131.11111,-2.238865,2
36,100.77778,-39.77778,132.44444,-2.362237,2
62,115.77778,-28.666666,139.44444,-2.314232,2
16,134.66667,-17.222221,149.88889,-2.232895,2
19,97.666664,-37.88889,130.22223,-2.264331,2
50,93.888885,-46.11111,130.33334,-2.37202,2
53,128.22223,-19.666666,145.77777,-2.217488,2
27,132.55556,-16.555555,146.55556,-2.264532,2
57,111.333336,-33,139,-2.297173,2
43,115.666664,-28.777779,140.22223,-2.270653,2
26,98.333336,-41.666668,130.88889,-2.38614,2
51,117,-28,140.22223,-2.306687,2
54,112.666664,-35.11111,141.33334,-2.328661,2
40,95.333336,-44.11111,129,-2.419456,2
30,99.333336,-40.88889,131.11111,-2.395064,2
33,96.77778,-41.444443,128.66667,-2.408019,2
36,128.55556,-20.222221,146.11111,-2.247156,2
49,117,-31.222221,143.11111,-2.297839,2
31,115.55556,-33.88889,143.11111,-2.334831,2
75,105.888885,-32.444443,133,-2.295488,2
63,108.44444,-35.333332,137.55556,-2.315885,2
40,96.22222,-43.444443,129,-2.434692,2
18,97.22222,-44.666668,130.44444,-2.45498,2
59,110.55556,-34.444443,138.77779,-2.323173,2
58,110.111115,-35.666668,138.77779,-2.349269,2
96,76,-44.444443,115.666664,-2.219979,2
20,116.77778,-31.666666,142.66667,-2.326919,2
72,79.22222,-42.666668,117.111115,-2.22578,2
18,131.44444,-19.333334,147.88889,-2.27511,2
78,93.22222,-40.88889,125.666664,-2.368082,2
50,94.666664,-38.333332,125.77778,-2.337296,2
56,115.888885,-30.333334,140.66667,-2.326783,2
81,91.888885,-42.11111,124.888885,-2.382261,2
31,101.888885,-39.22222,132.55556,-2.384877,2
71,115.55556,-31.222221,140.88889,-2.339758,2
44,113.44444,-31.11111,138.11111,-2.367282,2
49,116.333336,-29.555555,141.77779,-2.263738,2
72,115.333336,-30.666666,140.55556,-2.32084,2
57,115.77778,-31,140.44444,-2.362514,2
33,96.77778,-39.333332,130.55556,-2.266225,2
30,97.666664,-40.666668,129,-2.405295,2
40,114,-33.333332,141.55556,-2.313685,2
54,96.77778,-36.22222,126.111115,-2.33633,2
59,116.55556,-28.777779,140.44444,-2.308637,2
40,117.44444,-29.88889,142.22223,-2.308766,2
65,82.77778,-43.666668,121.111115,-2.239144,2
30,115.111115,-30.88889,141,-2.295989,2
71,72.77778,-49.11111,115.55556,-2.249475,2
45,88.111115,-41.444443,124.55556,-2.238324,2
40,113.333336,-31.333334,139.66667,-2.292201,2
46,129.44444,-18.222221,145.55556,-2.232616,2
115,123.22222,-28.666666,145.33334,-2.405477,2
28,99.44444,-40.555557,131.11111,-2.387884,2
58,97.666664,-38.11111,128.11111,-2.357271,2
79,93.888885,-41.555557,126.55556,-2.377965,2
23,111,-36,139.77779,-2.356262,2
66,106.888885,-22,128.77779,-2.09899,2
50,109.888885,-36.555557,139.77779,-2.325679,2
63,92.666664,-38.77778,123.22222,-2.375282,2
36,89.55556,-40.444443,125.22222,-2.232346,2
87,127.888885,-22.555555,146.44444,-2.312874,2
83,74.55556,-48.22222,116.888885,-2.239053,2
57,129.88889,-18.222221,146.22223,-2.215046,2
35,83,-44.77778,122,-2.248235,2
12,115.55556,-35.666668,143.11111,-2.402917,2
40,114.44444,-30.555555,140.55556,-2.270219,2
35,113.77778,-34.22222,141.33334,-2.346636,2
74,89.111115,-38.22222,123.22222,-2.220553,2
20,98.44444,-39.77778,129.55556,-2.385213,2
35,117.44444,-30.333334,142.55556,-2.311049,2
15,90.888885,-46.88889,131.11111,-2.266452,2
66,80.66667,-43.333332,118.77778,-2.235701,2
21,113.44444,-36.444443,142.44444,-2.362526,2
68,95.111115,-32,124.888885,-2.169999,2
66,79.111115,-43,117.333336,-2.224845,2
91,92.55556,-37,123.44444,-2.300486,2
88,101.55556,-27.11111,127.55556,-2.139239,2
56,115.888885,-30.333334,140.66667,-2.326783,2
48,94.77778,-39.333332,129.11111,-2.247036,2
13,88.22222,-47.666668,128.44444,-2.28708,2
12,107.22222,-35.444443,135.33334,-2.368866,2
57,113,-33.77778,140.33334,-2.341163,2
15,118.333336,-32.77778,144,-2.38244,2
107,125.77778,-23.666666,145.22223,-2.317384,2
45,111.111115,-31.222221,137.33334,-2.292668,2
62,85.666664,-42,121.44444,-2.277142,2
53,104.333336,-26.444445,130.22223,-2.117007,2
51,95.22222,-40.555557,127,-2.383438,2
24,110.77778,-32.555557,137.77779,-2.307914,2
62,112.333336,-33.444443,139.33334,-2.343404,2
49,97.111115,-35.333332,128.88889,-2.211659,2
33,113.22222,-34,140.88889,-2.333537,2
46,112.77778,-35.333332,141,-2.357688,2
25,117.77778,-30.666666,142.33334,-2.354552,2
55,101,-38,132.22223,-2.319697,2
63,96.22222,-38.11111,126.111115,-2.382438,2
16,87.55556,-44.88889,125,-2.302468,2
13,134.88889,-20.11111,149.88889,-2.449265,2
101,126.44444,-25.444445,147.22223,-2.328735,2
98,77.333336,-45,116.888885,-2.238522,2
50,113.111115,-33,140.88889,-2.28828,2
55,90,-39.22222,124.111115,-2.251012,2
26,131,-17.666666,146.55556,-2.230725,2
40,114.22222,-32.77778,141.66667,-2.2949,2
29,119.22222,-27.666666,142.88889,-2.271128,2
54,97.55556,-37.22222,127.44444,-2.351182,2
32,115.111115,-33.333332,142.22223,-2.333746,2
11,135.11111,-19.333334,150.11111,-2.401587,2
49,113.111115,-32.77778,140.44444,-2.303412,2
52,101,-31.88889,129.22223,-2.229685,2
65,115.333336,-31,141.66667,-2.273744,2
19,101,-39.77778,132.33334,-2.375985,2
80,82.44444,-41.666668,119.333336,-2.228712,2
27,111.55556,-33.333332,138.66667,-2.334512,2
67,112.333336,-31.666666,138.44444,-2.317188,2
94,80.888885,-43.22222,119.22222,-2.227114,2
25,114.333336,-35.11111,142.22223,-2.36518,2
30,100.77778,-37.444443,130.11111,-2.385308,2
14,99,-41.22222,130.66667,-2.408968,2
45,87.111115,-42.333332,124,-2.247816,2
28,96.44444,-45.444443,130.66667,-2.438585,2
71,115.55556,-31.222221,140.88889,-2.339758,2
35,131.22223,-15.777778,146.22223,-2.146845,2
60,114,-29,138.33334,-2.293386,2
18,133.33334,-15.888889,147.55556,-2.214612,2
51,110.666664,-36.88889,140.77779,-2.330465,2
62,117.55556,-26.777779,140.33334,-2.275425,2
19,116.55556,-32.88889,143.11111,-2.344188,2
13,137.11111,-14.111111,148.88889,-2.276767,2
11,136.88889,-19.666666,150.88889,-2.521648,2
29,88.77778,-43.444443,126.333336,-2.257217,2
18,97.22222,-44.666668,130.44444,-2.45498,2
14,100.111115,-41.11111,132.11111,-2.391113,2
44,85,-42,121.44444,-2.254541,2
33,97.77778,-40.666668,132,-2.290421,2
96,103.44444,-24.444445,128.11111,-2.085954,2
81,105.666664,-21.777779,128.88889,-2.033487,2
42,95.666664,-39.77778,126.22222,-2.410388,2
30,100.77778,-37.444443,130.11111,-2.385308,2
58,76.888885,-47.444443,118.55556,-2.239301,2
27,132.55556,-16.555555,146.55556,-2.264532,2
15,100.111115,-40.88889,132,-2.389025,2
22,132.11111,-16.555555,147.88889,-2.146204,2
37,80.111115,-47.444443,121.111115,-2.258443,2
41,110.22222,-33.77778,138.88889,-2.280803,2
25,89.111115,-43.555557,126.888885,-2.252101,2
72,114.111115,-34,141.11111,-2.366197,2
35,83.333336,-46.22222,122.55556,-2.280843,2
104,87.22222,-39.88889,119.888885,-2.326201,2
13,122.111115,-29,144.77777,-2.386251,2
39,99.44444,-40.666668,131.11111,-2.393564,2
38,113.333336,-34.555557,141.66667,-2.322923,2
46,93.888885,-40.88889,128.88889,-2.270851,2
20,102.666664,-33.555557,132.33334,-2.231826,2
48,127.55556,-21.88889,146.11111,-2.278428,2
54,97.888885,-36.333332,127.111115,-2.345744,2
57,129.44444,-19,146.66667,-2.187422,2
23,111.888885,-37.666668,141.66667,-2.37055,2
30,112.77778,-31.666666,139.66667,-2.27951,2
20,114,-33,140.55556,-2.348006,2
52,115.55556,-30.666666,140.22223,-2.348494,2
27,132.55556,-14.888889,146.55556,-2.146716,2
25,88,-43.444443,125.666664,-2.253408,2
11,136.88889,-19.666666,150.88889,-2.521648,2
101,126.44444,-25.444445,147.22223,-2.328735,2
47,93.22222,-41.666668,128.77779,-2.271072,2
55,113.888885,-30.666666,139.33334,-2.308179,2
39,113.888885,-30.88889,140.33334,-2.268113,2
33,96.77778,-41.444443,128.66667,-2.408019,2
58,112.55556,-31.333334,137.44444,-2.365385,2
109,89.44444,-39.11111,122.22222,-2.297546,2
