@relation segment

@attribute Region-centroid-row numeric
@attribute Intensity-mean numeric
@attribute Exred-mean numeric
@attribute Exgreen-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
70,23.666666,-2,-17.333334,-1.649603,1
143,4.518518,4.777778,-7.555555,-0.87829,1
62,21.185184,-1.888889,-16.222221,-1.650123,1
59,23.851852,-3.555556,-17.555555,-1.699326,1
115,22.037037,-2.111111,-15.777778,-1.619549,1
118,5.481482,3.222222,-6.777778,-1.053347,1
134,6.074074,4.111111,-7.222222,-0.966318,1
140,5,4.666666,-6.333334,-0.783647,1
67,23.74074,-2.555556,-18.555555,-1.670171,1
128,5.962963,4.111111,-7.888889,-1.005054,1
88,20.592592,-5.444445,-14.777778,-1.785147,1
111,19.925926,-0.444444,-14.444445,-1.58144,1
62,27.37037,-10.777778,-20.11111,-1.888408,1
123,5.814815,3.888889,-7.111111,-0.988413,1
117,6.333334,4,-7.333334,-0.983947,1
114,5.888889,3.333333,-8,-1.151837,1
91,19.74074,0.111111,-14.555555,-1.55225,1
145,5.296296,3.111111,-6.888889,-1.068968,1
88,21.148148,0.888889,-16.444445,-1.512555,1
56,22.74074,-4.888889,-17.555555,-1.759414,1
96,21.88889,0.666667,-17,-1.530686,1
143,5.444445,4,-8,-1.048222,1
92,23.666666,-1.666667,-18.333334,-1.637777,1
74,22.407408,-2.222222,-17.222221,-1.646671,1
113,6.148148,3.222222,-8.111111,-1.175454,1
129,6.333334,4.666666,-7.666666,-0.932783,1
114,14.518518,4.777778,-12.555555,-1.179347,1
95,21.407408,-0.222222,-15.555555,-1.567327,1
139,6.111111,4.333334,-7.666666,-0.965946,1
145,3.925926,4.888889,-5.111111,-0.57094,1
64,22.481482,-1.444444,-17.777779,-1.625668,1
57,26.296297,-4.888889,-19.555555,-1.739017,1
44,18.74074,-4.222222,-15.222222,-1.753726,1
68,27.185184,-8.888889,-20.222221,-1.848523,1
85,17.962963,2.777778,-14.555555,-1.386867,1
108,17.11111,5.666666,-14,-1.169517,1
126,4.925926,4.555555,-7.111111,-0.877707,1
130,5.777778,5,-7.666666,-0.871495,1
83,18.74074,1.111111,-14.555555,-1.456819,1
114,17.222221,5.333334,-14,-1.176662,1
118,5,3.666667,-7.333334,-1.047198,1
103,21.851852,-1.888889,-16.555555,-1.634396,1
75,25.962963,-7.888889,-18.555555,-1.8356,1
128,5.925926,5.888889,-7.444445,-0.7213,1
121,23.11111,-4.333334,-16.666666,-1.740736,1
60,26.74074,-6.222222,-19.222221,-1.776113,1
91,22.481482,-1.444444,-17.444445,-1.630409,1
140,6.333334,4.666666,-7.666666,-0.909267,1
117,5.888889,3,-7.666666,-1.179692,1
143,5.037037,4.555555,-7.111111,-0.907416,1
56,26.444445,-9.333333,-19.333334,-1.863182,1
142,4.666666,6.333334,-7,-0.604864,1
103,18.333334,2.666667,-15.333333,-1.397414,1
81,22.703703,-1.111111,-17.11111,-1.606794,1
122,5.555555,4.333334,-7.666666,-0.953435,1
56,19.851852,-1.222222,-15.555555,-1.622211,1
113,5.481482,4.888889,-7.444445,-0.851202,1
124,5.888889,3.666667,-7.333334,-1.037663,1
72,26.481482,-8.777778,-19.11111,-1.846158,1
107,18.62963,2.444444,-15.555555,-1.370369,1
34,20.333334,-6.333334,-16.333334,-1.823148,1
149,5.518518,-4.222222,-5.555555,-2.009108,1
111,5.444445,3,-7.666666,-1.181388,1
135,5.703704,5.222222,-7.444445,-0.787376,1
124,6,4.333334,-8,-0.987873,1
119,21.592592,-0.777778,-16.444445,-1.57896,1
147,4.592593,-1.444444,-7.111111,-1.561754,1
90,24.851852,-3.555556,-18.555555,-1.705942,1
128,5.666666,5.333334,-8,-0.837598,1
63,22.37037,-6.111111,-15.777778,-1.813886,1
114,5.444445,2,-7.666666,-1.314533,1
124,6.185185,4.444445,-7.888889,-0.95784,1
44,18.74074,-4.222222,-15.222222,-1.753726,1
116,5.407407,3.444444,-7.555555,-1.093148,1
101,19.037037,1.888889,-15.444445,-1.457591,1
67,20,-1.333333,-16.333334,-1.623202,1
111,5.703704,3.555556,-7.444445,-1.065066,1
124,6.037037,4.222222,-8.111111,-1.02473,1
141,5.407407,4.777778,-7.222222,-0.843732,1
124,5.888889,3.666667,-7.333334,-1.037663,1
125,6.185185,3.444444,-7.888889,-1.121818,1
107,18.88889,3,-15,-1.357871,1
80,26,-6,-19.333334,-1.773594,1
120,5.962963,5.444445,-7.888889,-0.820403,1
134,5.888889,5.333334,-7.666666,-0.806042,1
74,21.148148,-0.444444,-16.777779,-1.554234,1
77,26.407408,-5.555555,-18.555555,-1.768872,1
84,23.851852,-0.888889,-17.555555,-1.598867,1
89,18.962963,-0.555556,-14.222222,-1.544214,1
100,21.074074,1.777778,-16.555555,-1.477019,1
73,19.074074,0.444444,-15.555555,-1.524253,1
117,19.88889,2.333333,-15,-1.420087,1
101,22.444445,-2.666667,-17.666666,-1.674318,1
102,23.074074,-2.888889,-17.222221,-1.68544,1
133,6.444445,4,-8.333333,-1.077659,1
94,21.222221,-1.666667,-16.666666,-1.627145,1
128,5.037037,5.555555,-6.777778,-0.688601,1
86,24.296297,-2.222222,-18.88889,-1.650844,1
104,21.777779,-2.666667,-17,-1.669752,1
60,23.777779,-4,-17.666666,-1.713134,1
126,7.296296,4.444445,-7.222222,-0.913675,1
102,23.074074,-2.888889,-17.222221,-1.68544,1
41,22.481482,-5.111111,-16.777779,-1.77166,1
67,22.25926,0.888889,-17.777779,-1.524771,1
85,17.962963,2.777778,-14.555555,-1.386867,1
50,23.037037,-4.111111,-16.777779,-1.741254,1
124,5.111111,5.333334,-7,-0.752669,1
116,6.481482,3.222222,-8.444445,-1.19107,1
118,6.444445,3.333333,-8.333333,-1.134543,1
140,6,4.333334,-7,-0.91962,1
123,6.111111,5.666666,-7.666666,-0.761648,1
59,25.074074,-8.222222,-19.555555,-1.836328,1
100,20.62963,0.777778,-15.555555,-1.519702,1
149,5.444445,-4,-5.666666,-1.985703,1
124,7.074074,3.444444,-8.555555,-1.157082,1
92,19.074074,-0.888889,-14.222222,-1.570588,1
129,6.666666,5.333334,-8,-0.843904,1
145,5.296296,3.111111,-6.888889,-1.068968,1
115,6.666666,4.666666,-8.333333,-0.965144,1
115,19.925926,1.888889,-14.444445,-1.440963,1
123,5.814815,5.222222,-7.777778,-0.837598,1
55,23.444445,-5.333334,-17.666666,-1.771163,1
72,26.222221,-7.333334,-20.333334,-1.807866,1
113,14.703704,7.222222,-13.777778,-0.9757,1
66,22.62963,-4.222222,-17.555555,-1.733544,1
113,5.518518,4.111111,-7.555555,-0.989308,1
80,24.814816,-1.444444,-18.777779,-1.620451,1
121,6.407407,4.777778,-7.888889,-0.914324,1
86,23.814816,-1.444444,-17.777779,-1.60859,1
68,21.592592,-3.444444,-17.11111,-1.700324,1
146,5.111111,1.666667,-6.666666,-1.258358,1
128,5.555555,4,-7.333334,-0.985811,1
116,6.62963,2.777778,-8.222222,-1.233945,1
129,6.333334,4.666666,-7.666666,-0.932783,1
111,6.037037,2.888889,-7.777778,-1.175773,1
70,26.037037,-4.777778,-19.11111,-1.74518,1
114,19.851852,0.444444,-14.888889,-1.508658,1
131,5.962963,4.777778,-6.888889,-0.804846,1
88,22.148148,-2.444444,-16.444445,-1.653787,1
118,22.74074,-3.555556,-15.222222,-1.707392,1
138,5.740741,4.777778,-7.222222,-0.862108,1
136,6.814815,4.555555,-8.111111,-0.963931,1
108,17.666666,4,-14.333333,-1.302133,1
143,5.296296,4.111111,-6.888889,-0.914813,1
101,21.296297,-0.222222,-16.222221,-1.558599,1
93,20.37037,-4.444445,-14.777778,-1.730306,1
57,26.296297,-4.888889,-19.555555,-1.739017,1
60,26.74074,-6.222222,-19.222221,-1.776113,1
114,5.259259,3.888889,-6.444445,-0.91061,1
138,4.962963,5.444445,-6.888889,-0.722894,1
89,23.88889,-2.333333,-17.333334,-1.664008,1
63,20.925926,-3.777778,-16.777779,-1.72683,1
116,6.481482,3.222222,-8.444445,-1.19107,1
111,5.925926,5.222222,-8.111111,-0.872666,1
144,4.814815,3.555556,-6.444445,-0.969119,1
60,19.925926,-1.777778,-15.777778,-1.650048,1
122,5.62963,4.111111,-7.222222,-0.964797,1
71,22.777779,-2.666667,-18,-1.66796,1
92,22.88889,-3.333333,-17.333334,-1.682651,1
132,5.37037,5.222222,-7.444445,-0.808383,1
75,21.333334,-0.666667,-16.666666,-1.590164,1
143,5.666666,5.666666,-8,-0.796918,1
103,18.962963,3.777778,-15.222222,-1.334127,1
61,23.74074,-3.222222,-17.555555,-1.700913,1
63,18.074074,-2.555556,-14.222222,-1.683847,1
116,21.703703,-1.444444,-16.11111,-1.632243,1
75,24.851852,-2.555556,-17.88889,-1.652768,1
111,5.407407,4.444445,-7.222222,-0.897859,1
74,23.592592,-3.111111,-17.777779,-1.66658,1
51,25.74074,-9.222222,-18.88889,-1.873032,1
42,22.592592,-7.777778,-17.777779,-1.842494,1
78,24.592592,-1.777778,-18.11111,-1.610448,1
116,21.703703,-1.444444,-16.11111,-1.632243,1
98,20.88889,0.333333,-15.333333,-1.528895,1
56,28.62963,-7.555555,-19.555555,-1.819915,1
57,26.814816,-8.444445,-19.777779,-1.837675,1
110,17.925926,2.888889,-13.444445,-1.345096,1
135,5.518518,4.777778,-7.555555,-0.892179,1
98,17.481482,2.555556,-12.444445,-1.360437,1
95,21.407408,-0.222222,-15.555555,-1.567327,1
111,5.407407,4.444445,-7.222222,-0.897859,1
149,7.518518,-5.888889,-7.222222,-2.018631,1
107,16.703703,6.222222,-14.444445,-1.131973,1
65,20.814816,-2.111111,-15.777778,-1.665853,1
56,23.703703,-4.777778,-18.11111,-1.748835,1
147,6.777778,-4,-8.666667,-1.783388,1
113,20.25926,-0.777778,-14.777778,-1.585609,1
90,22.62963,-1.888889,-17.555555,-1.622331,1
138,5.444445,4.666666,-7.333334,-0.880521,1
116,6.111111,3,-7.666666,-1.163245,1
116,22.11111,-2.333333,-15.666667,-1.670314,1
108,17.666666,4,-14.333333,-1.302133,1
81,19.851852,1.444444,-15.888889,-1.472378,1
62,21.222221,-1.333333,-16.666666,-1.620398,1
95,21.11111,0,-15.333333,-1.555549,1
75,22.74074,-2.222222,-17.555555,-1.641882,1
68,17.703703,-0.111111,-15.777778,-1.563972,1
130,5.851852,4.444445,-7.555555,-0.963048,1
101,16.925926,4.222222,-13.111111,-1.21111,1
61,18.962963,-0.888889,-14.888889,-1.591206,1
103,16.148148,4.555555,-13.444445,-1.219211,1
60,19.333334,-1.333333,-15,-1.623392,1
113,5.592593,4.555555,-7.777778,-0.942558,1
135,5,5.666666,-7,-0.692028,1
101,21.296297,-0.222222,-16.222221,-1.558599,1
74,101.85185,-38.22222,-25.88889,-2.220553,2
58,123,-31.333334,-12,-2.365385,2
24,127.62963,-29.88889,-12.222222,-2.349252,2
16,102.51852,-44.88889,-22.555555,-2.302468,2
36,111.92593,-41.11111,-14.111111,-2.387384,2
22,137.62962,-16.555555,-14.222222,-2.146204,2
115,132.77777,-28.666666,-9,-2.405477,2
48,115.77778,-25,-25,-2.090557,2
21,125.59259,-36.444443,-14.111111,-2.362526,2
77,107.62963,-41.22222,-11.555555,-2.42468,2
15,106.51852,-46.88889,-26.88889,-2.266452,2
49,108.888885,-35.333332,-24.666666,-2.211659,2
56,126.44444,-30.666666,-15,-2.307657,2
49,124.03704,-32.77778,-16.444445,-2.303412,2
53,123.44444,-33.333332,-11,-2.39327,2
81,105.92593,-42.11111,-14.777778,-2.382261,2
73,125.51852,-30.222221,-14.888889,-2.307396,2
20,125,-33,-13.666667,-2.348006,2
19,110.296295,-37.88889,-21.88889,-2.264331,2
21,129.85185,-27.555555,-10.555555,-2.364884,2
35,127.55556,-30.333334,-14.666667,-2.311049,2
31,136.40741,-16.88889,-10.222222,-2.251504,2
13,132.25926,-28.444445,-11.111111,-2.360428,2
54,124.37037,-35.11111,-15.777778,-2.328661,2
75,126.07407,-30.555555,-14.888889,-2.309804,2
63,108.92593,-38.11111,-13.444445,-2.382438,2
67,106.07407,-41.88889,-16.555555,-2.357338,2
57,124.25926,-33.77778,-14.444445,-2.341163,2
46,124.55556,-35.333332,-14,-2.357688,2
58,93.14815,-47.444443,-29.444445,-2.246316,2
60,109.77778,-30.666666,-24.666666,-2.16692,2
75,116.703705,-32.444443,-16.444445,-2.295488,2
35,125.18519,-34.22222,-14.222222,-2.346636,2
50,121.18519,-35.88889,-17.222221,-2.312305,2
18,138.62962,-15.888889,-10.888889,-2.214612,2
54,134.33333,-20.333334,-13.333333,-2.231555,2
18,125.62963,-34.88889,-14.222222,-2.352184,2
21,130.14815,-28.11111,-11.111111,-2.357178,2
113,133.11111,-25.333334,-12.333333,-2.309551,2
101,134.92592,-25.444445,-11.444445,-2.328735,2
29,128.48148,-28.444445,-14.444445,-2.29776,2
79,89.44444,-47.666668,-30,-2.241633,2
63,120.22222,-35.333332,-16.666666,-2.315885,2
65,125.666664,-31,-17,-2.273744,2
41,109.703705,-43.77778,-13.777778,-2.404745,2
45,101.22222,-42.333332,-26,-2.247816,2
53,113.14815,-26.444445,-24.777779,-2.117007,2
67,122.888885,-31.666666,-15,-2.317188,2
57,98.59259,-43.77778,-25.11111,-2.264402,2
51,124.40741,-33.555557,-16.555555,-2.30531,2
25,116.25926,-37.77778,-14.777778,-2.360195,2
54,110,-36.333332,-15,-2.345744,2
15,140.77777,-19.333334,-8.666667,-2.328472,2
30,111.22222,-40.666668,-12.666667,-2.405295,2
62,99.666664,-42,-23.333334,-2.277142,2
42,108.92593,-39.77778,-12.111111,-2.410388,2
49,127.40741,-31.222221,-15.888889,-2.297839,2
63,105.59259,-38.77778,-14.111111,-2.375282,2
46,114.62963,-41.22222,-13.555555,-2.395028,2
32,136.2963,-19.555555,-10.555555,-2.280755,2
62,125.40741,-27.222221,-12.888889,-2.315962,2
28,110.48148,-37.77778,-24.11111,-2.238865,2
70,112.51852,-25.555555,-20.222221,-2.17166,2
18,112.111115,-44.666668,-10.333333,-2.45498,2
33,125.888885,-33.666668,-14,-2.348002,2
55,113.666664,-38,-17.666666,-2.319697,2
11,143.44444,-19.666666,-2.666667,-2.521648,2
17,126.14815,-33.444443,-13.777778,-2.348415,2
47,135.74074,-20.222221,-11.555555,-2.262555,2
25,128,-30.666666,-12.333333,-2.354552,2
20,127.333336,-31.666666,-14.333333,-2.326919,2
75,88.55556,-49.666668,-32.333332,-2.232,2
91,104.888885,-37,-18.666666,-2.300486,2
62,110.18519,-28.555555,-22.222221,-2.178149,2
20,125,-33,-13.666667,-2.348006,2
41,137.14815,-19.444445,-10.777778,-2.268529,2
14,117,-38.333332,-13,-2.390383,2
40,110.703705,-43.444443,-11.444445,-2.434692,2
29,112.07407,-40.555557,-14.888889,-2.373206,2
72,125.44444,-34,-13,-2.366197,2
33,111.333336,-40.666668,-21.333334,-2.290421,2
35,109.111115,-38,-11,-2.420203,2
19,126.666664,-33.666668,-13.666667,-2.352834,2
11,143.44444,-19.666666,-2.666667,-2.521648,2
71,89.14815,-49.11111,-30.11111,-2.249475,2
32,126.22222,-33.333332,-14.666667,-2.333746,2
47,134.77777,-22,-11,-2.30244,2
20,111.703705,-39.77778,-13.777778,-2.385213,2
66,93.44444,-43,-28.666666,-2.224845,2
28,111.59259,-45.444443,-11.777778,-2.438585,2
34,137.03703,-16.777779,-12.111111,-2.2,2
104,100.51852,-39.88889,-18.222221,-2.326201,2
52,111.62963,-31.88889,-20.88889,-2.229685,2
45,108.96296,-39.22222,-14.555555,-2.371807,2
21,126.77778,-33,-12.333333,-2.370372,2
76,90.07407,-46.555557,-32.88889,-2.208019,2
50,122.07407,-36.555557,-16.555555,-2.325679,2
66,114.22222,-22,-21.666666,-2.09899,2
13,130.40741,-32.22222,-12.888889,-2.355244,2
48,107.888885,-39.333332,-24.333334,-2.247036,2
41,123.03704,-33.444443,-16.777779,-2.299918,2
83,90.62963,-48.22222,-30.555555,-2.239053,2
48,134.85185,-21.88889,-11.888889,-2.278428,2
13,141.81482,-14.111111,-7.111111,-2.276767,2
40,123.77778,-31.333334,-16.333334,-2.292201,2
31,114.96296,-39.22222,-13.555555,-2.384877,2
39,113,-40.666668,-13.666667,-2.393564,2
39,124.18519,-30.88889,-17.555555,-2.268113,2
78,135.55556,-20.666666,-13.666667,-2.225537,2
66,122.55556,-34.666668,-17,-2.307094,2
35,97.92593,-44.77778,-27.444445,-2.248235,2
49,120.703705,-37.77778,-18.11111,-2.315477,2
38,113.48148,-39.11111,-14.777778,-2.370002,2
39,127.07407,-32.22222,-13.888889,-2.336025,2
21,126.77778,-33,-12.333333,-2.370372,2
12,119.03704,-35.444443,-13.444445,-2.368866,2
71,105.666664,-27,-23.333334,-2.143159,2
57,92.92593,-49.444443,-29.777779,-2.254208,2
26,136.88889,-17.666666,-11.333333,-2.230725,2
33,110.59259,-41.444443,-12.777778,-2.408019,2
85,93.55556,-43,-30.333334,-2.208414,2
62,110.03704,-27.777779,-21.11111,-2.185419,2
18,114.14815,-35.11111,-19.444445,-2.278452,2
16,140.40741,-17.222221,-11.222222,-2.232895,2
40,125.111115,-33.333332,-16,-2.313685,2
96,111.59259,-24.444445,-25.11111,-2.085954,2
54,109.96296,-37.22222,-15.222222,-2.351182,2
20,126.55556,-32.666668,-14.666667,-2.328034,2
23,123,-36,-14.333333,-2.356262,2
34,105.48148,-42.77778,-22.777779,-2.286636,2
67,108.85185,-28.222221,-21.88889,-2.173099,2
30,123.333336,-31.666666,-17.333334,-2.27951,2
77,135.92592,-22.11111,-12.111111,-2.277146,2
98,92.333336,-45,-28.666666,-2.238522,2
58,92.703705,-47.444443,-30.11111,-2.239301,2
57,122.333336,-33,-17,-2.297173,2
24,127.62963,-29.88889,-12.222222,-2.349252,2
46,126.03704,-30.11111,-14.777778,-2.304436,2
18,113.77778,-34.333332,-14.666667,-2.340839,2
62,126.48148,-26.777779,-14.777778,-2.275425,2
57,135.77777,-19,-13.666667,-2.187422,2
27,138.07408,-16.555555,-8.888889,-2.264532,2
59,121.703705,-37.444443,-14.444445,-2.364216,2
57,124.703705,-31.444445,-13.444445,-2.34019,2
20,113.85185,-33.555557,-21.88889,-2.231826,2
13,140.25926,-17.777779,-8.777778,-2.292384,2
72,93.44444,-42.666668,-28.333334,-2.22578,2
25,102.48148,-43.444443,-26.11111,-2.253408,2
18,137.88889,-19.333334,-10.666667,-2.27511,2
45,101.92593,-41.444443,-26.444445,-2.238324,2
48,122.37037,-30.444445,-16.777779,-2.278604,2
44,99,-42,-25.333334,-2.254541,2
44,122.59259,-31.777779,-11.111111,-2.384657,2
32,126.22222,-33.333332,-14.666667,-2.333746,2
42,137.07408,-19.88889,-11.222222,-2.26361,2
44,123.81481,-31.11111,-11.777778,-2.367282,2
56,126,-30.333334,-13.666667,-2.326783,2
99,93.40741,-43.22222,-30.555555,-2.207756,2
41,109.703705,-43.77778,-13.777778,-2.404745,2
58,109.07407,-38.22222,-13.888889,-2.375207,2
16,112.96296,-40.22222,-13.888889,-2.385001,2
81,112.92593,-21.777779,-26.11111,-2.033487,2
47,123.85185,-29.222221,-18.555555,-2.23989,2
88,110.59259,-27.11111,-23.777779,-2.139239,2
90,113.48148,-22.777779,-22.444445,-2.097815,2
38,124.85185,-34.555557,-15.888889,-2.322923,2
93,86.296295,-46.88889,-30.555555,-2.231558,2
46,124.55556,-35.333332,-14,-2.357688,2
57,135.96297,-18.222221,-12.555555,-2.215046,2
35,124.55556,-30.333334,-16.333334,-2.282923,2
42,135.2963,-21.555555,-11.888889,-2.282217,2
49,126.18519,-29.555555,-17.222221,-2.263738,2
78,106.85185,-40.88889,-15.555555,-2.368082,2
56,126,-30.333334,-13.666667,-2.326783,2
107,133.66667,-23.666666,-11,-2.317384,2
32,112.03704,-38.444443,-23.11111,-2.255674,2
50,124.111115,-33,-17.333334,-2.28828,2
44,106,-39,-23.333334,-2.255577,2
68,125.77778,-30.333334,-15.333333,-2.300618,2
57,123.55556,-34,-12.333333,-2.376054,2
80,111.07407,-24.555555,-24.222221,-2.098697,2
28,112.96296,-40.555557,-13.888889,-2.387884,2
52,111.62963,-31.88889,-20.88889,-2.229685,2
41,121.48148,-33.77778,-18.444445,-2.280803,2
22,137.96297,-14.888889,-12.222222,-2.158304,2
51,108.74074,-40.555557,-14.222222,-2.383438,2
85,101.03704,-36.77778,-27.777779,-2.186342,2
21,127.296295,-33.22222,-14.222222,-2.339377,2
29,128.48148,-28.444445,-14.444445,-2.29776,2
11,141.55556,-19.333334,-6.333334,-2.401587,2
14,113.81481,-41.11111,-13.777778,-2.391113,2
55,103.07407,-39.22222,-23.88889,-2.251012,2
33,109.888885,-39.333332,-22.666666,-2.266225,2
62,125.333336,-28.666666,-13.666667,-2.314232,2
36,135.2963,-20.222221,-12.222222,-2.247156,2
94,113.18519,-18.88889,-24.222221,-2.015307,2
59,122.03704,-34.444443,-15.777778,-2.323173,2
31,126.81481,-29.11111,-14.111111,-2.310766,2
87,135.40741,-22.555555,-10.555555,-2.312874,2
90,113.48148,-22.777779,-22.444445,-2.097815,2
51,123.18519,-34.22222,-12.888889,-2.368498,2
90,113.111115,-22.333334,-23.333334,-2.078418,2
42,108.92593,-39.77778,-12.111111,-2.410388,2
13,131.77777,-29,-10,-2.386251,2
13,141.59259,-20.11111,-4.777778,-2.449265,2
16,111.81481,-38.11111,-19.777779,-2.293933,2
19,137.77777,-18.666666,-7.333334,-2.358602,2
28,122.51852,-34.555557,-13.888889,-2.35398,2
68,107.37037,-39.444443,-17.444445,-2.333212,2
25,103.62963,-43.555557,-26.222221,-2.252101,2
28,111.51852,-46.22222,-12.888889,-2.425992,2
15,130.14815,-31.444445,-14.111111,-2.32497,2
43,126.48148,-27.444445,-14.777778,-2.280207,2
79,107.74074,-41.555557,-14.888889,-2.377965,2
82,106.51852,-40.88889,-17.222221,-2.344872,2
52,125.77778,-30.666666,-12.666667,-2.348494,2
72,125.55556,-30.666666,-14.333333,-2.32084,2
34,123.22222,-35.333332,-15,-2.343381,2
19,129.92592,-26.777779,-11.444445,-2.340765,2
13,118.666664,-36.333332,-15,-2.351897,2
93,112.296295,-25.222221,-21.88889,-2.141419,2
53,134.77777,-19.666666,-13.333333,-2.217488,2
32,136.2963,-19.555555,-10.555555,-2.280755,2
36,114.03704,-39.77778,-15.444445,-2.362237,2
65,97.333336,-43.666668,-27.666666,-2.239144,2
64,108.77778,-37.333332,-15,-2.355443,2
42,127.03704,-30.11111,-14.111111,-2.31442,2
40,110.03704,-44.11111,-12.777778,-2.419456,2
68,105.77778,-32,-25.333334,-2.169999,2
40,110.703705,-43.444443,-11.444445,-2.434692,2
30,113.25926,-37.444443,-13.111111,-2.385308,2
30,113.25926,-37.444443,-13.111111,-2.385308,2
71,125.96296,-31.222221,-13.555555,-2.339758,2
47,126.37037,-31.11111,-14.777778,-2.315792,2
32,116.77778,-38.666668,-11,-2.421193,2
