@relation 'segment-weka.filters.unsupervised.attribute.Remove-V-R11,16,18,20'

@attribute Rawred-mean numeric
@attribute Exgreen-mean numeric
@attribute Saturatoin-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
7.111111,-7.555555,0.599427,1
14.222222,15.111111,0.389882,7
13.333333,14.444445,0.378871,7
128.55556,-12.222222,0.12003,2
0,-1.444444,1,5
89.111115,-25.88889,0.276784,2
36.22222,-14.222222,0.271717,4
18.777779,-14.444445,0.399311,1
44.666668,-21.11111,0.309236,6
23.444445,-18.11111,0.415737,1
24.88889,-13.333333,0.346398,4
0.111111,-3.666667,0.977778,3
8,-12.111111,0.718221,3
43.333332,-20.11111,0.306725,6
24.666666,-19.222221,0.4223,1
0,-0.111111,0.111111,5
117.77778,-12.333333,0.172504,2
3.333333,-6.555555,0.822893,3
19.666668,13.888889,0.337989,7
2.555556,-4.888889,0.815344,5
12.444445,9.666667,0.335421,7
20,-15.333333,0.408155,1
23,-9.222222,0.331888,5
102.888885,-24.222221,0.198052,2
42,-18,0.292226,6
132.55556,-12.222222,0.098472,2
20.333334,-15.777778,0.422651,1
56,-24.222221,0.301586,6
6.222222,-6.777778,0.630159,1
1.111111,-6.111111,0.872222,3
17.444445,18.88889,0.394886,7
37.11111,-17.777779,0.361284,4
7.666666,-7.555555,0.623016,1
11.888889,-10.222222,0.489982,5
0.666667,-4.666666,0.911155,5
53.444443,-22.666666,0.289653,4
0,-2.333333,1,3
53.444443,-25.444445,0.312892,6
0,-3.777778,1,3
1,-4.333334,0.972222,5
5.333334,-6.555555,0.655556,1
0,-1.555556,1,3
4.111111,-6.111111,0.715608,1
52.77778,-19,0.252203,4
32.11111,-14.111111,0.316177,4
5,11.555555,0.568162,7
16.444445,17.11111,0.411811,7
0,-0.666667,0.666667,5
7.555555,-7.666666,0.532628,1
7.888889,-7.666666,0.537017,1
4.666667,-8.111111,0.651153,5
117.333336,-14.777778,0.165192,2
0,-2.555556,1,3
1.777778,-2.444444,0.843607,3
21.11111,-17.555555,0.440708,1
133.33334,-10.888889,0.096352,2
9.888889,-11.888889,0.577002,5
43.88889,-18.11111,0.278195,6
50.11111,-21.222221,0.298025,6
21.444445,-14.555555,0.483771,4
46.333332,-22.444445,0.32042,6
45.11111,-20,0.29381,6
2,-2.888889,0.790011,3
111,-14.333333,0.205901,2
0.222222,-2,0.888889,5
14.333333,17.11111,0.404392,7
7,-7.222222,0.545635,1
0,0,0,3
6.333334,-6.888889,0.564153,1
6.888889,-7,0.595899,1
125.77778,-11,0.13383,2
20.555555,-16.11111,0.421395,1
0.111111,-1.777778,0.977778,3
76,-30.11111,0.342938,2
48.88889,-20.88889,0.303071,4
18.88889,21.222221,0.3748,7
46,-20,0.299285,6
134.33334,-8.666667,0.105074,2
45.22222,-20.222221,0.294787,6
16.555555,17.777779,0.37213,7
6.777778,-7.555555,0.575397,1
53.444443,-23.222221,0.324556,4
42.555557,-17.777779,0.291875,6
11.111111,10.111111,0.378473,7
10.666667,15.111111,0.446012,7
7.666666,-7.666666,0.577601,1
1.555556,-2.555556,0.534392,5
12.888889,16.88889,0.419597,7
96.77778,-22.666666,0.258604,2
9.777778,-9.555555,0.544858,5
41,-10.777778,0.184999,4
99.22222,-23.11111,0.25142,2
13.444445,17.222221,0.440577,7
16.11111,-11,0.437078,4
15.555555,-11.888889,0.459469,5
0,-2.222222,1,3
31.333334,-15.777778,0.33727,4
127.44444,-11,0.125709,2
39,-18.11111,0.322733,4
14.888889,-9.666667,0.398689,4
40.666668,-16.222221,0.28077,4
23,-14.555555,0.431825,5
0.444444,-5.222222,0.940476,3
55,-22.88889,0.285515,6
6.555555,-7.555555,0.580026,1
0.555556,-0.111111,0.883333,3
18.88889,-14.777778,0.419233,1
117.666664,-12.222222,0.169397,2
0,-2.555556,1,3
