@relation segment

@attribute Region-centroid-row numeric
@attribute Hedge-mean numeric
@attribute Rawgreen-mean numeric
@attribute Exblue-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
123,0.444444,2.333334,2.333333,-0.853547,1
41,1.666667,16.88889,21.88889,-1.77166,1
147,0.5,1.888889,7.555555,-1.475643,1
60,1.055555,14.333333,16.333334,-1.623392,1
89,2.944445,16.555555,17.666666,-1.611365,1
88,2.944445,15.666667,20.222221,-1.785147,1
104,2.666666,16.11111,19.666666,-1.669752,1
108,0.944444,16.555555,18.88889,-1.683529,1
117,1,16.222223,15.333333,-1.574477,1
112,0.555555,3.444444,3.888889,-1.058277,1
142,1.277778,2.333334,1.888889,-0.776334,1
125,0.666667,3.555556,4.444445,-1.121818,1
67,2.444445,14.555555,17.666666,-1.623202,1
126,0.666667,4.888889,2.777778,-0.913675,1
102,2.611111,17.333334,20.11111,-1.68544,1
135,0.888889,3,2.777778,-0.892179,1
139,0.777778,3,3.333333,-1.004936,1
68,1.777778,15.888889,20.555555,-1.700324,1
115,3.888889,15.111111,12.555555,-1.440963,1
86,1.222222,20.222221,25.555555,-1.804829,1
122,0.555556,3.222222,3.111111,-0.964797,1
112,1,3.555556,5.666666,-1.273992,1
118,0.666667,3.666667,5,-1.134543,1
61,3.111111,14,15.777778,-1.591206,1
86,1.722222,13.666667,14.888889,-1.541502,1
135,0.833333,2.666667,1.333333,-0.692028,1
140,1,3.777778,3,-0.909267,1
138,0.444444,3,2.666667,-0.880521,1
116,0.555555,3.888889,5.444445,-1.233945,1
130,0.388889,2.888889,2.666667,-0.889024,1
67,2.111111,20.444445,26.222221,-1.768356,1
116,0.333333,3.111111,4.111111,-1.099624,1
113,2.777778,10.111111,6.555555,-0.9757,1
115,4.166667,16.777779,17.88889,-1.619549,1
84,1.611111,18,18.444445,-1.598867,1
145,0.722222,3,3.777778,-1.068968,1
94,3.666667,15.666667,18.333334,-1.627145,1
117,1,3.777778,5.333334,-1.233256,1
81,2.722222,15.222222,16.88889,-1.566335,1
57,2.111111,19.777779,24.444445,-1.739017,1
86,1.666667,18,21.11111,-1.650844,1
116,1.166667,3.555556,4.666666,-1.163245,1
92,2,14.555555,11.888889,-1.408242,1
120,3.222222,18.444445,20.333334,-1.76489,1
83,2.444445,14.333333,15,-1.507007,1
90,5.111111,16.777779,19.444445,-1.622331,1
104,1.5,13.666667,13.555555,-1.446641,1
101,1.277778,15.888889,16.444445,-1.558599,1
111,1.611111,15.111111,14.888889,-1.58144,1
61,1.555555,16.11111,21.11111,-1.737293,1
101,2.222222,13.888889,13.555555,-1.457591,1
149,1,3.666667,9.777778,-2.009108,1
128,0.388889,2.777778,1.222222,-0.688601,1
60,1.277778,14.666667,17.555555,-1.650048,1
102,1.333333,15.444445,14.222222,-1.555097,1
117,0.5,3.333333,4.666666,-1.179692,1
70,1.833333,17.88889,19.333334,-1.649603,1
128,0.666667,3,2.666667,-0.837598,1
116,0.888889,16.88889,18,-1.670314,1
142,0.944444,2.777778,2.222222,-0.829712,1
114,1.944444,14.888889,14.444445,-1.508658,1
114,0.444444,2.888889,5.666666,-1.314533,1
110,1.944444,2,6.333334,-1.539762,1
55,1.277778,15.888889,16.88889,-1.634416,1
128,0.888889,3.444444,1.555556,-0.7213,1
75,3.777778,18.88889,20.444445,-1.652768,1
113,0.722222,3,2.555556,-0.851202,1
106,1.611111,17.222223,20.555555,-1.695804,1
100,1.388889,16.444445,18.666666,-1.623301,1
68,2.388889,12.444445,15.888889,-1.563972,1
149,0.722222,3.555556,9.666667,-1.985703,1
124,0.444444,2.666667,2.666667,-0.877707,1
56,1.277777,20,28.666666,-1.863182,1
145,0.722222,3,3.777778,-1.068968,1
57,1.944445,20.222221,28.222221,-1.837675,1
130,1,4.222222,1.777778,-0.764077,1
79,2.111111,12.111111,12.555555,-1.453114,1
106,0.722222,14.111111,13.666667,-1.48458,1
125,0.666667,3.444444,3.111111,-0.944272,1
134,0.777778,3.666667,3.111111,-0.966318,1
129,0.666667,3.777778,3,-0.932783,1
111,0.611111,3.222222,2.888889,-0.872666,1
85,1.777778,13.111111,11.777778,-1.386867,1
115,0.777778,3.666667,4.777778,-1.175454,1
101,1.277778,15.888889,16.444445,-1.558599,1
136,0.666667,4.111111,3.555556,-0.963931,1
119,2.555556,16.11111,17.222221,-1.57896,1
108,1.388889,12.888889,10.333333,-1.302133,1
143,0.666667,2,2.777778,-0.87829,1
116,4.777777,11.555555,11.444445,-1.162844,1
67,1.833333,16.333334,16.88889,-1.524771,1
124,0.611111,3.333333,3.666667,-0.987873,1
124,0.888889,3.444444,3.666667,-1.037663,1
77,4.444445,19.11111,21.444445,-1.677308,1
58,1.388889,15.444445,19.222221,-1.685074,1
140,1,3.777778,3,-0.909267,1
149,1.055556,5.111111,13.111111,-2.018631,1
71,2.833333,16.777779,20.666666,-1.66796,1
85,1.777778,13.111111,11.777778,-1.386867,1
111,0.888889,3.444444,4.888889,-1.175773,1
95,0.944444,16.222223,15.777778,-1.567327,1
147,0.777778,3.888889,12.666667,-1.783388,1
56,1.5,17.666668,22.88889,-1.748835,1
129,0.888889,4,2.666667,-0.843904,1
122,0.5,3.888889,2.444444,-0.83212,1
65,2.333334,15.555555,17.88889,-1.665853,1
98,1.055555,13.333333,9.888889,-1.360437,1
126,0.444445,3.111111,3,-0.895807,1
114,0.666667,3.111111,2.555556,-0.91061,1
113,0.777778,3,3.222222,-0.942558,1
128,0.666667,3.111111,3.333333,-0.985811,1
126,0.611111,2.888889,0.777778,-0.612886,1
103,1.111111,13.222222,12.666667,-1.397414,1
92,1.388889,17.555555,19.666666,-1.653926,1
102,2.611111,17.333334,20.11111,-1.68544,1
124,0.388889,3.333333,3.888889,-1.02473,1
116,1.555556,16.333334,17.555555,-1.632243,1
73,2.611111,13.888889,15.111111,-1.524253,1
117,1.611111,14.888889,12.666667,-1.420087,1
69,1.88889,19.11111,26.333334,-1.79139,1
70,1.722222,19.666668,23.88889,-1.74518,1
136,0.444444,3.333333,2.444444,-0.896533,1
135,1.055556,3.222222,2.222222,-0.787376,1
93,2.111111,15.444445,19.222221,-1.730306,1
124,1,4.222222,5.111111,-1.157082,1
51,1.611111,14.333333,18.222221,-1.68129,1
103,1.833333,16.333334,18.444445,-1.634396,1
145,0.611111,2.222222,0.222222,-0.57094,1
88,2.888889,16.666668,18.88889,-1.653787,1
124,0.611111,2.777778,1.666667,-0.752669,1
118,2.277778,15.777778,18.666666,-1.620749,1
138,0.833333,3.333333,2.444444,-0.862108,1
110,2.666667,13.444445,10.555555,-1.345096,1
78,2,18.555555,19.88889,-1.610448,1
74,0.666667,16.666668,19.444445,-1.646671,1
109,1.333334,13.111111,9.666667,-1.276562,1
128,0.333333,3.333333,3.777778,-1.005054,1
122,0.333333,3,3.333333,-0.953435,1
90,2,18.666668,22.11111,-1.705942,1
120,0.444445,3.333333,2.444444,-0.820403,1
145,0.5,1.888889,2.777778,-0.959485,1
44,2.38889,13.666667,19.444445,-1.753726,1
124,0.833333,3.666667,3.666667,-1.011484,1
129,1.111111,3.777778,3.111111,-0.912766,1
145,0.611111,2.222222,0.222222,-0.57094,1
64,2.388889,16.555555,19.222221,-1.625668,1
114,2.111111,10.333334,7.777778,-1.179347,1
89,3.666667,16.88889,18.333334,-1.625587,1
57,2.111111,19.777779,24.444445,-1.739017,1
143,0.444444,2.777778,4,-1.048222,1
115,0.333333,4,5.333334,-1.210357,1
67,1.555556,17.555555,21.11111,-1.670171,1
50,1,17.444445,20.88889,-1.741254,1
113,2.944444,15.333333,15.555555,-1.585609,1
104,3.055556,15.444445,14.111111,-1.555376,1
60,2.166666,17.88889,21.666666,-1.713134,1
103,1.888889,13.888889,11.444445,-1.334127,1
72,1.777778,20.11111,27.88889,-1.846158,1
109,1.944444,12.555555,8.222222,-1.131204,1
121,0.611111,3.777778,3.111111,-0.914324,1
101,1.611111,16.555555,20.333334,-1.674318,1
108,1.611111,12.444445,8.333333,-1.169517,1
143,0.666667,3,2.777778,-0.914813,1
131,0.777778,3.666667,2.111111,-0.804846,1
116,1.555556,16.333334,17.555555,-1.632243,1
111,0.611111,3,2.777778,-0.897859,1
59,2.055555,18,21.11111,-1.699326,1
104,4,16.555555,20.222221,-1.72879,1
132,0.222222,2.888889,2.222222,-0.808383,1
137,1.111111,3.333333,1.777778,-0.744272,1
66,1.5,13.444445,16,-1.569253,1
102,1.944444,13.333333,11.888889,-1.447037,1
130,0.833333,4.666667,4.111111,-1.056659,1
60,2.888889,20.333334,25.444445,-1.776113,1
118,0.777778,2.555556,3.666667,-1.047198,1
130,0.666667,3.222222,2.666667,-0.871495,1
51,2.666667,19.444445,28.11111,-1.873032,1
63,1.5,13.333333,16.777779,-1.683847,1
34,1.5,14.888889,22.666666,-1.823148,1
100,2.666667,15.444445,14.777778,-1.519702,1
124,0.888889,3.444444,3.666667,-1.037663,1
114,0.833333,3.222222,4.666666,-1.151837,1
123,0.888889,4.555555,4.444445,-1.18068,1
77,3.055556,20.222221,24.11111,-1.768872,1
103,2.277778,11.666667,8.888889,-1.219211,1
118,0.722222,3.555556,2.777778,-0.87829,1
81,1.833333,14.555555,14.444445,-1.472378,1
68,2.166667,20.444445,29.11111,-1.848523,1
107,1.888889,13.888889,12,-1.357871,1
75,0.722222,15.777778,17.333334,-1.590164,1
121,2,17.555555,21,-1.740736,1
126,1,3.777778,4.555555,-1.118131,1
118,1.055556,3.222222,3.111111,-0.960827,1
59,2.944445,18.555555,27.777779,-1.836328,1
149,0.722222,3.555556,9.666667,-1.985703,1
146,0.666667,2.888889,5,-1.258358,1
20,0.611112,107.111115,53.555557,-2.385213,2
39,1.111111,123.111115,46.11111,-2.352961,2
41,1.499999,105.111115,53.444443,-2.139822,2
40,1.222221,122.55556,44.444443,-2.308766,2
52,0.777777,104.666664,52.77778,-2.229685,2
79,0.777779,102.77778,56.444443,-2.377965,2
15,0.777774,137.88889,28,-2.328472,2
26,0.888888,133.11111,29,-2.230725,2
79,0.777779,102.77778,56.444443,-2.377965,2
21,1.166667,122.666664,45.333332,-2.370372,2
47,1.111109,131.88889,31.777779,-2.262555,2
51,0.944443,104,54.77778,-2.383438,2
16,0.944448,136.66667,28.444445,-2.232895,2
28,1.222221,102.44444,61.88889,-2.238865,2
58,1.055559,104.44444,52.11111,-2.375207,2
66,1.111113,83.888885,71.666664,-2.224845,2
27,1.444445,133.44444,27.11111,-2.146716,2
59,1.333333,116.77778,50.22222,-2.323173,2
43,0.833335,121.55556,42.22222,-2.280207,2
42,1.166669,133.33334,31.11111,-2.26361,2
93,1.055555,105,47.11111,-2.141419,2
36,1.833335,94.333336,66.55556,-2.232346,2
19,1.888888,103,59.77778,-2.264331,2
63,6.222223,100.888885,52.88889,-2.375282,2
55,1.166668,119.111115,45.666668,-2.308179,2
101,0.611109,131.11111,36.88889,-2.328735,2
19,1.444447,122.111115,47.333332,-2.352834,2
93,1.944444,76.111115,77.44444,-2.231558,2
34,1.388888,120.77778,49.555557,-2.357272,2
33,1.055553,121.22222,47.666668,-2.348002,2
46,1.333332,110.111115,54.77778,-2.395028,2
12,1.777779,123.666664,47,-2.402917,2
21,1.166667,122.666664,45.333332,-2.370372,2
24,0.888888,123.55556,42.11111,-2.349252,2
13,1.111112,95.666664,73,-2.28708,2
18,1.166669,134.33334,30,-2.27511,2
18,0.555557,108.666664,55,-2.45498,2
21,1.333333,126.333336,38.11111,-2.364884,2
54,1.222221,119.111115,50.88889,-2.328661,2
64,1.333331,103.77778,52.333332,-2.355443,2
23,1.166665,118.22222,50.333332,-2.356262,2
77,1.277776,131.88889,34.22222,-2.277146,2
21,2.055556,120.888885,50.555557,-2.362526,2
45,1.555557,116.111115,47.444443,-2.292668,2
25,0.833333,93.77778,69.55556,-2.253408,2
42,1.666668,104.888885,51.88889,-2.410388,2
30,1.222223,108.888885,50.555557,-2.385308,2
48,1.333331,107.44444,50,-2.090557,2
26,0.444444,107.44444,56,-2.38614,2
32,1.500001,116,50,-2.309391,2
35,1.166665,105.44444,49,-2.420203,2
31,0.888889,121.888885,48.77778,-2.334831,2
35,0.722221,132,29.222221,-2.146845,2
42,0.944444,122.333336,44.22222,-2.31442,2
83,1.055552,80.44444,78.77778,-2.239053,2
47,1.499999,99.333336,65,-2.271072,2
57,1.388891,119.44444,46.333332,-2.376054,2
22,1,132.88889,30.777779,-2.146204,2
107,1.055555,130,34.666668,-2.317384,2
54,0.833335,105,51.333332,-2.345744,2
66,1.444443,116.888885,51.666668,-2.307094,2
39,1.833333,105.55556,55.88889,-2.198158,2
91,0.722221,98.666664,55.666668,-2.300486,2
35,1.444444,122.666664,45,-2.311049,2
31,1.222223,122.111115,43.22222,-2.310766,2
90,0.777779,106,45.22222,-2.097815,2
68,0.777779,120.666664,45.666668,-2.300618,2
99,0.777779,83.22222,73.77778,-2.207756,2
68,0.722224,101.55556,56.88889,-2.333212,2
54,0.944444,108.77778,47,-2.079152,2
52,0.777777,104.666664,52.77778,-2.229685,2
20,1.444443,106.55556,55.444443,-2.231826,2
25,1.111111,123.888885,43,-2.354552,2
60,1.055556,118.666664,44,-2.293386,2
44,1.333333,98.22222,62.333332,-2.255577,2
21,1.333332,122.55556,48.22222,-2.377814,2
65,0.722221,88.111115,71.333336,-2.239144,2
63,0.333332,104.44444,51.555557,-2.382438,2
18,0.944445,135,26.777779,-2.214612,2
49,1.166668,122.111115,47.11111,-2.297839,2
48,0.999999,99.77778,63.666668,-2.247036,2
49,0.722225,100.666664,60,-2.211659,2
13,0.944445,139.44444,21.222221,-2.276767,2
15,1.444443,137.44444,27.777779,-2.330563,2
32,1.777779,121.333336,48,-2.333746,2
57,0.77778,90.22222,68.888885,-2.264402,2
54,1,129.88889,33.666668,-2.231555,2
64,1.333331,103.77778,52.333332,-2.355443,2
41,1.888889,115.333336,52.22222,-2.280803,2
113,1.333333,129,37.666668,-2.309551,2
58,1.000001,82.66667,77.55556,-2.239301,2
27,2.055557,117.77778,48,-2.334512,2
46,1.05556,131.55556,30.11111,-2.232616,2
82,0.611111,100.77778,58.11111,-2.344872,2
71,0.888888,116.77778,48.444443,-2.301203,2
13,1.666664,140,24.88889,-2.449265,2
67,1.055556,101.55556,50.11111,-2.173099,2
25,0.388889,107.55556,57.333332,-2.396894,2
35,0.944447,90.333336,71.44444,-2.280843,2
101,0.611109,131.11111,36.88889,-2.328735,2
46,2.166668,119.888885,49.333332,-2.357688,2
46,1.111112,99.77778,64.111115,-2.270851,2
99,0.777779,83.22222,73.77778,-2.207756,2
50,0.777779,115.44444,53.11111,-2.312305,2
28,1.444441,117.888885,48.444443,-2.35398,2
40,0.722223,106.888885,54.88889,-2.434692,2
97,1,131.11111,33.22222,-2.346234,2
109,1.000001,95.77778,59.22222,-2.297546,2
20,1.166665,121.666664,47.333332,-2.328034,2
34,0.888887,97.888885,65.55556,-2.286636,2
11,2.166667,139.44444,25.666666,-2.401587,2
67,3.833332,100.55556,58.444443,-2.357338,2
27,0.999997,133,27.777779,-2.264129,2
78,2.666665,101.666664,56.444443,-2.368082,2
14,0.611113,108.55556,53.77778,-2.408968,2
11,2.888891,142.55556,22.333334,-2.521648,2
25,1.111111,123.888885,43,-2.354552,2
81,0.888891,104.22222,47.88889,-2.033487,2
33,0.500001,106.333336,54.22222,-2.408019,2
75,1.055559,121.111115,45.444443,-2.309804,2
14,1.222223,109.22222,54.88889,-2.391113,2
58,1.000001,83.333336,76.888885,-2.246316,2
55,1,107.77778,55.666668,-2.319697,2
35,1.222221,88.77778,72.22222,-2.248235,2
46,2.166668,119.888885,49.333332,-2.357688,2
57,1.611112,119.44444,48.22222,-2.341163,2
50,1.111112,103.55556,63.22222,-2.37202,2
51,2.055553,118.888885,50.11111,-2.30531,2
60,0.777777,101.55556,55.333332,-2.16692,2
90,1.27778,105.333336,45.666668,-2.078418,2
28,1.777779,107.666664,57.22222,-2.438585,2
25,1.277776,94.888885,69.77778,-2.252101,2
53,0.833333,130.33334,33,-2.217488,2
39,1.833333,105.55556,55.88889,-2.198158,2
71,1.333333,79.111115,79.22222,-2.249475,2
18,0.555553,107.666664,54.555557,-2.278452,2
46,1.777779,121.111115,44.88889,-2.304436,2
79,1.055553,79.44444,77.666664,-2.241633,2
71,1.499999,121.44444,44.77778,-2.339758,2
32,2.611109,132.77779,30.11111,-2.280755,2
49,1.499999,120.44444,46.77778,-2.263738,2
96,0.611112,103.22222,49.555557,-2.085954,2
30,0.833332,117.55556,49,-2.27951,2
29,0.777779,94.666664,69.22222,-2.257217,2
64,0.777777,82.55556,77.55556,-2.228939,2
45,0.611109,92.55556,68.333336,-2.247816,2
40,0.833333,119.77778,49.333332,-2.313685,2
45,0.777779,104.111115,53.77778,-2.371807,2
15,0.666668,109.111115,54.77778,-2.389025,2
15,0.555556,125.44444,44.22222,-2.38244,2
29,1.388891,123.666664,42.88889,-2.29776,2
59,1.055556,121.44444,42.88889,-2.308637,2
38,0.888888,119.55556,50.444443,-2.322923,2
70,1.111108,105.77778,45.77778,-2.17166,2
41,1.111115,133.55556,30.222221,-2.268529,2
18,0.944445,135,26.777779,-2.214612,2
55,1.444447,95.111115,63.11111,-2.251012,2
65,1.500001,117.333336,51,-2.303991,2
47,0.666667,87.333336,73,-2.223218,2
92,0.77778,80.66667,75.333336,-2.242802,2
85,0.888887,91.77778,64.55556,-2.186342,2
47,1.000001,121.44444,45.88889,-2.315792,2
27,0.5,135.11111,25.444445,-2.264532,2
44,2.333333,118.888885,42.88889,-2.384657,2
39,0.777776,118.333336,48.444443,-2.268113,2
94,1.000001,105.111115,43.11111,-2.015307,2
73,1.611111,120.55556,45.11111,-2.307396,2
56,0.722221,121.44444,45.666668,-2.307657,2
74,0.500001,93.22222,64.111115,-2.220553,2
24,0.888888,123.55556,42.11111,-2.349252,2
29,1.055553,123.22222,43.333332,-2.271128,2
16,1.499999,108.333336,54.11111,-2.385001,2
67,0.888889,117.888885,46.666668,-2.317188,2
25,0.999996,121.55556,48.555557,-2.36518,2
29,0.444443,107.111115,55.444443,-2.373206,2
40,0.722223,106.888885,54.88889,-2.434692,2
62,1.611109,103,48.88889,-2.185419,2
41,0.388892,105.111115,57.555557,-2.404745,2
81,0.722224,101,56.88889,-2.382261,2
40,0.555556,119.55556,49.555557,-2.2949,2
59,1.055556,116.888885,51.88889,-2.364216,2
33,0.722221,104.22222,62,-2.290421,2
50,0.77778,118.333336,50.333332,-2.28828,2
49,0.666669,114.666664,55.88889,-2.315477,2
44,1.166665,119.888885,42.88889,-2.367282,2
72,1.055559,120.77778,45,-2.32084,2
43,0.888889,99.111115,63.22222,-2.247952,2
53,1.111109,104.888885,51.22222,-2.117007,2
57,0.666665,122.111115,43,-2.362514,2
33,0.611109,102.333336,62,-2.266225,2
40,1.333332,118.888885,47.77778,-2.270219,2
39,1.333333,108.44444,54.333332,-2.393564,2
41,0.277779,131.33334,32,-2.270225,2
88,0.500001,102.666664,50.88889,-2.139239,2
12,1.611112,114.55556,48.88889,-2.368866,2
21,1.222221,126.44444,39.22222,-2.357178,2
13,1.111115,137.33334,26.555555,-2.292384,2
17,1.888889,126.333336,42,-2.412968,2
37,1.055553,86.55556,75.55556,-2.258443,2
58,1.000001,117.111115,50.333332,-2.349269,2
48,1.277781,130.88889,33.77778,-2.278428,2
62,1.888887,118.77778,47.555557,-2.343404,2
19,0.888888,109.44444,54.22222,-2.375985,2
50,1.444444,116.55556,53.11111,-2.325679,2
13,1.166667,128.55556,39.555557,-2.360428,2
87,0.777779,131.88889,33.11111,-2.312874,2
11,2.888891,142.55556,22.333334,-2.521648,2
56,0.833333,121.44444,44,-2.326783,2
62,1.666669,120.77778,42.333332,-2.314232,2
81,0.833332,80.888885,78.77778,-2.187399,2
28,1.111112,107.22222,59.11111,-2.425992,2
49,1.77778,118.55556,49.22222,-2.303412,2
77,1.166665,103.77778,52.77778,-2.42468,2
28,0.888887,108.333336,54.444443,-2.387884,2
34,1.888891,133,28.88889,-2.2,2
19,0.944443,122.888885,46.77778,-2.344188,2
40,1.499999,118.333336,47.666668,-2.292201,2
42,1.666668,104.888885,51.88889,-2.410388,2
27,0.5,135.11111,25.444445,-2.264532,2
19,1.666672,135.33334,26,-2.358602,2
19,1.499998,126.111115,38.22222,-2.340765,2
16,1.666667,95,67.44444,-2.302468,2
35,1.111113,119.111115,46.666668,-2.282923,2
26,1.888885,132.88889,29.222221,-2.182567,2
18,0.5,108.888885,49,-2.340839,2
71,2.222221,97.888885,50.333332,-2.143159,2
115,1.444445,129.77779,37.666668,-2.405477,2
56,0.833333,121.44444,44,-2.326783,2
36,1,131.22223,32.444443,-2.247156,2
94,1.277776,85.77778,71.77778,-2.227114,2
74,0.500001,93.22222,64.111115,-2.220553,2
43,1.111111,119.888885,44.88889,-2.270653,2
30,0.944444,108.44444,54.444443,-2.395064,2
57,1.166667,131.77779,30.777779,-2.215046,2
61,0.555556,103.77778,57.77778,-2.367396,2
63,0.666668,114.666664,52,-2.315885,2
57,1.000001,83,79.22222,-2.254208,2
53,0.722223,119.77778,44.333332,-2.39327,2
66,0.888888,85.888885,71,-2.235701,2
57,0.888889,116.666664,50,-2.297173,2
81,1.055557,79.111115,78.111115,-2.18233,2
24,1.611109,116.333336,48.444443,-2.307914,2
13,1.333333,126.111115,45.11111,-2.355244,2
32,1.33333,113.111115,49.666668,-2.421193,2
35,0.888888,120.44444,48.444443,-2.346636,2
50,0.944445,101.888885,55,-2.337296,2
20,1.27778,122.55556,46,-2.326919,2
21,1,122.55556,47.444443,-2.339377,2
31,0.777777,110.44444,52.77778,-2.384877,2
15,1.222225,97.55556,73.77778,-2.266452,2
15,1.222221,128.33334,39.333332,-2.341041,2
57,1.22222,120.22222,44.88889,-2.34019,2
90,0.777779,106,45.22222,-2.097815,2
41,0.833333,108,51.666668,-2.404553,2
66,1.833335,107,43.666668,-2.09899,2
50,0.944445,101.888885,55,-2.337296,2
80,1.444445,87.22222,69,-2.228712,2
36,1.055556,107.22222,55.22222,-2.387384,2
80,1.722224,103,48.77778,-2.098697,2
86,1.166669,100.333336,55,-2.343789,2
47,0.999997,131.11111,33,-2.30244,2
89,1.277779,99.666664,58.11111,-2.306204,2
41,0.388892,105.111115,57.555557,-2.404745,2
20,0.833333,120.44444,46.666668,-2.348006,2
39,1.222218,122.44444,46.11111,-2.336025,2
75,11.111111,111.22222,48.88889,-2.295488,2
29,1.055553,123.22222,43.333332,-2.271128,2
34,1.000001,118.22222,50.333332,-2.343381,2
23,1.166665,119.77778,51.666668,-2.37055,2
57,1.611109,92.888885,65.333336,-2.288131,2
47,1.555557,117.666664,47.77778,-2.23989,2
18,0.555557,108.666664,55,-2.45498,2
