@relation segment

@attribute Region-centroid-row numeric
@attribute Rawgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
101,15.888889,1
129,3.777778,1
116,16.333334,1
125,3.555556,1
136,3.333333,1
69,18.444445,1
93,15.444445,1
89,16.88889,1
115,16.777779,1
77,19.11111,1
142,2.333334,1
89,14.222222,1
118,15.777778,1
58,15.444445,1
131,2.888889,1
78,18.555555,1
79,12.111111,1
111,3,1
128,3.111111,1
113,3,1
130,3.222222,1
128,3.444444,1
63,17.11111,1
125,3.555556,1
137,3.333333,1
75,19.777779,1
133,3.888889,1
57,19.777779,1
75,15.777778,1
147,2.222222,1
95,16.222223,1
113,3.444444,1
95,16.222223,1
85,13.111111,1
77,20.222221,1
136,3.777778,1
113,15.333333,1
75,16.88889,1
84,18,1
53,16.333334,1
50,17.444445,1
102,15.444445,1
80,18.555555,1
85,13.111111,1
114,10.333334,1
61,17.88889,1
149,3.666667,1
103,16.333334,1
117,16.222223,1
116,16.88889,1
141,3,1
134,2.888889,1
115,3.666667,1
54,18.444445,1
80,19.555555,1
113,3,1
111,3,1
42,104.888885,2
13,113.666664,2
88,102.666664,2
49,118.55556,2
32,121.333336,2
31,110.44444,2
68,101.55556,2
35,122.666664,2
29,123.666664,2
86,100.333336,2
42,131.33334,2
19,109.44444,2
25,123.888885,2
62,121.55556,2
11,142.55556,2
115,129.77779,2
13,128.44444,2
25,94.888885,2
50,118.333336,2
93,105,2
78,101.666664,2
31,132.33334,2
63,114.666664,2
31,121.888885,2
11,139.44444,2
62,102.77778,2
45,92.55556,2
30,107,2
107,130,2
101,131.11111,2
58,83.333336,2
74,93.22222,2
43,119.888885,2
74,93.22222,2
35,90.333336,2
85,91.77778,2
62,91.888885,2
42,104.888885,2
97,131.11111,2
39,122.44444,2
52,104.666664,2
15,125.44444,2
56,121.44444,2
53,119.77778,2
48,107.44444,2
71,97.888885,2
50,101.888885,2
35,119.111115,2
18,108.666664,2
18,135,2
32,116,2
40,105.77778,2
23,118.22222,2
65,117.333336,2
79,102.77778,2
20,121.666664,2
35,120.44444,2
21,126.44444,2
73,120.55556,2
26,133.11111,2
72,84,2
93,76.111115,2
34,133,2
59,116.77778,2
66,107,2
49,100.666664,2
32,132.77779,2
68,97.333336,2
27,117.77778,2
18,135,2
40,122.55556,2
66,116.888885,2
46,110.111115,2
53,104.888885,2
46,121.111115,2
90,105.333336,2
29,94.666664,2
29,123.22222,2
51,118.888885,2
46,119.888885,2
29,123.22222,2
54,103.666664,2
32,104.333336,2
71,121.44444,2
51,117.44444,2
55,119.111115,2
28,102.44444,2
41,133.55556,2
91,98.666664,2
41,105.111115,2
30,120.111115,2
18,107.666664,2
15,128.33334,2
21,122.55556,2
40,119.77778,2
62,121.111115,2
94,105.111115,2
52,104.666664,2
57,83,2
67,101.55556,2
50,115.44444,2
83,80.44444,2
61,103.77778,2
17,126.22222,2
65,88.111115,2
54,104.888885,2
80,103,2
18,120.888885,2
58,119,2
20,106.55556,2
58,117.111115,2
60,101.55556,2
30,108.888885,2
34,97.888885,2
41,115.333336,2
92,80.66667,2
13,128.55556,2
33,119.55556,2
30,108.888885,2
37,86.55556,2
27,133.44444,2
78,131,2
44,118.888885,2
104,94.44444,2
94,85.77778,2
39,105.55556,2
55,107.77778,2
20,107.111115,2
47,121.44444,2
83,80.44444,2
57,122.111115,2
40,118.333336,2
54,108.77778,2
79,79.44444,2
57,131.77779,2
101,131.11111,2
13,137.33334,2
71,116.77778,2
54,129.88889,2
20,120.44444,2
55,95.111115,2
48,116.77778,2
39,123.111115,2
19,103,2
90,106,2
30,117.55556,2
63,104.44444,2
47,131.88889,2
33,104.22222,2
20,120.44444,2
21,120.888885,2
62,103,2
13,139.44444,2
47,131.11111,2
39,105.55556,2
38,108.55556,2
72,120.77778,2
26,132.88889,2
99,83.22222,2
45,116.111115,2
33,106.333336,2
75,121.111115,2
50,116.55556,2
80,87.22222,2
15,125.44444,2
51,118.888885,2
39,118.333336,2
90,106,2
47,99.333336,2
58,105.333336,2
41,108,2
77,103.77778,2
77,131.88889,2
57,119.44444,2
57,90.22222,2
35,88.77778,2
29,107.111115,2
81,80.888885,2
59,121.44444,2
34,120.77778,2
99,83.22222,2
81,79.111115,2
40,106.888885,2
23,119.77778,2
62,118.77778,2
57,119.44444,2
33,121.22222,2
64,103.77778,2
57,92.888885,2
76,79.111115,2
41,105.111115,2
27,135.11111,2
15,109.111115,2
16,95,2
33,106.333336,2
51,121.77778,2
50,103.55556,2
71,121.44444,2
28,107.666664,2
38,119.55556,2
22,133.88889,2
87,131.88889,2
25,121.55556,2
34,118.22222,2
15,97.55556,2
75,111.22222,2
33,102.333336,2
14,108.55556,2
48,130.88889,2
18,108.666664,2
48,99.77778,2
21,122.55556,2
13,95.666664,2
16,108.333336,2
25,123.888885,2
66,85.888885,2
43,99.111115,2
11,142.55556,2
81,101,2
15,137.44444,2
40,106.888885,2
21,126.333336,2
54,105,2
14,109.22222,2
14,112.666664,2
71,79.111115,2
19,122.111115,2
49,120.44444,2
45,104.111115,2
43,121.55556,2
17,121.55556,2
19,135.33334,2
109,95.77778,2
44,98.22222,2
26,107.44444,2
36,131.22223,2
32,132.77779,2
58,82.66667,2
81,104.22222,2
75,77.77778,2
13,140,2
24,123.55556,2
19,122.888885,2
41,117.44444,2
44,119.888885,2
59,116.888885,2
46,99.77778,2
35,105.44444,2
66,83.888885,2
39,108.44444,2
65,120,2
60,118.666664,2
32,113.111115,2
18,108.888885,2
98,82.77778,2
29,123.666664,2
96,80.77778,2
46,119.888885,2
24,123.55556,2
12,123.666664,2
64,82.55556,2
15,137.88889,2
31,122.111115,2
36,107.22222,2
56,121.44444,2
67,117.888885,2
28,117.888885,2
70,105.77778,2
36,108.888885,2
52,121.55556,2
31,133,2
58,117.55556,2
47,87.333336,2
40,118.888885,2
45,93.111115,2
49,122.111115,2
58,104.44444,2
47,117.666664,2
51,104,2
41,131.33334,2
42,133.33334,2
12,114.55556,2
24,116.333336,2
53,130.33334,2
57,131.22223,2
85,83.44444,2
41,105.111115,2
64,103.77778,2
19,126.111115,2
28,107.22222,2
44,90.55556,2
21,122.666664,2
16,136.66667,2
40,119.55556,2
57,120.22222,2
57,116.666664,2
18,134.33334,2
88,1.444444,3
106,1.333333,3
121,3.111111,3
90,5.111111,3
110,0.444444,3
98,3.555556,3
116,14.888889,3
104,17.555555,3
144,0.888889,3
111,0.333333,3
128,0,3
124,0.555556,3
110,0.444444,3
134,1.333333,3
125,1,3
101,9.222222,3
96,3.777778,3
137,0,3
137,5.888889,3
120,0.333333,3
129,0,3
88,1.555556,3
95,2.222222,3
143,0,3
80,66.44444,3
90,6.555555,3
110,0.444444,3
81,19.444445,3
118,0,3
126,8.444445,3
96,2,3
107,9,3
133,0,3
93,3.666667,3
131,0,3
68,42.88889,3
91,41.77778,3
103,0.666667,3
128,13.444445,3
79,28.222221,3
107,0.555556,3
73,3.111111,3
133,0,3
107,18.666668,3
123,0,3
115,13,3
143,2.222222,3
115,0.777778,3
96,4.333334,3
133,0,3
73,37.77778,3
120,4.777778,3
144,0,3
124,1.666667,3
112,0,3
138,4.222222,3
99,0.444444,3
133,0,3
124,1.222222,3
127,3.333333,3
95,2.444444,3
124,0,3
124,0.222222,3
80,5.888889,3
89,0.333333,3
100,3.888889,3
91,4.333334,3
121,11.888889,3
87,15.666667,3
110,4,3
105,2.444444,3
140,8.666667,3
100,0.777778,3
123,0.333333,3
114,0.555556,3
137,0,3
137,0.555556,3
97,1.444444,3
130,0,3
147,6.777778,3
135,0.111111,3
81,37.11111,3
102,1.888889,3
112,0.111111,3
125,2.444444,3
96,1.777778,3
132,1,3
66,37.77778,3
127,11.777778,3
85,3.333333,3
91,1.222222,3
116,0.666667,3
125,13.111111,3
120,0.555556,3
107,1,3
127,13.666667,3
133,0.111111,3
132,0.111111,3
141,11.555555,3
93,1.222222,3
119,0.333333,3
109,0.777778,3
94,0.666667,3
122,12.111111,3
124,1.222222,3
86,11.555555,3
123,0.333333,3
103,0.666667,3
141,1.666667,3
87,64.55556,3
137,0,3
95,4.555555,3
115,1.666667,3
136,0.222222,3
120,2.888889,3
91,4.222222,3
82,4.777778,3
118,0.222222,3
81,41,3
142,0.222222,3
136,12.222222,3
122,13,3
95,1.222222,3
135,0.111111,3
99,2.333334,3
144,0,3
120,1.111111,3
109,3,3
83,21.555555,3
90,1.444444,3
108,6.777778,3
120,13.555555,3
115,1.888889,3
114,0.777778,3
125,2.444444,3
139,0.222222,3
137,0.111111,3
146,0,3
91,1.222222,3
120,0.888889,3
84,3.111111,3
124,1.666667,3
138,0.444444,3
124,1.888889,3
98,0.111111,3
85,1.444444,3
91,1.888889,3
99,2.333334,3
75,33.666668,3
142,0,3
117,0,3
134,4.888889,3
71,29.777779,3
85,2.666667,3
106,0.666667,3
100,6.444445,3
89,0.333333,3
102,2.666667,3
118,0.111111,3
124,0,3
83,11.444445,3
131,0,3
122,5.222222,3
78,76.77778,3
108,1.666667,3
126,8.333334,3
98,3.777778,3
73,4.444445,3
79,3.888889,3
141,0.888889,3
139,15.666667,3
109,3,3
123,0.444444,3
82,6.555555,3
88,6.444445,3
143,2.222222,3
139,0,3
75,52.11111,3
92,10.555555,3
145,0.777778,3
98,2,3
138,14.888889,3
81,2,3
123,0.222222,3
109,4.777778,3
113,22.333334,3
81,19.444445,3
132,0,3
91,1.222222,3
127,0,3
124,0,3
119,0.111111,3
95,8.333334,3
117,0.222222,3
108,46.555557,3
70,20.222221,3
128,3.888889,3
102,42,3
130,0.666667,3
136,9,3
136,0.111111,3
80,21.88889,3
138,0,3
76,1.777778,3
114,23.88889,3
123,0.111111,3
122,0.333333,3
111,3.333333,3
69,22.88889,3
87,64.55556,3
131,0.222222,3
132,0.444444,3
144,0,3
123,0.555556,3
126,2.555556,3
119,4.222222,3
95,3.666667,3
120,13.555555,3
90,1,3
122,0,3
106,2.111111,3
95,3.888889,3
126,0.555556,3
130,0.111111,3
146,0,3
121,0.111111,3
125,13.888889,3
91,2.666667,3
124,5.777778,3
106,0,3
136,15.666667,3
122,0.444444,3
99,5.222222,3
99,0.444444,3
103,3.444444,3
107,6.333334,3
140,7.222222,3
136,6.666666,3
122,1,3
124,12.333333,3
116,2.222222,3
138,0.555556,3
64,30.333334,3
145,10.333334,3
113,0.111111,3
116,2.111111,3
69,10.333334,3
136,12.222222,3
142,2.666667,3
87,1.888889,3
98,1.333333,3
129,0,3
80,21.88889,3
122,16.666668,3
117,0.111111,3
113,0.666667,3
80,8.444445,3
121,13.555555,3
100,2.888889,3
92,6.444445,3
102,1.666667,3
138,0.111111,3
88,4.111111,3
108,46.555557,3
134,6.555555,3
126,0.555556,3
120,0.333333,3
144,0,3
110,13.444445,3
83,4.666667,3
115,20.666668,3
129,0,3
70,18.222221,3
75,52.11111,3
89,8.555555,3
120,0,3
111,14.333333,3
73,26.222221,3
134,0,3
125,0.222222,3
77,3.555556,3
120,2.111111,3
83,3.555556,3
135,0,3
81,10.888889,3
76,12.666667,3
127,2.111111,3
124,0.555556,3
79,3.333333,3
116,1.111111,3
81,10.888889,3
121,3.111111,3
97,0.666667,3
90,1,3
139,15.666667,3
136,0,3
96,2.333334,3
119,35.11111,4
103,51.77778,4
57,58.22222,4
122,31.88889,4
158,17.333334,4
95,41.333336,4
105,44,4
158,6.222222,4
20,57.444443,4
17,62.555557,4
78,38.444443,4
153,23.88889,4
104,58.11111,4
57,61,4
80,34.555557,4
78,25.11111,4
126,50.666668,4
128,46.333332,4
125,15,4
136,3.111111,4
53,35.77778,4
159,18.88889,4
147,22.444445,4
67,53.333332,4
158,6.111111,4
80,36.11111,4
43,56.666668,4
104,56.11111,4
138,62,4
140,23.555555,4
123,51.333332,4
135,40.444443,4
78,26.333334,4
111,29.777779,4
146,18.555555,4
139,13,4
22,43.333332,4
108,35.77778,4
99,47.77778,4
154,23.333334,4
82,40,4
34,46.22222,4
103,51.666668,4
85,42.666668,4
62,58.22222,4
123,39.555557,4
115,24.88889,4
120,45.77778,4
76,46.11111,4
122,52.444443,4
70,52.88889,4
101,39,4
108,40.11111,4
42,31.777779,4
130,16.444445,4
87,56,4
116,41.555557,4
159,4.666667,4
146,17.666668,4
88,58.88889,4
134,41.77778,4
38,57.22222,4
82,33.666668,4
17,62.88889,4
76,27.333334,4
116,28.777779,4
15,60.666668,4
129,20.11111,4
68,34.666668,4
139,57.333332,4
151,25.555555,4
24,44,4
143,43.333332,4
35,33,4
102,36.88889,4
133,41.88889,4
129,45.444443,4
44,50.333332,4
72,51.22222,4
110,28.777779,4
124,37.444443,4
93,54.555557,4
46,54.666668,4
127,39,4
83,23,4
21,35.77778,4
89,51.333332,4
110,45.444443,4
111,25.11111,4
45,47.333332,4
95,47.77778,4
159,23.555555,4
64,54.22222,4
122,34.333336,4
79,40.666668,4
64,34.666668,4
75,35.11111,4
158,5.666666,4
79,36.555557,4
65,52.77778,4
87,56,4
111,55,4
117,33.77778,4
25,61.666668,4
90,58.11111,4
28,54.666668,4
70,32.11111,4
119,40.22222,4
121,48.444443,4
75,37.333336,4
150,16.777779,4
38,49.666668,4
77,53.11111,4
15,61.77778,4
101,26.88889,4
120,42.444443,4
146,8.111112,4
78,38.444443,4
94,60.555557,4
65,53,4
89,26.777779,4
65,53,4
154,27.333334,4
148,24.222221,4
102,51.555557,4
105,39.666668,4
117,39.666668,4
64,49.11111,4
35,61.22222,4
128,42.88889,4
81,52,4
124,37.555557,4
125,39.444443,4
73,42.11111,4
102,56.555557,4
129,55,4
87,27.444445,4
157,19.222221,4
68,48.666668,4
21,59.11111,4
73,42.11111,4
139,41.666668,4
123,15.888889,4
103,54.333332,4
127,36,4
62,53.444443,4
68,35.11111,4
146,8.111112,4
77,52.22222,4
101,39,4
98,46.333332,4
116,54.11111,4
154,43.555557,4
124,35.555557,4
152,21.666666,4
68,50.11111,4
50,53.77778,4
42,51.444443,4
66,45.77778,4
128,30.88889,4
132,33.88889,4
148,24.222221,4
80,51.666668,4
162,6.444445,4
145,22.777779,4
102,51.555557,4
126,16.555555,4
97,43.555557,4
130,10.333334,4
149,17.444445,4
90,58.11111,4
83,44,4
147,4.555555,4
80,36.11111,4
112,51.88889,4
73,39.77778,4
32,53.333332,4
158,6.111111,4
57,58.22222,4
157,17.444445,4
89,24.666666,4
66,38,4
154,15.666667,4
34,64.55556,4
96,50.333332,4
135,62.22222,4
137,33.555557,4
73,35.11111,4
100,50.22222,4
117,39.666668,4
45,47.333332,4
145,54.11111,4
156,17,4
125,61.666668,4
32,47.77778,4
66,39,4
131,30.666666,4
83,44,4
120,44,4
121,47.22222,4
129,33.11111,4
126,16.88889,4
65,50.11111,4
104,51,4
73,52.333332,4
102,45.555557,4
32,53.333332,4
120,53.88889,4
104,48.77778,4
19,38.77778,4
28,54.666668,4
50,57.666668,4
123,52.333332,4
125,58.555557,4
102,51,4
33,30.555555,4
121,27.88889,4
111,50.333332,4
118,48.77778,4
121,36.22222,4
109,35.666668,4
69,34,4
100,48.88889,4
127,32.666668,4
162,7.555555,4
73,38.77778,4
65,53.666668,4
126,16.88889,4
160,18.777779,4
125,32.444447,4
102,50.11111,4
85,42.88889,4
138,48,4
42,24.11111,4
44,42.555557,4
123,15.888889,4
67,56.666668,4
115,41.444443,4
134,38.77778,4
129,27.444445,4
83,58.88889,4
102,44.555557,4
140,18.88889,4
120,34.77778,4
126,32,4
78,31,4
103,30.88889,4
122,29,4
81,37.77778,4
17,39.444443,4
105,52.22222,4
125,50.666668,4
124,47.88889,4
124,48.333332,4
119,35.11111,4
66,38.88889,4
121,36.22222,4
140,24.555555,4
70,48.666668,4
81,33,4
100,48.88889,4
48,34.666668,4
126,20,4
161,5,4
107,24.88889,4
123,46.333332,4
107,48.11111,4
159,23.555555,4
49,34.333336,4
98,24.333334,4
36,57.77778,4
77,30.444445,4
98,29.88889,4
13,62.333332,4
147,22.333334,4
160,18.777779,4
87,37.22222,4
69,52,4
73,38.88889,4
80,34.555557,4
117,27.333334,4
96,54.333332,4
147,43.11111,4
124,33.666668,4
120,42.444443,4
118,30.555555,4
137,37.333336,4
89,26.777779,4
76,36.77778,4
132,30.444445,4
69,36.555557,4
78,61.11111,4
116,25,4
135,28.555555,4
149,13.222222,4
146,36.666668,4
90,42,4
62,0,5
152,0,5
134,0.333333,5
108,13.777778,5
145,0,5
105,19.444445,5
141,3,5
153,0,5
130,0,5
120,18.444445,5
140,0.444444,5
83,6.666666,5
116,0.333333,5
83,13.444445,5
134,5,5
90,2.666667,5
135,0,5
67,0.333333,5
92,8.111112,5
96,15.111111,5
140,3.555556,5
115,25.222221,5
113,18.777779,5
61,6.111111,5
130,1,5
149,0,5
91,19.555555,5
111,25.777779,5
131,0.666667,5
89,6,5
130,0,5
140,1.222222,5
65,6.333334,5
90,13.222222,5
145,0,5
130,0.777778,5
136,0.888889,5
36,5.111111,5
143,0,5
137,0,5
79,11.444445,5
114,21.777779,5
85,15.333333,5
99,11.444445,5
137,0.111111,5
149,0,5
154,0,5
155,5.555555,5
149,0,5
40,0,5
113,17.222223,5
89,14.555555,5
93,13.444445,5
35,10.888889,5
135,1,5
104,16.222223,5
114,24.11111,5
155,6.666666,5
154,0,5
94,15.888889,5
82,12.111111,5
152,0.333333,5
138,0,5
137,0,5
154,0.222222,5
153,0,5
85,15.333333,5
91,8.222222,5
113,17.222223,5
141,0,5
58,6,5
135,0.888889,5
90,3.888889,5
89,14.222222,5
116,18.444445,5
94,11.666667,5
61,4.333334,5
90,18.777779,5
89,13.444445,5
105,23.666666,5
129,0,5
108,11.666667,5
111,25.777779,5
138,1.444444,5
107,12.666667,5
141,0,5
62,4.777778,5
152,0,5
135,4.222222,5
83,14.444445,5
154,4.333334,5
134,0,5
144,0,5
133,6.666666,5
111,12.333333,5
131,0,5
152,0,5
104,16.555555,5
134,0.666667,5
111,16.222223,5
142,0.888889,5
61,4.222222,5
141,0,5
144,0.111111,5
154,1,5
92,13.111111,5
155,5.555555,5
133,0.111111,5
109,18.333334,5
152,0.666667,5
61,4.333334,5
82,12.444445,5
151,0,5
63,3.666667,5
154,0.666667,5
95,5.333334,5
140,2,5
36,4.777778,5
137,20.777779,5
12,8.222222,5
118,16.11111,5
138,9.111111,5
131,0.222222,5
152,0.777778,5
92,7.222222,5
80,11.777778,5
141,0,5
134,0.666667,5
139,0,5
135,0.777778,5
137,1.444444,5
139,0,5
137,0.555556,5
91,3.666667,5
39,6.888889,5
134,1.333333,5
31,8.888889,5
89,13.444445,5
133,3.444444,5
141,7,5
110,28.333334,5
86,8.111112,5
131,0,5
145,2.111111,5
57,13.888889,5
134,0.888889,5
62,3.666667,5
148,0,5
131,0,5
93,16.555555,5
112,27,5
90,7.555555,5
64,5.333334,5
89,13.111111,5
144,0,5
89,0,5
142,0,5
12,3.555556,5
135,0,5
145,0,5
34,10.555555,5
136,0.888889,5
108,20.666668,5
135,0.111111,5
91,11.333333,5
137,1.888889,5
153,0,5
141,0,5
92,11.888889,5
115,11.333333,5
148,0,5
133,0,5
144,0.111111,5
133,0.111111,5
145,0.111111,5
109,26.333334,5
94,15.666667,5
62,3.777778,5
89,2.666667,5
40,1,5
154,0,5
110,24.444445,5
94,11.444445,5
135,0,5
119,6.333334,5
155,6.222222,5
93,0.888889,5
152,0.777778,5
152,0.666667,5
86,13.555555,5
41,0.333333,5
148,0,5
140,0.222222,5
34,11.555555,5
133,0,5
64,3.111111,5
133,0,5
116,26.666666,5
94,0.111111,5
112,25.777779,5
144,0.444444,5
136,0.666667,5
129,1.888889,5
141,0,5
89,2.666667,5
142,0,5
114,12.111111,5
152,0.777778,5
144,0,5
140,2.666667,5
139,2.111111,5
143,0,5
152,0,5
84,13.555555,5
119,24.88889,5
80,12.444445,5
138,1,5
89,0.555556,5
93,15.666667,5
114,12.444445,5
150,0,5
139,2.888889,5
154,0.222222,5
154,2.666667,5
138,0,5
153,3.222222,5
131,0.111111,5
30,6.222222,5
94,6.222222,5
95,5.333334,5
68,1.888889,5
137,0.111111,5
142,0,5
134,0.666667,5
147,0,5
93,10.444445,5
145,0.111111,5
133,3.444444,5
136,4.222222,5
112,19.333334,5
150,0,5
93,10.555555,5
105,13.111111,5
144,0,5
141,0,5
110,2.444444,5
113,27.11111,5
134,0,5
135,0,5
147,0.222222,5
34,11.555555,5
115,20,5
106,14.333333,5
94,15.888889,5
115,0.333333,5
87,7.222222,5
147,0,5
138,1.666667,5
134,0.666667,5
152,2.333334,5
144,0,5
86,8,5
62,3.666667,5
113,25.777779,5
94,17,5
86,4.555555,5
90,12.333333,5
93,10.444445,5
88,8.111112,5
134,22.333334,5
95,1.777778,5
112,12.555555,5
131,0,5
155,8.555555,5
86,16.88889,5
63,6.555555,5
61,4.111111,5
152,0,5
144,0,5
110,28.333334,5
89,10.333334,5
116,19.444445,5
94,0.111111,5
135,26.444445,5
93,0,5
131,0,5
135,0.333333,5
84,19.777779,5
104,16.88889,5
41,0.333333,5
95,16.222223,5
90,4.333334,5
135,22.11111,5
107,24.777779,5
88,4.666667,5
148,1,5
116,13.777778,5
193,42.77778,6
197,43,6
201,46.77778,6
189,29.444445,6
198,42.333336,6
180,53.77778,6
161,37.88889,6
191,54.666668,6
165,33.77778,6
186,30.333334,6
163,38,6
163,37.444443,6
186,41.77778,6
193,54,6
194,52.77778,6
190,51.555557,6
191,43.11111,6
200,47.22222,6
176,46.22222,6
185,27.88889,6
197,44.11111,6
190,43,6
189,44.22222,6
186,26.88889,6
161,38.11111,6
182,40.11111,6
179,43.77778,6
191,22.444445,6
198,45.22222,6
183,47.22222,6
186,42.555557,6
192,39.22222,6
188,26.555555,6
185,49,6
207,45.444443,6
187,47.333332,6
180,42.555557,6
171,39.555557,6
182,37.666668,6
183,28.222221,6
188,52.555557,6
194,53.666668,6
194,52.444443,6
210,44.11111,6
191,53.555557,6
194,42.555557,6
161,37.88889,6
174,48.22222,6
182,47.555557,6
198,50.77778,6
173,38.333336,6
180,27.88889,6
185,43.88889,6
188,29,6
188,26.666666,6
176,45.444443,6
188,26.555555,6
195,41.22222,6
196,55.444443,6
193,52.11111,6
188,43.77778,6
196,47,6
162,37.88889,6
187,50,6
183,45.333332,6
188,48.555557,6
193,36.11111,6
201,49.22222,6
176,48.88889,6
176,46.22222,6
188,26.555555,6
182,50.666668,6
191,53.555557,6
204,49.666668,6
161,39.666668,6
159,31.88889,6
197,55.666668,6
192,48,6
202,51,6
163,36.555557,6
200,50.88889,6
186,41.666668,6
193,52.77778,6
189,22.88889,6
195,40,6
189,27.666666,6
185,28.777779,6
185,43.11111,6
192,52.555557,6
195,42.666668,6
196,54.11111,6
187,42.88889,6
181,52.555557,6
161,37.333336,6
199,48.11111,6
185,42.444443,6
184,28.333334,6
200,40.444443,6
190,44.11111,6
188,53.444443,6
188,53,6
182,35,6
183,46.666668,6
159,32.333336,6
173,48.88889,6
189,50.77778,6
196,43.666668,6
184,42.22222,6
187,48.88889,6
162,37.88889,6
203,47.77778,6
178,51.22222,6
190,41.333336,6
190,25.88889,6
188,43.333332,6
190,51,6
185,51.77778,6
190,45.11111,6
205,48.666668,6
193,54.555557,6
181,40.77778,6
193,52.11111,6
192,48.77778,6
209,42.555557,6
176,43.333332,6
206,50.333332,6
182,30.444445,6
182,26.666666,6
197,47.666668,6
177,41.666668,6
177,43.77778,6
200,39.444443,6
189,51.444443,6
189,51.444443,6
182,47.22222,6
185,28.777779,6
172,39.333336,6
180,51.555557,6
192,41,6
204,50.22222,6
