@relation segment

@attribute Region-centroid-row numeric
@attribute Rawblue-mean numeric
@attribute Rawgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
36,130.33334,107.22222,2
11,150.88889,142.55556,2
20,142.33334,121.666664,2
43,140.55556,121.55556,2
31,145.44444,133,2
51,138.88889,118.888885,2
19,132.33334,109.44444,2
64,126.22222,103.77778,2
58,138.77779,117.55556,2
67,125.55556,101.55556,2
27,146.55556,133.44444,2
77,125.22222,103.77778,2
18,130.44444,108.666664,2
42,126.22222,104.888885,2
19,146.44444,135.33334,2
33,140.88889,119.55556,2
75,133,111.22222,2
30,141,120.111115,2
38,131.44444,108.55556,2
68,141,120.666664,2
39,132,105.55556,2
72,140.55556,120.77778,2
25,125.666664,93.77778,2
41,139.77779,117.44444,2
41,131.22223,105.111115,2
32,146.33334,132.77779,2
27,138.66667,117.77778,2
28,138.66667,117.888885,2
50,130.33334,103.55556,2
68,126.333336,101.55556,2
23,139.77779,118.22222,2
40,142.22223,122.55556,2
90,128.55556,106,2
92,115.44444,80.66667,2
35,122.55556,90.333336,2
56,141.66667,121.44444,2
19,143.11111,122.888885,2
75,141.22223,121.111115,2
35,142.55556,122.666664,2
46,128.88889,99.77778,2
52,129.22223,104.666664,2
87,146.44444,131.88889,2
78,125.666664,101.666664,2
25,131.33334,107.55556,2
21,143.22223,126.44444,2
38,141.66667,119.55556,2
54,145.55556,129.88889,2
40,139.66667,118.333336,2
68,124.888885,97.333336,2
29,130.55556,107.111115,2
77,147.33334,131.88889,2
60,138.33334,118.666664,2
33,130.55556,102.333336,2
57,146.22223,131.77779,2
20,142.66667,122.55556,2
13,145.44444,126.111115,2
30,139.66667,117.55556,2
28,130.66667,107.666664,2
71,140.88889,121.44444,2
41,128.88889,105.111115,2
72,141.11111,121.111115,2
41,129.33334,108,2
31,145.55556,132.33334,2
94,119.22222,85.77778,2
71,140.88889,121.44444,2
45,140,118,2
53,130.22223,104.888885,2
49,140.44444,118.55556,2
26,146.77777,132.88889,2
65,141.66667,120,2
49,139.33334,114.666664,2
54,127.44444,104.888885,2
21,143.11111,122.55556,2
45,126.888885,104.111115,2
32,142.22223,121.333336,2
32,142.22223,121.333336,2
39,132,105.55556,2
46,141,119.888885,2
43,140.22223,119.888885,2
47,139.77779,117.666664,2
41,138.88889,115.333336,2
29,142.88889,123.22222,2
14,134.11111,112.666664,2
40,129,106.888885,2
88,127.55556,102.666664,2
13,149.88889,140,2
15,131.11111,97.55556,2
49,143.11111,122.111115,2
75,115.888885,77.77778,2
30,131.11111,108.44444,2
18,132.33334,107.666664,2
25,142.33334,123.888885,2
50,140.88889,118.333336,2
35,125.44444,105.44444,2
21,142.55556,126.333336,2
17,141.88889,121.55556,2
52,129.22223,104.666664,2
14,132.11111,109.22222,2
58,118.55556,82.66667,2
58,128.11111,105.333336,2
32,132.55556,104.333336,2
19,142.66667,126.111115,2
66,117.333336,83.888885,2
31,141.22223,122.111115,2
63,137.55556,114.666664,2
40,141.66667,119.55556,2
40,129,106.888885,2
57,139,116.666664,2
79,115.333336,79.44444,2
32,146.33334,132.77779,2
57,139,119.44444,2
90,128.55556,106,2
31,132.55556,110.44444,2
43,128.22223,99.111115,2
60,128.22223,101.55556,2
74,123.22222,93.22222,2
15,145.33334,128.33334,2
32,138.11111,116,2
48,146.11111,130.88889,2
62,140.33334,121.55556,2
45,124.55556,93.111115,2
57,140.33334,119.44444,2
42,147.44444,133.33334,2
36,146.11111,131.22223,2
17,143.55556,126.333336,2
81,118.44444,80.888885,2
73,140.55556,120.55556,2
18,130.11111,108.888885,2
40,141.55556,119.77778,2
78,147,131,2
44,121.44444,90.55556,2
21,142.88889,122.55556,2
71,122.44444,97.888885,2
76,116.55556,79.111115,2
65,140,117.333336,2
62,121.44444,91.888885,2
57,119.333336,83,2
19,142.44444,122.111115,2
55,132.22223,107.77778,2
34,127.333336,97.888885,2
53,138.22223,119.77778,2
22,147,133.88889,2
46,141,119.888885,2
46,141,121.111115,2
45,137.33334,116.111115,2
71,115.55556,79.111115,2
44,138.11111,119.888885,2
82,125.888885,100.77778,2
96,128.11111,103.22222,2
57,146.66667,131.22223,2
79,126.55556,102.77778,2
62,126.333336,103,2
62,138.77779,121.111115,2
33,132,104.22222,2
18,147.55556,135,2
67,138.44444,117.888885,2
42,126.22222,104.888885,2
22,147.88889,132.88889,2
27,145.55556,133,2
66,139.77779,116.888885,2
85,118,83.44444,2
107,145.22223,130,2
36,125.22222,94.333336,2
49,141.77779,120.44444,2
79,126.55556,102.77778,2
64,118.666664,82.55556,2
56,140.66667,121.44444,2
41,145.88889,131.33334,2
89,125.44444,99.666664,2
35,122,88.77778,2
18,142,120.888885,2
55,124.111115,95.111115,2
39,140.33334,118.333336,2
59,138.77779,116.77778,2
26,130.88889,107.44444,2
99,118,83.22222,2
32,133.33334,113.111115,2
16,125,95,2
93,112.111115,76.111115,2
41,147.22223,133.55556,2
81,128.88889,104.22222,2
30,129,107,2
58,126.44444,104.44444,2
35,140.11111,119.111115,2
39,131.11111,108.44444,2
33,141.77779,121.22222,2
47,146.33334,131.88889,2
17,143.88889,126.22222,2
62,139.44444,120.77778,2
16,149.88889,136.66667,2
30,130.11111,108.888885,2
49,128.88889,100.666664,2
44,136.88889,118.888885,2
58,137.44444,119,2
44,126.77778,98.22222,2
90,128.33334,105.333336,2
29,142.77777,123.666664,2
59,139,116.888885,2
113,145.66667,129,2
48,129.11111,99.77778,2
115,145.33334,129.77779,2
72,117.111115,84,2
51,127,104,2
29,142.77777,123.666664,2
20,140.55556,120.44444,2
20,129.55556,107.111115,2
46,145.55556,131.55556,2
15,150.11111,137.88889,2
54,127.111115,105,2
13,135.77779,113.666664,2
35,141.33334,120.44444,2
74,123.22222,93.22222,2
54,141.33334,119.111115,2
21,141.88889,122.666664,2
13,145.44444,128.55556,2
25,126.888885,94.888885,2
24,141.66667,123.55556,2
50,138.88889,115.44444,2
31,143.11111,121.888885,2
48,138.11111,116.77778,2
25,133.77779,111.333336,2
35,146.22223,132,2
34,146.66667,133,2
28,131.11111,108.333336,2
83,116.888885,80.44444,2
18,130.44444,108.666664,2
34,140,118.22222,2
15,145.33334,125.44444,2
13,144.77777,128.44444,2
52,140.22223,121.55556,2
85,122.55556,91.77778,2
12,135.33334,114.55556,2
104,119.888885,94.44444,2
46,132.88889,110.111115,2
56,140.66667,121.44444,2
98,116.888885,82.77778,2
50,125.77778,101.888885,2
63,126.111115,104.44444,2
18,147.55556,135,2
13,149.11111,137.33334,2
51,141.11111,118.888885,2
36,132.44444,108.888885,2
83,116.888885,80.44444,2
26,146.55556,133.11111,2
16,131,108.333336,2
93,128,105,2
39,142.44444,122.44444,2
109,122.22222,95.77778,2
28,131.11111,102.44444,2
11,150.88889,142.55556,2
19,130.22223,103,2
42,141.77779,122.333336,2
94,127.55556,105.111115,2
15,144,125.44444,2
20,132.33334,106.55556,2
42,146.44444,131.33334,2
47,145.77777,131.11111,2
53,145.77777,130.33334,2
57,122.22222,92.888885,2
47,141.66667,121.44444,2
65,121.111115,88.111115,2
13,148.88889,139.44444,2
21,141.88889,122.666664,2
57,139.66667,120.22222,2
58,118.77778,83.333336,2
20,140.55556,120.44444,2
63,123.22222,100.888885,2
96,115.666664,80.77778,2
14,130.66667,108.55556,2
48,132.44444,107.44444,2
11,150.11111,139.44444,2
30,130.11111,108.888885,2
137,2.666667,0.555556,3
108,14.111111,6.777778,3
117,0,0,3
96,9.777778,3.777778,3
145,3.555556,2,3
80,12.444445,5.888889,3
95,9.444445,3.888889,3
104,23.444445,17.555555,3
81,18.88889,10.888889,3
135,0.666667,0,3
138,9.333334,4.222222,3
95,9,3.111111,3
123,2,0.111111,3
98,9.222222,3.555556,3
80,31.666666,21.88889,3
120,6.555555,2.888889,3
139,1.777778,0.222222,3
136,25.333334,12.222222,3
142,1.333333,0.222222,3
124,5.888889,1.666667,3
143,1.222222,0,3
70,26.666666,20.222221,3
102,6.333334,1.666667,3
84,9,3.111111,3
108,61.11111,46.555557,3
99,5.555555,0.444444,3
120,4.444445,1.111111,3
120,25.777779,13.555555,3
126,6.555555,1.777778,3
110,4.444445,0.444444,3
136,25.777779,15.666667,3
81,55.555557,37.11111,3
127,6.777778,3.333333,3
85,8.888889,2.666667,3
136,1.888889,0.111111,3
110,4.444445,0.444444,3
130,2.333334,0,3
105,52.666668,40.11111,3
107,5.333334,1,3
134,15.888889,6.555555,3
131,1.777778,0.222222,3
124,12.888889,5.777778,3
146,0,0,3
122,1,0,3
113,3.444444,0.666667,3
111,30.11111,14.333333,3
140,14,7.222222,3
126,3.555556,0.555556,3
123,3.444444,0,3
79,9.222222,3.333333,3
120,3.333333,0.555556,3
99,9,2.333334,3
79,10.555555,3.888889,3
118,2.555556,0.222222,3
114,47.22222,23.88889,3
87,5.666666,1.888889,3
88,13.333333,6.444445,3
126,5.222222,2.555556,3
141,18.555555,11.555555,3
91,8.111112,2.666667,3
120,7.666666,2.111111,3
130,2.555556,0.111111,3
124,24.11111,12.333333,3
95,3.888889,2.222222,3
124,2.777778,0.555556,3
114,3.888889,0.555556,3
95,7.444445,1.222222,3
89,17.11111,8.555555,3
110,4.888889,0.444444,3
68,60.11111,42.88889,3
90,7.333334,5.111111,3
137,13.888889,5.888889,3
81,30.555555,19.444445,3
132,1.111111,0,3
134,11.444445,4.888889,3
91,8,1.222222,3
122,5.222222,1,3
92,12.666667,6.444445,3
93,7.222222,1.222222,3
120,3,0,3
93,9.333334,3.666667,3
102,52.666668,42,3
100,11.555555,3.888889,3
110,6.444445,4,3
138,3.777778,0.444444,3
122,31.11111,15.111111,3
120,3,0.222222,3
121,6,3.111111,3
131,0,0,3
120,33.11111,13.555555,3
99,9,2.333334,3
85,3.444444,1.444444,3
145,1.444444,0.777778,3
122,28.333334,12.111111,3
138,0.666667,0.111111,3
125,23.666666,13.111111,3
90,5.777778,5.666666,3
137,9,3.444444,3
122,1.222222,0.444444,3
98,4.111111,0.111111,3
107,14.555555,6.666666,3
115,4.666667,0.777778,3
108,61.11111,46.555557,3
124,5.555555,1.888889,3
115,6.222222,1.666667,3
122,11.333333,5.222222,3
120,4,0.333333,3
89,6.444445,0.333333,3
115,12.888889,6.222222,3
125,3.888889,1,3
79,45.77778,28.222221,3
133,0,0,3
122,1.222222,0.444444,3
77,13.111111,6.777778,3
135,2.777778,0.111111,3
119,33.666668,15.888889,3
115,5.666666,1.888889,3
141,3.666667,0.888889,3
125,3.111111,0.333333,3
128,9.555555,3.888889,3
144,3.444444,0,3
124,6.111111,1.222222,3
118,2,0.111111,3
120,33.11111,13.555555,3
80,15.111111,8.444445,3
126,20,8.333334,3
69,16,10.333334,3
81,30.555555,19.444445,3
112,1.222222,0.111111,3
142,7.222222,2.666667,3
139,22.555555,15.666667,3
106,6.111111,0.666667,3
83,28.555555,21.555555,3
87,23.444445,15.666667,3
138,2.777778,0.555556,3
103,5.666666,0.666667,3
127,5.555555,2.111111,3
94,6,0.666667,3
142,0.111111,0,3
109,4.777778,0.777778,3
116,5,0.666667,3
116,29.555555,14.888889,3
137,0.666667,0,3
144,3.444444,0,3
69,29.333334,22.88889,3
102,20.222221,12.777778,3
76,13.333333,7.666666,3
90,6.888889,1,3
90,7.888889,1.444444,3
134,3.888889,1.333333,3
94,7.777778,6.666666,3
103,5.666666,0.666667,3
133,2.222222,0,3
99,5.555555,0.444444,3
91,6.222222,1.222222,3
124,3.222222,0,3
78,91.44444,76.77778,3
75,50.666668,33.666668,3
76,19.444445,12.666667,3
96,11.888889,4.333334,3
122,4.444445,0.333333,3
144,2.888889,0,3
81,7.444445,2,3
91,52.666668,41.77778,3
91,52.666668,39.88889,3
110,29,13.444445,3
135,2.111111,0.111111,3
121,6,3.111111,3
131,1.555556,0,3
82,14.555555,6.555555,3
109,8.444445,3,3
96,8.555555,1.777778,3
122,25.333334,13,3
128,2.222222,0,3
140,15.111111,8.666667,3
71,40.22222,29.777779,3
124,6.111111,1.222222,3
100,2.777778,0.777778,3
133,1.444444,0,3
102,8.444445,2.666667,3
124,2,0,3
132,4.222222,1,3
106,7.888889,2.111111,3
136,20.88889,9,3
141,7.666666,1.666667,3
95,15.444445,8.333334,3
87,79,64.55556,3
98,10.444445,3.777778,3
85,6.777778,3.333333,3
120,12.777778,4.777778,3
126,3.666667,0.555556,3
144,3,0,3
83,11.888889,4.666667,3
126,17.222223,8.444445,3
124,2.666667,0.555556,3
114,4.666667,0.777778,3
115,39,20.666668,3
89,6.444445,0.333333,3
147,9.888889,6.777778,3
72,9.444445,2.555556,3
123,3.333333,0.222222,3
146,0.111111,0,3
145,20.11111,10.333334,3
111,4,0,3
120,3.888889,0.888889,3
112,0.444444,0,3
143,9.444445,2.222222,3
132,3.444444,0.444444,3
91,12.111111,4.222222,3
92,18.666668,10.555555,3
90,15.666667,6.555555,3
123,4.222222,0.333333,3
95,12.555555,4.555555,3
132,2,0.111111,3
80,79.55556,66.44444,3
127,26.444445,11.777778,3
97,5.888889,1.444444,3
144,6.555555,0.888889,3
107,36,18.666668,3
137,2,0,3
98,3.555556,2,3
138,24.777779,14.888889,3
112,7.222222,3.111111,3
105,8.333334,2.444444,3
83,6,3.555556,3
107,12.222222,9,3
91,8,1.888889,3
111,9.111111,3.333333,3
88,7.666666,1.555556,3
124,2.444444,0.222222,3
129,1.555556,0,3
125,3.888889,0.222222,3
119,3.222222,0.333333,3
113,44.22222,22.333334,3
83,22.666666,11.444445,3
106,4.888889,1.333333,3
136,13.222222,6.666666,3
138,2.333334,0,3
111,3.555556,0.333333,3
107,13,6.333334,3
87,5.666666,1.888889,3
145,1.444444,0.777778,3
125,7.777778,2.444444,3
129,1.555556,0,3
80,31.666666,21.88889,3
130,5,1.777778,3
116,5.111111,1.111111,3
123,2.666667,0.444444,3
76,4.666667,1.777778,3
125,7.777778,2.444444,3
70,23.88889,18.222221,3
125,30.666666,13.888889,3
87,79,64.55556,3
85,14.888889,6.111111,3
102,7.666666,1.888889,3
109,22.333334,10.555555,3
93,11.888889,5.222222,3
73,57.333332,26.222221,3
125,3.888889,1,3
136,0,0,3
127,30.11111,13.666667,3
95,9.222222,3.666667,3
117,3.111111,0.111111,3
124,5.888889,1.666667,3
98,2.888889,1.333333,3
73,9.666667,3.111111,3
143,9.444445,2.222222,3
136,25.333334,12.222222,3
123,3.777778,0.333333,3
86,19.88889,11.555555,3
66,49.555557,37.77778,3
138,0.666667,0.111111,3
100,9.444445,2.888889,3
136,3,0.222222,3
77,10.222222,3.555556,3
107,4.555555,0.555556,3
101,15.555555,9.222222,3
102,6.333334,1.666667,3
100,13.333333,6.444445,3
120,4.111111,0.333333,3
133,2.777778,0.111111,3
113,2.777778,0.111111,3
137,0.777778,0,3
108,3.333333,1.666667,3
82,10.222222,4.777778,3
75,65.44444,52.11111,3
121,7.777778,2.555556,3
134,0.111111,0,3
88,6.444445,1.444444,3
81,51.77778,41,3
109,9.666667,4.777778,3
118,0.111111,0,3
122,25.11111,16.666668,3
91,10.666667,4.333334,3
121,29.222221,13.555555,3
121,3.333333,0.111111,3
129,1.555556,0,3
122,78.22222,52.444443,4
149,23.777779,13.222222,4
80,48.22222,34.555557,4
48,49.88889,37.555557,4
38,74.333336,49.666668,4
101,39.444443,26.88889,4
148,41.555557,24.222221,4
90,61.444443,42,4
151,42.77778,25.555555,4
102,62.333332,45.555557,4
100,66.88889,48.88889,4
53,48.666668,35.77778,4
32,70.88889,53.333332,4
146,55.88889,36.666668,4
107,58.333332,44.88889,4
127,48.22222,36,4
108,55.444443,40.11111,4
140,32.22222,18.88889,4
110,60.444443,45.444443,4
65,74.55556,53.666668,4
146,15.666667,8.111112,4
137,45.333332,37.333336,4
125,76.44444,53.77778,4
82,53.11111,40,4
76,42,30.666666,4
147,38.666668,22.333334,4
154,39.555557,23.333334,4
21,79.22222,59.11111,4
66,61.22222,45.77778,4
32,72.77778,47.77778,4
119,56,40.22222,4
158,29,17.333334,4
57,79.44444,58.22222,4
69,73.22222,52,4
135,41,28.555555,4
107,35.88889,24.88889,4
111,42.22222,29.777779,4
105,60.88889,44,4
119,48.22222,35.11111,4
127,57.333332,39,4
124,65.22222,48.333332,4
132,49.22222,33.88889,4
18,86.111115,59.77778,4
126,70.44444,50.666668,4
69,40.22222,34,4
118,41.666668,30.555555,4
140,32.333336,23.555555,4
162,14.555555,7.555555,4
129,60.666668,45.444443,4
112,73.333336,51.88889,4
102,69.66667,51.555557,4
33,45.555557,30.555555,4
147,38.666668,22.444445,4
93,79.22222,54.555557,4
138,82.55556,62,4
139,78.77778,57.333332,4
102,64.333336,44.555557,4
64,71,49.11111,4
78,51.88889,38.444443,4
105,56.333332,39.666668,4
73,51.11111,42.11111,4
98,37.11111,24.333334,4
81,47.22222,33,4
83,33.22222,23,4
159,29.555555,23.555555,4
68,68.22222,50.11111,4
123,34.22222,15.888889,4
128,43.77778,30.88889,4
45,63.77778,47.333332,4
94,82.66667,60.555557,4
35,85.333336,61.22222,4
115,36.77778,24.88889,4
81,51.555557,37.77778,4
42,36.22222,24.11111,4
100,69.66667,50.22222,4
120,56.333332,42.444443,4
146,15.666667,8.111112,4
65,72.66667,50.11111,4
156,29.222221,17,4
75,48.22222,35.11111,4
78,40.333336,25.11111,4
88,85,58.88889,4
117,58.444443,39.666668,4
73,48.77778,39.77778,4
129,78,55,4
44,75.55556,50.333332,4
42,54.11111,40,4
46,79.111115,54.666668,4
71,42.11111,35.11111,4
145,76.77778,54.11111,4
104,69.55556,48.77778,4
125,55,37.444443,4
146,29.666666,17.666668,4
120,69.333336,53.88889,4
38,78.44444,57.22222,4
122,44,31.88889,4
120,59.22222,45.77778,4
68,71,48.666668,4
122,44.333332,29,4
42,47.77778,31.777779,4
64,78.111115,54.22222,4
66,45.88889,38.88889,4
159,22.333334,18.88889,4
89,36.88889,24.666666,4
101,57.11111,39,4
126,28.666666,16.88889,4
103,69.55556,51.666668,4
80,72.111115,51.666668,4
123,64.111115,46.333332,4
106,45.77778,33.22222,4
111,38.22222,25.11111,4
102,54.444443,36.88889,4
34,60,41.666668,4
83,59.555557,44,4
65,64.44444,53,4
126,43,32,4
77,37.666668,30.444445,4
85,61.555557,42.666668,4
123,68.55556,51.333332,4
96,77,54.333332,4
134,58.22222,38.77778,4
80,47.666668,36.11111,4
69,44.555557,36.555557,4
103,72.66667,51.77778,4
105,70.333336,52.22222,4
153,38.77778,23.88889,4
78,37.444443,26.333334,4
124,51.444443,35.555557,4
82,48.444443,33.666668,4
147,62.444443,43.11111,4
158,12.222222,6.111111,4
62,84.66667,58.22222,4
157,32,19.222221,4
20,81.66667,57.444443,4
78,46,31,4
108,69.55556,52,4
119,48.22222,35.11111,4
50,75.77778,53.77778,4
19,58.77778,38.77778,4
116,76.44444,54.11111,4
125,51.77778,37.555557,4
158,47.444443,35,4
77,48.22222,35.22222,4
125,47.555557,32.444447,4
139,23.666666,13,4
17,54,39.444443,4
105,56.333332,39.666668,4
34,70.333336,46.22222,4
103,73.44444,54.333332,4
128,67.111115,46.333332,4
