@relation segment

@attribute Region-centroid-row numeric
@attribute Hedge-sd numeric
@attribute Intensity-mean numeric
@attribute Exgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
129,0.177778,6.333334,-7.666666,1
117,0.062963,6.333334,-7.333334,1
131,0.088889,5.222222,-6.666666,1
90,3.274074,22.62963,-17.555555,1
85,0.655555,21.11111,-17,1
145,0.374074,3.925926,-5.111111,1
44,1.529629,18.74074,-15.222222,1
145,0.122222,4.074074,-6.555555,1
141,0.385185,5.407407,-7.222222,1
123,0.266667,6.740741,-8.222222,1
64,4.34074,23.62963,-17.222221,1
62,1.051853,21.222221,-16.666666,1
102,1.485186,23.074074,-17.222221,1
138,0.3,5.740741,-7.222222,1
114,1.274074,14.518518,-12.555555,1
84,2.285188,23.851852,-17.555555,1
57,1.974073,26.814816,-19.777779,1
101,1.218518,21.296297,-16.222221,1
123,1.096297,6.962963,-7.222222,1
64,3.440744,22.481482,-17.777779,1
122,0.3,6,-7.666666,1
110,1.022223,17.925926,-13.444445,1
88,3.396294,21.148148,-16.444445,1
143,0.033333,5.666666,-8,1
89,3.688889,23.88889,-17.333334,1
118,0.074074,5,-7.333334,1
114,0.122222,5.888889,-8,1
101,0.651852,19.037037,-15.444445,1
104,3.555556,21.777779,-17,1
83,2.374072,18.74074,-14.555555,1
68,5.096297,21.592592,-17.11111,1
56,1.277777,23.703703,-18.11111,1
73,3.129627,19.074074,-15.555555,1
128,0.151852,5.037037,-6.777778,1
128,0.488889,5.666666,-8,1
133,0.077778,6.666666,-8.333333,1
130,0.685185,5.851852,-7.555555,1
107,2.266665,18.62963,-15.555555,1
119,5.585183,21.592592,-16.444445,1
135,0.122222,5,-7,1
81,1.01111,19.851852,-15.888889,1
118,0.4,6.444445,-8.333333,1
103,2.166668,21.851852,-16.555555,1
95,0.551851,21.407408,-15.555555,1
79,0.518519,16.814816,-14.111111,1
136,0.088889,6.814815,-8.111111,1
57,1.718517,26.296297,-19.555555,1
77,5.618516,26.407408,-18.555555,1
124,0.388889,6.222222,-7.666666,1
120,4.029627,23.666666,-15.666667,1
142,0.151852,4.592593,-6.777778,1
86,1.318518,26.481482,-18.777779,1
61,1.940741,21.74074,-16.88889,1
71,5.677779,22.333334,-17,1
124,0.340741,5.888889,-7.333334,1
134,0.444444,4.740741,-6.555555,1
116,0.133333,5.62963,-7.555555,1
136,0.444444,6.259259,-7.444445,1
116,3.096297,16.185184,-13.888889,1
140,0.388889,6,-7,1
140,0.088889,5,-6.333334,1
118,0.162963,6.259259,-8.111111,1
145,0.374074,3.925926,-5.111111,1
147,0.562963,6.777778,-8.666667,1
116,0.207407,6.481482,-8.444445,1
144,0.32963,4.814815,-6.444445,1
113,1.529629,20.25926,-14.777778,1
92,3.822222,23.666666,-18.333334,1
115,4.211112,22.037037,-15.777778,1
59,2.55185,25.074074,-19.555555,1
109,2.729629,17.25926,-14.111111,1
117,0.311111,6.444445,-8,1
145,0.062963,5.296296,-6.888889,1
115,0.607407,6.296296,-7.888889,1
75,0.196296,21.333334,-16.666666,1
118,0.118518,5.481482,-6.777778,1
111,0.429629,6.037037,-7.777778,1
124,0.444444,7.074074,-8.555555,1
116,0.611111,6.111111,-7.666666,1
145,0.062963,5.296296,-6.888889,1
40,0.172131,125.14815,-16.777779,2
23,1.224743,123,-14.333333,2
63,0.177777,120.22222,-16.666666,2
36,0.64693,111.92593,-14.111111,2
33,0.196295,109.888885,-22.666666,2
28,0.455421,112.96296,-13.888889,2
101,0.329633,134.92592,-11.444445,2
41,0.151852,135.22223,-11.666667,2
21,1.218685,125.59259,-14.111111,2
70,0.562963,112.51852,-20.222221,2
43,0.740737,125.25926,-16.11111,2
66,2.874073,122.55556,-17,2
51,1.944436,126.333336,-13.666667,2
41,0.327733,109.703705,-13.777778,2
77,1.351844,135.92592,-12.111111,2
25,0.118518,128,-12.333333,2
30,0.547723,123.333336,-17.333334,2
24,1.140749,127.62963,-12.222222,2
89,0.772203,106.07407,-19.222221,2
45,0.285185,101.22222,-26,2
20,1.149877,126.55556,-14.666667,2
113,1.066667,133.11111,-12.333333,2
25,0.477775,102.48148,-26.11111,2
46,0.862948,135.51852,-11.888889,2
68,0.574134,107.37037,-17.444445,2
11,5.051852,143.44444,-2.666667,2
14,0.712327,112.74074,-12.555555,2
48,0.355557,115.77778,-25,2
46,1.807408,126.03704,-14.777778,2
55,1.185184,103.07407,-23.88889,2
16,1.206462,112.96296,-13.888889,2
19,0.58373,114.25926,-14.444445,2
47,1.155558,126.37037,-14.777778,2
39,0.474075,127.07407,-13.888889,2
81,0.551853,90.40741,-33.88889,2
87,0.207406,135.40741,-10.555555,2
38,1.068055,124.85185,-15.888889,2
16,0.062963,140.40741,-11.222222,2
41,0.874068,137.14815,-10.777778,2
48,1.26297,134.85185,-11.888889,2
79,0.403686,107.74074,-14.888889,2
29,1.574082,128.48148,-14.444445,2
50,0.344264,121.18519,-17.222221,2
47,0.488889,97.111115,-29.333334,2
27,0.577774,136.2963,-9.888889,2
57,0.311111,92.92593,-29.777779,2
42,1.264908,108.92593,-12.111111,2
27,0.255555,138.07408,-8.888889,2
30,0.772201,112.96296,-13.555555,2
33,0.854183,125.888885,-14,2
96,0.240741,111.59259,-25.11111,2
33,0.349603,110.59259,-12.777778,2
27,1.356739,122.666664,-14.666667,2
81,0.429629,112.92593,-26.11111,2
74,0.077778,101.85185,-25.88889,2
19,0.779364,126.666664,-13.666667,2
57,0.800464,123.55556,-12.333333,2
11,5.051852,143.44444,-2.666667,2
57,0.418517,100.44444,-22.666666,2
50,0.50185,124.111115,-17.333334,2
61,0.272164,109.07407,-15.888889,2
29,0.907417,128.44444,-15.666667,2
15,0.620632,129.25926,-11.444445,2
25,0.774075,103.62963,-26.222221,2
26,0.207411,136.88889,-11.333333,2
21,0.118518,130.14815,-11.111111,2
28,1.29386,122.51852,-13.888889,2
59,0.8165,122.03704,-15.777778,2
21,0.488889,129.85185,-10.555555,2
29,0.907417,128.44444,-15.666667,2
48,0.355556,107.888885,-24.333334,2
49,0.300001,126.18519,-17.222221,2
21,0.408248,126.77778,-12.333333,2
50,0.952579,107.44444,-16.666666,2
60,0.385185,109.77778,-24.666666,2
17,1.020167,126.14815,-13.777778,2
49,1.068055,124.03704,-16.444445,2
46,1.00741,107.51852,-23.222221,2
28,0.429626,110.48148,-24.11111,2
54,0.551855,116.77778,-24,2
34,0.879814,125.48148,-14.111111,2
24,1.140749,127.62963,-12.222222,2
68,0.651852,125.77778,-15.333333,2
39,0.583728,124.18519,-17.555555,2
21,0.869227,126.81481,-12.777778,2
58,0.860663,123,-12,2
83,0.507406,90.62963,-30.555555,2
31,0.711108,135.92592,-10.777778,2
25,0.827759,116.25926,-14.777778,2
38,0.68853,113.48148,-14.777778,2
57,1.103866,124.25926,-14.444445,2
73,1.218518,125.51852,-14.888889,2
57,0.488889,126.111115,-12,2
28,1.186343,111.51852,-12.888889,2
18,0.374079,138.62962,-10.888889,2
12,0.975626,119.03704,-13.444445,2
19,1.985178,110.296295,-21.88889,2
45,0.54433,108.96296,-14.555555,2
93,1.396291,112.296295,-21.88889,2
81,0.389683,105.92593,-14.777778,2
99,0.474074,93.40741,-30.555555,2
20,0.928959,127.333336,-14.333333,2
18,0.211111,137.88889,-10.666667,2
63,5.675157,105.59259,-14.111111,2
39,0.699999,113.37037,-23.444445,2
67,0.58373,122.888885,-15,2
74,0.077778,101.85185,-25.88889,2
52,0.740744,111.62963,-20.88889,2
71,3.762964,105.666664,-23.333334,2
101,0.329633,134.92592,-11.444445,2
29,0.429629,103.25926,-25.777779,2
17,0.311108,130.2963,-12.222222,2
50,0.688533,122.07407,-16.555555,2
19,0.31111,137.77777,-7.333334,2
99,0.474074,93.40741,-30.555555,2
15,0.785184,132.22223,-11.666667,2
50,0.952579,107.44444,-16.666666,2
81,0.077779,92.18519,-33.88889,2
56,0.107408,126.44444,-15,2
92,0.296297,90.333336,-29,2
47,0.488888,134.77777,-11,2
25,0.760117,126.03704,-13.444445,2
41,0.586896,112.111115,-12.333333,2
43,0.34074,107.14815,-24.11111,2
26,1.407412,137.03703,-12.444445,2
15,1.229631,140.2963,-8.555555,2
15,0.518519,106.51852,-26.88889,2
46,0.781735,124.55556,-14,2
32,1.040738,136.2963,-10.555555,2
53,0.700008,134.77777,-13.333333,2
35,0.607412,97.92593,-27.444445,2
25,0.327731,112.22222,-14,2
34,0.207408,105.48148,-22.777779,2
13,1.244441,141.59259,-4.777778,2
58,0.680414,109.07407,-13.888889,2
33,0.062963,111.333336,-21.333334,2
109,0.843276,102.48148,-20.11111,2
66,0.607411,95.111115,-27.666666,2
39,0.699999,113.37037,-23.444445,2
31,0.344266,114.96296,-13.555555,2
33,0.349603,110.59259,-12.777778,2
35,0.809664,109.111115,-11,2
49,0.266668,120.703705,-18.11111,2
57,0.696297,98.59259,-25.11111,2
40,0.772203,110.703705,-11.444445,2
18,0.272164,112.111115,-10.333333,2
47,0.38519,135.74074,-11.555555,2
41,1.241266,121.48148,-18.444445,2
36,0.222216,135.2963,-12.222222,2
72,0.729631,125.55556,-14.333333,2
53,0.490652,123.44444,-11,2
27,0.255555,138.07408,-8.888889,2
34,1.140745,137.03703,-12.111111,2
94,0.507409,95.296295,-28.555555,2
43,0.611111,126.48148,-14.777778,2
54,1.003697,124.37037,-15.777778,2
56,0.566668,126,-13.666667,2
13,0.296294,104.111115,-25.333334,2
90,0.562963,113.48148,-22.444445,2
31,1.185185,126.81481,-14.111111,2
75,10.014803,116.703705,-16.444445,2
71,0.71111,89.14815,-30.11111,2
82,0.443054,106.51852,-17.222221,2
30,0.720082,113.25926,-13.111111,2
56,0.566668,126,-13.666667,2
51,0.742867,123.18519,-12.888889,2
35,0.544333,125.18519,-14.222222,2
40,2.118513,127.40741,-14.555555,2
35,0.285183,136.48148,-13.444445,2
52,0.740744,111.62963,-20.88889,2
86,0.691214,105.77778,-16.333334,2
75,0.596296,126.07407,-14.888889,2
13,0.685187,141.81482,-7.111111,2
79,0.462965,89.44444,-30,2
51,0.722649,122.96296,-16.555555,2
20,0.752773,125,-13.666667,2
14,1.333332,117,-13,2
20,0.562963,113.85185,-21.88889,2
13,0.400002,130.40741,-12.888889,2
107,0.418522,133.66667,-11,2
67,1.94079,106.07407,-16.555555,2
47,0.829628,123.85185,-18.555555,2
22,0.488884,137.62962,-14.222222,2
27,0.25185,137.51852,-12.222222,2
40,1.544443,123.77778,-16.333334,2
65,0.329629,97.333336,-27.666666,2
51,0.772203,108.74074,-14.222222,2
60,0.329627,123.666664,-15,2
54,0.928958,108.85185,-15.555555,2
16,0.385184,111.81481,-19.777779,2
39,1.333333,113,-13.666667,2
62,0.862963,110.03704,-21.11111,2
15,0.118519,140.77777,-8.666667,2
97,0.666667,134.37038,-9.777778,2
20,0.327729,111.703705,-13.777778,2
42,1.440747,135.2963,-11.888889,2
19,0.680416,127.51852,-13.888889,2
64,0.207406,92.81481,-30.777779,2
90,0.562963,113.48148,-22.444445,2
59,0.285185,126.14815,-14.111111,2
32,0.655558,112.03704,-23.11111,2
44,2.139576,122.59259,-11.111111,2
29,0.403686,112.07407,-14.888889,2
41,0.327733,109.703705,-13.777778,2
63,0.210818,108.92593,-13.444445,2
77,0.809667,107.62963,-11.555555,2
57,0.38889,135.96297,-12.555555,2
26,0.403686,112.22222,-14.333333,2
17,1.140735,129.55556,-9.666667,2
41,0.655553,113.40741,-24.88889,2
40,0.772203,110.703705,-11.444445,2
88,0.211111,110.59259,-23.777779,2
64,0.918936,108.77778,-15,2
58,0.533334,93.14815,-29.444445,2
54,0.658283,110,-15,2
18,0.374079,138.62962,-10.888889,2
49,0.700002,127.40741,-15.888889,2
96,0.418519,90.81481,-30.11111,2
32,1.310922,126.22222,-14.666667,2
44,0.31111,106,-23.333334,2
36,1.455557,103.03704,-26.11111,2
12,0.785183,127.44444,-11.333333,2
58,0.711108,92.703705,-30.11111,2
14,0.779361,113.81481,-13.777778,2
59,0.680412,121.703705,-14.444445,2
37,0.951851,95.92593,-28.11111,2
47,0.477777,107.111115,-23.333334,2
93,4.907409,86.296295,-30.555555,2
18,0.385184,114.14815,-19.444445,2
32,0.557772,116.77778,-11,2
94,0.666664,113.18519,-24.222221,2
48,0.074074,122.37037,-16.777779,2
21,0.408248,126.77778,-12.333333,2
66,2.122228,114.22222,-21.666666,2
66,0.607405,93.44444,-28.666666,2
62,0.720082,123.48148,-14.111111,2
40,0.488891,124.62963,-17.222221,2
45,0.829628,121.51852,-16.222221,2
46,0.781735,124.55556,-14,2
49,0.41852,108.888885,-24.666666,2
35,0.107407,98.74074,-25.222221,2
18,1.25462,125.62963,-14.222222,2
34,0.632455,123.22222,-15,2
115,1.229636,132.77777,-9,2
50,0.91084,109.25926,-17.11111,2
46,0.596282,114.62963,-13.555555,2
24,0.418519,121.62963,-15.888889,2
91,0.772203,104.888885,-18.666666,2
55,0.700002,124.111115,-15,2
40,0.72265,125.111115,-16,2
53,0.429629,113.14815,-24.777779,2
72,0.744447,125.44444,-13,2
58,0.421638,122,-14.666667,2
21,0.516396,127.296295,-14.222222,2
79,0.403686,107.74074,-14.888889,2
41,1.025597,123.03704,-16.777779,2
51,0.742867,124.40741,-16.555555,2
13,0.162961,140.25926,-8.777778,2
44,1.048809,123.81481,-11.777778,2
11,3.855552,141.55556,-6.333334,2
32,1.188888,121.44444,-16.333334,2
18,0.272164,112.111115,-10.333333,2
19,1.277773,129.92592,-11.444445,2
42,0.774073,127.03704,-14.111111,2
71,0.299998,125.96296,-13.555555,2
54,0.844443,134.33333,-13.333333,2
13,1.011112,132.25926,-11.111111,2
42,0.744442,137.07408,-11.222222,2
18,0.278888,113.77778,-14.666667,2
72,1.144441,93.44444,-28.333334,2
25,0.118518,128,-12.333333,2
15,0.699205,113.74074,-13.888889,2
31,0.344265,126.85185,-14.888889,2
16,1.155554,102.51852,-22.555555,2
55,0.557774,113.666664,-17.666666,2
35,0.829631,127.55556,-14.666667,2
83,0.507406,90.62963,-30.555555,2
33,0.620634,124.55556,-15,2
39,0.429627,127.51852,-13.222222,2
28,0.860662,111.59259,-11.777778,2
57,0.829626,124.703705,-13.444445,2
57,0.340743,122.333336,-17,2
80,0.696294,96.333336,-27.333334,2
65,1.224745,123,-17,2
62,1.333336,125.333336,-13.666667,2
85,0.607409,101.03704,-27.777779,2
80,1.707408,111.07407,-24.222221,2
78,2.290076,106.85185,-15.555555,2
71,0.720081,122.18519,-16.222221,2
22,0.107409,137.96297,-12.222222,2
42,1.264908,108.92593,-12.111111,2
67,0.685185,108.85185,-21.88889,2
35,0.562963,124.55556,-16.333334,2
23,0.547723,124.44444,-14,2
45,0.455419,122.85185,-14.555555,2
90,0.285185,113.111115,-23.333334,2
64,0.918936,108.77778,-15,2
125,3.777778,3.925926,-4.444445,3
106,3.718517,3.666667,-4.666666,3
145,6.112829,13.444445,-9.333333,3
70,6.916698,18.592592,-1.111111,3
119,0.207407,1.444444,-4,3
89,0.474074,2.296296,-5.888889,3
70,6.948753,21.037037,-2.444444,3
131,0.044444,0.518518,-1.555556,3
138,1.185185,0.296296,-0.555556,3
98,0.062963,1.407407,-3.888889,3
132,0.998146,1.962963,-2.888889,3
138,0.418519,0.259259,-0.444444,3
127,0.827759,16.37037,-13.777778,3
100,6.02963,6.074074,-6.555555,3
124,0.151852,0.666667,-2,3
115,0.385185,1.888889,-3.333333,3
121,2.059306,14.962963,-9.222222,3
95,0.72963,3.518518,-3.222222,3
128,0.151852,0.740741,-2.222222,3
121,0.074074,1.148148,-3.111111,3
68,338.64075,47.185184,-12.888889,3
91,9.040739,6.259259,-6.111111,3
115,0.685185,2.703704,-2.444444,3
103,0.962963,2.148148,-4.444445,3
131,1.095445,0.740741,-1.555556,3
144,0.166667,1.148148,-3.444444,3
120,0.3,1.444444,-3.333333,3
81,205.36296,21.333334,-5.666666,3
80,409.39636,68.77778,-7,3
139,0.088889,0.444444,-1.333333,3
89,11.85555,10.481482,-5.777778,3
95,0.251852,6.481482,-5.777778,3
90,0.222222,2.814815,-5.444445,3
109,3.084009,13.296296,-8.222222,3
99,0.355556,2.037037,-4.777778,3
116,1.440741,2.185185,-3.222222,3
106,0.477778,2.407408,-5.222222,3
116,1.318519,3,-2.666667,3
130,0.365148,0.888889,-2.333333,3
119,1.721326,20.592592,-14.111111,3
73,0.862962,4.851852,-5.222222,3
146,0,0,0,3
121,0.833334,3.703704,-3.444444,3
98,39.288876,5.518518,-5.222222,3
91,889.3629,42.814816,-8.777778,3
87,70.02964,17.11111,-4.333334,3
95,3.555556,9.518518,-3.555556,3
96,2.251852,3.555556,-4.666666,3
125,0.90472,18.555555,-14,3
109,1.677777,4.296296,-3.888889,3
133,0.327731,0.962963,-2.555556,3
107,17.54708,9.518518,-1.555556,3
122,0.403687,0.555556,-0.333333,3
105,650.42957,42.851852,-8.222222,3
92,3.529629,7.444445,-3,3
108,10.107411,8.666667,-5.666666,3
115,2.792185,26.037037,-16.11111,3
96,0.34074,3.814815,-6.111111,3
124,0.151852,0.666667,-2,3
91,0.311111,3.666667,-5.333334,3
120,60.06297,6.962963,-6.555555,3
120,0.462963,1.925926,-2.444444,3
138,0.177778,0.777778,-2.333333,3
85,0.720082,1.777778,-1,3
73,1.066666,5.814815,-4.111111,3
137,0.02963,0.259259,-0.777778,3
114,8.66859,29.814816,-17.777779,3
121,0.712325,17.222221,-11,3
124,0.074074,0.888889,-2,3
102,0.877778,4.037037,-4.111111,3
133,0.02963,0.481482,-1.444444,3
138,0.385185,1.407407,-2.888889,3
142,0.02963,0.037037,-0.111111,3
95,3.096295,3.148148,-5.777778,3
122,3.781044,19.88889,-9.666667,3
76,1.811111,8.259259,-1.777778,3
146,0.136083,0.037037,-0.111111,3
102,0.566667,2.888889,-3.666667,3
143,0.607407,4.185185,-5.888889,3
118,0.088889,0.925926,-2.111111,3
75,31.71359,55,-8.666667,3
114,0.062963,1.740741,-3.555556,3
121,0.888194,3.407408,-0.888889,3
81,263.09634,42.555557,-4.666666,3
88,1.274074,3.296296,-5.222222,3
78,662.35547,79.666664,-8.666667,3
139,0.516398,0.666667,-1.333333,3
75,99.0963,38.037037,-13.111111,3
141,1.278019,12.666667,-3.333333,3
125,3.777778,3.925926,-4.444445,3
90,3.211092,5,0.333333,3
135,0.177778,0.962963,-2.555556,3
92,5.688196,12.666667,-6.333334,3
109,1.677777,4.296296,-3.888889,3
128,12.433335,5.296296,-4.222222,3
99,14.774076,4.148148,-5.444445,3
126,0.285185,2.962963,-3.555556,3
115,2.936362,7.555555,-4,3
108,15.930981,49.814816,-9.777778,3
129,0.02963,0.518518,-1.555556,3
112,0.182574,0.444444,-1,3
124,4.544838,7.592593,-5.444445,3
125,0.691215,1.777778,-2.333333,3
85,6.862964,4.296296,-4.888889,3
85,6.818519,8.185185,-6.222222,3
130,0.655461,2.407408,-1.888889,3
91,0.385185,2.62963,-4.222222,3
111,1.396296,1.296296,-2.888889,3
145,2.062963,0.851852,-0.222222,3
126,0.166667,1.407407,-2.555556,3
98,0.730297,1.518519,-0.555556,3
120,0.772202,16.851852,-9.888889,3
