@relation segment

@attribute Region-centroid-row numeric
@attribute Vedge-mean numeric
@attribute Vegde-sd numeric
@attribute Hedge-mean numeric
@attribute Hedge-sd numeric
@attribute Exred-mean numeric
@attribute Value-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
62,1.888889,2.118518,3.388889,6.374074,-10.777778,37.666668,1
95,1.222222,1.007408,0.944444,0.551851,-0.222222,26.666666,1
101,0.555555,0.118519,1.611111,0.596295,-2.666667,29.222221,1
86,1.388889,1.218519,1.666667,2.577779,-2.222222,31.333334,1
126,0.388889,0.062963,0.444445,0.251852,5,7.444445,1
54,1.777778,1.674073,2.722222,4.329629,-5.444445,32.555557,1
68,4.055556,3.040739,2.388889,1.218517,-0.111111,23,1
139,0.277778,0.107407,0.833333,0.522222,4.333334,7.555555,1
55,2.222222,3.674073,1.777777,0.785185,-5.333334,31.11111,1
56,1.222222,0.207407,1.333334,1.022222,-1.222222,25.444445,1
101,2.333333,2.311111,1.777778,0.607407,4.222222,20.222221,1
61,1.055556,0.507407,0.833333,0.388889,-3.222222,30.666666,1
130,0.722222,0.507407,1.055556,0.685185,4.444445,7.666666,1
115,1.666667,1.822221,4.166667,4.211112,-2.111111,28,1
114,0.388889,0.062963,0.833333,0.122222,3.333333,7.444445,1
96,2.111111,1.007407,2.833333,3.855554,-2.888889,27.777779,1
102,0.888889,0.607408,2.611111,1.485186,-2.888889,29.777779,1
63,1.222222,0.562963,1.5,0.700001,-2.555556,23.666666,1
90,1.944445,0.596296,1.333334,1.822224,2,22.11111,1
77,1.888889,1.496295,3.055556,5.618516,-5.555555,34.444447,1
128,0.333333,0.044444,0.388889,0.151852,5.555555,6.888889,1
136,0.611111,0.418519,1,0.444444,4.555555,8,1
142,0.388889,0.107407,0.944444,0.374074,4.555555,6.555555,1
68,1.388889,1.485186,1.777778,5.096297,-3.444444,28.444445,1
118,0.055556,0.018518,1.055556,0.107407,4.111111,7.111111,1
121,0.444444,0.118518,0.611111,0.107407,4.777778,8,1
88,2.055556,1.885185,1.722222,3.396294,0.888889,26.333334,1
123,0.444444,0.118518,0.444444,0.118519,4.333334,6,1
122,0.555555,0.118518,0.777778,0.118519,4.444445,7.444445,1
119,1.444445,0.518519,2.555556,5.585183,-0.777778,27.333334,1
135,0.444445,0.118519,0.833333,0.122222,5.666666,6.888889,1
118,0.333333,0.177778,0.777778,0.074074,3.666667,6.666666,1
141,0.5,0.433333,0.777778,0.385185,4.777778,7,1
56,1.555555,0.429629,1.5,1.277777,-4.777778,31.333334,1
92,1.222222,0.562964,2.333333,3.822222,-1.666667,30.333334,1
63,1.5,1.1,1.944444,2.462962,-6.111111,29.666666,1
118,0.388889,0.151852,0.722222,0.196296,4.777778,7.666666,1
62,1.833334,0.833334,1.833333,0.966668,-1.888889,27.222221,1
129,0.833333,0.433333,0.666667,0.177778,4.666666,8.222222,1
133,0.333333,0.266667,0.5,0.077778,5,8.444445,1
69,1.5,1.144444,1.611111,1.44074,-7,32.555557,1
143,0.333333,0.044444,0.666667,0.133333,4.777778,6.111111,1
138,0.5,0.122222,0.5,0.077778,5.444445,6.777778,1
87,2.777778,3.096294,2.722222,4.374074,2.666667,21.11111,1
107,1.444444,1.940741,1.888889,2.740741,3,23,1
44,2.166667,2.388888,2.38889,1.529629,-4.222222,25.222221,1
64,1.5,1.144445,1.388889,0.462963,-4.222222,31.88889,1
40,1.333334,2.711112,1.111112,2.118518,-4.555555,23.333334,1
51,1.777778,1.629631,2.666667,0.888889,-9.222222,35.11111,1
59,1.833333,3.5,2.055555,0.862963,-3.111111,28.777779,1
104,1.555556,0.962963,3.055556,5.040743,0.111111,24.88889,1
104,2.388889,1.840741,2.666666,3.555556,-2.666667,28.333334,1
130,0.5,0.122222,0.388889,0.151852,4.666666,7,1
88,0.833333,0.477778,2.888889,2.385183,-2.444444,28.444445,1
126,0.833333,0.211111,0.666667,0.355555,4.444445,8.888889,1
124,0.888889,0.074074,0.888889,0.340741,3.666667,7.555555,1
123,0.666667,0.088889,0.388889,0.151852,3.888889,7.333334,1
113,1.722222,1.52963,2.944444,1.529629,-0.777778,25.444445,1
112,0.722222,0.418518,0.555555,0.162963,3.555556,7.555555,1
147,0.611111,0.107407,0.777778,0.562963,-4,11,1
56,1.333333,0.4,1.277777,1.84074,-9.333333,36,1
118,1.722222,1.529629,3.444444,9.496296,-3.555556,29,1
115,0.388889,0.151852,0.333333,0.177778,3,8.666667,1
125,0.277778,0.062963,0.666667,0.311111,3.444444,7.777778,1
126,0.555555,0.207407,0.555556,0.074074,4.555555,6.555555,1
92,1.111111,0.429631,1.388889,2.240742,-2,30,1
75,0.611111,0.32963,0.722222,0.196296,-0.666667,27.11111,1
108,1.333333,0.8,1.388889,0.951852,4,21.11111,1
138,0.444444,0.074074,0.444444,0.074074,4.666666,7,1
102,1.222222,0.118518,1.333333,0.8,0.222222,25,1
59,1.055555,0.774073,2.944445,2.55185,-8.222222,34.333336,1
60,0.555555,0.785184,1.055555,0.062963,-1.333333,24.777779,1
116,0.944445,0.151852,4.777777,3.096297,2.444444,21.222221,1
146,0.5,0.122222,0.666667,0.266667,1.666667,6.888889,1
144,0.277778,0.062963,0.722222,0.32963,3.555556,6.222222,1
92,1.888889,4.518517,2,1.022222,2.555556,23.333334,1
117,0.833333,0.255556,1,0.444445,-0.333333,26.333334,1
122,0.333333,0.133333,0.5,0.3,3.666667,7.666666,1
53,0.888889,0.518518,1.166667,0.433333,-2,27.444445,1
60,2.277778,2.329629,2.888889,2.874074,-6.222222,35.22222,1
133,0.666667,0.444444,1.166667,0.211111,4,8.222222,1
67,1,0.88889,2.444445,3.185185,-1.333333,25.88889,1
110,1.722222,5.351851,2.666667,1.022223,2.888889,21.444445,1
111,0.722222,0.374074,0.888889,0.429629,2.888889,7.888889,1
140,0.444444,0.118519,0.666667,0.088889,4.666666,6.666666,1
74,1.333333,0.577777,1.388889,0.907407,-0.444444,26.88889,1
112,0.555556,0.385185,1,0.088889,2.333333,8.111112,1
113,0.444444,0.207407,0.444444,0.118519,4.111111,6.888889,1
133,0.333333,0.266667,0.5,0.077778,5,8.444445,1
70,1,0.311111,1.722222,2.196296,-4.777778,34,1
114,1.388889,1.129629,1.944444,0.596297,0.444444,24.666666,1
117,0.333333,0.133333,0.555556,0.074074,1.666667,7.555555,1
64,2.222222,5.496297,2.888888,4.34074,-5.555555,31.222221,1
106,2.222222,2.518518,2.111111,3.14074,0,25.11111,1
132,0.5,0.122222,0.944444,0.32963,5.111111,7.555555,1
118,1.111111,0.385186,2.277778,4.285184,-2.666667,27.333334,1
117,0.444444,0.207407,1.611111,2.151851,2.333333,24.11111,1
116,0.5,0.477778,1.166667,0.611111,3,7.777778,1
143,0.5,0.344444,0.666667,0.311111,4.111111,6.777778,1
73,1.388889,1.085185,1.611112,2.507408,-2.555556,26.777779,1
98,2,0.666667,1.055555,0.551853,2.555556,20.777779,1
66,2.555555,2.162962,2.166667,5.144446,-4.222222,29.88889,1
71,1.444445,0.785185,4.5,5.677779,-1.666667,28.555555,1
145,0.388889,0.018518,0.611111,0.374074,4.888889,5.555555,1
102,1.888889,1.851851,1.944444,3.262961,1.888889,21.88889,1
83,1.444445,0.340741,2.444445,0.429631,0.333333,24.444445,1
80,3.555555,1.851851,3,3.866667,-1.444444,31.555555,1
130,0.555555,0.340741,0.833333,0.566666,3.777778,9,1
149,0.555556,0.251852,0.722222,0.151852,-4,8.666667,1
75,2.833334,4.611113,2.222222,3.718518,-7.888889,34.77778,1
131,0.444444,0.42963,0.777778,0.207407,4.777778,7.555555,1
44,2.166667,2.388888,2.38889,1.529629,-4.222222,25.222221,1
109,0.722223,0.240741,1.333334,0.800001,4.333334,21,1
81,1.888889,1.674073,1.333333,2.399998,-1.111111,28.777779,1
116,0.388889,0.107407,0.333333,0.133333,3.444444,7.333334,1
64,2.111111,2.118519,2.388889,3.440744,-1.444444,28.88889,1
98,1.222223,0.42963,1.888889,3.229632,0.333333,25.88889,1
84,1.5,1.277777,1.611111,2.285188,-0.888889,30,1
145,0.388889,0.151852,0.5,0.122222,3.777778,5.444445,1
143,0.444445,0.207407,0.444444,0.162963,4,7,1
86,1.5,0.833333,3.555556,2.162964,-1.444444,30.222221,1
118,0.277778,0.062963,0.555556,0.118518,3.222222,7.111111,1
89,1.722222,2.907407,2.944445,4.862958,-1.666667,27.777779,1
111,0.388889,0.240741,0.611111,0.151852,4.444445,6.888889,1
34,2,3.688889,1.5,2.033333,-6.333334,27.88889,1
123,0.611111,0.240741,0.666667,0.266667,4.444445,8.444445,1
85,3.111111,8.207409,3.944444,9.440739,-3,28.11111,1
75,2.111111,1.407408,1.5,2.21111,-2.222222,29.333334,1
135,0.555556,0.207407,0.666667,0.355555,4.555555,5.666666,1
60,0.944445,1.396297,2.166666,1.366668,-4,31,1
138,0.888889,0.562963,0.833333,0.3,4.777778,7.333334,1
125,0.277778,0.062963,0.666667,0.311111,3.444444,7.777778,1
136,0.611111,0.418519,1,0.444444,4.555555,8,1
134,0.277778,0.107407,0.666667,0.444444,5.111111,6.444445,1
114,0.611111,0.196296,1,0.533333,4,7.888889,1
111,0.722222,0.374074,0.888889,0.429629,2.888889,7.888889,1
130,0.944445,0.596297,1,0.666667,5.444445,8.444445,1
84,1.5,1.277777,1.611111,2.285188,-0.888889,30,1
116,0.388889,0.151852,0.222222,0.074074,3.444444,6.888889,1
111,0.555555,0.162963,2.555555,0.385187,0.888889,5.555555,1
101,1.333333,1.288888,1.277778,1.218518,-0.222222,26.777779,1
115,1.722222,1.440742,3.888889,2.829631,1.888889,24.11111,1
117,0.277778,0.151852,0.5,0.211111,3,7.444445,1
139,0.277778,0.107407,0.833333,0.522222,4.333334,7.555555,1
67,2.555556,3.362964,1.555556,1.185185,-2.555556,30.777779,1
92,3.333334,2.977778,1.777778,0.651851,-3.333333,29.777779,1
124,0.5,0.166667,0.388889,0.107407,4.222222,7.666666,1
120,0.444444,0.02963,0.444445,0.118518,5.444445,7.777778,1
143,0.333333,0.133333,0.444445,0.074074,4.555555,6.666666,1
128,0.5,0.077778,0.666667,0.311111,4,7.111111,1
85,1.444444,1.051853,1.777778,0.962963,2.777778,21.88889,1
106,1.611111,0.72963,0.722222,1.174074,1.333333,23.666666,1
128,0.444444,0.340741,0.888889,0.207407,5.888889,7.888889,1
42,1.055556,0.151851,1.388889,0.507407,-7.777778,31.11111,1
124,0.5,0.166667,0.388889,0.107407,4.222222,7.666666,1
71,2.111112,1.807406,2.833333,2.077779,-2.666667,29.666666,1
123,1.555555,2.474074,0.888889,1.096297,2.777778,8.444445,1
91,2.222222,2.029629,2.166666,1.277778,-1.444444,28.777779,1
118,0.555556,0.385185,0.666667,0.4,3.333333,8.444445,1
134,0.611111,0.240741,0.722222,0.062963,5.333334,7.888889,1
115,0.5,0.388889,0.777778,0.607407,3.111111,8,1
123,0.444444,0.207407,0.5,0.122222,5.222222,7.555555,1
147,0.444445,0.42963,0.722222,0.107407,-1.111111,9.555555,1
145,0.555556,0.162963,0.722222,0.062963,3.111111,7,1
149,0.888889,0.785185,1,1.244444,-4.222222,8.777778,1
103,1.388889,0.596296,2.277778,2.151852,4.555555,19.444445,1
81,1.833333,2.21111,1.833333,1.01111,1.444444,24.666666,1
117,0.5,0.122222,1,0.311111,2.666667,8.222222,1
101,1.333333,1.288888,1.277778,1.218518,-0.222222,26.777779,1
106,1.611111,0.596296,1.611111,2.72963,-3.111111,29.88889,1
72,2.5,4.744444,1.777778,6.296294,-8.777778,35.77778,1
66,2.611111,3.040741,2.944444,3.885185,-9.222222,38.22222,1
142,0.5,0.122222,1.5,0.522222,6.333334,6.777778,1
63,1.277778,1.574073,2.111111,3.096295,-3.777778,27.777779,1
124,0.611111,0.107407,0.611111,0.107407,4.333334,7.777778,1
124,0.888889,0.074074,0.888889,0.340741,3.666667,7.555555,1
85,1.111111,0.518519,2.500001,0.655555,-1,27.11111,1
81,2.611111,3.751853,2.722222,3.751853,-1.111111,26.11111,1
128,0.5,0.3,0.333333,0.044444,4.111111,7.666666,1
75,2,1.911109,3.777778,8.296293,-2.555556,31.666666,1
134,0.555556,0.251852,0.777778,0.296296,4.111111,7.777778,1
116,0.611111,0.151852,0.444445,0.207407,3.222222,8.333334,1
122,0.277778,0.107407,0.555556,0.118519,4.111111,7.222222,1
77,1.222222,1.851852,4.444445,6.56296,-3.222222,32.333336,1
56,1.055555,0.951851,1.333333,1.6,-4.888889,30.222221,1
103,1.388889,1.52963,1.888889,1.096296,3.777778,22.777779,1
116,0.722222,0.196296,0.555555,0.207407,2.777778,8.555555,1
118,0.444445,0.118518,0.444445,0.162963,3.888889,7.777778,1
67,1.444445,1.007407,1.833333,1.544446,0.888889,27.88889,1
117,0.444445,0.207407,0.388889,0.062963,4,8,1
130,0.611111,0.240741,0.666667,0.577778,5,7.555555,1
74,1.333334,1.555556,0.666667,0.133333,-2.222222,28.88889,1
124,0.555556,0.162963,0.444444,0.02963,4.666666,6.777778,1
126,0.444444,0.118519,0.611111,0.418519,6.777778,7.666666,1
109,1,0.488889,1.944444,2.729629,5.888889,20.444445,1
68,1.444444,1.007408,2.166667,0.877779,-8.888889,36.88889,1
149,0.555556,0.251852,0.722222,0.151852,-4,8.666667,1
108,0.611111,0.640741,0.944444,0.151852,-2.777778,28.222221,1
113,0.722222,0.240741,0.722222,0.151852,4.888889,7.111111,1
90,2.777778,2.074072,5.111111,3.274074,-1.888889,29.11111,1
145,0.388889,0.018518,0.611111,0.374074,4.888889,5.555555,1
142,0.388889,0.062963,1.277778,0.151852,4.888889,6.333334,1
133,0.666667,0.444444,1.166667,0.211111,4,8.222222,1
131,0.555555,0.162963,1.333333,0.711111,4.666666,7.222222,1
147,0.222222,0.074074,0.5,0.077778,-0.777778,7,1
100,0.666667,0.266666,1.388889,0.907407,-1.333333,28.444445,1
55,2.222222,3.674073,1.777777,0.785185,-5.333334,31.11111,1
136,0.5,0.122222,0.666667,0.088889,4.555555,8.666667,1
60,1.555556,1.140741,2.444445,1.94074,-3.888889,30,1
41,1.777778,1.674074,1.666667,1.777778,-5.111111,29.777779,1
78,2.222223,2.34074,2,5.86667,-1.777778,31.222221,1
111,0.277778,0.151852,0.5,0.122222,3,7.222222,1
95,1.666667,3.733334,2.499999,7.188887,0,26.222221,1
131,0.333333,0.088889,0.333333,0.088889,6,7.222222,1
61,2.055555,1.574074,1.555555,1.940741,-4.222222,28.777779,1
113,0.5,0.077778,0.277778,0.151852,3.222222,7.888889,1
125,0.388889,0.062963,0.666667,0.177778,4.111111,7.333334,1
100,0.722222,0.107408,1.222222,1.140741,1.777778,26,1
107,1.555556,2.029629,3.333333,2.266665,2.444444,23.11111,1
90,1,0.577778,2,0.399999,-3.555556,32.22222,1
103,2.166666,3.411113,1.833333,2.166668,-1.888889,28,1
110,0.5,0.122222,1.944444,2.374073,0.333333,6.333334,1
104,2.222222,3.629631,1.5,1.322222,1.555556,23.222221,1
120,1.666667,0.844445,3.222222,4.029627,-4.666666,30.444445,1
116,1.5,1.633333,1.555556,0.874074,-1.444444,27.555555,1
59,1.277777,0.951851,2.055555,1.485185,-3.555556,30.88889,1
108,0.833333,0.433333,1.611111,1.174074,5.666666,20,1
65,1.222223,1.762964,2.333334,2.355557,-2.111111,26.777779,1
116,0.944445,0.285185,0.888889,0.074074,-2.333333,28.11111,1
57,1.722222,1.618517,1.944445,1.974073,-8.444445,36.22222,1
56,2.666666,3.644444,2.722222,1.574072,-7.555555,37.666668,1
140,0.444444,0.251852,0.5,0.388889,4.333334,7.555555,1
107,0.833333,0.655556,1.611111,1.92963,3.444444,20.777779,1
140,1.055556,0.462963,1,0.577778,4.666666,8.222222,1
89,1.222222,1.762962,2.555556,3.496296,-0.555556,23.88889,1
137,0.5,0.166667,1.111111,0.474074,5.777778,7.777778,1
102,0.888889,0.607408,2.611111,1.485186,-2.888889,29.777779,1
60,2.277778,2.329629,2.888889,2.874074,-6.222222,35.22222,1
72,0.944444,0.507407,1.666666,0.577776,-7.333334,35.444447,1
147,0.333333,0.133333,0.722222,0.418518,-1.444444,7.666666,1
94,1.666667,0.8,3.666667,2.888891,-1.666667,27.333334,1
124,0.277778,0.062963,1,0.444444,3.444444,9,1
111,0.388889,0.240741,0.611111,0.151852,4.444445,6.888889,1
131,0.222222,0.074074,0.777778,0.207407,4.444445,6.666666,1
134,0.388889,0.062963,0.388889,0.062963,4.444445,7,1
77,2.111111,3.940742,2.444445,6.029632,-3.111111,31.555555,1
101,0.722223,0.329629,2.222222,0.651852,1.888889,23.555555,1
30,0.555557,0.272164,1.222223,0.720082,-37.444443,130.11111,2
33,0.499999,0.623609,0.500001,0.349603,-41.444443,128.66667,2
17,0.611112,0.107405,0.666667,0.311108,-28.555555,143.88889,2
54,1.166672,0.166667,1,0.844443,-20.333334,145.55556,2
97,0.944443,0.329631,1,0.666667,-23.444445,145.44444,2
99,0.888891,0.474074,0.777779,0.474074,-43.22222,118,2
39,1.388891,1.129629,1.833333,0.699999,-32.444443,132,2
50,1.777777,1.003694,1.111112,0.91084,-46.11111,130.33334,2
32,0.944444,1.062842,1.777779,1.310922,-33.333332,142.22223,2
65,0.944443,0.611618,1.500001,1.224745,-34,140,2
58,0.555556,0.403686,0.888891,0.860663,-31.333334,137.44444,2
70,0.666665,0.177776,1.111108,0.562963,-25.555555,127.77778,2
48,1.055553,0.9963,0.999999,0.355556,-39.333332,129.11111,2
45,0.888891,0.455421,1.111113,0.455419,-36.88889,140,2
13,0.777779,0.207408,1.111112,0.296294,-47.666668,128.44444,2
31,0.722221,0.418517,0.666664,0.71111,-16.88889,145.44444,2
14,1.055556,0.574134,1.666669,1.333332,-38.333332,134.11111,2
23,0.666667,0.365148,1.166665,1.224743,-36,139.77779,2
47,0.666669,0.355557,1.000001,1.155558,-31.11111,141.66667,2
62,1.888887,1.310924,1.888887,0.720082,-33.444443,139.33334,2
88,0.722221,0.329632,0.500001,0.211111,-27.11111,127.55556,2
50,0.444445,0.544332,1.444444,0.688533,-36.555557,139.77779,2
37,0.611111,0.240739,1.055553,0.951851,-47.444443,121.111115,2
26,1.222224,1.0074,0.888888,0.207411,-17.666666,146.55556,2
45,0.888888,0.207408,1.555557,0.829628,-31.222221,137.33334,2
49,0.833336,0.388888,1.166668,0.700002,-31.222221,143.11111,2
90,0.666668,0.044444,0.777779,0.562963,-22.777779,128.55556,2
28,0.555553,0.074075,1.222221,0.429626,-37.77778,131.11111,2
75,0.666668,0.266666,0.888888,0.385187,-49.666668,115.888885,2
13,1.055552,0.507406,1.666664,1.244441,-20.11111,149.88889,2
49,1.055557,0.92896,1.77778,1.068055,-32.77778,140.44444,2
53,0.722229,0.285188,0.833333,0.700008,-19.666666,145.77777,2
60,0.444447,0.207408,0.777777,0.385185,-30.666666,128.22223,2
34,1.055555,0.928956,1.388888,0.879814,-35.444443,142,2
57,0.611109,0.418515,1.166667,0.38889,-18.222221,146.22223,2
63,0.722221,0.443052,0.333332,0.210818,-38.11111,126.111115,2
13,1.333331,0.444445,1.333333,0.400002,-32.22222,145.44444,2
16,0.666667,0.355559,0.944448,0.062963,-17.222221,149.88889,2
33,0.499999,0.623609,0.500001,0.349603,-41.444443,128.66667,2
113,0.5,0.3,1.333333,1.066667,-25.333334,145.66667,2
72,0.777777,0.562961,1.499999,0.744447,-34,141.11111,2
59,0.500001,0.166667,1.055556,0.285185,-28.777779,140.44444,2
36,1.111111,0.340743,1.833335,1.455557,-40.444443,125.22222,2
48,0.611111,0.107407,1.333331,0.355557,-25,132.44444,2
93,2.888891,3.896308,1.944444,4.907409,-46.88889,112.111115,2
34,0.499999,0.122222,0.888887,0.207408,-42.77778,127.333336,2
54,0.611109,0.107408,0.944444,0.551855,-23,132.44444,2
50,1.000001,0.760115,0.944445,0.952579,-38.333332,125.77778,2
62,0.833335,0.166666,1.166668,0.833334,-26.777779,140.33334,2
27,0.833335,0.623609,2.055557,1.356739,-33.333332,138.66667,2
19,0.944445,0.151853,1.666672,0.31111,-18.666666,146.44444,2
15,0.444445,0.25185,0.777774,0.118519,-19.333334,150.11111,2
27,0.722221,0.462964,0.5,0.255555,-16.555555,146.55556,2
41,1,0.355559,0.277779,0.151852,-20.333334,145.88889,2
81,0.72222,0.107409,0.833332,0.077779,-44.88889,118.44444,2
57,1.055557,0.196297,0.888889,0.340743,-33,139,2
22,1.166667,0.388882,1,0.488884,-16.555555,147.88889,2
41,0.944448,0.772202,1.111112,1.025597,-33.444443,139.77779,2
79,0.444444,0.344265,0.777779,0.403686,-41.555557,126.55556,2
57,0.944447,0.374073,0.77778,0.696297,-43.77778,121.55556,2
47,1.222223,0.607409,1.555557,0.829628,-29.222221,139.77779,2
32,0.777779,0.207408,1.500001,1.188888,-33.666668,138.11111,2
36,0.944443,0.1963,1,0.222216,-20.222221,146.11111,2
80,1.166667,0.166666,1.722224,1.707408,-24.555555,127.333336,2
68,1.055557,0.151852,0.777779,0.651852,-30.333334,141,2
57,1.055556,0.774071,1.611109,0.418517,-42.666668,122.22222,2
45,0.944444,0.729629,0.611109,0.285185,-42.333332,124,2
78,1.055557,0.329632,0.777779,1.274081,-20.666666,147,2
26,1.222219,1.496289,1.888885,1.407412,-16.777779,146.77777,2
42,0.777779,0.54433,1.666668,1.264908,-39.77778,126.22222,2
58,0.777777,0.344266,0.888888,0.583728,-38.11111,128.11111,2
42,0.722224,0.462963,1.388891,1.440747,-21.555555,146.44444,2
49,1.166665,0.433335,1.499999,0.300001,-29.555555,141.77779,2
30,0.555557,0.272164,1.222223,0.720082,-37.444443,130.11111,2
29,1.000001,0.711108,1.055553,0.907417,-27.666666,142.88889,2
18,0.777777,0.455422,0.555557,0.272164,-44.666668,130.44444,2
74,0.333335,0.088889,0.500001,0.077778,-38.22222,123.22222,2
57,1.22222,0.474073,1.22222,0.829626,-31.444445,139.66667,2
59,0.833335,0.459466,1.055556,0.680412,-37.444443,139,2
65,0.722221,0.374072,2,0.711109,-31,141.66667,2
93,0.72222,0.151851,1.055555,1.396291,-25.222221,128,2
68,0.944444,0.574135,0.722224,0.574134,-39.444443,126.333336,2
15,0.888891,0.340743,1.222225,0.518519,-46.88889,131.11111,2
57,0.888888,0.740742,0.666665,0.488889,-31,140.44444,2
31,1.111109,1.496296,1.333333,0.711108,-18.11111,145.55556,2
65,0.777777,0.785188,0.722221,0.329629,-43.666668,121.111115,2
51,0.611111,0.443051,0.611111,0.742867,-34.22222,138.88889,2
77,0.944447,0.574135,1.166665,0.809667,-41.22222,125.22222,2
33,1.166664,0.936897,1.055553,0.854183,-33.666668,141.77779,2
18,1.277779,0.729626,0.944445,0.374079,-15.888889,147.55556,2
52,0.388889,0.018518,1.333333,0.177779,-30.666666,140.22223,2
41,0.611112,0.327731,0.388892,0.327733,-43.77778,128.88889,2
27,0.722221,0.462964,0.5,0.255555,-16.555555,146.55556,2
40,0.611111,0.574132,0.722223,0.772203,-43.444443,129,2
24,1.166667,0.966665,1.611109,0.418519,-32.555557,137.77779,2
13,0.888891,0.207407,1.111115,0.162961,-17.777779,149.11111,2
15,0.77778,0.272168,0.555556,0.620632,-32.77778,144,2
27,1.277776,0.596293,0.999997,0.577774,-17.88889,145.55556,2
40,1.166664,0.166667,1.222221,2.118513,-29.88889,142.22223,2
25,0.388887,0.250923,0.944447,0.827759,-37.77778,133.77779,2
29,1.000001,0.711108,1.055553,0.907417,-27.666666,142.88889,2
79,0.555555,0.118518,1.055553,0.462965,-47.666668,115.333336,2
46,0.611112,0.240742,1.111112,1.00741,-40.88889,128.88889,2
19,0.944444,0.443052,0.888888,0.58373,-39.77778,132.33334,2
62,0.555556,0.207408,1.111112,0.562963,-27.222221,138.77779,2
15,0.666668,0.557772,0.666668,0.699205,-40.88889,132,2
14,0.888888,0.807371,1.222223,0.779361,-41.11111,132.11111,2
40,0.666665,0.516397,0.666667,0.699204,-44.11111,129,2
42,1.277777,0.685184,0.944444,0.774073,-30.11111,141.77779,2
40,0.999999,0.421635,0.833333,0.72265,-33.333332,141.55556,2
57,1.222224,0.785183,1.000001,0.311111,-49.444443,119.333336,2
19,1.000001,0.760118,1.444447,0.779364,-33.666668,142.44444,2
55,1.388888,0.818524,1.166668,0.700002,-30.666666,139.33334,2
