@relation segment

@attribute Region-centroid-row numeric
@attribute Short-line-density-2 numeric
@attribute Vegde-sd numeric
@attribute Hedge-sd numeric
@attribute Rawred-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
115,0,0.033333,0.133333,8.222222,-0.965144,1
100,0,1.362964,3.644445,20.88889,-1.519702,1
53,0,1.718519,3.011111,22.777779,-1.937482,1
107,0,0.344445,1.540741,18.777779,-1.131973,1
145,0,0.162963,0.062963,6.333334,-1.068968,1
145,0,0.018518,0.374074,5.555555,-0.57094,1
116,0,0.107407,0.133333,6.777778,-1.099624,1
62,0,0.518519,1.051853,20.777779,-1.620398,1
77,0,3.940742,6.029632,23.444445,-1.68954,1
108,0,0.8,0.951852,19,-1.302133,1
70,0,0.72963,1.144442,23,-1.649603,1
60,0,2.329629,2.874074,24.666666,-1.776113,1
104,0,2.107407,2.000002,20.555555,-1.72879,1
140,0,0.118519,0.088889,6.555555,-0.783647,1
86,0,0.833333,2.162964,23.333334,-1.60859,1
67,0,3.362964,1.185185,22.88889,-1.670171,1
55,0,3.674073,0.785185,21.666666,-1.771163,1
59,0,0.951851,1.485185,22.666666,-1.699326,1
75,0,0.32963,0.196296,21.11111,-1.590164,1
129,0,0.251852,0.296296,8,-0.912766,1
57,0,3.411111,1.718517,24.666666,-1.739017,1
128,0,0.118518,0.488889,7.444445,-0.837598,1
71,0.111111,0.785185,5.677779,21.777779,-1.636863,1
122,0,0.133333,0.3,7.222222,-1.05144,1
95,0,1.007408,0.551851,21.333334,-1.567327,1
124,0,0.162963,0.02963,6.666666,-0.877707,1
86,0,1.274074,1.318518,24.222221,-1.804829,1
56,0,0.951851,1.6,21.11111,-1.759414,1
60,0,1.140741,1.94074,21.333334,-1.709389,1
111,0,0.151852,0.122222,6.444445,-1.181388,1
62,0,0.833334,0.966668,20.555555,-1.650123,1
135,0,0.207407,0.355555,5.666666,-0.807848,1
41,0,1.674074,1.777778,20.777779,-1.77166,1
109,0,0.488889,2.729629,19.222221,-1.131204,1
114,0,0.062963,0.044444,6.555555,-0.91061,1
70,0,0.311111,2.196296,24.444445,-1.74518,1
63,0,0.562963,0.700001,17.222223,-1.683847,1
116,0,0.151852,0.074074,6.555555,-1.093148,1
51,0,1.629631,0.888889,22.666666,-1.873032,1
92,0,0.488889,1.277778,18.777779,-1.548296,1
133,0,0.266667,0.077778,8.333334,-0.924817,1
115,0,1.440742,2.829631,20.555555,-1.440963,1
64,0,1.144445,0.462963,22.666666,-1.724894,1
116,0,0.107407,0.133333,6.777778,-1.099624,1
143,0,0.133333,0.074074,6.555555,-0.907416,1
85,0,1.051853,0.962963,18.88889,-1.386867,1
116,0,0.151852,0.207407,7.555555,-1.19107,1
131,0,0.088889,0.088889,7.222222,-0.621222,1
110,0,0.122222,2.374073,4.333334,-1.539762,1
92,0,4.518517,1.022222,20.222221,-1.408242,1
101,0,0.329629,0.651852,19.666668,-1.457591,1
73,0,0.72963,3.129627,19.222221,-1.524253,1
111,0,0.240741,0.151852,6.888889,-0.897859,1
136,0,0.418519,0.444444,7.777778,-0.924607,1
59,0,0.774073,2.55185,22.333334,-1.836328,1
133,0,0.266667,0.077778,8.333334,-0.924817,1
126,0,0.118519,0.418519,7.666666,-0.612886,1
130,0,0.507407,0.685185,7.333334,-0.963048,1
118,0,0.385185,0.4,7.555555,-1.134543,1
117,0,0.133333,0.074074,6.333334,-1.353896,1
53,0,0.518518,0.433333,20.88889,-1.662177,1
63,0,1.1,2.462962,20.333334,-1.813886,1
143,0,0.344444,0.311111,6.666666,-0.914813,1
93,0,0.211111,9.140738,18.88889,-1.730306,1
124,0,0.166667,0.107407,7.444445,-1.02473,1
121,0,0.800001,2.444443,21.666666,-1.740736,1
67,0,1.007407,1.544446,22.555555,-1.524771,1
134,0,0.251852,0.296296,7.444445,-0.966318,1
115,0,0.151852,0.177778,7.777778,-1.210357,1
142,0,0.062963,0.151852,6.222222,-0.776334,1
126,0,0.374074,0.844445,7.666666,-1.118131,1
122,0,0.107407,0.118519,7,-0.964797,1
81,0,3.751853,3.751853,20.11111,-1.566335,1
134,0,0.240741,0.062963,7.666666,-0.806042,1
116,0,0.196296,0.207407,7.555555,-1.233945,1
119,0,0.518519,5.585183,21.333334,-1.57896,1
114,0,0.062963,0.074074,6.111111,-1.314533,1
55,0,2.82963,0.862964,20.555555,-1.634416,1
116,0,0.151852,3.096297,17,-1.162844,1
124,0,0.074074,0.340741,7.111111,-1.037663,1
81,0,1.674073,2.399998,22.333334,-1.606794,1
117,0,0.122222,0.311111,7.333334,-1.233256,1
139,0,0.107407,0.522222,7.555555,-0.965946,1
65,0,1.762964,2.355557,20.11111,-1.665853,1
58,0,0.162963,2.285186,20,-1.685074,1
135,0,0.151852,0.374074,7.444445,-0.787376,1
112,0,0.385185,0.088889,7,-1.273992,1
55,0,3.674073,0.785185,21.666666,-1.771163,1
60,0,1.396297,1.366668,22.444445,-1.713134,1
92,0,2.418516,0.877778,18.777779,-1.570588,1
113,0,0.207407,0.118519,6.888889,-0.989308,1
109,0,0.240741,0.800001,19.222221,-1.276562,1
74,0,0.577777,0.907407,21,-1.554234,1
104,0,0.962963,5.040743,20.222221,-1.555376,1
145,0,0.018518,0.374074,5.555555,-0.57094,1
143,0,0.207407,0.162963,6.777778,-1.048222,1
116,0,0.285185,0.074074,21.333334,-1.670314,1
120,0,0.02963,0.118518,7.777778,-0.820403,1
100,0,0.266666,0.907407,21.777779,-1.623301,1
118,0,0.385186,4.285184,20.222221,-1.620749,1
44,0,2.388888,1.529629,17.333334,-1.753726,1
114,0,0.788889,1.274074,16.11111,-1.179347,1
115,0,2.388889,4.96296,15.666667,-1.54801,1
91,0,2.177777,2.162962,19.777779,-1.55225,1
142,0,0.107407,0.374074,6.555555,-0.829712,1
80,0,1.851851,3.866667,24.333334,-1.620451,1
61,0,3.185182,7.185185,18.666668,-1.591206,1
67,0,0.88889,3.185185,19.555555,-1.623202,1
107,0,0.655556,1.92963,18.333334,-1.312499,1
139,0,0.107407,0.522222,7.555555,-0.965946,1
138,0,0.074074,0.074074,7,-0.880521,1
68,0,1.007408,0.877779,24.222221,-1.848523,1
123,0,0.240741,0.266667,8.222222,-0.985729,1
79,0,2.285185,0.518519,17.333334,-1.453114,1
88,0,3.2,1.040741,18.777779,-1.785147,1
124,0,0.166667,0.107407,7.444445,-1.02473,1
91,0,2.029629,1.277778,22,-1.630409,1
116,0,0.151852,0.207407,7.555555,-1.19107,1
50,0,0.462963,0.488889,21.666666,-1.741254,1
90,0,0.577778,0.399999,23.666666,-1.705942,1
145,0,0.151852,0.122222,5.333334,-0.959485,1
61,0,1.574074,1.940741,20.333334,-1.737293,1
143,0,0.044444,0.133333,6.111111,-0.87829,1
96,0,1.007407,3.855554,20.777779,-1.676921,1
133,0,0.444444,0.211111,7.777778,-1.077659,1
72,0,4.744444,6.296294,23.555555,-1.846158,1
106,0,0.596296,2.72963,22,-1.695804,1
66,0,1.007407,1.01111,18.555555,-1.569253,1
106,0,0.72963,1.174074,19.555555,-1.48458,1
67,0,0.88889,3.185185,19.555555,-1.623202,1
102,0,0.118518,0.8,20.333334,-1.555097,1
111,0,0.240741,0.151852,6.888889,-0.897859,1
101,0,1.288888,1.218518,21.222221,-1.558599,1
122,0,0.02963,0.166667,8.111112,-0.83212,1
104,0,1.840741,3.555556,20.88889,-1.669752,1
124,0,0.107407,0.107407,7.444445,-0.987873,1
83,0,0.340741,0.429631,19.555555,-1.507007,1
131,0,0.162963,0.711111,6.888889,-0.850783,1
101,0,1.288888,1.218518,21.222221,-1.558599,1
133,0,0.444444,0.211111,7.777778,-1.077659,1
149,0,0.251852,0.151852,4.111111,-1.985703,1
61,0,0.507407,0.388889,22.666666,-1.700913,1
107,0,1.288892,0.418522,125.77778,-2.317384,2
78,0,0.329632,1.274081,128.66667,-2.225537,2
58,0,0.62361,1.003697,110.44444,-2.357271,2
35,0,0.133333,0.107407,83.333336,-2.280843,2
41,0,0.355559,0.151852,128.44444,-2.270225,2
25,0,0.501848,0.327731,97.77778,-2.396894,2
16,0,0.355559,0.062963,134.66667,-2.232895,2
76,0,0.211114,0.71111,74.55556,-2.208019,2
21,0,0.799994,0.488889,120.666664,-2.364884,2
40,0,0.62063,0.172131,114.22222,-2.2949,2
87,0,0.474069,0.207406,127.888885,-2.312874,2
80,0,0.166666,1.707408,102.888885,-2.098697,2
71,0,0.490655,0.720081,111.44444,-2.301203,2
63,0,0.296294,0.177777,108.44444,-2.315885,2
82,0,0.344266,0.443054,92.888885,-2.344872,2
66,0,1.440741,0.607411,80.66667,-2.235701,2
18,0,0.455422,0.272164,97.22222,-2.45498,2
14,0,0.53403,0.712327,99,-2.408968,2
25,0,0.84444,0.774075,89.111115,-2.252101,2
48,0,0.9963,0.355556,94.77778,-2.247036,2
35,0,1.05185,0.562963,114.44444,-2.282923,2
50,0,0.760115,0.952579,94.666664,-2.337296,2
15,0,0.272168,0.620632,118.333336,-2.38244,2
39,0,0.730297,1.333333,99.44444,-2.393564,2
50,0,1.003694,0.91084,93.888885,-2.37202,2
11,0,0.311116,5.051852,136.88889,-2.521648,2
32,0,0.162964,1.040738,129.77779,-2.280755,2
47,0,0.385188,0.38519,129,-2.262555,2
58,0,0.403686,0.860663,112.55556,-2.365385,2
26,0,1.496289,1.407412,131.44444,-2.182567,2
39,0,0.574136,0.583728,113.888885,-2.268113,2
45,0,0.596299,0.222219,88.111115,-2.238324,2
54,0,0.443054,0.928958,96.77778,-2.33633,2
51,0,0.712324,0.742867,113.22222,-2.30531,2
91,0,0.827758,0.772203,92.55556,-2.300486,2
33,0,0.329628,0.062963,97.77778,-2.290421,2
29,0,0.711108,0.907417,119.22222,-2.271128,2
39,0,1.129629,0.699999,102.55556,-2.198158,2
89,0,0.272169,0.772203,93.111115,-2.306204,2
18,0,0.729626,0.374079,133.33334,-2.214612,2
86,0,0.691214,0.691214,92.888885,-2.343789,2
32,0,1.062842,1.310922,115.111115,-2.333746,2
13,0,0.207408,0.296294,88.22222,-2.28708,2
58,0,0.388888,0.533334,77.333336,-2.246316,2
104,0,1.436302,1.378405,87.22222,-2.326201,2
39,0,0.299997,0.429627,116.55556,-2.352961,2
58,0,0.344266,0.583728,97.666664,-2.357271,2
20,0,0.75031,0.928959,116.77778,-2.326919,2
44,0.111111,2.094083,2.139576,112,-2.384657,2
49,0,0.240742,0.41852,97.111115,-2.211659,2
71,0,0.888891,0.299998,115.55556,-2.339758,2
29,0,1.229636,1.574082,119,-2.29776,2
57,0,0.77407,1.040744,129.44444,-2.187422,2
83,0,0.518519,0.507406,74.55556,-2.239053,2
72,0,0.399998,1.144441,79.22222,-2.22578,2
47,0,0.355557,1.155558,116,-2.315792,2
93,0,3.896308,4.907409,70.66667,-2.231558,2
13,0,0.47778,0.207406,122.111115,-2.386251,2
97,0,0.329631,0.666667,126.55556,-2.346234,2
24,0,0.907406,1.140749,117.666664,-2.349252,2
58,0,0.774072,0.711108,76.888885,-2.239301,2
40,0,0.166667,2.118513,117.44444,-2.308766,2
50,0,0.760115,0.952579,94.666664,-2.337296,2
25,0,1.46667,0.118518,117.77778,-2.354552,2
38,0,0.58373,1.068055,113.333336,-2.322923,2
13,0,0.574135,1.054091,106.55556,-2.351897,2
18,0,0.455422,0.272164,97.22222,-2.45498,2
33,0,0.611111,0.196295,96.77778,-2.266225,2
47,0,0.32963,0.477777,93.22222,-2.271072,2
17,0,0.551851,1.140735,118.77778,-2.412968,2
36,0,0.340743,1.455557,89.55556,-2.232346,2
53,0,0.444444,0.429629,104.333336,-2.117007,2
31,0,0.45542,0.344265,115.55556,-2.334831,2
109,0,0.809666,0.843276,89.44444,-2.297546,2
45,0,0.729629,0.285185,87.111115,-2.247816,2
23,0,0.365148,1.224743,111,-2.356262,2
90,0,0.044444,0.562963,105.888885,-2.097815,2
60,0,0.207408,0.385185,99.55556,-2.16692,2
29,0,0.711108,0.907417,119.22222,-2.271128,2
79,0,0.344265,0.403686,93.888885,-2.377965,2
49,0,0.385186,0.266668,108.111115,-2.315477,2
52,0,0.596301,0.740744,101,-2.229685,2
56,0,0.029629,0.566668,115.888885,-2.326783,2
62,0,0.207408,0.562963,116.333336,-2.315962,2
20,0,0.062963,0.562963,102.666664,-2.231826,2
65,0,0.374072,0.711109,115.333336,-2.273744,2
28,0,0.074075,0.429626,97.888885,-2.238865,2
94,0,0.607404,0.507409,80.888885,-2.227114,2
66,0,0.462965,0.607405,79.111115,-2.224845,2
16,0,0.162962,1.155554,87.55556,-2.302468,2
18,0,1.022222,0.211111,131.44444,-2.27511,2
41,0,0.68853,1.241266,110.22222,-2.280803,2
96,0,0.418521,0.240741,103.44444,-2.085954,2
30,0,0.272164,0.720082,100.77778,-2.385308,2
29,0,1.229636,1.574082,119,-2.29776,2
13,0,0.507406,1.244441,134.88889,-2.449265,2
40,0,0.516397,0.699204,95.333336,-2.419456,2
15,0,0.340743,0.518519,90.888885,-2.266452,2
37,0,0.240739,0.951851,80.111115,-2.258443,2
85,0,0.299998,0.607409,88.77778,-2.186342,2
101,0,0.385187,0.329633,126.44444,-2.328735,2
98,0,0.15185,0.755554,77.333336,-2.238522,2
25,0,0.730297,0.760117,114.333336,-2.36518,2
15,0,0.211111,1.229631,133.88889,-2.330563,2
36,0,0.1963,0.222216,128.55556,-2.247156,2
35,0,0.781735,0.544333,113.77778,-2.346636,2
19,0,0.551851,1.985178,97.666664,-2.264331,2
13,0,0.196294,1.011112,122.77778,-2.360428,2
64,0,0.699205,0.918936,96.333336,-2.355443,2
28,0,0.403686,0.860662,96.44444,-2.438585,2
65,0,0.611618,1.224745,111.666664,-2.303991,2
51,0,0.443054,0.722649,110.666664,-2.330465,2
20,0,0.327729,0.327729,98.44444,-2.385213,2
14,0,0.807371,0.779361,100.111115,-2.391113,2
85,0,0.166668,0.429629,79.22222,-2.208414,2
43,0,0.433333,0.611111,117.333336,-2.280207,2
17,0,0.107405,0.311108,120.77778,-2.339493,2
31,0,0.418517,0.71111,130.77779,-2.251504,2
32,0,1.062842,1.310922,115.111115,-2.333746,2
90,0,0.374076,0.285185,105.666664,-2.078418,2
74,0,0.088889,0.077778,89.111115,-2.220553,2
23,0,0.611616,0.547723,111.888885,-2.37055,2
12,0,0.272164,0.975626,107.22222,-2.368866,2
28,0,1.278022,1.186343,96.111115,-2.425992,2
49,0,0.433335,0.300001,116.333336,-2.263738,2
66,0,1.57407,2.874073,111,-2.307094,2
55,0,2.877772,1.185184,90,-2.251012,2
22,0,0.388882,0.488884,132.11111,-2.146204,2
59,0,0.349603,0.8165,110.55556,-2.323173,2
48,0,0.251852,0.074074,112.22222,-2.278604,2
54,0,0.408248,0.658283,97.888885,-2.345744,2
34,0,0.122222,0.207408,91.22222,-2.286636,2
42,0,0.462963,1.440747,128.11111,-2.282217,2
83,0,0.518519,0.507406,74.55556,-2.239053,2
20,0,0.490655,0.752773,114,-2.348006,2
46,0,0.611616,0.781735,112.77778,-2.357688,2
61,0,0.490653,0.272164,95.111115,-2.367396,2
11,0,0.255559,3.855552,135.11111,-2.401587,2
27,0,0.462964,0.255555,132.55556,-2.264532,2
88,0,0.329632,0.211111,101.55556,-2.139239,2
81,0,0.646932,0.389683,91.888885,-2.382261,2
115,0,0.02963,1.229636,123.22222,-2.405477,2
15,0,0.25185,0.118519,134.33334,-2.328472,2
54,0,0.166667,0.844443,127.55556,-2.231555,2
64,0,0.699205,0.918936,96.333336,-2.355443,2
41,0,0.327731,0.327733,95.111115,-2.404745,2
72,0,1.00741,0.729631,115.333336,-2.32084,2
15,0,0.285185,0.785184,123,-2.341041,2
40,0,0.421635,0.72265,114,-2.313685,2
20,0,0.490655,0.752773,114,-2.348006,2
57,0,0.722651,0.800464,112.22222,-2.376054,2
67,0,0.459472,0.58373,112.333336,-2.317188,2
33,0,0.623609,0.349603,96.77778,-2.408019,2
62,0,0.207406,0.355555,85.666664,-2.277142,2
13,0,0.444445,0.400002,119.666664,-2.355244,2
49,0,0.388888,0.700002,117,-2.297839,2
11,0,0.311116,5.051852,136.88889,-2.521648,2
28,0,0.389683,1.29386,111,-2.35398,2
62,0,0.166666,0.833334,117.55556,-2.275425,2
21,0,0.516398,0.408248,115.77778,-2.370372,2
51,0,0.389683,0.772203,95.22222,-2.383438,2
53,0,0.285188,0.700008,128.22223,-2.217488,2
50,0,0.272166,0.344264,109.22222,-2.312305,2
63,0,0.443052,0.210818,96.22222,-2.382438,2
46,0,0.62361,0.596282,100.888885,-2.395028,2
18,0,0.088889,0.385184,102.44444,-2.278452,2
80,0,0.177779,0.696294,82.44444,-2.228712,2
43,0,0.32963,0.34074,94.111115,-2.247952,2
27,0,0.623609,1.356739,111.55556,-2.334512,2
62,0,0.562964,1.333336,115.77778,-2.314232,2
36,0,0.172137,0.64693,98.22222,-2.387384,2
21,0,0.516398,0.408248,115.77778,-2.370372,2
113,0,0.3,1.066667,124.666664,-2.309551,2
75,0,0.471403,10.014803,105.888885,-2.295488,2
63,0,0.516398,5.675157,92.666664,-2.375282,2
46,0,0.240742,1.00741,93.888885,-2.270851,2
35,0,0.296297,0.607412,83,-2.248235,2
68,0,0.151852,0.651852,115.666664,-2.300618,2
28,0,0.136081,0.455421,99.44444,-2.387884,2
39,0,0.062963,0.474075,116.333336,-2.336025,2
32,0,0.418519,0.655558,99.22222,-2.255674,2
65,0,0.785188,0.329629,82.77778,-2.239144,2
35,0,1.229632,0.829631,117.44444,-2.311049,2
62,0,0.385184,0.607405,100.666664,-2.178149,2
55,0,0.490652,0.557774,101,-2.319697,2
21,0,0.611615,0.869227,115,-2.377814,2
49,0,0.92896,1.068055,113.111115,-2.303412,2
67,0,1.135293,1.94079,92.111115,-2.357338,2
18,0,0.729626,0.374079,133.33334,-2.214612,2
19,0,0.443052,0.58373,101,-2.375985,2
78,0,1.025599,2.290076,93.22222,-2.368082,2
14,0,0.574134,1.333332,104.22222,-2.390383,2
27,0,0.596293,0.577774,130.33334,-2.264129,2
45,0,0.666666,0.54433,95.888885,-2.371807,2
43,0,1.1,0.740737,115.666664,-2.270653,2
57,0,0.374073,0.696297,84,-2.264402,2
52,0,0.018518,0.177779,115.55556,-2.348494,2
58,0,0.459469,0.421638,110.111115,-2.349269,2
94,0,0.551852,0.666664,106.888885,-2.015307,2
46,0,1.629631,1.807408,116,-2.304436,2
18,0,0.691216,0.278888,102.333336,-2.340839,2
99,0,0.474074,0.474074,79,-2.207756,2
13,0,1.011116,0.685187,137.11111,-2.276767,2
15,0,0.557772,0.699205,100.111115,-2.389025,2
44,0,0.574135,1.048809,113.44444,-2.367282,2
60,0,0.388886,0.329627,114,-2.293386,2
62,0,1.310924,0.720082,112.333336,-2.343404,2
72,0,0.562961,0.744447,114.111115,-2.366197,2
52,0,0.596301,0.740744,101,-2.229685,2
26,0,0.272165,0.403686,98.333336,-2.38614,2
96,0,0.196297,0.418519,76,-2.219979,2
31,0,0.385183,1.185185,117.111115,-2.310766,2
33,0,0.623609,0.349603,96.77778,-2.408019,2
81,0,0.107409,0.077779,77.22222,-2.187399,2
47,0,0.211113,0.488889,82.55556,-2.223218,2
71,0,0.888891,0.299998,115.55556,-2.339758,2
34,0,0.928956,0.879814,113.666664,-2.357272,2
54,0,0.107408,0.551855,109.111115,-2.079152,2
68,0,0.57778,0.829629,95.111115,-2.169999,2
