@relation 'segment-weka.filters.unsupervised.attribute.Remove-V-R2,10,14,16,19-20'

@attribute Region-centroid-row numeric
@attribute Intensity-mean numeric
@attribute Exred-mean numeric
@attribute Exgreen-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
218,13.703704,-9.111111,12.222222,2.382684,7
64,108.77778,-37.333332,-15,-2.355443,2
145,26.777779,-7.666666,-12,-1.934686,4
33,110.59259,-41.444443,-12.777778,-2.408019,2
92,9.962963,-8.555555,-8.222222,-2.096705,5
185,32.555557,-10,-11.333333,-2.085272,6
196,15.703704,-9.777778,11.555555,2.511766,7
149,5.444445,-4,-5.666666,-1.985703,1
118,19.407408,-11.555555,-9.888889,-2.14718,5
124,0.666667,-2,-2,-2.094395,3
55,124.111115,-30.666666,-15,-2.308179,2
216,7.074074,-5.888889,12.111111,2.079295,7
142,0.111111,-0.333333,-0.333333,-2.094395,5
99,51.88889,0,-12.333333,-1.567463,4
240,22.481482,-8.777778,16.88889,2.141811,7
135,2.888889,-3.666667,-5.666666,-1.958546,5
212,12.296296,-6.888889,16.777779,1.974495,7
117,1.333333,-3.333333,-3.333333,-2.094395,3
152,0,0,0,0,5
193,41.185184,-11.222222,-15.222222,-1.995801,6
110,17.925926,2.888889,-13.444445,-1.345096,1
116,46.814816,-13.444445,-15.777778,-2.038624,4
136,6.259259,4.555555,-7.444445,-0.924607,1
61,109.07407,-41.88889,-15.888889,-2.367396,2
169,25.962963,-15.222222,18.11111,2.479064,7
125,58.22222,-24,-22.666666,-2.112723,4
127,36.51852,-1.888889,-11.555555,-1.67677,4
103,3.851852,-5.888889,-1.222222,-2.497929,3
54,108.85185,-36.22222,-15.555555,-2.33633,2
32,59.48148,-15.777778,-18.444445,-2.042422,4
65,60.148148,-19.11111,-22.11111,-2.041901,4
40,124.62963,-30.555555,-17.222221,-2.270219,2
80,96.333336,-41.666668,-27.333334,-2.228712,2
91,3.259259,-8.111111,-6.111111,-2.186723,3
138,5.740741,4.777778,-7.222222,-0.862108,1
54,116.77778,-23,-24,-2.079152,2
75,55,-22.666666,-8.666667,-2.356754,3
139,1.37037,-1.444444,-4.111111,-1.803071,5
167,19.037037,-6.777778,16.88889,1.971572,7
115,46.74074,-12.888889,-15.888889,-2.021125,4
109,4.296296,-8.555555,-3.888889,-2.283787,3
120,21.555555,-12,-9.333333,-2.177417,5
180,22.333334,-12,14.666667,2.453831,7
42,58.88889,-24.666666,-22.333334,-2.125735,4
99,6.740741,-9.888889,-4.555555,-2.318885,3
124,43.51852,-20.222221,-18.222221,-2.127801,4
122,6.407407,5.111111,-7.555555,-0.83212,1
59,126.14815,-28.777779,-14.111111,-2.308637,2
95,3.518518,-7.888889,-3.222222,-2.348987,3
155,7.296296,-5.888889,-5.222222,-2.115567,5
82,15.518518,-11.555555,-9.222222,-2.170632,5
222,14,-9.666667,10.666667,2.557309,7
23,124.44444,-37.666668,-14,-2.37055,2
216,14.555555,-11,13.666667,2.447547,7
73,46.666668,-43.666668,-26.666666,-2.251254,3
87,17.333334,2.666667,-13.666667,-1.318373,1
123,4.555555,4.333334,-6.666666,-0.853547,1
66,41.62963,-3.222222,-10.888889,-1.748546,4
116,5.62963,3.444444,-7.555555,-1.099624,1
102,58.37037,-23.11111,-22.11111,-2.102047,4
236,12.518518,-8.888889,14.111111,2.267197,7
160,43.925926,-20.444445,-19.11111,-2.113792,6
201,58.703705,-17.444445,-23.11111,-1.997736,6
28,62.407406,-26.88889,-23.222221,-2.144507,4
139,48.22222,-17,-19.666666,-2.044238,4
138,3.555556,-5.333334,-5.666666,-2.071242,5
108,16.925926,-10.111111,-9.444445,-2.117648,5
116,2.814815,-6.777778,-1.777778,-2.420258,3
102,20.25926,0.222222,-14.444445,-1.555097,1
