@relation 'segment-weka.filters.unsupervised.attribute.Remove-V-R2-3,7-8,11,16,19-20'

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Vegde-sd numeric
@attribute Hedge-mean numeric
@attribute Rawred-mean numeric
@attribute Exgreen-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
75,9,0.32963,0.722222,21.11111,-16.666666,-1.590164,1
67,9,1.007407,1.833333,22.555555,-17.777779,-1.524771,1
68,9,1.485186,1.777778,20.444445,-17.11111,-1.700324,1
133,9,0.018519,0.222222,0,-1.444444,-2.094395,3
163,9,0.928958,2.5,17.444445,16.555555,2.001681,7
16,9,0.162962,1.666667,87.55556,-22.555555,-2.302468,2
201,9,2.69155,2.833333,39.22222,-15.555555,-2.06786,6
183,9,1.916788,2.333334,47.444443,-21.88889,-1.981911,6
216,9,0.699998,0.833333,13.111111,18,2.209309,7
152,9,0,0,0,0,0,5
61,9,0.136083,0.555556,4.555555,-8.333333,-2.039459,5
198,9,2.88033,3.055555,51.444443,-21.555555,-2.064888,6
87,9,327.26297,13.388889,28.222221,-12.777778,-2.013382,4
96,9,1.007407,2.833333,20.777779,-15.222222,-1.676921,1
82,9,0.462964,1.333333,41.555557,-14.666667,-1.971781,4
195,9,2.277915,4.111111,42.444443,-17.777779,-2.052705,6
156,9,0.389682,1.055555,17.222223,15.888889,2.84342,7
74,9,1.555556,0.666667,21.666666,-17.222221,-1.646671,1
117,9,0.133333,0.555556,6.333334,-7,-1.353896,1
179,9,1.282359,3.555556,45.77778,-20.333334,-1.978657,6
204,9,1.69203,3.333333,15.333333,19.777779,2.24441,7
87,9,572.9964,44.722225,58.77778,-8.666667,-2.422127,3
224,9,1.083547,2.333334,13.222222,13.777778,1.860191,7
80,9,0.32963,0.666667,36.333336,-15.444445,-1.962646,4
191,9,0.311111,1.5,5.333334,11.666667,2.122422,7
21,9,0.799994,1.333333,120.666664,-10.555555,-2.364884,2
117,9,0.207407,0.388889,7.666666,-7.333334,-0.983947,1
190,9,0.750309,1.333333,15.888889,20.333334,2.252231,7
223,9,1.069787,3.555556,13.777778,10.222222,1.910945,7
229,9,0.785185,2.055555,7.444445,11.222222,2.557458,7
142,9,0.02963,0.111111,0,-0.111111,-2.094395,3
135,9,0.118519,0.222222,0,-0.666667,-2.094395,3
122,9,2.215267,6.111111,29.222221,-15.555555,-2.074838,4
186,9,1.944444,6.833334,27.555555,-11.666667,-2.046307,6
84,9,1.277777,1.611111,23.555555,-17.555555,-1.598867,1
177,9,1.333334,2.166667,44.22222,-20.222221,-1.940423,6
107,9,14.967619,9.833333,7.333334,-1.555556,-2.492965,3
201,9,0.327731,1.055556,8.666667,17,1.909255,7
80,9,2.901469,2.944444,11.333333,-8.111111,-2.138901,5
81,9,2.21111,1.833333,20.333334,-15.888889,-1.472378,1
89,9,2.721655,0.722223,25.222221,-12.777778,-2.048461,4
57,9,3.411111,2.111111,24.666666,-19.555555,-1.739017,1
141,9,0.740741,0.444444,3.111111,-5.888889,-2.075071,5
87,9,0.474069,0.777779,127.888885,-10.555555,-2.312874,2
112,9,0.996295,0.666666,24.222221,-13.888889,-2.244772,5
201,9,2.656231,5,51.444443,-21.666666,-1.969456,6
203,9,3.791314,3.444445,52.444443,-21.444445,-2.034642,6
122,9,1.186343,1.777777,51.555557,-24.88889,-2.128423,4
16,9,0.355559,0.944448,134.66667,-11.222222,-2.232895,2
162,9,1.12963,2,8,-7.444445,-2.029312,4
115,9,1.809441,1.38889,24.88889,-11.888889,-2.094392,4
122,9,0.877778,11.444446,32.666668,-12.888889,-2.035377,4
145,9,0,0,0,0,0,5
222,9,2.64074,1.611111,11.666667,15.444445,2.280922,7
188,9,1.811109,1.388889,27.555555,-12.333333,-2.016443,6
40,9,0.166667,1.222221,117.44444,-14.555555,-2.308766,2
43,9,0.32963,0.888889,94.111115,-24.11111,-2.247952,2
50,9,0.655462,0.77778,113.111115,-17.333334,-2.28828,2
184,9,0.077778,0.777778,9.777778,12.111111,2.128646,7
84,9,3.974073,1.777778,1.555556,-4.333334,-2.305729,3
183,9,1.18165,3.388888,48.88889,-22.11111,-1.974959,6
