@relation segment

@attribute Region-centroid-row numeric
@attribute Rawred-mean numeric
@attribute Exblue-mean numeric
@attribute Exgreen-mean numeric
@attribute Value-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
111,7.666666,2.888889,-8.111111,7.666666,1
134,6.777778,2.777778,-7.222222,7,1
111,6.444445,4.666666,-7.666666,7.222222,1
121,21.666666,21,-16.666666,30.11111,1
77,24.555555,24.11111,-18.555555,34.444447,1
102,18.555555,11.888889,-13.777778,21.88889,1
80,24,25.333334,-19.333334,34.444447,1
122,8.111112,2.444444,-7.555555,8.111112,1
122,7,3.111111,-7.222222,7.222222,1
57,24,28.222221,-19.777779,36.22222,1
124,7.111111,3.666667,-7.333334,7.555555,1
61,22.666666,20.777779,-17.555555,30.666666,1
73,19.222221,15.111111,-15.555555,24.11111,1
106,19.555555,13.666667,-15,23.666666,1
66,25.333334,29.444445,-20.222221,38.22222,1
73,19.777779,18.444445,-15.888889,26.777779,1
110,18.88889,10.555555,-13.444445,21.444445,1
143,6.666666,2.777778,-6.888889,6.777778,1
118,6.222222,3.666667,-7.333334,6.666666,1
114,20,14.444445,-14.888889,24.666666,1
132,7.111111,2.222222,-7.444445,7.111111,1
81,22.333334,18.222221,-17.11111,28.777779,1
101,21.222221,16.444445,-16.222221,26.777779,1
42,20,25.555555,-17.777779,31.11111,1
140,6.555555,1.666667,-6.333334,6.666666,1
59,22.666666,21.11111,-17.555555,30.88889,1
136,8.333334,3.555556,-8.111111,8.666667,1
91,19.777779,14.444445,-14.555555,24.555555,1
123,7.111111,3.222222,-7.111111,7.333334,1
118,7.666666,2.777778,-7.555555,7.666666,1
114,7.555555,3.666667,-7.666666,7.888889,1
92,21.777779,20.666666,-17.333334,29.777779,1
87,18.222221,11,-13.666667,21.11111,1
69,22,24.666666,-17.666666,32.555557,1
128,6.888889,3.333333,-7.333334,7.111111,1
130,8.555555,4.111111,-7.888889,9,1
126,7.666666,4.555555,-8.111111,8.333334,1
102,20.333334,14.222222,-14.444445,25,1
108,19,8.333333,-14,20,1
123,6,2.333333,-6.666666,6,1
104,19.222221,13.555555,-15.111111,23.222221,1
111,19.777779,14.888889,-14.444445,24.88889,1
124,7.555555,3.666667,-7.666666,8,1
50,21.666666,20.88889,-16.777779,30,1
123,7.888889,4.444445,-7.222222,8.444445,1
133,8.333334,3.333333,-8.333333,8.444445,1
123,7.555555,2.555556,-7.777778,7.555555,1
98,21,15,-15.333333,25.88889,1
136,7.111111,2.444444,-6.888889,7.222222,1
124,6.666666,2.666667,-7.333334,6.777778,1
147,4.111111,8.555555,-7.111111,7.666666,1
135,6.888889,1.333333,-7,6.888889,1
74,22.555555,20.88889,-17.777779,30.555555,1
123,8,2,-7.666666,8,1
85,20.777779,18,-17,27.11111,1
125,7.333334,4.444445,-7.888889,7.777778,1
112,7.111111,3.888889,-7.444445,7.555555,1
53,22.777779,33.77778,-20.88889,38.333336,1
92,20.222221,11.888889,-14.444445,23.333334,1
88,21.333334,18.88889,-16.444445,28.444445,1
103,20.222221,11.444445,-15.222222,22.777779,1
131,6.888889,2.333333,-7,7.222222,1
102,22.11111,20.11111,-17.222221,29.777779,1
111,6.888889,2.777778,-7.222222,6.888889,1
92,18.777779,15.111111,-14.222222,24.11111,1
89,18.777779,14.777778,-14.222222,23.88889,1
110,4.333334,6.333334,-6.666666,6.333334,1
103,21.222221,18.444445,-16.555555,28,1
136,7.777778,2.888889,-7.444445,8,1
145,5.555555,0.222222,-5.111111,5.555555,1
78,24,19.88889,-18.11111,31.222221,1
56,23.333334,28.666666,-19.333334,36,1
118,6.555555,3.555556,-6.777778,7.111111,1
92,18.777779,15.222222,-15.444445,23.777779,1
71,21.777779,18.666666,-17,28.555555,1
68,20.444445,20.555555,-17.11111,28.444445,1
131,7.555555,2.111111,-6.888889,7.555555,1
111,6.888889,2.777778,-7.222222,6.888889,1
100,21.777779,18.666666,-17.333334,28.444445,1
114,19,8.666667,-14,20.555555,1
81,20.333334,14.444445,-15.888889,24.666666,1
89,21.666666,18.333334,-16.333334,28.444445,1
64,17.555555,18.666666,-14.666667,25.11111,1
75,21.11111,17.333334,-16.666666,27.11111,1
118,7.555555,4.222222,-8.111111,7.777778,1
149,5.555555,13.111111,-7.222222,11.888889,1
122,7.222222,4,-7.666666,7.666666,1
68,17.666668,15.888889,-15.777778,23,1
60,22.444445,21.666666,-17.666666,31,1
138,7.333334,2.444444,-7.222222,7.333334,1
60,21.333334,22.11111,-18.222221,30,1
88,21.444445,15.555555,-16.444445,26.333334,1
131,6.666666,2.444444,-6.888889,6.666666,1
147,3.888889,7.555555,-6.777778,7,1
116,21.222221,17.555555,-16.11111,27.555555,1
51,22.666666,28.11111,-18.88889,35.11111,1
126,6.444445,2.555556,-7.111111,6.555555,1
128,6.888889,3.333333,-7.333334,7.111111,1
124,7.444445,3.888889,-8.111111,7.666666,1
143,7.555555,2.333333,-8,7.555555,1
70,23,19.333334,-17.333334,30.11111,1
96,22.11111,16.333334,-17,27.333334,1
128,7.444445,2.666667,-8,7.444445,1
104,20.222221,14.111111,-14.222222,24.88889,1
90,22,19.444445,-17.555555,29.11111,1
53,20.88889,17.666666,-15.666667,27.444445,1
98,18.333334,9.888889,-12.444445,20.777779,1
84,23.555555,18.444445,-17.555555,30,1
103,17.666668,8.888889,-13.444445,19.444445,1
108,19,10.333333,-14.333333,21.11111,1
123,8.222222,3.777778,-8.222222,8.444445,1
149,4.111111,9.666667,-5.666666,8.666667,1
107,19.444445,13.111111,-15.555555,23.11111,1
101,18.333334,8.888889,-13.111111,20.222221,1
129,7.888889,3,-7.666666,8.222222,1
61,18.666668,15.777778,-14.888889,24.222221,1
96,20.777779,18.11111,-15.222222,27.777779,1
101,19.666668,13.555555,-15.444445,23.555555,1
60,19.333334,17.555555,-15.777778,25.777779,1
142,6.777778,1.222222,-7.111111,6.777778,1
113,20,15.555555,-14.777778,25.444445,1
117,6.888889,4.666666,-7.666666,7.444445,1
128,6.888889,1.222222,-6.777778,6.888889,1
95,21.11111,15.333333,-15.333333,26.222221,1
117,6.333334,5.333334,-7,7.555555,1
135,7.444445,2.222222,-7.444445,7.444445,1
69,23.444445,26.333334,-19.666666,34.444447,1
115,7.333334,4.777778,-7.888889,8,1
114,16.11111,7.777778,-12.555555,17.444445,1
110,18.88889,10.555555,-13.444445,21.444445,1
83,19.11111,13.444445,-14.555555,23.333334,1
111,7,4,-8,7.333334,1
126,7.444445,3,-8,7.444445,1
115,7.777778,5.333334,-8.333333,8.666667,1
129,7.888889,3,-7.666666,8.222222,1
64,21.777779,22.777779,-17.222221,31.222221,1
67,19.555555,17.666666,-16.333334,25.88889,1
115,20.555555,12.555555,-14.444445,24.11111,1
116,7.555555,5.222222,-8.444445,8.333334,1
125,7.222222,3.111111,-7.222222,7.333334,1
115,21.333334,17.88889,-15.777778,28,1
58,20,19.222221,-16.444445,27.333334,1
111,7,4.888889,-7.777778,7.888889,1
129,8.444445,2.666667,-8,8.444445,1
64,22,19.222221,-17.777779,28.88889,1
145,6.333334,3.777778,-6.888889,7,1
142,6.777778,0.666667,-7,6.777778,1
115,8.222222,3.666667,-8.333333,8.444445,1
59,20.777779,20.88889,-17.777779,28.777779,1
91,22,18.88889,-17.444445,28.777779,1
107,19.88889,12,-15,23,1
101,21.555555,20.333334,-17.666666,29.222221,1
118,7.555555,5,-8.333333,8.444445,1
138,7.333334,2.444444,-7.222222,7.333334,1
100,20.88889,14.777778,-15.555555,25.555555,1
141,7,2.444444,-7.222222,7,1
113,17.11111,6.555555,-13.777778,18.333334,1
118,21.555555,18.777779,-15.222222,29,1
81,20.11111,16.88889,-15.777778,26.11111,1
133,7.777778,4.333334,-8.333333,8.222222,1
120,7.777778,2.444444,-7.888889,7.777778,1
142,6.555555,2.222222,-6.777778,6.555555,1
130,8.444445,1.777778,-7.222222,8.444445,1
121,8,3.111111,-7.888889,8,1
106,22,20.555555,-17.444445,29.88889,1
136,7.777778,2.888889,-7.444445,8,1
101,20.333334,14.777778,-15.555555,25,1
131,7.222222,0.666667,-6.666666,7.222222,1
115,15.666667,15.666667,-13,21.88889,1
149,4.111111,9.666667,-5.666666,8.666667,1
92,23.11111,20,-18.333334,30.333334,1
44,17.333334,19.444445,-15.222222,25.222221,1
113,6.888889,3.444444,-7.555555,6.888889,1
128,7.333334,3.777778,-7.888889,7.666666,1
117,7.333334,5.333334,-8,8.222222,1
134,6.444445,1.444444,-6.555555,6.444445,1
70,24.444445,23.88889,-19.11111,34,1
55,21.666666,23,-17.666666,31.11111,1
135,5.666666,1.888889,-6.444445,5.666666,1
67,25.11111,26.222221,-20.11111,35.88889,1
79,17.333334,12.555555,-14.111111,21,1
120,22.11111,20.333334,-15.666667,30.444445,1
40,15.666667,18.444445,-13.888889,23.333334,1
118,20.222221,18.666666,-16,27.333334,1
124,7.666666,3.444444,-7.888889,7.888889,1
122,7.333334,3.111111,-7.555555,7.444445,1
126,8.777778,2.777778,-7.222222,8.888889,1
59,22.333334,27.777779,-19.555555,34.333336,1
90,23.666666,22.11111,-18.555555,32.22222,1
67,22.555555,16.88889,-17.777779,27.88889,1
45,20.555555,20.555555,-16.444445,28.777779,1
101,21.222221,16.444445,-16.222221,26.777779,1
140,7.444445,2.666667,-7,7.555555,1
130,7.333334,3.111111,-7.555555,7.666666,1
114,7,4.666666,-8,7.444445,1
62,23.777779,30.88889,-20.11111,37.666668,1
111,6.888889,3.888889,-7.444445,7.333334,1
116,7.111111,4.666666,-7.666666,7.777778,1
143,6.777778,4,-8,7,1
34,18.222221,22.666666,-16.333334,27.88889,1
139,7.555555,3.333333,-7.666666,7.555555,1
63,19.666668,20.555555,-16.777779,27.777779,1
146,5.666666,5,-6.666666,6.888889,1
103,19.222221,12.666667,-15.333333,22.555555,1
55,20.555555,16.88889,-15.444445,26.666666,1
89,23.11111,19.666666,-17.333334,30.444445,1
124,8.222222,5.111111,-8.555555,9,1
113,7.111111,3.222222,-7.777778,7.111111,1
89,21.333334,17.666666,-16,27.777779,1
124,7.444445,3.666667,-8,7.777778,1
54,22.777779,23.88889,-18.444445,32.555557,1
51,18.777779,18.222221,-15.777778,25.666666,1
113,7.222222,4.888889,-8.111111,7.888889,1
104,20.88889,19.666666,-17,28.333334,1
86,18.555555,14.888889,-14.777778,23.555555,1
75,24,20.444445,-17.88889,31.666666,1
62,20.777779,18,-16.666666,27.222221,1
80,24.333334,20.222221,-18.777779,31.555555,1
108,21,18.88889,-16.11111,28.222221,1
86,23.555555,21.11111,-18.88889,31.333334,1
55,21.666666,23,-17.666666,31.11111,1
133,7.777778,4.333334,-8.333333,8.222222,1
117,21.11111,15.333333,-15,26.333334,1
92,22.777779,19.666666,-17.666666,30,1
139,6.555555,3.333333,-7,6.888889,1
130,6.888889,2.666667,-7.333334,7,1
57,24.666666,24.444445,-19.555555,34.444447,1
72,23.555555,27.88889,-19.11111,35.77778,1
90,18.777779,12,-14,22.11111,1
60,18.88889,16.333334,-15,24.777779,1
95,21.333334,15.777778,-15.555555,26.666666,1
67,22.88889,21.11111,-18.555555,30.777779,1
18,102.44444,54.555557,-19.444445,132.33334,2
16,99.111115,57.88889,-19.777779,131.11111,2
52,101,52.77778,-20.88889,129.22223,2
94,106.888885,43.11111,-24.222221,127.55556,2
35,83.333336,71.44444,-25.222221,122.55556,2
30,100.77778,50.555557,-13.111111,130.11111,2
113,124.666664,37.666668,-12.333333,145.66667,2
101,126.44444,36.88889,-11.444445,147.22223,2
21,120.77778,39.22222,-11.111111,143.22223,2
25,88,69.55556,-26.11111,125.666664,2
32,115.111115,48,-14.666667,142.22223,2
88,101.55556,50.88889,-23.777779,127.55556,2
18,133.33334,26.777779,-10.888889,147.55556,2
55,113.888885,45.666668,-15,139.33334,2
71,115.55556,44.77778,-13.555555,140.88889,2
50,113.111115,50.333332,-17.333334,140.88889,2
47,129,31.777779,-11.555555,146.33334,2
63,92.666664,52.88889,-14.111111,123.22222,2
21,115.77778,45.333332,-12.333333,141.88889,2
14,100.111115,54.88889,-13.777778,132.11111,2
83,74.55556,78.77778,-30.555555,116.888885,2
15,133.88889,27.777779,-8.555555,149.55556,2
56,115.888885,44,-13.666667,140.66667,2
23,111.888885,51.666668,-14,141.66667,2
75,72,82,-32.333332,115.888885,2
72,114.111115,47,-13,141.11111,2
14,104.22222,51.333332,-13,134.11111,2
12,115.55556,47,-11.333333,143.11111,2
49,113.111115,49.22222,-16.444445,140.44444,2
58,77.333336,76.888885,-29.444445,118.77778,2
15,119.666664,45.555557,-14.111111,145.33334,2
46,116,44.88889,-14.777778,141,2
65,115.333336,48,-17,141.66667,2
15,123,39.333332,-11.666667,145.33334,2
29,119,42.88889,-14.444445,142.77777,2
30,97.666664,53.333332,-12.666667,129,2
40,96.22222,54.88889,-11.444445,129,2
41,95.111115,57.555557,-13.777778,128.88889,2
29,98.55556,55.444443,-14.888889,130.55556,2
57,113,48.22222,-14.444445,140.33334,2
40,95.333336,56.88889,-12.777778,129,2
12,107.22222,48.88889,-13.444445,135.33334,2
25,114.333336,48.555557,-13.444445,142.22223,2
98,77.333336,73.666664,-28.666666,116.888885,2
41,99,51.666668,-12.333333,129.33334,2
45,111.111115,47.444443,-16.222221,137.33334,2
20,115.666664,47.333332,-14.666667,142.33334,2
13,134.88889,24.88889,-4.777778,149.88889,2
45,95.888885,53.77778,-14.555555,126.888885,2
89,93.111115,58.11111,-19.222221,125.44444,2
51,111.77778,47.11111,-12.888889,138.88889,2
37,80.111115,75.55556,-28.11111,121.111115,2
63,96.22222,51.555557,-13.444445,126.111115,2
62,100.666664,50.77778,-22.222221,127.111115,2
80,82.44444,69,-27.333334,119.333336,2
39,116.55556,46.11111,-13.222222,142.88889,2
18,131.44444,30,-10.666667,147.88889,2
44,93,62.333332,-23.333334,126.77778,2
68,94.22222,56.88889,-17.444445,126.333336,2
45,110.55556,51.444443,-14.555555,140,2
54,97.888885,51.333332,-15,127.111115,2
28,111,48.444443,-13.888889,138.66667,2
48,127.55556,33.77778,-11.888889,146.11111,2
38,100.44444,53.88889,-14.777778,131.44444,2
33,114.666664,47.666668,-14,141.77779,2
85,88.77778,64.55556,-27.777779,122.55556,2
34,131.44444,28.88889,-12.111111,146.66667,2
72,79.22222,71,-28.333334,117.111115,2
16,87.55556,67.44444,-22.555555,125,2
81,75.66667,78.111115,-33.88889,116.44444,2
33,97.77778,62,-21.333334,132,2
24,117.666664,42.11111,-12.222222,141.66667,2
58,112.55556,43.333332,-12,137.44444,2
62,85.666664,65.333336,-23.333334,121.44444,2
78,128.66667,34.333332,-13.666667,147,2
74,89.111115,64.111115,-25.88889,123.22222,2
49,108.111115,55.88889,-18.11111,139.33334,2
16,134.66667,28.444445,-11.222222,149.88889,2
52,115.55556,43.333332,-12.666667,140.22223,2
44,85,67.333336,-25.333334,121.44444,2
36,89.55556,66.55556,-26.11111,125.22222,2
86,92.888885,55,-16.333334,124.111115,2
42,95.666664,51.88889,-12.111111,126.22222,2
29,88.77778,69.22222,-25.777779,126.333336,2
25,97.77778,57.333332,-14,131.33334,2
49,117,47.11111,-15.888889,143.11111,2
72,115.333336,45,-14.333333,140.55556,2
13,88.22222,73,-25.333334,128.44444,2
19,121,38.22222,-11.444445,142.66667,2
42,117,44.22222,-14.111111,141.77779,2
96,103.44444,49.555557,-25.11111,128.11111,2
57,84,68.888885,-25.11111,121.55556,2
62,100.77778,48.88889,-21.11111,126.333336,2
49,97.111115,60,-24.666666,128.88889,2
35,117.44444,45,-14.666667,142.55556,2
48,112.22222,47.22222,-16.777779,138.11111,2
16,99.55556,54.11111,-13.888889,131,2
26,98.333336,56,-14.333333,130.88889,2
50,94.666664,55,-16.666666,125.77778,2
58,96.333336,52.11111,-13.888889,126.44444,2
39,102.55556,55.88889,-23.444445,132,2
104,87.22222,58.11111,-18.222221,119.888885,2
47,93.22222,65,-23.333334,128.77779,2
77,128.55556,34.22222,-12.111111,147.33334,2
57,114.22222,44.88889,-13.444445,139.66667,2
43,115.666664,44.88889,-16.11111,140.22223,2
97,126.55556,33.22222,-9.777778,145.44444,2
63,108.44444,52,-16.666666,137.55556,2
79,73.55556,77.666664,-30,115.333336,2
50,94.666664,55,-16.666666,125.77778,2
32,103.888885,49.666668,-11,133.33334,2
32,115.111115,48,-14.666667,142.22223,2
46,112.77778,49.333332,-14,141,2
47,82.55556,73,-29.333334,121.44444,2
17,118.77778,42,-9.666667,143.55556,2
19,116.55556,46.77778,-13.888889,143.11111,2
33,96.77778,54.22222,-12.777778,128.66667,2
25,117.77778,43,-12.333333,142.33334,2
20,114,46.666668,-13.666667,140.55556,2
20,102.666664,55.444443,-21.88889,132.33334,2
57,112.22222,46.333332,-12.333333,139,2
26,131,29,-11.333333,146.55556,2
57,111.333336,50,-17,139,2
85,79.22222,73.333336,-30.333334,118,2
21,116.22222,47.444443,-14.222222,143.11111,2
31,130.77779,27.11111,-10.222222,145.44444,2
58,97.666664,53.22222,-15.111111,128.11111,2
47,114.111115,47.77778,-18.555555,139.77779,2
31,129.88889,28.88889,-10.777778,145.55556,2
66,106.888885,43.666668,-21.666666,128.77779,2
42,128.11111,33.444443,-11.888889,146.44444,2
11,135.11111,25.666666,-6.333334,150.11111,2
36,100.77778,55.22222,-15.444445,132.44444,2
46,100.888885,54.77778,-13.555555,132.88889,2
51,110.666664,53.444443,-16.555555,140.77779,2
101,126.44444,36.88889,-11.444445,147.22223,2
31,101.888885,52.77778,-13.555555,132.55556,2
39,99.44444,54.333332,-13.666667,131.11111,2
13,137.11111,21.222221,-7.111111,148.88889,2
27,132.55556,25.444445,-8.888889,146.55556,2
115,123.22222,37.666668,-9,145.33334,2
68,95.111115,57.333332,-25.333334,124.888885,2
75,115.888885,45.444443,-14.888889,141.22223,2
81,77.22222,78.77778,-33.88889,118.44444,2
19,131.55556,26,-7.333334,146.44444,2
60,99.55556,55.333332,-24.666666,128.22223,2
40,114,49.333332,-16,141.55556,2
53,128.22223,33,-13.333333,145.77777,2
26,131.44444,29.222221,-12.444445,146.77777,2
35,96.44444,49,-11,125.44444,2
40,114.22222,49.555557,-16.777779,141.66667,2
78,93.22222,56.444443,-15.555555,125.666664,2
64,77.22222,77.55556,-30.777779,118.666664,2
71,115.55556,44.77778,-13.555555,140.88889,2
49,116.333336,46.77778,-17.222221,141.77779,2
39,116.333336,46.11111,-13.888889,142.44444,2
19,101,54.22222,-14.444445,132.33334,2
57,115.77778,43,-12,140.44444,2
90,105.888885,45.22222,-22.444445,128.55556,2
27,111.55556,48,-14.666667,138.66667,2
32,129.77779,30.11111,-10.555555,146.33334,2
45,88.111115,67.888885,-26.444445,124.55556,2
25,89.111115,69.77778,-26.222221,126.888885,2
82,92.888885,58.11111,-17.222221,125.888885,2
36,98.22222,55.22222,-14.111111,130.33334,2
13,122.77778,39.555557,-11.111111,145.44444,2
45,87.111115,68.333336,-26,124,2
70,104,45.77778,-20.222221,127.77778,2
54,127.55556,33.666668,-13.333333,145.55556,2
46,129.44444,30.11111,-11.888889,145.55556,2
32,129.77779,30.11111,-10.555555,146.33334,2
28,97.888885,61.88889,-24.11111,131.11111,2
33,113.22222,49,-15,140.88889,2
30,112.77778,49,-17.333334,139.66667,2
48,107.44444,50,-25,132.44444,2
11,136.88889,22.333334,-2.666667,150.88889,2
41,130.66667,30.222221,-10.777778,147.22223,2
14,99,53.77778,-12.555555,130.66667,2
13,122.111115,39,-10,144.77777,2
57,76.44444,79.22222,-29.777779,119.333336,2
40,96.22222,54.88889,-11.444445,129,2
20,116.77778,46,-14.333333,142.66667,2
29,119.22222,43.333332,-15.666667,142.88889,2
67,112.333336,46.666668,-15,138.44444,2
58,76.888885,77.55556,-30.11111,118.55556,2
22,132.11111,30.777779,-14.222222,147.88889,2
13,106.55556,51.333332,-15,135.77779,2
44,112,42.88889,-11.111111,136.88889,2
30,99.333336,54.444443,-13.555555,131.11111,2
29,119.22222,43.333332,-15.666667,142.88889,2
57,86.22222,65.333336,-22.666666,122.22222,2
92,74.888885,75.333336,-29,115.44444,2
41,110.22222,52.22222,-18.444445,138.88889,2
99,79,73.77778,-30.555555,118,2
53,112.333336,44.333332,-11,138.22223,2
54,97.55556,52.444443,-15.222222,127.44444,2
54,109.111115,47,-24,132.44444,2
64,96.333336,52.333332,-15,126.22222,2
47,116,45.88889,-14.777778,141.66667,2
20,98.44444,53.555557,-13.777778,129.55556,2
50,109.22222,53.11111,-17.222221,138.88889,2
64,96.333336,52.333332,-15,126.22222,2
44,113.44444,42.88889,-11.777778,138.11111,2
32,110.22222,50,-16.333334,138.11111,2
31,115.55556,48.77778,-14.888889,143.11111,2
34,91.22222,65.55556,-22.777779,127.333336,2
50,109.888885,53.11111,-16.555555,139.77779,2
41,111.888885,50.22222,-16.777779,139.77779,2
90,105.888885,45.22222,-22.444445,128.55556,2
27,132.55556,25.444445,-8.888889,146.55556,2
83,74.55556,78.77778,-30.555555,116.888885,2
66,111,51.666668,-17,139.77779,2
21,120.666664,38.11111,-10.555555,142.55556,2
48,94.77778,63.666668,-24.333334,129.11111,2
99,79,73.77778,-30.555555,118,2
62,116.333336,40.11111,-12.888889,138.77779,2
42,95.666664,51.88889,-12.111111,126.22222,2
15,100.111115,54.77778,-13.888889,132,2
57,129.88889,30.777779,-12.555555,146.22223,2
35,83,72.22222,-27.444445,122,2
21,115.77778,45.333332,-12.333333,141.88889,2
13,134.33334,26.555555,-8.777778,149.11111,2
61,95.111115,57.77778,-15.888889,128.33334,2
27,130.33334,27.777779,-9.888889,145.55556,2
41,95.111115,57.555557,-13.777778,128.88889,2
76,74.55556,79.44444,-32.88889,116.55556,2
62,112.333336,47.555557,-14.111111,139.33334,2
25,103.666664,52.555557,-14.777778,133.77779,2
91,92.55556,55.666668,-18.666666,123.44444,2
18,114,49.11111,-14.222222,142,2
15,118.333336,44.22222,-11.444445,144,2
58,110.111115,50.333332,-14.666667,138.77779,2
38,113.333336,50.444443,-15.888889,141.66667,2
40,113.333336,47.666668,-16.333334,139.66667,2
46,112.77778,49.333332,-14,141,2
59,109.22222,51.88889,-14.444445,139,2
60,114,44,-15,138.33334,2
21,113.44444,50.555557,-14.111111,142.44444,2
42,130.44444,31.11111,-11.222222,147.44444,2
55,101,55.666668,-17.666666,132.22223,2
31,117.111115,43.22222,-14.111111,141.22223,2
59,110.55556,50.22222,-15.777778,138.77779,2
56,115.888885,44,-13.666667,140.66667,2
40,114.44444,47.77778,-17.222221,140.55556,2
29,119,42.88889,-14.444445,142.77777,2
73,115.44444,45.11111,-14.888889,140.55556,2
41,128.44444,32,-11.666667,145.88889,2
67,99.44444,50.11111,-21.88889,125.55556,2
41,103.888885,53.444443,-24.88889,131.22223,2
18,102.333336,49,-14.666667,130.11111,2
90,105.666664,45.666668,-23.333334,128.33334,2
54,96.77778,51.77778,-15.555555,126.111115,2
51,117,41.666668,-13.666667,140.22223,2
57,129.44444,32.666668,-13.666667,146.66667,2
62,115.77778,42.333332,-13.666667,139.44444,2
81,91.888885,56.88889,-14.777778,124.888885,2
40,117.44444,44.444443,-14.555555,142.22223,2
24,110.77778,48.444443,-15.888889,137.77779,2
77,93.888885,52.77778,-11.555555,125.22222,2
15,90.888885,73.77778,-26.88889,131.11111,2
79,93.888885,56.444443,-14.888889,126.55556,2
55,90,63.11111,-23.88889,124.111115,2
68,115.666664,45.666668,-15.333333,141,2
17,115,47.22222,-13.777778,141.88889,2
59,116.55556,42.88889,-14.111111,140.44444,2
66,80.66667,71,-27.666666,118.77778,2
71,111.44444,48.444443,-16.222221,138.33334,2
81,105.666664,47.88889,-26.11111,128.88889,2
58,110.44444,49.555557,-14.111111,138.77779,2
22,133,27.11111,-12.222222,147,2
18,97.22222,55,-10.333333,130.44444,2
75,105.888885,48.88889,-16.444445,133,2
34,113.666664,49.555557,-14.111111,142,2
30,100.77778,50.555557,-13.111111,130.11111,2
43,94.111115,63.22222,-24.11111,128.22223,2
52,101,52.77778,-20.88889,129.22223,2
35,114.44444,46.666668,-16.333334,140.11111,2
19,115.44444,47.333332,-13.666667,142.44444,2
34,111.44444,50.333332,-15,140,2
62,117.55556,41.555557,-14.777778,140.33334,2
35,131.22223,29.222221,-13.444445,146.22223,2
13,119.666664,45.11111,-12.888889,145.44444,2
54,112.666664,50.88889,-15.777778,141.33334,2
56,116.22222,45.666668,-15,141.66667,2
18,97.22222,55,-10.333333,130.44444,2
39,113.888885,48.444443,-17.555555,140.33334,2
66,79.111115,71.666664,-28.666666,117.333336,2
