@relation 'segment-weka.filters.unsupervised.attribute.Remove-V-R2,5,7,9,11,19-20'

@attribute Region-centroid-row numeric
@attribute Short-line-density-2 numeric
@attribute Vegde-sd numeric
@attribute Hedge-sd numeric
@attribute Rawred-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
189,0,0.666667,1.186342,10.888889,1.910864,7
141,0,0.172133,0.172133,0,-2.094395,5
122,0,4.033196,3.781044,17.88889,-1.540214,3
162,0,0.596296,66.818535,37.444443,-2.386671,6
89,0,0.477778,0.551852,0.777778,-2.042259,5
67,0,1.241266,0.344265,0.777778,-1.512684,5
133,0,0.136083,0.136083,0,-2.094395,5
24,0,0.907406,1.140749,117.666664,-2.349252,2
220,0,0.833333,0.474074,5.333334,2.030867,7
200,0,0.42963,0.251852,5.777778,2.10726,7
57,0,1.618517,1.974073,24,-1.837675,1
82,0,41.288895,66.65185,4.333334,-2.320628,3
140,0,0.421636,0.421637,2.666667,-1.853161,5
201,0,0.918519,0.551852,6.222222,1.982987,7
131,0,0.807373,1.095445,0.222222,-2.094395,3
243,0,1.851851,0.71111,9.888889,2.368311,7
19,0,0.151853,0.31111,131.55556,-2.358602,2
67,0,0.622222,0.685185,99.44444,-2.173099,2
193,0,1.90516,2.177325,53.11111,-2.047766,6
222,0,2.607407,7.26296,8.555555,1.905045,7
89,0,1.306678,4.703426,13,-2.129746,5
197,0,0.044444,0.062963,4.111111,2.074957,7
94,0,0.8,2.888891,20.666668,-1.627145,1
244,0,0.551852,6.95185,6.666666,2.340587,7
22,0,0.860663,0.975629,42.77778,-2.123537,4
136,0,1.555557,0.122222,3.666667,-2.175296,5
194,0,1.496909,3.964657,51.77778,-2.112941,6
189,0,0.779363,0.827759,10.444445,1.985552,7
35,0,1.041723,0.809664,96.44444,-2.420203,2
236,0,6.829628,7.599998,13.111111,2.7898,7
159,0,0.522222,1.574074,5.111111,-1.999443,4
198,0,1.854924,1.600926,45.555557,-2.072616,6
47,0,0.607409,0.829628,114.111115,-2.23989,2
100,0,1.440741,6.02963,2.777778,-2.226247,3
113,0,1.223232,0.389682,16.88889,-2.125693,5
184,0,0.32963,28.951855,28.444445,-2.16033,6
144,0,0,0,0,0,5
185,0,7.662959,32.118523,29.222221,-2.085272,6
79,0,0.118518,0.462965,73.55556,-2.241633,2
189,0,0.922221,2.888888,28.333334,-2.037982,6
80,0,0.711111,0.711109,37.77778,-1.942698,4
194,0,1.932183,1.797116,44.22222,-2.064277,6
75,0,0.774077,0.596296,115.888885,-2.309804,2
124,0,0.611111,0.785185,0.222222,-2.16921,3
105,0,1.096294,0.522222,53.333332,-2.032243,4
189,0,2.237722,1.544405,51.333332,-2.101326,6
62,0,0.399999,0.862963,100.77778,-2.185419,2
135,0,1.971086,0.958394,41,-2.06346,4
185,0,2.257497,1.951258,49.88889,-2.051056,6
21,0,0.607407,0.118518,120.77778,-2.357178,2
124,0,0.433334,0.907407,1,-2.284608,3
206,0.111111,1.773257,2.808056,50.444443,-2.085934,6
34,0,0.340741,1.140745,131.44444,-2.2,2
150,0,1.94074,1.499999,16.222223,-2.134876,4
144,0,0.712325,0.490653,0.333333,-1.986938,5
72,0,0.507407,0.577776,23.777779,-1.807866,1
81,0,0.418518,0.296296,1,-2.248134,3
117,0,0.255556,0.444445,21.11111,-1.574477,1
145,0,0,0,0,0,5
215,0,0.074074,0.122222,5.111111,1.991157,7
91,0,4.374074,0.996296,0.888889,-2.354575,3
195,0,3.284081,2.102027,39.666668,-2.118572,6
128,0,0.3,0.044444,7.333334,-1.005054,1
83,0,4.918518,2.374072,19.11111,-1.456819,1
193,0,1.115547,1.846919,54.77778,-2.084935,6
96,0,1.511111,0.3,2.666667,-2.275792,3
129,0,0.433333,0.177778,7.888889,-0.932783,1
135,0,0.207407,0.088889,0,-2.137446,3
203,0,1.646545,1.878731,8.777778,2.019747,7
39,0,1.129629,0.699999,102.55556,-2.198158,2
96,0,1.022222,3.362961,22.11111,-1.530686,1
154,0,0.02963,0.062963,0,-2.094395,5
186,0,1.858913,1.349897,44,-1.956023,6
118,0,0.151852,0.196296,7.666666,-0.87829,1
139,0,1.773259,1.668887,16,-1.702833,3
53,0,0.455419,0.490652,112.333336,-2.39327,2
198,0,6.433995,5.792715,51.88889,-2.035874,6
135,0,2.462965,0.477778,20.222221,-2.211986,5
134,0,0.182574,0.278887,0.111111,-2.422506,3
138,0,0.296296,0.418519,0,-2.181439,3
183,0,0.936898,1.798147,12.666667,2.075874,7
200,0,0.952579,1.167461,41.333336,-2.038016,6
217,0,5.096296,12.50741,11.444445,2.363871,7
185,0,2.810035,1.289558,44.11111,-1.982099,6
59,0,0.459466,0.680412,109.22222,-2.364216,2
103,0,1.051852,1.396296,53.333332,-1.997589,4
123,0,0.133333,0.044444,0,-2.169865,3
19,0,0.760118,0.779364,115.44444,-2.352834,2
196,0,2.360949,1.695309,42.11111,-2.039491,6
149,0,0.788889,0.640741,14.444445,2.741647,7
208,0,2.429628,3.085186,13,2.483291,7
125,0,0.222222,3.777778,1.555556,-2.234241,3
117,0,0.207407,2.151851,20.666668,-1.420087,1
201,0,1.95978,1.306678,14,2.176993,7
41,0,0.327731,0.327733,95.111115,-2.404745,2
112,0,0.418518,0.162963,7.111111,-1.058277,1
48,0,0.107407,0.355557,107.44444,-2.090557,2
186,0,2.666666,3.555556,31.11111,-2.036642,6
128,0,0.077778,0.311111,6.888889,-0.985811,1
240,0,0.862963,5.007407,10.888889,2.392487,7
184,0,2.118519,45.085182,28.777779,-2.215464,6
137,0,0.477777,50.07408,18.666668,-2.213033,5
102,0,0.607408,1.485186,22.11111,-1.68544,1
120,0,4.951616,0.443052,48.22222,-1.896425,4
141,0,0.433333,0.385185,7,-0.843732,1
22,0,0.255559,0.107409,133,-2.158304,2
73,0,0.928958,1.993508,35.666668,-2.054964,4
103,0,1.52963,1.096296,20.222221,-1.334127,1
190,0,1.809441,2.094085,46.88889,-2.03483,6
91,0,0.018519,0.196296,7.555555,-2.147571,5
89,0,1.485185,3.688889,23.11111,-1.664008,1
129,0,28.907421,1.096297,33.11111,-2.097799,4
186,0,3.028874,7.932118,46.555557,-2.014102,6
134,0,0.3,0.018518,4.666667,-2.138459,5
32,0.111111,2.703222,1.971088,48.555557,-2.060607,4
75,0,0.722648,1.083547,40.333336,-1.722278,4
108,0,22.507414,10.107411,5.111111,-2.275553,3
196,0,2.149936,1.35674,47.333332,-2.079185,6
126,0,0.611111,0.162963,16.444445,-2.104102,4
202,0,1.822696,0.827759,12,2.522748,7
121,0,17.3628,0.904721,37.444443,-1.995536,4
245,0,1.162691,1.496911,13.555555,2.198051,7
135,0,0.477778,0.266667,4,-2.125516,5
56,0,3.644444,1.574072,26.11111,-1.819915,1
32,0,0.162964,1.040738,129.77779,-2.280755,2
135,0,0.118519,0.122222,6.888889,-0.692028,1
57,0,0.474073,0.829626,114.22222,-2.34019,2
63,0,1.574073,3.096295,19.666668,-1.72683,1
69,0,2.907408,2.562964,23.444445,-1.79139,1
193,0,0.952579,0.620633,11.666667,2.210055,7
148,0,2.551854,0.507408,21.444445,-2.237972,4
114,0,1.129629,0.596297,20,-1.508658,1
86,0,0.182575,0.327731,13.222222,-2.123611,5
191,0,1.973905,2.903384,55.333332,-2.065948,6
90,0,3.001851,2.770879,41.22222,-2.131861,4
221,0,1.485185,1.585186,10.666667,2.317212,7
98,0,0.666667,0.551853,18.333334,-1.360437,1
210,0.111111,1.669998,2.613356,45.444443,-2.020895,6
110,0,3.442652,1.809441,29.11111,-2.068653,4
56,0,0.429629,1.277777,22.11111,-1.748835,1
121,0,0.062963,0.074074,0,-2.132635,3
130,0,0.240741,0.577778,7.444445,-0.871495,1
41,0,0.327731,0.586896,99,-2.404553,2
19,0,0.418515,1.277773,121,-2.340765,2
57,0,0.975628,0.365148,59.444443,-2.030703,4
149,0,0.785185,1.244444,4.111111,-2.009108,1
110,0,0.088889,0.211111,0.111111,-2.155984,3
122,0,0.118518,0.118519,7.333334,-0.942559,1
177,0,9.633328,17.366692,28.444445,-2.121237,6
51,0,0.443051,0.742867,111.77778,-2.368498,2
158,0,1.633334,0.418518,7,-1.943449,4
135,0,0.02963,0.077778,0,-2.094395,5
117,0,0.151852,0.211111,6.888889,-1.179692,1
62,0,0.490653,0.772202,53.444443,-2.093744,4
224,0,2.559658,3.021527,15.444445,2.304153,7
201,0,0.918519,0.551852,6.222222,1.982987,7
95,0,3.544427,0.403687,2.111111,-1.628908,5
34,0,0.966091,0.632455,111.44444,-2.343381,2
203,0.111111,2.85709,2.746041,47.666668,-2.040013,6
57,0,0.774071,0.418517,86.22222,-2.288131,2
83,0,0.547722,0.632455,1.555556,-2.573381,3
57,0,0.785183,0.311111,76.44444,-2.254208,2
151,0,11.055564,2.251854,23.11111,-2.219625,4
184,0,1.06284,1.897366,11.444445,2.080445,7
147,0,0.074074,0.077778,3.888889,-1.475643,1
