@relation segment

@attribute Region-centroid-col numeric
@attribute Region-centroid-row numeric
@attribute Vegde-sd numeric
@attribute Intensity-mean numeric
@attribute Rawred-mean numeric
@attribute Rawblue-mean numeric
@attribute Exgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
138,116,0.151852,6.481482,7.555555,8.222222,-8.444445,1
13,73,0.72963,19.074074,19.222221,24.11111,-15.555555,1
133,67,1.396297,27.148148,25.11111,35.88889,-20.11111,1
38,41,1.674074,22.481482,20.777779,29.777779,-16.777779,1
95,57,3.411111,26.296297,24.666666,34.444447,-19.555555,1
5,101,2.311111,16.925926,18.333334,19.88889,-13.111111,1
27,68,1.485186,21.592592,20.444445,28.444445,-17.11111,1
95,109,0.488889,17.25926,19.222221,20,-14.111111,1
149,77,3.940742,24.481482,23.444445,31.555555,-18.11111,1
222,114,0.062963,5.444445,6.111111,7.333334,-7.666666,1
133,96,1.022222,21.88889,22.11111,27.333334,-17,1
29,81,3.751853,20.481482,20.11111,26.11111,-15.777778,1
178,128,0.340741,5.925926,7.888889,6.444445,-7.444445,1
31,62,0.833334,21.185184,20.555555,27.222221,-16.222221,1
40,73,1.085185,20.62963,19.777779,26.777779,-15.888889,1
1,115,2.388889,16.555555,15.666667,21.777779,-13,1
70,71,1.807406,22.777779,21.88889,29.666666,-18,1
122,106,0.596296,23.037037,22,29.88889,-17.444445,1
117,147,0.107407,6.777778,5.444445,11,-8.666667,1
101,130,0.240741,5.777778,7.444445,6.666666,-7.666666,1
14,110,5.351851,17.925926,18.88889,21.444445,-13.444445,1
131,86,1.218519,24.296297,23.555555,31.333334,-18.88889,1
60,131,0.088889,5.222222,7.222222,5.444445,-6.666666,1
146,72,0.507407,26.222221,23.777779,35.444447,-20.333334,1
120,136,0.418519,6.259259,7.777778,7.222222,-7.444445,1
80,95,1.007408,21.407408,21.333334,26.666666,-15.555555,1
125,56,3.644444,28.62963,26.11111,37.666668,-19.555555,1
104,122,0.02963,6.407407,8.111112,7.222222,-7.555555,1
138,116,0.151852,6.481482,7.555555,8.222222,-8.444445,1
83,114,1.129629,19.851852,20,24.666666,-14.888889,1
90,111,1.466666,18.62963,19.777779,22.222221,-14.222222,1
75,107,0.344445,16.703703,18.777779,19.444445,-14.444445,1
108,130,0.596297,6.62963,8.444445,7.222222,-7.222222,1
33,149,0.251852,5.444445,4.111111,8.666667,-5.666666,1
33,149,0.251852,5.444445,4.111111,8.666667,-5.666666,1
228,143,0.344444,5.296296,6.666666,6.222222,-6.888889,1
65,75,0.32963,21.333334,21.11111,27.11111,-16.666666,1
94,67,3.362964,23.74074,22.88889,30.777779,-18.555555,1
182,134,0.240741,5.888889,7.666666,6.666666,-7.666666,1
68,117,0.207407,19.88889,20.666668,24.11111,-15,1
239,122,0.062963,5.555555,7,6.666666,-7.666666,1
18,145,0.018518,3.925926,5.555555,4,-5.111111,1
78,69,1.144444,24.333334,22,32.555557,-17.666666,1
62,123,0.207407,5.814815,7.555555,6.666666,-7.777778,1
98,135,0.151852,5.703704,7.444445,6.444445,-7.444445,1
98,104,3.629631,18.703703,19.222221,23.222221,-15.111111,1
140,103,3.411113,21.851852,21.222221,28,-16.555555,1
23,85,1.051853,17.962963,18.88889,21.88889,-14.555555,1
227,118,0.018518,5.62963,7,6.666666,-7.222222,1
69,81,2.21111,19.851852,20.333334,24.666666,-15.888889,1
73,103,0.32963,18.333334,19.222221,22.555555,-15.333333,1
80,124,0.162963,5.111111,6.666666,6,-7.333334,1
23,113,0.996296,14.703704,17.11111,16.88889,-13.777778,1
99,107,2.029629,18.62963,19.444445,23,-15.555555,1
121,113,1.52963,20.25926,20,25.444445,-14.777778,1
144,118,0.385185,6.444445,7.555555,8.111112,-8.333333,1
85,70,0.72963,23.666666,23,30.11111,-17.333334,1
76,135,0.118519,5,6.888889,5.444445,-7,1
24,65,1.762964,20.814816,20.11111,26.777779,-15.777778,1
88,88,0.477778,22.148148,21.333334,28.444445,-16.444445,1
69,59,0.951851,23.851852,22.666666,30.88889,-17.555555,1
178,122,0.118518,5.851852,7.333334,6.888889,-7.555555,1
97,126,0.374074,6.481482,7.666666,8,-8.111111,1
238,118,0.177778,5,6.222222,6.222222,-7.333334,1
142,100,0.266666,22.222221,21.777779,28.444445,-17.333334,1
136,139,0.177778,5.333334,6.555555,6.444445,-7,1
229,124,0.074074,5.888889,7.111111,7.111111,-7.333334,1
89,89,2.907407,21.88889,21.333334,27.777779,-16,1
59,111,0.151852,5.444445,6.444445,7,-7.666666,1
121,60,2.329629,26.74074,24.666666,35.22222,-19.222221,1
96,84,1.277777,23.851852,23.555555,30,-17.555555,1
14,138,0.122222,4.962963,6.777778,5.444445,-6.888889,1
19,55,2.82963,21.037037,20.555555,26.666666,-15.444445,1
34,83,0.340741,19.444445,19.555555,24.444445,-15.333333,1
69,74,9.940739,23.592592,22.555555,30.555555,-17.777779,1
35,132,0.077778,5.37037,7.111111,6.111111,-7.444445,1
127,118,1.529629,22.74074,21.555555,29,-15.222222,1
23,142,0.107407,5.037037,6.555555,5.777778,-6.777778,1
30,102,0.118518,20.25926,20.333334,25,-14.444445,1
80,116,1.633333,21.703703,21.222221,27.555555,-16.11111,1
105,139,0.107407,6.111111,7.555555,7.222222,-7.666666,1
89,107,1.940741,18.88889,19.88889,22.88889,-15,1
11,108,0.8,17.666666,19,21.11111,-14.333333,1
140,116,0.285185,22.11111,21.333334,28.11111,-15.666667,1
231,123,0.088889,5.814815,7.111111,6.888889,-7.111111,1
34,128,0.118518,5.666666,7.444445,6.555555,-8,1
145,101,0.118519,22.444445,21.555555,29.222221,-17.666666,1
16,117,0.151852,5.888889,6.888889,7.444445,-7.666666,1
81,98,0.42963,20.88889,21,25.88889,-15.333333,1
34,137,0.166667,5.851852,7.777778,6.444445,-7.555555,1
29,100,1.362964,20.62963,20.88889,25.555555,-15.555555,1
154,128,0.3,5.962963,7.333334,7.222222,-7.888889,1
38,112,0.385185,6.222222,7,8.111112,-8,1
82,109,0.240741,17.777779,19.222221,21,-14,1
115,130,0.340741,7.296296,8.555555,8.666667,-7.888889,1
72,118,0.062963,5.481482,6.555555,6.666666,-6.777778,1
95,100,0.107408,21.074074,21.666666,26,-16.555555,1
6,51,1.999999,19.592592,18.777779,25.666666,-15.777778,1
4,87,3.096294,17.333334,18.222221,21,-13.666667,1
16,128,0.077778,5.555555,6.888889,6.666666,-7.333334,1
150,113,0.255556,5.592593,7.111111,6.666666,-7.777778,1
38,146,0.122222,5.111111,5.666666,6.777778,-6.666666,1
145,102,0.607408,23.074074,22.11111,29.777779,-17.222221,1
155,140,0.118519,5,6.555555,5.555555,-6.333334,1
14,66,1.007407,18.666666,18.555555,24,-15.666667,1
227,116,0.151852,5.407407,6.555555,6.777778,-7.555555,1
57,117,0.207407,6.333334,7.666666,7.444445,-7.333334,1
24,83,4.918518,18.74074,19.11111,23.222221,-14.555555,1
149,117,0.255556,21.222221,21.11111,26.333334,-15,1
22,116,0.107407,5.62963,6.777778,7,-7.555555,1
25,116,0.151852,16.185184,17,20,-13.888889,1
148,116,0.477778,6.111111,7.111111,7.666666,-7.666666,1
14,60,0.785184,19.333334,18.88889,24.777779,-15,1
23,88,3.2,20.592592,18.777779,27.333334,-14.777778,1
161,136,0.196296,5.62963,7.111111,6.444445,-6.888889,1
9,92,2.418516,19.074074,18.777779,24.11111,-14.222222,1
4,40,2.711112,17.185184,15.666667,23.333334,-13.888889,1
96,115,0.151852,6.777778,7.777778,8.555555,-8.333333,1
29,66,2.162962,22.62963,21.222221,29.88889,-17.555555,1
147,111,0.151852,5.666666,7,7,-8,1
86,74,1.555556,22.407408,21.666666,28.88889,-17.222221,1
240,145,0.151852,4.074074,5.333334,5,-6.555555,1
19,147,0.074074,4.148148,3.888889,6.666666,-6.777778,1
34,115,0.388889,6.296296,7.333334,7.888889,-7.888889,1
37,114,2.018517,17.222221,19,20.11111,-14,1
35,42,0.151851,22.592592,20,31.11111,-17.777779,1
26,93,0.211111,20.37037,18.88889,26.777779,-14.777778,1
193,142,0.062963,4.814815,6.777778,5.222222,-7.111111,1
8,102,1.851851,17.925926,18.555555,21.88889,-13.777778,1
10,61,3.185182,18.962963,18.666668,24.222221,-14.888889,1
96,80,4.162963,26,24,34.444447,-19.333334,1
16,128,0.077778,5.555555,6.888889,6.666666,-7.333334,1
13,149,0.785185,5.518518,4.111111,8.777778,-5.555555,1
15,123,0.118518,4.555555,6,5.333334,-6.666666,1
147,69,2.907408,25.666666,23.444445,34.444447,-19.666666,1
101,72,4.744444,26.481482,23.555555,35.77778,-19.11111,1
86,88,1.885185,21.148148,21.444445,26.333334,-16.444445,1
145,90,0.577778,24.851852,23.666666,32.22222,-18.555555,1
156,123,0.151852,6.111111,8,6.777778,-7.666666,1
28,131,0.074074,5.185185,6.666666,6,-6.888889,1
55,128,0.044444,5.037037,6.888889,5.444445,-6.777778,1
97,75,1.911109,24.851852,24,31.666666,-17.88889,1
174,50,0.760115,107.44444,94.666664,125.77778,-16.666666,2
103,39,0.299997,127.51852,116.55556,142.88889,-13.222222,2
197,58,0.62361,122.25926,110.44444,138.77779,-14.111111,2
232,31,0.344266,114.96296,101.888885,132.55556,-13.555555,2
92,62,1.310924,123.48148,112.333336,139.33334,-14.111111,2
210,47,0.211113,97.111115,82.55556,121.44444,-29.333334,2
174,59,0.349603,122.03704,110.55556,138.77779,-15.777778,2
142,33,0.623609,110.59259,96.77778,128.66667,-12.777778,2
119,85,0.299998,101.03704,88.77778,122.55556,-27.777779,2
21,90,0.044444,113.48148,105.888885,128.55556,-22.444445,2
92,46,0.240742,107.51852,93.888885,128.88889,-23.222221,2
145,34,0.340741,137.03703,131.44444,146.66667,-12.111111,2
166,65,0.785188,97.333336,82.77778,121.111115,-27.666666,2
181,27,0.462964,138.07408,132.55556,146.55556,-8.888889,2
242,57,0.785183,92.92593,76.44444,119.333336,-29.777779,2
7,18,0.729626,138.62962,133.33334,147.55556,-10.888889,2
97,21,0.611615,126.81481,115,142.88889,-12.777778,2
88,91,0.827758,104.888885,92.55556,123.44444,-18.666666,2
3,21,0.607407,130.14815,120.77778,143.22223,-11.111111,2
186,28,0.389683,122.51852,111,138.66667,-13.888889,2
185,35,1.041723,109.111115,96.44444,125.44444,-11,2
128,15,0.272168,129.25926,118.333336,144,-11.444445,2
184,44,0.122222,99,85,121.44444,-25.333334,2
92,56,0.029629,126,115.888885,140.66667,-13.666667,2
14,28,0.074075,110.48148,97.888885,131.11111,-24.11111,2
224,34,0.966091,123.22222,111.44444,140,-15,2
120,74,0.088889,101.85185,89.111115,123.22222,-25.88889,2
67,71,0.888891,125.96296,115.55556,140.88889,-13.555555,2
220,39,0.730297,113,99.44444,131.11111,-13.666667,2
243,41,0.355559,135.22223,128.44444,145.88889,-11.666667,2
125,46,0.611616,124.55556,112.77778,141,-14,2
48,81,0.240743,112.92593,105.666664,128.88889,-26.11111,2
233,64,0.800003,92.81481,77.22222,118.666664,-30.777779,2
193,35,0.285183,136.48148,131.22223,146.22223,-13.444445,2
163,43,0.433333,126.48148,117.333336,140.55556,-14.777778,2
56,32,0.418519,112.03704,99.22222,132.55556,-23.11111,2
25,41,0.577774,113.40741,103.888885,131.22223,-24.88889,2
207,58,0.344266,110.37037,97.666664,128.11111,-15.111111,2
112,30,0.272164,113.25926,100.77778,130.11111,-13.111111,2
7,18,0.729626,138.62962,133.33334,147.55556,-10.888889,2
253,32,0.586892,116.77778,103.888885,133.33334,-11,2
91,54,0.408248,110,97.888885,127.111115,-15,2
155,27,0.240737,137.51852,132.55556,146.55556,-12.222222,2
188,42,0.54433,108.92593,95.666664,126.22222,-12.111111,2
66,41,0.327731,109.703705,95.111115,128.88889,-13.777778,2
70,44,2.094083,122.59259,112,136.88889,-11.111111,2
173,113,0.3,133.11111,124.666664,145.66667,-12.333333,2
245,93,3.896308,86.296295,70.66667,112.111115,-30.555555,2
95,71,1.085182,105.666664,96.666664,122.44444,-23.333334,2
127,57,0.712326,124.25926,113,140.33334,-14.444445,2
96,13,0.47778,131.77777,122.111115,144.77777,-10,2
93,29,1.229636,128.48148,119,142.77777,-14.444445,2
138,49,0.92896,124.03704,113.111115,140.44444,-16.444445,2
105,65,0.611618,123,111.666664,140,-17,2
124,29,0.711108,128.44444,119.22222,142.88889,-15.666667,2
36,21,0.799994,129.85185,120.666664,142.55556,-10.555555,2
98,41,0.774073,137.14815,130.66667,147.22223,-10.777778,2
216,17,0.5164,126.14815,115,141.88889,-13.777778,2
234,27,0.623609,122.666664,111.55556,138.66667,-14.666667,2
74,88,0.329632,110.59259,101.55556,127.55556,-23.777779,2
233,81,0.329631,90.40741,75.66667,116.44444,-33.88889,2
170,36,0.340743,103.03704,89.55556,125.22222,-26.11111,2
112,35,1.229632,127.55556,117.44444,142.55556,-14.666667,2
40,57,0.722651,123.55556,112.22222,139,-12.333333,2
37,61,0.490653,109.07407,95.111115,128.33334,-15.888889,2
204,25,0.329628,102.48148,88,125.666664,-26.11111,2
143,24,0.907406,127.62963,117.666664,141.66667,-12.222222,2
22,57,0.740742,126.111115,115.77778,140.44444,-12,2
234,58,0.388888,93.14815,77.333336,118.77778,-29.444445,2
105,62,0.166666,126.48148,117.55556,140.33334,-14.777778,2
63,33,0.329628,111.333336,97.77778,132,-21.333334,2
141,31,0.385183,126.81481,117.111115,141.22223,-14.111111,2
112,18,0.691216,113.77778,102.333336,130.11111,-14.666667,2
166,55,0.818524,124.111115,113.888885,139.33334,-15,2
1,45,0.455421,122.85185,110.55556,140,-14.555555,2
131,15,1.051846,130.14815,119.666664,145.33334,-14.111111,2
21,90,0.044444,113.48148,105.888885,128.55556,-22.444445,2
209,66,0.462965,93.44444,79.111115,117.333336,-28.666666,2
120,74,0.088889,101.85185,89.111115,123.22222,-25.88889,2
103,64,0.699205,108.77778,96.333336,126.22222,-15,2
139,16,0.355559,140.40741,134.66667,149.88889,-11.222222,2
143,20,0.75031,127.333336,116.77778,142.66667,-14.333333,2
9,94,0.551852,113.18519,106.888885,127.55556,-24.222221,2
122,11,0.311116,143.44444,136.88889,150.88889,-2.666667,2
150,94,0.607404,95.296295,80.888885,119.22222,-28.555555,2
84,40,0.166667,127.40741,117.44444,142.22223,-14.555555,2
126,20,1.192568,126.55556,115.666664,142.33334,-14.666667,2
44,33,0.936897,125.888885,114.666664,141.77779,-14,2
231,49,0.385186,120.703705,108.111115,139.33334,-18.11111,2
159,40,0.62063,125.14815,114.22222,141.66667,-16.777779,2
244,79,0.118518,89.44444,73.55556,115.333336,-30,2
72,31,1.496296,135.92592,129.88889,145.55556,-10.777778,2
26,90,0.374076,113.111115,105.666664,128.33334,-23.333334,2
115,39,0.062963,127.07407,116.333336,142.44444,-13.888889,2
83,54,0.720081,109.96296,97.55556,127.44444,-15.222222,2
164,49,0.433335,126.18519,116.333336,141.77779,-17.222221,2
190,96,0.196297,90.81481,76,115.666664,-30.11111,2
76,19,0.443052,114.25926,101,132.33334,-14.444445,2
134,29,0.403687,112.07407,98.55556,130.55556,-14.888889,2
95,47,0.32963,107.111115,93.22222,128.77779,-23.333334,2
51,15,0.285185,132.22223,123,145.33334,-11.666667,2
63,13,0.196294,132.25926,122.77778,145.44444,-11.111111,2
145,33,0.272163,124.55556,113.22222,140.88889,-15,2
84,65,0.374072,125.666664,115.333336,141.66667,-17,2
67,32,1.062842,126.22222,115.111115,142.22223,-14.666667,2
217,23,0.611616,124.44444,111.888885,141.66667,-14,2
115,81,0.646932,105.92593,91.888885,124.888885,-14.777778,2
67,40,0.516397,110.03704,95.333336,129,-12.777778,2
180,97,0.329631,134.37038,126.55556,145.44444,-9.777778,2
93,29,1.229636,128.48148,119,142.77777,-14.444445,2
140,16,0.344443,111.81481,99.111115,131.11111,-19.777779,2
169,98,0.15185,92.333336,77.333336,116.888885,-28.666666,2
121,62,0.207408,125.40741,116.333336,138.77779,-12.888889,2
31,42,0.685184,127.03704,117,141.77779,-14.111111,2
228,20,0.490655,125,114,140.55556,-13.666667,2
199,66,1.57407,122.55556,111,139.77779,-17,2
178,43,1.1,125.25926,115.666664,140.22223,-16.11111,2
245,18,1.022222,137.88889,131.44444,147.88889,-10.666667,2
164,45,0.596299,101.92593,88.111115,124.55556,-26.444445,2
186,46,0.399996,135.51852,129.44444,145.55556,-11.888889,2
221,50,0.544332,122.07407,109.888885,139.77779,-16.555555,2
44,79,0.344265,107.74074,93.888885,126.55556,-14.888889,2
9,72,0.562961,125.44444,114.111115,141.11111,-13,2
102,30,0.879816,125.40741,115.111115,141,-15.888889,2
140,34,0.122222,105.48148,91.22222,127.333336,-22.777779,2
230,12,0.272164,119.03704,107.22222,135.33334,-13.444445,2
101,42,0.607408,137.07408,130.44444,147.44444,-11.222222,2
53,53,0.444444,113.14815,104.333336,130.22223,-24.777779,2
247,50,0.272166,121.18519,109.22222,138.88889,-17.222221,2
206,26,1.496289,137.03703,131.44444,146.77777,-12.444445,2
77,36,0.172137,111.92593,98.22222,130.33334,-14.111111,2
174,77,0.311108,135.92592,128.55556,147.33334,-12.111111,2
84,86,0.691214,105.77778,92.888885,124.111115,-16.333334,2
29,52,0.018518,125.77778,115.55556,140.22223,-12.666667,2
60,52,0.596301,111.62963,101,129.22223,-20.88889,2
38,71,0.490655,122.18519,111.44444,138.33334,-16.222221,2
245,23,0.365148,123,111,139.77779,-14.333333,2
60,52,0.596301,111.62963,101,129.22223,-20.88889,2
35,67,1.135293,106.07407,92.111115,125.55556,-16.555555,2
107,21,0.516398,126.77778,115.77778,141.88889,-12.333333,2
179,63,0.516398,105.59259,92.666664,123.22222,-14.111111,2
184,15,0.25185,140.77777,134.33334,150.11111,-8.666667,2
155,80,0.177779,96.333336,82.44444,119.333336,-27.333334,2
165,99,0.474074,93.40741,79,118,-30.555555,2
6,54,0.107408,116.77778,109.111115,132.44444,-24,2
108,59,0.166667,126.14815,116.55556,140.44444,-14.111111,2
146,62,0.207406,99.666664,85.666664,121.44444,-23.333334,2
