@relation segment

@attribute Region-centroid-col numeric
@attribute Region-centroid-row numeric
@attribute Intensity-mean numeric
@attribute Rawgreen-mean numeric
@attribute Exred-mean numeric
@attribute Exgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
140,125,6.185185,3.555556,3.444444,-7.888889,1
73,103,18.333334,13.222222,2.666667,-15.333333,1
2,98,17.481482,13.333333,2.555556,-12.444445,1
155,140,5,2.888889,4.666666,-6.333334,1
91,115,19.925926,15.111111,1.888889,-14.444445,1
71,90,22.62963,16.777779,-1.888889,-17.555555,1
69,85,21.444445,15.777778,-3,-17,1
38,41,22.481482,16.88889,-5.111111,-16.777779,1
13,142,4.592593,2.333334,4.888889,-6.777778,1
141,62,27.37037,20.666668,-10.777778,-20.11111,1
35,62,21.222221,15.666667,-1.333333,-16.666666,1
182,134,5.888889,3.333333,5.333334,-7.666666,1
101,80,24.814816,18.555555,-1.444444,-18.777779,1
97,75,24.851852,18.88889,-2.555556,-17.88889,1
122,106,23.037037,17.222223,-3.111111,-17.444445,1
70,71,22.777779,16.777779,-2.666667,-18,1
141,68,27.185184,20.444445,-8.888889,-20.222221,1
78,69,24.333334,18.444445,-7,-17.666666,1
196,134,6.074074,3.666667,4.111111,-7.222222,1
108,130,6.62963,4.222222,5.444445,-7.222222,1
14,60,19.333334,14.333333,-1.333333,-15,1
29,66,22.62963,16.777779,-4.222222,-17.555555,1
65,75,21.333334,15.777778,-0.666667,-16.666666,1
67,61,23.74074,17.88889,-3.222222,-17.555555,1
24,65,20.814816,15.555555,-2.111111,-15.777778,1
101,72,26.481482,20.11111,-8.777778,-19.11111,1
33,104,20.185184,15.444445,0.111111,-14.222222,1
104,124,6.185185,3.555556,4.444445,-7.888889,1
40,73,20.62963,15.333333,-2.555556,-15.888889,1
121,60,26.74074,20.333334,-6.222222,-19.222221,1
18,145,3.925926,2.222222,4.888889,-5.111111,1
95,57,26.296297,19.777779,-4.888889,-19.555555,1
6,51,19.592592,14.333333,-2.444444,-15.777778,1
240,145,4.074074,1.888889,3.777778,-6.555555,1
31,106,19.11111,14.111111,1.333333,-15,1
37,126,5.777778,3.111111,5,-8,1
136,77,26.407408,20.222221,-5.555555,-18.555555,1
151,138,5.444445,3,4.666666,-7.333334,1
96,84,23.851852,18,-0.888889,-17.555555,1
145,102,23.074074,17.333334,-2.888889,-17.222221,1
72,118,5.481482,3.222222,3.222222,-6.777778,1
37,114,17.222221,12.555555,5.333334,-14,1
196,129,6.333334,3.777778,4.666666,-7.666666,1
144,118,6.444445,3.666667,3.333333,-8.333333,1
8,102,17.925926,13.333333,1.888889,-13.777778,1
120,136,6.259259,3.777778,4.555555,-7.444445,1
14,117,5.777778,3.444444,1.666667,-7,1
22,116,5.62963,3.111111,3.444444,-7.555555,1
11,108,17.666666,12.888889,4,-14.333333,1
28,112,5.925926,3.444444,3.555556,-7.444445,1
108,113,5.518518,3,4.111111,-7.555555,1
193,142,4.814815,2.444444,5.888889,-7.111111,1
85,101,21.296297,15.888889,-0.222222,-16.222221,1
146,124,6.037037,3.333333,4.222222,-8.111111,1
18,138,5.740741,3.333333,4.777778,-7.222222,1
18,145,3.925926,2.222222,4.888889,-5.111111,1
222,114,5.444445,2.888889,2,-7.666666,1
25,116,16.185184,11.555555,2.444444,-13.888889,1
237,135,4.148148,2,4.555555,-6.444445,1
97,77,25.185184,19.11111,-3.222222,-18.222221,1
134,104,21.777779,16.11111,-2.666667,-17,1
145,90,24.851852,18.666668,-3.555556,-18.555555,1
62,123,5.814815,3.222222,5.222222,-7.777778,1
105,110,4.222222,2,0.333333,-6.666666,1
88,88,22.148148,16.666668,-2.444444,-16.444445,1
68,117,19.88889,14.888889,2.333333,-15,1
29,100,20.62963,15.444445,0.777778,-15.555555,1
64,74,21.148148,15.555555,-0.444444,-16.777779,1
6,90,18.11111,13.444445,2,-14,1
12,56,19.851852,14.666667,-1.222222,-15.555555,1
34,137,5.851852,3.333333,5.777778,-7.555555,1
125,56,28.62963,22.11111,-7.555555,-19.555555,1
108,111,3.814815,1.777778,0.888889,-6.111111,1
89,107,18.88889,13.888889,3,-15,1
117,147,6.777778,3.888889,-4,-8.666667,1
121,113,20.25926,15.333333,-0.777778,-14.777778,1
178,122,5.851852,3.333333,4.444445,-7.555555,1
225,143,5.444445,2.777778,4,-8,1
39,111,6.037037,3.444444,2.888889,-7.777778,1
88,115,22.037037,16.777779,-2.111111,-15.777778,1
97,126,6.481482,3.777778,3.555556,-8.111111,1
154,128,5.962963,3.333333,4.111111,-7.888889,1
147,111,5.666666,3,4,-8,1
13,103,16.148148,11.666667,4.555555,-13.444445,1
89,89,21.88889,16.555555,-1.666667,-16,1
149,117,21.222221,16.222223,-0.333333,-15,1
186,130,5.333334,2.888889,4.666666,-7.333334,1
24,58,20.925926,15.444445,-2.777778,-16.444445,1
100,111,19.925926,15.111111,-0.444444,-14.444445,1
229,124,5.888889,3.444444,3.666667,-7.333334,1
78,108,17.11111,12.444445,5.666666,-14,1
219,134,4.740741,2.555556,5.111111,-6.555555,1
239,143,4.518518,2,4.777778,-7.555555,1
75,103,18.962963,13.888889,3.777778,-15.222222,1
5,101,16.925926,12.555555,4.222222,-13.111111,1
26,67,20,14.555555,-1.333333,-16.333334,1
62,144,4.814815,2.666667,3.555556,-6.444445,1
69,81,19.851852,14.555555,1.444444,-15.888889,1
13,149,5.518518,3.666667,-4.222222,-5.555555,1
77,124,5.111111,2.777778,5.333334,-7,1
148,116,6.111111,3.555556,3,-7.666666,1
1,115,16.555555,12.222222,-2.666667,-13,1
23,142,5.037037,2.777778,4.555555,-6.777778,1
14,110,17.925926,13.444445,2.888889,-13.444445,1
137,94,21.222221,15.666667,-1.666667,-16.666666,1
2,44,18.74074,13.666667,-4.222222,-15.222222,1
147,92,23.444445,17.555555,-2,-17.666666,1
34,115,6.296296,3.666667,3.111111,-7.888889,1
88,89,22.333334,16.88889,-2,-16.333334,1
98,119,21.592592,16.11111,-0.777778,-16.444445,1
19,63,20.925926,15.333333,-3.777778,-16.777779,1
105,139,6.111111,3.555556,4.333334,-7.666666,1
30,102,20.25926,15.444445,0.222222,-14.444445,1
57,117,6.333334,3.888889,4,-7.333334,1
22,116,5.62963,3.111111,3.444444,-7.555555,1
227,118,5.62963,3.222222,4.111111,-7.222222,1
23,55,23.444445,17.555555,-5.333334,-17.666666,1
146,124,6.037037,3.333333,4.222222,-8.111111,1
151,147,6.037037,3.222222,-1.111111,-8.444445,1
71,113,5.481482,3,4.888889,-7.444445,1
14,138,4.962963,2.666667,5.444445,-6.888889,1
2,63,18.074074,13.333333,-2.555556,-14.222222,1
30,124,6,3.333333,4.333334,-8,1
216,126,4.925926,2.555556,4.555555,-7.111111,1
67,118,21.11111,15.777778,-2.666667,-16,1
4,87,17.333334,12.777778,2.666667,-13.666667,1
22,60,19.925926,14.666667,-1.777778,-15.777778,1
229,124,5.888889,3.444444,3.666667,-7.333334,1
140,103,21.851852,16.333334,-1.888889,-16.555555,1
188,133,6.666666,3.888889,5,-8.333333,1
34,83,19.444445,14.333333,0.333333,-15.333333,1
38,112,6.222222,3.555556,2.333333,-8,1
19,147,4.148148,1.888889,-0.777778,-6.777778,1
89,68,17.703703,12.444445,-0.111111,-15.777778,1
142,100,22.222221,16.444445,-1.333333,-17.333334,1
16,128,5.555555,3.111111,4,-7.333334,1
123,104,21.925926,16.555555,-4.111111,-16.11111,1
136,70,26.037037,19.666668,-4.777778,-19.11111,1
7,34,20.333334,14.888889,-6.333334,-16.333334,1
122,91,22.481482,16.666668,-1.444444,-17.444445,1
177,126,5.407407,2.888889,6.777778,-7.555555,1
76,64,23.62963,17.88889,-5.555555,-17.222221,1
154,120,5.962963,3.333333,5.444445,-7.888889,1
140,116,22.11111,16.88889,-2.333333,-15.666667,1
80,124,5.111111,2.666667,4.666666,-7.333334,1
18,138,5.740741,3.333333,4.777778,-7.222222,1
7,114,14.518518,10.333334,4.777778,-12.555555,1
81,98,20.88889,15.777778,0.333333,-15.333333,1
2,44,18.74074,13.666667,-4.222222,-15.222222,1
15,123,4.555555,2.333334,4.333334,-6.666666,1
76,135,5,2.666667,5.666666,-7,1
69,59,23.851852,18,-3.555556,-17.555555,1
16,128,5.555555,3.111111,4,-7.333334,1
65,143,5.037037,2.666667,4.555555,-7.111111,1
23,55,23.444445,17.555555,-5.333334,-17.666666,1
145,101,22.444445,16.555555,-2.666667,-17.666666,1
226,141,5.407407,3,4.777778,-7.222222,1
78,107,17.185184,12.555555,3.444444,-13.888889,1
101,130,5.777778,3.222222,5,-7.666666,1
183,111,5.703704,3.222222,3.555556,-7.444445,1
140,125,6.185185,3.555556,3.444444,-7.888889,1
149,64,24.074074,17.666668,-4.222222,-19.222221,1
120,136,6.259259,3.777778,4.555555,-7.444445,1
17,64,18.88889,14,-4,-14.666667,1
127,120,23.666666,18.444445,-4.666666,-15.666667,1
95,109,17.25926,12.555555,5.888889,-14.111111,1
70,60,23.777779,17.88889,-4,-17.666666,1
121,60,26.74074,20.333334,-6.222222,-19.222221,1
114,121,6.407407,3.777778,4.777778,-7.888889,1
104,136,6.814815,4.111111,4.555555,-8.111111,1
96,84,23.851852,18,-0.888889,-17.555555,1
138,133,6.444445,3.666667,4,-8.333333,1
55,128,5.037037,2.777778,5.555555,-6.777778,1
149,77,24.481482,18.444445,-3.111111,-18.11111,1
2,89,18.962963,14.222222,-0.555556,-14.222222,1
192,142,4.666666,2.333334,6.333334,-7,1
178,128,5.925926,3.444444,5.888889,-7.444445,1
228,114,5.888889,3.222222,3.333333,-8,1
108,123,6.740741,4,4.444445,-8.222222,1
38,146,5.111111,2.888889,1.666667,-6.666666,1
35,96,21.74074,16.666668,-2.888889,-15.222222,1
238,118,5,2.555556,3.666667,-7.333334,1
88,71,22.333334,16.666668,-1.666667,-17,1
67,64,22.481482,16.555555,-1.444444,-17.777779,1
194,118,6.259259,3.555556,3.888889,-8.111111,1
120,108,21.925926,16.555555,-2.777778,-16.11111,1
35,42,22.592592,16.666668,-7.777778,-17.777779,1
32,45,21.925926,16.444445,-4.111111,-16.444445,1
28,131,5.185185,2.888889,4.444445,-6.888889,1
40,85,21.11111,15.444445,-1,-17,1
151,114,6.222222,3.666667,4,-7.666666,1
139,86,26.481482,20.222221,-6.777778,-18.777779,1
13,73,19.074074,13.888889,0.444444,-15.555555,1
16,117,5.888889,3.333333,3,-7.666666,1
201,135,5.518518,3,4.777778,-7.555555,1
34,137,5.851852,3.333333,5.777778,-7.555555,1
127,118,22.74074,17.666668,-3.555556,-15.222222,1
60,131,5.222222,3,6,-6.666666,1
99,107,18.62963,13.444445,2.444444,-15.555555,1
95,100,21.074074,15.555555,1.777778,-16.555555,1
95,131,5.333334,3,4.666666,-7,1
69,74,23.592592,17.666668,-3.111111,-17.777779,1
146,72,26.222221,19.444445,-7.333334,-20.333334,1
80,95,21.407408,16.222223,-0.222222,-15.555555,1
138,133,6.444445,3.666667,4,-8.333333,1
137,66,28.407408,21.666666,-9.222222,-20.222221,1
147,69,25.666666,19.11111,-6.666666,-19.666666,1
145,34,137.03703,133,-16.777779,-12.111111,2
92,56,126,121.44444,-30.333334,-13.666667,2
127,57,124.25926,119.44444,-33.77778,-14.444445,2
73,19,127.51852,122.888885,-32.88889,-13.888889,2
112,30,113.25926,108.888885,-37.444443,-13.111111,2
95,47,107.111115,99.333336,-41.666668,-23.333334,2
143,24,127.62963,123.55556,-29.88889,-12.222222,2
159,40,125.14815,119.55556,-32.77778,-16.777779,2
9,72,125.44444,121.111115,-34,-13,2
178,43,125.25926,119.888885,-28.777779,-16.11111,2
8,39,113.37037,105.55556,-32.444443,-23.444445,2
155,27,137.51852,133.44444,-14.888889,-12.222222,2
238,25,116.25926,111.333336,-37.77778,-14.777778,2
140,16,111.81481,105.22222,-38.11111,-19.777779,2
232,31,114.96296,110.44444,-39.22222,-13.555555,2
79,58,109.07407,104.44444,-38.22222,-13.888889,2
78,62,110.03704,103,-27.777779,-21.11111,2
50,50,124.111115,118.333336,-33,-17.333334,2
179,63,105.59259,100.888885,-38.77778,-14.111111,2
253,32,116.77778,113.111115,-38.666668,-11,2
209,11,141.55556,139.44444,-19.333334,-6.333334,2
66,41,109.703705,105.111115,-43.77778,-13.777778,2
67,40,110.03704,105.77778,-44.11111,-12.777778,2
124,29,128.44444,123.22222,-27.666666,-15.666667,2
120,74,101.85185,93.22222,-38.22222,-25.88889,2
115,39,127.07407,122.44444,-32.22222,-13.888889,2
175,14,113.81481,109.22222,-41.11111,-13.777778,2
177,85,93.55556,83.44444,-43,-30.333334,2
190,96,90.81481,80.77778,-44.444443,-30.11111,2
78,30,112.96296,108.44444,-40.88889,-13.555555,2
183,78,135.55556,131,-20.666666,-13.666667,2
64,19,137.77777,135.33334,-18.666666,-7.333334,2
80,40,110.703705,106.888885,-43.444443,-11.444445,2
44,33,125.888885,121.22222,-33.666668,-14,2
82,51,123.18519,118.888885,-34.22222,-12.888889,2
213,14,117,112.666664,-38.333332,-13,2
220,36,114.03704,108.888885,-39.77778,-15.444445,2
228,20,125,120.44444,-33,-13.666667,2
205,47,123.85185,117.666664,-29.222221,-18.555555,2
207,58,110.37037,105.333336,-38.11111,-15.111111,2
138,21,127.296295,122.55556,-33.22222,-14.222222,2
245,18,137.88889,134.33334,-19.333334,-10.666667,2
189,39,124.18519,118.333336,-30.88889,-17.555555,2
166,55,124.111115,119.111115,-30.666666,-15,2
36,21,129.85185,126.333336,-27.555555,-10.555555,2
112,30,113.25926,108.888885,-37.444443,-13.111111,2
221,35,98.74074,90.333336,-46.22222,-25.222221,2
185,35,109.111115,105.44444,-38,-11,2
120,17,129.55556,126.333336,-32.333332,-9.666667,2
121,82,106.51852,100.77778,-40.88889,-17.222221,2
35,67,106.07407,100.55556,-41.88889,-16.555555,2
67,32,126.22222,121.333336,-33.333332,-14.666667,2
225,22,137.96297,133.88889,-14.888889,-12.222222,2
157,57,124.703705,120.22222,-31.444445,-13.444445,2
21,90,113.48148,106,-22.777779,-22.444445,2
76,19,114.25926,109.44444,-39.77778,-14.444445,2
234,58,93.14815,83.333336,-47.444443,-29.444445,2
124,29,128.44444,123.22222,-27.666666,-15.666667,2
191,47,135.74074,131.88889,-20.222221,-11.555555,2
75,49,127.40741,122.111115,-31.222221,-15.888889,2
58,58,123,119,-31.333334,-12,2
19,28,111.51852,107.22222,-46.22222,-12.888889,2
86,33,109.888885,102.333336,-39.333332,-22.666666,2
103,39,127.51852,123.111115,-32.88889,-13.222222,2
38,71,122.18519,116.77778,-32.22222,-16.222221,2
121,62,125.40741,121.111115,-27.222221,-12.888889,2
131,15,130.14815,125.44444,-31.444445,-14.111111,2
120,74,101.85185,93.22222,-38.22222,-25.88889,2
210,47,97.111115,87.333336,-43.666668,-29.333334,2
209,66,93.44444,83.888885,-43,-28.666666,2
142,33,110.59259,106.333336,-41.444443,-12.777778,2
94,13,141.59259,140,-20.11111,-4.777778,2
118,38,124.85185,119.55556,-34.555557,-15.888889,2
140,34,105.48148,97.888885,-42.77778,-22.777779,2
139,16,140.40741,136.66667,-17.222221,-11.222222,2
155,80,96.333336,87.22222,-41.666668,-27.333334,2
238,59,121.703705,116.888885,-37.444443,-14.444445,2
128,15,129.25926,125.44444,-32.77778,-11.444445,2
78,72,125.55556,120.77778,-30.666666,-14.333333,2
104,41,112.111115,108,-39.333332,-12.333333,2
92,104,100.51852,94.44444,-39.88889,-18.222221,2
8,39,113.37037,105.55556,-32.444443,-23.444445,2
184,15,140.77777,137.88889,-19.333334,-8.666667,2
116,54,108.85185,103.666664,-36.22222,-15.555555,2
79,48,107.888885,99.77778,-39.333332,-24.333334,2
138,49,124.03704,118.55556,-32.77778,-16.444445,2
240,16,102.51852,95,-44.88889,-22.555555,2
84,40,127.40741,122.55556,-29.88889,-14.555555,2
22,57,126.111115,122.111115,-31,-12,2
123,68,107.37037,101.55556,-39.444443,-17.444445,2
103,64,108.77778,103.77778,-37.333332,-15,2
183,29,103.25926,94.666664,-43.444443,-25.777779,2
190,45,108.96296,104.111115,-39.22222,-14.555555,2
83,28,112.96296,108.333336,-40.555557,-13.888889,2
241,76,90.07407,79.111115,-46.555557,-32.88889,2
204,25,102.48148,93.77778,-43.444443,-26.11111,2
146,62,99.666664,91.888885,-42,-23.333334,2
89,43,107.14815,99.111115,-39.11111,-24.11111,2
142,33,110.59259,106.333336,-41.444443,-12.777778,2
151,57,100.44444,92.888885,-42.666668,-22.666666,2
186,46,135.51852,131.55556,-18.222221,-11.888889,2
247,50,121.18519,115.44444,-35.88889,-17.222221,2
62,26,112.22222,107.44444,-41.666668,-14.333333,2
80,40,110.703705,106.888885,-43.444443,-11.444445,2
234,27,122.666664,117.77778,-33.333332,-14.666667,2
92,68,125.77778,120.666664,-30.333334,-15.333333,2
72,31,135.92592,132.33334,-18.11111,-10.777778,2
70,44,122.59259,118.888885,-31.777779,-11.111111,2
53,28,111.59259,107.666664,-45.444443,-11.777778,2
92,46,107.51852,99.77778,-40.88889,-23.222221,2
57,89,106.07407,99.666664,-38.88889,-19.222221,2
69,17,130.2963,126.22222,-28.555555,-12.222222,2
240,58,92.703705,82.66667,-47.444443,-30.11111,2
243,41,135.22223,131.33334,-20.333334,-11.666667,2
115,75,126.07407,121.111115,-30.555555,-14.888889,2
112,77,107.62963,103.77778,-41.22222,-11.555555,2
238,55,113.666664,107.77778,-38,-17.666666,2
156,32,136.2963,132.77779,-19.555555,-10.555555,2
233,81,90.40741,79.111115,-44.22222,-33.88889,2
108,59,126.14815,121.44444,-28.777779,-14.111111,2
92,62,123.48148,118.77778,-33.444443,-14.111111,2
66,109,102.48148,95.77778,-39.11111,-20.11111,2
14,28,110.48148,102.44444,-37.77778,-24.11111,2
240,26,136.88889,133.11111,-17.666666,-11.333333,2
147,51,126.333336,121.77778,-28,-13.666667,2
49,40,125.111115,119.77778,-33.333332,-16,2
83,53,123.44444,119.77778,-33.333332,-11,2
44,20,113.85185,106.55556,-33.555557,-21.88889,2
164,49,126.18519,120.44444,-29.555555,-17.222221,2
52,66,114.22222,107,-22,-21.666666,2
245,93,86.296295,76.111115,-46.88889,-30.555555,2
212,81,92.18519,80.888885,-44.88889,-33.88889,2
226,83,90.62963,80.44444,-48.22222,-30.555555,2
97,21,126.81481,122.55556,-35.444443,-12.777778,2
179,101,134.92592,131.11111,-25.444445,-11.444445,2
228,20,125,120.44444,-33,-13.666667,2
193,66,95.111115,85.888885,-43.333332,-27.666666,2
170,36,103.03704,94.333336,-40.444443,-26.11111,2
207,58,122,117.111115,-35.666668,-14.666667,2
188,42,108.92593,104.888885,-39.77778,-12.111111,2
254,57,135.77777,131.22223,-19,-13.666667,2
29,52,125.77778,121.55556,-30.666666,-12.666667,2
63,13,132.25926,128.55556,-28.444445,-11.111111,2
112,18,113.77778,108.888885,-34.333332,-14.666667,2
181,27,138.07408,135.11111,-16.555555,-8.888889,2
37,25,126.03704,121.55556,-35.11111,-13.444445,2
97,63,108.92593,104.44444,-38.11111,-13.444445,2
152,18,112.111115,108.666664,-44.666668,-10.333333,2
51,56,126.44444,121.44444,-30.666666,-15,2
78,60,109.77778,101.55556,-30.666666,-24.666666,2
184,44,99,90.55556,-42,-25.333334,2
189,107,133.66667,130,-23.666666,-11,2
162,14,112.74074,108.55556,-41.22222,-12.555555,2
41,93,112.296295,105,-25.222221,-21.88889,2
167,45,101.22222,92.55556,-42.333332,-26,2
115,81,105.92593,101,-42.11111,-14.777778,2
93,46,126.03704,121.111115,-30.11111,-14.777778,2
67,71,125.96296,121.44444,-31.222221,-13.555555,2
81,67,122.888885,117.888885,-31.666666,-15,2
235,22,137.62962,132.88889,-16.555555,-14.222222,2
212,48,122.37037,116.77778,-30.444445,-16.777779,2
9,94,113.18519,105.111115,-18.88889,-24.222221,2
221,50,122.07407,116.55556,-36.555557,-16.555555,2
66,41,109.703705,105.111115,-43.77778,-13.777778,2
174,50,107.44444,101.888885,-38.333332,-16.666666,2
95,71,105.666664,97.888885,-27,-23.333334,2
140,19,110.296295,103,-37.88889,-21.88889,2
222,38,113.48148,108.55556,-39.11111,-14.777778,2
134,54,124.37037,119.111115,-35.11111,-15.777778,2
253,75,88.55556,77.77778,-49.666668,-32.333332,2
96,13,131.77777,128.44444,-29,-10,2
79,47,126.37037,121.44444,-31.11111,-14.777778,2
21,90,113.48148,106,-22.777779,-22.444445,2
60,52,111.62963,104.666664,-31.88889,-20.88889,2
204,12,127.44444,123.666664,-35.666668,-11.333333,2
107,21,126.77778,122.666664,-33,-12.333333,2
84,65,125.666664,120,-31,-17,2
155,20,111.703705,107.111115,-39.77778,-13.777778,2
166,65,97.333336,88.111115,-43.666668,-27.666666,2
217,45,121.51852,116.111115,-31.222221,-16.222221,2
172,31,136.40741,133,-16.88889,-10.222222,2
250,37,95.92593,86.55556,-47.444443,-28.11111,2
67,32,126.22222,121.333336,-33.333332,-14.666667,2
217,23,124.44444,119.77778,-37.666668,-14,2
77,36,111.92593,107.22222,-41.11111,-14.111111,2
178,16,112.96296,108.333336,-40.22222,-13.888889,2
84,86,105.77778,100.333336,-38.666668,-16.333334,2
202,41,123.03704,117.44444,-33.444443,-16.777779,2
140,25,128,123.888885,-30.666666,-12.333333,2
165,99,93.40741,83.22222,-43.22222,-30.555555,2
243,48,134.85185,130.88889,-21.88889,-11.888889,2
25,41,113.40741,105.111115,-28.555555,-24.88889,2
16,51,122.96296,117.44444,-36.88889,-16.555555,2
206,26,137.03703,132.88889,-16.777779,-12.444445,2
93,29,128.48148,123.666664,-28.444445,-14.444445,2
88,91,104.888885,98.666664,-37,-18.666666,2
44,79,107.74074,102.77778,-41.555557,-14.888889,2
181,27,138.07408,135.11111,-16.555555,-8.888889,2
58,25,112.22222,107.55556,-43.333332,-14,2
239,32,121.44444,116,-33.666668,-16.333334,2
194,72,93.44444,84,-42.666668,-28.333334,2
160,30,111.22222,107,-40.666668,-12.666667,2
92,44,123.81481,119.888885,-31.11111,-11.777778,2
168,13,130.40741,126.111115,-32.22222,-12.888889,2
40,57,123.55556,119.44444,-34,-12.333333,2
7,48,115.77778,107.44444,-25,-25,2
181,15,140.2963,137.44444,-19.222221,-8.555555,2
167,57,98.59259,90.22222,-43.77778,-25.11111,2
236,42,135.2963,131.33334,-21.555555,-11.888889,2
7,18,138.62962,135,-15.888889,-10.888889,2
192,40,124.62963,118.888885,-30.555555,-17.222221,2
194,57,135.96297,131.77779,-18.222221,-12.555555,2
37,61,109.07407,103.77778,-41.88889,-15.888889,2
180,97,134.37038,131.11111,-23.444445,-9.777778,2
165,99,93.40741,83.22222,-43.22222,-30.555555,2
193,35,136.48148,132,-15.777778,-13.444445,2
233,64,92.81481,82.55556,-46.77778,-30.777779,2
102,73,125.51852,120.55556,-30.222221,-14.888889,2
